,RDN US Equity
2023-03-19,4.4307
2023-03-20,4.5156
2023-03-21,4.5595
2023-03-22,4.4716
2023-03-23,4.4595
2023-03-24,4.5974
2023-03-25,4.5974
2023-03-26,4.5974
2023-03-27,4.6141
2023-03-28,4.5959
2023-03-29,4.6398
2023-03-30,4.6611
2023-03-31,4.8442
2023-04-01,4.8442
2023-04-02,4.8442
2023-04-03,4.8426
2023-04-04,4.8084
2023-04-05,4.7944
2023-04-06,4.8146
2023-04-07,4.8146
2023-04-08,4.8146
2023-04-09,4.8146
2023-04-10,4.8177
2023-04-11,4.9935
2023-04-12,5.0277
2023-04-13,5.0386
2023-04-14,5.0557
2023-04-15,5.0557
2023-04-16,5.0557
2023-04-17,5.0541
2023-04-18,5.0246
2023-04-19,5.0277
2023-04-20,5.0541
2023-04-21,5.037
2023-04-22,5.037
2023-04-23,5.037
2023-04-24,5.037
2023-04-25,5.0215
2023-04-26,5.0215
2023-04-27,5.1179
2023-04-28,5.1739
2023-04-29,5.1739
2023-04-30,5.1739
2023-05-01,5.1272
2023-05-02,5.0494
2023-05-03,5.0821
2023-05-04,5.1272
2023-05-05,5.2429
2023-05-06,5.2429
2023-05-07,5.2429
2023-05-08,5.2522
2023-05-09,5.26
2023-05-10,5.2553
2023-05-11,5.2724
2023-05-12,5.2584
2023-05-13,5.2584
2023-05-14,5.2584
2023-05-15,5.2817
2023-05-16,5.2708
2023-05-17,5.3421
2023-05-18,5.4119
2023-05-19,5.3917
2023-05-20,5.3917
2023-05-21,5.3917
2023-05-22,5.3483
2023-05-23,5.3747
2023-05-24,5.3173
2023-05-25,5.3111
2023-05-26,5.3747
2023-05-27,5.3747
2023-05-28,5.3747
2023-05-29,5.3747
2023-05-30,5.4413
2023-05-31,5.3592
2023-06-01,5.3824
2023-06-02,5.4507
2023-06-03,5.4507
2023-06-04,5.4507
2023-06-05,5.3871
2023-06-06,5.4708
2023-06-07,5.5297
2023-06-08,5.4848
2023-06-09,5.4724
2023-06-10,5.4724
2023-06-11,5.4724
2023-06-12,5.4181
2023-06-13,5.3468
2023-06-14,5.2863
2023-06-15,5.3282
2023-06-16,5.2956
2023-06-17,5.2956
2023-06-18,5.2956
2023-06-19,5.2956
2023-06-20,5.3096
2023-06-21,5.2817
2023-06-22,5.2693
2023-06-23,5.2801
2023-06-24,5.2801
2023-06-25,5.2801
2023-06-26,5.246
2023-06-27,5.2879
2023-06-28,5.2739
2023-06-29,5.3018
2023-06-30,5.7349
2023-07-01,5.7349
2023-07-02,5.7349
2023-07-03,5.7802
2023-07-04,5.7802
2023-07-05,5.7031
2023-07-06,5.6126
2023-07-07,5.6562
2023-07-08,5.6562
2023-07-09,5.6562
2023-07-10,5.7467
2023-07-11,5.7718
2023-07-12,5.8019
2023-07-13,5.8221
2023-07-14,5.807
2023-07-15,5.807
2023-07-16,5.807
2023-07-17,5.8656
2023-07-18,5.8908
2023-07-19,5.9327
2023-07-20,5.9494
2023-07-21,5.9293
2023-07-22,5.9293
2023-07-23,5.9293
2023-07-24,5.9829
2023-07-25,5.993
2023-07-26,6.0282
2023-07-27,6.0114
2023-07-28,6.0282
2023-07-29,6.0282
2023-07-30,6.0282
2023-07-31,6.0114
2023-08-01,6.0114
2023-08-02,6.0248
2023-08-03,6.1036
2023-08-04,6.1993
2023-08-05,6.1993
2023-08-06,6.1993
2023-08-07,6.2229
2023-08-08,6.228
2023-08-09,6.2381
2023-08-10,6.1352
2023-08-11,6.1554
2023-08-12,6.1554
2023-08-13,6.1554
2023-08-14,6.1605
2023-08-15,6.0913
2023-08-16,6.0036
2023-08-17,5.9698
2023-08-18,5.9783
2023-08-19,5.9783
2023-08-20,5.9783
2023-08-21,5.9428
2023-08-22,5.9276
2023-08-23,5.9799
2023-08-24,6.0424
2023-08-25,6.0677
2023-08-26,6.0677
2023-08-27,6.0677
2023-08-28,6.0576
2023-08-29,6.0761
2023-08-30,6.0609
2023-08-31,6.0677
2023-09-01,6.093
2023-09-02,6.093
2023-09-03,6.093
2023-09-04,6.093
2023-09-05,5.9597
2023-09-06,5.9479
2023-09-07,5.9901
2023-09-08,5.9884
2023-09-09,5.9884
2023-09-10,5.9884
2023-09-11,5.9563
2023-09-12,5.9867
2023-09-13,5.8686
2023-09-14,5.8382
2023-09-15,5.899
2023-09-16,5.899
2023-09-17,5.899
2023-09-18,5.9951
2023-09-19,5.9344
2023-09-20,5.85
2023-09-21,5.764
2023-09-22,5.7589
2023-09-23,5.7589
2023-09-24,5.7589
2023-09-25,5.7859
2023-09-26,5.7252
2023-09-27,5.7319
2023-09-28,5.7758
2023-09-29,6.0747
2023-09-30,6.0747
2023-10-01,6.0747
2023-10-02,6.0712
2023-10-03,6.0283
2023-10-04,6.1694
2023-10-05,6.2979
2023-10-06,6.2747
2023-10-07,6.2747
2023-10-08,6.2747
2023-10-09,6.3551
2023-10-10,6.3676
2023-10-11,6.4479
2023-10-12,6.3497
2023-10-13,6.2801
2023-10-14,6.2801
2023-10-15,6.2801
2023-10-16,6.3586
2023-10-17,6.3194
2023-10-18,6.2194
2023-10-19,6.0872
2023-10-20,6.0462
2023-10-21,6.0462
2023-10-22,6.0462
2023-10-23,6.0355
2023-10-24,6.0515
2023-10-25,6.023
2023-10-26,6.0783
2023-10-27,6.0408
2023-10-28,6.0408
2023-10-29,6.0408
2023-10-30,6.0622
2023-10-31,6.1158
2023-11-01,6.1515
2023-11-02,6.3247
2023-11-03,6.3042
2023-11-04,6.3042
2023-11-05,6.3042
2023-11-06,6.2833
2023-11-07,6.2069
2023-11-08,6.1843
2023-11-09,6.1687
2023-11-10,6.2017
2023-11-11,6.2017
2023-11-12,6.2017
2023-11-13,6.1739
2023-11-14,6.2364
2023-11-15,6.193
2023-11-16,6.0436
2023-11-17,6.1044
2023-11-18,6.1044
2023-11-19,6.1044
2023-11-20,6.1131
2023-11-21,6.0158
2023-11-22,6.0106
2023-11-23,6.0106
2023-11-24,6.0002
2023-11-25,6.0002
2023-11-26,6.0002
2023-11-27,6.0019
2023-11-28,5.9463
2023-11-29,5.9845
2023-11-30,6.0575
2023-12-01,6.0783
2023-12-02,6.0783
2023-12-03,6.0783
2023-12-04,6.1322
2023-12-05,6.0332
2023-12-06,5.9567
2023-12-07,6.0089
2023-12-08,6.0783
2023-12-09,6.0783
2023-12-10,6.0783
2023-12-11,6.1044
2023-12-12,6.1409
2023-12-13,6.3476
2023-12-14,6.464
2023-12-15,6.464
2023-12-16,6.464
2023-12-17,6.464
2023-12-18,6.4327
2023-12-19,6.5074
2023-12-20,6.4866
2023-12-21,6.5387
2023-12-22,6.5769
2023-12-23,6.5769
2023-12-24,6.5769
2023-12-25,6.5769
2023-12-26,6.6029
2023-12-27,6.6168
2023-12-28,6.6186
2023-12-29,6.7506
2023-12-30,6.7506
2023-12-31,6.7506
2024-01-01,6.7506
2024-01-02,6.7791
2024-01-03,6.7168
2024-01-04,6.7774
2024-01-05,6.8041
2024-01-06,6.8041
2024-01-07,6.8041
2024-01-08,6.8736
2024-01-09,6.7435
2024-01-10,6.7952
2024-01-11,6.756
2024-01-12,6.8076
2024-01-13,6.8076
2024-01-14,6.8076
2024-01-15,6.8076
2024-01-16,6.7364
2024-01-17,6.7257
2024-01-18,6.7524
2024-01-19,6.8504
2024-01-20,6.8504
2024-01-21,6.8504
2024-01-22,6.8878
2024-01-23,6.8486
2024-01-24,6.8629
2024-01-25,6.8486
2024-01-26,6.8771
2024-01-27,6.8771
2024-01-28,6.8771
2024-01-29,6.8985
2024-01-30,6.943
2024-01-31,6.8272
2024-02-01,6.8914
2024-02-02,6.8504
2024-02-03,6.8504
2024-02-04,6.8504
2024-02-05,6.7168
2024-02-06,6.7578
2024-02-07,6.7132
2024-02-08,6.5268
2024-02-09,6.5642
2024-02-10,6.5642
2024-02-11,6.5642
2024-02-12,6.6497
2024-02-13,6.6444
2024-02-14,6.6853
2024-02-15,6.6818
2024-02-16,6.6105
2024-02-17,6.6105
2024-02-18,6.6105
2024-02-19,6.6105
2024-02-20,6.5624
2024-02-21,6.5767
2024-02-22,6.5571
2024-02-23,6.5016
2024-02-24,6.5016
2024-02-25,6.5016
2024-02-26,6.5263
2024-02-27,6.5932
2024-02-28,6.773
2024-02-29,6.7994
2024-03-01,6.743
2024-03-02,6.743
2024-03-03,6.743
2024-03-04,6.7959
2024-03-05,6.8435
2024-03-06,6.9227
2024-03-07,6.884
2024-03-08,6.8646
2024-03-09,6.8646
2024-03-10,6.8646
2024-03-11,7.2047
2024-03-12,7.2346
2024-03-13,7.247
2024-03-14,7.2346
2024-03-15,7.1888
2024-03-16,7.1888
2024-03-17,7.1888
2024-03-18,7.106
2024-03-19,7.1923
2024-03-20,7.4461
2024-03-21,7.4901
2024-03-22,7.4302
2024-03-23,7.4302
2024-03-24,7.4302
2024-03-25,7.4267
2024-03-26,7.3809
2024-03-27,7.5218
2024-03-28,7.5624
2024-03-29,7.5624
2024-03-30,7.5624
2024-03-31,7.5624
2024-04-01,7.4496
2024-04-02,7.4461
2024-04-03,7.4337
2024-04-04,7.15
2024-04-05,7.1923
2024-04-06,7.1923
2024-04-07,7.1923
2024-04-08,7.2734
