,NTAP US Equity
2023-03-15,12.5827
2023-03-16,12.7813
2023-03-17,12.6724
2023-03-18,12.6724
2023-03-19,12.6724
2023-03-20,12.9926
2023-03-21,13.253
2023-03-22,12.6895
2023-03-23,12.6852
2023-03-24,12.5849
2023-03-25,12.5849
2023-03-26,12.5849
2023-03-27,12.7129
2023-03-28,12.5251
2023-03-29,12.7962
2023-03-30,12.9072
2023-03-31,13.1805
2023-04-01,13.1805
2023-04-02,13.1805
2023-04-03,13.253
2023-04-04,13.0396
2023-04-05,12.9584
2023-04-06,12.999
2023-04-07,12.999
2023-04-08,12.999
2023-04-09,12.999
2023-04-10,13.4366
2023-04-11,13.7675
2023-04-12,13.7248
2023-04-13,13.8123
2023-04-14,13.7141
2023-04-15,13.7141
2023-04-16,13.7141
2023-04-17,13.9981
2023-04-18,14.0578
2023-04-19,13.6715
2023-04-20,13.0759
2023-04-21,13.0438
2023-04-22,13.0438
2023-04-23,13.0438
2023-04-24,13.063
2023-04-25,12.666
2023-04-26,12.8645
2023-04-27,13.0929
2023-04-28,12.8354
2023-04-29,12.8354
2023-04-30,12.8354
2023-05-01,13.0035
2023-05-02,12.6967
2023-05-03,12.7409
2023-05-04,12.7556
2023-05-05,13.0371
2023-05-06,13.0371
2023-05-07,13.0371
2023-05-08,13.0687
2023-05-09,13.0161
2023-05-10,12.9153
2023-05-11,12.869
2023-05-12,12.888
2023-05-13,12.888
2023-05-14,12.888
2023-05-15,13.2263
2023-05-16,13.0792
2023-05-17,13.3649
2023-05-18,13.6024
2023-05-19,13.4511
2023-05-20,13.4511
2023-05-21,13.4511
2023-05-22,13.7263
2023-05-23,13.5856
2023-05-24,13.5414
2023-05-25,14.0646
2023-05-26,14.2937
2023-05-27,14.2937
2023-05-28,14.2937
2023-05-29,14.2937
2023-05-30,14.1403
2023-05-31,13.5625
2023-06-01,14.7412
2023-06-02,14.5353
2023-06-03,14.5353
2023-06-04,14.5353
2023-06-05,14.3882
2023-06-06,14.342
2023-06-07,14.5332
2023-06-08,14.3987
2023-06-09,14.2685
2023-06-10,14.2685
2023-06-11,14.2685
2023-06-12,14.6278
2023-06-13,15.0144
2023-06-14,14.9167
2023-06-15,15.0127
2023-06-16,15.14
2023-06-17,15.14
2023-06-18,15.14
2023-06-19,15.14
2023-06-20,14.8186
2023-06-21,14.781
2023-06-22,14.9313
2023-06-23,14.8979
2023-06-24,14.8979
2023-06-25,14.8979
2023-06-26,15.0106
2023-06-27,15.2673
2023-06-28,15.3194
2023-06-29,15.5114
2023-06-30,15.5636
2023-07-01,15.5636
2023-07-02,15.5636
2023-07-03,15.574
2023-07-04,15.574
2023-07-05,15.5406
2023-07-06,15.4238
2023-07-07,15.5323
2023-07-08,15.5323
2023-07-09,15.5323
2023-07-10,15.8557
2023-07-11,16.056
2023-07-12,15.7618
2023-07-13,16.0498
2023-07-14,15.8703
2023-07-15,15.8703
2023-07-16,15.8703
2023-07-17,15.9016
2023-07-18,16.0894
2023-07-19,16.1708
2023-07-20,16.3294
2023-07-21,16.2126
2023-07-22,16.2126
2023-07-23,16.2126
2023-07-24,15.9914
2023-07-25,16.1186
2023-07-26,15.9809
2023-07-27,15.9454
2023-07-28,16.9823
2023-07-29,16.9823
2023-07-30,16.9823
2023-07-31,17.1548
2023-08-01,17.3475
2023-08-02,17.2557
2023-08-03,17.4483
2023-08-04,17.1033
2023-08-05,17.1033
2023-08-06,17.1033
2023-08-07,17.2176
2023-08-08,17.128
2023-08-09,16.9084
2023-08-10,16.8927
2023-08-11,16.8748
2023-08-12,16.8748
2023-08-13,16.8748
2023-08-14,16.8054
2023-08-15,16.7695
2023-08-16,16.5724
2023-08-17,16.4872
2023-08-18,16.55
2023-08-19,16.55
2023-08-20,16.55
2023-08-21,16.8076
2023-08-22,16.8188
2023-08-23,16.8233
2023-08-24,16.5992
2023-08-25,16.4178
2023-08-26,16.4178
2023-08-27,16.4178
2023-08-28,16.7068
2023-08-29,16.6342
2023-08-30,16.6365
2023-08-31,16.6964
2023-09-01,16.8961
2023-09-02,16.8961
2023-09-03,16.8961
2023-09-04,16.8961
2023-09-05,17.3154
2023-09-06,17.4108
2023-09-07,17.1756
2023-09-08,17.2267
2023-09-09,17.2267
2023-09-10,17.2267
2023-09-11,17.1024
2023-09-12,17.0558
2023-09-13,16.9782
2023-09-14,17.1068
2023-09-15,16.9227
2023-09-16,16.9227
2023-09-17,16.9227
2023-09-18,16.5788
2023-09-19,16.5499
2023-09-20,16.5588
2023-09-21,16.5189
2023-09-22,16.5455
2023-09-23,16.5455
2023-09-24,16.5455
2023-09-25,16.4323
2023-09-26,16.2859
2023-09-27,16.3081
2023-09-28,16.5965
2023-09-29,16.5144
2023-09-30,16.5144
2023-10-01,16.5144
2023-10-02,16.4967
2023-10-03,16.2881
2023-10-04,16.3924
2023-10-05,16.4345
2023-10-06,16.4235
2023-10-07,16.4235
2023-10-08,16.4235
2023-10-09,16.5477
2023-10-10,16.541
2023-10-11,16.774
2023-10-12,16.5255
2023-10-13,16.3103
2023-10-14,16.3103
2023-10-15,16.3103
2023-10-16,16.53
2023-10-17,16.7452
2023-10-18,16.49
2023-10-19,16.328
2023-10-20,16.1616
2023-10-21,16.1616
2023-10-22,16.1616
2023-10-23,15.9353
2023-10-24,16.0618
2023-10-25,15.76
2023-10-26,15.527
2023-10-27,15.613
2023-10-28,15.613
2023-10-29,15.613
2023-10-30,15.4764
2023-10-31,15.8233
2023-11-01,15.9469
2023-11-02,16.2461
2023-11-03,16.4997
2023-11-04,16.4997
2023-11-05,16.4997
2023-11-06,16.4824
2023-11-07,16.4347
2023-11-08,16.4716
2023-11-09,16.4824
2023-11-10,16.7686
2023-11-11,16.7686
2023-11-12,16.7686
2023-11-13,16.6819
2023-11-14,17.1068
2023-11-15,17.1545
2023-11-16,16.6927
2023-11-17,16.851
2023-11-18,16.851
2023-11-19,16.851
2023-11-20,16.942
2023-11-21,16.8315
2023-11-22,16.9529
2023-11-23,16.9529
2023-11-24,17.0288
2023-11-25,17.0288
2023-11-26,17.0288
2023-11-27,16.9746
2023-11-28,16.9789
2023-11-29,19.4571
2023-11-30,19.5962
2023-12-01,19.5727
2023-12-02,19.5727
2023-12-03,19.5727
2023-12-04,19.3652
2023-12-05,19.4229
2023-12-06,19.1705
2023-12-07,19.102
2023-12-08,19.1683
2023-12-09,19.1683
2023-12-10,19.1683
2023-12-11,19.2454
2023-12-12,18.9137
2023-12-13,19.2004
2023-12-14,19.1298
2023-12-15,19.0678
2023-12-16,19.0678
2023-12-17,19.0678
2023-12-18,19.2347
2023-12-19,19.4336
2023-12-20,19.0699
2023-12-21,19.2026
2023-12-22,19.1705
2023-12-23,19.1705
2023-12-24,19.1705
2023-12-25,19.1705
2023-12-26,19.1662
2023-12-27,18.9993
2023-12-28,18.9159
2023-12-29,18.9052
2023-12-30,18.9052
2023-12-31,18.9052
2024-01-01,18.9052
2024-01-02,18.488
2024-01-03,18.5094
2024-01-04,18.4559
2024-01-05,18.2441
2024-01-06,18.2441
2024-01-07,18.2441
2024-01-08,18.4388
2024-01-09,18.458
2024-01-10,18.5843
2024-01-11,18.6463
2024-01-12,18.5864
2024-01-13,18.5864
2024-01-14,18.5864
2024-01-15,18.5864
2024-01-16,18.4345
2024-01-17,18.3211
2024-01-18,18.5415
2024-01-19,18.8303
2024-01-20,18.8303
2024-01-21,18.8303
2024-01-22,19.0036
2024-01-23,18.9052
2024-01-24,19.0186
2024-01-25,19.1363
2024-01-26,15.3422
2024-01-27,15.3422
2024-01-28,15.3422
2024-01-29,15.4182
2024-01-30,15.4995
2024-01-31,15.1901
2024-02-01,15.2343
2024-02-02,15.3033
2024-02-03,15.3033
2024-02-04,15.3033
2024-02-05,15.1901
2024-02-06,15.2608
2024-02-07,15.1954
2024-02-08,15.4942
2024-02-09,15.6586
2024-02-10,15.6586
2024-02-11,15.6586
2024-02-12,15.8017
2024-02-13,15.1972
2024-02-14,15.2891
2024-02-15,15.2025
2024-02-16,14.9267
2024-02-17,14.9267
2024-02-18,14.9267
2024-02-19,14.9267
2024-02-20,14.8826
2024-02-21,14.7305
2024-02-22,14.9833
2024-02-23,15.2255
2024-02-24,15.2255
2024-02-25,15.2255
2024-02-26,15.2308
2024-02-27,15.1848
2024-02-28,15.3368
2024-02-29,15.5295
2024-03-01,18.3914
2024-03-02,18.3914
2024-03-03,18.3914
2024-03-04,18.072
2024-03-05,17.9569
2024-03-06,18.3323
2024-03-07,18.2349
2024-03-08,18.0596
2024-03-09,18.0596
2024-03-10,18.0596
2024-03-11,17.9729
2024-03-12,17.9304
2024-03-13,18.0472
2024-03-14,17.8595
2024-03-15,17.8985
2024-03-16,17.8985
2024-03-17,17.8985
2024-03-18,17.8011
2024-03-19,18.0685
2024-03-20,18.2686
2024-03-21,18.3801
2024-03-22,18.3199
2024-03-23,18.3199
2024-03-24,18.3199
2024-03-25,18.3535
2024-03-26,18.3181
2024-03-27,18.4067
2024-03-28,18.3624
2024-03-29,18.3624
2024-03-30,18.3624
2024-03-31,18.3624
2024-04-01,18.3748
2024-04-02,18.3181
2024-04-03,18.6298
2024-04-04,18.3323
2024-04-05,18.3766
2024-04-06,18.3766
2024-04-07,18.3766
2024-04-08,18.5129
