,SUPN US Equity
2023-03-17,185.8712
2023-03-18,185.8712
2023-03-19,185.8712
2023-03-20,186.6375
2023-03-21,187.9579
2023-03-22,186.3781
2023-03-23,185.9537
2023-03-24,186.8615
2023-03-25,186.8615
2023-03-26,186.8615
2023-03-27,187.6042
2023-03-28,187.5924
2023-03-29,187.2741
2023-03-30,187.4509
2023-03-31,43.2558
2023-04-01,43.2558
2023-04-02,43.2558
2023-04-03,43.4762
2023-04-04,42.6826
2023-04-05,42.859
2023-04-06,44.2037
2023-04-07,44.2037
2023-04-08,44.2037
2023-04-09,44.2037
2023-04-10,44.4793
2023-04-11,43.9171
2023-04-12,43.4762
2023-04-13,43.9392
2023-04-14,43.0684
2023-04-15,43.0684
2023-04-16,43.0684
2023-04-17,43.8289
2023-04-18,43.3109
2023-04-19,44.347
2023-04-20,44.6115
2023-04-21,46.0114
2023-04-22,46.0114
2023-04-23,46.0114
2023-04-24,44.8871
2023-04-25,44.5454
2023-04-26,43.8289
2023-04-27,44.0384
2023-04-28,43.9502
2023-04-29,43.9502
2023-04-30,43.9502
2023-05-01,44.0494
2023-05-02,44.4131
2023-05-03,44.347
2023-05-04,43.5203
2023-05-05,43.7849
2023-05-06,43.7849
2023-05-07,43.7849
2023-05-08,43.873
2023-05-09,43.2736
2023-05-10,43.8699
2023-05-11,42.9644
2023-05-12,41.0099
2023-05-13,41.0099
2023-05-14,41.0099
2023-05-15,41.6835
2023-05-16,42.1473
2023-05-17,42.1804
2023-05-18,41.9375
2023-05-19,42.2908
2023-05-20,42.2908
2023-05-21,42.2908
2023-05-22,41.4406
2023-05-23,40.9326
2023-05-24,40.5461
2023-05-25,40.3584
2023-05-26,40.4467
2023-05-27,40.4467
2023-05-28,40.4467
2023-05-29,40.4467
2023-05-30,40.0492
2023-05-31,39.9167
2023-06-01,39.7179
2023-06-02,40.3474
2023-06-03,40.3474
2023-06-04,40.3474
2023-06-05,40.513
2023-06-06,41.5179
2023-06-07,42.4675
2023-06-08,42.6221
2023-06-09,41.7718
2023-06-10,41.7718
2023-06-11,41.7718
2023-06-12,40.8664
2023-06-13,40.7228
2023-06-14,40.6565
2023-06-15,40.4136
2023-06-16,40.6124
2023-06-17,40.6124
2023-06-18,40.6124
2023-06-19,40.6124
2023-06-20,40.3584
2023-06-21,39.9388
2023-06-22,40.3474
2023-06-23,39.3535
2023-06-24,39.3535
2023-06-25,39.3535
2023-06-26,36.88
2023-06-27,36.637
2023-06-28,36.626
2023-06-29,36.3499
2023-06-30,73.0697
2023-07-01,73.0697
2023-07-02,73.0697
2023-07-03,72.6425
2023-07-04,72.6425
2023-07-05,71.6544
2023-07-06,71.6544
2023-07-07,71.9482
2023-07-08,71.9482
2023-07-09,71.9482
2023-07-10,72.4556
2023-07-11,74.8055
2023-07-12,74.2447
2023-07-13,73.6839
2023-07-14,72.9896
2023-07-15,72.9896
2023-07-16,72.9896
2023-07-17,71.3874
2023-07-18,72.6959
2023-07-19,73.7641
2023-07-20,74.6453
2023-07-21,74.5385
2023-07-22,74.5385
2023-07-23,74.5385
2023-07-24,73.043
2023-07-25,73.6572
2023-07-26,73.4169
2023-07-27,73.2567
2023-07-28,74.0311
2023-07-29,74.0311
2023-07-30,74.0311
2023-07-31,74.7521
2023-08-01,77.4225
2023-08-02,76.9953
2023-08-03,77.8498
2023-08-04,78.731
2023-08-05,78.731
2023-08-06,78.731
2023-08-07,78.918
2023-08-08,80.8708
2023-08-09,74.5014
2023-08-10,77.8734
2023-08-11,78.1411
2023-08-12,78.1411
2023-08-13,78.1411
2023-08-14,76.7494
2023-08-15,78.0072
2023-08-16,75.6254
2023-08-17,73.6718
2023-08-18,75.679
2023-08-19,75.679
2023-08-20,75.679
2023-08-21,76.803
2023-08-22,78.2213
2023-08-23,78.7031
2023-08-24,77.5255
2023-08-25,76.803
2023-08-26,76.803
2023-08-27,76.803
2023-08-28,76.5353
2023-08-29,77.5255
2023-08-30,78.3551
2023-08-31,78.0072
2023-09-01,79.7468
2023-09-02,79.7468
2023-09-03,79.7468
2023-09-04,79.7468
2023-09-05,77.7931
2023-09-06,77.5523
2023-09-07,73.2436
2023-09-08,74.662
2023-09-09,74.662
2023-09-10,74.662
2023-09-11,72.4943
2023-09-12,75.2508
2023-09-13,73.1633
2023-09-14,71.1562
2023-09-15,71.0224
2023-09-16,71.0224
2023-09-17,71.0224
2023-09-18,68.5603
2023-09-19,68.9082
2023-09-20,66.8207
2023-09-21,66.7405
2023-09-22,68.1856
2023-09-23,68.1856
2023-09-24,68.1856
2023-09-25,69.2293
2023-09-26,70.9688
2023-09-27,69.2828
2023-09-28,67.9447
2023-09-29,43.9831
2023-09-30,43.9831
2023-10-01,43.9831
2023-10-02,43.1658
2023-10-03,43.1113
2023-10-04,42.7844
2023-10-05,43.6017
2023-10-06,43.747
2023-10-07,43.747
2023-10-08,43.747
2023-10-09,43.638
2023-10-10,43.5472
2023-10-11,43.0568
2023-10-12,40.8412
2023-10-13,39.025
2023-10-14,39.025
2023-10-15,39.025
2023-10-16,40.8048
2023-10-17,41.0409
2023-10-18,39.7333
2023-10-19,37.1
2023-10-20,38.0625
2023-10-21,38.0625
2023-10-22,38.0625
2023-10-23,37.0636
2023-10-24,37.4995
2023-10-25,36.1374
2023-10-26,35.1749
2023-10-27,36.7004
2023-10-28,36.7004
2023-10-29,36.7004
2023-10-30,36.8094
2023-10-31,37.2271
2023-11-01,37.3361
2023-11-02,37.6266
2023-11-03,38.3712
2023-11-04,38.3712
2023-11-05,38.3712
2023-11-06,37.554
2023-11-07,37.2452
2023-11-08,36.6578
2023-11-09,41.4194
2023-11-10,42.3463
2023-11-11,42.3463
2023-11-12,42.3463
2023-11-13,43.5821
2023-11-14,44.8725
2023-11-15,45.8721
2023-11-16,44.5817
2023-11-17,43.7639
2023-11-18,43.7639
2023-11-19,43.7639
2023-11-20,43.5458
2023-11-21,43.4004
2023-11-22,43.7275
2023-11-23,43.7275
2023-11-24,44.4908
2023-11-25,44.4908
2023-11-26,44.4908
2023-11-27,43.146
2023-11-28,42.9279
2023-11-29,42.8734
2023-11-30,43.4367
2023-12-01,44.0365
2023-12-02,44.0365
2023-12-03,44.0365
2023-12-04,44.9997
2023-12-05,44.4
2023-12-06,42.5826
2023-12-07,43.4731
2023-12-08,42.8188
2023-12-09,42.8188
2023-12-10,42.8188
2023-12-11,42.0737
2023-12-12,42.2009
2023-12-13,44.0001
2023-12-14,44.1819
2023-12-15,43.4367
2023-12-16,43.4367
2023-12-17,43.4367
2023-12-18,43.5094
2023-12-19,44.9997
2023-12-20,43.7639
2023-12-21,45.9084
2023-12-22,47.0352
2023-12-23,47.0352
2023-12-24,47.0352
2023-12-25,47.0352
2023-12-26,47.6168
2023-12-27,47.853
2023-12-28,47.3987
2023-12-29,47.3987
2023-12-30,47.3987
2023-12-31,47.3987
2024-01-01,47.3987
2024-01-02,47.3987
2024-01-03,47.3987
2024-01-04,47.3987
2024-01-05,47.3987
2024-01-06,47.3987
2024-01-07,47.3987
2024-01-08,47.3987
2024-01-09,47.3987
2024-01-10,47.3987
2024-01-11,47.3987
2024-01-12,47.3987
2024-01-13,47.3987
2024-01-14,47.3987
2024-01-15,47.3987
2024-01-16,47.3987
2024-01-17,47.3987
2024-01-18,47.3987
2024-01-19,47.3987
2024-01-20,47.3987
2024-01-21,47.3987
2024-01-22,47.3987
2024-01-23,47.3987
2024-01-24,47.3987
2024-01-25,47.3987
2024-01-26,47.3987
2024-01-27,47.3987
2024-01-28,47.3987
2024-01-29,47.3987
2024-01-30,47.3987
2024-01-31,47.3987
2024-02-01,47.3987
2024-02-02,47.3987
2024-02-03,47.3987
2024-02-04,47.3987
2024-02-05,47.3987
2024-02-06,47.3987
2024-02-07,47.3987
2024-02-08,47.3987
2024-02-09,47.3987
2024-02-10,47.3987
2024-02-11,47.3987
2024-02-12,47.3987
2024-02-13,47.3987
2024-02-14,47.3987
2024-02-15,47.3987
2024-02-16,47.3987
2024-02-17,47.3987
2024-02-18,47.3987
2024-02-19,47.3987
2024-02-20,47.3987
2024-02-21,47.3987
2024-02-22,47.3987
2024-02-23,47.3987
2024-02-24,47.3987
2024-02-25,47.3987
2024-02-26,47.3987
2024-02-27,47.3987
2024-02-28,47.3987
2024-02-29,47.3987
2024-03-01,47.3987
2024-03-02,47.3987
2024-03-03,47.3987
2024-03-04,47.3987
2024-03-05,47.3987
2024-03-06,47.3987
2024-03-07,47.3987
2024-03-08,47.3987
2024-03-09,47.3987
2024-03-10,47.3987
2024-03-11,47.3987
2024-03-12,47.3987
2024-03-13,47.3987
2024-03-14,47.3987
2024-03-15,47.3987
2024-03-16,47.3987
2024-03-17,47.3987
2024-03-18,47.3987
2024-03-19,47.3987
2024-03-20,47.3987
2024-03-21,47.3987
2024-03-22,47.3987
2024-03-23,47.3987
2024-03-24,47.3987
2024-03-25,47.3987
2024-03-26,47.3987
2024-03-27,47.3987
2024-03-28,47.3987
2024-03-29,47.3987
2024-03-30,47.3987
2024-03-31,47.3987
2024-04-01,47.3987
2024-04-02,47.3987
2024-04-03,47.3987
2024-04-04,47.3987
2024-04-05,47.3987
2024-04-06,47.3987
2024-04-07,47.3987
2024-04-08,47.3987
