,BRK/A US Equity
2023-04-01,31.5252
2023-04-02,31.5252
2023-04-03,31.9883
2023-04-04,31.6921
2023-04-05,32.1059
2023-04-06,32.7912
2023-04-07,32.7912
2023-04-08,32.7912
2023-04-09,32.7912
2023-04-10,32.7137
2023-04-11,33.1233
2023-04-12,33.4037
2023-04-13,34.3215
2023-04-14,34.8711
2023-04-15,34.8711
2023-04-16,34.8711
2023-04-17,35.5343
2023-04-18,35.5434
2023-04-19,35.2587
2023-04-20,35.4402
2023-04-21,35.5154
2023-04-22,35.5154
2023-04-23,35.5154
2023-04-24,35.8608
2023-04-25,35.4375
2023-04-26,34.7016
2023-04-27,35.9741
2023-04-28,36.4823
2023-04-29,36.4823
2023-04-30,36.4823
2023-05-01,36.7328
2023-05-02,35.5805
2023-05-03,34.8871
2023-05-04,34.5098
2023-05-05,35.1746
2023-05-06,35.1746
2023-05-07,35.1746
2023-05-08,35.4942
2023-05-09,35.4449
2023-05-10,34.7652
2023-05-11,34.779
2023-05-12,34.6481
2023-05-13,34.6481
2023-05-14,34.6481
2023-05-15,35.0755
2023-05-16,35.2708
2023-05-17,35.8818
2023-05-18,36.4302
2023-05-19,36.6856
2023-05-20,36.6856
2023-05-21,36.6856
2023-05-22,36.1497
2023-05-23,34.7802
2023-05-24,34.0571
2023-05-25,33.7431
2023-05-26,34.1174
2023-05-27,34.1174
2023-05-28,34.1174
2023-05-29,34.1174
2023-05-30,34.4884
2023-05-31,34.2657
2023-06-01,34.7828
2023-06-02,36.3096
2023-06-03,36.3096
2023-06-04,36.3096
2023-06-05,35.9402
2023-06-06,37.1558
2023-06-07,37.6456
2023-06-08,37.7608
2023-06-09,37.5699
2023-06-10,37.5699
2023-06-11,37.5699
2023-06-12,37.2304
2023-06-13,37.8896
2023-06-14,37.6009
2023-06-15,38.5183
2023-06-16,38.1692
2023-06-17,38.1692
2023-06-18,38.1692
2023-06-19,38.1692
2023-06-20,38.2786
2023-06-21,38.3019
2023-06-22,37.8339
2023-06-23,37.5133
2023-06-24,37.5133
2023-06-25,37.5133
2023-06-26,37.1784
2023-06-27,37.5608
2023-06-28,37.1611
2023-06-29,37.8746
2023-06-30,3.0111
2023-07-01,3.0111
2023-07-02,3.0111
2023-07-03,3.0317
2023-07-04,3.0317
2023-07-05,3.0347
2023-07-06,3.0271
2023-07-07,3.0302
2023-07-08,3.0302
2023-07-09,3.0302
2023-07-10,3.0091
2023-07-11,3.058
2023-07-12,3.1026
2023-07-13,3.0624
2023-07-14,3.01
2023-07-15,3.01
2023-07-16,3.01
2023-07-17,3.0796
2023-07-18,3.099
2023-07-19,3.0422
2023-07-20,3.1219
2023-07-21,3.1199
2023-07-22,3.1199
2023-07-23,3.1199
2023-07-24,3.1915
2023-07-25,3.1451
2023-07-26,3.1895
2023-07-27,3.1824
2023-07-28,3.1961
2023-07-29,3.1961
2023-07-30,3.1961
2023-07-31,3.2335
2023-08-01,3.2317
2023-08-02,3.2159
2023-08-03,3.285
2023-08-04,3.2008
2023-08-05,3.2008
2023-08-06,3.2008
2023-08-07,3.4333
2023-08-08,3.4531
2023-08-09,3.3445
2023-08-10,3.3238
2023-08-11,3.336
2023-08-12,3.336
2023-08-13,3.336
2023-08-14,3.3388
2023-08-15,3.2653
2023-08-16,3.2574
2023-08-17,3.2378
2023-08-18,3.2303
2023-08-19,3.2303
2023-08-20,3.2303
2023-08-21,3.2189
2023-08-22,3.1859
2023-08-23,3.2574
2023-08-24,3.2612
2023-08-25,3.2921
2023-08-26,3.2921
2023-08-27,3.2921
2023-08-28,3.2855
2023-08-29,3.3389
2023-08-30,3.3914
2023-08-31,3.3779
2023-09-01,3.4218
2023-09-02,3.4218
2023-09-03,3.4218
2023-09-04,3.4218
2023-09-05,3.3806
2023-09-06,3.4054
2023-09-07,3.4084
2023-09-08,3.4373
2023-09-09,3.4373
2023-09-10,3.4373
2023-09-11,3.4858
2023-09-12,3.5237
2023-09-13,3.527
2023-09-14,3.5666
2023-09-15,3.5355
2023-09-16,3.5355
2023-09-17,3.5355
2023-09-18,3.5832
2023-09-19,3.5852
2023-09-20,3.5079
2023-09-21,3.4369
2023-09-22,3.3748
2023-09-23,3.3748
2023-09-24,3.3748
2023-09-25,3.4044
2023-09-26,3.3642
2023-09-27,3.3271
2023-09-28,3.3113
2023-09-29,3.806
2023-09-30,3.806
2023-10-01,3.806
2023-10-02,3.7557
2023-10-03,3.6528
2023-10-04,3.66
2023-10-05,3.6893
2023-10-06,3.7175
2023-10-07,3.7175
2023-10-08,3.7175
2023-10-09,3.6954
2023-10-10,3.7654
2023-10-11,3.7654
2023-10-12,3.7031
2023-10-13,3.6848
2023-10-14,3.6848
2023-10-15,3.6848
2023-10-16,3.7281
2023-10-17,3.7185
2023-10-18,3.6018
2023-10-19,3.5568
2023-10-20,3.4926
2023-10-21,3.4926
2023-10-22,3.4926
2023-10-23,3.5145
2023-10-24,3.5605
2023-10-25,3.5147
2023-10-26,3.4914
2023-10-27,3.3922
2023-10-28,3.3922
2023-10-29,3.3922
2023-10-30,3.5254
2023-10-31,3.6058
2023-11-01,3.673
2023-11-02,3.7822
2023-11-03,3.84
2023-11-04,3.84
2023-11-05,3.84
2023-11-06,3.7093
2023-11-07,3.6963
2023-11-08,3.7061
2023-11-09,3.7404
2023-11-10,3.7936
2023-11-11,3.7936
2023-11-12,3.7936
2023-11-13,3.7828
2023-11-14,3.8752
2023-11-15,3.939
2023-11-16,4.0042
2023-11-17,3.9774
2023-11-18,3.9774
2023-11-19,3.9774
2023-11-20,4.0309
2023-11-21,4.0252
2023-11-22,4.047
2023-11-23,4.047
2023-11-24,4.0586
2023-11-25,4.0586
2023-11-26,4.0586
2023-11-27,4.0287
2023-11-28,4.0081
2023-11-29,3.9726
2023-11-30,4.0018
2023-12-01,3.9422
2023-12-02,3.9422
2023-12-03,3.9422
2023-12-04,3.9366
2023-12-05,3.8964
2023-12-06,3.8374
2023-12-07,3.8567
2023-12-08,3.8747
2023-12-09,3.8747
2023-12-10,3.8747
2023-12-11,3.9683
2023-12-12,4.0215
2023-12-13,4.0868
2023-12-14,3.9992
2023-12-15,3.9466
2023-12-16,3.9466
2023-12-17,3.9466
2023-12-18,4.0279
2023-12-19,4.077
2023-12-20,3.9269
2023-12-21,3.9215
2023-12-22,3.9353
2023-12-23,3.9353
2023-12-24,3.9353
2023-12-25,3.9353
2023-12-26,3.9461
2023-12-27,3.9484
2023-12-28,3.964
2023-12-29,2.8057
2023-12-30,2.8057
2023-12-31,2.8057
2024-01-01,2.8057
2024-01-02,2.9005
2024-01-03,2.9752
2024-01-04,2.9217
2024-01-05,2.9547
2024-01-06,2.9547
2024-01-07,2.9547
2024-01-08,3.003
2024-01-09,2.9789
2024-01-10,2.9947
2024-01-11,2.9187
2024-01-12,2.9222
2024-01-13,2.9222
2024-01-14,2.9222
2024-01-15,2.9222
2024-01-16,2.8756
2024-01-17,2.8458
2024-01-18,2.8983
2024-01-19,2.9808
2024-01-20,2.9808
2024-01-21,2.9808
2024-01-22,2.9996
2024-01-23,3.0699
2024-01-24,3.149
2024-01-25,3.2185
2024-01-26,3.2951
2024-01-27,3.2951
2024-01-28,3.2951
2024-01-29,3.2552
2024-01-30,3.3247
2024-01-31,3.2576
2024-02-01,3.3029
2024-02-02,3.3853
2024-02-03,3.3853
2024-02-04,3.3853
2024-02-05,3.385
2024-02-06,3.4304
2024-02-07,3.5042
2024-02-08,3.4917
2024-02-09,3.5106
2024-02-10,3.5106
2024-02-11,3.5106
2024-02-12,3.4945
2024-02-13,3.4485
2024-02-14,3.5229
2024-02-15,3.6014
2024-02-16,3.6427
2024-02-17,3.6427
2024-02-18,3.6427
2024-02-19,3.6427
2024-02-20,3.6692
2024-02-21,3.7095
2024-02-22,3.8117
2024-02-23,3.8494
2024-02-24,3.8494
2024-02-25,3.8494
2024-02-26,3.683
2024-02-27,3.6895
2024-02-28,3.7412
2024-02-29,3.6913
2024-03-01,3.655
2024-03-02,3.655
2024-03-03,3.655
2024-03-04,3.5887
2024-03-05,3.5443
2024-03-06,3.5916
2024-03-07,3.5662
2024-03-08,3.5935
2024-03-09,3.5935
2024-03-10,3.5935
2024-03-11,3.6015
2024-03-12,3.6128
2024-03-13,3.6656
2024-03-14,3.6443
2024-03-15,3.6851
2024-03-16,3.6851
2024-03-17,3.6851
2024-03-18,3.6728
2024-03-19,3.7308
2024-03-20,3.8028
2024-03-21,3.7629
2024-03-22,3.7303
2024-03-23,3.7303
2024-03-24,3.7303
2024-03-25,3.6962
2024-03-26,3.727
2024-03-27,3.8171
2024-03-28,3.8774
2024-03-29,3.8774
2024-03-30,3.8774
2024-03-31,3.8774
2024-04-01,3.8721
2024-04-02,3.8414
2024-04-03,3.8719
2024-04-04,3.7945
2024-04-05,3.8426
2024-04-06,3.8426
2024-04-07,3.8426
2024-04-08,3.8024
