,WNC US Equity
2023-04-10,6.4613
2023-04-11,6.5097
2023-04-12,6.6327
2023-04-13,6.5207
2023-04-14,6.4921
2023-04-15,6.4921
2023-04-16,6.4921
2023-04-17,6.5536
2023-04-18,6.6019
2023-04-19,6.6547
2023-04-20,6.6569
2023-04-21,6.5646
2023-04-22,6.5646
2023-04-23,6.5646
2023-04-24,6.5294
2023-04-25,6.4833
2023-04-26,6.9101
2023-04-27,7.2857
2023-04-28,7.2158
2023-04-29,7.2158
2023-04-30,7.2158
2023-05-01,7.2267
2023-05-02,7.1743
2023-05-03,6.9407
2023-05-04,6.7048
2023-05-05,6.8337
2023-05-06,6.8337
2023-05-07,6.8337
2023-05-08,6.9101
2023-05-09,6.9953
2023-05-10,6.8926
2023-05-11,6.9057
2023-05-12,6.8752
2023-05-13,6.8752
2023-05-14,6.8752
2023-05-15,6.8511
2023-05-16,6.7922
2023-05-17,6.9232
2023-05-18,7.063
2023-05-19,7.159
2023-05-20,7.159
2023-05-21,7.159
2023-05-22,7.0499
2023-05-23,7.0062
2023-05-24,6.8097
2023-05-25,6.873
2023-05-26,6.8883
2023-05-27,6.8883
2023-05-28,6.8883
2023-05-29,6.8883
2023-05-30,6.8817
2023-05-31,6.731
2023-06-01,6.8664
2023-06-02,7.1678
2023-06-03,7.1678
2023-06-04,7.1678
2023-06-05,7.111
2023-06-06,7.3294
2023-06-07,7.48
2023-06-08,7.4254
2023-06-09,7.4145
2023-06-10,7.4145
2023-06-11,7.4145
2023-06-12,7.4036
2023-06-13,7.4931
2023-06-14,7.5324
2023-06-15,7.5062
2023-06-16,7.4669
2023-06-17,7.4669
2023-06-18,7.4669
2023-06-19,7.4669
2023-06-20,7.5019
2023-06-21,7.6372
2023-06-22,7.6198
2023-06-23,7.4102
2023-06-24,7.4102
2023-06-25,7.4102
2023-06-26,7.2551
2023-06-27,7.111
2023-06-28,7.0957
2023-06-29,7.1569
2023-06-30,5.4088
2023-07-01,5.4088
2023-07-02,5.4088
2023-07-03,5.4788
2023-07-04,5.4788
2023-07-05,5.0356
2023-07-06,5.0505
2023-07-07,5.0989
2023-07-08,5.0989
2023-07-09,5.0989
2023-07-10,5.1405
2023-07-11,5.1089
2023-07-12,5.1272
2023-07-13,5.1205
2023-07-14,5.1305
2023-07-15,5.1305
2023-07-16,5.1305
2023-07-17,5.2238
2023-07-18,5.2805
2023-07-19,5.3005
2023-07-20,5.2655
2023-07-21,5.2538
2023-07-22,5.2538
2023-07-23,5.2538
2023-07-24,5.2205
2023-07-25,5.2588
2023-07-26,5.0225
2023-07-27,4.8113
2023-07-28,5.0027
2023-07-29,5.0027
2023-07-30,5.0027
2023-07-31,5.0423
2023-08-01,5.0604
2023-08-02,5.0357
2023-08-03,5.0769
2023-08-04,5.095
2023-08-05,5.095
2023-08-06,5.095
2023-08-07,5.1858
2023-08-08,5.0258
2023-08-09,5.0786
2023-08-10,5.1379
2023-08-11,5.1429
2023-08-12,5.1429
2023-08-13,5.1429
2023-08-14,4.8905
2023-08-15,4.8229
2023-08-16,4.7965
2023-08-17,4.7767
2023-08-18,4.78
2023-08-19,4.78
2023-08-20,4.78
2023-08-21,4.7701
2023-08-22,4.7685
2023-08-23,4.8196
2023-08-24,4.7899
2023-08-25,4.7965
2023-08-26,4.7965
2023-08-27,4.7965
2023-08-28,4.8328
2023-08-29,4.8542
2023-08-30,4.8427
2023-08-31,4.8559
2023-09-01,4.9482
2023-09-02,4.9482
2023-09-03,4.9482
2023-09-04,4.9482
2023-09-05,4.7932
2023-09-06,4.8113
2023-09-07,4.719
2023-09-08,4.6744
2023-09-09,4.6744
2023-09-10,4.6744
2023-09-11,4.6447
2023-09-12,4.6349
2023-09-13,4.6217
2023-09-14,4.7338
2023-09-15,4.7437
2023-09-16,4.7437
2023-09-17,4.7437
2023-09-18,4.8196
2023-09-19,4.8146
2023-09-20,4.7767
2023-09-21,4.8311
2023-09-22,4.8707
2023-09-23,4.8707
2023-09-24,4.8707
2023-09-25,4.8443
2023-09-26,4.7899
2023-09-27,4.6134
2023-09-28,4.6662
2023-09-29,4.2427
2023-09-30,4.2427
2023-10-01,4.2427
2023-10-02,4.2261
2023-10-03,4.2124
2023-10-04,4.2807
2023-10-05,4.3065
2023-10-06,4.3019
2023-10-07,4.3019
2023-10-08,4.3019
2023-10-09,4.3459
2023-10-10,4.358
2023-10-11,4.3854
2023-10-12,4.3929
2023-10-13,4.3201
2023-10-14,4.3201
2023-10-15,4.3201
2023-10-16,4.3414
2023-10-17,4.352
2023-10-18,4.2716
2023-10-19,4.1502
2023-10-20,4.2018
2023-10-21,4.2018
2023-10-22,4.2018
2023-10-23,4.1456
2023-10-24,4.179
2023-10-25,4.0883
2023-10-26,4.1597
2023-10-27,4.1077
2023-10-28,4.1077
2023-10-29,4.1077
2023-10-30,4.1389
2023-10-31,4.1166
2023-11-01,4.2163
2023-11-02,4.1969
2023-11-03,4.2683
2023-11-04,4.2683
2023-11-05,4.2683
2023-11-06,4.1597
2023-11-07,4.1121
2023-11-08,4.1389
2023-11-09,4.1002
2023-11-10,4.1776
2023-11-11,4.1776
2023-11-12,4.1776
2023-11-13,4.2222
2023-11-14,4.3427
2023-11-15,4.2758
2023-11-16,4.1776
2023-11-17,4.2416
2023-11-18,4.2416
2023-11-19,4.2416
2023-11-20,4.2668
2023-11-21,4.2475
2023-11-22,4.246
2023-11-23,4.246
2023-11-24,4.2639
2023-11-25,4.2639
2023-11-26,4.2639
2023-11-27,4.2802
2023-11-28,4.2356
2023-11-29,4.2341
2023-11-30,4.2996
2023-12-01,4.3814
2023-12-02,4.3814
2023-12-03,4.3814
2023-12-04,4.5034
2023-12-05,4.5674
2023-12-06,4.5912
2023-12-07,4.6909
2023-12-08,4.7176
2023-12-09,4.7176
2023-12-10,4.7176
2023-12-11,4.7682
2023-12-12,4.728
2023-12-13,4.8813
2023-12-14,5.103
2023-12-15,5.0613
2023-12-16,5.0613
2023-12-17,5.0613
2023-12-18,4.8798
2023-12-19,5.0003
2023-12-20,4.9081
2023-12-21,4.8991
2023-12-22,4.8798
2023-12-23,4.8798
2023-12-24,4.8798
2023-12-25,4.8798
2023-12-26,4.8485
2023-12-27,4.8768
2023-12-28,4.8679
2023-12-29,4.5674
2023-12-30,4.5674
2023-12-31,4.5674
2024-01-01,4.5674
2024-01-02,4.5262
2024-01-03,4.36
2024-01-04,4.3585
2024-01-05,4.5115
2024-01-06,4.5115
2024-01-07,4.5115
2024-01-08,4.4983
2024-01-09,4.388
2024-01-10,4.3291
2024-01-11,4.2982
2024-01-12,4.2482
2024-01-13,4.2482
2024-01-14,4.2482
2024-01-15,4.2482
2024-01-16,4.2703
2024-01-17,4.3144
2024-01-18,4.3747
2024-01-19,4.4203
2024-01-20,4.4203
2024-01-21,4.4203
2024-01-22,4.5233
2024-01-23,4.5233
2024-01-24,4.5218
2024-01-25,4.5513
2024-01-26,4.5822
2024-01-27,4.5822
2024-01-28,4.5822
2024-01-29,4.5601
2024-01-30,4.5733
2024-01-31,4.5204
2024-02-01,4.7293
2024-02-02,4.8527
2024-02-03,4.8527
2024-02-04,4.8527
2024-02-05,4.6904
2024-02-06,4.6483
2024-02-07,4.5527
2024-02-08,4.4904
2024-02-09,4.4658
2024-02-10,4.4658
2024-02-11,4.4658
2024-02-12,4.6237
2024-02-13,4.6107
2024-02-14,4.6281
2024-02-15,4.6237
2024-02-16,4.6121
2024-02-17,4.6121
2024-02-18,4.6121
2024-02-19,4.6121
2024-02-20,4.486
2024-02-21,4.4629
2024-02-22,4.4927
2024-02-23,4.569
2024-02-24,4.569
2024-02-25,4.569
2024-02-26,4.6741
2024-02-27,4.8094
2024-02-28,4.8684
2024-02-29,4.7245
2024-03-01,4.664
2024-03-02,4.664
2024-03-03,4.664
2024-03-04,4.6309
2024-03-05,4.6885
2024-03-06,4.7604
2024-03-07,4.7691
2024-03-08,4.8137
2024-03-09,4.8137
2024-03-10,4.8137
2024-03-11,4.7489
2024-03-12,4.7561
2024-03-13,4.7417
2024-03-14,4.6323
2024-03-15,4.8367
2024-03-16,4.8367
2024-03-17,4.8367
2024-03-18,4.9159
2024-03-19,4.7863
2024-03-20,4.9072
2024-03-21,4.8756
2024-03-22,4.8943
2024-03-23,4.8943
2024-03-24,4.8943
2024-03-25,4.8453
2024-03-26,4.8871
2024-03-27,5.0339
2024-03-28,5.1073
2024-03-29,5.1073
2024-03-30,5.1073
2024-03-31,5.1073
2024-04-01,4.9691
2024-04-02,4.831
2024-04-03,4.831
2024-04-04,4.9
2024-04-05,4.9965
2024-04-06,4.9965
2024-04-07,4.9965
2024-04-08,4.995
