,MDU US Equity
2023-03-18,18.8817
2023-03-19,18.8817
2023-03-20,19.1199
2023-03-21,19.171
2023-03-22,18.869
2023-03-23,18.7243
2023-03-24,18.8945
2023-03-25,18.8945
2023-03-26,18.8945
2023-03-27,19.0306
2023-03-28,19.205
2023-03-29,19.3794
2023-03-30,19.4475
2023-03-31,19.7198
2023-04-01,19.7198
2023-04-02,19.7198
2023-04-03,19.6444
2023-04-04,19.4725
2023-04-05,19.4516
2023-04-06,19.4097
2023-04-07,19.4097
2023-04-08,19.4097
2023-04-09,19.4097
2023-04-10,19.4139
2023-04-11,19.527
2023-04-12,19.5647
2023-04-13,19.548
2023-04-14,19.4725
2023-04-15,19.4725
2023-04-16,19.4725
2023-04-17,19.4977
2023-04-18,19.3636
2023-04-19,19.4474
2023-04-20,19.4474
2023-04-21,19.439
2023-04-22,19.439
2023-04-23,19.439
2023-04-24,19.3845
2023-04-25,19.1666
2023-04-26,18.9444
2023-04-27,19.133
2023-04-28,19.1917
2023-04-29,19.1917
2023-04-30,19.1917
2023-05-01,19.2546
2023-05-02,18.9654
2023-05-03,18.9486
2023-05-04,18.8489
2023-05-05,19.2345
2023-05-06,19.2345
2023-05-07,19.2345
2023-05-08,19.0627
2023-05-09,19.1297
2023-05-10,19.2387
2023-05-11,19.1842
2023-05-12,19.1758
2023-05-13,19.1758
2023-05-14,19.1758
2023-05-15,19.2261
2023-05-16,19.0752
2023-05-17,19.1046
2023-05-18,19.0962
2023-05-19,19.2345
2023-05-20,19.2345
2023-05-21,19.2345
2023-05-22,19.4567
2023-05-23,19.377
2023-05-24,19.2094
2023-05-25,19.2597
2023-05-26,19.2219
2023-05-27,19.2219
2023-05-28,19.2219
2023-05-29,19.2219
2023-05-30,19.1046
2023-05-31,19.1758
2023-06-01,15.1938
2023-06-02,15.504
2023-06-03,15.504
2023-06-04,15.504
2023-06-05,15.4495
2023-06-06,15.5082
2023-06-07,15.7639
2023-06-08,15.6884
2023-06-09,15.6759
2023-06-10,15.6759
2023-06-11,15.6759
2023-06-12,15.5375
2023-06-13,15.5459
2023-06-14,15.4831
2023-06-15,15.5962
2023-06-16,15.5836
2023-06-17,15.5836
2023-06-18,15.5836
2023-06-19,15.5836
2023-06-20,15.4453
2023-06-21,15.4872
2023-06-22,15.4914
2023-06-23,15.2944
2023-06-24,15.2944
2023-06-25,15.2944
2023-06-26,15.4621
2023-06-27,15.6591
2023-06-28,15.6633
2023-06-29,15.7513
2023-06-30,13.1289
2023-07-01,13.1289
2023-07-02,13.1289
2023-07-03,13.1491
2023-07-04,13.1491
2023-07-05,13.137
2023-07-06,13.1128
2023-07-07,12.9919
2023-07-08,12.9919
2023-07-09,12.9919
2023-07-10,13.0645
2023-07-11,13.2377
2023-07-12,13.4191
2023-07-13,13.4553
2023-07-14,13.3304
2023-07-15,13.3304
2023-07-16,13.3304
2023-07-17,13.3224
2023-07-18,13.4513
2023-07-19,13.4473
2023-07-20,13.544
2023-07-21,13.5682
2023-07-22,13.5682
2023-07-23,13.5682
2023-07-24,13.6165
2023-07-25,13.6649
2023-07-26,13.7293
2023-07-27,13.5762
2023-07-28,13.552
2023-07-29,13.552
2023-07-30,13.552
2023-07-31,13.6044
2023-08-01,13.544
2023-08-02,13.6649
2023-08-03,13.3103
2023-08-04,13.1571
2023-08-05,13.1571
2023-08-06,13.1571
2023-08-07,13.3103
2023-08-08,13.3143
2023-08-09,13.278
2023-08-10,13.2297
2023-08-11,13.3304
2023-08-12,13.3304
2023-08-13,13.3304
2023-08-14,13.3062
2023-08-15,13.0806
2023-08-16,13.0403
2023-08-17,12.9395
2023-08-18,12.9194
2023-08-19,12.9194
2023-08-20,12.9194
2023-08-21,12.7663
2023-08-22,12.7864
2023-08-23,12.7985
2023-08-24,12.7703
2023-08-25,12.8106
2023-08-26,12.8106
2023-08-27,12.8106
2023-08-28,12.7904
2023-08-29,12.8106
2023-08-30,12.8227
2023-08-31,12.8952
2023-09-01,12.9436
2023-09-02,12.9436
2023-09-03,12.9436
2023-09-04,12.9436
2023-09-05,12.7864
2023-09-06,12.6615
2023-09-07,12.5487
2023-09-08,12.6696
2023-09-09,12.6696
2023-09-10,12.6696
2023-09-11,12.6534
2023-09-12,12.6333
2023-09-13,12.5446
2023-09-14,12.7058
2023-09-15,12.8066
2023-09-16,12.8066
2023-09-17,12.8066
2023-09-18,12.8791
2023-09-19,12.8025
2023-09-20,12.8872
2023-09-21,12.8549
2023-09-22,12.8388
2023-09-23,12.8388
2023-09-24,12.8388
2023-09-25,12.7985
2023-09-26,12.5608
2023-09-27,12.6454
2023-09-28,12.6575
2023-09-29,16.8429
2023-09-30,16.8429
2023-10-01,16.8429
2023-10-02,16.35
2023-10-03,16.3661
2023-10-04,16.4893
2023-10-05,16.5107
2023-10-06,16.6018
2023-10-07,16.6018
2023-10-08,16.6018
2023-10-09,16.6125
2023-10-10,16.709
2023-10-11,16.7893
2023-10-12,16.5911
2023-10-13,16.5482
2023-10-14,16.5482
2023-10-15,16.5482
2023-10-16,16.725
2023-10-17,16.8322
2023-10-18,16.5429
2023-10-19,16.4839
2023-10-20,16.425
2023-10-21,16.425
2023-10-22,16.425
2023-10-23,16.3072
2023-10-24,16.3286
2023-10-25,16.35
2023-10-26,16.3072
2023-10-27,16.1518
2023-10-28,16.1518
2023-10-29,16.1518
2023-10-30,16.2107
2023-10-31,16.3232
2023-11-01,16.3393
2023-11-02,16.4197
2023-11-03,16.5589
2023-11-04,16.5589
2023-11-05,16.5589
2023-11-06,16.5536
2023-11-07,16.2589
2023-11-08,16.1089
2023-11-09,16.0714
2023-11-10,16.1786
2023-11-11,16.1786
2023-11-12,16.1786
2023-11-13,16.0393
2023-11-14,16.4089
2023-11-15,16.3875
2023-11-16,16.3661
2023-11-17,16.3714
2023-11-18,16.3714
2023-11-19,16.3714
2023-11-20,16.2804
2023-11-21,16.3232
2023-11-22,16.5429
2023-11-23,16.5429
2023-11-24,16.5375
2023-11-25,16.5375
2023-11-26,16.5375
2023-11-27,16.5589
2023-11-28,16.5375
2023-11-29,16.4893
2023-11-30,16.6072
2023-12-01,16.6982
2023-12-02,16.6982
2023-12-03,16.6982
2023-12-04,16.709
2023-12-05,16.5268
2023-12-06,16.5964
2023-12-07,16.6232
2023-12-08,16.6982
2023-12-09,16.6982
2023-12-10,16.6982
2023-12-11,16.7357
2023-12-12,16.709
2023-12-13,17.0036
2023-12-14,16.9822
2023-12-15,16.8482
2023-12-16,16.8482
2023-12-17,16.8482
2023-12-18,16.8215
2023-12-19,17.009
2023-12-20,16.8804
2023-12-21,16.9072
2023-12-22,16.9661
2023-12-23,16.9661
2023-12-24,16.9661
2023-12-25,16.9661
2023-12-26,17.0893
2023-12-27,16.9929
2023-12-28,16.9875
2023-12-29,16.8178
2023-12-30,16.8178
2023-12-31,16.8178
2024-01-01,16.8178
2024-01-02,16.7698
2024-01-03,16.6738
2024-01-04,16.5991
2024-01-05,16.6685
2024-01-06,16.6685
2024-01-07,16.6685
2024-01-08,16.8124
2024-01-09,16.7431
2024-01-10,16.7058
2024-01-11,16.6791
2024-01-12,16.6525
2024-01-13,16.6525
2024-01-14,16.6525
2024-01-15,16.6525
2024-01-16,16.4445
2024-01-17,16.3592
2024-01-18,16.3805
2024-01-19,16.3965
2024-01-20,16.3965
2024-01-21,16.3965
2024-01-22,16.4978
2024-01-23,16.3752
2024-01-24,16.3592
2024-01-25,16.6311
2024-01-26,16.6311
2024-01-27,16.6311
2024-01-28,16.6311
2024-01-29,16.6951
2024-01-30,16.7644
2024-01-31,16.6631
2024-02-01,16.8977
2024-02-02,16.8231
2024-02-03,16.8231
2024-02-04,16.8231
2024-02-05,16.5938
2024-02-06,16.6471
2024-02-07,16.7431
2024-02-08,16.8604
2024-02-09,17.1164
2024-02-10,17.1164
2024-02-11,17.1164
2024-02-12,17.2443
2024-02-13,17.111
2024-02-14,17.3243
2024-02-15,17.3776
2024-02-16,17.4043
2024-02-17,17.4043
2024-02-18,17.4043
2024-02-19,17.4043
2024-02-20,17.383
2024-02-21,17.4309
2024-02-22,17.4871
2024-02-23,17.6204
2024-02-24,17.6204
2024-02-25,17.6204
2024-02-26,17.5777
2024-02-27,17.6737
2024-02-28,17.7324
2024-02-29,17.8231
2024-03-01,17.8177
2024-03-02,17.8177
2024-03-03,17.8177
2024-03-04,17.9084
2024-03-05,17.8391
2024-03-06,17.9617
2024-03-07,18.0737
2024-03-08,18.3084
2024-03-09,18.3084
2024-03-10,18.3084
2024-03-11,18.2284
2024-03-12,18.4951
2024-03-13,18.2498
2024-03-14,18.3458
2024-03-15,18.2444
2024-03-16,18.2444
2024-03-17,18.2444
2024-03-18,18.1111
2024-03-19,18.2871
2024-03-20,18.3938
2024-03-21,18.6018
2024-03-22,18.5271
2024-03-23,18.5271
2024-03-24,18.5271
2024-03-25,18.6444
2024-03-26,18.8578
2024-03-27,19.3271
2024-03-28,19.7005
2024-03-29,19.7005
2024-03-30,19.7005
2024-03-31,19.7005
2024-04-01,19.8471
2024-04-02,19.767
2024-04-03,19.9325
2024-04-04,19.5534
2024-04-05,19.5961
2024-04-06,19.5961
2024-04-07,19.5961
2024-04-08,19.6869
