,FNF US Equity
2023-03-18,5.7255
2023-03-19,5.7255
2023-03-20,5.9512
2023-03-21,6.0811
2023-03-22,5.9999
2023-03-23,5.8612
2023-03-24,5.904
2023-03-25,5.904
2023-03-26,5.904
2023-03-27,5.994
2023-03-28,6.0191
2023-03-29,6.0147
2023-03-30,6.056
2023-03-31,9.168
2023-04-01,9.168
2023-04-02,9.168
2023-04-03,9.1148
2023-04-04,8.995
2023-04-05,9.1015
2023-04-06,9.0971
2023-04-07,9.0971
2023-04-08,9.0971
2023-04-09,9.0971
2023-04-10,9.1436
2023-04-11,9.2657
2023-04-12,9.2967
2023-04-13,9.3389
2023-04-14,9.2767
2023-04-15,9.2767
2023-04-16,9.2767
2023-04-17,9.381
2023-04-18,9.3233
2023-04-19,9.3766
2023-04-20,9.2923
2023-04-21,9.2923
2023-04-22,9.2923
2023-04-23,9.2923
2023-04-24,9.2302
2023-04-25,9.0438
2023-04-26,8.9928
2023-04-27,9.0882
2023-04-28,9.2918
2023-04-29,9.2918
2023-04-30,9.2918
2023-05-01,9.2563
2023-05-02,9.1232
2023-05-03,9.172
2023-05-04,8.8038
2023-05-05,8.9923
2023-05-06,8.9923
2023-05-07,8.9923
2023-05-08,9.0234
2023-05-09,9.0145
2023-05-10,8.9946
2023-05-11,9.0633
2023-05-12,9.0456
2023-05-13,9.0456
2023-05-14,9.0456
2023-05-15,9.0545
2023-05-16,8.9702
2023-05-17,9.0811
2023-05-18,9.2164
2023-05-19,9.1277
2023-05-20,9.1277
2023-05-21,9.1277
2023-05-22,9.141
2023-05-23,9.1343
2023-05-24,9.0589
2023-05-25,9.0633
2023-05-26,9.1232
2023-05-27,9.1232
2023-05-28,9.1232
2023-05-29,9.1232
2023-05-30,9.1254
2023-05-31,8.9923
2023-06-01,9.0656
2023-06-02,9.2142
2023-06-03,9.2142
2023-06-04,9.2142
2023-06-05,9.1565
2023-06-06,9.294
2023-06-07,9.3672
2023-06-08,9.2652
2023-06-09,9.2719
2023-06-10,9.2719
2023-06-11,9.2719
2023-06-12,9.2497
2023-06-13,9.2963
2023-06-14,9.1055
2023-06-15,9.1676
2023-06-16,9.1299
2023-06-17,9.1299
2023-06-18,9.1299
2023-06-19,9.1299
2023-06-20,9.0611
2023-06-21,9.1321
2023-06-22,9.0722
2023-06-23,8.8992
2023-06-24,8.8992
2023-06-25,8.8992
2023-06-26,9.0367
2023-06-27,9.2763
2023-06-28,9.3029
2023-06-29,9.4138
2023-06-30,12.8653
2023-07-01,12.8653
2023-07-02,12.8653
2023-07-03,12.8265
2023-07-04,12.8265
2023-07-05,12.7649
2023-07-06,12.6806
2023-07-07,12.7876
2023-07-08,12.7876
2023-07-09,12.7876
2023-07-10,12.8848
2023-07-11,12.9982
2023-07-12,13.225
2023-07-13,13.6365
2023-07-14,13.4421
2023-07-15,13.4421
2023-07-16,13.4421
2023-07-17,13.5037
2023-07-18,13.5296
2023-07-19,13.6236
2023-07-20,13.5231
2023-07-21,13.5264
2023-07-22,13.5264
2023-07-23,13.5264
2023-07-24,13.5134
2023-07-25,13.5037
2023-07-26,13.6074
2023-07-27,13.7532
2023-07-28,13.8537
2023-07-29,13.8537
2023-07-30,13.8537
2023-07-31,13.8925
2023-08-01,13.9411
2023-08-02,13.8504
2023-08-03,13.7824
2023-08-04,13.993
2023-08-05,13.993
2023-08-06,13.993
2023-08-07,14.1226
2023-08-08,14.0481
2023-08-09,14.4102
2023-08-10,14.7536
2023-08-11,14.8444
2023-08-12,14.8444
2023-08-13,14.8444
2023-08-14,14.8217
2023-08-15,14.4912
2023-08-16,14.4944
2023-08-17,14.4393
2023-08-18,14.3551
2023-08-19,14.3551
2023-08-20,14.3551
2023-08-21,14.138
2023-08-22,14.0311
2023-08-23,14.1477
2023-08-24,14.206
2023-08-25,14.1639
2023-08-26,14.1639
2023-08-27,14.1639
2023-08-28,14.2384
2023-08-29,14.4458
2023-08-30,14.556
2023-08-31,14.6143
2023-09-01,14.7925
2023-09-02,14.7925
2023-09-03,14.7925
2023-09-04,14.7925
2023-09-05,14.867
2023-09-06,14.9059
2023-09-07,15.1295
2023-09-08,15.0679
2023-09-09,15.0679
2023-09-10,15.0679
2023-09-11,15.0971
2023-09-12,15.0193
2023-09-13,15.0096
2023-09-14,14.9027
2023-09-15,15.0744
2023-09-16,15.0744
2023-09-17,15.0744
2023-09-18,15.0647
2023-09-19,15.1425
2023-09-20,14.8768
2023-09-21,14.7439
2023-09-22,14.6532
2023-09-23,14.6532
2023-09-24,14.6532
2023-09-25,14.6273
2023-09-26,14.4491
2023-09-27,14.4847
2023-09-28,14.5916
2023-09-29,12.7121
2023-09-30,12.7121
2023-10-01,12.7121
2023-10-02,12.1456
2023-10-03,12.0289
2023-10-04,12.0602
2023-10-05,12.2338
2023-10-06,12.1484
2023-10-07,12.1484
2023-10-08,12.1484
2023-10-09,12.1627
2023-10-10,12.0716
2023-10-11,12.3107
2023-10-12,12.1456
2023-10-13,12.1655
2023-10-14,12.1655
2023-10-15,12.1655
2023-10-16,12.3676
2023-10-17,12.416
2023-10-18,12.1456
2023-10-19,11.8893
2023-10-20,11.7157
2023-10-21,11.7157
2023-10-22,11.7157
2023-10-23,11.6616
2023-10-24,11.6417
2023-10-25,11.5933
2023-10-26,12.0345
2023-10-27,11.8609
2023-10-28,11.8609
2023-10-29,11.8609
2023-10-30,12.0801
2023-10-31,12.0829
2023-11-01,12.436
2023-11-02,12.7919
2023-11-03,13.1449
2023-11-04,13.1449
2023-11-05,13.1449
2023-11-06,12.8545
2023-11-07,12.9029
2023-11-08,13.3093
2023-11-09,13.3776
2023-11-10,13.463
2023-11-11,13.463
2023-11-12,13.463
2023-11-13,13.4345
2023-11-14,13.4146
2023-11-15,13.6053
2023-11-16,13.5968
2023-11-17,13.779
2023-11-18,13.779
2023-11-19,13.779
2023-11-20,13.8986
2023-11-21,13.705
2023-11-22,13.6623
2023-11-23,13.6623
2023-11-24,13.742
2023-11-25,13.742
2023-11-26,13.742
2023-11-27,13.6822
2023-11-28,13.6025
2023-11-29,13.5911
2023-11-30,13.7192
2023-12-01,13.7534
2023-12-02,13.7534
2023-12-03,13.7534
2023-12-04,13.9157
2023-12-05,14.0039
2023-12-06,14.1548
2023-12-07,14.2829
2023-12-08,14.2544
2023-12-09,14.2544
2023-12-10,14.2544
2023-12-11,14.3768
2023-12-12,14.3512
2023-12-13,14.6188
2023-12-14,14.6843
2023-12-15,14.7811
2023-12-16,14.7811
2023-12-17,14.7811
2023-12-18,14.7213
2023-12-19,15.0772
2023-12-20,14.9604
2023-12-21,15.0515
2023-12-22,15.2394
2023-12-23,15.2394
2023-12-24,15.2394
2023-12-25,15.2394
2023-12-26,15.3675
2023-12-27,15.4672
2023-12-28,15.5782
2023-12-29,18.3985
2023-12-30,18.3985
2023-12-31,18.3985
2024-01-01,18.3985
2024-01-02,17.9433
2024-01-03,17.4599
2024-01-04,17.4662
2024-01-05,17.7173
2024-01-06,17.7173
2024-01-07,17.7173
2024-01-08,17.8272
2024-01-09,17.6954
2024-01-10,17.9465
2024-01-11,17.9622
2024-01-12,18.0375
2024-01-13,18.0375
2024-01-14,18.0375
2024-01-15,18.0375
2024-01-16,17.733
2024-01-17,17.5855
2024-01-18,17.5133
2024-01-19,17.7268
2024-01-20,17.7268
2024-01-21,17.7268
2024-01-22,18.0218
2024-01-23,17.7801
2024-01-24,17.9308
2024-01-25,18.0061
2024-01-26,18.0721
2024-01-27,18.0721
2024-01-28,18.0721
2024-01-29,18.2635
2024-01-30,18.3828
2024-01-31,18.0877
2024-02-01,18.2792
2024-02-02,18.2981
2024-02-03,18.2981
2024-02-04,18.2981
2024-02-05,17.9842
2024-02-06,18.1003
2024-02-07,18.1851
2024-02-08,18.3546
2024-02-09,18.4613
2024-02-10,18.4613
2024-02-11,18.4613
2024-02-12,18.6936
2024-02-13,18.4111
2024-02-14,18.7093
2024-02-15,18.9008
2024-02-16,18.8286
2024-02-17,18.8286
2024-02-18,18.8286
2024-02-19,18.8286
2024-02-20,18.747
2024-02-21,18.9636
2024-02-22,18.0689
2024-02-23,18.0972
2024-02-24,18.0972
2024-02-25,18.0972
2024-02-26,17.9182
2024-02-27,18.1066
2024-02-28,17.9842
2024-02-29,18.3216
2024-03-01,18.2932
2024-03-02,18.2932
2024-03-03,18.2932
2024-03-04,18.4728
2024-03-05,18.5831
2024-03-06,18.7659
2024-03-07,18.5894
2024-03-08,18.2585
2024-03-09,18.2585
2024-03-10,18.2585
2024-03-11,18.4697
2024-03-12,18.3688
2024-03-13,18.5484
2024-03-14,18.0285
2024-03-15,17.9119
2024-03-16,17.9119
2024-03-17,17.9119
2024-03-18,17.7985
2024-03-19,17.9938
2024-03-20,18.4539
2024-03-21,18.8636
2024-03-22,18.6524
2024-03-23,18.6524
2024-03-24,18.6524
2024-03-25,18.5736
2024-03-26,18.4381
2024-03-27,18.7564
2024-03-28,19.1157
2024-03-29,19.1157
2024-03-30,19.1157
2024-03-31,19.1157
2024-04-01,19.0558
2024-04-02,18.7722
2024-04-03,18.9581
2024-04-04,18.8573
2024-04-05,18.9045
2024-04-06,18.9045
2024-04-07,18.9045
2024-04-08,19.0684
