,VRTS US Equity
2023-03-17,6.6737
2023-03-18,6.6737
2023-03-19,6.6737
2023-03-20,6.6054
2023-03-21,6.9197
2023-03-22,6.7039
2023-03-23,6.6912
2023-03-24,6.6418
2023-03-25,6.6418
2023-03-26,6.6418
2023-03-27,6.9728
2023-03-28,6.9911
2023-03-29,7.0893
2023-03-30,7.1572
2023-03-31,8.7921
2023-04-01,8.7921
2023-04-02,8.7921
2023-04-03,8.5459
2023-04-04,8.3668
2023-04-05,8.2839
2023-04-06,8.2566
2023-04-07,8.2566
2023-04-08,8.2566
2023-04-09,8.2566
2023-04-10,8.3002
2023-04-11,8.4458
2023-04-12,8.3328
2023-04-13,8.4041
2023-04-14,8.4951
2023-04-15,8.4951
2023-04-16,8.4951
2023-04-17,8.6604
2023-04-18,8.6513
2023-04-19,8.7073
2023-04-20,8.6436
2023-04-21,8.7284
2023-04-22,8.7284
2023-04-23,8.7284
2023-04-24,8.6542
2023-04-25,8.3917
2023-04-26,8.1934
2023-04-27,8.2034
2023-04-28,8.4003
2023-04-29,8.4003
2023-04-30,8.4003
2023-05-01,8.1072
2023-05-02,8.0617
2023-05-03,7.963
2023-05-04,7.6852
2023-05-05,7.757
2023-05-06,7.757
2023-05-07,7.757
2023-05-08,7.6746
2023-05-09,7.7034
2023-05-10,7.8255
2023-05-11,7.8768
2023-05-12,7.8864
2023-05-13,7.8864
2023-05-14,7.8864
2023-05-15,8.0291
2023-05-16,7.907
2023-05-17,8.2245
2023-05-18,8.4497
2023-05-19,8.4635
2023-05-20,8.4635
2023-05-21,8.4635
2023-05-22,8.5531
2023-05-23,8.6829
2023-05-24,8.5464
2023-05-25,8.7284
2023-05-26,8.9818
2023-05-27,8.9818
2023-05-28,8.9818
2023-05-29,8.9818
2023-05-30,9.0129
2023-05-31,8.8108
2023-06-01,8.9991
2023-06-02,9.343
2023-06-03,9.343
2023-06-04,9.343
2023-06-05,9.2026
2023-06-06,9.5882
2023-06-07,9.8665
2023-06-08,9.7908
2023-06-09,9.7424
2023-06-10,9.7424
2023-06-11,9.7424
2023-06-12,9.8617
2023-06-13,9.9709
2023-06-14,9.8224
2023-06-15,9.9891
2023-06-16,9.8109
2023-06-17,9.8109
2023-06-18,9.8109
2023-06-19,9.8109
2023-06-20,9.661
2023-06-21,9.4704
2023-06-22,9.229
2023-06-23,9.0977
2023-06-24,9.0977
2023-06-25,9.0977
2023-06-26,9.1111
2023-06-27,9.2644
2023-06-28,9.195
2023-06-29,9.2563
2023-06-30,9.4956
2023-07-01,9.4956
2023-07-02,9.4956
2023-07-03,9.5856
2023-07-04,9.5856
2023-07-05,9.4432
2023-07-06,9.2748
2023-07-07,9.2999
2023-07-08,9.2999
2023-07-09,9.2999
2023-07-10,9.3815
2023-07-11,9.4896
2023-07-12,9.6733
2023-07-13,9.8755
2023-07-14,9.9196
2023-07-15,9.9196
2023-07-16,9.9196
2023-07-17,9.9794
2023-07-18,10.376
2023-07-19,10.3806
2023-07-20,10.3866
2023-07-21,10.299
2023-07-22,10.299
2023-07-23,10.299
2023-07-24,10.4748
2023-07-25,10.4001
2023-07-26,10.3945
2023-07-27,10.1148
2023-07-28,9.6955
2023-07-29,9.6955
2023-07-30,9.6955
2023-07-31,9.8787
2023-08-01,9.8588
2023-08-02,9.7651
2023-08-03,9.8082
2023-08-04,9.8889
2023-08-05,9.8889
2023-08-06,9.8889
2023-08-07,10.0736
2023-08-08,9.8843
2023-08-09,9.7247
2023-08-10,9.6864
2023-08-11,9.5922
2023-08-12,9.5922
2023-08-13,9.5922
2023-08-14,9.5478
2023-08-15,9.3465
2023-08-16,9.3733
2023-08-17,9.5991
2023-08-18,9.4555
2023-08-19,9.4555
2023-08-20,9.4555
2023-08-21,9.3927
2023-08-22,9.353
2023-08-23,9.6014
2023-08-24,9.4486
2023-08-25,9.6074
2023-08-26,9.6074
2023-08-27,9.6074
2023-08-28,9.7127
2023-08-29,9.7681
2023-08-30,9.7893
2023-08-31,9.8987
2023-09-01,10.0594
2023-09-02,10.0594
2023-09-03,10.0594
2023-09-04,10.0594
2023-09-05,9.6743
2023-09-06,9.6199
2023-09-07,9.5746
2023-09-08,9.5866
2023-09-09,9.5866
2023-09-10,9.5866
2023-09-11,9.5746
2023-09-12,9.6623
2023-09-13,9.6628
2023-09-14,9.8244
2023-09-15,9.8826
2023-09-16,9.8826
2023-09-17,9.8826
2023-09-18,9.781
2023-09-19,9.8041
2023-09-20,9.7261
2023-09-21,9.6471
2023-09-22,9.612
2023-09-23,9.612
2023-09-24,9.612
2023-09-25,9.7131
2023-09-26,9.4993
2023-09-27,9.5718
2023-09-28,9.6799
2023-09-29,8.5211
2023-09-30,8.5211
2023-10-01,8.5211
2023-10-02,8.3717
2023-10-03,8.0698
2023-10-04,8.0828
2023-10-05,8.1706
2023-10-06,8.1284
2023-10-07,8.1284
2023-10-08,8.1284
2023-10-09,8.1542
2023-10-10,8.131
2023-10-11,8.0134
2023-10-12,7.8403
2023-10-13,7.6449
2023-10-14,7.6449
2023-10-15,7.6449
2023-10-16,7.6711
2023-10-17,7.6397
2023-10-18,7.4649
2023-10-19,7.2453
2023-10-20,7.1842
2023-10-21,7.1842
2023-10-22,7.1842
2023-10-23,7.1872
2023-10-24,7.2393
2023-10-25,7.1872
2023-10-26,7.2957
2023-10-27,7.3168
2023-10-28,7.3168
2023-10-29,7.3168
2023-10-30,7.5618
2023-10-31,7.7564
2023-11-01,7.8726
2023-11-02,8.1904
2023-11-03,8.4797
2023-11-04,8.4797
2023-11-05,8.4797
2023-11-06,8.41
2023-11-07,8.2029
2023-11-08,8.0892
2023-11-09,8.0525
2023-11-10,8.064
2023-11-11,8.064
2023-11-12,8.064
2023-11-13,8.0282
2023-11-14,8.5045
2023-11-15,8.4414
2023-11-16,8.264
2023-11-17,8.3122
2023-11-18,8.3122
2023-11-19,8.3122
2023-11-20,8.2683
2023-11-21,8.0888
2023-11-22,8.1809
2023-11-23,8.1809
2023-11-24,8.2683
2023-11-25,8.2683
2023-11-26,8.2683
2023-11-27,8.1016
2023-11-28,8.0052
2023-11-29,8.1408
2023-11-30,8.1651
2023-12-01,8.4043
2023-12-02,8.4043
2023-12-03,8.4043
2023-12-04,8.5386
2023-12-05,8.4397
2023-12-06,8.4844
2023-12-07,8.6371
2023-12-08,8.6264
2023-12-09,8.6264
2023-12-10,8.6264
2023-12-11,8.5706
2023-12-12,8.6917
2023-12-13,9.0784
2023-12-14,9.4455
2023-12-15,9.2012
2023-12-16,9.2012
2023-12-17,9.2012
2023-12-18,9.1185
2023-12-19,9.4864
2023-12-20,9.8817
2023-12-21,9.8659
2023-12-22,10.0714
2023-12-23,10.0714
2023-12-24,10.0714
2023-12-25,10.0714
2023-12-26,10.1938
2023-12-27,10.2876
2023-12-28,10.3605
2023-12-29,10.1967
2023-12-30,10.1967
2023-12-31,10.1967
2024-01-01,10.1967
2024-01-02,9.9523
2024-01-03,9.6924
2024-01-04,10.0476
2024-01-05,9.8953
2024-01-06,9.8953
2024-01-07,9.8953
2024-01-08,10.0648
2024-01-09,9.8622
2024-01-10,9.8574
2024-01-11,9.8387
2024-01-12,10.0133
2024-01-13,10.0133
2024-01-14,10.0133
2024-01-15,10.0133
2024-01-16,9.7442
2024-01-17,9.6996
2024-01-18,9.8024
2024-01-19,10.1326
2024-01-20,10.1326
2024-01-21,10.1326
2024-01-22,10.3136
2024-01-23,10.2362
2024-01-24,10.1664
2024-01-25,10.312
2024-01-26,10.3642
2024-01-27,10.3642
2024-01-28,10.3642
2024-01-29,10.3929
2024-01-30,10.2514
2024-01-31,9.9715
2024-02-01,10.0951
2024-02-02,9.7669
2024-02-03,9.7669
2024-02-04,9.7669
2024-02-05,9.8271
2024-02-06,9.7279
2024-02-07,9.8132
2024-02-08,9.7952
2024-02-09,9.8913
2024-02-10,9.8913
2024-02-11,9.8913
2024-02-12,10.0448
2024-02-13,9.6553
2024-02-14,9.7689
2024-02-15,9.9591
2024-02-16,9.857
2024-02-17,9.857
2024-02-18,9.857
2024-02-19,9.857
2024-02-20,9.7877
2024-02-21,9.7279
2024-02-22,9.9208
2024-02-23,9.9476
2024-02-24,9.9476
2024-02-25,9.9476
2024-02-26,9.7657
2024-02-27,9.7885
2024-02-28,9.5553
2024-02-29,9.695
2024-03-01,9.846
2024-03-02,9.846
2024-03-03,9.846
2024-03-04,9.4963
2024-03-05,9.4928
2024-03-06,10.2185
2024-03-07,10.32
2024-03-08,10.4108
2024-03-09,10.4108
2024-03-10,10.4108
2024-03-11,10.3542
2024-03-12,10.2842
2024-03-13,10.0651
2024-03-14,9.7611
2024-03-15,9.656
2024-03-16,9.656
2024-03-17,9.656
2024-03-18,9.6576
2024-03-19,9.7599
2024-03-20,10.0037
2024-03-21,10.2319
2024-03-22,10.1308
2024-03-23,10.1308
2024-03-24,10.1308
2024-03-25,10.1469
2024-03-26,9.9719
2024-03-27,10.2964
2024-03-28,10.3109
2024-03-29,10.3109
2024-03-30,10.3109
2024-03-31,10.3109
2024-04-01,10.0741
2024-04-02,10.0938
2024-04-03,10.2289
2024-04-04,10.0762
2024-04-05,10.1051
2024-04-06,10.1051
2024-04-07,10.1051
2024-04-08,10.0363
