,ZUMZ US Equity
2023-03-20,11.5055
2023-03-21,11.733
2023-03-22,11.5307
2023-03-23,11.3055
2023-03-24,11.3736
2023-03-25,11.3736
2023-03-26,11.3736
2023-03-27,11.1588
2023-03-28,11.2531
2023-03-29,11.4312
2023-03-30,11.5046
2023-03-31,11.8031
2023-04-01,11.8031
2023-04-02,11.8031
2023-04-03,12.0703
2023-04-04,11.8398
2023-04-05,11.735
2023-04-06,11.8136
2023-04-07,11.8136
2023-04-08,11.8136
2023-04-09,11.8136
2023-04-10,12.0074
2023-04-11,12.3532
2023-04-12,11.9446
2023-04-13,11.7665
2023-04-14,11.887
2023-04-15,11.887
2023-04-16,11.887
2023-04-17,11.866
2023-04-18,11.6774
2023-04-19,11.3841
2023-04-20,11.5465
2023-04-21,11.5203
2023-04-22,11.5203
2023-04-23,11.5203
2023-04-24,11.3631
2023-04-25,10.8864
2023-04-26,11.1117
2023-04-27,11.2164
2023-04-28,27.6645
2023-04-29,27.6645
2023-04-30,27.6645
2023-05-01,27.0072
2023-05-02,26.3561
2023-05-03,26.0806
2023-05-04,25.9679
2023-05-05,26.3936
2023-05-06,26.3936
2023-05-07,26.3936
2023-05-08,26.4687
2023-05-09,25.9804
2023-05-10,25.6298
2023-05-11,26.0055
2023-05-12,25.7926
2023-05-13,25.7926
2023-05-14,25.7926
2023-05-15,26.0681
2023-05-16,25.73
2023-05-17,26.8569
2023-05-18,27.5456
2023-05-19,26.1432
2023-05-20,26.1432
2023-05-21,26.1432
2023-05-22,26.1933
2023-05-23,26.7567
2023-05-24,27.4704
2023-05-25,26.4813
2023-05-26,27.0197
2023-05-27,27.0197
2023-05-28,27.0197
2023-05-29,27.0197
2023-05-30,26.5439
2023-05-31,25.8928
2023-06-01,25.4295
2023-06-02,25.1742
2023-06-03,25.1742
2023-06-04,25.1742
2023-06-05,22.7634
2023-06-06,23.9672
2023-06-07,26.6383
2023-06-08,25.6852
2023-06-09,24.2055
2023-06-10,24.2055
2023-06-11,24.2055
2023-06-12,24.2306
2023-06-13,24.5942
2023-06-14,24.0801
2023-06-15,24.7572
2023-06-16,24.0299
2023-06-17,24.0299
2023-06-18,24.0299
2023-06-19,24.0299
2023-06-20,25.472
2023-06-21,26.0614
2023-06-22,26.3498
2023-06-23,26.9267
2023-06-24,26.9267
2023-06-25,26.9267
2023-06-26,27.1399
2023-06-27,27.3154
2023-06-28,26.563
2023-06-29,27.0646
2023-06-30,26.6633
2023-07-01,26.6633
2023-07-02,26.6633
2023-07-03,27.3907
2023-07-04,27.3907
2023-07-05,26.6132
2023-07-06,26.701
2023-07-07,27.6164
2023-07-08,27.6164
2023-07-09,27.6164
2023-07-10,27.4784
2023-07-11,28.0051
2023-07-12,28.2183
2023-07-13,27.6665
2023-07-14,27.9048
2023-07-15,27.9048
2023-07-16,27.9048
2023-07-17,28.6572
2023-07-18,28.6572
2023-07-19,29.0209
2023-07-20,28.5694
2023-07-21,28.3437
2023-07-22,28.3437
2023-07-23,28.3437
2023-07-24,29.1714
2023-07-25,29.0083
2023-07-26,29.3971
2023-07-27,29.2968
2023-07-28,29.2968
2023-07-29,29.2968
2023-07-30,29.2968
2023-07-31,29.2968
2023-08-01,29.2968
2023-08-02,29.2968
2023-08-03,29.2968
2023-08-04,29.2968
2023-08-05,29.2968
2023-08-06,29.2968
2023-08-07,29.2968
2023-08-08,29.2968
2023-08-09,29.2968
2023-08-10,29.2968
2023-08-11,29.2968
2023-08-12,29.2968
2023-08-13,29.2968
2023-08-14,29.2968
2023-08-15,29.2968
2023-08-16,29.2968
2023-08-17,29.2968
2023-08-18,29.2968
2023-08-19,29.2968
2023-08-20,29.2968
2023-08-21,29.2968
2023-08-22,29.2968
2023-08-23,29.2968
2023-08-24,29.2968
2023-08-25,29.2968
2023-08-26,29.2968
2023-08-27,29.2968
2023-08-28,29.2968
2023-08-29,29.2968
2023-08-30,29.2968
2023-08-31,29.2968
2023-09-01,29.2968
2023-09-02,29.2968
2023-09-03,29.2968
2023-09-04,29.2968
2023-09-05,29.2968
2023-09-06,29.2968
2023-09-07,29.2968
2023-09-08,29.2968
2023-09-09,29.2968
2023-09-10,29.2968
2023-09-11,29.2968
2023-09-12,29.2968
2023-09-13,29.2968
2023-09-14,29.2968
2023-09-15,29.2968
2023-09-16,29.2968
2023-09-17,29.2968
2023-09-18,29.2968
2023-09-19,29.2968
2023-09-20,29.2968
2023-09-21,29.2968
2023-09-22,29.2968
2023-09-23,29.2968
2023-09-24,29.2968
2023-09-25,29.2968
2023-09-26,29.2968
2023-09-27,29.2968
2023-09-28,29.2968
2023-09-29,29.2968
2023-09-30,29.2968
2023-10-01,29.2968
2023-10-02,29.2968
2023-10-03,29.2968
2023-10-04,29.2968
2023-10-05,29.2968
2023-10-06,29.2968
2023-10-07,29.2968
2023-10-08,29.2968
2023-10-09,29.2968
2023-10-10,29.2968
2023-10-11,29.2968
2023-10-12,29.2968
2023-10-13,29.2968
2023-10-14,29.2968
2023-10-15,29.2968
2023-10-16,29.2968
2023-10-17,29.2968
2023-10-18,29.2968
2023-10-19,29.2968
2023-10-20,29.2968
2023-10-21,29.2968
2023-10-22,29.2968
2023-10-23,29.2968
2023-10-24,29.2968
2023-10-25,29.2968
2023-10-26,29.2968
2023-10-27,29.2968
2023-10-28,29.2968
2023-10-29,29.2968
2023-10-30,29.2968
2023-10-31,29.2968
2023-11-01,29.2968
2023-11-02,29.2968
2023-11-03,29.2968
2023-11-04,29.2968
2023-11-05,29.2968
2023-11-06,29.2968
2023-11-07,29.2968
2023-11-08,29.2968
2023-11-09,29.2968
2023-11-10,29.2968
2023-11-11,29.2968
2023-11-12,29.2968
2023-11-13,29.2968
2023-11-14,29.2968
2023-11-15,29.2968
2023-11-16,29.2968
2023-11-17,29.2968
2023-11-18,29.2968
2023-11-19,29.2968
2023-11-20,29.2968
2023-11-21,29.2968
2023-11-22,29.2968
2023-11-23,29.2968
2023-11-24,29.2968
2023-11-25,29.2968
2023-11-26,29.2968
2023-11-27,29.2968
2023-11-28,29.2968
2023-11-29,29.2968
2023-11-30,29.2968
2023-12-01,29.2968
2023-12-02,29.2968
2023-12-03,29.2968
2023-12-04,29.2968
2023-12-05,29.2968
2023-12-06,29.2968
2023-12-07,29.2968
2023-12-08,29.2968
2023-12-09,29.2968
2023-12-10,29.2968
2023-12-11,29.2968
2023-12-12,29.2968
2023-12-13,29.2968
2023-12-14,29.2968
2023-12-15,29.2968
2023-12-16,29.2968
2023-12-17,29.2968
2023-12-18,29.2968
2023-12-19,29.2968
2023-12-20,29.2968
2023-12-21,29.2968
2023-12-22,29.2968
2023-12-23,29.2968
2023-12-24,29.2968
2023-12-25,29.2968
2023-12-26,29.2968
2023-12-27,29.2968
2023-12-28,29.2968
2023-12-29,29.2968
2023-12-30,29.2968
2023-12-31,29.2968
2024-01-01,29.2968
2024-01-02,29.2968
2024-01-03,29.2968
2024-01-04,29.2968
2024-01-05,29.2968
2024-01-06,29.2968
2024-01-07,29.2968
2024-01-08,29.2968
2024-01-09,29.2968
2024-01-10,29.2968
2024-01-11,29.2968
2024-01-12,29.2968
2024-01-13,29.2968
2024-01-14,29.2968
2024-01-15,29.2968
2024-01-16,29.2968
2024-01-17,29.2968
2024-01-18,29.2968
2024-01-19,29.2968
2024-01-20,29.2968
2024-01-21,29.2968
2024-01-22,29.2968
2024-01-23,29.2968
2024-01-24,29.2968
2024-01-25,29.2968
2024-01-26,29.2968
2024-01-27,29.2968
2024-01-28,29.2968
2024-01-29,29.2968
2024-01-30,29.2968
2024-01-31,29.2968
2024-02-01,29.2968
2024-02-02,29.2968
2024-02-03,29.2968
2024-02-04,29.2968
2024-02-05,29.2968
2024-02-06,29.2968
2024-02-07,29.2968
2024-02-08,29.2968
2024-02-09,29.2968
2024-02-10,29.2968
2024-02-11,29.2968
2024-02-12,29.2968
2024-02-13,29.2968
2024-02-14,29.2968
2024-02-15,29.2968
2024-02-16,29.2968
2024-02-17,29.2968
2024-02-18,29.2968
2024-02-19,29.2968
2024-02-20,29.2968
2024-02-21,29.2968
2024-02-22,29.2968
2024-02-23,29.2968
2024-02-24,29.2968
2024-02-25,29.2968
2024-02-26,29.2968
2024-02-27,29.2968
2024-02-28,29.2968
2024-02-29,29.2968
2024-03-01,29.2968
2024-03-02,29.2968
2024-03-03,29.2968
2024-03-04,29.2968
2024-03-05,29.2968
2024-03-06,29.2968
2024-03-07,29.2968
2024-03-08,29.2968
2024-03-09,29.2968
2024-03-10,29.2968
2024-03-11,29.2968
2024-03-12,29.2968
2024-03-13,29.2968
2024-03-14,29.2968
2024-03-15,29.2968
2024-03-16,29.2968
2024-03-17,29.2968
2024-03-18,29.2968
2024-03-19,29.2968
2024-03-20,29.2968
2024-03-21,29.2968
2024-03-22,29.2968
2024-03-23,29.2968
2024-03-24,29.2968
2024-03-25,29.2968
2024-03-26,29.2968
2024-03-27,29.2968
2024-03-28,29.2968
2024-03-29,29.2968
2024-03-30,29.2968
2024-03-31,29.2968
2024-04-01,29.2968
2024-04-02,29.2968
2024-04-03,29.2968
2024-04-04,29.2968
2024-04-05,29.2968
2024-04-06,29.2968
2024-04-07,29.2968
2024-04-08,29.2968
