,MOV US Equity
2023-03-16,4.9133
2023-03-17,4.7987
2023-03-18,4.7987
2023-03-19,4.7987
2023-03-20,4.6898
2023-03-21,4.8246
2023-03-22,4.7692
2023-03-23,3.8608
2023-03-24,3.7799
2023-03-25,3.7799
2023-03-26,3.7799
2023-03-27,3.9325
2023-03-28,4.0227
2023-03-29,3.9509
2023-03-30,3.9215
2023-03-31,3.962
2023-04-01,3.962
2023-04-02,3.962
2023-04-03,3.8976
2023-04-04,3.504
2023-04-05,3.3605
2023-04-06,3.2373
2023-04-07,3.2373
2023-04-08,3.2373
2023-04-09,3.2373
2023-04-10,3.5095
2023-04-11,3.5683
2023-04-12,3.4304
2023-04-13,3.5315
2023-04-14,3.4929
2023-04-15,3.4929
2023-04-16,3.4929
2023-04-17,3.5168
2023-04-18,3.6198
2023-04-19,3.71
2023-04-20,3.6493
2023-04-21,3.5904
2023-04-22,3.5904
2023-04-23,3.5904
2023-04-24,3.6051
2023-04-25,3.4175
2023-04-26,3.3127
2023-04-27,3.3789
2023-04-28,4.3049
2023-04-29,4.3049
2023-04-30,4.3049
2023-05-01,4.2819
2023-05-02,4.19
2023-05-03,4.2005
2023-05-04,4.0312
2023-05-05,4.2757
2023-05-06,4.2757
2023-05-07,4.2757
2023-05-08,4.1942
2023-05-09,4.2005
2023-05-10,4.2276
2023-05-11,4.2548
2023-05-12,4.2485
2023-05-13,4.2485
2023-05-14,4.2485
2023-05-15,4.2485
2023-05-16,4.1503
2023-05-17,4.2506
2023-05-18,4.3634
2023-05-19,4.2987
2023-05-20,4.2987
2023-05-21,4.2987
2023-05-22,4.4554
2023-05-23,4.5034
2023-05-24,4.3739
2023-05-25,4.3124
2023-05-26,4.4044
2023-05-27,4.4044
2023-05-28,4.4044
2023-05-29,4.4044
2023-05-30,4.3688
2023-05-31,4.2706
2023-06-01,4.2079
2023-06-02,4.5423
2023-06-03,4.5423
2023-06-04,4.5423
2023-06-05,4.4399
2023-06-06,4.5339
2023-06-07,4.7805
2023-06-08,4.7178
2023-06-09,4.676
2023-06-10,4.676
2023-06-11,4.676
2023-06-12,4.5611
2023-06-13,4.5277
2023-06-14,4.4169
2023-06-15,4.4086
2023-06-16,4.4608
2023-06-17,4.4608
2023-06-18,4.4608
2023-06-19,4.4608
2023-06-20,4.5151
2023-06-21,4.605
2023-06-22,4.5736
2023-06-23,4.5339
2023-06-24,4.5339
2023-06-25,4.5339
2023-06-26,4.605
2023-06-27,4.5402
2023-06-28,4.5068
2023-06-29,4.5966
2023-06-30,4.559
2023-07-01,4.559
2023-07-02,4.559
2023-07-03,4.7116
2023-07-04,4.7116
2023-07-05,4.4859
2023-07-06,4.4127
2023-07-07,4.4692
2023-07-08,4.4692
2023-07-09,4.4692
2023-07-10,4.4963
2023-07-11,4.5611
2023-07-12,4.6008
2023-07-13,4.6029
2023-07-14,4.6133
2023-07-15,4.6133
2023-07-16,4.6133
2023-07-17,4.628
2023-07-18,4.8474
2023-07-19,4.7972
2023-07-20,4.8119
2023-07-21,4.7366
2023-07-22,4.7366
2023-07-23,4.7366
2023-07-24,4.7325
2023-07-25,4.7763
2023-07-26,4.8516
2023-07-27,4.8181
2023-07-28,4.9205
2023-07-29,4.9205
2023-07-30,4.9205
2023-07-31,5.8897
2023-08-01,5.6785
2023-08-02,5.5612
2023-08-03,5.5899
2023-08-04,5.6864
2023-08-05,5.6864
2023-08-06,5.6864
2023-08-07,5.874
2023-08-08,5.8271
2023-08-09,5.7229
2023-08-10,5.7698
2023-08-11,5.775
2023-08-12,5.775
2023-08-13,5.775
2023-08-14,5.6733
2023-08-15,5.6394
2023-08-16,5.556
2023-08-17,5.6733
2023-08-18,5.5795
2023-08-19,5.5795
2023-08-20,5.5795
2023-08-21,5.4205
2023-08-22,5.1181
2023-08-23,5.2094
2023-08-24,5.2444
2023-08-25,5.1453
2023-08-26,5.1453
2023-08-27,5.1453
2023-08-28,5.2757
2023-08-29,5.406
2023-08-30,5.3982
2023-08-31,5.539
2023-09-01,5.6172
2023-09-02,5.6172
2023-09-03,5.6172
2023-09-04,5.6172
2023-09-05,5.6328
2023-09-06,5.5625
2023-09-07,5.6302
2023-09-08,5.6693
2023-09-09,5.6693
2023-09-10,5.6693
2023-09-11,5.552
2023-09-12,5.3774
2023-09-13,5.3278
2023-09-14,5.4973
2023-09-15,5.4008
2023-09-16,5.4008
2023-09-17,5.4008
2023-09-18,5.4347
2023-09-19,5.4165
2023-09-20,5.3409
2023-09-21,5.3591
2023-09-22,5.1949
2023-09-23,5.1949
2023-09-24,5.1949
2023-09-25,5.1219
2023-09-26,5.0098
2023-09-27,5.0671
2023-09-28,5.1792
2023-09-29,5.539
2023-09-30,5.539
2023-10-01,5.539
2023-10-02,5.7241
2023-10-03,5.6016
2023-10-04,5.7606
2023-10-05,5.7241
2023-10-06,5.7658
2023-10-07,5.7658
2023-10-08,5.7658
2023-10-09,5.9066
2023-10-10,5.8623
2023-10-11,6.0135
2023-10-12,5.8988
2023-10-13,5.6459
2023-10-14,5.6459
2023-10-15,5.6459
2023-10-16,5.9274
2023-10-17,6.1177
2023-10-18,6.0395
2023-10-19,5.8258
2023-10-20,5.7762
2023-10-21,5.7762
2023-10-22,5.7762
2023-10-23,5.7163
2023-10-24,5.8101
2023-10-25,5.8727
2023-10-26,5.8101
2023-10-27,5.6198
2023-10-28,5.6198
2023-10-29,5.6198
2023-10-30,5.6354
2023-10-31,7.5896
2023-11-01,7.5173
2023-11-02,7.708
2023-11-03,8.0433
2023-11-04,8.0433
2023-11-05,8.0433
2023-11-06,8.0564
2023-11-07,8.0827
2023-11-08,7.6718
2023-11-09,7.376
2023-11-10,7.4779
2023-11-11,7.4779
2023-11-12,7.4779
2023-11-13,7.4417
2023-11-14,7.8822
2023-11-15,8.0367
2023-11-16,7.7606
2023-11-17,7.9644
2023-11-18,7.9644
2023-11-19,7.9644
2023-11-20,8.0531
2023-11-21,8.0696
2023-11-22,7.823
2023-11-23,7.823
2023-11-24,7.8822
2023-11-25,7.8822
2023-11-26,7.8822
2023-11-27,7.9118
2023-11-28,7.8132
2023-11-29,7.9578
2023-11-30,7.0018
2023-12-01,6.9789
2023-12-02,6.9789
2023-12-03,6.9789
2023-12-04,7.3165
2023-12-05,7.2935
2023-12-06,7.2837
2023-12-07,7.6114
2023-12-08,7.6081
2023-12-09,7.6081
2023-12-10,7.6081
2023-12-11,7.5229
2023-12-12,7.6245
2023-12-13,7.8769
2023-12-14,8.2931
2023-12-15,8.3816
2023-12-16,8.3816
2023-12-17,8.3816
2023-12-18,8.3816
2023-12-19,8.4799
2023-12-20,8.4209
2023-12-21,8.5815
2023-12-22,8.4242
2023-12-23,8.4242
2023-12-24,8.4242
2023-12-25,8.4242
2023-12-26,8.552
2023-12-27,8.5258
2023-12-28,8.5029
2023-12-29,8.3128
2023-12-30,8.3128
2023-12-31,8.3128
2024-01-01,8.3128
2024-01-02,8.3652
2024-01-03,7.9523
2024-01-04,7.9326
2024-01-05,8.0801
2024-01-06,8.0801
2024-01-07,8.0801
2024-01-08,8.0571
2024-01-09,7.9785
2024-01-10,7.8572
2024-01-11,7.7851
2024-01-12,7.5885
2024-01-13,7.5885
2024-01-14,7.5885
2024-01-15,7.5885
2024-01-16,7.5393
2024-01-17,7.4639
2024-01-18,7.5393
2024-01-19,7.7097
2024-01-20,7.7097
2024-01-21,7.7097
2024-01-22,7.7589
2024-01-23,7.6573
2024-01-24,7.6737
2024-01-25,7.7458
2024-01-26,7.8212
2024-01-27,7.8212
2024-01-28,7.8212
2024-01-29,7.8408
2024-01-30,7.7392
2024-01-31,8.0643
2024-02-01,8.25
2024-02-02,8.2298
2024-02-03,8.2298
2024-02-04,8.2298
2024-02-05,8.0805
2024-02-06,8.0724
2024-02-07,7.81
2024-02-08,8.2016
2024-02-09,8.3549
2024-02-10,8.3549
2024-02-11,8.3549
2024-02-12,8.7828
2024-02-13,8.1329
2024-02-14,8.363
2024-02-15,8.7101
2024-02-16,8.6738
2024-02-17,8.6738
2024-02-18,8.6738
2024-02-19,8.6738
2024-02-20,8.5688
2024-02-21,8.4962
2024-02-22,8.4599
2024-02-23,8.4397
2024-02-24,8.4397
2024-02-25,8.4397
2024-02-26,8.3711
2024-02-27,8.5406
2024-02-28,8.4034
2024-02-29,8.5204
2024-03-01,8.5608
2024-03-02,8.5608
2024-03-03,8.5608
2024-03-04,8.2177
2024-03-05,8.0926
2024-03-06,8.0401
2024-03-07,8.1047
2024-03-08,8.0764
2024-03-09,8.0764
2024-03-10,8.0764
2024-03-11,7.9634
2024-03-12,8.024
2024-03-13,7.9836
2024-03-14,7.4468
2024-03-15,7.693
2024-03-16,7.693
2024-03-17,7.693
2024-03-18,7.3338
2024-03-19,7.6324
2024-03-20,7.7697
2024-03-21,7.6567
2024-03-22,7.6567
2024-03-23,7.6567
2024-03-24,7.6567
2024-03-25,7.6365
2024-03-26,7.7359
2024-03-27,8.1121
2024-03-28,8.2293
2024-03-29,8.2293
2024-03-30,8.2293
2024-03-31,8.2293
2024-04-01,8.1687
2024-04-02,7.9907
2024-04-03,8.1282
2024-04-04,8.1849
2024-04-05,8.1525
2024-04-06,8.1525
2024-04-07,8.1525
2024-04-08,8.0878
