,SNA US Equity
2023-03-18,10.6412
2023-03-19,10.6412
2023-03-20,10.8762
2023-03-21,10.9642
2023-03-22,10.7257
2023-03-23,10.7297
2023-03-24,10.7578
2023-03-25,10.7578
2023-03-26,10.7578
2023-03-27,10.8749
2023-03-28,10.9726
2023-03-29,11.073
2023-03-30,11.0888
2023-03-31,10.9496
2023-04-01,10.9496
2023-04-02,10.9496
2023-04-03,10.9389
2023-04-04,10.5147
2023-04-05,10.2143
2023-04-06,10.1706
2023-04-07,10.1706
2023-04-08,10.1706
2023-04-09,10.1706
2023-04-10,10.3699
2023-04-11,10.4778
2023-04-12,10.5657
2023-04-13,10.6077
2023-04-14,10.6518
2023-04-15,10.6518
2023-04-16,10.6518
2023-04-17,10.6801
2023-04-18,10.7504
2023-04-19,10.6445
2023-04-20,11.4227
2023-04-21,11.5986
2023-04-22,11.5986
2023-04-23,11.5986
2023-04-24,11.4326
2023-04-25,11.3783
2023-04-26,11.2195
2023-04-27,11.4445
2023-04-28,11.4449
2023-04-29,11.4449
2023-04-30,11.4449
2023-05-01,11.5747
2023-05-02,11.5589
2023-05-03,11.5713
2023-05-04,11.4138
2023-05-05,11.5047
2023-05-06,11.5047
2023-05-07,11.5047
2023-05-08,11.4646
2023-05-09,11.3583
2023-05-10,11.3331
2023-05-11,11.3006
2023-05-12,11.3011
2023-05-13,11.3011
2023-05-14,11.3011
2023-05-15,11.3749
2023-05-16,11.2392
2023-05-17,11.3647
2023-05-18,11.5239
2023-05-19,11.5069
2023-05-20,11.5069
2023-05-21,11.5069
2023-05-22,11.5256
2023-05-23,11.4048
2023-05-24,11.269
2023-05-25,11.2891
2023-05-26,11.357
2023-05-27,11.357
2023-05-28,11.357
2023-05-29,11.357
2023-05-30,11.3271
2023-05-31,10.9945
2023-06-01,11.1572
2023-06-02,11.4578
2023-06-03,11.4578
2023-06-04,11.4578
2023-06-05,11.4437
2023-06-06,11.5884
2023-06-07,11.8911
2023-06-08,11.8685
2023-06-09,11.7938
2023-06-10,11.7938
2023-06-11,11.7938
2023-06-12,11.7801
2023-06-13,12.0521
2023-06-14,11.9731
2023-06-15,12.0794
2023-06-16,12.0623
2023-06-17,12.0623
2023-06-18,12.0623
2023-06-19,12.0623
2023-06-20,12.026
2023-06-21,12.02
2023-06-22,12.0482
2023-06-23,12.0516
2023-06-24,12.0516
2023-06-25,12.0516
2023-06-26,12.2297
2023-06-27,12.4598
2023-06-28,12.4602
2023-06-29,12.6212
2023-06-30,12.3283
2023-07-01,12.3283
2023-07-02,12.3283
2023-07-03,12.2729
2023-07-04,12.2729
2023-07-05,12.1418
2023-07-06,12.0378
2023-07-07,12.0178
2023-07-08,12.0178
2023-07-09,12.0178
2023-07-10,12.2118
2023-07-11,12.4536
2023-07-12,12.5185
2023-07-13,12.4282
2023-07-14,12.5268
2023-07-15,12.5268
2023-07-16,12.5268
2023-07-17,12.6017
2023-07-18,12.6155
2023-07-19,12.583
2023-07-20,11.682
2023-07-21,11.7989
2023-07-22,11.7989
2023-07-23,11.7989
2023-07-24,11.7598
2023-07-25,11.6982
2023-07-26,11.5264
2023-07-27,11.5597
2023-07-28,11.6549
2023-07-29,11.6549
2023-07-30,11.6549
2023-07-31,11.6695
2023-08-01,11.776
2023-08-02,11.7186
2023-08-03,11.7144
2023-08-04,11.6608
2023-08-05,11.6608
2023-08-06,11.6608
2023-08-07,11.7236
2023-08-08,11.6882
2023-08-09,11.6745
2023-08-10,11.5052
2023-08-11,11.5821
2023-08-12,11.5821
2023-08-13,11.5821
2023-08-14,11.5942
2023-08-15,11.474
2023-08-16,11.4723
2023-08-17,11.3899
2023-08-18,11.5077
2023-08-19,11.5077
2023-08-20,11.5077
2023-08-21,11.4511
2023-08-22,11.3583
2023-08-23,11.4265
2023-08-24,11.2385
2023-08-25,11.3454
2023-08-26,11.3454
2023-08-27,11.3454
2023-08-28,11.3645
2023-08-29,11.4386
2023-08-30,11.5214
2023-08-31,11.5097
2023-09-01,11.5896
2023-09-02,11.5896
2023-09-03,11.5896
2023-09-04,11.5896
2023-09-05,11.288
2023-09-06,11.2559
2023-09-07,11.0999
2023-09-08,11.1411
2023-09-09,11.1411
2023-09-10,11.1411
2023-09-11,11.2039
2023-09-12,11.2518
2023-09-13,11.196
2023-09-14,11.3146
2023-09-15,11.1694
2023-09-16,11.1694
2023-09-17,11.1694
2023-09-18,11.1806
2023-09-19,11.1561
2023-09-20,10.9742
2023-09-21,10.9497
2023-09-22,10.9797
2023-09-23,10.9797
2023-09-24,10.9797
2023-09-25,10.9975
2023-09-26,10.859
2023-09-27,10.901
2023-09-28,11.0537
2023-09-29,10.672
2023-09-30,10.672
2023-10-01,10.672
2023-10-02,10.5373
2023-10-03,10.6267
2023-10-04,10.7059
2023-10-05,10.788
2023-10-06,10.8618
2023-10-07,10.8618
2023-10-08,10.8618
2023-10-09,10.8908
2023-10-10,10.9039
2023-10-11,10.923
2023-10-12,10.6426
2023-10-13,10.6145
2023-10-14,10.6145
2023-10-15,10.6145
2023-10-16,10.7573
2023-10-17,10.8345
2023-10-18,10.4798
2023-10-19,10.5495
2023-10-20,10.5572
2023-10-21,10.5572
2023-10-22,10.5572
2023-10-23,10.4616
2023-10-24,10.6036
2023-10-25,10.4473
2023-10-26,10.5813
2023-10-27,10.5344
2023-10-28,10.5344
2023-10-29,10.5344
2023-10-30,10.622
2023-10-31,10.7624
2023-11-01,10.8674
2023-11-02,10.9835
2023-11-03,11.2884
2023-11-04,11.2884
2023-11-05,11.2884
2023-11-06,11.211
2023-11-07,11.1341
2023-11-08,11.0775
2023-11-09,11.0669
2023-11-10,11.255
2023-11-11,11.255
2023-11-12,11.255
2023-11-13,11.1394
2023-11-14,11.4646
2023-11-15,11.4585
2023-11-16,11.4455
2023-11-17,11.5693
2023-11-18,11.5693
2023-11-19,11.5693
2023-11-20,11.4679
2023-11-21,11.4516
2023-11-22,11.4435
2023-11-23,11.4435
2023-11-24,11.4626
2023-11-25,11.4626
2023-11-26,11.4626
2023-11-27,11.4109
2023-11-28,11.2924
2023-11-29,11.3283
2023-11-30,11.4443
2023-12-01,11.6548
2023-12-02,11.6548
2023-12-03,11.6548
2023-12-04,11.6979
2023-12-05,11.6173
2023-12-06,11.6662
2023-12-07,11.6605
2023-12-08,11.588
2023-12-09,11.588
2023-12-10,11.588
2023-12-11,11.704
2023-12-12,11.6645
2023-12-13,11.8261
2023-12-14,12.035
2023-12-15,11.9161
2023-12-16,11.9161
2023-12-17,11.9161
2023-12-18,11.9576
2023-12-19,12.0085
2023-12-20,11.829
2023-12-21,11.9462
2023-12-22,11.9922
2023-12-23,11.9922
2023-12-24,11.9922
2023-12-25,11.9922
2023-12-26,12.0639
2023-12-27,12.0753
2023-12-28,12.0651
2023-12-29,11.8642
2023-12-30,11.8642
2023-12-31,11.8642
2024-01-01,11.8642
2024-01-02,11.8602
2024-01-03,11.6225
2024-01-04,11.5915
2024-01-05,11.5456
2024-01-06,11.5456
2024-01-07,11.5456
2024-01-08,11.6205
2024-01-09,11.546
2024-01-10,11.6084
2024-01-11,11.6741
2024-01-12,11.666
2024-01-13,11.666
2024-01-14,11.666
2024-01-15,11.666
2024-01-16,11.7112
2024-01-17,11.6294
2024-01-18,11.7079
2024-01-19,11.7845
2024-01-20,11.7845
2024-01-21,11.7845
2024-01-22,11.8678
2024-01-23,11.8626
2024-01-24,11.7611
2024-01-25,11.8525
2024-01-26,11.8972
2024-01-27,11.8972
2024-01-28,11.8972
2024-01-29,11.9854
2024-01-30,12.0845
2024-01-31,11.9081
2024-02-01,11.9129
2024-02-02,12.0161
2024-02-03,12.0161
2024-02-04,12.0161
2024-02-05,11.9714
2024-02-06,12.0487
2024-02-07,12.0922
2024-02-08,10.9455
2024-02-09,10.8005
2024-02-10,10.8005
2024-02-11,10.8005
2024-02-12,11.0144
2024-02-13,10.7868
2024-02-14,10.8291
2024-02-15,11.0651
2024-02-16,10.9807
2024-02-17,10.9807
2024-02-18,10.9807
2024-02-19,10.9807
2024-02-20,11.0531
2024-02-21,11.0563
2024-02-22,11.1412
2024-02-23,11.1299
2024-02-24,11.1299
2024-02-25,11.1299
2024-02-26,11.1404
2024-02-27,11.2429
2024-02-28,11.3005
2024-02-29,11.3194
2024-03-01,11.3854
2024-03-02,11.3854
2024-03-03,11.3854
2024-03-04,11.6754
2024-03-05,11.6163
2024-03-06,11.7217
2024-03-07,12.0817
2024-03-08,12.107
2024-03-09,12.107
2024-03-10,12.107
2024-03-11,11.9847
2024-03-12,12.0978
2024-03-13,12.1158
2024-03-14,11.9581
2024-03-15,11.8916
2024-03-16,11.8916
2024-03-17,11.8916
2024-03-18,11.8162
2024-03-19,11.892
2024-03-20,12.0049
2024-03-21,12.0521
2024-03-22,11.9896
2024-03-23,11.9896
2024-03-24,11.9896
2024-03-25,12.0001
2024-03-26,11.963
2024-03-27,12.2037
2024-03-28,12.1747
2024-03-29,12.1747
2024-03-30,12.1747
2024-03-31,12.1747
2024-04-01,12.1106
2024-04-02,12.0081
2024-04-03,12.0251
2024-04-04,12.0533
2024-04-05,12.0352
2024-04-06,12.0352
2024-04-07,12.0352
2024-04-08,12.0573
