,OXM US Equity
2023-03-15,10.0417
2023-03-16,10.3134
2023-03-17,10.1548
2023-03-18,10.1548
2023-03-19,10.1548
2023-03-20,10.1822
2023-03-21,10.291
2023-03-22,10.3112
2023-03-23,10.2449
2023-03-24,9.1818
2023-03-25,9.1818
2023-03-26,9.1818
2023-03-27,9.1897
2023-03-28,9.3746
2023-03-29,9.296
2023-03-30,9.2599
2023-03-31,9.4633
2023-04-01,9.4633
2023-04-02,9.4633
2023-04-03,9.5245
2023-04-04,9.4113
2023-04-05,9.1503
2023-04-06,8.9989
2023-04-07,8.9989
2023-04-08,8.9989
2023-04-09,8.9989
2023-04-10,9.1107
2023-04-11,9.2073
2023-04-12,9.084
2023-04-13,9.089
2023-04-14,9.1583
2023-04-15,9.1583
2023-04-16,9.1583
2023-04-17,9.3205
2023-04-18,9.5159
2023-04-19,9.4633
2023-04-20,9.4568
2023-04-21,9.4928
2023-04-22,9.4928
2023-04-23,9.4928
2023-04-24,9.5152
2023-04-25,9.1316
2023-04-26,9.1244
2023-04-27,9.133
2023-04-28,8.9769
2023-04-29,8.9769
2023-04-30,8.9769
2023-05-01,9.1254
2023-05-02,9.0052
2023-05-03,9.0702
2023-05-04,8.7478
2023-05-05,9.0957
2023-05-06,9.0957
2023-05-07,9.0957
2023-05-08,9.1431
2023-05-09,9.1487
2023-05-10,9.1763
2023-05-11,9.2654
2023-05-12,9.288
2023-05-13,9.288
2023-05-14,9.288
2023-05-15,9.3919
2023-05-16,9.2371
2023-05-17,9.3877
2023-05-18,9.4082
2023-05-19,8.9896
2023-05-20,8.9896
2023-05-21,8.9896
2023-05-22,9.0738
2023-05-23,9.1197
2023-05-24,8.9345
2023-05-25,8.9373
2023-05-26,9.1756
2023-05-27,9.1756
2023-05-28,9.1756
2023-05-29,9.1756
2023-05-30,8.844
2023-05-31,8.7471
2023-06-01,8.4876
2023-06-02,8.7365
2023-06-03,8.7365
2023-06-04,8.7365
2023-06-05,8.6842
2023-06-06,8.9904
2023-06-07,9.2611
2023-06-08,8.798
2023-06-09,8.6592
2023-06-10,8.6592
2023-06-11,8.6592
2023-06-12,8.7776
2023-06-13,8.7811
2023-06-14,8.8311
2023-06-15,8.9086
2023-06-16,8.6578
2023-06-17,8.6578
2023-06-18,8.6578
2023-06-19,8.6578
2023-06-20,8.6549
2023-06-21,8.7712
2023-06-22,8.526
2023-06-23,8.2603
2023-06-24,8.2603
2023-06-25,8.2603
2023-06-26,8.4372
2023-06-27,8.4837
2023-06-28,8.4428
2023-06-29,8.564
2023-06-30,8.6162
2023-07-01,8.6162
2023-07-02,8.6162
2023-07-03,9.0023
2023-07-04,9.0023
2023-07-05,8.7726
2023-07-06,8.6831
2023-07-07,8.7014
2023-07-08,8.7014
2023-07-09,8.7014
2023-07-10,8.8219
2023-07-11,8.9819
2023-07-12,9.0298
2023-07-13,8.9565
2023-07-14,8.8515
2023-07-15,8.8515
2023-07-16,8.8515
2023-07-17,9.0453
2023-07-18,9.1517
2023-07-19,9.2898
2023-07-20,9.3969
2023-07-21,9.1982
2023-07-22,9.1982
2023-07-23,9.1982
2023-07-24,9.2257
2023-07-25,9.0975
2023-07-26,9.0552
2023-07-27,9.1257
2023-07-28,9.338
2023-07-29,9.338
2023-07-30,9.338
2023-07-31,9.392
2023-08-01,9.2635
2023-08-02,9.2759
2023-08-03,9.1935
2023-08-04,9.2562
2023-08-05,9.2562
2023-08-06,9.2562
2023-08-07,9.3591
2023-08-08,9.2686
2023-08-09,9.2781
2023-08-10,9.281
2023-08-11,9.1789
2023-08-12,9.1789
2023-08-13,9.1789
2023-08-14,9.0876
2023-08-15,9.0986
2023-08-16,8.9672
2023-08-17,8.9504
2023-08-18,8.9636
2023-08-19,8.9636
2023-08-20,8.9636
2023-08-21,8.9059
2023-08-22,9.0599
2023-08-23,8.9803
2023-08-24,8.8285
2023-08-25,8.9263
2023-08-26,8.9263
2023-08-27,8.9263
2023-08-28,8.9621
2023-08-29,9.0219
2023-08-30,8.9168
2023-08-31,8.8913
2023-09-01,8.9241
2023-09-02,8.9241
2023-09-03,8.9241
2023-09-04,8.9241
2023-09-05,8.6536
2023-09-06,8.4433
2023-09-07,8.5274
2023-09-08,8.4353
2023-09-09,8.4353
2023-09-10,8.4353
2023-09-11,8.4346
2023-09-12,8.2207
2023-09-13,8.2729
2023-09-14,8.4919
2023-09-15,8.613
2023-09-16,8.613
2023-09-17,8.613
2023-09-18,8.497
2023-09-19,8.6268
2023-09-20,8.6094
2023-09-21,8.4716
2023-09-22,8.3345
2023-09-23,8.3345
2023-09-24,8.3345
2023-09-25,8.3396
2023-09-26,8.275
2023-09-27,8.3331
2023-09-28,8.5405
2023-09-29,8.4919
2023-09-30,8.4919
2023-10-01,8.4919
2023-10-02,8.5477
2023-10-03,8.3447
2023-10-04,8.3932
2023-10-05,8.3251
2023-10-06,8.3041
2023-10-07,8.3041
2023-10-08,8.3041
2023-10-09,8.2315
2023-10-10,8.328
2023-10-11,8.2685
2023-10-12,8.1496
2023-10-13,8.0386
2023-10-14,8.0386
2023-10-15,8.0386
2023-10-16,8.2605
2023-10-17,8.4041
2023-10-18,8.3737
2023-10-19,8.1191
2023-10-20,7.9988
2023-10-21,7.9988
2023-10-22,7.9988
2023-10-23,8.0075
2023-10-24,7.9436
2023-10-25,7.9647
2023-10-26,7.903
2023-10-27,8.3517
2023-10-28,8.3517
2023-10-29,8.3517
2023-10-30,8.3339
2023-10-31,8.236
2023-11-01,8.1897
2023-11-02,8.3548
2023-11-03,8.5591
2023-11-04,8.5591
2023-11-05,8.5591
2023-11-06,8.408
2023-11-07,8.3417
2023-11-08,8.3625
2023-11-09,8.2399
2023-11-10,8.3463
2023-11-11,8.3463
2023-11-12,8.3463
2023-11-13,8.256
2023-11-14,8.6833
2023-11-15,8.9517
2023-11-16,8.8291
2023-11-17,9.0172
2023-11-18,9.0172
2023-11-19,9.0172
2023-11-20,9.0805
2023-11-21,8.9285
2023-11-22,8.9324
2023-11-23,8.9324
2023-11-24,9.018
2023-11-25,9.018
2023-11-26,9.018
2023-11-27,9.065
2023-11-28,8.9424
2023-11-29,8.8136
2023-11-30,8.701
2023-12-01,8.9501
2023-12-02,8.9501
2023-12-03,8.9501
2023-12-04,8.8537
2023-12-05,8.5067
2023-12-06,8.7743
2023-12-07,9.0488
2023-12-08,8.9153
2023-12-09,8.9153
2023-12-10,8.9153
2023-12-11,9.1861
2023-12-12,9.1328
2023-12-13,9.2725
2023-12-14,9.6073
2023-12-15,9.5
2023-12-16,9.5
2023-12-17,9.5
2023-12-18,9.4754
2023-12-19,9.5818
2023-12-20,9.5124
2023-12-21,9.5247
2023-12-22,9.6034
2023-12-23,9.6034
2023-12-24,9.6034
2023-12-25,9.6034
2023-12-26,9.6906
2023-12-27,9.6605
2023-12-28,9.6674
2023-12-29,9.4414
2023-12-30,9.4414
2023-12-31,9.4414
2024-01-01,9.4414
2024-01-02,9.443
2024-01-03,9.1652
2024-01-04,9.257
2024-01-05,9.2054
2024-01-06,9.2054
2024-01-07,9.2054
2024-01-08,9.419
2024-01-09,9.2609
2024-01-10,9.2108
2024-01-11,9.1814
2024-01-12,9.1051
2024-01-13,9.1051
2024-01-14,9.1051
2024-01-15,9.1051
2024-01-16,9.166
2024-01-17,9.1429
2024-01-18,9.1514
2024-01-19,9.1915
2024-01-20,9.1915
2024-01-21,9.1915
2024-01-22,9.2756
2024-01-23,9.1382
2024-01-24,9.0642
2024-01-25,9.1652
2024-01-26,9.1768
2024-01-27,9.1768
2024-01-28,9.1768
2024-01-29,9.3689
2024-01-30,9.3141
2024-01-31,9.0503
2024-02-01,9.21
2024-02-02,22.6283
2024-02-03,22.6283
2024-02-04,22.6283
2024-02-05,22.5724
2024-02-06,22.445
2024-02-07,22.3158
2024-02-08,22.7229
2024-02-09,23.0277
2024-02-10,23.0277
2024-02-11,23.0277
2024-02-12,23.4754
2024-02-13,22.5627
2024-02-14,23.1705
2024-02-15,23.2959
2024-02-16,23.2979
2024-02-17,23.2979
2024-02-18,23.2979
2024-02-19,23.2979
2024-02-20,23.294
2024-02-21,23.2284
2024-02-22,23.2766
2024-02-23,23.3731
2024-02-24,23.3731
2024-02-25,23.3731
2024-02-26,23.6143
2024-02-27,24.0098
2024-02-28,23.5294
2024-02-29,23.6374
2024-03-01,23.7436
2024-03-02,23.7436
2024-03-03,23.7436
2024-03-04,22.8695
2024-03-05,22.8715
2024-03-06,24.17
2024-03-07,24.2568
2024-03-08,24.4748
2024-03-09,24.4748
2024-03-10,24.4748
2024-03-11,24.3185
2024-03-12,24.5829
2024-03-13,24.6099
2024-03-14,24.2954
2024-03-15,24.5424
2024-03-16,24.5424
2024-03-17,24.5424
2024-03-18,24.06
2024-03-19,24.6485
2024-03-20,25.401
2024-03-21,25.6402
2024-03-22,25.2485
2024-03-23,25.2485
2024-03-24,25.2485
2024-03-25,25.2157
2024-03-26,24.936
2024-03-27,25.7753
2024-03-28,25.7618
2024-03-29,25.7618
2024-03-30,25.7618
2024-03-31,25.7618
2024-04-01,24.9724
2024-04-02,24.4435
2024-04-03,24.266
2024-04-04,24.2949
2024-04-05,24.4474
2024-04-06,24.4474
2024-04-07,24.4474
2024-04-08,25.011
