,HCC US Equity
2023-03-15,1.5623
2023-03-16,1.5733
2023-03-17,1.5222
2023-03-18,1.5222
2023-03-19,1.5222
2023-03-20,1.5416
2023-03-21,1.5733
2023-03-22,1.5558
2023-03-23,1.5345
2023-03-24,1.6109
2023-03-25,1.6109
2023-03-26,1.6109
2023-03-27,1.6381
2023-03-28,1.7152
2023-03-29,1.6718
2023-03-30,1.6841
2023-03-31,1.6506
2023-04-01,1.6506
2023-04-02,1.6506
2023-04-03,1.6991
2023-04-04,1.6084
2023-04-05,1.5964
2023-04-06,1.5624
2023-04-07,1.5624
2023-04-08,1.5624
2023-04-09,1.5624
2023-04-10,1.5674
2023-04-11,1.6311
2023-04-12,1.7224
2023-04-13,1.7728
2023-04-14,1.7212
2023-04-15,1.7212
2023-04-16,1.7212
2023-04-17,1.7375
2023-04-18,1.7898
2023-04-19,1.7791
2023-04-20,1.7186
2023-04-21,1.638
2023-04-22,1.638
2023-04-23,1.638
2023-04-24,1.6519
2023-04-25,1.5265
2023-04-26,1.5303
2023-04-27,1.4918
2023-04-28,1.5158
2023-04-29,1.5158
2023-04-30,1.5158
2023-05-01,1.4433
2023-05-02,1.4503
2023-05-03,1.4567
2023-05-04,1.5898
2023-05-05,1.7822
2023-05-06,1.7822
2023-05-07,1.7822
2023-05-08,1.7614
2023-05-09,1.8219
2023-05-10,1.8131
2023-05-11,1.7046
2023-05-12,1.6825
2023-05-13,1.6825
2023-05-14,1.6825
2023-05-15,1.6794
2023-05-16,1.5917
2023-05-17,1.6087
2023-05-18,1.5646
2023-05-19,1.5431
2023-05-20,1.5431
2023-05-21,1.5431
2023-05-22,1.5841
2023-05-23,1.5438
2023-05-24,1.487
2023-05-25,1.4523
2023-05-26,1.446
2023-05-27,1.446
2023-05-28,1.446
2023-05-29,1.446
2023-05-30,1.4088
2023-05-31,1.4056
2023-06-01,1.4447
2023-06-02,1.5482
2023-06-03,1.5482
2023-06-04,1.5482
2023-06-05,1.5305
2023-06-06,1.5709
2023-06-07,1.6327
2023-06-08,1.5898
2023-06-09,1.6024
2023-06-10,1.6024
2023-06-11,1.6024
2023-06-12,1.5721
2023-06-13,1.5595
2023-06-14,1.533
2023-06-15,1.615
2023-06-16,1.6018
2023-06-17,1.6018
2023-06-18,1.6018
2023-06-19,1.6018
2023-06-20,1.7204
2023-06-21,1.7614
2023-06-22,1.7267
2023-06-23,1.6529
2023-06-24,1.6529
2023-06-25,1.6529
2023-06-26,1.6958
2023-06-27,1.7538
2023-06-28,1.7387
2023-06-29,1.786
2023-06-30,2.7909
2023-07-01,2.7909
2023-07-02,2.7909
2023-07-03,2.8532
2023-07-04,2.8532
2023-07-05,2.8714
2023-07-06,2.7717
2023-07-07,2.8676
2023-07-08,2.8676
2023-07-09,2.8676
2023-07-10,2.9232
2023-07-11,2.9337
2023-07-12,2.857
2023-07-13,2.8043
2023-07-14,2.7074
2023-07-15,2.7074
2023-07-16,2.7074
2023-07-17,2.764
2023-07-18,2.8263
2023-07-19,2.8187
2023-07-20,2.9328
2023-07-21,2.9567
2023-07-22,2.9567
2023-07-23,2.9567
2023-07-24,3.0785
2023-07-25,3.1217
2023-07-26,3.1284
2023-07-27,3.1274
2023-07-28,3.1294
2023-07-29,3.1294
2023-07-30,3.1294
2023-07-31,3.2991
2023-08-01,3.3518
2023-08-02,3.2103
2023-08-03,2.7239
2023-08-04,2.863
2023-08-05,2.863
2023-08-06,2.863
2023-08-07,2.981
2023-08-08,2.8956
2023-08-09,2.934
2023-08-10,2.9541
2023-08-11,2.9359
2023-08-12,2.9359
2023-08-13,2.9359
2023-08-14,2.9676
2023-08-15,2.8112
2023-08-16,2.864
2023-08-17,2.8668
2023-08-18,2.8227
2023-08-19,2.8227
2023-08-20,2.8227
2023-08-21,2.8572
2023-08-22,2.8774
2023-08-23,2.8572
2023-08-24,2.8237
2023-08-25,2.768
2023-08-26,2.768
2023-08-27,2.768
2023-08-28,2.8438
2023-08-29,2.8927
2023-08-30,2.8217
2023-08-31,2.8515
2023-09-01,3.0108
2023-09-02,3.0108
2023-09-03,3.0108
2023-09-04,3.0108
2023-09-05,3.0453
2023-09-06,3.0674
2023-09-07,3.052
2023-09-08,3.1393
2023-09-09,3.1393
2023-09-10,3.1393
2023-09-11,3.1499
2023-09-12,3.2487
2023-09-13,3.3303
2023-09-14,3.5817
2023-09-15,3.5884
2023-09-16,3.5884
2023-09-17,3.5884
2023-09-18,3.6383
2023-09-19,3.4646
2023-09-20,3.4233
2023-09-21,3.5039
2023-09-22,3.4444
2023-09-23,3.4444
2023-09-24,3.4444
2023-09-25,3.5471
2023-09-26,3.5653
2023-09-27,3.9357
2023-09-28,3.9549
2023-09-29,4.0684
2023-09-30,4.0684
2023-10-01,4.0684
2023-10-02,3.9526
2023-10-03,3.9209
2023-10-04,3.8912
2023-10-05,3.9278
2023-10-06,3.9753
2023-10-07,3.9753
2023-10-08,3.9753
2023-10-09,4.1228
2023-10-10,4.108
2023-10-11,4.0139
2023-10-12,3.8575
2023-10-13,3.7862
2023-10-14,3.7862
2023-10-15,3.7862
2023-10-16,3.7476
2023-10-17,3.9149
2023-10-18,3.8447
2023-10-19,3.7387
2023-10-20,3.6328
2023-10-21,3.6328
2023-10-22,3.6328
2023-10-23,3.6665
2023-10-24,3.6932
2023-10-25,3.6991
2023-10-26,3.6942
2023-10-27,3.7763
2023-10-28,3.7763
2023-10-29,3.7763
2023-10-30,3.7348
2023-10-31,3.8357
2023-11-01,3.9309
2023-11-02,3.8289
2023-11-03,3.8992
2023-11-04,3.8992
2023-11-05,3.8992
2023-11-06,3.8695
2023-11-07,3.5883
2023-11-08,3.526
2023-11-09,3.5992
2023-11-10,3.7012
2023-11-11,3.7012
2023-11-12,3.7012
2023-11-13,3.6339
2023-11-14,3.9596
2023-11-15,3.9467
2023-11-16,4.0566
2023-11-17,4.3377
2023-11-18,4.3377
2023-11-19,4.3377
2023-11-20,4.2892
2023-11-21,4.3823
2023-11-22,4.4555
2023-11-23,4.4555
2023-11-24,4.4872
2023-11-25,4.4872
2023-11-26,4.4872
2023-11-27,4.605
2023-11-28,4.4704
2023-11-29,4.413
2023-11-30,4.5526
2023-12-01,4.7892
2023-12-02,4.7892
2023-12-03,4.7892
2023-12-04,4.6753
2023-12-05,4.6882
2023-12-06,4.7664
2023-12-07,4.7951
2023-12-08,4.7674
2023-12-09,4.7674
2023-12-10,4.7674
2023-12-11,4.6595
2023-12-12,4.5248
2023-12-13,4.5605
2023-12-14,4.5516
2023-12-15,4.6308
2023-12-16,4.6308
2023-12-17,4.6308
2023-12-18,4.7218
2023-12-19,5.0218
2023-12-20,5.0228
2023-12-21,5.0911
2023-12-22,5.1297
2023-12-23,5.1297
2023-12-24,5.1297
2023-12-25,5.1297
2023-12-26,5.1149
2023-12-27,5.1772
2023-12-28,5.0951
2023-12-29,4.7979
2023-12-30,4.7979
2023-12-31,4.7979
2024-01-01,4.7979
2024-01-02,4.7921
2024-01-03,4.9295
2024-01-04,5.2552
2024-01-05,5.1957
2024-01-06,5.1957
2024-01-07,5.1957
2024-01-08,5.0621
2024-01-09,5.188
2024-01-10,5.0487
2024-01-11,5.0074
2024-01-12,5.0439
2024-01-13,5.0439
2024-01-14,5.0439
2024-01-15,5.0439
2024-01-16,4.8267
2024-01-17,5.015
2024-01-18,5.4215
2024-01-19,5.6626
2024-01-20,5.6626
2024-01-21,5.6626
2024-01-22,5.5492
2024-01-23,5.4359
2024-01-24,5.2994
2024-01-25,5.0929
2024-01-26,5.1678
2024-01-27,5.1678
2024-01-28,5.1678
2024-01-29,5.2014
2024-01-30,5.2072
2024-01-31,5.1054
2024-02-01,5.1371
2024-02-02,5.066
2024-02-03,5.066
2024-02-04,5.066
2024-02-05,4.7941
2024-02-06,4.6624
2024-02-07,4.6912
2024-02-08,4.7422
2024-02-09,4.6182
2024-02-10,4.6182
2024-02-11,4.6182
2024-02-12,4.7374
2024-02-13,4.6624
2024-02-14,4.8062
2024-02-15,4.6141
2024-02-16,4.5099
2024-02-17,4.5099
2024-02-18,4.5099
2024-02-19,4.5099
2024-02-20,4.3139
2024-02-21,4.4172
2024-02-22,4.4973
2024-02-23,4.5234
2024-02-24,4.5234
2024-02-25,4.5234
2024-02-26,4.6199
2024-02-27,4.6884
2024-02-28,4.4481
2024-02-29,4.4384
2024-03-01,4.4934
2024-03-02,4.4934
2024-03-03,4.4934
2024-03-04,4.6459
2024-03-05,4.6112
2024-03-06,4.7376
2024-03-07,4.8592
2024-03-08,4.8226
2024-03-09,4.8226
2024-03-10,4.8226
2024-03-11,4.4394
2024-03-12,4.228
2024-03-13,4.1373
2024-03-14,4.0581
2024-03-15,4.1286
2024-03-16,4.1286
2024-03-17,4.1286
2024-03-18,4.1508
2024-03-19,4.3168
2024-03-20,4.3052
2024-03-21,4.3911
2024-03-22,4.3969
2024-03-23,4.3969
2024-03-24,4.3969
2024-03-25,4.5321
2024-03-26,4.6797
2024-03-27,4.9307
2024-03-28,4.7984
2024-03-29,4.7984
2024-03-30,4.7984
2024-03-31,4.7984
2024-04-01,4.7869
2024-04-02,4.5784
2024-04-03,4.6382
2024-04-04,4.3786
2024-04-05,4.3911
2024-04-06,4.3911
2024-04-07,4.3911
2024-04-08,4.5861
