,BWA US Equity
2023-03-19,12.2714
2023-03-20,12.3164
2023-03-21,12.5555
2023-03-22,12.438
2023-03-23,12.4359
2023-03-24,12.5899
2023-03-25,12.5899
2023-03-26,12.5899
2023-03-27,12.6
2023-03-28,12.6487
2023-03-29,12.7439
2023-03-30,12.758
2023-03-31,13.0597
2023-04-01,13.0597
2023-04-02,13.0597
2023-04-03,12.9758
2023-04-04,12.7158
2023-04-05,12.5049
2023-04-06,12.4353
2023-04-07,12.4353
2023-04-08,12.4353
2023-04-09,12.4353
2023-04-10,12.6114
2023-04-11,12.7711
2023-04-12,12.8468
2023-04-13,12.857
2023-04-14,12.9819
2023-04-15,12.9819
2023-04-16,12.9819
2023-04-17,12.9103
2023-04-18,12.9307
2023-04-19,12.9983
2023-04-20,13.0106
2023-04-21,13.0331
2023-04-22,13.0331
2023-04-23,13.0331
2023-04-24,13.07
2023-04-25,12.9041
2023-04-26,12.8714
2023-04-27,12.7588
2023-04-28,12.8591
2023-04-29,12.8591
2023-04-30,12.8591
2023-05-01,12.7936
2023-05-02,12.6892
2023-05-03,12.5172
2023-05-04,11.79
2023-05-05,12.1615
2023-05-06,12.1615
2023-05-07,12.1615
2023-05-08,12.2477
2023-05-09,12.1409
2023-05-10,12.0999
2023-05-11,12.1676
2023-05-12,12.0589
2023-05-13,12.0589
2023-05-14,12.0589
2023-05-15,12.1471
2023-05-16,11.9562
2023-05-17,12.1204
2023-05-18,12.2374
2023-05-19,12.4775
2023-05-20,12.4775
2023-05-21,12.4775
2023-05-22,12.7833
2023-05-23,12.5966
2023-05-24,12.4878
2023-05-25,12.6232
2023-05-26,12.6869
2023-05-27,12.6869
2023-05-28,12.6869
2023-05-29,12.6869
2023-05-30,12.5925
2023-05-31,12.104
2023-06-01,12.2969
2023-06-02,12.7915
2023-06-03,12.7915
2023-06-04,12.7915
2023-06-05,12.6417
2023-06-06,12.6458
2023-06-07,12.5966
2023-06-08,12.3811
2023-06-09,12.416
2023-06-10,12.416
2023-06-11,12.416
2023-06-12,12.4016
2023-06-13,12.5863
2023-06-14,12.8162
2023-06-15,12.9147
2023-06-16,12.9803
2023-06-17,12.9803
2023-06-18,12.9803
2023-06-19,12.9803
2023-06-20,12.5268
2023-06-21,12.5104
2023-06-22,12.4283
2023-06-23,12.2887
2023-06-24,12.2887
2023-06-25,12.2887
2023-06-26,12.2908
2023-06-27,12.5186
2023-06-28,12.7977
2023-06-29,12.8962
2023-06-30,11.9746
2023-07-01,11.9746
2023-07-02,11.9746
2023-07-03,12.1635
2023-07-04,12.1635
2023-07-05,10.9028
2023-07-06,11.2227
2023-07-07,11.2339
2023-07-08,11.2339
2023-07-09,11.2339
2023-07-10,11.2077
2023-07-11,11.3499
2023-07-12,11.5051
2023-07-13,11.608
2023-07-14,11.3592
2023-07-15,11.3592
2023-07-16,11.3592
2023-07-17,11.3181
2023-07-18,11.3648
2023-07-19,11.4172
2023-07-20,11.4565
2023-07-21,11.4565
2023-07-22,11.4565
2023-07-23,11.4565
2023-07-24,11.4584
2023-07-25,11.4303
2023-07-26,11.5051
2023-07-27,11.3873
2023-07-28,11.4696
2023-07-29,11.4696
2023-07-30,11.4696
2023-07-31,11.5238
2023-08-01,11.5182
2023-08-02,10.8891
2023-08-03,10.5927
2023-08-04,10.8028
2023-08-05,10.8028
2023-08-06,10.8028
2023-08-07,10.7784
2023-08-08,10.6883
2023-08-09,10.7671
2023-08-10,10.6058
2023-08-11,10.4726
2023-08-12,10.4726
2023-08-13,10.4726
2023-08-14,10.572
2023-08-15,10.4726
2023-08-16,10.3019
2023-08-17,10.2231
2023-08-18,10.2625
2023-08-19,10.2625
2023-08-20,10.2625
2023-08-21,10.3056
2023-08-22,10.225
2023-08-23,10.3
2023-08-24,10.2719
2023-08-25,10.3113
2023-08-26,10.3113
2023-08-27,10.3113
2023-08-28,10.4013
2023-08-29,10.4688
2023-08-30,10.4595
2023-08-31,10.4707
2023-09-01,10.572
2023-09-02,10.572
2023-09-03,10.572
2023-09-04,10.572
2023-09-05,10.4332
2023-09-06,10.4238
2023-09-07,10.2831
2023-09-08,10.3357
2023-09-09,10.3357
2023-09-10,10.3357
2023-09-11,10.3619
2023-09-12,10.5814
2023-09-13,10.4069
2023-09-14,10.3938
2023-09-15,10.527
2023-09-16,10.527
2023-09-17,10.527
2023-09-18,10.4989
2023-09-19,10.5608
2023-09-20,10.5514
2023-09-21,10.3488
2023-09-22,10.4726
2023-09-23,10.4726
2023-09-24,10.4726
2023-09-25,10.5702
2023-09-26,10.3038
2023-09-27,10.2925
2023-09-28,10.4595
2023-09-29,9.8813
2023-09-30,9.8813
2023-10-01,9.8813
2023-10-02,9.7862
2023-10-03,9.6015
2023-10-04,9.6668
2023-10-05,9.5623
2023-10-06,9.7899
2023-10-07,9.7899
2023-10-08,9.7899
2023-10-09,9.7134
2023-10-10,9.7675
2023-10-11,9.8067
2023-10-12,9.6724
2023-10-13,9.5698
2023-10-14,9.5698
2023-10-15,9.5698
2023-10-16,9.7116
2023-10-17,9.7134
2023-10-18,9.5325
2023-10-19,9.4597
2023-10-20,9.553
2023-10-21,9.553
2023-10-22,9.553
2023-10-23,9.4821
2023-10-24,9.5138
2023-10-25,9.4635
2023-10-26,9.4877
2023-10-27,9.1929
2023-10-28,9.1929
2023-10-29,9.1929
2023-10-30,9.1985
2023-10-31,9.234
2023-11-01,9.2732
2023-11-02,8.3682
2023-11-03,8.5734
2023-11-04,8.5734
2023-11-05,8.5734
2023-11-06,8.4745
2023-11-07,8.4372
2023-11-08,8.3868
2023-11-09,8.3234
2023-11-10,8.3887
2023-11-11,8.3887
2023-11-12,8.3887
2023-11-13,8.4167
2023-11-14,8.6032
2023-11-15,8.717
2023-11-16,8.6592
2023-11-17,8.7711
2023-11-18,8.7711
2023-11-19,8.7711
2023-11-20,8.7898
2023-11-21,8.6965
2023-11-22,8.8066
2023-11-23,8.8066
2023-11-24,8.7562
2023-11-25,8.7562
2023-11-26,8.7562
2023-11-27,8.7319
2023-11-28,8.6331
2023-11-29,8.7226
2023-11-30,8.6349
2023-12-01,8.6834
2023-12-02,8.6834
2023-12-03,8.6834
2023-12-04,8.7525
2023-12-05,8.5025
2023-12-06,8.4558
2023-12-07,8.5137
2023-12-08,8.4876
2023-12-09,8.4876
2023-12-10,8.4876
2023-12-11,8.5566
2023-12-12,8.495
2023-12-13,8.5939
2023-12-14,9.0342
2023-12-15,8.8532
2023-12-16,8.8532
2023-12-17,8.8532
2023-12-18,8.8289
2023-12-19,8.9465
2023-12-20,8.8625
2023-12-21,9.0491
2023-12-22,9.0342
2023-12-23,9.0342
2023-12-24,9.0342
2023-12-25,9.0342
2023-12-26,9.0659
2023-12-27,9.036
2023-12-28,9.064
2023-12-29,8.6236
2023-12-30,8.6236
2023-12-31,8.6236
2024-01-01,8.6236
2024-01-02,8.6402
2024-01-03,8.2884
2024-01-04,8.3399
2024-01-05,8.4652
2024-01-06,8.4652
2024-01-07,8.4652
2024-01-08,8.4836
2024-01-09,8.2773
2024-01-10,8.2626
2024-01-11,8.2957
2024-01-12,8.0599
2024-01-13,8.0599
2024-01-14,8.0599
2024-01-15,8.0599
2024-01-16,8.1189
2024-01-17,8.0452
2024-01-18,8.0526
2024-01-19,8.0747
2024-01-20,8.0747
2024-01-21,8.0747
2024-01-22,8.1391
2024-01-23,8.1815
2024-01-24,8.1483
2024-01-25,8.2441
2024-01-26,8.3086
2024-01-27,8.3086
2024-01-28,8.3086
2024-01-29,8.3326
2024-01-30,8.3602
2024-01-31,8.2644
2024-02-01,8.3712
2024-02-02,8.2994
2024-02-03,8.2994
2024-02-04,8.2994
2024-02-05,8.187
2024-02-06,8.2957
2024-02-07,8.2515
2024-02-08,7.6885
2024-02-09,7.7461
2024-02-10,7.7461
2024-02-11,7.7461
2024-02-12,7.8397
2024-02-13,7.611
2024-02-14,7.6272
2024-02-15,7.6903
2024-02-16,7.5318
2024-02-17,7.5318
2024-02-18,7.5318
2024-02-19,7.5318
2024-02-20,7.4508
2024-02-21,7.4706
2024-02-22,7.5138
2024-02-23,7.4958
2024-02-24,7.4958
2024-02-25,7.4958
2024-02-26,7.4526
2024-02-27,7.5444
2024-02-28,7.5624
2024-02-29,7.6254
2024-03-01,7.629
2024-03-02,7.629
2024-03-03,7.629
2024-03-04,7.5714
2024-03-05,7.6596
2024-03-06,7.7713
2024-03-07,7.8325
2024-03-08,7.7893
2024-03-09,7.7893
2024-03-10,7.7893
2024-03-11,7.8055
2024-03-12,7.8793
2024-03-13,7.8667
2024-03-14,7.7875
2024-03-15,7.8333
2024-03-16,7.8333
2024-03-17,7.8333
2024-03-18,7.8243
2024-03-19,7.7718
2024-03-20,7.9419
2024-03-21,8.065
2024-03-22,8.0288
2024-03-23,8.0288
2024-03-24,8.0288
2024-03-25,8.0234
2024-03-26,8.1102
2024-03-27,8.3003
2024-03-28,8.3075
2024-03-29,8.3075
2024-03-30,8.3075
2024-03-31,8.3075
2024-04-01,8.3618
2024-04-02,8.3075
2024-04-03,8.3184
2024-04-04,8.2514
2024-04-05,8.284
2024-04-06,8.284
2024-04-07,8.284
2024-04-08,8.3781
