,NMIH US Equity
2023-03-19,5.1603
2023-03-20,5.2338
2023-03-21,5.338
2023-03-22,5.2216
2023-03-23,5.1827
2023-03-24,5.3114
2023-03-25,5.3114
2023-03-26,5.3114
2023-03-27,5.3217
2023-03-28,5.3482
2023-03-29,5.3584
2023-03-30,5.3584
2023-03-31,5.2075
2023-04-01,5.2075
2023-04-02,5.2075
2023-04-03,5.2055
2023-04-04,5.0936
2023-04-05,5.0657
2023-04-06,5.1316
2023-04-07,5.1316
2023-04-08,5.1316
2023-04-09,5.1316
2023-04-10,5.1296
2023-04-11,5.2834
2023-04-12,5.3572
2023-04-13,5.3712
2023-04-14,5.4172
2023-04-15,5.4172
2023-04-16,5.4172
2023-04-17,5.3772
2023-04-18,5.3552
2023-04-19,5.3592
2023-04-20,5.3333
2023-04-21,5.3313
2023-04-22,5.3313
2023-04-23,5.3313
2023-04-24,5.2933
2023-04-25,5.2314
2023-04-26,5.2135
2023-04-27,5.3113
2023-04-28,5.4212
2023-04-29,5.4212
2023-04-30,5.4212
2023-05-01,5.3972
2023-05-02,5.2834
2023-05-03,5.3385
2023-05-04,5.3305
2023-05-05,5.4498
2023-05-06,5.4498
2023-05-07,5.4498
2023-05-08,5.5154
2023-05-09,5.4956
2023-05-10,5.4777
2023-05-11,5.5075
2023-05-12,5.4697
2023-05-13,5.4697
2023-05-14,5.4697
2023-05-15,5.5075
2023-05-16,5.5194
2023-05-17,5.6824
2023-05-18,5.8455
2023-05-19,5.7401
2023-05-20,5.7401
2023-05-21,5.7401
2023-05-22,5.7262
2023-05-23,5.7143
2023-05-24,5.6407
2023-05-25,5.6347
2023-05-26,5.7699
2023-05-27,5.7699
2023-05-28,5.7699
2023-05-29,5.7699
2023-05-30,5.8375
2023-05-31,5.748
2023-06-01,5.7759
2023-06-02,5.9369
2023-06-03,5.9369
2023-06-04,5.9369
2023-06-05,5.7898
2023-06-06,5.9707
2023-06-07,6.0304
2023-06-08,5.9787
2023-06-09,5.9747
2023-06-10,5.9747
2023-06-11,5.9747
2023-06-12,5.927
2023-06-13,5.8693
2023-06-14,5.7938
2023-06-15,5.8017
2023-06-16,5.7858
2023-06-17,5.7858
2023-06-18,5.7858
2023-06-19,5.7858
2023-06-20,5.758
2023-06-21,5.7659
2023-06-22,5.6824
2023-06-23,5.6904
2023-06-24,5.6904
2023-06-25,5.6904
2023-06-26,5.6765
2023-06-27,5.764
2023-06-28,5.7878
2023-06-29,5.8673
2023-06-30,5.8104
2023-07-01,5.8104
2023-07-02,5.8104
2023-07-03,5.8828
2023-07-04,5.8828
2023-07-05,5.7791
2023-07-06,5.6754
2023-07-07,5.7322
2023-07-08,5.7322
2023-07-09,5.7322
2023-07-10,5.7791
2023-07-11,5.7869
2023-07-12,5.9023
2023-07-13,5.916
2023-07-14,5.918
2023-07-15,5.918
2023-07-16,5.918
2023-07-17,6.0217
2023-07-18,6.0001
2023-07-19,6.0275
2023-07-20,6.0764
2023-07-21,6.0393
2023-07-22,6.0393
2023-07-23,6.0393
2023-07-24,6.094
2023-07-25,6.1058
2023-07-26,6.1019
2023-07-27,6.0803
2023-07-28,6.0275
2023-07-29,6.0275
2023-07-30,6.0275
2023-07-31,5.9845
2023-08-01,6.0354
2023-08-02,6.2465
2023-08-03,6.403
2023-08-04,6.5016
2023-08-05,6.5016
2023-08-06,6.5016
2023-08-07,6.4726
2023-08-08,6.4533
2023-08-09,6.4784
2023-08-10,6.3856
2023-08-11,6.4224
2023-08-12,6.4224
2023-08-13,6.4224
2023-08-14,6.5074
2023-08-15,6.4262
2023-08-16,6.3083
2023-08-17,6.2252
2023-08-18,6.2407
2023-08-19,6.2407
2023-08-20,6.2407
2023-08-21,6.1847
2023-08-22,6.1576
2023-08-23,6.1808
2023-08-24,6.1905
2023-08-25,6.233
2023-08-26,6.233
2023-08-27,6.233
2023-08-28,6.2639
2023-08-29,6.26
2023-08-30,6.2465
2023-08-31,6.2909
2023-09-01,6.3567
2023-09-02,6.3567
2023-09-03,6.3567
2023-09-04,6.3567
2023-09-05,6.1924
2023-09-06,6.2581
2023-09-07,6.2639
2023-09-08,6.2581
2023-09-09,6.2581
2023-09-10,6.2581
2023-09-11,6.2136
2023-09-12,6.3064
2023-09-13,6.2001
2023-09-14,6.1924
2023-09-15,6.1866
2023-09-16,6.1866
2023-09-17,6.1866
2023-09-18,6.2639
2023-09-19,6.2446
2023-09-20,6.2194
2023-09-21,6.2156
2023-09-22,6.233
2023-09-23,6.233
2023-09-24,6.233
2023-09-25,6.2504
2023-09-26,6.1402
2023-09-27,6.1151
2023-09-28,6.1479
2023-09-29,5.6382
2023-09-30,5.6382
2023-10-01,5.6382
2023-10-02,5.5208
2023-10-03,5.4621
2023-10-04,5.5587
2023-10-05,5.6818
2023-10-06,5.572
2023-10-07,5.572
2023-10-08,5.572
2023-10-09,5.5966
2023-10-10,5.6477
2023-10-11,5.7045
2023-10-12,5.6496
2023-10-13,5.5852
2023-10-14,5.5852
2023-10-15,5.5852
2023-10-16,5.7632
2023-10-17,5.8181
2023-10-18,5.7841
2023-10-19,5.6591
2023-10-20,5.5871
2023-10-21,5.5871
2023-10-22,5.5871
2023-10-23,5.5644
2023-10-24,5.5966
2023-10-25,5.6269
2023-10-26,5.6363
2023-10-27,5.5814
2023-10-28,5.5814
2023-10-29,5.5814
2023-10-30,5.6042
2023-10-31,5.6875
2023-11-01,5.7254
2023-11-02,5.7258
2023-11-03,5.946
2023-11-04,5.946
2023-11-05,5.946
2023-11-06,5.8993
2023-11-07,5.7799
2023-11-08,5.7538
2023-11-09,5.722
2023-11-10,5.7986
2023-11-11,5.7986
2023-11-12,5.7986
2023-11-13,5.7986
2023-11-14,5.9068
2023-11-15,5.8527
2023-11-16,5.6399
2023-11-17,5.6773
2023-11-18,5.6773
2023-11-19,5.6773
2023-11-20,5.6885
2023-11-21,5.5951
2023-11-22,5.625
2023-11-23,5.625
2023-11-24,5.6455
2023-11-25,5.6455
2023-11-26,5.6455
2023-11-27,5.5989
2023-11-28,5.5858
2023-11-29,5.5895
2023-11-30,5.6399
2023-12-01,5.6679
2023-12-02,5.6679
2023-12-03,5.6679
2023-12-04,5.6866
2023-12-05,5.6007
2023-12-06,5.6213
2023-12-07,5.6605
2023-12-08,5.7519
2023-12-09,5.7519
2023-12-10,5.7519
2023-12-11,5.7743
2023-12-12,5.7706
2023-12-13,5.9348
2023-12-14,6.0113
2023-12-15,5.8751
2023-12-16,5.8751
2023-12-17,5.8751
2023-12-18,5.8583
2023-12-19,5.9964
2023-12-20,5.9908
2023-12-21,6.1083
2023-12-22,6.1027
2023-12-23,6.1027
2023-12-24,6.1027
2023-12-25,6.1027
2023-12-26,6.127
2023-12-27,6.1289
2023-12-28,6.0971
2023-12-29,6.1108
2023-12-30,6.1108
2023-12-31,6.1108
2024-01-01,6.1108
2024-01-02,6.1071
2024-01-03,6.0597
2024-01-04,6.1089
2024-01-05,6.0798
2024-01-06,6.0798
2024-01-07,6.0798
2024-01-08,6.1363
2024-01-09,6.0105
2024-01-10,6.0124
2024-01-11,6.0324
2024-01-12,6.0925
2024-01-13,6.0925
2024-01-14,6.0925
2024-01-15,6.0925
2024-01-16,6.047
2024-01-17,6.0269
2024-01-18,6.0998
2024-01-19,6.18
2024-01-20,6.18
2024-01-21,6.18
2024-01-22,6.231
2024-01-23,6.1855
2024-01-24,6.3112
2024-01-25,6.4042
2024-01-26,6.437
2024-01-27,6.437
2024-01-28,6.437
2024-01-29,6.5299
2024-01-30,6.5809
2024-01-31,6.519
2024-02-01,6.5117
2024-02-02,6.4023
2024-02-03,6.4023
2024-02-04,6.4023
2024-02-05,6.2711
2024-02-06,6.2784
2024-02-07,6.1673
2024-02-08,6.1563
2024-02-09,6.2037
2024-02-10,6.2037
2024-02-11,6.2037
2024-02-12,6.2456
2024-02-13,6.1272
2024-02-14,6.2219
2024-02-15,6.1155
2024-02-16,5.9828
2024-02-17,5.9828
2024-02-18,5.9828
2024-02-19,5.9828
2024-02-20,5.9628
2024-02-21,6.0556
2024-02-22,6.0047
2024-02-23,6.0774
2024-02-24,6.0774
2024-02-25,6.0774
2024-02-26,6.0265
2024-02-27,6.0846
2024-02-28,6.2101
2024-02-29,6.1701
2024-03-01,6.1646
2024-03-02,6.1646
2024-03-03,6.1646
2024-03-04,6.0719
2024-03-05,6.081
2024-03-06,6.0646
2024-03-07,6.0283
2024-03-08,6.0228
2024-03-09,6.0228
2024-03-10,6.0228
2024-03-11,6.2228
2024-03-12,6.1792
2024-03-13,6.1719
2024-03-14,6.1374
2024-03-15,6.1574
2024-03-16,6.1574
2024-03-17,6.1574
2024-03-18,6.0701
2024-03-19,6.1755
2024-03-20,6.3373
2024-03-21,6.3937
2024-03-22,6.3046
2024-03-23,6.3046
2024-03-24,6.3046
2024-03-25,6.3682
2024-03-26,6.3846
2024-03-27,6.5391
2024-03-28,6.5809
2024-03-29,6.5809
2024-03-30,6.5809
2024-03-31,6.5809
2024-04-01,6.4737
2024-04-02,6.4409
2024-04-03,6.4918
2024-04-04,6.2955
2024-04-05,6.3428
2024-04-06,6.3428
2024-04-07,6.3428
2024-04-08,6.37
