,JWN US Equity
2023-03-16,14.4249
2023-03-17,14.2045
2023-03-18,14.2045
2023-03-19,14.2045
2023-03-20,14.0461
2023-03-21,14.1632
2023-03-22,14.053
2023-03-23,13.7947
2023-03-24,13.805
2023-03-25,13.805
2023-03-26,13.805
2023-03-27,13.7981
2023-03-28,13.8498
2023-03-29,13.8808
2023-03-30,13.8636
2023-03-31,14.1046
2023-04-01,14.1046
2023-04-02,14.1046
2023-04-03,14.1976
2023-04-04,14.1115
2023-04-05,14.0048
2023-04-06,14.0392
2023-04-07,14.0392
2023-04-08,14.0392
2023-04-09,14.0392
2023-04-10,14.2321
2023-04-11,14.2872
2023-04-12,13.9393
2023-04-13,14.1287
2023-04-14,14.1081
2023-04-15,14.1081
2023-04-16,14.1081
2023-04-17,14.4026
2023-04-18,14.4338
2023-04-19,14.4234
2023-04-20,14.2464
2023-04-21,14.1145
2023-04-22,14.1145
2023-04-23,14.1145
2023-04-24,14.1388
2023-04-25,13.7812
2023-04-26,13.8367
2023-04-27,13.8402
2023-04-28,48.3204
2023-04-29,48.3204
2023-04-30,48.3204
2023-05-01,48.0412
2023-05-02,47.6164
2023-05-03,47.3737
2023-05-04,46.694
2023-05-05,48.1019
2023-05-06,48.1019
2023-05-07,48.1019
2023-05-08,48.1019
2023-05-09,47.8349
2023-05-10,47.8592
2023-05-11,47.9199
2023-05-12,47.4951
2023-05-13,47.4951
2023-05-14,47.4951
2023-05-15,47.8228
2023-05-16,47.1552
2023-05-17,48.3568
2023-05-18,49.0608
2023-05-19,48.2961
2023-05-20,48.2961
2023-05-21,48.2961
2023-05-22,48.9515
2023-05-23,48.6966
2023-05-24,49.1579
2023-05-25,48.2476
2023-05-26,49.0001
2023-05-27,49.0001
2023-05-28,49.0001
2023-05-29,49.0001
2023-05-30,49.3399
2023-05-31,48.1262
2023-06-01,48.9972
2023-06-02,50.7932
2023-06-03,50.7932
2023-06-04,50.7932
2023-06-05,50.6597
2023-06-06,52.0189
2023-06-07,53.1369
2023-06-08,53.0883
2023-06-09,53.5255
2023-06-10,53.5255
2023-06-11,53.5255
2023-06-12,54.0962
2023-06-13,53.6833
2023-06-14,53.1005
2023-06-15,53.0762
2023-06-16,52.6998
2023-06-17,52.6998
2023-06-18,52.6998
2023-06-19,52.6998
2023-06-20,52.5419
2023-06-21,51.9834
2023-06-22,51.5948
2023-06-23,51.6191
2023-06-24,51.6191
2023-06-25,51.6191
2023-06-26,51.7163
2023-06-27,52.9912
2023-06-28,53.1491
2023-06-29,54.0597
2023-06-30,54.4119
2023-07-01,54.4119
2023-07-02,54.4119
2023-07-03,54.6061
2023-07-04,54.6061
2023-07-05,53.9019
2023-07-06,53.0155
2023-07-07,53.0641
2023-07-08,53.0641
2023-07-09,53.0641
2023-07-10,53.0398
2023-07-11,54.4119
2023-07-12,53.8897
2023-07-13,53.8169
2023-07-14,53.6348
2023-07-15,53.6348
2023-07-16,53.6348
2023-07-17,53.8412
2023-07-18,54.509
2023-07-19,54.6911
2023-07-20,54.3147
2023-07-21,54.7154
2023-07-22,54.7154
2023-07-23,54.7154
2023-07-24,55.8811
2023-07-25,55.8204
2023-07-26,56.3182
2023-07-27,56.6825
2023-07-28,59.3112
2023-07-29,59.3112
2023-07-30,59.3112
2023-07-31,59.5213
2023-08-01,59.7708
2023-08-02,59.587
2023-08-03,59.3112
2023-08-04,58.983
2023-08-05,58.983
2023-08-06,58.983
2023-08-07,58.2084
2023-08-08,58.5629
2023-08-09,57.9195
2023-08-10,57.6044
2023-08-11,57.158
2023-08-12,57.158
2023-08-13,57.158
2023-08-14,56.2258
2023-08-15,55.1098
2023-08-16,54.7947
2023-08-17,54.1513
2023-08-18,54.2695
2023-08-19,54.2695
2023-08-20,54.2695
2023-08-21,54.217
2023-08-22,51.7617
2023-08-23,52.2738
2023-08-24,51.291
2023-08-25,49.582
2023-08-26,49.582
2023-08-27,49.582
2023-08-28,49.6083
2023-08-29,49.7792
2023-08-30,49.8055
2023-08-31,50.5022
2023-09-01,50.3022
2023-09-02,50.3022
2023-09-03,50.3022
2023-09-04,50.3022
2023-09-05,49.2769
2023-09-06,48.7643
2023-09-07,48.4488
2023-09-08,48.4225
2023-09-09,48.4225
2023-09-10,48.4225
2023-09-11,47.7916
2023-09-12,47.9625
2023-09-13,48.2385
2023-09-14,48.6986
2023-09-15,48.5408
2023-09-16,48.5408
2023-09-17,48.5408
2023-09-18,48.2779
2023-09-19,48.2911
2023-09-20,48.1596
2023-09-21,47.9099
2023-09-22,47.7522
2023-09-23,47.7522
2023-09-24,47.7522
2023-09-25,48.0019
2023-09-26,47.7785
2023-09-27,47.739
2023-09-28,48.1991
2023-09-29,48.8169
2023-09-30,48.8169
2023-10-01,48.8169
2023-10-02,49.0403
2023-10-03,48.2779
2023-10-04,48.5014
2023-10-05,47.8836
2023-10-06,47.8442
2023-10-07,47.8442
2023-10-08,47.8442
2023-10-09,47.5813
2023-10-10,48.0413
2023-10-11,48.5277
2023-10-12,48.0413
2023-10-13,47.6602
2023-10-14,47.6602
2023-10-15,47.6602
2023-10-16,47.739
2023-10-17,48.2779
2023-10-18,47.6207
2023-10-19,47.2132
2023-10-20,47.0818
2023-10-21,47.0818
2023-10-22,47.0818
2023-10-23,47.1344
2023-10-24,47.5944
2023-10-25,47.7127
2023-10-26,47.831
2023-10-27,28.5769
2023-10-28,28.5769
2023-10-29,28.5769
2023-10-30,28.5696
2023-10-31,28.7444
2023-11-01,28.8173
2023-11-02,29.1741
2023-11-03,29.3416
2023-11-04,29.3416
2023-11-05,29.3416
2023-11-06,28.9993
2023-11-07,28.8537
2023-11-08,28.8318
2023-11-09,28.3657
2023-11-10,28.4094
2023-11-11,28.4094
2023-11-12,28.4094
2023-11-13,28.089
2023-11-14,28.992
2023-11-15,29.5892
2023-11-16,29.0867
2023-11-17,29.5528
2023-11-18,29.5528
2023-11-19,29.5528
2023-11-20,29.6111
2023-11-21,29.4562
2023-11-22,28.9517
2023-11-23,28.9517
2023-11-24,29.5658
2023-11-25,29.5658
2023-11-26,29.5658
2023-11-27,29.6463
2023-11-28,29.7778
2023-11-29,29.8948
2023-11-30,29.9825
2023-12-01,30.4017
2023-12-02,30.4017
2023-12-03,30.4017
2023-12-04,30.504
2023-12-05,29.8679
2023-12-06,29.6704
2023-12-07,30.2262
2023-12-08,30.5187
2023-12-09,30.5187
2023-12-10,30.5187
2023-12-11,31.3742
2023-12-12,30.7673
2023-12-13,31.2133
2023-12-14,31.7764
2023-12-15,31.4034
2023-12-16,31.4034
2023-12-17,31.4034
2023-12-18,31.8422
2023-12-19,32.0104
2023-12-20,31.7398
2023-12-21,32.0396
2023-12-22,32.0323
2023-12-23,32.0323
2023-12-24,32.0323
2023-12-25,32.0323
2023-12-26,32.2736
2023-12-27,32.3906
2023-12-28,32.354
2023-12-29,32.0542
2023-12-30,32.0542
2023-12-31,32.0542
2024-01-01,32.0542
2024-01-02,31.9372
2024-01-03,30.9208
2024-01-04,31.1475
2024-01-05,31.4693
2024-01-06,31.4693
2024-01-07,31.4693
2024-01-08,32.2005
2024-01-09,32.12
2024-01-10,32.2078
2024-01-11,31.9738
2024-01-12,31.8422
2024-01-13,31.8422
2024-01-14,31.8422
2024-01-15,31.8422
2024-01-16,31.7837
2024-01-17,31.6959
2024-01-18,31.4985
2024-01-19,31.7325
2024-01-20,31.7325
2024-01-21,31.7325
2024-01-22,32.259
2024-01-23,32.237
2024-01-24,32.3979
2024-01-25,32.8074
2024-01-26,33.0633
2024-01-27,33.0633
2024-01-28,33.0633
2024-01-29,32.61
2024-01-30,32.2517
2024-01-31,31.8349
2024-02-01,31.9153
2024-02-02,27.1699
2024-02-03,27.1699
2024-02-04,27.1699
2024-02-05,27.2543
2024-02-06,27.5595
2024-02-07,27.3712
2024-02-08,27.7932
2024-02-09,27.8192
2024-02-10,27.8192
2024-02-11,27.8192
2024-02-12,28.3776
2024-02-13,27.9036
2024-02-14,28.1309
2024-02-15,28.5724
2024-02-16,28.4556
2024-02-17,28.4556
2024-02-18,28.4556
2024-02-19,28.4556
2024-02-20,28.2737
2024-02-21,28.3452
2024-02-22,28.5984
2024-02-23,28.6439
2024-02-24,28.6439
2024-02-25,28.6439
2024-02-26,28.9101
2024-02-27,29.488
2024-02-28,29.2477
2024-02-29,29.0205
2024-03-01,28.8581
2024-03-02,28.8581
2024-03-03,28.8581
2024-03-04,28.7672
2024-03-05,28.975
2024-03-06,26.798
2024-03-07,26.3887
2024-03-08,26.4862
2024-03-09,26.4862
2024-03-10,26.4862
2024-03-11,26.7655
2024-03-12,26.9669
2024-03-13,27.0903
2024-03-14,26.837
2024-03-15,26.6356
2024-03-16,26.6356
2024-03-17,26.6356
2024-03-18,26.4862
2024-03-19,27.5896
2024-03-20,28.0598
2024-03-21,28.4973
2024-03-22,27.8377
2024-03-23,27.8377
2024-03-24,27.8377
2024-03-25,27.7529
2024-03-26,27.5635
2024-03-27,28.4124
2024-03-28,28.641
2024-03-29,28.641
2024-03-30,28.641
2024-03-31,28.641
2024-04-01,28.5691
2024-04-02,28.1316
2024-04-03,27.8247
2024-04-04,27.2892
2024-04-05,27.5896
2024-04-06,27.5896
2024-04-07,27.5896
2024-04-08,28.099
