,NAVI US Equity
2023-03-17,81.1996
2023-03-18,81.1996
2023-03-19,81.1996
2023-03-20,81.2649
2023-03-21,81.338
2023-03-22,81.2618
2023-03-23,81.2276
2023-03-24,81.2198
2023-03-25,81.2198
2023-03-26,81.2198
2023-03-27,81.2696
2023-03-28,81.2649
2023-03-29,81.3085
2023-03-30,81.2929
2023-03-31,100.3614
2023-04-01,100.3614
2023-04-02,100.3614
2023-04-03,100.3835
2023-04-04,100.3374
2023-04-05,100.3394
2023-04-06,100.3454
2023-04-07,100.3454
2023-04-08,100.3454
2023-04-09,100.3454
2023-04-10,100.3594
2023-04-11,100.3655
2023-04-12,100.3675
2023-04-13,100.3905
2023-04-14,100.4015
2023-04-15,100.4015
2023-04-16,100.4015
2023-04-17,100.4135
2023-04-18,100.3657
2023-04-19,100.4268
2023-04-20,100.3913
2023-04-21,100.411
2023-04-22,100.411
2023-04-23,100.411
2023-04-24,100.3716
2023-04-25,100.3105
2023-04-26,100.3844
2023-04-27,100.4099
2023-04-28,100.408
2023-04-29,100.408
2023-04-30,100.408
2023-05-01,100.3648
2023-05-02,100.1114
2023-05-03,100.137
2023-05-04,100.0407
2023-05-05,100.1114
2023-05-06,100.1114
2023-05-07,100.1114
2023-05-08,100.0741
2023-05-09,100.0761
2023-05-10,100.025
2023-05-11,100.0663
2023-05-12,100.0781
2023-05-13,100.0781
2023-05-14,100.0781
2023-05-15,100.1271
2023-05-16,100.1095
2023-05-17,100.192
2023-05-18,100.2136
2023-05-19,100.1743
2023-05-20,100.1743
2023-05-21,100.1743
2023-05-22,100.1429
2023-05-23,100.1723
2023-05-24,100.1311
2023-05-25,100.1507
2023-05-26,100.2136
2023-05-27,100.2136
2023-05-28,100.2136
2023-05-29,100.2136
2023-05-30,100.1704
2023-05-31,100.135
2023-06-01,100.2234
2023-06-02,100.3491
2023-06-03,100.3491
2023-06-04,100.3491
2023-06-05,100.3962
2023-06-06,100.512
2023-06-07,100.624
2023-06-08,100.6554
2023-06-09,100.7398
2023-06-10,100.7398
2023-06-11,100.7398
2023-06-12,100.8655
2023-06-13,100.9146
2023-06-14,100.8164
2023-06-15,100.8478
2023-06-16,100.7732
2023-06-17,100.7732
2023-06-18,100.7732
2023-06-19,100.7732
2023-06-20,100.7457
2023-06-21,100.7045
2023-06-22,100.7163
2023-06-23,100.6888
2023-06-24,100.6888
2023-06-25,100.6888
2023-06-26,100.7006
2023-06-27,100.787
2023-06-28,100.7791
2023-06-29,100.842
2023-06-30,126.6264
2023-07-01,126.6264
2023-07-02,126.6264
2023-07-03,126.68
2023-07-04,126.68
2023-07-05,126.6443
2023-07-06,126.527
2023-07-07,126.5398
2023-07-08,126.5398
2023-07-09,126.5398
2023-07-10,126.5806
2023-07-11,126.6927
2023-07-12,126.7488
2023-07-13,126.759
2023-07-14,126.7718
2023-07-15,126.7718
2023-07-16,126.7718
2023-07-17,126.7973
2023-07-18,126.8661
2023-07-19,126.8738
2023-07-20,126.7947
2023-07-21,126.7616
2023-07-22,126.7616
2023-07-23,126.7616
2023-07-24,126.8406
2023-07-25,126.8202
2023-07-26,126.4639
2023-07-27,126.4909
2023-07-28,126.5276
2023-07-29,126.5276
2023-07-30,126.5276
2023-07-31,126.5571
2023-08-01,126.5154
2023-08-02,126.41
2023-08-03,126.3903
2023-08-04,126.3756
2023-08-05,126.3756
2023-08-06,126.3756
2023-08-07,126.4492
2023-08-08,126.4026
2023-08-09,126.3168
2023-08-10,126.2432
2023-08-11,126.258
2023-08-12,126.258
2023-08-13,126.258
2023-08-14,126.2285
2023-08-15,126.1476
2023-08-16,126.128
2023-08-17,126.1574
2023-08-18,126.1967
2023-08-19,126.1967
2023-08-20,126.1967
2023-08-21,126.177
2023-08-22,126.1305
2023-08-23,126.1942
2023-08-24,126.2065
2023-08-25,126.1697
2023-08-26,126.1697
2023-08-27,126.1697
2023-08-28,126.1721
2023-08-29,126.2359
2023-08-30,126.2163
2023-08-31,126.2163
2023-09-01,126.3413
2023-09-02,126.3413
2023-09-03,126.3413
2023-09-04,126.3413
2023-09-05,126.2432
2023-09-06,126.1795
2023-09-07,126.0692
2023-09-08,126.0643
2023-09-09,126.0643
2023-09-10,126.0643
2023-09-11,126.1231
2023-09-12,126.1452
2023-09-13,126.1378
2023-09-14,126.2359
2023-09-15,126.2727
2023-09-16,126.2727
2023-09-17,126.2727
2023-09-18,126.0986
2023-09-19,126.0839
2023-09-20,126.0618
2023-09-21,126.0079
2023-09-22,126.0005
2023-09-23,126.0005
2023-09-24,126.0005
2023-09-25,126.0496
2023-09-26,126.0128
2023-09-27,126.0422
2023-09-28,126.1231
2023-09-29,129.3944
2023-09-30,129.3944
2023-10-01,129.3944
2023-10-02,129.3503
2023-10-03,129.2207
2023-10-04,129.257
2023-10-05,129.3711
2023-10-06,129.4463
2023-10-07,129.4463
2023-10-08,129.4463
2023-10-09,129.5344
2023-10-10,129.5215
2023-10-11,129.5292
2023-10-12,129.5578
2023-10-13,129.4152
2023-10-14,129.4152
2023-10-15,129.4152
2023-10-16,129.4696
2023-10-17,129.5111
2023-10-18,129.4333
2023-10-19,129.3685
2023-10-20,129.2933
2023-10-21,129.2933
2023-10-22,129.2933
2023-10-23,129.3529
2023-10-24,129.3659
2023-10-25,128.9757
2023-10-26,128.9494
2023-10-27,128.8779
2023-10-28,128.8779
2023-10-29,128.8779
2023-10-30,128.9155
2023-10-31,128.918
2023-11-01,128.918
2023-11-02,129.0885
2023-11-03,129.2013
2023-11-04,129.2013
2023-11-05,129.2013
2023-11-06,129.2163
2023-11-07,129.2138
2023-11-08,129.1938
2023-11-09,129.0158
2023-11-10,129.076
2023-11-11,129.076
2023-11-12,129.076
2023-11-13,129.0659
2023-11-14,129.2565
2023-11-15,129.264
2023-11-16,129.0785
2023-11-17,129.096
2023-11-18,129.096
2023-11-19,129.096
2023-11-20,129.1712
2023-11-21,129.0785
2023-11-22,129.1311
2023-11-23,129.1311
2023-11-24,129.1512
2023-11-25,129.1512
2023-11-26,129.1512
2023-11-27,129.1261
2023-11-28,129.1737
2023-11-29,129.2013
2023-11-30,129.2239
2023-12-01,129.3668
2023-12-02,129.3668
2023-12-03,129.3668
2023-12-04,129.4119
2023-12-05,129.4019
2023-12-06,129.3843
2023-12-07,129.4796
2023-12-08,129.5623
2023-12-09,129.5623
2023-12-10,129.5623
2023-12-11,129.5748
2023-12-12,129.5924
2023-12-13,129.6676
2023-12-14,129.8355
2023-12-15,129.7453
2023-12-16,129.7453
2023-12-17,129.7453
2023-12-18,129.635
2023-12-19,129.6926
2023-12-20,129.6049
2023-12-21,129.7553
2023-12-22,129.7252
2023-12-23,129.7252
2023-12-24,129.7252
2023-12-25,129.7252
2023-12-26,129.7052
2023-12-27,129.6601
2023-12-28,129.6651
2023-12-29,184.8846
2023-12-30,184.8846
2023-12-31,184.8846
2024-01-01,184.8846
2024-01-02,184.8366
2024-01-03,184.6192
2024-01-04,184.6745
2024-01-05,184.7408
2024-01-06,184.7408
2024-01-07,184.7408
2024-01-08,184.6708
2024-01-09,184.5639
2024-01-10,184.457
2024-01-11,184.4386
2024-01-12,184.4054
2024-01-13,184.4054
2024-01-14,184.4054
2024-01-15,184.4054
2024-01-16,184.3796
2024-01-17,184.2691
2024-01-18,184.2322
2024-01-19,184.3465
2024-01-20,184.3465
2024-01-21,184.3465
2024-01-22,184.4755
2024-01-23,184.4607
2024-01-24,184.5418
2024-01-25,184.5971
2024-01-26,184.7003
2024-01-27,184.7003
2024-01-28,184.7003
2024-01-29,184.7187
2024-01-30,184.6376
2024-01-31,184.1758
2024-02-01,183.9006
2024-02-02,183.8041
2024-02-03,183.8041
2024-02-04,183.8041
2024-02-05,183.7541
2024-02-06,183.7255
2024-02-07,183.6969
2024-02-08,183.7791
2024-02-09,183.8077
2024-02-10,183.8077
2024-02-11,183.8077
2024-02-12,183.9292
2024-02-13,183.7291
2024-02-14,183.8041
2024-02-15,183.9185
2024-02-16,183.8434
2024-02-17,183.8434
2024-02-18,183.8434
2024-02-19,183.8434
2024-02-20,183.8292
2024-02-21,183.7863
2024-02-22,183.8077
2024-02-23,183.8399
2024-02-24,183.8399
2024-02-25,183.8399
2024-02-26,183.716
2024-02-27,183.6559
2024-02-28,183.5887
2024-02-29,183.769
2024-03-01,183.8397
2024-03-02,183.8397
2024-03-03,183.8397
2024-03-04,183.8256
2024-03-05,183.7973
2024-03-06,183.8079
2024-03-07,183.8362
2024-03-08,183.8362
2024-03-09,183.8362
2024-03-10,183.8362
2024-03-11,183.875
2024-03-12,183.9351
2024-03-13,183.9917
2024-03-14,183.8326
2024-03-15,183.8821
2024-03-16,183.8821
2024-03-17,183.8821
2024-03-18,183.769
2024-03-19,183.875
2024-03-20,184.0058
2024-03-21,184.0235
2024-03-22,183.9669
2024-03-23,183.9669
2024-03-24,183.9669
2024-03-25,184.0836
2024-03-26,184.0518
2024-03-27,184.1083
2024-03-28,184.1719
2024-03-29,184.1719
2024-03-30,184.1719
2024-03-31,184.1719
2024-04-01,184.0412
2024-04-02,183.9175
2024-04-03,184.1119
2024-04-04,183.9846
2024-04-05,184.0412
2024-04-06,184.0412
2024-04-07,184.0412
2024-04-08,184.073
