,APAM US Equity
2023-03-19,8.0044
2023-03-20,8.0686
2023-03-21,8.342
2023-03-22,8.1566
2023-03-23,8.2445
2023-03-24,8.3039
2023-03-25,8.3039
2023-03-26,8.3039
2023-03-27,8.323
2023-03-28,8.4014
2023-03-29,8.3967
2023-03-30,8.3943
2023-03-31,9.1514
2023-04-01,9.1514
2023-04-02,9.1514
2023-04-03,9.0575
2023-04-04,9.0522
2023-04-05,9.0522
2023-04-06,9.1434
2023-04-07,9.1434
2023-04-08,9.1434
2023-04-09,9.1434
2023-04-10,9.2856
2023-04-11,9.586
2023-04-12,9.5833
2023-04-13,9.7765
2023-04-14,10.0313
2023-04-15,10.0313
2023-04-16,10.0313
2023-04-17,10.1523
2023-04-18,10.2065
2023-04-19,10.2526
2023-04-20,10.1794
2023-04-21,10.1361
2023-04-22,10.1361
2023-04-23,10.1361
2023-04-24,10.0927
2023-04-25,9.9274
2023-04-26,9.735
2023-04-27,9.9084
2023-04-28,9.9681
2023-04-29,9.9681
2023-04-30,9.9681
2023-05-01,9.9382
2023-05-02,9.6239
2023-05-03,9.4992
2023-05-04,9.1876
2023-05-05,9.3978
2023-05-06,9.3978
2023-05-07,9.3978
2023-05-08,9.3735
2023-05-09,9.387
2023-05-10,9.3843
2023-05-11,9.3384
2023-05-12,9.2278
2023-05-13,9.2278
2023-05-14,9.2278
2023-05-15,9.4032
2023-05-16,9.0766
2023-05-17,9.3114
2023-05-18,9.4545
2023-05-19,9.4248
2023-05-20,9.4248
2023-05-21,9.4248
2023-05-22,9.5841
2023-05-23,9.5679
2023-05-24,9.4464
2023-05-25,9.3681
2023-05-26,9.4275
2023-05-27,9.4275
2023-05-28,9.4275
2023-05-29,9.4275
2023-05-30,9.4788
2023-05-31,9.2116
2023-06-01,9.2547
2023-06-02,9.5247
2023-06-03,9.5247
2023-06-04,9.5247
2023-06-05,9.8217
2023-06-06,9.9513
2023-06-07,10.1052
2023-06-08,10.2429
2023-06-09,10.3157
2023-06-10,10.3157
2023-06-11,10.3157
2023-06-12,10.5155
2023-06-13,10.7963
2023-06-14,10.9502
2023-06-15,11.15
2023-06-16,11.0825
2023-06-17,11.0825
2023-06-18,11.0825
2023-06-19,11.0825
2023-06-20,10.8071
2023-06-21,10.6991
2023-06-22,10.6235
2023-06-23,10.3589
2023-06-24,10.3589
2023-06-25,10.3589
2023-06-26,10.4642
2023-06-27,10.8638
2023-06-28,11.1203
2023-06-29,11.3417
2023-06-30,12.2468
2023-07-01,12.2468
2023-07-02,12.2468
2023-07-03,12.3142
2023-07-04,12.3142
2023-07-05,12.2552
2023-07-06,11.9972
2023-07-07,12.0224
2023-07-08,12.0224
2023-07-09,12.0224
2023-07-10,12.2945
2023-07-11,12.3478
2023-07-12,12.7097
2023-07-13,12.9369
2023-07-14,12.8948
2023-07-15,12.8948
2023-07-16,12.8948
2023-07-17,13.0463
2023-07-18,13.2034
2023-07-19,13.1473
2023-07-20,13.122
2023-07-21,13.0716
2023-07-22,13.0716
2023-07-23,13.0716
2023-07-24,13.1305
2023-07-25,13.0603
2023-07-26,13.0407
2023-07-27,12.777
2023-07-28,12.7602
2023-07-29,12.7602
2023-07-30,12.7602
2023-07-31,12.8584
2023-08-01,12.7854
2023-08-02,12.0285
2023-08-03,11.9623
2023-08-04,12.0212
2023-08-05,12.0212
2023-08-06,12.0212
2023-08-07,12.1615
2023-08-08,11.9595
2023-08-09,11.9736
2023-08-10,11.9231
2023-08-11,11.9231
2023-08-12,11.9231
2023-08-13,11.9231
2023-08-14,11.9315
2023-08-15,11.6678
2023-08-16,11.4238
2023-08-17,11.4434
2023-08-18,11.5304
2023-08-19,11.5304
2023-08-20,11.5304
2023-08-21,11.4659
2023-08-22,11.3621
2023-08-23,11.6706
2023-08-24,11.6678
2023-08-25,11.6847
2023-08-26,11.6847
2023-08-27,11.6847
2023-08-28,11.7492
2023-08-29,11.8782
2023-08-30,11.9455
2023-08-31,11.996
2023-09-01,12.1559
2023-09-02,12.1559
2023-09-03,12.1559
2023-09-04,12.1559
2023-09-05,11.895
2023-09-06,11.8025
2023-09-07,11.8558
2023-09-08,11.8754
2023-09-09,11.8754
2023-09-10,11.8754
2023-09-11,11.9399
2023-09-12,12.0016
2023-09-13,11.7632
2023-09-14,11.651
2023-09-15,11.6594
2023-09-16,11.6594
2023-09-17,11.6594
2023-09-18,11.5865
2023-09-19,11.5921
2023-09-20,11.6903
2023-09-21,11.5977
2023-09-22,11.6258
2023-09-23,11.6258
2023-09-24,11.6258
2023-09-25,11.6202
2023-09-26,11.4098
2023-09-27,11.5304
2023-09-28,11.8473
2023-09-29,11.4913
2023-09-30,11.4913
2023-10-01,11.4913
2023-10-02,11.3057
2023-10-03,10.8984
2023-10-04,10.9871
2023-10-05,11.0896
2023-10-06,11.1395
2023-10-07,11.1395
2023-10-08,11.1395
2023-10-09,11.1284
2023-10-10,11.1838
2023-10-11,11.1533
2023-10-12,10.9982
2023-10-13,10.9594
2023-10-14,10.9594
2023-10-15,10.9594
2023-10-16,11.0148
2023-10-17,11.0702
2023-10-18,10.8015
2023-10-19,10.5051
2023-10-20,10.361
2023-10-21,10.361
2023-10-22,10.361
2023-10-23,10.2391
2023-10-24,10.289
2023-10-25,10.0701
2023-10-26,10.2225
2023-10-27,10.0535
2023-10-28,10.0535
2023-10-29,10.0535
2023-10-30,10.1615
2023-10-31,10.2668
2023-11-01,10.4812
2023-11-02,11.0578
2023-11-03,11.1752
2023-11-04,11.1752
2023-11-05,11.1752
2023-11-06,11.0589
2023-11-07,10.8622
2023-11-08,10.9398
2023-11-09,11.0755
2023-11-10,11.2168
2023-11-11,11.2168
2023-11-12,11.2168
2023-11-13,11.1946
2023-11-14,11.6462
2023-11-15,11.5963
2023-11-16,11.6323
2023-11-17,11.6462
2023-11-18,11.6462
2023-11-19,11.6462
2023-11-20,11.4966
2023-11-21,11.3608
2023-11-22,11.4079
2023-11-23,11.4079
2023-11-24,11.3636
2023-11-25,11.3636
2023-11-26,11.3636
2023-11-27,11.4384
2023-11-28,11.3692
2023-11-29,11.4689
2023-11-30,11.5548
2023-12-01,11.7237
2023-12-02,11.7237
2023-12-03,11.7237
2023-12-04,11.6822
2023-12-05,11.6822
2023-12-06,11.6074
2023-12-07,11.901
2023-12-08,11.998
2023-12-09,11.998
2023-12-10,11.998
2023-12-11,12.0257
2023-12-12,12.3277
2023-12-13,12.4994
2023-12-14,13.5327
2023-12-15,13.6574
2023-12-16,13.6574
2023-12-17,13.6574
2023-12-18,13.4053
2023-12-19,13.6186
2023-12-20,13.4496
2023-12-21,13.5438
2023-12-22,13.5576
2023-12-23,13.5576
2023-12-24,13.5576
2023-12-25,13.5576
2023-12-26,13.6491
2023-12-27,13.6435
2023-12-28,13.5604
2023-12-29,13.3804
2023-12-30,13.3804
2023-12-31,13.3804
2024-01-01,13.3804
2024-01-02,13.3235
2024-01-03,12.8734
2024-01-04,12.9385
2024-01-05,13.0171
2024-01-06,13.0171
2024-01-07,13.0171
2024-01-08,13.2638
2024-01-09,12.9846
2024-01-10,13.1933
2024-01-11,12.971
2024-01-12,12.8707
2024-01-13,12.8707
2024-01-14,12.8707
2024-01-15,12.8707
2024-01-16,12.6349
2024-01-17,12.5915
2024-01-18,12.5833
2024-01-19,12.7541
2024-01-20,12.7541
2024-01-21,12.7541
2024-01-22,12.9548
2024-01-23,12.6837
2024-01-24,12.6159
2024-01-25,12.7514
2024-01-26,12.7026
2024-01-27,12.7026
2024-01-28,12.7026
2024-01-29,12.9683
2024-01-30,12.8517
2024-01-31,12.7794
2024-02-01,13.3442
2024-02-02,13.0292
2024-02-03,13.0292
2024-02-04,13.0292
2024-02-05,12.7903
2024-02-06,12.888
2024-02-07,12.9613
2024-02-08,12.9125
2024-02-09,13.0401
2024-02-10,13.0401
2024-02-11,13.0401
2024-02-12,13.1813
2024-02-13,12.6274
2024-02-14,12.5133
2024-02-15,12.9586
2024-02-16,12.8419
2024-02-17,12.8419
2024-02-18,12.8419
2024-02-19,12.8419
2024-02-20,12.7957
2024-02-21,12.7034
2024-02-22,13.0271
2024-02-23,12.8233
2024-02-24,12.8233
2024-02-25,12.8233
2024-02-26,12.8043
2024-02-27,12.8124
2024-02-28,12.7528
2024-02-29,13.0698
2024-03-01,13.2377
2024-03-02,13.2377
2024-03-03,13.2377
2024-03-04,13.514
2024-03-05,13.5844
2024-03-06,13.533
2024-03-07,13.6955
2024-03-08,13.514
2024-03-09,13.514
2024-03-10,13.514
2024-03-11,13.5411
2024-03-12,13.1808
2024-03-13,13.2458
2024-03-14,12.975
2024-03-15,13.086
2024-03-16,13.086
2024-03-17,13.086
2024-03-18,12.9912
2024-03-19,13.0806
2024-03-20,13.2729
2024-03-21,13.5276
2024-03-22,13.4273
2024-03-23,13.4273
2024-03-24,13.4273
2024-03-25,13.319
2024-03-26,13.43
2024-03-27,13.7443
2024-03-28,13.8011
2024-03-29,13.8011
2024-03-30,13.8011
2024-03-31,13.8011
2024-04-01,13.7253
2024-04-02,13.6196
2024-04-03,13.6576
2024-04-04,13.4896
2024-04-05,13.5844
2024-04-06,13.5844
2024-04-07,13.5844
2024-04-08,13.9176
