,BBSI US Equity
2023-03-19,7.6219
2023-03-20,7.6931
2023-03-21,7.7549
2023-03-22,7.6406
2023-03-23,7.7001
2023-03-24,7.7315
2023-03-25,7.7315
2023-03-26,7.7315
2023-03-27,7.77
2023-03-28,7.8318
2023-03-29,7.9566
2023-03-30,7.9309
2023-03-31,8.4395
2023-04-01,8.4395
2023-04-02,8.4395
2023-04-03,8.6378
2023-04-04,8.3368
2023-04-05,8.2971
2023-04-06,8.3753
2023-04-07,8.3753
2023-04-08,8.3753
2023-04-09,8.3753
2023-04-10,8.4208
2023-04-11,8.4768
2023-04-12,8.4931
2023-04-13,8.5293
2023-04-14,8.3683
2023-04-15,8.3683
2023-04-16,8.3683
2023-04-17,8.3741
2023-04-18,8.4091
2023-04-19,8.4231
2023-04-20,8.3333
2023-04-21,8.247
2023-04-22,8.247
2023-04-23,8.247
2023-04-24,8.0801
2023-04-25,7.7033
2023-04-26,7.6811
2023-04-27,7.7476
2023-04-28,7.8526
2023-04-29,7.8526
2023-04-30,7.8526
2023-05-01,7.9553
2023-05-02,7.8129
2023-05-03,7.7266
2023-05-04,7.1608
2023-05-05,7.3179
2023-05-06,7.3179
2023-05-07,7.3179
2023-05-08,7.2313
2023-05-09,7.311
2023-05-10,7.4888
2023-05-11,7.393
2023-05-12,7.4727
2023-05-13,7.4727
2023-05-14,7.4727
2023-05-15,7.4241
2023-05-16,7.326
2023-05-17,7.5212
2023-05-18,7.6309
2023-05-19,7.7186
2023-05-20,7.7186
2023-05-21,7.7186
2023-05-22,7.8422
2023-05-23,7.8226
2023-05-24,7.7845
2023-05-25,7.766
2023-05-26,7.7972
2023-05-27,7.7972
2023-05-28,7.7972
2023-05-29,7.7972
2023-05-30,7.8006
2023-05-31,7.7983
2023-06-01,7.8295
2023-06-02,8.1621
2023-06-03,8.1621
2023-06-04,8.1621
2023-06-05,8.0986
2023-06-06,8.3134
2023-06-07,8.676
2023-06-08,8.6645
2023-06-09,8.5767
2023-06-10,8.5767
2023-06-11,8.5767
2023-06-12,8.594
2023-06-13,8.6495
2023-06-14,8.4254
2023-06-15,8.4185
2023-06-16,8.3353
2023-06-17,8.3353
2023-06-18,8.3353
2023-06-19,8.3353
2023-06-20,8.2314
2023-06-21,8.3192
2023-06-22,8.1898
2023-06-23,7.9796
2023-06-24,7.9796
2023-06-25,7.9796
2023-06-26,7.9184
2023-06-27,7.9311
2023-06-28,8.0432
2023-06-29,8.1991
2023-06-30,8.3974
2023-07-01,8.3974
2023-07-02,8.3974
2023-07-03,8.4353
2023-07-04,8.4353
2023-07-05,8.3867
2023-07-06,8.287
2023-07-07,8.2597
2023-07-08,8.2597
2023-07-09,8.2597
2023-07-10,8.3226
2023-07-11,8.2645
2023-07-12,8.2775
2023-07-13,8.3463
2023-07-14,8.535
2023-07-15,8.535
2023-07-16,8.535
2023-07-17,8.6691
2023-07-18,9.0014
2023-07-19,8.9682
2023-07-20,8.9527
2023-07-21,8.789
2023-07-22,8.789
2023-07-23,8.789
2023-07-24,8.8661
2023-07-25,8.9314
2023-07-26,8.8554
2023-07-27,8.738
2023-07-28,8.77
2023-07-29,8.77
2023-07-30,8.77
2023-07-31,8.8163
2023-08-01,8.8175
2023-08-02,8.8448
2023-08-03,8.9014
2023-08-04,8.9882
2023-08-05,8.9882
2023-08-06,8.9882
2023-08-07,9.1642
2023-08-08,9.1736
2023-08-09,9.1572
2023-08-10,9.075
2023-08-11,9.0961
2023-08-12,9.0961
2023-08-13,9.0961
2023-08-14,9.2311
2023-08-15,9.2651
2023-08-16,9.2041
2023-08-17,9.1067
2023-08-18,9.2252
2023-08-19,9.2252
2023-08-20,9.2252
2023-08-21,9.2146
2023-08-22,9.1994
2023-08-23,9.2745
2023-08-24,9.3273
2023-08-25,9.393
2023-08-26,9.393
2023-08-27,9.393
2023-08-28,9.3625
2023-08-29,9.305
2023-08-30,9.3355
2023-08-31,9.2757
2023-09-01,9.3918
2023-09-02,9.3918
2023-09-03,9.3918
2023-09-04,9.3918
2023-09-05,9.1079
2023-09-06,9.0809
2023-09-07,9.1126
2023-09-08,9.2217
2023-09-09,9.2217
2023-09-10,9.2217
2023-09-11,9.1466
2023-09-12,9.1888
2023-09-13,9.0692
2023-09-14,9.1055
2023-09-15,8.7958
2023-09-16,8.7958
2023-09-17,8.7958
2023-09-18,8.7829
2023-09-19,8.6597
2023-09-20,8.7829
2023-09-21,8.4778
2023-09-22,8.5282
2023-09-23,8.5282
2023-09-24,8.5282
2023-09-25,8.8709
2023-09-26,8.7113
2023-09-27,8.8685
2023-09-28,8.7488
2023-09-29,9.4224
2023-09-30,9.4224
2023-10-01,9.4224
2023-10-02,9.4271
2023-10-03,9.534
2023-10-04,9.6631
2023-10-05,9.669
2023-10-06,9.797
2023-10-07,9.797
2023-10-08,9.797
2023-10-09,9.9097
2023-10-10,9.9602
2023-10-11,9.9367
2023-10-12,9.9109
2023-10-13,9.7336
2023-10-14,9.7336
2023-10-15,9.7336
2023-10-16,9.7406
2023-10-17,9.7711
2023-10-18,9.5704
2023-10-19,9.4459
2023-10-20,9.3684
2023-10-21,9.3684
2023-10-22,9.3684
2023-10-23,9.2157
2023-10-24,9.1406
2023-10-25,9.0701
2023-10-26,9.2251
2023-10-27,9.1688
2023-10-28,9.1688
2023-10-29,9.1688
2023-10-30,9.2815
2023-10-31,9.5657
2023-11-01,9.3895
2023-11-02,9.7952
2023-11-03,10.0804
2023-11-04,10.0804
2023-11-05,10.0804
2023-11-06,10.2755
2023-11-07,10.4937
2023-11-08,10.6992
2023-11-09,10.8192
2023-11-10,10.9347
2023-11-11,10.9347
2023-11-12,10.9347
2023-11-13,10.9474
2023-11-14,11.4415
2023-11-15,11.6228
2023-11-16,11.4866
2023-11-17,11.5835
2023-11-18,11.5835
2023-11-19,11.5835
2023-11-20,11.5974
2023-11-21,11.378
2023-11-22,11.2799
2023-11-23,11.2799
2023-11-24,11.2141
2023-11-25,11.2141
2023-11-26,11.2141
2023-11-27,11.3492
2023-11-28,11.2776
2023-11-29,11.2372
2023-11-30,11.52
2023-12-01,11.632
2023-12-02,11.632
2023-12-03,11.632
2023-12-04,11.8191
2023-12-05,11.6378
2023-12-06,11.587
2023-12-07,11.6632
2023-12-08,11.6493
2023-12-09,11.6493
2023-12-10,11.6493
2023-12-11,11.7948
2023-12-12,11.8722
2023-12-13,11.9588
2023-12-14,12.0707
2023-12-15,12.0003
2023-12-16,12.0003
2023-12-17,12.0003
2023-12-18,12.0961
2023-12-19,12.1181
2023-12-20,12.0453
2023-12-21,12.1285
2023-12-22,12.1954
2023-12-23,12.1954
2023-12-24,12.1954
2023-12-25,12.1954
2023-12-26,12.476
2023-12-27,12.5025
2023-12-28,12.2786
2023-12-29,11.6787
2023-12-30,11.6787
2023-12-31,11.6787
2024-01-01,11.6787
2024-01-02,11.5914
2024-01-03,11.2194
2024-01-04,11.1747
2024-01-05,11.3722
2024-01-06,11.3722
2024-01-07,11.3722
2024-01-08,11.3962
2024-01-09,11.2096
2024-01-10,11.3896
2024-01-11,11.2958
2024-01-12,11.2751
2024-01-13,11.2751
2024-01-14,11.2751
2024-01-15,11.2751
2024-01-16,11.4027
2024-01-17,11.4867
2024-01-18,11.4998
2024-01-19,11.4103
2024-01-20,11.4103
2024-01-21,11.4103
2024-01-22,11.67
2024-01-23,11.5304
2024-01-24,11.5391
2024-01-25,11.4049
2024-01-26,11.4573
2024-01-27,11.4573
2024-01-28,11.4573
2024-01-29,11.5544
2024-01-30,11.4845
2024-01-31,11.2936
2024-02-01,11.4911
2024-02-02,11.2729
2024-02-03,11.2729
2024-02-04,11.2729
2024-02-05,11.1976
2024-02-06,11.2031
2024-02-07,11.0929
2024-02-08,11.2423
2024-02-09,11.4333
2024-02-10,11.4333
2024-02-11,11.4333
2024-02-12,11.5096
2024-02-13,10.9227
2024-02-14,11.1714
2024-02-15,11.4398
2024-02-16,11.4005
2024-02-17,11.4005
2024-02-18,11.4005
2024-02-19,11.4005
2024-02-20,11.3743
2024-02-21,11.3285
2024-02-22,11.3514
2024-02-23,11.5653
2024-02-24,11.5653
2024-02-25,11.5653
2024-02-26,11.682
2024-02-27,11.7005
2024-02-28,11.6362
2024-02-29,12.354
2024-03-01,12.004
2024-03-02,12.004
2024-03-03,12.004
2024-03-04,12.0701
2024-03-05,11.7461
2024-03-06,11.9335
2024-03-07,12.0646
2024-03-08,11.9151
2024-03-09,11.9151
2024-03-10,11.9151
2024-03-11,12.0278
2024-03-12,12.134
2024-03-13,11.9975
2024-03-14,11.8707
2024-03-15,11.939
2024-03-16,11.939
2024-03-17,11.939
2024-03-18,12.0646
2024-03-19,12.1242
2024-03-20,12.4135
2024-03-21,12.6692
2024-03-22,12.5002
2024-03-23,12.5002
2024-03-24,12.5002
2024-03-25,12.6335
2024-03-26,12.6562
2024-03-27,12.6562
2024-03-28,12.7754
2024-03-29,12.7754
2024-03-30,12.7754
2024-03-31,12.7754
2024-04-01,12.7689
2024-04-02,12.6053
2024-04-03,12.5793
2024-04-04,12.1578
2024-04-05,12.4222
2024-04-06,12.4222
2024-04-07,12.4222
2024-04-08,12.3658
