,BLDR US Equity
2023-03-19,3.8365
2023-03-20,3.9072
2023-03-21,3.9881
2023-03-22,3.9731
2023-03-23,3.991
2023-03-24,3.9965
2023-03-25,3.9965
2023-03-26,3.9965
2023-03-27,4.032
2023-03-28,4.0639
2023-03-29,4.0697
2023-03-30,4.062
2023-03-31,4.687
2023-04-01,4.687
2023-04-02,4.687
2023-04-03,4.7434
2023-04-04,4.6289
2023-04-05,4.5716
2023-04-06,4.554
2023-04-07,4.554
2023-04-08,4.554
2023-04-09,4.554
2023-04-10,4.6804
2023-04-11,4.8339
2023-04-12,4.8568
2023-04-13,4.8735
2023-04-14,4.9153
2023-04-15,4.9153
2023-04-16,4.9153
2023-04-17,4.9128
2023-04-18,5.0118
2023-04-19,4.9198
2023-04-20,4.9304
2023-04-21,4.8952
2023-04-22,4.8952
2023-04-23,4.8952
2023-04-24,4.8891
2023-04-25,4.8347
2023-04-26,4.7508
2023-04-27,4.8228
2023-04-28,4.932
2023-04-29,4.932
2023-04-30,4.932
2023-05-01,4.8944
2023-05-02,4.9496
2023-05-03,5.1376
2023-05-04,5.1122
2023-05-05,5.2816
2023-05-06,5.2816
2023-05-07,5.2816
2023-05-08,5.3736
2023-05-09,5.4108
2023-05-10,5.4796
2023-05-11,5.5103
2023-05-12,5.456
2023-05-13,5.456
2023-05-14,5.456
2023-05-15,5.5441
2023-05-16,5.5837
2023-05-17,5.6182
2023-05-18,5.7018
2023-05-19,5.6232
2023-05-20,5.6232
2023-05-21,5.6232
2023-05-22,5.6205
2023-05-23,5.3485
2023-05-24,5.3876
2023-05-25,5.4921
2023-05-26,5.4461
2023-05-27,5.4461
2023-05-28,5.4461
2023-05-29,5.4461
2023-05-30,5.5255
2023-05-31,5.4602
2023-06-01,5.4568
2023-06-02,5.5749
2023-06-03,5.5749
2023-06-04,5.5749
2023-06-05,5.6266
2023-06-06,5.763
2023-06-07,5.7022
2023-06-08,5.7018
2023-06-09,5.6931
2023-06-10,5.6931
2023-06-11,5.6931
2023-06-12,5.7558
2023-06-13,5.8428
2023-06-14,5.652
2023-06-15,5.7284
2023-06-16,5.6676
2023-06-17,5.6676
2023-06-18,5.6676
2023-06-19,5.6676
2023-06-20,5.8709
2023-06-21,5.9598
2023-06-22,5.8994
2023-06-23,5.8998
2023-06-24,5.8998
2023-06-25,5.8998
2023-06-26,5.9244
2023-06-27,6.1262
2023-06-28,6.1968
2023-06-29,6.2284
2023-06-30,8.3277
2023-07-01,8.3277
2023-07-02,8.3277
2023-07-03,8.344
2023-07-04,8.344
2023-07-05,8.351
2023-07-06,8.0703
2023-07-07,8.1839
2023-07-08,8.1839
2023-07-09,8.1839
2023-07-10,8.291
2023-07-11,8.3014
2023-07-12,8.4903
2023-07-13,8.5196
2023-07-14,8.5835
2023-07-15,8.5835
2023-07-16,8.5835
2023-07-17,8.6728
2023-07-18,8.8444
2023-07-19,8.7402
2023-07-20,8.4834
2023-07-21,8.4631
2023-07-22,8.4631
2023-07-23,8.4631
2023-07-24,8.4392
2023-07-25,8.6257
2023-07-26,8.6138
2023-07-27,8.6004
2023-07-28,8.707
2023-07-29,8.707
2023-07-30,8.707
2023-07-31,8.7457
2023-08-01,8.8612
2023-08-02,8.7743
2023-08-03,8.5813
2023-08-04,8.8227
2023-08-05,8.8227
2023-08-06,8.8227
2023-08-07,8.9475
2023-08-08,8.9223
2023-08-09,8.8459
2023-08-10,8.8556
2023-08-11,8.738
2023-08-12,8.738
2023-08-13,8.738
2023-08-14,8.9296
2023-08-15,8.8735
2023-08-16,8.7066
2023-08-17,7.8755
2023-08-18,8.0729
2023-08-19,8.0729
2023-08-20,8.0729
2023-08-21,8.0061
2023-08-22,7.9602
2023-08-23,8.1924
2023-08-24,8.01
2023-08-25,7.8334
2023-08-26,7.8334
2023-08-27,7.8334
2023-08-28,8.0119
2023-08-29,8.3404
2023-08-30,8.3501
2023-08-31,8.6002
2023-09-01,8.7792
2023-09-02,8.7792
2023-09-03,8.7792
2023-09-04,8.7792
2023-09-05,8.19
2023-09-06,8.3835
2023-09-07,8.3167
2023-09-08,8.3511
2023-09-09,8.3511
2023-09-10,8.3511
2023-09-11,8.4478
2023-09-12,8.1784
2023-09-13,7.9554
2023-09-14,8.0787
2023-09-15,7.7391
2023-09-16,7.7391
2023-09-17,7.7391
2023-09-18,7.8296
2023-09-19,7.8731
2023-09-20,7.7352
2023-09-21,7.4382
2023-09-22,7.4779
2023-09-23,7.4779
2023-09-24,7.4779
2023-09-25,7.5384
2023-09-26,7.4813
2023-09-27,7.549
2023-09-28,7.6898
2023-09-29,8.7672
2023-09-30,8.7672
2023-10-01,8.7672
2023-10-02,8.683
2023-10-03,8.354
2023-10-04,8.5213
2023-10-05,8.5117
2023-10-06,8.4744
2023-10-07,8.4744
2023-10-08,8.4744
2023-10-09,8.4365
2023-10-10,8.6909
2023-10-11,8.835
2023-10-12,8.3116
2023-10-13,8.3025
2023-10-14,8.3025
2023-10-15,8.3025
2023-10-16,8.3992
2023-10-17,8.4088
2023-10-18,8.0555
2023-10-19,8.0267
2023-10-20,7.9074
2023-10-21,7.9074
2023-10-22,7.9074
2023-10-23,7.9995
2023-10-24,7.9769
2023-10-25,7.7344
2023-10-26,7.7853
2023-10-27,7.7367
2023-10-28,7.7367
2023-10-29,7.7367
2023-10-30,7.7926
2023-10-31,7.8644
2023-11-01,8.2806
2023-11-02,8.4914
2023-11-03,8.8003
2023-11-04,8.8003
2023-11-05,8.8003
2023-11-06,8.7334
2023-11-07,8.7596
2023-11-08,8.6816
2023-11-09,8.4892
2023-11-10,8.6626
2023-11-11,8.6626
2023-11-12,8.6626
2023-11-13,8.6102
2023-11-14,9.2169
2023-11-15,8.9046
2023-11-16,8.9989
2023-11-17,9.1795
2023-11-18,9.1795
2023-11-19,9.1795
2023-11-20,9.2225
2023-11-21,9.1249
2023-11-22,9.1734
2023-11-23,9.1734
2023-11-24,9.242
2023-11-25,9.242
2023-11-26,9.242
2023-11-27,9.3452
2023-11-28,9.1505
2023-11-29,9.252
2023-11-30,9.2085
2023-12-01,9.4968
2023-12-02,9.4968
2023-12-03,9.4968
2023-12-04,9.3619
2023-12-05,9.7188
2023-12-06,9.8292
2023-12-07,9.9034
2023-12-08,9.9664
2023-12-09,9.9664
2023-12-10,9.9664
2023-12-11,10.0367
2023-12-12,10.0718
2023-12-13,10.3662
2023-12-14,11.1191
2023-12-15,10.7923
2023-12-16,10.7923
2023-12-17,10.7923
2023-12-18,10.659
2023-12-19,10.9133
2023-12-20,10.7326
2023-12-21,10.9099
2023-12-22,11.056
2023-12-23,11.056
2023-12-24,11.056
2023-12-25,11.056
2023-12-26,11.1341
2023-12-27,11.2412
2023-12-28,11.1352
2023-12-29,11.138
2023-12-30,11.138
2023-12-31,11.138
2024-01-01,11.138
2024-01-02,11.0496
2024-01-03,10.7056
2024-01-04,10.5911
2024-01-05,10.7322
2024-01-06,10.7322
2024-01-07,10.7322
2024-01-08,10.9646
2024-01-09,11.0479
2024-01-10,11.1584
2024-01-11,11.1533
2024-01-12,11.1635
2024-01-13,11.1635
2024-01-14,11.1635
2024-01-15,11.1635
2024-01-16,11.0796
2024-01-17,11.0065
2024-01-18,11.0666
2024-01-19,11.4537
2024-01-20,11.4537
2024-01-21,11.4537
2024-01-22,11.766
2024-01-23,11.1794
2024-01-24,11.0462
2024-01-25,11.3001
2024-01-26,11.2843
2024-01-27,11.2843
2024-01-28,11.2843
2024-01-29,11.6799
2024-01-30,11.6748
2024-01-31,11.5229
2024-02-01,11.8227
2024-02-02,11.9207
2024-02-03,11.9207
2024-02-04,11.9207
2024-02-05,11.7751
2024-02-06,11.762
2024-02-07,11.9298
2024-02-08,12.1758
2024-02-09,12.1803
2024-02-10,12.1803
2024-02-11,12.1803
2024-02-12,12.2818
2024-02-13,12.0018
2024-02-14,12.2597
2024-02-15,12.2704
2024-02-16,12.093
2024-02-17,12.093
2024-02-18,12.093
2024-02-19,12.093
2024-02-20,12.0426
2024-02-21,12.0857
2024-02-22,12.2309
2024-02-23,12.2477
2024-02-24,12.2477
2024-02-25,12.2477
2024-02-26,12.3468
2024-02-27,12.4992
2024-02-28,12.5054
2024-02-29,12.6124
2024-03-01,12.8814
2024-03-02,12.8814
2024-03-03,12.8814
2024-03-04,12.9296
2024-03-05,12.7872
2024-03-06,12.8971
2024-03-07,13.1139
2024-03-08,12.8735
2024-03-09,12.8735
2024-03-10,12.8735
2024-03-11,12.4735
2024-03-12,12.8634
2024-03-13,12.9464
2024-03-14,12.6259
2024-03-15,12.6298
2024-03-16,12.6298
2024-03-17,12.6298
2024-03-18,12.6191
2024-03-19,12.8567
2024-03-20,13.2528
2024-03-21,13.5055
2024-03-22,13.473
2024-03-23,13.473
2024-03-24,13.473
2024-03-25,13.3744
2024-03-26,13.2769
2024-03-27,13.4249
2024-03-28,13.3615
2024-03-29,13.3615
2024-03-30,13.3615
2024-03-31,13.3615
2024-04-01,13.1856
2024-04-02,12.8685
2024-04-03,13.0377
2024-04-04,12.9245
2024-04-05,13.1145
2024-04-06,13.1145
2024-04-07,13.1145
2024-04-08,12.9105
