,BKE US Equity
2023-03-17,5.4688
2023-03-18,5.4688
2023-03-19,5.4688
2023-03-20,5.4672
2023-03-21,5.4932
2023-03-22,5.4001
2023-03-23,5.3314
2023-03-24,5.397
2023-03-25,5.397
2023-03-26,5.397
2023-03-27,5.3329
2023-03-28,5.3512
2023-03-29,5.4816
2023-03-30,5.4493
2023-03-31,5.5816
2023-04-01,5.5816
2023-04-02,5.5816
2023-04-03,5.7015
2023-04-04,5.5877
2023-04-05,5.4555
2023-04-06,5.3279
2023-04-07,5.3279
2023-04-08,5.3279
2023-04-09,5.3279
2023-04-10,5.3017
2023-04-11,5.3817
2023-04-12,5.2879
2023-04-13,5.3079
2023-04-14,5.414
2023-04-15,5.414
2023-04-16,5.414
2023-04-17,5.4032
2023-04-18,5.3586
2023-04-19,5.3755
2023-04-20,5.3478
2023-04-21,5.3279
2023-04-22,5.3279
2023-04-23,5.3279
2023-04-24,5.2956
2023-04-25,5.2095
2023-04-26,5.2663
2023-04-27,5.3186
2023-04-28,5.5482
2023-04-29,5.5482
2023-04-30,5.5482
2023-05-01,5.5073
2023-05-02,5.5449
2023-05-03,5.4795
2023-05-04,5.4534
2023-05-05,5.5841
2023-05-06,5.5841
2023-05-07,5.5841
2023-05-08,5.5171
2023-05-09,5.4599
2023-05-10,5.4174
2023-05-11,5.4632
2023-05-12,5.5285
2023-05-13,5.5285
2023-05-14,5.5285
2023-05-15,5.5106
2023-05-16,5.388
2023-05-17,5.522
2023-05-18,5.6053
2023-05-19,5.3455
2023-05-20,5.3455
2023-05-21,5.3455
2023-05-22,5.2638
2023-05-23,5.2622
2023-05-24,5.3129
2023-05-25,5.1773
2023-05-26,5.2704
2023-05-27,5.2704
2023-05-28,5.2704
2023-05-29,5.2704
2023-05-30,5.2426
2023-05-31,5.0874
2023-06-01,5.1691
2023-06-02,5.4305
2023-06-03,5.4305
2023-06-04,5.4305
2023-06-05,5.3096
2023-06-06,5.4109
2023-06-07,5.6037
2023-06-08,5.6184
2023-06-09,5.5776
2023-06-10,5.5776
2023-06-11,5.5776
2023-06-12,5.6397
2023-06-13,5.6495
2023-06-14,5.5988
2023-06-15,5.6348
2023-06-16,5.6217
2023-06-17,5.6217
2023-06-18,5.6217
2023-06-19,5.6217
2023-06-20,5.6429
2023-06-21,5.8079
2023-06-22,5.7263
2023-06-23,5.6151
2023-06-24,5.6151
2023-06-25,5.6151
2023-06-26,5.6168
2023-06-27,5.6756
2023-06-28,5.5857
2023-06-29,5.7393
2023-06-30,5.723
2023-07-01,5.723
2023-07-02,5.723
2023-07-03,5.8406
2023-07-04,5.8406
2023-07-05,5.7393
2023-07-06,5.6364
2023-07-07,5.7099
2023-07-08,5.7099
2023-07-09,5.7099
2023-07-10,5.7426
2023-07-11,5.8325
2023-07-12,5.7213
2023-07-13,5.5955
2023-07-14,5.6233
2023-07-15,5.6233
2023-07-16,5.6233
2023-07-17,5.7622
2023-07-18,5.803
2023-07-19,5.8243
2023-07-20,5.8357
2023-07-21,5.7867
2023-07-22,5.7867
2023-07-23,5.7867
2023-07-24,5.8586
2023-07-25,5.8047
2023-07-26,5.9125
2023-07-27,5.9125
2023-07-28,6.0379
2023-07-29,6.0379
2023-07-30,6.0379
2023-07-31,6.1053
2023-08-01,6.0295
2023-08-02,5.9538
2023-08-03,5.9959
2023-08-04,6.0413
2023-08-05,6.0413
2023-08-06,6.0413
2023-08-07,6.0918
2023-08-08,6.2045
2023-08-09,6.1827
2023-08-10,6.1827
2023-08-11,6.2062
2023-08-12,6.2062
2023-08-13,6.2062
2023-08-14,6.1793
2023-08-15,6.1002
2023-08-16,6.1137
2023-08-17,6.0851
2023-08-18,6.2386
2023-08-19,6.2386
2023-08-20,6.2386
2023-08-21,6.2958
2023-08-22,6.1292
2023-08-23,6.1259
2023-08-24,5.9812
2023-08-25,5.956
2023-08-26,5.956
2023-08-27,5.956
2023-08-28,5.9694
2023-08-29,6.0384
2023-08-30,6.0317
2023-08-31,6.1006
2023-09-01,6.1629
2023-09-02,6.1629
2023-09-03,6.1629
2023-09-04,6.1629
2023-09-05,5.9004
2023-09-06,5.8062
2023-09-07,5.7221
2023-09-08,5.5976
2023-09-09,5.5976
2023-09-10,5.5976
2023-09-11,5.6885
2023-09-12,5.675
2023-09-13,5.5976
2023-09-14,5.6985
2023-09-15,5.5926
2023-09-16,5.5926
2023-09-17,5.5926
2023-09-18,5.4395
2023-09-19,5.3688
2023-09-20,5.4025
2023-09-21,5.3823
2023-09-22,5.3823
2023-09-23,5.3823
2023-09-24,5.3823
2023-09-25,5.4428
2023-09-26,5.4176
2023-09-27,5.4462
2023-09-28,5.5707
2023-09-29,5.5707
2023-09-30,5.5707
2023-10-01,5.5707
2023-10-02,5.5505
2023-10-03,5.5303
2023-10-04,5.4681
2023-10-05,5.1131
2023-10-06,5.3032
2023-10-07,5.3032
2023-10-08,5.3032
2023-10-09,5.4378
2023-10-10,5.5892
2023-10-11,5.6313
2023-10-12,5.5623
2023-10-13,5.5572
2023-10-14,5.5572
2023-10-15,5.5572
2023-10-16,5.7187
2023-10-17,5.855
2023-10-18,5.8483
2023-10-19,5.9156
2023-10-20,5.8668
2023-10-21,5.8668
2023-10-22,5.8668
2023-10-23,5.7692
2023-10-24,5.7305
2023-10-25,5.7154
2023-10-26,5.6817
2023-10-27,5.7069
2023-10-28,5.7069
2023-10-29,5.7069
2023-10-30,5.7317
2023-10-31,5.8204
2023-11-01,5.7867
2023-11-02,5.9924
2023-11-03,6.2211
2023-11-04,6.2211
2023-11-05,6.2211
2023-11-06,6.1786
2023-11-07,6.1289
2023-11-08,5.964
2023-11-09,5.6076
2023-11-10,5.7158
2023-11-11,5.7158
2023-11-12,5.7158
2023-11-13,5.7672
2023-11-14,6.0225
2023-11-15,6.2052
2023-11-16,6.0225
2023-11-17,6.5172
2023-11-18,6.5172
2023-11-19,6.5172
2023-11-20,6.5331
2023-11-21,6.5916
2023-11-22,6.5668
2023-11-23,6.5668
2023-11-24,6.5987
2023-11-25,6.5987
2023-11-26,6.5987
2023-11-27,6.6466
2023-11-28,6.7193
2023-11-29,6.7299
2023-11-30,6.6697
2023-12-01,6.9108
2023-12-02,6.9108
2023-12-03,6.9108
2023-12-04,6.9888
2023-12-05,6.9977
2023-12-06,7.2176
2023-12-07,7.2584
2023-12-08,7.2885
2023-12-09,7.2885
2023-12-10,7.2885
2023-12-11,7.3807
2023-12-12,7.3328
2023-12-13,7.464
2023-12-14,7.6981
2023-12-15,7.7726
2023-12-16,7.7726
2023-12-17,7.7726
2023-12-18,7.7477
2023-12-19,7.9889
2023-12-20,7.9552
2023-12-21,8.1042
2023-12-22,8.129
2023-12-23,8.129
2023-12-24,8.129
2023-12-25,8.129
2023-12-26,8.2389
2023-12-27,8.2584
2023-12-28,8.34
2023-12-29,8.2584
2023-12-30,8.2584
2023-12-31,8.2584
2024-01-01,8.2584
2024-01-02,8.3577
2024-01-03,7.9694
2024-01-04,7.9517
2024-01-05,7.7992
2024-01-06,7.7992
2024-01-07,7.7992
2024-01-08,7.6946
2024-01-09,7.4906
2024-01-10,7.5846
2024-01-11,6.9055
2024-01-12,6.8665
2024-01-13,6.8665
2024-01-14,6.8665
2024-01-15,6.8665
2024-01-16,6.315
2024-01-17,6.2831
2024-01-18,6.214
2024-01-19,6.2388
2024-01-20,6.2388
2024-01-21,6.2388
2024-01-22,6.3452
2024-01-23,6.2459
2024-01-24,6.3399
2024-01-25,6.3558
2024-01-26,6.3469
2024-01-27,6.3469
2024-01-28,6.3469
2024-01-29,6.3469
2024-01-30,6.5065
2024-01-31,6.4267
2024-02-01,6.5881
2024-02-02,7.1604
2024-02-03,7.1604
2024-02-04,7.1604
2024-02-05,7.1288
2024-02-06,7.1493
2024-02-07,7.1883
2024-02-08,7.3037
2024-02-09,7.4991
2024-02-10,7.4991
2024-02-11,7.4991
2024-02-12,7.5271
2024-02-13,7.1921
2024-02-14,7.2405
2024-02-15,7.5308
2024-02-16,7.4601
2024-02-17,7.4601
2024-02-18,7.4601
2024-02-19,7.4601
2024-02-20,7.434
2024-02-21,7.4805
2024-02-22,7.5345
2024-02-23,7.6071
2024-02-24,7.6071
2024-02-25,7.6071
2024-02-26,7.728
2024-02-27,7.823
2024-02-28,7.6778
2024-02-29,7.7113
2024-03-01,7.6499
2024-03-02,7.6499
2024-03-03,7.6499
2024-03-04,7.7615
2024-03-05,7.6108
2024-03-06,7.2349
2024-03-07,7.3
2024-03-08,7.1977
2024-03-09,7.1977
2024-03-10,7.1977
2024-03-11,7.1418
2024-03-12,7.2293
2024-03-13,7.1921
2024-03-14,7.1009
2024-03-15,7.3186
2024-03-16,7.3186
2024-03-17,7.3186
2024-03-18,7.0004
2024-03-19,7.0636
2024-03-20,7.2609
2024-03-21,7.3874
2024-03-22,7.2665
2024-03-23,7.2665
2024-03-24,7.2665
2024-03-25,7.1734
2024-03-26,7.2553
2024-03-27,7.4396
2024-03-28,7.5866
2024-03-29,7.5866
2024-03-30,7.5866
2024-03-31,7.5866
2024-04-01,7.5866
2024-04-02,7.3651
2024-04-03,7.2712
2024-04-04,7.2113
2024-04-05,7.3518
2024-04-06,7.3518
2024-04-07,7.3518
2024-04-08,7.4792
