,STC US Equity
2023-03-19,5.3536
2023-03-20,5.5215
2023-03-21,5.6764
2023-03-22,5.5735
2023-03-23,5.5117
2023-03-24,5.6071
2023-03-25,5.6071
2023-03-26,5.6071
2023-03-27,5.6634
2023-03-28,5.6461
2023-03-29,5.6536
2023-03-30,5.6883
2023-03-31,9.4135
2023-04-01,9.4135
2023-04-02,9.4135
2023-04-03,9.3093
2023-04-04,9.1899
2023-04-05,9.1714
2023-04-06,9.2968
2023-04-07,9.2968
2023-04-08,9.2968
2023-04-09,9.2968
2023-04-10,9.3036
2023-04-11,9.3916
2023-04-12,9.5728
2023-04-13,9.666
2023-04-14,9.6084
2023-04-15,9.6084
2023-04-16,9.6084
2023-04-17,9.6779
2023-04-18,9.644
2023-04-19,9.6033
2023-04-20,9.5966
2023-04-21,9.6406
2023-04-22,9.6406
2023-04-23,9.6406
2023-04-24,9.5576
2023-04-25,9.3882
2023-04-26,9.4543
2023-04-27,9.5983
2023-04-28,9.6829
2023-04-29,9.6829
2023-04-30,9.6829
2023-05-01,9.6694
2023-05-02,9.6423
2023-05-03,9.7219
2023-05-04,9.5322
2023-05-05,9.7507
2023-05-06,9.7507
2023-05-07,9.7507
2023-05-08,9.7465
2023-05-09,9.7633
2023-05-10,9.7954
2023-05-11,9.7937
2023-05-12,9.8105
2023-05-13,9.8105
2023-05-14,9.8105
2023-05-15,9.9015
2023-05-16,9.8914
2023-05-17,9.9823
2023-05-18,10.0817
2023-05-19,9.9891
2023-05-20,9.9891
2023-05-21,9.9891
2023-05-22,9.9251
2023-05-23,10.0346
2023-05-24,10.0683
2023-05-25,10.1205
2023-05-26,10.1946
2023-05-27,10.1946
2023-05-28,10.1946
2023-05-29,10.1946
2023-05-30,10.3985
2023-05-31,10.1828
2023-06-01,10.1474
2023-06-02,10.1963
2023-06-03,10.1963
2023-06-04,10.1963
2023-06-05,9.9975
2023-06-06,10.0919
2023-06-07,10.1239
2023-06-08,9.9958
2023-06-09,9.9655
2023-06-10,9.9655
2023-06-11,9.9655
2023-06-12,9.9065
2023-06-13,9.9234
2023-06-14,9.701
2023-06-15,9.8156
2023-06-16,9.9116
2023-06-17,9.9116
2023-06-18,9.9116
2023-06-19,9.9116
2023-06-20,9.9739
2023-06-21,9.9638
2023-06-22,9.8863
2023-06-23,9.5679
2023-06-24,9.5679
2023-06-25,9.5679
2023-06-26,9.6926
2023-06-27,9.5443
2023-06-28,9.5258
2023-06-29,9.5292
2023-06-30,15.2256
2023-07-01,15.2256
2023-07-02,15.2256
2023-07-03,15.334
2023-07-04,15.334
2023-07-05,15.1903
2023-07-06,14.9545
2023-07-07,15.0982
2023-07-08,15.0982
2023-07-09,15.0982
2023-07-10,15.0954
2023-07-11,15.1551
2023-07-12,15.4127
2023-07-13,15.9766
2023-07-14,15.6946
2023-07-15,15.6946
2023-07-16,15.6946
2023-07-17,15.7787
2023-07-18,15.9712
2023-07-19,16.2396
2023-07-20,16.3697
2023-07-21,16.4619
2023-07-22,16.4619
2023-07-23,16.4619
2023-07-24,16.7195
2023-07-25,16.6138
2023-07-26,16.7846
2023-07-27,16.8334
2023-07-28,16.7927
2023-07-29,16.7927
2023-07-30,16.7927
2023-07-31,16.8496
2023-08-01,16.893
2023-08-02,16.8849
2023-08-03,16.7412
2023-08-04,16.9716
2023-08-05,16.9716
2023-08-06,16.9716
2023-08-07,17.1858
2023-08-08,17.191
2023-08-09,17.1148
2023-08-10,16.8618
2023-08-11,16.8999
2023-08-12,16.8999
2023-08-13,16.8999
2023-08-14,16.6849
2023-08-15,16.3502
2023-08-16,16.5434
2023-08-17,16.7475
2023-08-18,16.4046
2023-08-19,16.4046
2023-08-20,16.4046
2023-08-21,16.2821
2023-08-22,16.1733
2023-08-23,16.2631
2023-08-24,16.3937
2023-08-25,16.1678
2023-08-26,16.1678
2023-08-27,16.1678
2023-08-28,16.5379
2023-08-29,16.6468
2023-08-30,16.6468
2023-08-31,16.6767
2023-09-01,17.0849
2023-09-02,17.0849
2023-09-03,17.0849
2023-09-04,17.0849
2023-09-05,16.7039
2023-09-06,16.6958
2023-09-07,16.6631
2023-09-08,16.3692
2023-09-09,16.3692
2023-09-10,16.3692
2023-09-11,16.5325
2023-09-12,16.5406
2023-09-13,16.4155
2023-09-14,16.5842
2023-09-15,16.3746
2023-09-16,16.3746
2023-09-17,16.3746
2023-09-18,16.3991
2023-09-19,16.5597
2023-09-20,16.3012
2023-09-21,16.1433
2023-09-22,16.059
2023-09-23,16.059
2023-09-24,16.059
2023-09-25,16.1461
2023-09-26,16.1678
2023-09-27,16.1814
2023-09-28,16.2794
2023-09-29,19.2545
2023-09-30,19.2545
2023-10-01,19.2545
2023-10-02,18.6847
2023-10-03,18.5886
2023-10-04,18.6582
2023-10-05,18.7775
2023-10-06,18.8272
2023-10-07,18.8272
2023-10-08,18.8272
2023-10-09,18.7708
2023-10-10,18.6449
2023-10-11,18.6913
2023-10-12,18.5886
2023-10-13,18.529
2023-10-14,18.529
2023-10-15,18.529
2023-10-16,18.8007
2023-10-17,18.7973
2023-10-18,18.6284
2023-10-19,18.0552
2023-10-20,17.8664
2023-10-21,17.8664
2023-10-22,17.8664
2023-10-23,17.8631
2023-10-24,17.82
2023-10-25,17.6676
2023-10-26,18.8437
2023-10-27,18.9199
2023-10-28,18.9199
2023-10-29,18.9199
2023-10-30,18.9497
2023-10-31,19.2115
2023-11-01,19.5792
2023-11-02,19.7979
2023-11-03,20.3048
2023-11-04,20.3048
2023-11-05,20.3048
2023-11-06,19.9304
2023-11-07,19.5461
2023-11-08,19.6143
2023-11-09,19.4983
2023-11-10,19.5911
2023-11-11,19.5911
2023-11-12,19.5911
2023-11-13,19.3624
2023-11-14,19.8795
2023-11-15,19.9226
2023-11-16,19.7237
2023-11-17,19.8696
2023-11-18,19.8696
2023-11-19,19.8696
2023-11-20,19.8994
2023-11-21,19.7171
2023-11-22,19.8265
2023-11-23,19.8265
2023-11-24,19.9392
2023-11-25,19.9392
2023-11-26,19.9392
2023-11-27,20.3933
2023-11-28,20.3834
2023-11-29,20.2408
2023-11-30,20.4066
2023-12-01,20.632
2023-12-02,20.632
2023-12-03,20.632
2023-12-04,22.2033
2023-12-05,22.1038
2023-12-06,22.1768
2023-12-07,22.4386
2023-12-08,22.5679
2023-12-09,22.5679
2023-12-10,22.5679
2023-12-11,22.6243
2023-12-12,22.6574
2023-12-13,23.0685
2023-12-14,23.6519
2023-12-15,23.453
2023-12-16,23.453
2023-12-17,23.453
2023-12-18,23.1911
2023-12-19,23.6254
2023-12-20,23.6419
2023-12-21,23.9038
2023-12-22,24.053
2023-12-23,24.053
2023-12-24,24.053
2023-12-25,24.053
2023-12-26,24.3546
2023-12-27,24.4872
2023-12-28,24.4375
2023-12-29,23.7781
2023-12-30,23.7781
2023-12-31,23.7781
2024-01-01,23.7781
2024-01-02,23.5269
2024-01-03,23.313
2024-01-04,23.4488
2024-01-05,23.5676
2024-01-06,23.5676
2024-01-07,23.5676
2024-01-08,23.9818
2024-01-09,23.7747
2024-01-10,23.4929
2024-01-11,23.5065
2024-01-12,23.6151
2024-01-13,23.6151
2024-01-14,23.6151
2024-01-15,23.6151
2024-01-16,23.4726
2024-01-17,23.2824
2024-01-18,23.3503
2024-01-19,23.8154
2024-01-20,23.8154
2024-01-21,23.8154
2024-01-22,24.3417
2024-01-23,24.3213
2024-01-24,24.5963
2024-01-25,24.7253
2024-01-26,24.9527
2024-01-27,24.9527
2024-01-28,24.9527
2024-01-29,25.3907
2024-01-30,25.3635
2024-01-31,24.766
2024-02-01,24.9969
2024-02-02,24.9901
2024-02-03,24.9901
2024-02-04,24.9901
2024-02-05,24.6676
2024-02-06,24.379
2024-02-07,24.0701
2024-02-08,24.121
2024-02-09,24.3281
2024-02-10,24.3281
2024-02-11,24.3281
2024-02-12,25.0953
2024-02-13,24.5012
2024-02-14,24.5793
2024-02-15,25.2922
2024-02-16,24.9324
2024-02-17,24.9324
2024-02-18,24.9324
2024-02-19,24.9324
2024-02-20,24.7253
2024-02-21,24.8984
2024-02-22,24.3824
2024-02-23,24.6642
2024-02-24,24.6642
2024-02-25,24.6642
2024-02-26,24.6608
2024-02-27,24.7423
2024-02-28,24.749
2024-02-29,25.2938
2024-03-01,25.379
2024-03-02,25.379
2024-03-03,25.379
2024-03-04,25.0621
2024-03-05,24.9189
2024-03-06,25.2256
2024-03-07,24.9598
2024-03-08,24.7111
2024-03-09,24.7111
2024-03-10,24.7111
2024-03-11,24.7043
2024-03-12,24.5339
2024-03-13,24.7418
2024-03-14,24.2238
2024-03-15,24.4896
2024-03-16,24.4896
2024-03-17,24.4896
2024-03-18,24.05
2024-03-19,24.2
2024-03-20,24.7111
2024-03-21,25.3074
2024-03-22,25.0927
2024-03-23,25.0927
2024-03-24,25.0927
2024-03-25,24.7895
2024-03-26,24.769
2024-03-27,25.229
2024-03-28,26.0025
2024-03-29,26.0025
2024-03-30,26.0025
2024-03-31,26.0025
2024-04-01,25.6516
2024-04-02,25.396
2024-04-03,25.6856
2024-04-04,25.471
2024-04-05,25.4676
2024-04-06,25.4676
2024-04-07,25.4676
2024-04-08,25.7402
