,SCS US Equity
2023-03-17,19.1501
2023-03-18,19.1501
2023-03-19,19.1501
2023-03-20,19.1807
2023-03-21,19.4105
2023-03-22,19.2113
2023-03-23,19.8702
2023-03-24,21.05
2023-03-25,21.05
2023-03-26,21.05
2023-03-27,21.6016
2023-03-28,21.3718
2023-03-29,21.1879
2023-03-30,21.1113
2023-03-31,21.1113
2023-04-01,21.1113
2023-04-02,21.1113
2023-04-03,21.2645
2023-04-04,20.6057
2023-04-05,20.3758
2023-04-06,20.4371
2023-04-07,20.4371
2023-04-08,20.4371
2023-04-09,20.4371
2023-04-10,20.4218
2023-04-11,20.4524
2023-04-12,20.2533
2023-04-13,20.2992
2023-04-14,20.2791
2023-04-15,20.2791
2023-04-16,20.2791
2023-04-17,20.7581
2023-04-18,21.1445
2023-04-19,21.3145
2023-04-20,20.9127
2023-04-21,21.1754
2023-04-22,21.1754
2023-04-23,21.1754
2023-04-24,21.1136
2023-04-25,20.5109
2023-04-26,20.2945
2023-04-27,20.4182
2023-04-28,20.5727
2023-04-29,20.5727
2023-04-30,20.5727
2023-05-01,20.6036
2023-05-02,20.4645
2023-05-03,20.3409
2023-05-04,20.0009
2023-05-05,19.9855
2023-05-06,19.9855
2023-05-07,19.9855
2023-05-08,20.2636
2023-05-09,20.3254
2023-05-10,20.3564
2023-05-11,20.3254
2023-05-12,20.14
2023-05-13,20.14
2023-05-14,20.14
2023-05-15,19.6764
2023-05-16,18.6874
2023-05-17,18.8574
2023-05-18,19.2746
2023-05-19,18.9192
2023-05-20,18.9192
2023-05-21,18.9192
2023-05-22,19.0583
2023-05-23,19.321
2023-05-24,18.9965
2023-05-25,18.811
2023-05-26,15.1814
2023-05-27,15.1814
2023-05-28,15.1814
2023-05-29,15.1814
2023-05-30,14.866
2023-05-31,14.4292
2023-06-01,14.502
2023-06-02,14.8902
2023-06-03,14.8902
2023-06-04,14.8902
2023-06-05,14.6961
2023-06-06,15.0116
2023-06-07,15.4362
2023-06-08,15.3998
2023-06-09,15.3512
2023-06-10,15.3512
2023-06-11,15.3512
2023-06-12,15.3876
2023-06-13,15.4726
2023-06-14,15.6424
2023-06-15,15.6909
2023-06-16,15.4847
2023-06-17,15.4847
2023-06-18,15.4847
2023-06-19,15.4847
2023-06-20,15.509
2023-06-21,15.3391
2023-06-22,16.0549
2023-06-23,15.4158
2023-06-24,15.4158
2023-06-25,15.4158
2023-06-26,15.3066
2023-06-27,15.5493
2023-06-28,15.5857
2023-06-29,15.8527
2023-06-30,15.9134
2023-07-01,15.9134
2023-07-02,15.9134
2023-07-03,16.1561
2023-07-04,16.1561
2023-07-05,15.9134
2023-07-06,15.7192
2023-07-07,15.8163
2023-07-08,15.8163
2023-07-09,15.8163
2023-07-10,15.5857
2023-07-11,15.7799
2023-07-12,15.792
2023-07-13,16.0226
2023-07-14,15.8042
2023-07-15,15.8042
2023-07-16,15.8042
2023-07-17,15.877
2023-07-18,16.0955
2023-07-19,16.2532
2023-07-20,16.144
2023-07-21,16.2775
2023-07-22,16.2775
2023-07-23,16.2775
2023-07-24,16.4717
2023-07-25,16.6173
2023-07-26,16.7387
2023-07-27,16.5931
2023-07-28,16.678
2023-07-29,16.678
2023-07-30,16.678
2023-07-31,16.9572
2023-08-01,17.0664
2023-08-02,17.0421
2023-08-03,17.0543
2023-08-04,17.03
2023-08-05,17.03
2023-08-06,17.03
2023-08-07,16.9572
2023-08-08,17.03
2023-08-09,17.1756
2023-08-10,17.2727
2023-08-11,17.382
2023-08-12,17.382
2023-08-13,17.382
2023-08-14,17.4062
2023-08-15,17.3091
2023-08-16,17.1392
2023-08-17,17.0664
2023-08-18,17.0179
2023-08-19,17.0179
2023-08-20,17.0179
2023-08-21,16.8965
2023-08-22,16.8358
2023-08-23,17.0179
2023-08-24,16.7508
2023-08-25,13.76
2023-08-26,13.76
2023-08-27,13.76
2023-08-28,14.0175
2023-08-29,14.1784
2023-08-30,14.3501
2023-08-31,14.4144
2023-09-01,14.5217
2023-09-02,14.5217
2023-09-03,14.5217
2023-09-04,14.5217
2023-09-05,14.3071
2023-09-06,14.1355
2023-09-07,13.8673
2023-09-08,13.7815
2023-09-09,13.7815
2023-09-10,13.7815
2023-09-11,13.8995
2023-09-12,13.8888
2023-09-13,13.9317
2023-09-14,14.2428
2023-09-15,14.1677
2023-09-16,14.1677
2023-09-17,14.1677
2023-09-18,14.0604
2023-09-19,14.1355
2023-09-20,15.9592
2023-09-21,16.2167
2023-09-22,16.5339
2023-09-23,16.5339
2023-09-24,16.5339
2023-09-25,16.5446
2023-09-26,16.2012
2023-09-27,16.7593
2023-09-28,16.7164
2023-09-29,16.6734
2023-09-30,16.6734
2023-10-01,16.6734
2023-10-02,16.3514
2023-10-03,16.4266
2023-10-04,16.5017
2023-10-05,16.5661
2023-10-06,16.4802
2023-10-07,16.4802
2023-10-08,16.4802
2023-10-09,16.6412
2023-10-10,17.135
2023-10-11,17.3926
2023-10-12,17.1028
2023-10-13,17.0062
2023-10-14,17.0062
2023-10-15,17.0062
2023-10-16,17.1457
2023-10-17,17.1028
2023-10-18,16.5983
2023-10-19,16.2548
2023-10-20,15.9758
2023-10-21,15.9758
2023-10-22,15.9758
2023-10-23,15.9006
2023-10-24,15.9543
2023-10-25,15.8899
2023-10-26,15.9436
2023-10-27,15.804
2023-10-28,15.804
2023-10-29,15.804
2023-10-30,15.9221
2023-10-31,16.3944
2023-11-01,16.6198
2023-11-02,16.6734
2023-11-03,16.931
2023-11-04,16.931
2023-11-05,16.931
2023-11-06,16.6627
2023-11-07,16.652
2023-11-08,16.7271
2023-11-09,16.77
2023-11-10,16.8988
2023-11-11,16.8988
2023-11-12,16.8988
2023-11-13,16.8237
2023-11-14,17.5428
2023-11-15,17.5858
2023-11-16,17.4033
2023-11-17,17.7038
2023-11-18,17.7038
2023-11-19,17.7038
2023-11-20,17.7897
2023-11-21,17.6502
2023-11-22,17.6609
2023-11-23,17.6609
2023-11-24,13.433
2023-11-25,13.433
2023-11-26,13.433
2023-11-27,13.4594
2023-11-28,13.4066
2023-11-29,13.5033
2023-11-30,13.688
2023-12-01,13.8199
2023-12-02,13.8199
2023-12-03,13.8199
2023-12-04,13.8024
2023-12-05,13.7408
2023-12-06,13.7848
2023-12-07,13.9607
2023-12-08,13.8815
2023-12-09,13.8815
2023-12-10,13.8815
2023-12-11,13.9079
2023-12-12,13.7848
2023-12-13,13.9607
2023-12-14,14.1893
2023-12-15,13.8375
2023-12-16,13.8375
2023-12-17,13.8375
2023-12-18,13.8639
2023-12-19,14.031
2023-12-20,15.2708
2023-12-21,15.2884
2023-12-22,15.1035
2023-12-23,15.1035
2023-12-24,15.1035
2023-12-25,15.1035
2023-12-26,15.033
2023-12-27,14.945
2023-12-28,14.7864
2023-12-29,14.7688
2023-12-30,14.7688
2023-12-31,14.7688
2024-01-01,14.7688
2024-01-02,14.5575
2024-01-03,14.3989
2024-01-04,14.3197
2024-01-05,14.1964
2024-01-06,14.1964
2024-01-07,14.1964
2024-01-08,14.2845
2024-01-09,14.1171
2024-01-10,14.1083
2024-01-11,13.9762
2024-01-12,14.0555
2024-01-13,14.0555
2024-01-14,14.0555
2024-01-15,14.0555
2024-01-16,13.941
2024-01-17,13.7384
2024-01-18,13.7649
2024-01-19,13.8793
2024-01-20,13.8793
2024-01-21,13.8793
2024-01-22,14.1876
2024-01-23,14.1083
2024-01-24,14.0819
2024-01-25,14.2052
2024-01-26,14.2404
2024-01-27,14.2404
2024-01-28,14.2404
2024-01-29,14.672
2024-01-30,14.4958
2024-01-31,14.0291
2024-02-01,14.2316
2024-02-02,13.9762
2024-02-03,13.9762
2024-02-04,13.9762
2024-02-05,13.8089
2024-02-06,13.9146
2024-02-07,13.9322
2024-02-08,14.1876
2024-02-09,14.258
2024-02-10,14.258
2024-02-11,14.258
2024-02-12,14.3813
2024-02-13,13.8882
2024-02-14,14.4166
2024-02-15,14.7864
2024-02-16,14.6191
2024-02-17,14.6191
2024-02-18,14.6191
2024-02-19,14.6191
2024-02-20,14.0731
2024-02-21,14.0467
2024-02-22,14.0467
2024-02-23,13.9987
2024-02-24,13.9987
2024-02-25,13.9987
2024-02-26,13.9716
2024-02-27,14.2241
2024-02-28,14.2331
2024-02-29,14.8462
2024-03-01,14.5396
2024-03-02,14.5396
2024-03-03,14.5396
2024-03-04,14.3413
2024-03-05,14.0618
2024-03-06,14.0257
2024-03-07,14.0798
2024-03-08,14.1429
2024-03-09,14.1429
2024-03-10,14.1429
2024-03-11,13.9987
2024-03-12,13.8634
2024-03-13,13.9806
2024-03-14,13.8544
2024-03-15,13.9806
2024-03-16,13.9806
2024-03-17,13.9806
2024-03-18,13.9446
2024-03-19,14.0618
2024-03-20,14.2241
2024-03-21,13.5479
2024-03-22,13.4126
2024-03-23,13.4126
2024-03-24,13.4126
2024-03-25,13.7823
2024-03-26,13.9085
2024-03-27,14.0618
2024-03-28,14.2511
2024-03-29,14.2511
2024-03-30,14.2511
2024-03-31,14.2511
2024-04-01,14.206
2024-04-02,14.197
2024-04-03,14.161
2024-04-04,14.179
2024-04-05,14.0798
2024-04-06,14.0798
2024-04-07,14.0798
2024-04-08,14.1249
