,KNL US Equity
2023-03-14,101.6647
2023-03-15,101.6647
2023-03-16,101.6647
2023-03-17,101.6647
2023-03-18,101.6647
2023-03-19,101.6647
2023-03-20,101.6647
2023-03-21,101.6647
2023-03-22,101.6647
2023-03-23,101.6647
2023-03-24,101.6647
2023-03-25,101.6647
2023-03-26,101.6647
2023-03-27,101.6647
2023-03-28,101.6647
2023-03-29,101.6647
2023-03-30,101.6647
2023-03-31,101.6647
2023-04-01,101.6647
2023-04-02,101.6647
2023-04-03,101.6647
2023-04-04,101.6647
2023-04-05,101.6647
2023-04-06,101.6647
2023-04-07,101.6647
2023-04-08,101.6647
2023-04-09,101.6647
2023-04-10,101.6647
2023-04-11,101.6647
2023-04-12,101.6647
2023-04-13,101.6647
2023-04-14,101.6647
2023-04-15,101.6647
2023-04-16,101.6647
2023-04-17,101.6647
2023-04-18,101.6647
2023-04-19,101.6647
2023-04-20,101.6647
2023-04-21,101.6647
2023-04-22,101.6647
2023-04-23,101.6647
2023-04-24,101.6647
2023-04-25,101.6647
2023-04-26,101.6647
2023-04-27,101.6647
2023-04-28,101.6647
2023-04-29,101.6647
2023-04-30,101.6647
2023-05-01,101.6647
2023-05-02,101.6647
2023-05-03,101.6647
2023-05-04,101.6647
2023-05-05,101.6647
2023-05-06,101.6647
2023-05-07,101.6647
2023-05-08,101.6647
2023-05-09,101.6647
2023-05-10,101.6647
2023-05-11,101.6647
2023-05-12,101.6647
2023-05-13,101.6647
2023-05-14,101.6647
2023-05-15,101.6647
2023-05-16,101.6647
2023-05-17,101.6647
2023-05-18,101.6647
2023-05-19,101.6647
2023-05-20,101.6647
2023-05-21,101.6647
2023-05-22,101.6647
2023-05-23,101.6647
2023-05-24,101.6647
2023-05-25,101.6647
2023-05-26,101.6647
2023-05-27,101.6647
2023-05-28,101.6647
2023-05-29,101.6647
2023-05-30,101.6647
2023-05-31,101.6647
2023-06-01,101.6647
2023-06-02,101.6647
2023-06-03,101.6647
2023-06-04,101.6647
2023-06-05,101.6647
2023-06-06,101.6647
2023-06-07,101.6647
2023-06-08,101.6647
2023-06-09,101.6647
2023-06-10,101.6647
2023-06-11,101.6647
2023-06-12,101.6647
2023-06-13,101.6647
2023-06-14,101.6647
2023-06-15,101.6647
2023-06-16,101.6647
2023-06-17,101.6647
2023-06-18,101.6647
2023-06-19,101.6647
2023-06-20,101.6647
2023-06-21,101.6647
2023-06-22,101.6647
2023-06-23,101.6647
2023-06-24,101.6647
2023-06-25,101.6647
2023-06-26,101.6647
2023-06-27,101.6647
2023-06-28,101.6647
2023-06-29,101.6647
2023-06-30,101.6647
2023-07-01,101.6647
2023-07-02,101.6647
2023-07-03,101.6647
2023-07-04,101.6647
2023-07-05,101.6647
2023-07-06,101.6647
2023-07-07,101.6647
2023-07-08,101.6647
2023-07-09,101.6647
2023-07-10,101.6647
2023-07-11,101.6647
2023-07-12,101.6647
2023-07-13,101.6647
2023-07-14,101.6647
2023-07-15,101.6647
2023-07-16,101.6647
2023-07-17,101.6647
2023-07-18,101.6647
2023-07-19,101.6647
2023-07-20,101.6647
2023-07-21,101.6647
2023-07-22,101.6647
2023-07-23,101.6647
2023-07-24,101.6647
2023-07-25,101.6647
2023-07-26,101.6647
2023-07-27,101.6647
2023-07-28,101.6647
2023-07-29,101.6647
2023-07-30,101.6647
2023-07-31,101.6647
2023-08-01,101.6647
2023-08-02,101.6647
2023-08-03,101.6647
2023-08-04,101.6647
2023-08-05,101.6647
2023-08-06,101.6647
2023-08-07,101.6647
2023-08-08,101.6647
2023-08-09,101.6647
2023-08-10,101.6647
2023-08-11,101.6647
2023-08-12,101.6647
2023-08-13,101.6647
2023-08-14,101.6647
2023-08-15,101.6647
2023-08-16,101.6647
2023-08-17,101.6647
2023-08-18,101.6647
2023-08-19,101.6647
2023-08-20,101.6647
2023-08-21,101.6647
2023-08-22,101.6647
2023-08-23,101.6647
2023-08-24,101.6647
2023-08-25,101.6647
2023-08-26,101.6647
2023-08-27,101.6647
2023-08-28,101.6647
2023-08-29,101.6647
2023-08-30,101.6647
2023-08-31,101.6647
2023-09-01,101.6647
2023-09-02,101.6647
2023-09-03,101.6647
2023-09-04,101.6647
2023-09-05,101.6647
2023-09-06,101.6647
2023-09-07,101.6647
2023-09-08,101.6647
2023-09-09,101.6647
2023-09-10,101.6647
2023-09-11,101.6647
2023-09-12,101.6647
2023-09-13,101.6647
2023-09-14,101.6647
2023-09-15,101.6647
2023-09-16,101.6647
2023-09-17,101.6647
2023-09-18,101.6647
2023-09-19,101.6647
2023-09-20,101.6647
2023-09-21,101.6647
2023-09-22,101.6647
2023-09-23,101.6647
2023-09-24,101.6647
2023-09-25,101.6647
2023-09-26,101.6647
2023-09-27,101.6647
2023-09-28,101.6647
2023-09-29,101.6647
2023-09-30,101.6647
2023-10-01,101.6647
2023-10-02,101.6647
2023-10-03,101.6647
2023-10-04,101.6647
2023-10-05,101.6647
2023-10-06,101.6647
2023-10-07,101.6647
2023-10-08,101.6647
2023-10-09,101.6647
2023-10-10,101.6647
2023-10-11,101.6647
2023-10-12,101.6647
2023-10-13,101.6647
2023-10-14,101.6647
2023-10-15,101.6647
2023-10-16,101.6647
2023-10-17,101.6647
2023-10-18,101.6647
2023-10-19,101.6647
2023-10-20,101.6647
2023-10-21,101.6647
2023-10-22,101.6647
2023-10-23,101.6647
2023-10-24,101.6647
2023-10-25,101.6647
2023-10-26,101.6647
2023-10-27,101.6647
2023-10-28,101.6647
2023-10-29,101.6647
2023-10-30,101.6647
2023-10-31,101.6647
2023-11-01,101.6647
2023-11-02,101.6647
2023-11-03,101.6647
2023-11-04,101.6647
2023-11-05,101.6647
2023-11-06,101.6647
2023-11-07,101.6647
2023-11-08,101.6647
2023-11-09,101.6647
2023-11-10,101.6647
2023-11-11,101.6647
2023-11-12,101.6647
2023-11-13,101.6647
2023-11-14,101.6647
2023-11-15,101.6647
2023-11-16,101.6647
2023-11-17,101.6647
2023-11-18,101.6647
2023-11-19,101.6647
2023-11-20,101.6647
2023-11-21,101.6647
2023-11-22,101.6647
2023-11-23,101.6647
2023-11-24,101.6647
2023-11-25,101.6647
2023-11-26,101.6647
2023-11-27,101.6647
2023-11-28,101.6647
2023-11-29,101.6647
2023-11-30,101.6647
2023-12-01,101.6647
2023-12-02,101.6647
2023-12-03,101.6647
2023-12-04,101.6647
2023-12-05,101.6647
2023-12-06,101.6647
2023-12-07,101.6647
2023-12-08,101.6647
2023-12-09,101.6647
2023-12-10,101.6647
2023-12-11,101.6647
2023-12-12,101.6647
2023-12-13,101.6647
2023-12-14,101.6647
2023-12-15,101.6647
2023-12-16,101.6647
2023-12-17,101.6647
2023-12-18,101.6647
2023-12-19,101.6647
2023-12-20,101.6647
2023-12-21,101.6647
2023-12-22,101.6647
2023-12-23,101.6647
2023-12-24,101.6647
2023-12-25,101.6647
2023-12-26,101.6647
2023-12-27,101.6647
2023-12-28,101.6647
2023-12-29,101.6647
2023-12-30,101.6647
2023-12-31,101.6647
2024-01-01,101.6647
2024-01-02,101.6647
2024-01-03,101.6647
2024-01-04,101.6647
2024-01-05,101.6647
2024-01-06,101.6647
2024-01-07,101.6647
2024-01-08,101.6647
2024-01-09,101.6647
2024-01-10,101.6647
2024-01-11,101.6647
2024-01-12,101.6647
2024-01-13,101.6647
2024-01-14,101.6647
2024-01-15,101.6647
2024-01-16,101.6647
2024-01-17,101.6647
2024-01-18,101.6647
2024-01-19,101.6647
2024-01-20,101.6647
2024-01-21,101.6647
2024-01-22,101.6647
2024-01-23,101.6647
2024-01-24,101.6647
2024-01-25,101.6647
2024-01-26,101.6647
2024-01-27,101.6647
2024-01-28,101.6647
2024-01-29,101.6647
2024-01-30,101.6647
2024-01-31,101.6647
2024-02-01,101.6647
2024-02-02,101.6647
2024-02-03,101.6647
2024-02-04,101.6647
2024-02-05,101.6647
2024-02-06,101.6647
2024-02-07,101.6647
2024-02-08,101.6647
2024-02-09,101.6647
2024-02-10,101.6647
2024-02-11,101.6647
2024-02-12,101.6647
2024-02-13,101.6647
2024-02-14,101.6647
2024-02-15,101.6647
2024-02-16,101.6647
2024-02-17,101.6647
2024-02-18,101.6647
2024-02-19,101.6647
2024-02-20,101.6647
2024-02-21,101.6647
2024-02-22,101.6647
2024-02-23,101.6647
2024-02-24,101.6647
2024-02-25,101.6647
2024-02-26,101.6647
2024-02-27,101.6647
2024-02-28,101.6647
2024-02-29,101.6647
2024-03-01,101.6647
2024-03-02,101.6647
2024-03-03,101.6647
2024-03-04,101.6647
2024-03-05,101.6647
2024-03-06,101.6647
2024-03-07,101.6647
2024-03-08,101.6647
2024-03-09,101.6647
2024-03-10,101.6647
2024-03-11,101.6647
2024-03-12,101.6647
2024-03-13,101.6647
2024-03-14,101.6647
2024-03-15,101.6647
2024-03-16,101.6647
2024-03-17,101.6647
2024-03-18,101.6647
2024-03-19,101.6647
2024-03-20,101.6647
2024-03-21,101.6647
2024-03-22,101.6647
2024-03-23,101.6647
2024-03-24,101.6647
2024-03-25,101.6647
2024-03-26,101.6647
2024-03-27,101.6647
2024-03-28,101.6647
2024-03-29,101.6647
2024-03-30,101.6647
2024-03-31,101.6647
2024-04-01,101.6647
2024-04-02,101.6647
2024-04-03,101.6647
2024-04-04,101.6647
2024-04-05,101.6647
2024-04-06,101.6647
2024-04-07,101.6647
2024-04-08,101.6647
