,WHD US Equity
2023-03-18,15.8543
2023-03-19,15.8543
2023-03-20,16.1531
2023-03-21,16.6284
2023-03-22,16.1531
2023-03-23,16.1984
2023-03-24,16.2346
2023-03-25,16.2346
2023-03-26,16.2346
2023-03-27,17.1173
2023-03-28,17.7647
2023-03-29,17.7601
2023-03-30,17.4614
2023-03-31,18.4316
2023-04-01,18.4316
2023-04-02,18.4316
2023-04-03,19.2856
2023-04-04,18.8463
2023-04-05,18.7683
2023-04-06,18.5055
2023-04-07,18.5055
2023-04-08,18.5055
2023-04-09,18.5055
2023-04-10,18.756
2023-04-11,19.146
2023-04-12,19.1871
2023-04-13,18.9859
2023-04-14,19.1419
2023-04-15,19.1419
2023-04-16,19.1419
2023-04-17,18.8463
2023-04-18,19.0147
2023-04-19,19.2692
2023-04-20,19.068
2023-04-21,18.7601
2023-04-22,18.7601
2023-04-23,18.7601
2023-04-24,19.1871
2023-04-25,18.3823
2023-04-26,17.98
2023-04-27,17.787
2023-04-28,18.1237
2023-04-29,18.1237
2023-04-30,18.1237
2023-05-01,18.1812
2023-05-02,17.1506
2023-05-03,16.8837
2023-05-04,16.8344
2023-05-05,17.401
2023-05-06,17.401
2023-05-07,17.401
2023-05-08,17.2245
2023-05-09,17.1259
2023-05-10,16.683
2023-05-11,16.0502
2023-05-12,15.8367
2023-05-13,15.8367
2023-05-14,15.8367
2023-05-15,16.1775
2023-05-16,15.7997
2023-05-17,16.3623
2023-05-18,16.1816
2023-05-19,16.0625
2023-05-20,16.0625
2023-05-21,16.0625
2023-05-22,16.1405
2023-05-23,16.1857
2023-05-24,16.0625
2023-05-25,15.5986
2023-05-26,15.3481
2023-05-27,15.3481
2023-05-28,15.3481
2023-05-29,15.3481
2023-05-30,14.9006
2023-05-31,14.4694
2023-06-01,14.9786
2023-06-02,15.9393
2023-06-03,15.9393
2023-06-04,15.9393
2023-06-05,15.5657
2023-06-06,15.964
2023-06-07,16.9165
2023-06-08,18.1729
2023-06-09,17.9759
2023-06-10,17.9759
2023-06-11,17.9759
2023-06-12,17.9184
2023-06-13,18.0457
2023-06-14,17.8979
2023-06-15,18.1976
2023-06-16,18.2263
2023-06-17,18.2263
2023-06-18,18.2263
2023-06-19,18.2263
2023-06-20,18.0867
2023-06-21,18.1442
2023-06-22,17.7541
2023-06-23,17.4134
2023-06-24,17.4134
2023-06-25,17.4134
2023-06-26,18.1319
2023-06-27,18.2427
2023-06-28,18.292
2023-06-29,18.9449
2023-06-30,18.1243
2023-07-01,18.1243
2023-07-02,18.1243
2023-07-03,18.3653
2023-07-04,18.3653
2023-07-05,18.2689
2023-07-06,18.1685
2023-07-07,18.8514
2023-07-08,18.8514
2023-07-09,18.8514
2023-07-10,18.7831
2023-07-11,19.5543
2023-07-12,19.8676
2023-07-13,20.2211
2023-07-14,19.7994
2023-07-15,19.7994
2023-07-16,19.7994
2023-07-17,20.181
2023-07-18,20.4059
2023-07-19,20.3858
2023-07-20,20.414
2023-07-21,20.4059
2023-07-22,20.4059
2023-07-23,20.4059
2023-07-24,20.904
2023-07-25,21.0928
2023-07-26,21.1732
2023-07-27,20.8639
2023-07-28,21.0125
2023-07-29,21.0125
2023-07-30,21.0125
2023-07-31,21.5226
2023-08-01,21.599
2023-08-02,21.4584
2023-08-03,21.9043
2023-08-04,21.8239
2023-08-05,21.8239
2023-08-06,21.8239
2023-08-07,21.5146
2023-08-08,22.1484
2023-08-09,22.0858
2023-08-10,22.1662
2023-08-11,22.3188
2023-08-12,22.3188
2023-08-13,22.3188
2023-08-14,22.0858
2023-08-15,21.7644
2023-08-16,21.5716
2023-08-17,21.3748
2023-08-18,21.5556
2023-08-19,21.5556
2023-08-20,21.5556
2023-08-21,21.5997
2023-08-22,21.2061
2023-08-23,21.5274
2023-08-24,21.5556
2023-08-25,21.5475
2023-08-26,21.5475
2023-08-27,21.5475
2023-08-28,22.1019
2023-08-29,22.3349
2023-08-30,22.5799
2023-08-31,22.5518
2023-09-01,23.4316
2023-09-02,23.4316
2023-09-03,23.4316
2023-09-04,23.4316
2023-09-05,23.7007
2023-09-06,23.8815
2023-09-07,23.6445
2023-09-08,23.2869
2023-09-09,23.2869
2023-09-10,23.2869
2023-09-11,23.2468
2023-09-12,22.4112
2023-09-13,21.5957
2023-09-14,21.9894
2023-09-15,21.6962
2023-09-16,21.6962
2023-09-17,21.6962
2023-09-18,21.7082
2023-09-19,21.1217
2023-09-20,20.5955
2023-09-21,20.3223
2023-09-22,20.712
2023-09-23,20.712
2023-09-24,20.712
2023-09-25,21.2101
2023-09-26,21.0976
2023-09-27,21.7885
2023-09-28,21.5957
2023-09-29,17.8223
2023-09-30,17.8223
2023-10-01,17.8223
2023-10-02,17.51
2023-10-03,17.7001
2023-10-04,16.8245
2023-10-05,16.6887
2023-10-06,16.8686
2023-10-07,16.8686
2023-10-08,16.8686
2023-10-09,17.7544
2023-10-10,17.6797
2023-10-11,17.6967
2023-10-12,17.5813
2023-10-13,17.9377
2023-10-14,17.9377
2023-10-15,17.9377
2023-10-16,17.4489
2023-10-17,18.2533
2023-10-18,18.44
2023-10-19,18.328
2023-10-20,17.8698
2023-10-21,17.8698
2023-10-22,17.8698
2023-10-23,17.7714
2023-10-24,17.3675
2023-10-25,17.174
2023-10-26,16.9059
2023-10-27,16.7532
2023-10-28,16.7532
2023-10-29,16.7532
2023-10-30,16.6378
2023-10-31,16.7125
2023-11-01,16.4002
2023-11-02,16.9704
2023-11-03,16.7532
2023-11-04,16.7532
2023-11-05,16.7532
2023-11-06,16.278
2023-11-07,15.5348
2023-11-08,15.3583
2023-11-09,15.6776
2023-11-10,15.8232
2023-11-11,15.8232
2023-11-12,15.8232
2023-11-13,15.6773
2023-11-14,16.3561
2023-11-15,15.5483
2023-11-16,15.0223
2023-11-17,15.3277
2023-11-18,15.3277
2023-11-19,15.3277
2023-11-20,15.2089
2023-11-21,14.9476
2023-11-22,15.0087
2023-11-23,15.0087
2023-11-24,15.0902
2023-11-25,15.0902
2023-11-26,15.0902
2023-11-27,14.7983
2023-11-28,15.0019
2023-11-29,15.0834
2023-11-30,15.2022
2023-12-01,15.3617
2023-12-02,15.3617
2023-12-03,15.3617
2023-12-04,15.2293
2023-12-05,14.9103
2023-12-06,14.486
2023-12-07,14.6693
2023-12-08,14.8628
2023-12-09,14.8628
2023-12-10,14.8628
2023-12-11,14.8152
2023-12-12,14.6761
2023-12-13,15.0257
2023-12-14,15.6196
2023-12-15,15.7248
2023-12-16,15.7248
2023-12-17,15.7248
2023-12-18,15.8436
2023-12-19,15.8911
2023-12-20,15.8843
2023-12-21,16.2203
2023-12-22,16.278
2023-12-23,16.278
2023-12-24,16.278
2023-12-25,16.278
2023-12-26,16.5394
2023-12-27,16.5326
2023-12-28,16.2882
2023-12-29,14.1183
2023-12-30,14.1183
2023-12-31,14.1183
2024-01-01,14.1183
2024-01-02,13.7577
2024-01-03,13.938
2024-01-04,13.4182
2024-01-05,13.5234
2024-01-06,13.5234
2024-01-07,13.5234
2024-01-08,13.0907
2024-01-09,12.649
2024-01-10,12.5859
2024-01-11,12.5319
2024-01-12,12.652
2024-01-13,12.652
2024-01-14,12.652
2024-01-15,12.652
2024-01-16,12.2615
2024-01-17,11.928
2024-01-18,12.0722
2024-01-19,12.0301
2024-01-20,12.0301
2024-01-21,12.0301
2024-01-22,12.2765
2024-01-23,12.2314
2024-01-24,12.6641
2024-01-25,12.9465
2024-01-26,13.1208
2024-01-27,13.1208
2024-01-28,13.1208
2024-01-29,13.1989
2024-01-30,13.6946
2024-01-31,13.2289
2024-02-01,13.286
2024-02-02,12.8984
2024-02-03,12.8984
2024-02-04,12.8984
2024-02-05,12.7903
2024-02-06,13.2379
2024-02-07,13.31
2024-02-08,13.5113
2024-02-09,13.4392
2024-02-10,13.4392
2024-02-11,13.4392
2024-02-12,13.5594
2024-02-13,13.3431
2024-02-14,13.4422
2024-02-15,14.2835
2024-02-16,14.3496
2024-02-17,14.3496
2024-02-18,14.3496
2024-02-19,14.3496
2024-02-20,14.1363
2024-02-21,14.2925
2024-02-22,14.2384
2024-02-23,14.2595
2024-02-24,14.2595
2024-02-25,14.2595
2024-02-26,14.0522
2024-02-27,14.1483
2024-02-28,14.2024
2024-02-29,14.2684
2024-03-01,14.3045
2024-03-02,14.3045
2024-03-03,14.3045
2024-03-04,14.0817
2024-03-05,14.0157
2024-03-06,14.0367
2024-03-07,14.556
2024-03-08,14.4449
2024-03-09,14.4449
2024-03-10,14.4449
2024-03-11,14.466
2024-03-12,14.52
2024-03-13,14.7811
2024-03-14,14.9793
2024-03-15,14.8202
2024-03-16,14.8202
2024-03-17,14.8202
2024-03-18,14.7091
2024-03-19,14.8502
2024-03-20,14.9282
2024-03-21,15.2374
2024-03-22,15.2644
2024-03-23,15.2644
2024-03-24,15.2644
2024-03-25,15.4265
2024-03-26,15.3695
2024-03-27,15.4265
2024-03-28,15.5136
2024-03-29,15.5136
2024-03-30,15.5136
2024-03-31,15.5136
2024-04-01,15.3785
2024-04-02,15.3155
2024-04-03,15.8948
2024-04-04,15.6637
2024-04-05,16.1229
2024-04-06,16.1229
2024-04-07,16.1229
2024-04-08,15.9068
