,CRD/A US Equity
2023-03-26,49.1057
2023-03-27,51.9086
2023-03-28,51.5289
2023-03-29,50.4946
2023-03-30,50.0693
2023-03-31,25.5234
2023-04-01,25.5234
2023-04-02,25.5234
2023-04-03,26.9354
2023-04-04,26.5801
2023-04-05,26.8209
2023-04-06,26.776
2023-04-07,26.776
2023-04-08,26.776
2023-04-09,26.776
2023-04-10,26.5122
2023-04-11,26.0833
2023-04-12,25.7908
2023-04-13,26.1047
2023-04-14,26.0435
2023-04-15,26.0435
2023-04-16,26.0435
2023-04-17,26.7315
2023-04-18,26.3163
2023-04-19,26.5118
2023-04-20,26.5762
2023-04-21,26.6394
2023-04-22,26.6394
2023-04-23,26.6394
2023-04-24,26.6518
2023-04-25,27.0502
2023-04-26,26.4493
2023-04-27,26.5541
2023-04-28,26.5652
2023-04-29,26.5652
2023-04-30,26.5652
2023-05-01,26.6089
2023-05-02,26.5437
2023-05-03,26.4639
2023-05-04,26.5572
2023-05-05,26.6029
2023-05-06,26.6029
2023-05-07,26.6029
2023-05-08,27.6378
2023-05-09,27.5385
2023-05-10,27.025
2023-05-11,27.3736
2023-05-12,27.7534
2023-05-13,27.7534
2023-05-14,27.7534
2023-05-15,27.7129
2023-05-16,27.1217
2023-05-17,27.3927
2023-05-18,26.9529
2023-05-19,27.5304
2023-05-20,27.5304
2023-05-21,27.5304
2023-05-22,27.4523
2023-05-23,27.8256
2023-05-24,27.4422
2023-05-25,27.7302
2023-05-26,27.8116
2023-05-27,27.8116
2023-05-28,27.8116
2023-05-29,27.8116
2023-05-30,27.904
2023-05-31,27.958
2023-06-01,27.9404
2023-06-02,28.2394
2023-06-03,28.2394
2023-06-04,28.2394
2023-06-05,28.0948
2023-06-06,28.4377
2023-06-07,28.3274
2023-06-08,28.2305
2023-06-09,28.0841
2023-06-10,28.0841
2023-06-11,28.0841
2023-06-12,28.0582
2023-06-13,28.1038
2023-06-14,28.0412
2023-06-15,28.2451
2023-06-16,28.8215
2023-06-17,28.8215
2023-06-18,28.8215
2023-06-19,28.8215
2023-06-20,29.0131
2023-06-21,29.2028
2023-06-22,28.5447
2023-06-23,28.4792
2023-06-24,28.4792
2023-06-25,28.4792
2023-06-26,28.5546
2023-06-27,28.8474
2023-06-28,28.5111
2023-06-29,29.2421
2023-06-30,21.266
2023-07-01,21.266
2023-07-02,21.266
2023-07-03,21.2331
2023-07-04,21.2331
2023-07-05,20.6569
2023-07-06,20.355
2023-07-07,20.3369
2023-07-08,20.3369
2023-07-09,20.3369
2023-07-10,20.3256
2023-07-11,20.4476
2023-07-12,20.0704
2023-07-13,20.0403
2023-07-14,19.693
2023-07-15,19.693
2023-07-16,19.693
2023-07-17,19.8881
2023-07-18,20.1997
2023-07-19,19.7945
2023-07-20,20.2169
2023-07-21,19.9606
2023-07-22,19.9606
2023-07-23,19.9606
2023-07-24,19.8759
2023-07-25,19.945
2023-07-26,19.9258
2023-07-27,18.9299
2023-07-28,18.7781
2023-07-29,18.7781
2023-07-30,18.7781
2023-07-31,19.5734
2023-08-01,19.8633
2023-08-02,19.8408
2023-08-03,20.1205
2023-08-04,19.7184
2023-08-05,19.7184
2023-08-06,19.7184
2023-08-07,19.7247
2023-08-08,19.4806
2023-08-09,19.696
2023-08-10,19.8892
2023-08-11,19.907
2023-08-12,19.907
2023-08-13,19.907
2023-08-14,19.7648
2023-08-15,19.8658
2023-08-16,19.847
2023-08-17,19.7491
2023-08-18,19.8289
2023-08-19,19.8289
2023-08-20,19.8289
2023-08-21,19.8732
2023-08-22,19.8425
2023-08-23,19.7734
2023-08-24,19.9596
2023-08-25,20.3327
2023-08-26,20.3327
2023-08-27,20.3327
2023-08-28,20.6032
2023-08-29,20.7678
2023-08-30,21.2471
2023-08-31,21.2603
2023-09-01,21.1889
2023-09-02,21.1889
2023-09-03,21.1889
2023-09-04,21.1889
2023-09-05,20.8123
2023-09-06,21.011
2023-09-07,20.9409
2023-09-08,20.9148
2023-09-09,20.9148
2023-09-10,20.9148
2023-09-11,20.365
2023-09-12,20.4697
2023-09-13,20.583
2023-09-14,20.8346
2023-09-15,20.4336
2023-09-16,20.4336
2023-09-17,20.4336
2023-09-18,20.5798
2023-09-19,20.4295
2023-09-20,20.2409
2023-09-21,20.2622
2023-09-22,20.2301
2023-09-23,20.2301
2023-09-24,20.2301
2023-09-25,20.165
2023-09-26,20.1266
2023-09-27,20.0363
2023-09-28,19.7096
2023-09-29,7.9639
2023-09-30,7.9639
2023-10-01,7.9639
2023-10-02,7.8551
2023-10-03,7.8617
2023-10-04,7.8821
2023-10-05,7.8349
2023-10-06,7.8827
2023-10-07,7.8827
2023-10-08,7.8827
2023-10-09,7.9209
2023-10-10,7.8954
2023-10-11,7.8619
2023-10-12,7.788
2023-10-13,7.7814
2023-10-14,7.7814
2023-10-15,7.7814
2023-10-16,7.7901
2023-10-17,7.8116
2023-10-18,7.7458
2023-10-19,7.724
2023-10-20,7.6932
2023-10-21,7.6932
2023-10-22,7.6932
2023-10-23,7.6819
2023-10-24,7.6873
2023-10-25,7.6886
2023-10-26,7.7105
2023-10-27,7.7016
2023-10-28,7.7016
2023-10-29,7.7016
2023-10-30,7.8237
2023-10-31,7.8138
2023-11-01,7.8271
2023-11-02,7.9041
2023-11-03,8.0001
2023-11-04,8.0001
2023-11-05,8.0001
2023-11-06,7.9888
2023-11-07,8.2336
2023-11-08,8.1506
2023-11-09,8.3874
2023-11-10,8.4916
2023-11-11,8.4916
2023-11-12,8.4916
2023-11-13,8.4448
2023-11-14,8.6374
2023-11-15,8.4305
2023-11-16,8.4945
2023-11-17,8.6176
2023-11-18,8.6176
2023-11-19,8.6176
2023-11-20,8.8224
2023-11-21,8.6409
2023-11-22,8.8593
2023-11-23,8.8593
2023-11-24,8.9691
2023-11-25,8.9691
2023-11-26,8.9691
2023-11-27,8.9417
2023-11-28,8.8007
2023-11-29,8.9024
2023-11-30,8.9321
2023-12-01,8.9671
2023-12-02,8.9671
2023-12-03,8.9671
2023-12-04,9.0198
2023-12-05,9.0229
2023-12-06,9.1793
2023-12-07,9.0637
2023-12-08,8.8844
2023-12-09,8.8844
2023-12-10,8.8844
2023-12-11,9.1621
2023-12-12,9.089
2023-12-13,9.1799
2023-12-14,9.1905
2023-12-15,9.3722
2023-12-16,9.3722
2023-12-17,9.3722
2023-12-18,9.381
2023-12-19,9.4817
2023-12-20,9.3423
2023-12-21,9.7558
2023-12-22,9.6831
2023-12-23,9.6831
2023-12-24,9.6831
2023-12-25,9.6831
2023-12-26,9.7953
2023-12-27,9.8277
2023-12-28,9.8267
2023-12-29,12.3163
2023-12-30,12.3163
2023-12-31,12.3163
2024-01-01,12.3163
2024-01-02,12.0774
2024-01-03,12.0585
2024-01-04,12.022
2024-01-05,11.7846
2024-01-06,11.7846
2024-01-07,11.7846
2024-01-08,11.9328
2024-01-09,11.6908
2024-01-10,11.7509
2024-01-11,11.5935
2024-01-12,11.7228
2024-01-13,11.7228
2024-01-14,11.7228
2024-01-15,11.7228
2024-01-16,11.8801
2024-01-17,11.9341
2024-01-18,11.8625
2024-01-19,11.8879
2024-01-20,11.8879
2024-01-21,11.8879
2024-01-22,11.9593
2024-01-23,11.9808
2024-01-24,11.8719
2024-01-25,11.7371
2024-01-26,11.9459
2024-01-27,11.9459
2024-01-28,11.9459
2024-01-29,11.817
2024-01-30,11.766
2024-01-31,11.5449
2024-02-01,11.8195
2024-02-02,11.891
2024-02-03,11.891
2024-02-04,11.891
2024-02-05,11.2825
2024-02-06,11.5423
2024-02-07,11.5477
2024-02-08,11.7215
2024-02-09,11.9341
2024-02-10,11.9341
2024-02-11,11.9341
2024-02-12,11.7062
2024-02-13,12.0449
2024-02-14,12.1632
2024-02-15,12.1882
2024-02-16,12.194
2024-02-17,12.194
2024-02-18,12.194
2024-02-19,12.194
2024-02-20,12.0412
2024-02-21,11.8743
2024-02-22,11.8152
2024-02-23,11.858
2024-02-24,11.858
2024-02-25,11.858
2024-02-26,12.2275
2024-02-27,11.5386
2024-02-28,11.2896
2024-02-29,11.1573
2024-03-01,11.3689
2024-03-02,11.3689
2024-03-03,11.3689
2024-03-04,11.7234
2024-03-05,9.5762
2024-03-06,9.2621
2024-03-07,9.0357
2024-03-08,8.923
2024-03-09,8.923
2024-03-10,8.923
2024-03-11,8.7944
2024-03-12,8.9368
2024-03-13,8.8433
2024-03-14,9.2174
2024-03-15,9.0425
2024-03-16,9.0425
2024-03-17,9.0425
2024-03-18,9.2196
2024-03-19,9.2749
2024-03-20,9.5049
2024-03-21,9.4604
2024-03-22,9.5999
2024-03-23,9.5999
2024-03-24,9.5999
2024-03-25,9.5188
2024-03-26,9.6524
2024-03-27,9.7678
2024-03-28,9.7585
2024-03-29,9.7585
2024-03-30,9.7585
2024-03-31,9.7585
2024-04-01,9.4981
2024-04-02,9.4779
2024-04-03,9.5414
2024-04-04,9.6162
2024-04-05,9.6349
2024-04-06,9.6349
2024-04-07,9.6349
2024-04-08,9.595
