,PFSI US Equity
2023-03-17,10.2043
2023-03-18,10.2043
2023-03-19,10.2043
2023-03-20,10.2043
2023-03-21,10.2806
2023-03-22,10.1438
2023-03-23,10.1348
2023-03-24,10.2529
2023-03-25,10.2529
2023-03-26,10.2529
2023-03-27,10.2477
2023-03-28,10.2215
2023-03-29,10.3128
2023-03-30,10.321
2023-03-31,21.8384
2023-04-01,21.8384
2023-04-02,21.8384
2023-04-03,21.9612
2023-04-04,21.8797
2023-04-05,21.9199
2023-04-06,21.8436
2023-04-07,21.8436
2023-04-08,21.8436
2023-04-09,21.8436
2023-04-10,21.8225
2023-04-11,22.0724
2023-04-12,22.0607
2023-04-13,22.2005
2023-04-14,22.2259
2023-04-15,22.2259
2023-04-16,22.2259
2023-04-17,22.1603
2023-04-18,22.1677
2023-04-19,22.2397
2023-04-20,22.2323
2023-04-21,22.2609
2023-04-22,22.2609
2023-04-23,22.2609
2023-04-24,22.3011
2023-04-25,22.2905
2023-04-26,22.3043
2023-04-27,22.5066
2023-04-28,22.1518
2023-04-29,22.1518
2023-04-30,22.1518
2023-05-01,21.9662
2023-05-02,21.8719
2023-05-03,21.7623
2023-05-04,21.57
2023-05-05,21.7052
2023-05-06,21.7052
2023-05-07,21.7052
2023-05-08,21.6144
2023-05-09,21.5055
2023-05-10,21.5837
2023-05-11,21.7243
2023-05-12,21.8172
2023-05-13,21.8172
2023-05-14,21.8172
2023-05-15,21.9557
2023-05-16,21.981
2023-05-17,22.1395
2023-05-18,22.3604
2023-05-19,22.2072
2023-05-20,22.2072
2023-05-21,22.2072
2023-05-22,22.0761
2023-05-23,22.0001
2023-05-24,21.9335
2023-05-25,21.7538
2023-05-26,21.9081
2023-05-27,21.9081
2023-05-28,21.9081
2023-05-29,21.9081
2023-05-30,21.9641
2023-05-31,21.9758
2023-06-01,22.055
2023-06-02,22.2632
2023-06-03,22.2632
2023-06-04,22.2632
2023-06-05,22.1786
2023-06-06,22.2811
2023-06-07,22.4048
2023-06-08,22.428
2023-06-09,22.4555
2023-06-10,22.4555
2023-06-11,22.4555
2023-06-12,22.5559
2023-06-13,22.8623
2023-06-14,22.856
2023-06-15,22.9152
2023-06-16,22.7514
2023-06-17,22.7514
2023-06-18,22.7514
2023-06-19,22.7514
2023-06-20,22.8296
2023-06-21,22.8581
2023-06-22,22.7091
2023-06-23,22.6774
2023-06-24,22.6774
2023-06-25,22.6774
2023-06-26,22.6837
2023-06-27,22.9722
2023-06-28,23.1233
2023-06-29,23.0377
2023-06-30,23.9749
2023-07-01,23.9749
2023-07-02,23.9749
2023-07-03,23.9613
2023-07-04,23.9613
2023-07-05,23.7481
2023-07-06,23.452
2023-07-07,23.5715
2023-07-08,23.5715
2023-07-09,23.5715
2023-07-10,23.8581
2023-07-11,24.032
2023-07-12,24.2588
2023-07-13,24.4258
2023-07-14,24.4408
2023-07-15,24.4408
2023-07-16,24.4408
2023-07-17,24.7572
2023-07-18,25.1036
2023-07-19,25.4975
2023-07-20,25.3997
2023-07-21,25.2937
2023-07-22,25.2937
2023-07-23,25.2937
2023-07-24,25.363
2023-07-25,25.3209
2023-07-26,25.5233
2023-07-27,25.3182
2023-07-28,24.7474
2023-07-29,24.7474
2023-07-30,24.7474
2023-07-31,24.6294
2023-08-01,24.5657
2023-08-02,24.5047
2023-08-03,24.4333
2023-08-04,24.6667
2023-08-05,24.6667
2023-08-06,24.6667
2023-08-07,24.8919
2023-08-08,24.7087
2023-08-09,24.6463
2023-08-10,24.531
2023-08-11,24.4577
2023-08-12,24.4577
2023-08-13,24.4577
2023-08-14,24.3587
2023-08-15,24.2732
2023-08-16,24.0954
2023-08-17,23.9326
2023-08-18,23.8309
2023-08-19,23.8309
2023-08-20,23.8309
2023-08-21,23.7427
2023-08-22,23.5486
2023-08-23,23.8444
2023-08-24,23.7902
2023-08-25,23.7834
2023-08-26,23.7834
2023-08-27,23.7834
2023-08-28,23.7874
2023-08-29,23.8621
2023-08-30,24.0262
2023-08-31,24.1633
2023-09-01,24.299
2023-09-02,24.299
2023-09-03,24.299
2023-09-04,24.299
2023-09-05,24.0588
2023-09-06,23.9231
2023-09-07,23.9367
2023-09-08,23.8281
2023-09-09,23.8281
2023-09-10,23.8281
2023-09-11,24.0982
2023-09-12,23.8797
2023-09-13,23.6843
2023-09-14,23.858
2023-09-15,23.7467
2023-09-16,23.7467
2023-09-17,23.7467
2023-09-18,23.683
2023-09-19,23.687
2023-09-20,23.7467
2023-09-21,23.5364
2023-09-22,23.5066
2023-09-23,23.5066
2023-09-24,23.5066
2023-09-25,23.4998
2023-09-26,23.3438
2023-09-27,23.3695
2023-09-28,23.4415
2023-09-29,31.7424
2023-09-30,31.7424
2023-10-01,31.7424
2023-10-02,31.6116
2023-10-03,31.2626
2023-10-04,31.5243
2023-10-05,31.7344
2023-10-06,31.7085
2023-10-07,31.7085
2023-10-08,31.7085
2023-10-09,31.8652
2023-10-10,32.0543
2023-10-11,32.0801
2023-10-12,31.7489
2023-10-13,31.7457
2023-10-14,31.7457
2023-10-15,31.7457
2023-10-16,31.8329
2023-10-17,31.8717
2023-10-18,31.5647
2023-10-19,31.2222
2023-10-20,31.2416
2023-10-21,31.2416
2023-10-22,31.2416
2023-10-23,31.2674
2023-10-24,31.1834
2023-10-25,31.1608
2023-10-26,31.3369
2023-10-27,32.2357
2023-10-28,32.2357
2023-10-29,32.2357
2023-10-30,31.972
2023-10-31,31.8507
2023-11-01,32.1063
2023-11-02,32.5042
2023-11-03,32.7177
2023-11-04,32.7177
2023-11-05,32.7177
2023-11-06,32.6109
2023-11-07,32.4896
2023-11-08,32.6869
2023-11-09,32.5058
2023-11-10,32.6222
2023-11-11,32.6222
2023-11-12,32.6222
2023-11-13,32.543
2023-11-14,33.3792
2023-11-15,33.4148
2023-11-16,33.1705
2023-11-17,33.2175
2023-11-18,33.2175
2023-11-19,33.2175
2023-11-20,33.6347
2023-11-21,33.5975
2023-11-22,33.6331
2023-11-23,33.6331
2023-11-24,33.4843
2023-11-25,33.4843
2023-11-26,33.4843
2023-11-27,33.4779
2023-11-28,33.5636
2023-11-29,33.7108
2023-11-30,33.5636
2023-12-01,33.8855
2023-12-02,33.8855
2023-12-03,33.8855
2023-12-04,34.0569
2023-12-05,33.9566
2023-12-06,33.921
2023-12-07,34.0035
2023-12-08,33.9453
2023-12-09,33.9453
2023-12-10,33.9453
2023-12-11,34.12
2023-12-12,34.382
2023-12-13,34.974
2023-12-14,36.0124
2023-12-15,35.4608
2023-12-16,35.4608
2023-12-17,35.4608
2023-12-18,35.2667
2023-12-19,35.2975
2023-12-20,35.0193
2023-12-21,35.1196
2023-12-22,35.2619
2023-12-23,35.2619
2023-12-24,35.2619
2023-12-25,35.2619
2023-12-26,35.3298
2023-12-27,35.3994
2023-12-28,35.38
2023-12-29,51.5936
2023-12-30,51.5936
2023-12-31,51.5936
2024-01-01,51.5936
2024-01-02,51.441
2024-01-03,50.6996
2024-01-04,50.6005
2024-01-05,50.5069
2024-01-06,50.5069
2024-01-07,50.5069
2024-01-08,51.3206
2024-01-09,51.0342
2024-01-10,51.334
2024-01-11,51.1198
2024-01-12,51.0288
2024-01-13,51.0288
2024-01-14,51.0288
2024-01-15,51.0288
2024-01-16,50.3355
2024-01-17,50.2392
2024-01-18,50.2981
2024-01-19,50.8522
2024-01-20,50.8522
2024-01-21,50.8522
2024-01-22,51.243
2024-01-23,51.1359
2024-01-24,50.9485
2024-01-25,51.3955
2024-01-26,51.3955
2024-01-27,51.3955
2024-01-28,51.3955
2024-01-29,51.8318
2024-01-30,51.8318
2024-01-31,51.2858
2024-02-01,51.7676
2024-02-02,53.0238
2024-02-03,53.0238
2024-02-04,53.0238
2024-02-05,52.0633
2024-02-06,52.0795
2024-02-07,51.9826
2024-02-08,52.2248
2024-02-09,52.4776
2024-02-10,52.4776
2024-02-11,52.4776
2024-02-12,52.7144
2024-02-13,51.0033
2024-02-14,51.719
2024-02-15,52.3835
2024-02-16,51.7378
2024-02-17,51.7378
2024-02-18,51.7378
2024-02-19,51.7378
2024-02-20,51.3612
2024-02-21,51.4748
2024-02-22,51.3991
2024-02-23,51.4775
2024-02-24,51.4775
2024-02-25,51.4775
2024-02-26,51.1557
2024-02-27,51.0692
2024-02-28,50.615
2024-02-29,50.9016
2024-03-01,51.0287
2024-03-02,51.0287
2024-03-03,51.0287
2024-03-04,50.8475
2024-03-05,51.2017
2024-03-06,51.1801
2024-03-07,51.8236
2024-03-08,51.4288
2024-03-09,51.4288
2024-03-10,51.4288
2024-03-11,51.2017
2024-03-12,51.1422
2024-03-13,51.3937
2024-03-14,50.934
2024-03-15,50.8232
2024-03-16,50.8232
2024-03-17,50.8232
2024-03-18,50.9367
2024-03-19,51.4964
2024-03-20,52.1237
2024-03-21,52.7834
2024-03-22,52.3075
2024-03-23,52.3075
2024-03-24,52.3075
2024-03-25,52.3535
2024-03-26,51.9885
2024-03-27,52.7347
2024-03-28,52.5671
2024-03-29,52.5671
2024-03-30,52.5671
2024-03-31,52.5671
2024-04-01,52.1994
2024-04-02,51.7695
2024-04-03,51.8263
2024-04-04,51.71
2024-04-05,52.0317
2024-04-06,52.0317
2024-04-07,52.0317
2024-04-08,52.2832
