,ENVA US Equity
2023-03-20,9.1976
2023-03-21,9.3069
2023-03-22,9.2436
2023-03-23,9.2099
2023-03-24,9.1763
2023-03-25,9.1763
2023-03-26,9.1763
2023-03-27,9.297
2023-03-28,9.2609
2023-03-29,9.3357
2023-03-30,9.3225
2023-03-31,9.0537
2023-04-01,9.0537
2023-04-02,9.0537
2023-04-03,9.0231
2023-04-04,8.9753
2023-04-05,8.9612
2023-04-06,8.9816
2023-04-07,8.9816
2023-04-08,8.9816
2023-04-09,8.9816
2023-04-10,9.0286
2023-04-11,9.0968
2023-04-12,9.1525
2023-04-13,9.1579
2023-04-14,9.1713
2023-04-15,9.1713
2023-04-16,9.1713
2023-04-17,9.2112
2023-04-18,9.2771
2023-04-19,9.3492
2023-04-20,9.3539
2023-04-21,9.3766
2023-04-22,9.3766
2023-04-23,9.3766
2023-04-24,9.3806
2023-04-25,9.3084
2023-04-26,8.8141
2023-04-27,8.9527
2023-04-28,8.9768
2023-04-29,8.9768
2023-04-30,8.9768
2023-05-01,9.035
2023-05-02,8.9419
2023-05-03,8.9008
2023-05-04,8.8403
2023-05-05,8.9295
2023-05-06,8.9295
2023-05-07,8.9295
2023-05-08,8.8985
2023-05-09,8.8768
2023-05-10,8.8729
2023-05-11,8.8737
2023-05-12,8.8558
2023-05-13,8.8558
2023-05-14,8.8558
2023-05-15,8.921
2023-05-16,8.9249
2023-05-17,9.0637
2023-05-18,9.1629
2023-05-19,9.1358
2023-05-20,9.1358
2023-05-21,9.1358
2023-05-22,9.1187
2023-05-23,9.1885
2023-05-24,9.1234
2023-05-25,9.1676
2023-05-26,9.1994
2023-05-27,9.1994
2023-05-28,9.1994
2023-05-29,9.1994
2023-05-30,9.2242
2023-05-31,9.1784
2023-06-01,9.1932
2023-06-02,9.356
2023-06-03,9.356
2023-06-04,9.356
2023-06-05,9.3157
2023-06-06,9.5057
2023-06-07,9.6119
2023-06-08,9.6018
2023-06-09,9.5631
2023-06-10,9.5631
2023-06-11,9.5631
2023-06-12,9.5615
2023-06-13,9.6414
2023-06-14,9.5685
2023-06-15,9.6236
2023-06-16,9.6166
2023-06-17,9.6166
2023-06-18,9.6166
2023-06-19,9.6166
2023-06-20,9.629
2023-06-21,9.6585
2023-06-22,9.6437
2023-06-23,9.598
2023-06-24,9.598
2023-06-25,9.598
2023-06-26,9.5375
2023-06-27,9.5708
2023-06-28,9.6065
2023-06-29,9.75
2023-06-30,9.1456
2023-07-01,9.1456
2023-07-02,9.1456
2023-07-03,9.2301
2023-07-04,9.2301
2023-07-05,9.1323
2023-07-06,9.0809
2023-07-07,9.1007
2023-07-08,9.1007
2023-07-09,9.1007
2023-07-10,9.1044
2023-07-11,9.1404
2023-07-12,9.2955
2023-07-13,9.283
2023-07-14,9.2985
2023-07-15,9.2985
2023-07-16,9.2985
2023-07-17,9.3859
2023-07-18,9.458
2023-07-19,9.4337
2023-07-20,9.4117
2023-07-21,9.3345
2023-07-22,9.3345
2023-07-23,9.3345
2023-07-24,9.4183
2023-07-25,9.4447
2023-07-26,9.3243
2023-07-27,9.2262
2023-07-28,9.2097
2023-07-29,9.2097
2023-07-30,9.2097
2023-07-31,9.2351
2023-08-01,9.2445
2023-08-02,9.2075
2023-08-03,9.1582
2023-08-04,9.2351
2023-08-05,9.2351
2023-08-06,9.2351
2023-08-07,9.2786
2023-08-08,9.2401
2023-08-09,9.1589
2023-08-10,9.1082
2023-08-11,9.0661
2023-08-12,9.0661
2023-08-13,9.0661
2023-08-14,8.9965
2023-08-15,8.9248
2023-08-16,8.8914
2023-08-17,8.8812
2023-08-18,8.8747
2023-08-19,8.8747
2023-08-20,8.8747
2023-08-21,8.8936
2023-08-22,8.8486
2023-08-23,8.9197
2023-08-24,8.9081
2023-08-25,8.8958
2023-08-26,8.8958
2023-08-27,8.8958
2023-08-28,8.9422
2023-08-29,8.9712
2023-08-30,8.9298
2023-08-31,8.8987
2023-09-01,8.9371
2023-09-02,8.9371
2023-09-03,8.9371
2023-09-04,8.9371
2023-09-05,8.7826
2023-09-06,8.8051
2023-09-07,8.7732
2023-09-08,8.8087
2023-09-09,8.8087
2023-09-10,8.8087
2023-09-11,8.8363
2023-09-12,8.8522
2023-09-13,8.8116
2023-09-14,8.8617
2023-09-15,8.8595
2023-09-16,8.8595
2023-09-17,8.8595
2023-09-18,8.8182
2023-09-19,8.837
2023-09-20,8.7565
2023-09-21,8.7138
2023-09-22,8.6869
2023-09-23,8.6869
2023-09-24,8.6869
2023-09-25,8.7471
2023-09-26,8.6964
2023-09-27,8.8588
2023-09-28,8.982
2023-09-29,9.2432
2023-09-30,9.2432
2023-10-01,9.2432
2023-10-02,9.191
2023-10-03,9.1308
2023-10-04,9.0592
2023-10-05,9.1466
2023-10-06,9.1652
2023-10-07,9.1652
2023-10-08,9.1652
2023-10-09,9.1874
2023-10-10,9.2125
2023-10-11,9.2748
2023-10-12,9.2748
2023-10-13,9.1594
2023-10-14,9.1594
2023-10-15,9.1594
2023-10-16,9.1759
2023-10-17,9.1974
2023-10-18,9.0864
2023-10-19,9.0355
2023-10-20,8.908
2023-10-21,8.908
2023-10-22,8.908
2023-10-23,8.8737
2023-10-24,8.7641
2023-10-25,8.111
2023-10-26,8.1527
2023-10-27,8.3674
2023-10-28,8.3674
2023-10-29,8.3674
2023-10-30,8.3466
2023-10-31,8.3709
2023-11-01,8.4827
2023-11-02,8.5036
2023-11-03,8.5745
2023-11-04,8.5745
2023-11-05,8.5745
2023-11-06,8.5495
2023-11-07,8.4529
2023-11-08,8.4563
2023-11-09,8.4327
2023-11-10,8.3994
2023-11-11,8.3994
2023-11-12,8.3994
2023-11-13,8.4147
2023-11-14,8.5258
2023-11-15,8.4848
2023-11-16,8.3445
2023-11-17,8.3952
2023-11-18,8.3952
2023-11-19,8.3952
2023-11-20,8.439
2023-11-21,8.3882
2023-11-22,8.4147
2023-11-23,8.4147
2023-11-24,8.4035
2023-11-25,8.4035
2023-11-26,8.4035
2023-11-27,8.4098
2023-11-28,8.4424
2023-11-29,8.4529
2023-11-30,8.4626
2023-12-01,8.5647
2023-12-02,8.5647
2023-12-03,8.5647
2023-12-04,8.71
2023-12-05,8.603
2023-12-06,8.6474
2023-12-07,8.8844
2023-12-08,8.8858
2023-12-09,8.8858
2023-12-10,8.8858
2023-12-11,8.9865
2023-12-12,9.056
2023-12-13,9.2089
2023-12-14,9.3103
2023-12-15,9.3562
2023-12-16,9.3562
2023-12-17,9.3562
2023-12-18,9.3034
2023-12-19,9.4055
2023-12-20,9.3583
2023-12-21,9.4278
2023-12-22,9.4285
2023-12-23,9.4285
2023-12-24,9.4285
2023-12-25,9.4285
2023-12-26,9.4861
2023-12-27,9.507
2023-12-28,9.5126
2023-12-29,10.8338
2023-12-30,10.8338
2023-12-31,10.8338
2024-01-01,10.8338
2024-01-02,10.8203
2024-01-03,10.7482
2024-01-04,10.7843
2024-01-05,10.8104
2024-01-06,10.8104
2024-01-07,10.8104
2024-01-08,10.8727
2024-01-09,10.838
2024-01-10,10.8161
2024-01-11,10.8147
2024-01-12,10.7977
2024-01-13,10.7977
2024-01-14,10.7977
2024-01-15,10.7977
2024-01-16,10.8076
2024-01-17,10.7963
2024-01-18,10.7885
2024-01-19,10.8564
2024-01-20,10.8564
2024-01-21,10.8564
2024-01-22,10.9399
2024-01-23,10.9208
2024-01-24,10.9201
2024-01-25,10.9817
2024-01-26,11.0616
2024-01-27,11.0616
2024-01-28,11.0616
2024-01-29,11.0913
2024-01-30,11.0751
2024-01-31,10.6675
2024-02-01,10.7088
2024-02-02,10.6365
2024-02-03,10.6365
2024-02-04,10.6365
2024-02-05,10.6406
2024-02-06,10.6427
2024-02-07,10.6854
2024-02-08,10.6771
2024-02-09,10.744
2024-02-10,10.744
2024-02-11,10.744
2024-02-12,10.857
2024-02-13,10.755
2024-02-14,10.8508
2024-02-15,11.0334
2024-02-16,11.0175
2024-02-17,11.0175
2024-02-18,11.0175
2024-02-19,11.0175
2024-02-20,11.0837
2024-02-21,11.0375
2024-02-22,11.0444
2024-02-23,11.0155
2024-02-24,11.0155
2024-02-25,11.0155
2024-02-26,11.0095
2024-02-27,11.0135
2024-02-28,11.0769
2024-02-29,11.1383
2024-03-01,11.131
2024-03-02,11.131
2024-03-03,11.131
2024-03-04,11.1023
2024-03-05,11.1457
2024-03-06,11.1003
2024-03-07,11.1276
2024-03-08,11.1557
2024-03-09,11.1557
2024-03-10,11.1557
2024-03-11,11.0382
2024-03-12,11.0929
2024-03-13,11.0749
2024-03-14,10.9448
2024-03-15,10.9047
2024-03-16,10.9047
2024-03-17,10.9047
2024-03-18,10.896
2024-03-19,11.0202
2024-03-20,11.0736
2024-03-21,11.1223
2024-03-22,10.9888
2024-03-23,10.9888
2024-03-24,10.9888
2024-03-25,10.9655
2024-03-26,11.0002
2024-03-27,11.0676
2024-03-28,11.0078
2024-03-29,11.0078
2024-03-30,11.0078
2024-03-31,11.0078
2024-04-01,10.9388
2024-04-02,10.933
2024-04-03,11.0078
2024-04-04,10.9544
2024-04-05,11.0085
2024-04-06,11.0085
2024-04-07,11.0085
2024-04-08,11.0196
