,GTES US Equity
2023-03-17,15.7774
2023-03-18,15.7774
2023-03-19,15.7774
2023-03-20,15.8657
2023-03-21,16.0424
2023-03-22,15.8289
2023-03-23,15.8069
2023-03-24,15.8363
2023-03-25,15.8363
2023-03-26,15.8363
2023-03-27,16.0276
2023-03-28,16.035
2023-03-29,16.1528
2023-03-30,16.2116
2023-03-31,15.4814
2023-04-01,15.4814
2023-04-02,15.4814
2023-04-03,15.4393
2023-04-04,15.0045
2023-04-05,14.8572
2023-04-06,14.759
2023-04-07,14.759
2023-04-08,14.759
2023-04-09,14.759
2023-04-10,14.9483
2023-04-11,15.0886
2023-04-12,15.0606
2023-04-13,15.1097
2023-04-14,15.1097
2023-04-15,15.1097
2023-04-16,15.1097
2023-04-17,15.1658
2023-04-18,15.1097
2023-04-19,15.0395
2023-04-20,15.0395
2023-04-21,15.0395
2023-04-22,15.0395
2023-04-23,15.0395
2023-04-24,15.0676
2023-04-25,14.8431
2023-04-26,14.7519
2023-04-27,15.0744
2023-04-28,15.2653
2023-04-29,15.2653
2023-04-30,15.2653
2023-05-01,15.2865
2023-05-02,15.2653
2023-05-03,15.3431
2023-05-04,15.4731
2023-05-05,15.7066
2023-05-06,15.7066
2023-05-07,15.7066
2023-05-08,15.6358
2023-05-09,15.4873
2023-05-10,15.3953
2023-05-11,15.367
2023-05-12,15.3104
2023-05-13,15.3104
2023-05-14,15.3104
2023-05-15,15.3953
2023-05-16,15.176
2023-05-17,14.2704
2023-05-18,14.1856
2023-05-19,14.1997
2023-05-20,14.1997
2023-05-21,14.1997
2023-05-22,14.1148
2023-05-23,13.8955
2023-05-24,13.8106
2023-05-25,13.8955
2023-05-26,14.0158
2023-05-27,14.0158
2023-05-28,14.0158
2023-05-29,14.0158
2023-05-30,14.1077
2023-05-31,14.0299
2023-06-01,14.228
2023-06-02,14.5463
2023-06-03,14.5463
2023-06-04,14.5463
2023-06-05,14.4968
2023-06-06,14.6171
2023-06-07,14.8647
2023-06-08,14.801
2023-06-09,14.7727
2023-06-10,14.7727
2023-06-11,14.7727
2023-06-12,14.7515
2023-06-13,14.9354
2023-06-14,14.9071
2023-06-15,15.0203
2023-06-16,14.9637
2023-06-17,14.9637
2023-06-18,14.9637
2023-06-19,14.9637
2023-06-20,14.9284
2023-06-21,15.0416
2023-06-22,14.9354
2023-06-23,14.8223
2023-06-24,14.8223
2023-06-25,14.8223
2023-06-26,14.9284
2023-06-27,15.0769
2023-06-28,15.0699
2023-06-29,15.1618
2023-06-30,14.9592
2023-07-01,14.9592
2023-07-02,14.9592
2023-07-03,14.9048
2023-07-04,14.9048
2023-07-05,14.6601
2023-07-06,14.6125
2023-07-07,14.7893
2023-07-08,14.7893
2023-07-09,14.7893
2023-07-10,14.9184
2023-07-11,15.068
2023-07-12,15.0748
2023-07-13,15.1088
2023-07-14,15.0
2023-07-15,15.0
2023-07-16,15.0
2023-07-17,14.9116
2023-07-18,14.9252
2023-07-19,15.0272
2023-07-20,14.9456
2023-07-21,14.8981
2023-07-22,14.8981
2023-07-23,14.8981
2023-07-24,14.9252
2023-07-25,14.9184
2023-07-26,14.9048
2023-07-27,14.9184
2023-07-28,15.0136
2023-07-29,15.0136
2023-07-30,15.0136
2023-07-31,15.0544
2023-08-01,15.0884
2023-08-02,14.9592
2023-08-03,14.8777
2023-08-04,14.0718
2023-08-05,14.0718
2023-08-06,14.0718
2023-08-07,13.8639
2023-08-08,13.845
2023-08-09,13.2089
2023-08-10,13.1963
2023-08-11,13.2404
2023-08-12,13.2404
2023-08-13,13.2404
2023-08-14,13.1396
2023-08-15,13.1207
2023-08-16,13.0452
2023-08-17,13.0703
2023-08-18,13.1522
2023-08-19,13.1522
2023-08-20,13.1522
2023-08-21,13.1774
2023-08-22,13.19
2023-08-23,13.2971
2023-08-24,13.2152
2023-08-25,13.2215
2023-08-26,13.2215
2023-08-27,13.2215
2023-08-28,13.316
2023-08-29,13.4545
2023-08-30,13.5112
2023-08-31,13.5301
2023-09-01,13.6246
2023-09-02,13.6246
2023-09-03,13.6246
2023-09-04,13.6246
2023-09-05,13.4482
2023-09-06,13.4419
2023-09-07,13.1648
2023-09-08,13.2467
2023-09-09,13.2467
2023-09-10,13.2467
2023-09-11,13.2782
2023-09-12,13.1837
2023-09-13,13.02
2023-09-14,13.0515
2023-09-15,13.1459
2023-09-16,13.1459
2023-09-17,13.1459
2023-09-18,13.1585
2023-09-19,13.19
2023-09-20,13.1648
2023-09-21,13.1081
2023-09-22,13.0766
2023-09-23,13.0766
2023-09-24,13.0766
2023-09-25,13.1774
2023-09-26,13.0829
2023-09-27,13.1711
2023-09-28,13.1711
2023-09-29,12.2058
2023-09-30,12.2058
2023-10-01,12.2058
2023-10-02,12.122
2023-10-03,12.0742
2023-10-04,12.1101
2023-10-05,12.0323
2023-10-06,12.0622
2023-10-07,12.0622
2023-10-08,12.0622
2023-10-09,12.0562
2023-10-10,12.0861
2023-10-11,12.1101
2023-10-12,11.9665
2023-10-13,11.9126
2023-10-14,11.9126
2023-10-15,11.9126
2023-10-16,11.9605
2023-10-17,12.1161
2023-10-18,11.9007
2023-10-19,11.8887
2023-10-20,11.9067
2023-10-21,11.9067
2023-10-22,11.9067
2023-10-23,11.8827
2023-10-24,11.8767
2023-10-25,11.7571
2023-10-26,11.7212
2023-10-27,11.6913
2023-10-28,11.6913
2023-10-29,11.6913
2023-10-30,11.799
2023-10-31,11.793
2023-11-01,11.7571
2023-11-02,11.9186
2023-11-03,12.2184
2023-11-04,12.2184
2023-11-05,12.2184
2023-11-06,12.0089
2023-11-07,12.0448
2023-11-08,11.991
2023-11-09,11.9491
2023-11-10,12.0628
2023-11-11,12.0628
2023-11-12,12.0628
2023-11-13,12.0209
2023-11-14,12.3201
2023-11-15,12.3679
2023-11-16,12.3859
2023-11-17,12.4697
2023-11-18,12.4697
2023-11-19,12.4697
2023-11-20,12.5175
2023-11-21,12.5175
2023-11-22,12.5235
2023-11-23,12.5235
2023-11-24,12.5774
2023-11-25,12.5774
2023-11-26,12.5774
2023-11-27,12.6073
2023-11-28,12.5834
2023-11-29,12.6312
2023-11-30,12.5953
2023-12-01,12.7988
2023-12-02,12.7988
2023-12-03,12.7988
2023-12-04,12.7688
2023-12-05,12.5714
2023-12-06,12.5475
2023-12-07,12.5893
2023-12-08,12.2722
2023-12-09,12.2722
2023-12-10,12.2722
2023-12-11,12.3141
2023-12-12,12.4876
2023-12-13,12.4756
2023-12-14,12.7928
2023-12-15,12.7329
2023-12-16,12.7329
2023-12-17,12.7329
2023-12-18,12.697
2023-12-19,12.8526
2023-12-20,12.8227
2023-12-21,13.086
2023-12-22,13.2475
2023-12-23,13.2475
2023-12-24,13.2475
2023-12-25,13.2475
2023-12-26,13.3073
2023-12-27,13.3313
2023-12-28,13.3193
2023-12-29,12.3916
2023-12-30,12.3916
2023-12-31,12.3916
2024-01-01,12.3916
2024-01-02,12.3573
2024-01-03,12.2545
2024-01-04,12.1575
2024-01-05,12.2374
2024-01-06,12.2374
2024-01-07,12.2374
2024-01-08,12.3345
2024-01-09,12.3288
2024-01-10,12.403
2024-01-11,12.4601
2024-01-12,12.4544
2024-01-13,12.4544
2024-01-14,12.4544
2024-01-15,12.4544
2024-01-16,12.3288
2024-01-17,12.2374
2024-01-18,12.2032
2024-01-19,12.1917
2024-01-20,12.1917
2024-01-21,12.1917
2024-01-22,12.1404
2024-01-23,12.0661
2024-01-24,11.9577
2024-01-25,12.1518
2024-01-26,12.2146
2024-01-27,12.2146
2024-01-28,12.2146
2024-01-29,12.2545
2024-01-30,12.2488
2024-01-31,12.0833
2024-02-01,12.2774
2024-02-02,12.2431
2024-02-03,12.2431
2024-02-04,12.2431
2024-02-05,12.2374
2024-02-06,12.2545
2024-02-07,12.3002
2024-02-08,11.8879
2024-02-09,11.9735
2024-02-10,11.9735
2024-02-11,11.9735
2024-02-12,12.0421
2024-02-13,12.025
2024-02-14,12.2935
2024-02-15,12.4249
2024-02-16,12.3277
2024-02-17,12.3277
2024-02-18,12.3277
2024-02-19,12.3277
2024-02-20,12.3334
2024-02-21,12.8247
2024-02-22,12.9219
2024-02-23,13.0932
2024-02-24,13.0932
2024-02-25,13.0932
2024-02-26,13.0361
2024-02-27,13.0761
2024-02-28,13.0133
2024-02-29,13.1389
2024-03-01,13.2018
2024-03-02,13.2018
2024-03-03,13.2018
2024-03-04,13.2246
2024-03-05,13.1275
2024-03-06,13.5103
2024-03-07,13.5617
2024-03-08,14.0016
2024-03-09,14.0016
2024-03-10,14.0016
2024-03-11,14.1387
2024-03-12,14.4929
2024-03-13,14.6414
2024-03-14,14.51
2024-03-15,14.5043
2024-03-16,14.5043
2024-03-17,14.5043
2024-03-18,14.5214
2024-03-19,14.6985
2024-03-20,14.7214
2024-03-21,14.8356
2024-03-22,14.8071
2024-03-23,14.8071
2024-03-24,14.8071
2024-03-25,14.8071
2024-03-26,14.7328
2024-03-27,14.8642
2024-03-28,14.8471
2024-03-29,14.8471
2024-03-30,14.8471
2024-03-31,14.8471
2024-04-01,14.8642
2024-04-02,14.7499
2024-04-03,14.7842
2024-04-04,14.5957
2024-04-05,14.5957
2024-04-06,14.5957
2024-04-07,14.5957
2024-04-08,14.7385
