,GL US Equity
2023-03-18,10.5105
2023-03-19,10.5105
2023-03-20,10.7197
2023-03-21,10.9155
2023-03-22,10.6771
2023-03-23,10.6202
2023-03-24,10.6478
2023-03-25,10.6478
2023-03-26,10.6478
2023-03-27,10.8001
2023-03-28,10.8226
2023-03-29,10.8611
2023-03-30,10.8896
2023-03-31,11.0582
2023-04-01,11.0582
2023-04-02,11.0582
2023-04-03,11.0116
2023-04-04,10.8361
2023-04-05,10.9082
2023-04-06,10.865
2023-04-07,10.865
2023-04-08,10.865
2023-04-09,10.865
2023-04-10,10.8997
2023-04-11,10.8336
2023-04-12,10.8302
2023-04-13,10.8149
2023-04-14,10.826
2023-04-15,10.826
2023-04-16,10.826
2023-04-17,10.9667
2023-04-18,11.0303
2023-04-19,11.0337
2023-04-20,11.0311
2023-04-21,10.8548
2023-04-22,10.8548
2023-04-23,10.8548
2023-04-24,10.8285
2023-04-25,10.7361
2023-04-26,10.6589
2023-04-27,10.8276
2023-04-28,10.9311
2023-04-29,10.9311
2023-04-30,10.9311
2023-05-01,10.9726
2023-05-02,10.8421
2023-05-03,10.7361
2023-05-04,10.7047
2023-05-05,10.9116
2023-05-06,10.9116
2023-05-07,10.9116
2023-05-08,10.9116
2023-05-09,10.8516
2023-05-10,10.7777
2023-05-11,10.7811
2023-05-12,10.7198
2023-05-13,10.7198
2023-05-14,10.7198
2023-05-15,10.7601
2023-05-16,10.6518
2023-05-17,10.7895
2023-05-18,10.87
2023-05-19,10.8188
2023-05-20,10.8188
2023-05-21,10.8188
2023-05-22,10.8272
2023-05-23,10.7492
2023-05-24,10.6241
2023-05-25,10.5813
2023-05-26,10.5637
2023-05-27,10.5637
2023-05-28,10.5637
2023-05-29,10.5637
2023-05-30,10.5553
2023-05-31,10.3908
2023-06-01,10.4411
2023-06-02,10.7148
2023-06-03,10.7148
2023-06-04,10.7148
2023-06-05,10.6249
2023-06-06,10.6896
2023-06-07,10.8104
2023-06-08,10.7618
2023-06-09,10.7895
2023-06-10,10.7895
2023-06-11,10.7895
2023-06-12,10.8172
2023-06-13,10.933
2023-06-14,10.7114
2023-06-15,10.8222
2023-06-16,10.7962
2023-06-17,10.7962
2023-06-18,10.7962
2023-06-19,10.7962
2023-06-20,10.6896
2023-06-21,10.698
2023-06-22,10.661
2023-06-23,10.651
2023-06-24,10.651
2023-06-25,10.651
2023-06-26,10.7131
2023-06-27,10.8155
2023-06-28,10.7492
2023-06-29,10.8751
2023-06-30,11.0178
2023-07-01,11.0178
2023-07-02,11.0178
2023-07-03,11.0719
2023-07-04,11.0719
2023-07-05,11.0195
2023-07-06,11.1302
2023-07-07,11.1902
2023-07-08,11.1902
2023-07-09,11.1902
2023-07-10,11.1987
2023-07-11,11.2451
2023-07-12,11.1775
2023-07-13,11.0727
2023-07-14,11.0381
2023-07-15,11.0381
2023-07-16,11.0381
2023-07-17,11.1277
2023-07-18,11.2451
2023-07-19,11.2561
2023-07-20,11.4446
2023-07-21,11.4463
2023-07-22,11.4463
2023-07-23,11.4463
2023-07-24,11.4311
2023-07-25,11.3948
2023-07-26,11.388
2023-07-27,11.1454
2023-07-28,11.235
2023-07-29,11.235
2023-07-30,11.235
2023-07-31,11.2333
2023-08-01,11.2671
2023-08-02,11.3398
2023-08-03,11.388
2023-08-04,11.3525
2023-08-05,11.3525
2023-08-06,11.3525
2023-08-07,11.5029
2023-08-08,11.3239
2023-08-09,11.2551
2023-08-10,11.2744
2023-08-11,11.3533
2023-08-12,11.3533
2023-08-13,11.3533
2023-08-14,11.3784
2023-08-15,11.2317
2023-08-16,11.2711
2023-08-17,11.1419
2023-08-18,11.183
2023-08-19,11.183
2023-08-20,11.183
2023-08-21,11.209
2023-08-22,11.0698
2023-08-23,11.0748
2023-08-24,11.0991
2023-08-25,11.1008
2023-08-26,11.1008
2023-08-27,11.1008
2023-08-28,11.1159
2023-08-29,11.1243
2023-08-30,11.1721
2023-08-31,11.1101
2023-09-01,11.1
2023-09-02,11.1
2023-09-03,11.1
2023-09-04,11.1
2023-09-05,10.8861
2023-09-06,10.8635
2023-09-07,10.8643
2023-09-08,10.9079
2023-09-09,10.9079
2023-09-10,10.9079
2023-09-11,10.9029
2023-09-12,10.9893
2023-09-13,10.9624
2023-09-14,11.0488
2023-09-15,10.97
2023-09-16,10.97
2023-09-17,10.97
2023-09-18,11.0161
2023-09-19,11.0824
2023-09-20,11.053
2023-09-21,10.9834
2023-09-22,10.9968
2023-09-23,10.9968
2023-09-24,10.9968
2023-09-25,11.0723
2023-09-26,10.9591
2023-09-27,10.9306
2023-09-28,11.0069
2023-09-29,10.2504
2023-09-30,10.2504
2023-10-01,10.2504
2023-10-02,10.2332
2023-10-03,10.2177
2023-10-04,10.2987
2023-10-05,10.3556
2023-10-06,10.5723
2023-10-07,10.5723
2023-10-08,10.5723
2023-10-09,10.5676
2023-10-10,10.5738
2023-10-11,10.6066
2023-10-12,10.612
2023-10-13,10.6081
2023-10-14,10.6081
2023-10-15,10.6081
2023-10-16,10.743
2023-10-17,10.824
2023-10-18,10.7211
2023-10-19,10.6292
2023-10-20,10.3689
2023-10-21,10.3689
2023-10-22,10.3689
2023-10-23,10.4437
2023-10-24,10.4491
2023-10-25,10.5076
2023-10-26,10.6214
2023-10-27,10.5076
2023-10-28,10.5076
2023-10-29,10.5076
2023-10-30,10.6113
2023-10-31,10.8451
2023-11-01,10.8459
2023-11-02,10.8069
2023-11-03,10.9074
2023-11-04,10.9074
2023-11-05,10.9074
2023-11-06,10.754
2023-11-07,10.6891
2023-11-08,10.6535
2023-11-09,10.6643
2023-11-10,10.7997
2023-11-11,10.7997
2023-11-12,10.7997
2023-11-13,10.8175
2023-11-14,10.925
2023-11-15,10.7974
2023-11-16,10.8593
2023-11-17,10.9281
2023-11-18,10.9281
2023-11-19,10.9281
2023-11-20,10.9049
2023-11-21,11.0287
2023-11-22,11.0883
2023-11-23,11.0883
2023-11-24,11.1625
2023-11-25,11.1625
2023-11-26,11.1625
2023-11-27,11.1455
2023-11-28,11.0813
2023-11-29,11.0798
2023-11-30,11.3018
2023-12-01,11.318
2023-12-02,11.318
2023-12-03,11.318
2023-12-04,11.4132
2023-12-05,11.3637
2023-12-06,11.301
2023-12-07,11.2337
2023-12-08,11.2422
2023-12-09,11.2422
2023-12-10,11.2422
2023-12-11,11.3227
2023-12-12,11.414
2023-12-13,11.3575
2023-12-14,11.2639
2023-12-15,11.2097
2023-12-16,11.2097
2023-12-17,11.2097
2023-12-18,11.2995
2023-12-19,11.3304
2023-12-20,11.1478
2023-12-21,11.1888
2023-12-22,11.1826
2023-12-23,11.1826
2023-12-24,11.1826
2023-12-25,11.1826
2023-12-26,11.1811
2023-12-27,11.1641
2023-12-28,11.1919
2023-12-29,10.3878
2023-12-30,10.3878
2023-12-31,10.3878
2024-01-01,10.3878
2024-01-02,10.4125
2024-01-03,10.3849
2024-01-04,10.4241
2024-01-05,10.4285
2024-01-06,10.4285
2024-01-07,10.4285
2024-01-08,10.3501
2024-01-09,10.2005
2024-01-10,10.2993
2024-01-11,10.255
2024-01-12,10.2775
2024-01-13,10.2775
2024-01-14,10.2775
2024-01-15,10.2775
2024-01-16,10.263
2024-01-17,10.2615
2024-01-18,10.3159
2024-01-19,10.3943
2024-01-20,10.3943
2024-01-21,10.3943
2024-01-22,10.4589
2024-01-23,10.4292
2024-01-24,10.411
2024-01-25,10.517
2024-01-26,10.5359
2024-01-27,10.5359
2024-01-28,10.5359
2024-01-29,10.48
2024-01-30,10.5794
2024-01-31,10.4677
2024-02-01,10.2666
2024-02-02,10.3254
2024-02-03,10.3254
2024-02-04,10.3254
2024-02-05,10.2826
2024-02-06,10.3493
2024-02-07,10.4423
2024-02-08,10.6223
2024-02-09,10.6941
2024-02-10,10.6941
2024-02-11,10.6941
2024-02-12,10.7225
2024-02-13,10.66
2024-02-14,10.6513
2024-02-15,10.6847
2024-02-16,10.6644
2024-02-17,10.6644
2024-02-18,10.6644
2024-02-19,10.6644
2024-02-20,10.6876
2024-02-21,10.7413
2024-02-22,10.7972
2024-02-23,10.7638
2024-02-24,10.7638
2024-02-25,10.7638
2024-02-26,10.7776
2024-02-27,10.8582
2024-02-28,10.832
2024-02-29,10.7258
2024-03-01,10.6709
2024-03-02,10.6709
2024-03-03,10.6709
2024-03-04,10.6802
2024-03-05,10.681
2024-03-06,10.8103
2024-03-07,10.7446
2024-03-08,10.4866
2024-03-09,10.4866
2024-03-10,10.4866
2024-03-11,10.5061
2024-03-12,10.5393
2024-03-13,10.1584
2024-03-14,9.9351
2024-03-15,9.938
2024-03-16,9.938
2024-03-17,9.938
2024-03-18,10.0102
2024-03-19,10.1067
2024-03-20,10.1024
2024-03-21,9.9537
2024-03-22,9.9268
2024-03-23,9.9268
2024-03-24,9.9268
2024-03-25,9.9957
2024-03-26,10.0001
2024-03-27,10.0088
2024-03-28,9.9921
2024-03-29,9.9921
2024-03-30,9.9921
2024-03-31,9.9921
2024-04-01,9.8296
2024-04-02,9.6491
2024-04-03,9.5954
2024-04-04,9.5381
2024-04-05,9.4177
2024-04-06,9.4177
2024-04-07,9.4177
2024-04-08,9.3742
