,EME US Equity
2023-03-21,13.8186
2023-03-22,13.6405
2023-03-23,13.4488
2023-03-24,13.3695
2023-03-25,13.3695
2023-03-26,13.3695
2023-03-27,13.578
2023-03-28,13.6076
2023-03-29,13.6954
2023-03-30,13.7274
2023-03-31,12.8683
2023-04-01,12.8683
2023-04-02,12.8683
2023-04-03,13.0168
2023-04-04,12.569
2023-04-05,12.2258
2023-04-06,12.1166
2023-04-07,12.1166
2023-04-08,12.1166
2023-04-09,12.1166
2023-04-10,12.4174
2023-04-11,12.2782
2023-04-12,12.2666
2023-04-13,12.3605
2023-04-14,12.3543
2023-04-15,12.3543
2023-04-16,12.3543
2023-04-17,12.452
2023-04-18,12.4143
2023-04-19,12.3566
2023-04-20,12.5867
2023-04-21,12.4982
2023-04-22,12.4982
2023-04-23,12.4982
2023-04-24,12.6482
2023-04-25,12.669
2023-04-26,12.5044
2023-04-27,13.5099
2023-04-28,13.4761
2023-04-29,13.4761
2023-04-30,13.4761
2023-05-01,13.2168
2023-05-02,13.1493
2023-05-03,13.0895
2023-05-04,13.0366
2023-05-05,13.2368
2023-05-06,13.2368
2023-05-07,13.2368
2023-05-08,13.1286
2023-05-09,13.1202
2023-05-10,13.1164
2023-05-11,13.0189
2023-05-12,13.0235
2023-05-13,13.0235
2023-05-14,13.0235
2023-05-15,13.0619
2023-05-16,12.9606
2023-05-17,13.0512
2023-05-18,13.147
2023-05-19,13.012
2023-05-20,13.012
2023-05-21,13.012
2023-05-22,13.009
2023-05-23,12.8701
2023-05-24,12.7612
2023-05-25,13.2061
2023-05-26,13.4654
2023-05-27,13.4654
2023-05-28,13.4654
2023-05-29,13.4654
2023-05-30,13.4776
2023-05-31,13.0036
2023-06-01,13.0512
2023-06-02,13.6441
2023-06-03,13.6441
2023-06-04,13.6441
2023-06-05,13.424
2023-06-06,13.7561
2023-06-07,13.9149
2023-06-08,13.8995
2023-06-09,13.7515
2023-06-10,13.7515
2023-06-11,13.7515
2023-06-12,13.7607
2023-06-13,13.9471
2023-06-14,13.842
2023-06-15,13.9233
2023-06-16,13.8389
2023-06-17,13.8389
2023-06-18,13.8389
2023-06-19,13.8389
2023-06-20,13.763
2023-06-21,14.0069
2023-06-22,13.964
2023-06-23,13.8251
2023-06-24,13.8251
2023-06-25,13.8251
2023-06-26,13.9793
2023-06-27,14.1573
2023-06-28,14.1174
2023-06-29,14.4304
2023-06-30,13.0398
2023-07-01,13.0398
2023-07-02,13.0398
2023-07-03,13.0041
2023-07-04,13.0041
2023-07-05,12.8906
2023-07-06,12.9235
2023-07-07,13.0097
2023-07-08,13.0097
2023-07-09,13.0097
2023-07-10,13.1379
2023-07-11,13.1435
2023-07-12,13.2345
2023-07-13,13.2401
2023-07-14,13.2429
2023-07-15,13.2429
2023-07-16,13.2429
2023-07-17,13.341
2023-07-18,13.4719
2023-07-19,13.4916
2023-07-20,13.453
2023-07-21,13.4299
2023-07-22,13.4299
2023-07-23,13.4299
2023-07-24,13.4383
2023-07-25,13.3921
2023-07-26,13.3494
2023-07-27,14.0237
2023-07-28,14.8055
2023-07-29,14.8055
2023-07-30,14.8055
2023-07-31,15.0291
2023-08-01,14.9832
2023-08-02,15.1082
2023-08-03,15.043
2023-08-04,15.1568
2023-08-05,15.1568
2023-08-06,15.1568
2023-08-07,15.4276
2023-08-08,15.4554
2023-08-09,15.1652
2023-08-10,15.3658
2023-08-11,15.4408
2023-08-12,15.4408
2023-08-13,15.4408
2023-08-14,15.6102
2023-08-15,15.4311
2023-08-16,15.1603
2023-08-17,14.8159
2023-08-18,14.9701
2023-08-19,14.9701
2023-08-20,14.9701
2023-08-21,15.0388
2023-08-22,15.1728
2023-08-23,15.3124
2023-08-24,15.2304
2023-08-25,15.3825
2023-08-26,15.3825
2023-08-27,15.3825
2023-08-28,15.5484
2023-08-29,15.7012
2023-08-30,15.6783
2023-08-31,15.6686
2023-09-01,15.7901
2023-09-02,15.7901
2023-09-03,15.7901
2023-09-04,15.7901
2023-09-05,15.4137
2023-09-06,15.5804
2023-09-07,15.5533
2023-09-08,15.5651
2023-09-09,15.5651
2023-09-10,15.5651
2023-09-11,15.5436
2023-09-12,15.3693
2023-09-13,15.0909
2023-09-14,15.2492
2023-09-15,14.8777
2023-09-16,14.8777
2023-09-17,14.8777
2023-09-18,15.0756
2023-09-19,15.127
2023-09-20,15.0235
2023-09-21,14.6034
2023-09-22,14.6812
2023-09-23,14.6812
2023-09-24,14.6812
2023-09-25,14.7562
2023-09-26,14.5555
2023-09-27,14.8367
2023-09-28,14.8673
2023-09-29,12.8697
2023-09-30,12.8697
2023-10-01,12.8697
2023-10-02,12.658
2023-10-03,12.4642
2023-10-04,12.5599
2023-10-05,12.5
2023-10-06,12.6432
2023-10-07,12.6432
2023-10-08,12.6432
2023-10-09,12.7253
2023-10-10,12.6728
2023-10-11,12.8444
2023-10-12,12.6401
2023-10-13,12.3532
2023-10-14,12.3532
2023-10-15,12.3532
2023-10-16,12.3883
2023-10-17,12.6222
2023-10-18,12.0094
2023-10-19,11.9563
2023-10-20,11.7675
2023-10-21,11.7675
2023-10-22,11.7675
2023-10-23,11.7656
2023-10-24,11.7854
2023-10-25,11.7101
2023-10-26,12.5768
2023-10-27,12.5325
2023-10-28,12.5325
2023-10-29,12.5325
2023-10-30,12.5103
2023-10-31,12.6144
2023-11-01,12.6169
2023-11-02,12.66
2023-11-03,12.8343
2023-11-04,12.8343
2023-11-05,12.8343
2023-11-06,12.8694
2023-11-07,12.7339
2023-11-08,12.6717
2023-11-09,12.7647
2023-11-10,12.8626
2023-11-11,12.8626
2023-11-12,12.8626
2023-11-13,12.9131
2023-11-14,13.2883
2023-11-15,13.1139
2023-11-16,12.8029
2023-11-17,13.1084
2023-11-18,13.1084
2023-11-19,13.1084
2023-11-20,13.045
2023-11-21,13.0585
2023-11-22,13.2063
2023-11-23,13.2063
2023-11-24,13.2211
2023-11-25,13.2211
2023-11-26,13.2211
2023-11-27,13.3961
2023-11-28,12.9218
2023-11-29,12.9076
2023-11-30,12.976
2023-12-01,13.0868
2023-12-02,13.0868
2023-12-03,13.0868
2023-12-04,13.239
2023-12-05,12.9298
2023-12-06,12.9372
2023-12-07,12.971
2023-12-08,13.1121
2023-12-09,13.1121
2023-12-10,13.1121
2023-12-11,13.2008
2023-12-12,13.2353
2023-12-13,13.2796
2023-12-14,13.3517
2023-12-15,13.2297
2023-12-16,13.2297
2023-12-17,13.2297
2023-12-18,13.2378
2023-12-19,13.3258
2023-12-20,13.1269
2023-12-21,13.0684
2023-12-22,13.1909
2023-12-23,13.1909
2023-12-24,13.1909
2023-12-25,13.1909
2023-12-26,13.2217
2023-12-27,13.2026
2023-12-28,13.2039
2023-12-29,11.0602
2023-12-30,11.0602
2023-12-31,11.0602
2024-01-01,11.0602
2024-01-02,10.9178
2024-01-03,10.7964
2024-01-04,10.8292
2024-01-05,10.9001
2024-01-06,10.9001
2024-01-07,10.9001
2024-01-08,10.9743
2024-01-09,10.9952
2024-01-10,11.2289
2024-01-11,11.3702
2024-01-12,11.2509
2024-01-13,11.2509
2024-01-14,11.2509
2024-01-15,11.2509
2024-01-16,11.3207
2024-01-17,11.2514
2024-01-18,11.4808
2024-01-19,11.2455
2024-01-20,11.2455
2024-01-21,11.2455
2024-01-22,11.5147
2024-01-23,11.3868
2024-01-24,11.3116
2024-01-25,11.3315
2024-01-26,11.5319
2024-01-27,11.5319
2024-01-28,11.5319
2024-01-29,11.5544
2024-01-30,11.8832
2024-01-31,11.7414
2024-02-01,12.0427
2024-02-02,12.1228
2024-02-03,12.1228
2024-02-04,12.1228
2024-02-05,12.0298
2024-02-06,12.2157
2024-02-07,12.3258
2024-02-08,12.4875
2024-02-09,12.6567
2024-02-10,12.6567
2024-02-11,12.6567
2024-02-12,12.5692
2024-02-13,12.5278
2024-02-14,12.8351
2024-02-15,13.043
2024-02-16,13.0741
2024-02-17,13.0741
2024-02-18,13.0741
2024-02-19,13.0741
2024-02-20,12.9796
2024-02-21,13.0311
2024-02-22,13.4115
2024-02-23,13.9766
2024-02-24,13.9766
2024-02-25,13.9766
2024-02-26,14.2538
2024-02-27,14.3929
2024-02-28,15.9031
2024-02-29,16.3368
2024-03-01,16.6845
2024-03-02,16.6845
2024-03-03,16.6845
2024-03-04,16.8877
2024-03-05,16.9355
2024-03-06,16.993
2024-03-07,16.9989
2024-03-08,16.9543
2024-03-09,16.9543
2024-03-10,16.9543
2024-03-11,16.4921
2024-03-12,16.8586
2024-03-13,16.8925
2024-03-14,17.0462
2024-03-15,17.1419
2024-03-16,17.1419
2024-03-17,17.1419
2024-03-18,17.2676
2024-03-19,17.4745
2024-03-20,17.4439
2024-03-21,18.0764
2024-03-22,18.1888
2024-03-23,18.1888
2024-03-24,18.1888
2024-03-25,18.1425
2024-03-26,18.3607
2024-03-27,18.3828
2024-03-28,18.3081
2024-03-29,18.3081
2024-03-30,18.3081
2024-03-31,18.3081
2024-04-01,18.559
2024-04-02,18.7401
2024-04-03,18.9643
2024-04-04,18.6805
2024-04-05,19.1045
2024-04-06,19.1045
2024-04-07,19.1045
2024-04-08,18.8944
