,WD US Equity
2023-03-19,10.3423
2023-03-20,10.4726
2023-03-21,10.6229
2023-03-22,10.2499
2023-03-23,10.0339
2023-03-24,10.0317
2023-03-25,10.0317
2023-03-26,10.0317
2023-03-27,10.3011
2023-03-28,10.133
2023-03-29,10.1998
2023-03-30,10.2488
2023-03-31,15.8275
2023-04-01,15.8275
2023-04-02,15.8275
2023-04-03,15.6336
2023-04-04,15.2276
2023-04-05,15.192
2023-04-06,15.2355
2023-04-07,15.2355
2023-04-08,15.2355
2023-04-09,15.2355
2023-04-10,15.2882
2023-04-11,15.3621
2023-04-12,15.1735
2023-04-13,15.3568
2023-04-14,15.1986
2023-04-15,15.1986
2023-04-16,15.1986
2023-04-17,15.308
2023-04-18,14.8123
2023-04-19,14.9969
2023-04-20,14.9731
2023-04-21,14.7582
2023-04-22,14.7582
2023-04-23,14.7582
2023-04-24,14.7358
2023-04-25,14.2401
2023-04-26,14.161
2023-04-27,14.4313
2023-04-28,14.6593
2023-04-29,14.6593
2023-04-30,14.6593
2023-05-01,14.6422
2023-05-02,14.2414
2023-05-03,14.2836
2023-05-04,14.3774
2023-05-05,14.5502
2023-05-06,14.5502
2023-05-07,14.5502
2023-05-08,14.1188
2023-05-09,14.0752
2023-05-10,14.2177
2023-05-11,14.3127
2023-05-12,14.5714
2023-05-13,14.5714
2023-05-14,14.5714
2023-05-15,15.0358
2023-05-16,14.8682
2023-05-17,15.2865
2023-05-18,15.4264
2023-05-19,15.3578
2023-05-20,15.3578
2023-05-21,15.3578
2023-05-22,15.6494
2023-05-23,15.553
2023-05-24,15.3314
2023-05-25,15.2509
2023-05-26,15.4462
2023-05-27,15.4462
2023-05-28,15.4462
2023-05-29,15.4462
2023-05-30,15.5847
2023-05-31,15.4422
2023-06-01,15.3169
2023-06-02,15.586
2023-06-03,15.586
2023-06-04,15.586
2023-06-05,15.3485
2023-06-06,15.9053
2023-06-07,16.1336
2023-06-08,16.16
2023-06-09,16.2246
2023-06-10,16.2246
2023-06-11,16.2246
2023-06-12,16.2233
2023-06-13,16.3658
2023-06-14,16.1389
2023-06-15,16.3698
2023-06-16,16.2814
2023-06-17,16.2814
2023-06-18,16.2814
2023-06-19,16.2814
2023-06-20,16.1824
2023-06-21,16.1917
2023-06-22,16.0558
2023-06-23,15.5755
2023-06-24,15.5755
2023-06-25,15.5755
2023-06-26,15.8908
2023-06-27,16.0742
2023-06-28,16.2352
2023-06-29,16.4344
2023-06-30,19.1642
2023-07-01,19.1642
2023-07-02,19.1642
2023-07-03,19.3622
2023-07-04,19.3622
2023-07-05,19.049
2023-07-06,19.083
2023-07-07,19.306
2023-07-08,19.306
2023-07-09,19.306
2023-07-10,19.7152
2023-07-11,20.0521
2023-07-12,20.2382
2023-07-13,20.7464
2023-07-14,20.5307
2023-07-15,20.5307
2023-07-16,20.5307
2023-07-17,20.8424
2023-07-18,21.0936
2023-07-19,21.2
2023-07-20,21.1261
2023-07-21,20.9651
2023-07-22,20.9651
2023-07-23,20.9651
2023-07-24,21.002
2023-07-25,20.9843
2023-07-26,21.3108
2023-07-27,20.8188
2023-07-28,20.8868
2023-07-29,20.8868
2023-07-30,20.8868
2023-07-31,20.9207
2023-08-01,20.8543
2023-08-02,20.7361
2023-08-03,20.3625
2023-08-04,20.4526
2023-08-05,20.4526
2023-08-06,20.4526
2023-08-07,20.4201
2023-08-08,20.1778
2023-08-09,19.7981
2023-08-10,20.3137
2023-08-11,20.5575
2023-08-12,20.5575
2023-08-13,20.5575
2023-08-14,20.5575
2023-08-15,20.3388
2023-08-16,19.9133
2023-08-17,19.8675
2023-08-18,20.0684
2023-08-19,20.0684
2023-08-20,20.0684
2023-08-21,19.7729
2023-08-22,19.7124
2023-08-23,20.0093
2023-08-24,19.9015
2023-08-25,19.6754
2023-08-26,19.6754
2023-08-27,19.6754
2023-08-28,19.9783
2023-08-29,20.1719
2023-08-30,20.067
2023-08-31,20.0891
2023-09-01,20.0197
2023-09-02,20.0197
2023-09-03,20.0197
2023-09-04,20.0197
2023-09-05,20.0153
2023-09-06,19.6341
2023-09-07,19.476
2023-09-08,19.4701
2023-09-09,19.4701
2023-09-10,19.4701
2023-09-11,19.7449
2023-09-12,19.7981
2023-09-13,19.408
2023-09-14,19.671
2023-09-15,19.6488
2023-09-16,19.6488
2023-09-17,19.6488
2023-09-18,19.5159
2023-09-19,19.3696
2023-09-20,19.1125
2023-09-21,18.7682
2023-09-22,18.6486
2023-09-23,18.6486
2023-09-24,18.6486
2023-09-25,18.6249
2023-09-26,18.5171
2023-09-27,18.452
2023-09-28,18.5082
2023-09-29,17.2752
2023-09-30,17.2752
2023-10-01,17.2752
2023-10-02,16.9353
2023-10-03,16.5842
2023-10-04,16.4079
2023-10-05,16.6932
2023-10-06,16.9305
2023-10-07,16.9305
2023-10-08,16.9305
2023-10-09,16.8519
2023-10-10,16.8632
2023-10-11,16.8968
2023-10-12,16.5714
2023-10-13,16.3598
2023-10-14,16.3598
2023-10-15,16.3598
2023-10-16,16.4848
2023-10-17,16.5954
2023-10-18,16.3325
2023-10-19,16.2956
2023-10-20,16.0311
2023-10-21,16.0311
2023-10-22,16.0311
2023-10-23,15.991
2023-10-24,16.169
2023-10-25,15.8147
2023-10-26,15.7089
2023-10-27,15.7794
2023-10-28,15.7794
2023-10-29,15.7794
2023-10-30,15.6415
2023-10-31,15.7618
2023-11-01,15.85
2023-11-02,16.6195
2023-11-03,17.6856
2023-11-04,17.6856
2023-11-05,17.6856
2023-11-06,17.2992
2023-11-07,16.9401
2023-11-08,16.9481
2023-11-09,16.602
2023-11-10,16.869
2023-11-11,16.869
2023-11-12,16.869
2023-11-13,17.2131
2023-11-14,18.3099
2023-11-15,18.7249
2023-11-16,18.5914
2023-11-17,18.7989
2023-11-18,18.7989
2023-11-19,18.7989
2023-11-20,18.7168
2023-11-21,18.5013
2023-11-22,18.6493
2023-11-23,18.6493
2023-11-24,18.6091
2023-11-25,18.6091
2023-11-26,18.6091
2023-11-27,18.7699
2023-11-28,18.6075
2023-11-29,18.9516
2023-11-30,18.8857
2023-12-01,19.8265
2023-12-02,19.8265
2023-12-03,19.8265
2023-12-04,19.9536
2023-12-05,20.1047
2023-12-06,20.0115
2023-12-07,20.3186
2023-12-08,20.3991
2023-12-09,20.3991
2023-12-10,20.3991
2023-12-11,20.7866
2023-12-12,20.9217
2023-12-13,21.6583
2023-12-14,22.4061
2023-12-15,22.2308
2023-12-16,22.2308
2023-12-17,22.2308
2023-12-18,22.0652
2023-12-19,22.2067
2023-12-20,22.0813
2023-12-21,22.4849
2023-12-22,22.7053
2023-12-23,22.7053
2023-12-24,22.7053
2023-12-25,22.7053
2023-12-26,23.1186
2023-12-27,23.5705
2023-12-28,23.5673
2023-12-29,22.0115
2023-12-30,22.0115
2023-12-31,22.0115
2024-01-01,22.0115
2024-01-02,21.5972
2024-01-03,20.6422
2024-01-04,20.2943
2024-01-05,20.1114
2024-01-06,20.1114
2024-01-07,20.1114
2024-01-08,20.2943
2024-01-09,19.7699
2024-01-10,19.9997
2024-01-11,19.8217
2024-01-12,19.9252
2024-01-13,19.9252
2024-01-14,19.9252
2024-01-15,19.9252
2024-01-16,19.7699
2024-01-17,19.6161
2024-01-18,19.7003
2024-01-19,20.0693
2024-01-20,20.0693
2024-01-21,20.0693
2024-01-22,20.3768
2024-01-23,20.0871
2024-01-24,19.901
2024-01-25,20.2247
2024-01-26,20.2522
2024-01-27,20.2522
2024-01-28,20.2522
2024-01-29,20.4917
2024-01-30,20.1891
2024-01-31,19.6776
2024-02-01,19.5983
2024-02-02,19.3798
2024-02-03,19.3798
2024-02-04,19.3798
2024-02-05,18.9978
2024-02-06,19.0237
2024-02-07,18.9752
2024-02-08,19.4122
2024-02-09,19.2552
2024-02-10,19.2552
2024-02-11,19.2552
2024-02-12,19.5384
2024-02-13,19.0739
2024-02-14,19.2778
2024-02-15,20.045
2024-02-16,19.7165
2024-02-17,19.7165
2024-02-18,19.7165
2024-02-19,19.7165
2024-02-20,19.3183
2024-02-21,19.2503
2024-02-22,19.8682
2024-02-23,19.7595
2024-02-24,19.7595
2024-02-25,19.7595
2024-02-26,19.4465
2024-02-27,19.7433
2024-02-28,19.4513
2024-02-29,19.5146
2024-03-01,19.3589
2024-03-02,19.3589
2024-03-03,19.3589
2024-03-04,19.0831
2024-03-05,19.2194
2024-03-06,19.135
2024-03-07,19.2729
2024-03-08,19.0799
2024-03-09,19.0799
2024-03-10,19.0799
2024-03-11,18.9907
2024-03-12,19.1172
2024-03-13,19.002
2024-03-14,18.6436
2024-03-15,18.5657
2024-03-16,18.5657
2024-03-17,18.5657
2024-03-18,18.4863
2024-03-19,18.6533
2024-03-20,19.1253
2024-03-21,19.6476
2024-03-22,19.161
2024-03-23,19.161
2024-03-24,19.161
2024-03-25,19.3589
2024-03-26,19.4854
2024-03-27,20.3937
2024-03-28,20.4358
2024-03-29,20.4358
2024-03-30,20.4358
2024-03-31,20.4358
2024-04-01,20.0498
2024-04-02,19.5259
2024-04-03,19.4416
2024-04-04,19.5649
2024-04-05,19.6378
2024-04-06,19.6378
2024-04-07,19.6378
2024-04-08,19.7936
