,EBIXQ US Equity
2023-03-20,8.2256
2023-03-21,8.4118
2023-03-22,8.2256
2023-03-23,8.1873
2023-03-24,7.9986
2023-03-25,7.9986
2023-03-26,7.9986
2023-03-27,8.0318
2023-03-28,8.0624
2023-03-29,8.1249
2023-03-30,7.996
2023-03-31,8.0901
2023-04-01,8.0901
2023-04-02,8.0901
2023-04-03,7.9933
2023-04-04,7.8762
2023-04-05,7.7846
2023-04-06,8.0544
2023-04-07,8.0544
2023-04-08,8.0544
2023-04-09,8.0544
2023-04-10,8.5763
2023-04-11,9.4241
2023-04-12,9.2128
2023-04-13,9.3274
2023-04-14,9.2841
2023-04-15,9.2841
2023-04-16,9.2841
2023-04-17,9.3859
2023-04-18,9.2154
2023-04-19,9.2001
2023-04-20,9.139
2023-04-21,9.1721
2023-04-22,9.1721
2023-04-23,9.1721
2023-04-24,8.9608
2023-04-25,8.7698
2023-04-26,8.7622
2023-04-27,8.8946
2023-04-28,8.8717
2023-04-29,8.8717
2023-04-30,8.8717
2023-05-01,8.8157
2023-05-02,8.6171
2023-05-03,8.7444
2023-05-04,8.7826
2023-05-05,8.7673
2023-05-06,8.7673
2023-05-07,8.7673
2023-05-08,8.9837
2023-05-09,8.9633
2023-05-10,8.8308
2023-05-11,8.6246
2023-05-12,8.6602
2023-05-13,8.6602
2023-05-14,8.6602
2023-05-15,8.7366
2023-05-16,8.6449
2023-05-17,8.9886
2023-05-18,9.1745
2023-05-19,9.1745
2023-05-20,9.1745
2023-05-21,9.1745
2023-05-22,9.4494
2023-05-23,9.4189
2023-05-24,9.4239
2023-05-25,9.4545
2023-05-26,9.7753
2023-05-27,9.7753
2023-05-28,9.7753
2023-05-29,9.7753
2023-05-30,9.8058
2023-05-31,9.8033
2023-06-01,9.7014
2023-06-02,9.9331
2023-06-03,9.9331
2023-06-04,9.9331
2023-06-05,9.8135
2023-06-06,9.9535
2023-06-07,10.3328
2023-06-08,10.3455
2023-06-09,10.3888
2023-06-10,10.3888
2023-06-11,10.3888
2023-06-12,10.4932
2023-06-13,10.6561
2023-06-14,10.5161
2023-06-15,10.511
2023-06-16,10.4983
2023-06-17,10.4983
2023-06-18,10.4983
2023-06-19,10.4983
2023-06-20,10.6154
2023-06-21,10.4728
2023-06-22,10.5594
2023-06-23,10.5492
2023-06-24,10.5492
2023-06-25,10.5492
2023-06-26,11.0049
2023-06-27,11.0431
2023-06-28,11.7712
2023-06-29,11.5904
2023-06-30,11.4297
2023-07-01,11.4297
2023-07-02,11.4297
2023-07-03,11.7019
2023-07-04,11.7019
2023-07-05,11.5504
2023-07-06,10.8597
2023-07-07,11.2782
2023-07-08,11.2782
2023-07-09,11.2782
2023-07-10,11.5478
2023-07-11,11.3861
2023-07-12,11.4965
2023-07-13,11.4836
2023-07-14,11.3142
2023-07-15,11.3142
2023-07-16,11.3142
2023-07-17,12.0588
2023-07-18,12.1281
2023-07-19,12.087
2023-07-20,11.802
2023-07-21,11.6916
2023-07-22,11.6916
2023-07-23,11.6916
2023-07-24,11.9433
2023-07-25,12.1974
2023-07-26,12.236
2023-07-27,11.9458
2023-07-28,12.2257
2023-07-29,12.2257
2023-07-30,12.2257
2023-07-31,12.9087
2023-08-01,12.5312
2023-08-02,12.1024
2023-08-03,11.9099
2023-08-04,12.1333
2023-08-05,12.1333
2023-08-06,12.1333
2023-08-07,12.0434
2023-08-08,11.6993
2023-08-09,10.5336
2023-08-10,8.7568
2023-08-11,9.2806
2023-08-12,9.2806
2023-08-13,9.2806
2023-08-14,8.649
2023-08-15,8.7748
2023-08-16,8.7312
2023-08-17,8.8313
2023-08-18,8.536
2023-08-19,8.536
2023-08-20,8.536
2023-08-21,8.6387
2023-08-22,8.6593
2023-08-23,8.7774
2023-08-24,8.5797
2023-08-25,8.8621
2023-08-26,8.8621
2023-08-27,8.8621
2023-08-28,8.8518
2023-08-29,9.0727
2023-08-30,9.1702
2023-08-31,9.2473
2023-09-01,9.1522
2023-09-02,9.1522
2023-09-03,9.1522
2023-09-04,9.1522
2023-09-05,8.9289
2023-09-06,8.8801
2023-09-07,8.8262
2023-09-08,8.8904
2023-09-09,8.8904
2023-09-10,8.8904
2023-09-11,8.9314
2023-09-12,8.7235
2023-09-13,8.6028
2023-09-14,8.6362
2023-09-15,8.6387
2023-09-16,8.6387
2023-09-17,8.6387
2023-09-18,8.3229
2023-09-19,7.9429
2023-09-20,7.9532
2023-09-21,7.9737
2023-09-22,7.9378
2023-09-23,7.9378
2023-09-24,7.9378
2023-09-25,8.0122
2023-09-26,7.7015
2023-09-27,7.6476
2023-09-28,7.5809
2023-09-29,8.1166
2023-09-30,8.1166
2023-10-01,8.1166
2023-10-02,7.7922
2023-10-03,7.658
2023-10-04,7.2944
2023-10-05,7.3392
2023-10-06,7.3867
2023-10-07,7.3867
2023-10-08,7.3867
2023-10-09,7.4594
2023-10-10,7.2553
2023-10-11,7.3112
2023-10-12,7.2133
2023-10-13,7.1686
2023-10-14,7.1686
2023-10-15,7.1686
2023-10-16,7.2301
2023-10-17,7.2049
2023-10-18,7.1155
2023-10-19,7.0399
2023-10-20,6.9616
2023-10-21,6.9616
2023-10-22,6.9616
2023-10-23,6.9547
2023-10-24,6.97
2023-10-25,6.819
2023-10-26,6.9085
2023-10-27,6.8973
2023-10-28,6.8973
2023-10-29,6.8973
2023-10-30,7.0036
2023-10-31,7.0567
2023-11-01,6.8386
2023-11-02,7.0232
2023-11-03,7.0875
2023-11-04,7.0875
2023-11-05,7.0875
2023-11-06,7.0288
2023-11-07,6.9337
2023-11-08,6.7197
2023-11-09,6.373
2023-11-10,6.3478
2023-11-11,6.3478
2023-11-12,6.3478
2023-11-13,6.3003
2023-11-14,6.3576
2023-11-15,6.9365
2023-11-16,6.6456
2023-11-17,6.7939
2023-11-18,6.7939
2023-11-19,6.7939
2023-11-20,6.7547
2023-11-21,6.6792
2023-11-22,6.64
2023-11-23,6.64
2023-11-24,6.654
2023-11-25,6.654
2023-11-26,6.654
2023-11-27,6.5617
2023-11-28,6.5757
2023-11-29,6.6065
2023-11-30,6.4555
2023-12-01,6.5617
2023-12-02,6.5617
2023-12-03,6.5617
2023-12-04,6.5841
2023-12-05,6.489
2023-12-06,6.4737
2023-12-07,6.654
2023-12-08,6.7463
2023-12-09,6.7463
2023-12-10,6.7463
2023-12-11,6.654
2023-12-12,6.5869
2023-12-13,6.64
2023-12-14,6.8442
2023-12-15,6.7323
2023-12-16,6.7323
2023-12-17,6.7323
2023-12-18,5.8011
2023-12-19,5.9339
2023-12-20,5.8822
2023-12-21,5.9185
2023-12-22,5.9102
2023-12-23,5.9102
2023-12-24,5.9102
2023-12-25,5.9102
2023-12-26,5.8319
2023-12-27,5.678
2023-12-28,5.5914
2023-12-29,5.6445
2023-12-30,5.6445
2023-12-31,5.6445
2024-01-01,5.6445
2024-01-02,5.8402
2024-01-03,5.7731
2024-01-04,6.173
2024-01-05,6.0835
2024-01-06,6.0835
2024-01-07,6.0835
2024-01-08,5.9913
2024-01-09,6.0276
2024-01-10,6.0276
2024-01-11,5.9325
2024-01-12,5.9577
2024-01-13,5.9577
2024-01-14,5.9577
2024-01-15,5.9577
2024-01-16,5.9801
2024-01-17,6.0192
2024-01-18,6.0052
2024-01-19,6.0304
2024-01-20,6.0304
2024-01-21,6.0304
2024-01-22,6.0947
2024-01-23,6.0584
2024-01-24,6.0472
2024-01-25,5.9773
2024-01-26,6.0248
2024-01-27,6.0248
2024-01-28,6.0248
2024-01-29,5.9913
2024-01-30,5.9689
2024-01-31,5.9437
2024-02-01,5.9549
2024-02-02,6.008
2024-02-03,6.008
2024-02-04,6.008
2024-02-05,6.0668
2024-02-06,6.0273
2024-02-07,6.0388
2024-02-08,6.0164
2024-02-09,6.0584
2024-02-10,6.0584
2024-02-11,6.0584
2024-02-12,5.8151
2024-02-13,5.8179
2024-02-14,5.7438
2024-02-15,5.7032
2024-02-16,5.7116
2024-02-17,5.7116
2024-02-18,5.7116
2024-02-19,5.7116
2024-02-20,5.692
2024-02-21,5.6333
2024-02-22,5.6613
2024-02-23,5.7032
2024-02-24,5.7032
2024-02-25,5.7032
2024-02-26,5.6808
2024-02-27,5.6753
2024-02-28,5.6557
2024-02-29,5.6193
2024-03-01,5.6193
2024-03-02,5.6193
2024-03-03,5.6193
2024-03-04,5.6151
2024-03-05,5.6053
2024-03-06,5.5983
2024-03-07,5.5886
2024-03-08,5.5774
2024-03-09,5.5774
2024-03-10,5.5774
2024-03-11,5.5746
2024-03-12,5.5914
2024-03-13,5.6151
2024-03-14,5.5997
2024-03-15,5.6109
2024-03-16,5.6109
2024-03-17,5.6109
2024-03-18,5.6179
2024-03-19,5.6249
2024-03-20,5.6095
2024-03-21,5.6258
2024-03-22,5.6025
2024-03-23,5.6025
2024-03-24,5.6025
2024-03-25,5.6333
2024-03-26,5.6333
2024-03-27,5.614
2024-03-28,5.6333
2024-03-29,5.6333
2024-03-30,5.6333
2024-03-31,5.6333
2024-04-01,5.6151
2024-04-02,5.6032
2024-04-03,5.6053
2024-04-04,5.5942
2024-04-05,5.6085
2024-04-06,5.6085
2024-04-07,5.6085
2024-04-08,5.5807
