,ATKR US Equity
2023-03-19,4.7517
2023-03-20,4.8996
2023-03-21,5.0877
2023-03-22,4.9487
2023-03-23,4.8817
2023-03-24,4.857
2023-03-25,4.857
2023-03-26,4.857
2023-03-27,4.9204
2023-03-28,4.9263
2023-03-29,4.9669
2023-03-30,5.0329
2023-03-31,5.4141
2023-04-01,5.4141
2023-04-02,5.4141
2023-04-03,5.4416
2023-04-04,5.0325
2023-04-05,4.9431
2023-04-06,4.7576
2023-04-07,4.7576
2023-04-08,4.7576
2023-04-09,4.7576
2023-04-10,4.9222
2023-04-11,4.9883
2023-04-12,5.0205
2023-04-13,5.0777
2023-04-14,5.1039
2023-04-15,5.1039
2023-04-16,5.1039
2023-04-17,5.1123
2023-04-18,5.1964
2023-04-19,5.1805
2023-04-20,5.1385
2023-04-21,4.9194
2023-04-22,4.9194
2023-04-23,4.9194
2023-04-24,5.0438
2023-04-25,4.9007
2023-04-26,4.7081
2023-04-27,4.8795
2023-04-28,4.9141
2023-04-29,4.9141
2023-04-30,4.9141
2023-05-01,4.9053
2023-05-02,4.9109
2023-05-03,4.9459
2023-05-04,4.7742
2023-05-05,4.8844
2023-05-06,4.8844
2023-05-07,4.8844
2023-05-08,4.9643
2023-05-09,4.8791
2023-05-10,4.6911
2023-05-11,4.6573
2023-05-12,4.7325
2023-05-13,4.7325
2023-05-14,4.7325
2023-05-15,4.6759
2023-05-16,4.5221
2023-05-17,4.5759
2023-05-18,4.7394
2023-05-19,4.6732
2023-05-20,4.6732
2023-05-21,4.6732
2023-05-22,4.7166
2023-05-23,4.688
2023-05-24,4.5352
2023-05-25,4.5714
2023-05-26,4.6301
2023-05-27,4.6301
2023-05-28,4.6301
2023-05-29,4.6301
2023-05-30,4.6397
2023-05-31,4.4776
2023-06-01,4.5839
2023-06-02,4.8173
2023-06-03,4.8173
2023-06-04,4.8173
2023-06-05,4.8053
2023-06-06,5.0008
2023-06-07,5.2277
2023-06-08,5.2409
2023-06-09,5.2133
2023-06-10,5.2133
2023-06-11,5.2133
2023-06-12,5.3729
2023-06-13,5.3905
2023-06-14,5.4105
2023-06-15,5.346
2023-06-16,5.2743
2023-06-17,5.2743
2023-06-18,5.2743
2023-06-19,5.2743
2023-06-20,5.3757
2023-06-21,5.4209
2023-06-22,5.4616
2023-06-23,5.4271
2023-06-24,5.4271
2023-06-25,5.4271
2023-06-26,5.505
2023-06-27,5.714
2023-06-28,5.7037
2023-06-29,5.8092
2023-06-30,6.5471
2023-07-01,6.5471
2023-07-02,6.5471
2023-07-03,6.4866
2023-07-04,6.4866
2023-07-05,6.3807
2023-07-06,6.1214
2023-07-07,6.2262
2023-07-08,6.2262
2023-07-09,6.2262
2023-07-10,6.3452
2023-07-11,6.3402
2023-07-12,6.3953
2023-07-13,6.4731
2023-07-14,6.4211
2023-07-15,6.4211
2023-07-16,6.4211
2023-07-17,6.4762
2023-07-18,6.774
2023-07-19,6.6935
2023-07-20,6.712
2023-07-21,6.6122
2023-07-22,6.6122
2023-07-23,6.6122
2023-07-24,6.6426
2023-07-25,6.7459
2023-07-26,6.5536
2023-07-27,6.5313
2023-07-28,6.603
2023-07-29,6.603
2023-07-30,6.603
2023-07-31,6.6523
2023-08-01,6.8357
2023-08-02,6.6403
2023-08-03,6.4885
2023-08-04,6.3633
2023-08-05,6.3633
2023-08-06,6.3633
2023-08-07,6.2516
2023-08-08,6.4115
2023-08-09,6.1865
2023-08-10,6.1008
2023-08-11,6.1412
2023-08-12,6.1412
2023-08-13,6.1412
2023-08-14,6.2277
2023-08-15,6.2292
2023-08-16,5.9773
2023-08-17,5.8636
2023-08-18,5.9003
2023-08-19,5.9003
2023-08-20,5.9003
2023-08-21,5.9282
2023-08-22,5.9188
2023-08-23,5.9977
2023-08-24,5.9146
2023-08-25,5.9335
2023-08-26,5.9335
2023-08-27,5.9335
2023-08-28,6.0498
2023-08-29,6.2322
2023-08-30,6.316
2023-08-31,6.3534
2023-09-01,6.5041
2023-09-02,6.5041
2023-09-03,6.5041
2023-09-04,6.5041
2023-09-05,6.3307
2023-09-06,6.3874
2023-09-07,6.2669
2023-09-08,6.2307
2023-09-09,6.2307
2023-09-10,6.2307
2023-09-11,6.256
2023-09-12,6.0966
2023-09-13,6.1102
2023-09-14,6.2854
2023-09-15,6.1144
2023-09-16,6.1144
2023-09-17,6.1144
2023-09-18,6.199
2023-09-19,6.191
2023-09-20,6.1672
2023-09-21,5.9124
2023-09-22,5.972
2023-09-23,5.972
2023-09-24,5.972
2023-09-25,6.0687
2023-09-26,5.9278
2023-09-27,6.1431
2023-09-28,6.2677
2023-09-29,6.8661
2023-09-30,6.8661
2023-10-01,6.8661
2023-10-02,6.6888
2023-10-03,6.655
2023-10-04,6.6279
2023-10-05,6.5264
2023-10-06,6.6567
2023-10-07,6.6567
2023-10-08,6.6567
2023-10-09,6.74
2023-10-10,6.7392
2023-10-11,6.8005
2023-10-12,6.5966
2023-10-13,6.3615
2023-10-14,6.3615
2023-10-15,6.3615
2023-10-16,6.4046
2023-10-17,6.4363
2023-10-18,6.0975
2023-10-19,6.0222
2023-10-20,5.8695
2023-10-21,5.8695
2023-10-22,5.8695
2023-10-23,5.8247
2023-10-24,5.8111
2023-10-25,5.8006
2023-10-26,5.8027
2023-10-27,5.7676
2023-10-28,5.7676
2023-10-29,5.7676
2023-10-30,5.8805
2023-10-31,5.8124
2023-11-01,6.0353
2023-11-02,6.0637
2023-11-03,6.1402
2023-11-04,6.1402
2023-11-05,6.1402
2023-11-06,6.0852
2023-11-07,6.0374
2023-11-08,6.0044
2023-11-09,6.0006
2023-11-10,6.1512
2023-11-11,6.1512
2023-11-12,6.1512
2023-11-13,6.0781
2023-11-14,6.3708
2023-11-15,6.3175
2023-11-16,6.2756
2023-11-17,6.044
2023-11-18,6.044
2023-11-19,6.044
2023-11-20,5.9952
2023-11-21,5.9467
2023-11-22,6.0202
2023-11-23,6.0202
2023-11-24,6.077
2023-11-25,6.077
2023-11-26,6.077
2023-11-27,6.0081
2023-11-28,5.8811
2023-11-29,5.887
2023-11-30,5.981
2023-12-01,6.1104
2023-12-02,6.1104
2023-12-03,6.1104
2023-12-04,6.118
2023-12-05,5.9956
2023-12-06,6.001
2023-12-07,6.0987
2023-12-08,6.2036
2023-12-09,6.2036
2023-12-10,6.2036
2023-12-11,6.2854
2023-12-12,6.3022
2023-12-13,6.5051
2023-12-14,7.0832
2023-12-15,7.1145
2023-12-16,7.1145
2023-12-17,7.1145
2023-12-18,7.1195
2023-12-19,7.2168
2023-12-20,7.1387
2023-12-21,7.1793
2023-12-22,7.3075
2023-12-23,7.3075
2023-12-24,7.3075
2023-12-25,7.3075
2023-12-26,7.3597
2023-12-27,7.3797
2023-12-28,7.3321
2023-12-29,7.7626
2023-12-30,7.7626
2023-12-31,7.7626
2024-01-01,7.7626
2024-01-02,7.9021
2024-01-03,7.5032
2024-01-04,7.4466
2024-01-05,7.423
2024-01-06,7.423
2024-01-07,7.423
2024-01-08,7.5914
2024-01-09,7.4542
2024-01-10,7.4519
2024-01-11,7.3945
2024-01-12,7.357
2024-01-13,7.357
2024-01-14,7.357
2024-01-15,7.357
2024-01-16,7.2813
2024-01-17,7.2688
2024-01-18,7.4399
2024-01-19,7.4515
2024-01-20,7.4515
2024-01-21,7.4515
2024-01-22,7.5589
2024-01-23,7.4542
2024-01-24,7.4145
2024-01-25,7.5103
2024-01-26,7.4658
2024-01-27,7.4658
2024-01-28,7.4658
2024-01-29,7.648
2024-01-30,7.6231
2024-01-31,7.4297
2024-02-01,7.1253
2024-02-02,7.1574
2024-02-03,7.1574
2024-02-04,7.1574
2024-02-05,7.0006
2024-02-06,6.9159
2024-02-07,7.0388
2024-02-08,7.1591
2024-02-09,7.1442
2024-02-10,7.1442
2024-02-11,7.1442
2024-02-12,7.2184
2024-02-13,6.9062
2024-02-14,6.9896
2024-02-15,7.1556
2024-02-16,6.9804
2024-02-17,6.9804
2024-02-18,6.9804
2024-02-19,6.9804
2024-02-20,6.8935
2024-02-21,6.9677
2024-02-22,7.0599
2024-02-23,7.2904
2024-02-24,7.2904
2024-02-25,7.2904
2024-02-26,7.7027
2024-02-27,7.8108
2024-02-28,7.8301
2024-02-29,8.0703
2024-03-01,8.2073
2024-03-02,8.2073
2024-03-03,8.2073
2024-03-04,8.1932
2024-03-05,7.7427
2024-03-06,7.834
2024-03-07,8.094
2024-03-08,8.0294
2024-03-09,8.0294
2024-03-10,8.0294
2024-03-11,8.0356
2024-03-12,8.141
2024-03-13,8.3658
2024-03-14,8.2665
2024-03-15,8.4878
2024-03-16,8.4878
2024-03-17,8.4878
2024-03-18,8.4518
2024-03-19,8.5484
2024-03-20,8.7056
2024-03-21,8.811
2024-03-22,8.7662
2024-03-23,8.7662
2024-03-24,8.7662
2024-03-25,8.5568
2024-03-26,8.649
2024-03-27,8.8018
2024-03-28,8.9906
2024-03-29,8.9906
2024-03-30,8.9906
2024-03-31,8.9906
2024-04-01,9.132
2024-04-02,8.7614
2024-04-03,8.8734
2024-04-04,8.5146
2024-04-05,8.7034
2024-04-06,8.7034
2024-04-07,8.7034
2024-04-08,8.5888
