,M US Equity
2023-03-15,6.0881
2023-03-16,6.1101
2023-03-17,6.1007
2023-03-18,6.1007
2023-03-19,6.1007
2023-03-20,6.0411
2023-03-21,6.0803
2023-03-22,5.9627
2023-03-23,5.8356
2023-03-24,5.7974
2023-03-25,5.7974
2023-03-26,5.7974
2023-03-27,5.8225
2023-03-28,5.8491
2023-03-29,5.8554
2023-03-30,5.8036
2023-03-31,5.8836
2023-04-01,5.8836
2023-04-02,5.8836
2023-04-03,6.0891
2023-04-04,6.1182
2023-04-05,6.0284
2023-04-06,6.0489
2023-04-07,6.0489
2023-04-08,6.0489
2023-04-09,6.0489
2023-04-10,6.0536
2023-04-11,6.0395
2023-04-12,5.8994
2023-04-13,5.9057
2023-04-14,5.9324
2023-04-15,5.9324
2023-04-16,5.9324
2023-04-17,5.9529
2023-04-18,5.9261
2023-04-19,5.9497
2023-04-20,5.8695
2023-04-21,5.8269
2023-04-22,5.8269
2023-04-23,5.8269
2023-04-24,5.8254
2023-04-25,5.7105
2023-04-26,5.6979
2023-04-27,5.6931
2023-04-28,6.5115
2023-04-29,6.5115
2023-04-30,6.5115
2023-05-01,6.461
2023-05-02,6.3925
2023-05-03,6.3222
2023-05-04,6.2249
2023-05-05,6.3366
2023-05-06,6.3366
2023-05-07,6.3366
2023-05-08,6.2844
2023-05-09,6.27
2023-05-10,6.2321
2023-05-11,6.2682
2023-05-12,6.2682
2023-05-13,6.2682
2023-05-14,6.2682
2023-05-15,6.324
2023-05-16,6.2267
2023-05-17,6.3799
2023-05-18,6.4268
2023-05-19,6.2321
2023-05-20,6.2321
2023-05-21,6.2321
2023-05-22,6.2609
2023-05-23,6.2285
2023-05-24,6.3024
2023-05-25,6.0969
2023-05-26,6.151
2023-05-27,6.151
2023-05-28,6.151
2023-05-29,6.151
2023-05-30,6.1096
2023-05-31,6.0158
2023-06-01,6.0447
2023-06-02,6.3474
2023-06-03,6.3474
2023-06-04,6.3474
2023-06-05,6.2717
2023-06-06,6.4343
2023-06-07,6.4902
2023-06-08,6.4559
2023-06-09,6.391
2023-06-10,6.391
2023-06-11,6.391
2023-06-12,6.4722
2023-06-13,6.5173
2023-06-14,6.4289
2023-06-15,6.4505
2023-06-16,6.4253
2023-06-17,6.4253
2023-06-18,6.4253
2023-06-19,6.4253
2023-06-20,6.409
2023-06-21,6.3531
2023-06-22,6.3062
2023-06-23,6.272
2023-06-24,6.272
2023-06-25,6.272
2023-06-26,6.2972
2023-06-27,6.3838
2023-06-28,6.364
2023-06-29,6.4577
2023-06-30,6.4614
2023-07-01,6.4614
2023-07-02,6.4614
2023-07-03,6.5389
2023-07-04,6.5389
2023-07-05,6.5173
2023-07-06,6.4343
2023-07-07,6.4397
2023-07-08,6.4397
2023-07-09,6.4397
2023-07-10,6.4758
2023-07-11,6.5389
2023-07-12,6.483
2023-07-13,6.4109
2023-07-14,6.373
2023-07-15,6.373
2023-07-16,6.373
2023-07-17,6.4397
2023-07-18,6.4343
2023-07-19,6.501
2023-07-20,6.5119
2023-07-21,6.465
2023-07-22,6.465
2023-07-23,6.465
2023-07-24,6.5263
2023-07-25,6.474
2023-07-26,6.5028
2023-07-27,6.4974
2023-07-28,8.0648
2023-07-29,8.0648
2023-07-30,8.0648
2023-07-31,8.1353
2023-08-01,8.078
2023-08-02,8.0052
2023-08-03,8.0074
2023-08-04,8.0736
2023-08-05,8.0736
2023-08-06,8.0736
2023-08-07,8.0141
2023-08-08,7.9898
2023-08-09,7.9369
2023-08-10,7.9391
2023-08-11,7.9126
2023-08-12,7.9126
2023-08-13,7.9126
2023-08-14,7.9259
2023-08-15,7.8377
2023-08-16,7.8068
2023-08-17,7.7936
2023-08-18,7.8112
2023-08-19,7.8112
2023-08-20,7.8112
2023-08-21,7.7252
2023-08-22,7.2798
2023-08-23,7.2643
2023-08-24,7.2067
2023-08-25,7.1517
2023-08-26,7.1517
2023-08-27,7.1517
2023-08-28,7.1694
2023-08-29,7.1915
2023-08-30,7.2115
2023-08-31,7.1849
2023-09-01,7.1672
2023-09-02,7.1672
2023-09-03,7.1672
2023-09-04,7.1672
2023-09-05,7.134
2023-09-06,7.0941
2023-09-07,7.0499
2023-09-08,7.0919
2023-09-09,7.0919
2023-09-10,7.0919
2023-09-11,7.0167
2023-09-12,7.0366
2023-09-13,6.9923
2023-09-14,6.9923
2023-09-15,6.9436
2023-09-16,6.9436
2023-09-17,6.9436
2023-09-18,6.8528
2023-09-19,6.8971
2023-09-20,6.8595
2023-09-21,6.8772
2023-09-22,6.8838
2023-09-23,6.8838
2023-09-24,6.8838
2023-09-25,6.937
2023-09-26,6.8772
2023-09-27,6.9015
2023-09-28,7.01
2023-09-29,7.0476
2023-09-30,7.0476
2023-10-01,7.0476
2023-10-02,7.0344
2023-10-03,7.0056
2023-10-04,7.0189
2023-10-05,6.937
2023-10-06,6.937
2023-10-07,6.937
2023-10-08,6.937
2023-10-09,6.9281
2023-10-10,6.9458
2023-10-11,6.9082
2023-10-12,6.875
2023-10-13,6.8174
2023-10-14,6.8174
2023-10-15,6.8174
2023-10-16,6.8993
2023-10-17,7.0167
2023-10-18,7.0056
2023-10-19,6.9967
2023-10-20,7.0167
2023-10-21,7.0167
2023-10-22,7.0167
2023-10-23,6.9834
2023-10-24,7.041
2023-10-25,7.0388
2023-10-26,7.0964
2023-10-27,7.985
2023-10-28,7.985
2023-10-29,7.985
2023-10-30,8.0673
2023-10-31,8.1061
2023-11-01,8.077
2023-11-02,8.1908
2023-11-03,8.2925
2023-11-04,8.2925
2023-11-05,8.2925
2023-11-06,8.1908
2023-11-07,8.1618
2023-11-08,7.9511
2023-11-09,7.8421
2023-11-10,7.8131
2023-11-11,7.8131
2023-11-12,7.8131
2023-11-13,7.7574
2023-11-14,7.9971
2023-11-15,8.2102
2023-11-16,8.3853
2023-11-17,8.6542
2023-11-18,8.6542
2023-11-19,8.6542
2023-11-20,8.7801
2023-11-21,8.7801
2023-11-22,8.7511
2023-11-23,8.7511
2023-11-24,8.7583
2023-11-25,8.7583
2023-11-26,8.7583
2023-11-27,8.7656
2023-11-28,8.7851
2023-11-29,8.95
2023-11-30,9.0034
2023-12-01,9.3114
2023-12-02,9.3114
2023-12-03,9.3114
2023-12-04,9.3963
2023-12-05,9.1489
2023-12-06,9.1271
2023-12-07,9.2774
2023-12-08,9.3745
2023-12-09,9.3745
2023-12-10,9.3745
2023-12-11,10.1943
2023-12-12,9.7771
2023-12-13,9.8959
2023-12-14,9.9153
2023-12-15,9.9372
2023-12-16,9.9372
2023-12-17,9.9372
2023-12-18,10.022
2023-12-19,10.0706
2023-12-20,9.9663
2023-12-21,10.0269
2023-12-22,10.0051
2023-12-23,10.0051
2023-12-24,10.0051
2023-12-25,10.0051
2023-12-26,10.0851
2023-12-27,10.0317
2023-12-28,10.0924
2023-12-29,10.0366
2023-12-30,10.0366
2023-12-31,10.0366
2024-01-01,10.0366
2024-01-02,9.9493
2024-01-03,9.7504
2024-01-04,9.7116
2024-01-05,9.7213
2024-01-06,9.7213
2024-01-07,9.7213
2024-01-08,9.7916
2024-01-09,9.7771
2024-01-10,9.7601
2024-01-11,9.6728
2024-01-12,9.6534
2024-01-13,9.6534
2024-01-14,9.6534
2024-01-15,9.6534
2024-01-16,9.5636
2024-01-17,9.4885
2024-01-18,9.5054
2024-01-19,9.4327
2024-01-20,9.4327
2024-01-21,9.4327
2024-01-22,9.5855
2024-01-23,9.5685
2024-01-24,9.5564
2024-01-25,9.7213
2024-01-26,9.7407
2024-01-27,9.7407
2024-01-28,9.7407
2024-01-29,9.6849
2024-01-30,9.6752
2024-01-31,9.5927
2024-02-01,9.6291
2024-02-02,27.2617
2024-02-03,27.2617
2024-02-04,27.2617
2024-02-05,27.068
2024-02-06,27.2689
2024-02-07,27.1972
2024-02-08,27.6994
2024-02-09,27.5846
2024-02-10,27.5846
2024-02-11,27.5846
2024-02-12,27.9433
2024-02-13,27.4985
2024-02-14,27.7209
2024-02-15,27.9577
2024-02-16,27.8572
2024-02-17,27.8572
2024-02-18,27.8572
2024-02-19,27.8572
2024-02-20,27.7137
2024-02-21,27.52
2024-02-22,27.6133
2024-02-23,27.8859
2024-02-24,27.8859
2024-02-25,27.8859
2024-02-26,27.7424
2024-02-27,28.2154
2024-02-28,27.11
2024-02-29,26.4137
2024-03-01,26.8229
2024-03-02,26.8229
2024-03-03,26.8229
2024-03-04,28.5743
2024-03-05,28.4523
2024-03-06,28.2657
2024-03-07,28.4954
2024-03-08,29.0768
2024-03-09,29.0768
2024-03-10,29.0768
2024-03-11,28.6461
2024-03-12,28.8686
2024-03-13,28.9332
2024-03-14,29.328
2024-03-15,29.1055
2024-03-16,29.1055
2024-03-17,29.1055
2024-03-18,29.1414
2024-03-19,29.3567
2024-03-20,29.1127
2024-03-21,28.8184
2024-03-22,28.4346
2024-03-23,28.4346
2024-03-24,28.4346
2024-03-25,27.9894
2024-03-26,27.5945
2024-03-27,28.1474
2024-03-28,28.2479
2024-03-29,28.2479
2024-03-30,28.2479
2024-03-31,28.2479
2024-04-01,27.9248
2024-04-02,27.5801
2024-04-03,27.4365
2024-04-04,27.1135
2024-04-05,27.2355
2024-04-06,27.2355
2024-04-07,27.2355
2024-04-08,27.932
