,LGND US Equity
2023-03-15,64.1219
2023-03-16,64.1219
2023-03-17,64.1219
2023-03-18,64.1219
2023-03-19,64.1219
2023-03-20,64.1219
2023-03-21,64.1219
2023-03-22,64.1219
2023-03-23,64.1219
2023-03-24,64.1219
2023-03-25,64.1219
2023-03-26,64.1219
2023-03-27,64.1219
2023-03-28,64.1219
2023-03-29,64.1219
2023-03-30,64.1219
2023-03-31,177.687
2023-04-01,177.687
2023-04-02,177.687
2023-04-03,172.031
2023-04-04,170.6884
2023-04-05,170.7169
2023-04-06,176.1445
2023-04-07,176.1445
2023-04-08,176.1445
2023-04-09,176.1445
2023-04-10,175.716
2023-04-11,181.7719
2023-04-12,173.2307
2023-04-13,183.2574
2023-04-14,179.9151
2023-04-15,179.9151
2023-04-16,179.9151
2023-04-17,183.8572
2023-04-18,185.257
2023-04-19,190.0275
2023-04-20,186.8566
2023-04-21,187.6279
2023-04-22,187.6279
2023-04-23,187.6279
2023-04-24,188.2849
2023-04-25,185.4855
2023-04-26,189.1419
2023-04-27,188.2564
2023-04-28,185.6569
2023-04-29,185.6569
2023-04-30,185.6569
2023-05-01,186.7138
2023-05-02,180.8578
2023-05-03,183.0288
2023-05-04,186.6853
2023-05-05,194.1695
2023-05-06,194.1695
2023-05-07,194.1695
2023-05-08,191.337
2023-05-09,192.5217
2023-05-10,191.7415
2023-05-11,192.0883
2023-05-12,186.1362
2023-05-13,186.1362
2023-05-14,186.1362
2023-05-15,191.7415
2023-05-16,190.4413
2023-05-17,195.6133
2023-05-18,189.7479
2023-05-19,182.38
2023-05-20,182.38
2023-05-21,182.38
2023-05-22,185.2405
2023-05-23,191.1348
2023-05-24,183.0735
2023-05-25,174.6655
2023-05-26,175.9657
2023-05-27,175.9657
2023-05-28,175.9657
2023-05-29,175.9657
2023-05-30,168.4534
2023-05-31,170.0425
2023-06-01,173.2786
2023-06-02,185.1538
2023-06-03,185.1538
2023-06-04,185.1538
2023-06-05,172.7007
2023-06-06,177.0347
2023-06-07,183.5358
2023-06-08,182.1778
2023-06-09,180.6753
2023-06-10,180.6753
2023-06-11,180.6753
2023-06-12,181.4843
2023-06-13,189.719
2023-06-14,192.9262
2023-06-15,195.7866
2023-06-16,193.0129
2023-06-17,193.0129
2023-06-18,193.0129
2023-06-19,193.0129
2023-06-20,190.8747
2023-06-21,189.6323
2023-06-22,186.194
2023-06-23,178.7395
2023-06-24,178.7395
2023-06-25,178.7395
2023-06-26,176.3413
2023-06-27,174.7233
2023-06-28,175.7634
2023-06-29,177.3237
2023-06-30,232.5225
2023-07-01,232.5225
2023-07-02,232.5225
2023-07-03,234.728
2023-07-04,234.728
2023-07-05,230.1236
2023-07-06,224.0488
2023-07-07,223.0428
2023-07-08,223.0428
2023-07-09,223.0428
2023-07-10,223.8166
2023-07-11,222.4237
2023-07-12,219.9473
2023-07-13,218.477
2023-07-14,216.078
2023-07-15,216.078
2023-07-16,216.078
2023-07-17,219.5991
2023-07-18,217.1614
2023-07-19,215.1494
2023-07-20,214.9946
2023-07-21,214.6077
2023-07-22,214.6077
2023-07-23,214.6077
2023-07-24,211.0866
2023-07-25,213.9499
2023-07-26,215.575
2023-07-27,214.4916
2023-07-28,216.6971
2023-07-29,216.6971
2023-07-30,216.6971
2023-07-31,212.5183
2023-08-01,211.6283
2023-08-02,209.7324
2023-08-03,210.661
2023-08-04,211.9766
2023-08-05,211.9766
2023-08-06,211.9766
2023-08-07,210.0806
2023-08-08,213.2921
2023-08-09,228.4932
2023-08-10,220.7565
2023-08-11,214.8858
2023-08-12,214.8858
2023-08-13,214.8858
2023-08-14,214.6137
2023-08-15,216.3243
2023-08-16,213.3696
2023-08-17,212.3587
2023-08-18,210.8425
2023-08-19,210.8425
2023-08-20,210.8425
2023-08-21,210.998
2023-08-22,211.6978
2023-08-23,214.6914
2023-08-24,210.4537
2023-08-25,207.7711
2023-08-26,207.7711
2023-08-27,207.7711
2023-08-28,206.0993
2023-08-29,203.8055
2023-08-30,210.8814
2023-08-31,209.2485
2023-09-01,212.2421
2023-09-02,212.2421
2023-09-03,212.2421
2023-09-04,212.2421
2023-09-05,200.5398
2023-09-06,204.1943
2023-09-07,200.5009
2023-09-08,198.6736
2023-09-09,198.6736
2023-09-10,198.6736
2023-09-11,200.9285
2023-09-12,197.3517
2023-09-13,197.4295
2023-09-14,195.7189
2023-09-15,194.5136
2023-09-16,194.5136
2023-09-17,194.5136
2023-09-18,196.7686
2023-09-19,199.6456
2023-09-20,190.9368
2023-09-21,184.172
2023-09-22,183.2389
2023-09-23,183.2389
2023-09-24,183.2389
2023-09-25,182.3836
2023-09-26,187.6322
2023-09-27,192.5308
2023-09-28,192.6086
2023-09-29,192.6086
2023-09-30,192.6086
2023-10-01,192.6086
2023-10-02,192.6086
2023-10-03,192.6086
2023-10-04,192.6086
2023-10-05,192.6086
2023-10-06,192.6086
2023-10-07,192.6086
2023-10-08,192.6086
2023-10-09,192.6086
2023-10-10,192.6086
2023-10-11,192.6086
2023-10-12,192.6086
2023-10-13,192.6086
2023-10-14,192.6086
2023-10-15,192.6086
2023-10-16,192.6086
2023-10-17,192.6086
2023-10-18,192.6086
2023-10-19,192.6086
2023-10-20,192.6086
2023-10-21,192.6086
2023-10-22,192.6086
2023-10-23,192.6086
2023-10-24,192.6086
2023-10-25,192.6086
2023-10-26,192.6086
2023-10-27,192.6086
2023-10-28,192.6086
2023-10-29,192.6086
2023-10-30,192.6086
2023-10-31,192.6086
2023-11-01,192.6086
2023-11-02,192.6086
2023-11-03,192.6086
2023-11-04,192.6086
2023-11-05,192.6086
2023-11-06,192.6086
2023-11-07,192.6086
2023-11-08,192.6086
2023-11-09,192.6086
2023-11-10,192.6086
2023-11-11,192.6086
2023-11-12,192.6086
2023-11-13,192.6086
2023-11-14,192.6086
2023-11-15,192.6086
2023-11-16,192.6086
2023-11-17,192.6086
2023-11-18,192.6086
2023-11-19,192.6086
2023-11-20,192.6086
2023-11-21,192.6086
2023-11-22,192.6086
2023-11-23,192.6086
2023-11-24,192.6086
2023-11-25,192.6086
2023-11-26,192.6086
2023-11-27,192.6086
2023-11-28,192.6086
2023-11-29,192.6086
2023-11-30,192.6086
2023-12-01,192.6086
2023-12-02,192.6086
2023-12-03,192.6086
2023-12-04,192.6086
2023-12-05,192.6086
2023-12-06,192.6086
2023-12-07,192.6086
2023-12-08,192.6086
2023-12-09,192.6086
2023-12-10,192.6086
2023-12-11,192.6086
2023-12-12,192.6086
2023-12-13,192.6086
2023-12-14,192.6086
2023-12-15,192.6086
2023-12-16,192.6086
2023-12-17,192.6086
2023-12-18,192.6086
2023-12-19,192.6086
2023-12-20,192.6086
2023-12-21,192.6086
2023-12-22,192.6086
2023-12-23,192.6086
2023-12-24,192.6086
2023-12-25,192.6086
2023-12-26,192.6086
2023-12-27,192.6086
2023-12-28,192.6086
2023-12-29,90.5319
2023-12-30,90.5319
2023-12-31,90.5319
2024-01-01,90.5319
2024-01-02,91.8314
2024-01-03,88.517
2024-01-04,88.9843
2024-01-05,89.6705
2024-01-06,89.6705
2024-01-07,89.6705
2024-01-08,94.8099
2024-01-09,93.4958
2024-01-10,93.6272
2024-01-11,91.6562
2024-01-12,92.2548
2024-01-13,92.2548
2024-01-14,92.2548
2024-01-15,92.2548
2024-01-16,90.0209
2024-01-17,89.7143
2024-01-18,90.2545
2024-01-19,92.138
2024-01-20,92.138
2024-01-21,92.138
2024-01-22,93.4082
2024-01-23,93.6564
2024-01-24,94.5471
2024-01-25,96.1823
2024-01-26,97.876
2024-01-27,97.876
2024-01-28,97.876
2024-01-29,95.8465
2024-01-30,94.1674
2024-01-31,92.9848
2024-02-01,94.5471
2024-02-02,95.0873
2024-02-03,95.0873
2024-02-04,95.0873
2024-02-05,95.3501
2024-02-06,96.2115
2024-02-07,95.0435
2024-02-08,96.3575
2024-02-09,97.0438
2024-02-10,97.0438
2024-02-11,97.0438
2024-02-12,96.6933
2024-02-13,89.9187
2024-02-14,93.744
2024-02-15,95.2479
2024-02-16,93.8024
2024-02-17,93.8024
2024-02-18,93.8024
2024-02-19,93.8024
2024-02-20,91.919
2024-02-21,92.357
2024-02-22,93.6564
2024-02-23,97.0292
2024-02-24,97.0292
2024-02-25,97.0292
2024-02-26,94.9121
2024-02-27,116.4917
2024-02-28,109.4104
2024-02-29,103.8997
2024-03-01,102.936
2024-03-02,102.936
2024-03-03,102.936
2024-03-04,99.3481
2024-03-05,95.9678
2024-03-06,94.0552
2024-03-07,93.6994
2024-03-08,95.6268
2024-03-09,95.6268
2024-03-10,95.6268
2024-03-11,93.3732
2024-03-12,93.5363
2024-03-13,94.1293
2024-03-14,92.8988
2024-03-15,91.6534
2024-03-16,91.6534
2024-03-17,91.6534
2024-03-18,93.2101
2024-03-19,93.3139
2024-03-20,94.6483
2024-03-21,94.4259
2024-03-22,91.52
2024-03-23,91.52
2024-03-24,91.52
2024-03-25,88.9254
2024-03-26,88.021
2024-03-27,91.9203
2024-03-28,94.6334
2024-03-29,94.6334
2024-03-30,94.6334
2024-03-31,94.6334
2024-04-01,95.3747
2024-04-02,94.7965
2024-04-03,97.0501
2024-04-04,101.8686
2024-04-05,101.8389
2024-04-06,101.8389
2024-04-07,101.8389
2024-04-08,104.2704
