,AIN US Equity
2023-03-20,16.6189
2023-03-21,16.9127
2023-03-22,16.5588
2023-03-23,16.3217
2023-03-24,15.7994
2023-03-25,15.7994
2023-03-26,15.7994
2023-03-27,16.0949
2023-03-28,16.2685
2023-03-29,16.4196
2023-03-30,16.387
2023-03-31,16.2836
2023-04-01,16.2836
2023-04-02,16.2836
2023-04-03,16.304
2023-04-04,15.9937
2023-04-05,15.7942
2023-04-06,15.7738
2023-04-07,15.7738
2023-04-08,15.7738
2023-04-09,15.7738
2023-04-10,16.108
2023-04-11,16.2512
2023-04-12,16.3876
2023-04-13,16.558
2023-04-14,16.379
2023-04-15,16.379
2023-04-16,16.379
2023-04-17,16.558
2023-04-18,16.5802
2023-04-19,16.5239
2023-04-20,16.599
2023-04-21,16.5802
2023-04-22,16.5802
2023-04-23,16.5802
2023-04-24,16.5717
2023-04-25,16.3125
2023-04-26,15.7619
2023-04-27,16.6681
2023-04-28,16.6152
2023-04-29,16.6152
2023-04-30,16.6152
2023-05-01,16.6015
2023-05-02,16.8098
2023-05-03,16.7705
2023-05-04,16.4001
2023-05-05,16.7449
2023-05-06,16.7449
2023-05-07,16.7449
2023-05-08,16.5299
2023-05-09,16.5247
2023-05-10,16.5623
2023-05-11,16.5008
2023-05-12,16.5008
2023-05-13,16.5008
2023-05-14,16.5008
2023-05-15,16.5794
2023-05-16,16.3353
2023-05-17,16.4906
2023-05-18,16.5845
2023-05-19,16.395
2023-05-20,16.395
2023-05-21,16.395
2023-05-22,16.3831
2023-05-23,16.081
2023-05-24,15.726
2023-05-25,15.7414
2023-05-26,15.8762
2023-05-27,15.8762
2023-05-28,15.8762
2023-05-29,15.8762
2023-05-30,15.7874
2023-05-31,15.5417
2023-06-01,15.7158
2023-06-02,16.5333
2023-06-03,16.5333
2023-06-04,16.5333
2023-06-05,16.0213
2023-06-06,16.3268
2023-06-07,16.7347
2023-06-08,16.6818
2023-06-09,16.5537
2023-06-10,16.5537
2023-06-11,16.5537
2023-06-12,16.6237
2023-06-13,16.6152
2023-06-14,16.6152
2023-06-15,16.5896
2023-06-16,16.4513
2023-06-17,16.4513
2023-06-18,16.4513
2023-06-19,16.4513
2023-06-20,16.436
2023-06-21,16.5008
2023-06-22,16.4223
2023-06-23,16.3302
2023-06-24,16.3302
2023-06-25,16.3302
2023-06-26,16.4104
2023-06-27,16.4172
2023-06-28,16.5845
2023-06-29,16.8166
2023-06-30,17.4648
2023-07-01,17.4648
2023-07-02,17.4648
2023-07-03,17.3208
2023-07-04,17.3208
2023-07-05,16.994
2023-07-06,16.8166
2023-07-07,16.9237
2023-07-08,16.9237
2023-07-09,16.9237
2023-07-10,17.0116
2023-07-11,16.8939
2023-07-12,16.9747
2023-07-13,17.0818
2023-07-14,17.5
2023-07-15,17.5
2023-07-16,17.5
2023-07-17,17.5474
2023-07-18,17.6264
2023-07-19,17.4877
2023-07-20,17.6493
2023-07-21,17.4033
2023-07-22,17.4033
2023-07-23,17.4033
2023-07-24,17.5527
2023-07-25,17.6633
2023-07-26,17.8109
2023-07-27,17.5948
2023-07-28,17.7916
2023-07-29,17.7916
2023-07-30,17.7916
2023-07-31,17.9919
2023-08-01,18.099
2023-08-02,17.9392
2023-08-03,17.7863
2023-08-04,17.8337
2023-08-05,17.8337
2023-08-06,17.8337
2023-08-07,18.0393
2023-08-08,17.1767
2023-08-09,17.1644
2023-08-10,17.0379
2023-08-11,17.0854
2023-08-12,17.0854
2023-08-13,17.0854
2023-08-14,17.0854
2023-08-15,16.9202
2023-08-16,16.8974
2023-08-17,16.9676
2023-08-18,17.2628
2023-08-19,17.2628
2023-08-20,17.2628
2023-08-21,17.182
2023-08-22,17.5333
2023-08-23,17.5896
2023-08-24,17.4367
2023-08-25,17.5404
2023-08-26,17.5404
2023-08-27,17.5404
2023-08-28,17.6791
2023-08-29,17.6387
2023-08-30,17.6493
2023-08-31,17.3664
2023-09-01,17.4736
2023-09-02,17.4736
2023-09-03,17.4736
2023-09-04,17.4736
2023-09-05,16.8587
2023-09-06,16.6093
2023-09-07,16.4529
2023-09-08,16.2491
2023-09-09,16.2491
2023-09-10,16.2491
2023-09-11,16.2087
2023-09-12,16.0594
2023-09-13,15.9628
2023-09-14,16.1982
2023-09-15,16.0928
2023-09-16,16.0928
2023-09-17,16.0928
2023-09-18,17.0344
2023-09-19,16.7182
2023-09-20,16.5636
2023-09-21,16.3018
2023-09-22,16.1402
2023-09-23,16.1402
2023-09-24,16.1402
2023-09-25,16.0699
2023-09-26,15.7519
2023-09-27,16.1701
2023-09-28,16.4476
2023-09-29,18.3988
2023-09-30,18.3988
2023-10-01,18.3988
2023-10-02,18.2029
2023-10-03,18.1648
2023-10-04,18.1686
2023-10-05,17.9974
2023-10-06,18.1078
2023-10-07,18.1078
2023-10-08,18.1078
2023-10-09,18.3988
2023-10-10,18.4825
2023-10-11,18.5643
2023-10-12,18.3836
2023-10-13,18.0697
2023-10-14,18.0697
2023-10-15,18.0697
2023-10-16,18.2485
2023-10-17,18.376
2023-10-18,18.1858
2023-10-19,18.0964
2023-10-20,17.8186
2023-10-21,17.8186
2023-10-22,17.8186
2023-10-23,17.4991
2023-10-24,17.3507
2023-10-25,17.2347
2023-10-26,17.3336
2023-10-27,16.9151
2023-10-28,16.9151
2023-10-29,16.9151
2023-10-30,17.1776
2023-10-31,17.5105
2023-11-01,17.6151
2023-11-02,18.1877
2023-11-03,18.5928
2023-11-04,18.5928
2023-11-05,18.5928
2023-11-06,18.6271
2023-11-07,18.2086
2023-11-08,17.5847
2023-11-09,17.7749
2023-11-10,17.7521
2023-11-11,17.7521
2023-11-12,17.7521
2023-11-13,17.6684
2023-11-14,18.4502
2023-11-15,18.2638
2023-11-16,18.2942
2023-11-17,18.239
2023-11-18,18.239
2023-11-19,18.239
2023-11-20,18.0964
2023-11-21,17.8966
2023-11-22,18.0355
2023-11-23,18.0355
2023-11-24,18.201
2023-11-25,18.201
2023-11-26,18.201
2023-11-27,18.2523
2023-11-28,18.2295
2023-11-29,18.2504
2023-11-30,18.3113
2023-12-01,18.8477
2023-12-02,18.8477
2023-12-03,18.8477
2023-12-04,18.9904
2023-12-05,18.6822
2023-12-06,18.551
2023-12-07,18.7526
2023-12-08,18.9409
2023-12-09,18.9409
2023-12-10,18.9409
2023-12-11,19.1502
2023-12-12,19.2681
2023-12-13,19.7874
2023-12-14,20.2648
2023-12-15,20.1222
2023-12-16,20.1222
2023-12-17,20.1222
2023-12-18,20.1754
2023-12-19,20.4855
2023-12-20,20.0594
2023-12-21,20.126
2023-12-22,20.4988
2023-12-23,20.4988
2023-12-24,20.4988
2023-12-25,20.4988
2023-12-26,20.7233
2023-12-27,20.8108
2023-12-28,20.7233
2023-12-29,20.3215
2023-12-30,20.3215
2023-12-31,20.3215
2024-01-01,20.3215
2024-01-02,20.1579
2024-01-03,19.4425
2024-01-04,19.2678
2024-01-05,19.2176
2024-01-06,19.2176
2024-01-07,19.2176
2024-01-08,19.2269
2024-01-09,18.9779
2024-01-10,19.0002
2024-01-11,18.859
2024-01-12,19.0875
2024-01-13,19.0875
2024-01-14,19.0875
2024-01-15,19.0875
2024-01-16,18.3182
2024-01-17,18.006
2024-01-18,18.1937
2024-01-19,18.4223
2024-01-20,18.4223
2024-01-21,18.4223
2024-01-22,18.7326
2024-01-23,18.6453
2024-01-24,18.4316
2024-01-25,18.6397
2024-01-26,18.714
2024-01-27,18.714
2024-01-28,18.714
2024-01-29,19.1507
2024-01-30,19.1377
2024-01-31,18.5914
2024-02-01,18.8144
2024-02-02,18.7661
2024-02-03,18.7661
2024-02-04,18.7661
2024-02-05,18.3851
2024-02-06,18.5839
2024-02-07,18.439
2024-02-08,18.6118
2024-02-09,18.9054
2024-02-10,18.9054
2024-02-11,18.9054
2024-02-12,19.1229
2024-02-13,18.5208
2024-02-14,18.8385
2024-02-15,19.4629
2024-02-16,19.5243
2024-02-17,19.5243
2024-02-18,19.5243
2024-02-19,19.5243
2024-02-20,19.2158
2024-02-21,19.2474
2024-02-22,19.1191
2024-02-23,19.0727
2024-02-24,19.0727
2024-02-25,19.0727
2024-02-26,19.2641
2024-02-27,19.6283
2024-02-28,19.3236
2024-02-29,19.5131
2024-03-01,19.5094
2024-03-02,19.5094
2024-03-03,19.5094
2024-03-04,19.4815
2024-03-05,19.2567
2024-03-06,19.5521
2024-03-07,19.9256
2024-03-08,19.8123
2024-03-09,19.8123
2024-03-10,19.8123
2024-03-11,19.7175
2024-03-12,19.4128
2024-03-13,19.4035
2024-03-14,19.069
2024-03-15,19.199
2024-03-16,19.199
2024-03-17,19.199
2024-03-18,19.1154
2024-03-19,19.1582
2024-03-20,19.4165
2024-03-21,19.6804
2024-03-22,19.4016
2024-03-23,19.4016
2024-03-24,19.4016
2024-03-25,19.2697
2024-03-26,19.6525
2024-03-27,20.0
2024-03-28,19.4462
2024-03-29,19.4462
2024-03-30,19.4462
2024-03-31,19.4462
2024-04-01,18.9184
2024-04-02,18.5579
2024-04-03,18.6416
2024-04-04,18.6323
2024-04-05,18.6304
2024-04-06,18.6304
2024-04-07,18.6304
2024-04-08,18.5561
