,LE US Equity
2023-03-18,24.9565
2023-03-19,24.9565
2023-03-20,24.8642
2023-03-21,24.7982
2023-03-22,24.9961
2023-03-23,24.7982
2023-03-24,24.8774
2023-03-25,24.8774
2023-03-26,24.8774
2023-03-27,25.1677
2023-03-28,25.7878
2023-03-29,26.4476
2023-03-30,26.9886
2023-03-31,26.342
2023-04-01,26.342
2023-04-02,26.342
2023-04-03,26.1441
2023-04-04,25.8802
2023-04-05,25.4843
2023-04-06,25.7219
2023-04-07,25.7219
2023-04-08,25.7219
2023-04-09,25.7219
2023-04-10,25.3142
2023-04-11,25.301
2023-04-12,24.539
2023-04-13,24.1843
2023-04-14,24.0529
2023-04-15,24.0529
2023-04-16,24.0529
2023-04-17,23.869
2023-04-18,23.8427
2023-04-19,23.7639
2023-04-20,23.6851
2023-04-21,23.4749
2023-04-22,23.4749
2023-04-23,23.4749
2023-04-24,23.6063
2023-04-25,22.7654
2023-04-26,22.5815
2023-04-27,22.5815
2023-04-28,19.4479
2023-04-29,19.4479
2023-04-30,19.4479
2023-05-01,19.2261
2023-05-02,19.2789
2023-05-03,19.5901
2023-05-04,19.1995
2023-05-05,19.664
2023-05-06,19.664
2023-05-07,19.664
2023-05-08,19.3578
2023-05-09,18.8616
2023-05-10,19.0305
2023-05-11,19.6851
2023-05-12,20.0018
2023-05-13,20.0018
2023-05-14,20.0018
2023-05-15,20.1707
2023-05-16,20.0546
2023-05-17,20.8885
2023-05-18,21.1736
2023-05-19,20.6669
2023-05-20,20.6669
2023-05-21,20.6669
2023-05-22,20.4663
2023-05-23,20.6035
2023-05-24,20.9308
2023-05-25,20.1918
2023-05-26,19.8751
2023-05-27,19.8751
2023-05-28,19.8751
2023-05-29,19.8751
2023-05-30,19.1467
2023-05-31,18.4921
2023-06-01,20.5344
2023-06-02,21.3066
2023-06-03,21.3066
2023-06-04,21.3066
2023-06-05,20.7953
2023-06-06,21.2231
2023-06-07,21.7449
2023-06-08,21.4005
2023-06-09,20.5344
2023-06-10,20.5344
2023-06-11,20.5344
2023-06-12,20.7222
2023-06-13,21.0353
2023-06-14,20.7848
2023-06-15,21.1396
2023-06-16,20.7535
2023-06-17,20.7535
2023-06-18,20.7535
2023-06-19,20.7535
2023-06-20,20.7848
2023-06-21,20.9309
2023-06-22,20.6909
2023-06-23,20.7222
2023-06-24,20.7222
2023-06-25,20.7222
2023-06-26,20.8996
2023-06-27,21.0248
2023-06-28,20.3674
2023-06-29,20.1065
2023-06-30,19.9709
2023-07-01,19.9709
2023-07-02,19.9709
2023-07-03,20.023
2023-07-04,20.023
2023-07-05,19.6839
2023-07-06,19.6265
2023-07-07,19.9291
2023-07-08,19.9291
2023-07-09,19.9291
2023-07-10,20.0648
2023-07-11,20.4926
2023-07-12,21.077
2023-07-13,21.0248
2023-07-14,20.8683
2023-07-15,20.8683
2023-07-16,20.8683
2023-07-17,20.5448
2023-07-18,20.9727
2023-07-19,21.1814
2023-07-20,21.1083
2023-07-21,20.8474
2023-07-22,20.8474
2023-07-23,20.8474
2023-07-24,21.0874
2023-07-25,21.1605
2023-07-26,21.4422
2023-07-27,21.2962
2023-07-28,19.6899
2023-07-29,19.6899
2023-07-30,19.6899
2023-07-31,19.7313
2023-08-01,19.7106
2023-08-02,19.6382
2023-08-03,19.7313
2023-08-04,19.8969
2023-08-05,19.8969
2023-08-06,19.8969
2023-08-07,20.5903
2023-08-08,20.5282
2023-08-09,20.0625
2023-08-10,20.0522
2023-08-11,20.1453
2023-08-12,20.1453
2023-08-13,20.1453
2023-08-14,20.0625
2023-08-15,20.2178
2023-08-16,20.0936
2023-08-17,20.0625
2023-08-18,19.959
2023-08-19,19.959
2023-08-20,19.959
2023-08-21,19.9383
2023-08-22,19.5864
2023-08-23,19.9901
2023-08-24,19.4002
2023-08-25,19.5037
2023-08-26,19.5037
2023-08-27,19.5037
2023-08-28,19.8038
2023-08-29,20.4558
2023-08-30,20.6421
2023-08-31,17.9528
2023-09-01,17.855
2023-09-02,17.855
2023-09-03,17.855
2023-09-04,17.855
2023-09-05,17.9117
2023-09-06,17.716
2023-09-07,17.5512
2023-09-08,17.4792
2023-09-09,17.4792
2023-09-10,17.4792
2023-09-11,17.4277
2023-09-12,17.2835
2023-09-13,17.1496
2023-09-14,17.1393
2023-09-15,17.3659
2023-09-16,17.3659
2023-09-17,17.3659
2023-09-18,17.1393
2023-09-19,17.1702
2023-09-20,17.2835
2023-09-21,17.3659
2023-09-22,17.4277
2023-09-23,17.4277
2023-09-24,17.4277
2023-09-25,17.7984
2023-09-26,17.7057
2023-09-27,17.7778
2023-09-28,17.6645
2023-09-29,17.716
2023-09-30,17.716
2023-10-01,17.716
2023-10-02,17.716
2023-10-03,17.7469
2023-10-04,17.5821
2023-10-05,17.335
2023-10-06,17.1599
2023-10-07,17.1599
2023-10-08,17.1599
2023-10-09,17.0158
2023-10-10,17.4483
2023-10-11,17.3453
2023-10-12,17.0982
2023-10-13,17.057
2023-10-14,17.057
2023-10-15,17.057
2023-10-16,17.438
2023-10-17,17.7984
2023-10-18,17.6542
2023-10-19,17.1702
2023-10-20,17.3556
2023-10-21,17.3556
2023-10-22,17.3556
2023-10-23,16.8304
2023-10-24,17.0467
2023-10-25,16.4082
2023-10-26,16.676
2023-10-27,16.676
2023-10-28,16.676
2023-10-29,16.676
2023-10-30,16.676
2023-10-31,16.676
2023-11-01,16.676
2023-11-02,16.676
2023-11-03,16.676
2023-11-04,16.676
2023-11-05,16.676
2023-11-06,16.676
2023-11-07,16.676
2023-11-08,16.676
2023-11-09,16.676
2023-11-10,16.676
2023-11-11,16.676
2023-11-12,16.676
2023-11-13,16.676
2023-11-14,16.676
2023-11-15,16.676
2023-11-16,16.676
2023-11-17,16.676
2023-11-18,16.676
2023-11-19,16.676
2023-11-20,16.676
2023-11-21,16.676
2023-11-22,16.676
2023-11-23,16.676
2023-11-24,16.676
2023-11-25,16.676
2023-11-26,16.676
2023-11-27,16.676
2023-11-28,16.676
2023-11-29,16.676
2023-11-30,16.676
2023-12-01,16.676
2023-12-02,16.676
2023-12-03,16.676
2023-12-04,16.676
2023-12-05,16.676
2023-12-06,16.676
2023-12-07,16.676
2023-12-08,16.676
2023-12-09,16.676
2023-12-10,16.676
2023-12-11,16.676
2023-12-12,16.676
2023-12-13,16.676
2023-12-14,16.676
2023-12-15,16.676
2023-12-16,16.676
2023-12-17,16.676
2023-12-18,16.676
2023-12-19,16.676
2023-12-20,16.676
2023-12-21,16.676
2023-12-22,16.676
2023-12-23,16.676
2023-12-24,16.676
2023-12-25,16.676
2023-12-26,16.676
2023-12-27,16.676
2023-12-28,16.676
2023-12-29,16.676
2023-12-30,16.676
2023-12-31,16.676
2024-01-01,16.676
2024-01-02,16.676
2024-01-03,16.676
2024-01-04,16.676
2024-01-05,16.676
2024-01-06,16.676
2024-01-07,16.676
2024-01-08,16.676
2024-01-09,16.676
2024-01-10,16.676
2024-01-11,16.676
2024-01-12,16.676
2024-01-13,16.676
2024-01-14,16.676
2024-01-15,16.676
2024-01-16,16.676
2024-01-17,16.676
2024-01-18,16.676
2024-01-19,16.676
2024-01-20,16.676
2024-01-21,16.676
2024-01-22,16.676
2024-01-23,16.676
2024-01-24,16.676
2024-01-25,16.676
2024-01-26,16.676
2024-01-27,16.676
2024-01-28,16.676
2024-01-29,16.676
2024-01-30,16.676
2024-01-31,16.676
2024-02-01,16.676
2024-02-02,16.676
2024-02-03,16.676
2024-02-04,16.676
2024-02-05,16.676
2024-02-06,16.676
2024-02-07,16.676
2024-02-08,16.676
2024-02-09,16.676
2024-02-10,16.676
2024-02-11,16.676
2024-02-12,16.676
2024-02-13,16.676
2024-02-14,16.676
2024-02-15,16.676
2024-02-16,16.676
2024-02-17,16.676
2024-02-18,16.676
2024-02-19,16.676
2024-02-20,16.676
2024-02-21,16.676
2024-02-22,16.676
2024-02-23,16.676
2024-02-24,16.676
2024-02-25,16.676
2024-02-26,16.676
2024-02-27,16.676
2024-02-28,16.676
2024-02-29,16.676
2024-03-01,16.676
2024-03-02,16.676
2024-03-03,16.676
2024-03-04,16.676
2024-03-05,16.676
2024-03-06,16.676
2024-03-07,16.676
2024-03-08,16.676
2024-03-09,16.676
2024-03-10,16.676
2024-03-11,16.676
2024-03-12,16.676
2024-03-13,16.676
2024-03-14,16.676
2024-03-15,16.676
2024-03-16,16.676
2024-03-17,16.676
2024-03-18,16.676
2024-03-19,16.676
2024-03-20,16.676
2024-03-21,16.676
2024-03-22,16.676
2024-03-23,16.676
2024-03-24,16.676
2024-03-25,16.676
2024-03-26,16.676
2024-03-27,16.676
2024-03-28,16.676
2024-03-29,16.676
2024-03-30,16.676
2024-03-31,16.676
2024-04-01,16.676
2024-04-02,16.676
2024-04-03,16.676
2024-04-04,16.676
2024-04-05,16.676
2024-04-06,16.676
2024-04-07,16.676
2024-04-08,16.676
