,EVR US Equity
2023-03-17,6.4557
2023-03-18,6.4557
2023-03-19,6.4557
2023-03-20,6.5026
2023-03-21,6.734
2023-03-22,6.5554
2023-03-23,6.52
2023-03-24,6.3218
2023-03-25,6.3218
2023-03-26,6.3218
2023-03-27,6.4416
2023-03-28,6.3691
2023-03-29,6.398
2023-03-30,6.423
2023-03-31,7.8582
2023-04-01,7.8582
2023-04-02,7.8582
2023-04-03,7.8665
2023-04-04,7.7264
2023-04-05,7.7258
2023-04-06,7.7353
2023-04-07,7.7353
2023-04-08,7.7353
2023-04-09,7.7353
2023-04-10,7.8474
2023-04-11,7.9314
2023-04-12,8.0346
2023-04-13,8.1867
2023-04-14,8.2039
2023-04-15,8.2039
2023-04-16,8.2039
2023-04-17,8.2733
2023-04-18,8.2931
2023-04-19,8.3707
2023-04-20,8.3555
2023-04-21,8.4497
2023-04-22,8.4497
2023-04-23,8.4497
2023-04-24,8.2924
2023-04-25,8.1288
2023-04-26,7.4781
2023-04-27,7.5991
2023-04-28,7.7748
2023-04-29,7.7748
2023-04-30,7.7748
2023-05-01,7.6093
2023-05-02,7.4329
2023-05-03,7.3724
2023-05-04,7.3145
2023-05-05,7.3828
2023-05-06,7.3828
2023-05-07,7.3828
2023-05-08,7.3233
2023-05-09,7.3227
2023-05-10,7.3524
2023-05-11,7.2664
2023-05-12,7.2126
2023-05-13,7.2126
2023-05-14,7.2126
2023-05-15,7.3385
2023-05-16,7.2
2023-05-17,7.3442
2023-05-18,7.396
2023-05-19,7.3575
2023-05-20,7.3575
2023-05-21,7.3575
2023-05-22,7.5048
2023-05-23,7.4163
2023-05-24,7.3631
2023-05-25,7.384
2023-05-26,7.453
2023-05-27,7.453
2023-05-28,7.453
2023-05-29,7.453
2023-05-30,7.4972
2023-05-31,7.3397
2023-06-01,7.3657
2023-06-02,7.6807
2023-06-03,7.6807
2023-06-04,7.6807
2023-06-05,7.594
2023-06-06,7.7376
2023-06-07,8.0064
2023-06-08,8.0817
2023-06-09,8.1285
2023-06-10,8.1285
2023-06-11,8.1285
2023-06-12,8.1639
2023-06-13,8.3656
2023-06-14,8.3593
2023-06-15,8.4055
2023-06-16,8.2606
2023-06-17,8.2606
2023-06-18,8.2606
2023-06-19,8.2606
2023-06-20,8.217
2023-06-21,8.1632
2023-06-22,8.0437
2023-06-23,7.8957
2023-06-24,7.8957
2023-06-25,7.8957
2023-06-26,7.9754
2023-06-27,8.1
2023-06-28,8.2246
2023-06-29,8.4137
2023-06-30,10.1088
2023-07-01,10.1088
2023-07-02,10.1088
2023-07-03,10.1761
2023-07-04,10.1761
2023-07-05,9.8731
2023-07-06,9.7002
2023-07-07,9.7282
2023-07-08,9.7282
2023-07-09,9.7282
2023-07-10,9.8982
2023-07-11,10.1406
2023-07-12,10.5936
2023-07-13,10.7865
2023-07-14,10.7673
2023-07-15,10.7673
2023-07-16,10.7673
2023-07-17,10.8574
2023-07-18,11.0163
2023-07-19,11.2727
2023-07-20,11.255
2023-07-21,11.204
2023-07-22,11.204
2023-07-23,11.204
2023-07-24,11.2099
2023-07-25,11.3777
2023-07-26,11.0629
2023-07-27,10.8752
2023-07-28,10.8936
2023-07-29,10.8936
2023-07-30,10.8936
2023-07-31,10.9564
2023-08-01,10.9675
2023-08-02,10.9897
2023-08-03,11.0412
2023-08-04,11.058
2023-08-05,11.058
2023-08-06,11.058
2023-08-07,11.1865
2023-08-08,11.0565
2023-08-09,10.9653
2023-08-10,11.0529
2023-08-11,11.0617
2023-08-12,11.0617
2023-08-13,11.0617
2023-08-14,10.9843
2023-08-15,10.7477
2023-08-16,10.6922
2023-08-17,10.5702
2023-08-18,10.6973
2023-08-19,10.6973
2023-08-20,10.6973
2023-08-21,10.7126
2023-08-22,10.5608
2023-08-23,10.6696
2023-08-24,10.7119
2023-08-25,10.7762
2023-08-26,10.7762
2023-08-27,10.7762
2023-08-28,11.0244
2023-08-29,11.2427
2023-08-30,11.234
2023-08-31,11.2019
2023-09-01,11.3063
2023-09-02,11.3063
2023-09-03,11.3063
2023-09-04,11.3063
2023-09-05,11.0763
2023-09-06,11.0726
2023-09-07,11.0186
2023-09-08,11.1858
2023-09-09,11.1858
2023-09-10,11.1858
2023-09-11,11.0419
2023-09-12,11.1719
2023-09-13,11.2544
2023-09-14,11.4443
2023-09-15,11.5509
2023-09-16,11.5509
2023-09-17,11.5509
2023-09-18,11.6341
2023-09-19,11.5049
2023-09-20,11.2734
2023-09-21,11.0565
2023-09-22,10.9478
2023-09-23,10.9478
2023-09-24,10.9478
2023-09-25,11.0639
2023-09-26,10.8813
2023-09-27,10.9813
2023-09-28,11.1281
2023-09-29,12.3621
2023-09-30,12.3621
2023-10-01,12.3621
2023-10-02,12.067
2023-10-03,11.819
2023-10-04,11.896
2023-10-05,11.9965
2023-10-06,11.9754
2023-10-07,11.9754
2023-10-08,11.9754
2023-10-09,12.0735
2023-10-10,12.0435
2023-10-11,12.1197
2023-10-12,11.8085
2023-10-13,11.8206
2023-10-14,11.8206
2023-10-15,11.8206
2023-10-16,11.9479
2023-10-17,12.1781
2023-10-18,11.986
2023-10-19,11.7971
2023-10-20,11.6966
2023-10-21,11.6966
2023-10-22,11.6966
2023-10-23,11.7955
2023-10-24,11.8044
2023-10-25,11.4307
2023-10-26,11.5215
2023-10-27,11.4559
2023-10-28,11.4559
2023-10-29,11.4559
2023-10-30,11.682
2023-10-31,11.7379
2023-11-01,11.8863
2023-11-02,12.2842
2023-11-03,12.5815
2023-11-04,12.5815
2023-11-05,12.5815
2023-11-06,12.3857
2023-11-07,12.4373
2023-11-08,12.3349
2023-11-09,12.2318
2023-11-10,12.3511
2023-11-11,12.3511
2023-11-12,12.3511
2023-11-13,12.4091
2023-11-14,13.0111
2023-11-15,12.8314
2023-11-16,12.642
2023-11-17,12.8257
2023-11-18,12.8257
2023-11-19,12.8257
2023-11-20,12.9031
2023-11-21,12.7927
2023-11-22,12.9257
2023-11-23,12.9257
2023-11-24,13.0248
2023-11-25,13.0248
2023-11-26,13.0248
2023-11-27,13.061
2023-11-28,12.9942
2023-11-29,13.0764
2023-11-30,13.0772
2023-12-01,13.2657
2023-12-02,13.2657
2023-12-03,13.2657
2023-12-04,13.4809
2023-12-05,13.4181
2023-12-06,13.3753
2023-12-07,13.4487
2023-12-08,13.659
2023-12-09,13.659
2023-12-10,13.659
2023-12-11,13.5744
2023-12-12,13.7356
2023-12-13,14.1224
2023-12-14,14.4415
2023-12-15,14.4576
2023-12-16,14.4576
2023-12-17,14.4576
2023-12-18,14.4681
2023-12-19,14.6607
2023-12-20,14.5431
2023-12-21,14.7776
2023-12-22,14.813
2023-12-23,14.813
2023-12-24,14.813
2023-12-25,14.813
2023-12-26,15.0073
2023-12-27,15.1612
2023-12-28,15.1362
2023-12-29,18.6164
2023-12-30,18.6164
2023-12-31,18.6164
2024-01-01,18.6164
2024-01-02,18.3815
2024-01-03,17.867
2024-01-04,17.8853
2024-01-05,18.1629
2024-01-06,18.1629
2024-01-07,18.1629
2024-01-08,18.7578
2024-01-09,18.3775
2024-01-10,18.3093
2024-01-11,18.2158
2024-01-12,18.3012
2024-01-13,18.3012
2024-01-14,18.3012
2024-01-15,18.3012
2024-01-16,18.4649
2024-01-17,18.4425
2024-01-18,18.5107
2024-01-19,18.6968
2024-01-20,18.6968
2024-01-21,18.6968
2024-01-22,19.0455
2024-01-23,19.0628
2024-01-24,18.9998
2024-01-25,19.0933
2024-01-26,18.9052
2024-01-27,18.9052
2024-01-28,18.9052
2024-01-29,19.1015
2024-01-30,19.1452
2024-01-31,18.6856
2024-02-01,19.0221
2024-02-02,19.2042
2024-02-03,19.2042
2024-02-04,19.2042
2024-02-05,19.0008
2024-02-06,18.8767
2024-02-07,18.7384
2024-02-08,19.1076
2024-02-09,19.373
2024-02-10,19.373
2024-02-11,19.373
2024-02-12,19.8794
2024-02-13,19.5774
2024-02-14,19.8102
2024-02-15,20.0929
2024-02-16,19.977
2024-02-17,19.977
2024-02-18,19.977
2024-02-19,19.977
2024-02-20,19.7187
2024-02-21,19.6557
2024-02-22,19.9872
2024-02-23,19.8825
2024-02-24,19.8825
2024-02-25,19.8825
2024-02-26,19.7958
2024-02-27,19.8907
2024-02-28,19.958
2024-02-29,20.2975
2024-03-01,20.2169
2024-03-02,20.2169
2024-03-03,20.2169
2024-03-04,20.6808
2024-03-05,21.0204
2024-03-06,21.0051
2024-03-07,21.0265
2024-03-08,21.2406
2024-03-09,21.2406
2024-03-10,21.2406
2024-03-11,20.9572
2024-03-12,20.6696
2024-03-13,21.0734
2024-03-14,20.5921
2024-03-15,20.5208
2024-03-16,20.5208
2024-03-17,20.5208
2024-03-18,20.3852
2024-03-19,20.6564
2024-03-20,20.8144
2024-03-21,21.1172
2024-03-22,20.8073
2024-03-23,20.8073
2024-03-24,20.8073
2024-03-25,20.8358
2024-03-26,20.6207
2024-03-27,20.8205
2024-03-28,20.8593
2024-03-29,20.8593
2024-03-30,20.8593
2024-03-31,20.8593
2024-04-01,20.5187
2024-04-02,20.4688
2024-04-03,20.8674
2024-04-04,20.6921
2024-04-05,20.9419
2024-04-06,20.9419
2024-04-07,20.9419
2024-04-08,21.1672
