,MTG US Equity
2023-03-17,3.4565
2023-03-18,3.4565
2023-03-19,3.4565
2023-03-20,3.5127
2023-03-21,3.5688
2023-03-22,3.4872
2023-03-23,3.454
2023-03-24,3.5509
2023-03-25,3.5509
2023-03-26,3.5509
2023-03-27,3.5739
2023-03-28,3.6122
2023-03-29,3.6709
2023-03-30,3.6836
2023-03-31,3.7904
2023-04-01,3.7904
2023-04-02,3.7904
2023-04-03,3.8009
2023-04-04,3.7302
2023-04-05,3.7511
2023-04-06,3.7459
2023-04-07,3.7459
2023-04-08,3.7459
2023-04-09,3.7459
2023-04-10,3.7485
2023-04-11,3.8795
2023-04-12,3.9633
2023-04-13,3.9712
2023-04-14,3.9817
2023-04-15,3.9817
2023-04-16,3.9817
2023-04-17,4.0079
2023-04-18,4.0157
2023-04-19,4.0262
2023-04-20,4.0314
2023-04-21,4.021
2023-04-22,4.021
2023-04-23,4.021
2023-04-24,4.0236
2023-04-25,3.9921
2023-04-26,3.9607
2023-04-27,4.1022
2023-04-28,4.1703
2023-04-29,4.1703
2023-04-30,4.1703
2023-05-01,4.1834
2023-05-02,4.0917
2023-05-03,4.039
2023-05-04,3.9899
2023-05-05,4.0933
2023-05-06,4.0933
2023-05-07,4.0933
2023-05-08,4.0907
2023-05-09,4.1088
2023-05-10,4.0649
2023-05-11,4.1062
2023-05-12,4.0881
2023-05-13,4.0881
2023-05-14,4.0881
2023-05-15,4.1243
2023-05-16,4.0855
2023-05-17,4.1915
2023-05-18,4.2639
2023-05-19,4.2019
2023-05-20,4.2019
2023-05-21,4.2019
2023-05-22,4.1709
2023-05-23,4.1786
2023-05-24,4.1269
2023-05-25,4.1269
2023-05-26,4.1864
2023-05-27,4.1864
2023-05-28,4.1864
2023-05-29,4.1864
2023-05-30,4.2743
2023-05-31,4.1838
2023-06-01,4.2045
2023-06-02,4.2975
2023-06-03,4.2975
2023-06-04,4.2975
2023-06-05,4.2432
2023-06-06,4.3777
2023-06-07,4.4087
2023-06-08,4.3828
2023-06-09,4.3725
2023-06-10,4.3725
2023-06-11,4.3725
2023-06-12,4.3286
2023-06-13,4.3001
2023-06-14,4.2407
2023-06-15,4.2536
2023-06-16,4.2303
2023-06-17,4.2303
2023-06-18,4.2303
2023-06-19,4.2303
2023-06-20,4.2691
2023-06-21,4.2303
2023-06-22,4.1941
2023-06-23,4.2096
2023-06-24,4.2096
2023-06-25,4.2096
2023-06-26,4.1838
2023-06-27,4.2407
2023-06-28,4.2898
2023-06-29,4.3234
2023-06-30,4.7313
2023-07-01,4.7313
2023-07-02,4.7313
2023-07-03,4.7841
2023-07-04,4.7841
2023-07-05,4.7063
2023-07-06,4.6173
2023-07-07,4.6729
2023-07-08,4.6729
2023-07-09,4.6729
2023-07-10,4.7146
2023-07-11,4.7507
2023-07-12,4.8119
2023-07-13,4.8258
2023-07-14,4.8063
2023-07-15,4.8063
2023-07-16,4.8063
2023-07-17,4.8814
2023-07-18,4.8953
2023-07-19,4.9536
2023-07-20,4.9536
2023-07-21,4.9481
2023-07-22,4.9481
2023-07-23,4.9481
2023-07-24,4.9981
2023-07-25,4.9814
2023-07-26,5.0204
2023-07-27,5.0315
2023-07-28,5.0315
2023-07-29,5.0315
2023-07-30,5.0315
2023-07-31,4.9953
2023-08-01,5.0009
2023-08-02,4.9694
2023-08-03,5.1747
2023-08-04,5.2651
2023-08-05,5.2651
2023-08-06,5.2651
2023-08-07,5.2925
2023-08-08,5.2843
2023-08-09,5.287
2023-08-10,5.2185
2023-08-11,5.2404
2023-08-12,5.2404
2023-08-13,5.2404
2023-08-14,5.2624
2023-08-15,5.1829
2023-08-16,5.1035
2023-08-17,5.057
2023-08-18,5.057
2023-08-19,5.057
2023-08-20,5.057
2023-08-21,4.9968
2023-08-22,4.9557
2023-08-23,4.994
2023-08-24,5.0433
2023-08-25,5.0871
2023-08-26,5.0871
2023-08-27,5.0871
2023-08-28,5.0953
2023-08-29,5.1227
2023-08-30,5.1337
2023-08-31,5.1556
2023-09-01,5.2076
2023-09-02,5.2076
2023-09-03,5.2076
2023-09-04,5.2076
2023-09-05,5.0652
2023-09-06,5.057
2023-09-07,5.0625
2023-09-08,5.1008
2023-09-09,5.1008
2023-09-10,5.1008
2023-09-11,5.068
2023-09-12,5.1227
2023-09-13,5.0296
2023-09-14,5.057
2023-09-15,5.0734
2023-09-16,5.0734
2023-09-17,5.0734
2023-09-18,5.1282
2023-09-19,5.0789
2023-09-20,5.0515
2023-09-21,4.9831
2023-09-22,4.9721
2023-09-23,4.9721
2023-09-24,4.9721
2023-09-25,4.9858
2023-09-26,4.9338
2023-09-27,4.9228
2023-09-28,4.9803
2023-09-29,5.3549
2023-09-30,5.3549
2023-10-01,5.3549
2023-10-02,5.3459
2023-10-03,5.2865
2023-10-04,5.3935
2023-10-05,5.4886
2023-10-06,5.4826
2023-10-07,5.4826
2023-10-08,5.4826
2023-10-09,5.5212
2023-10-10,5.5569
2023-10-11,5.6223
2023-10-12,5.5747
2023-10-13,5.4975
2023-10-14,5.4975
2023-10-15,5.4975
2023-10-16,5.5955
2023-10-17,5.6193
2023-10-18,5.548
2023-10-19,5.3846
2023-10-20,5.3549
2023-10-21,5.3549
2023-10-22,5.3549
2023-10-23,5.3251
2023-10-24,5.3311
2023-10-25,5.3103
2023-10-26,5.3133
2023-10-27,5.2865
2023-10-28,5.2865
2023-10-29,5.2865
2023-10-30,5.3549
2023-10-31,5.3107
2023-11-01,5.334
2023-11-02,5.4157
2023-11-03,5.5733
2023-11-04,5.5733
2023-11-05,5.5733
2023-11-06,5.5704
2023-11-07,5.5354
2023-11-08,5.4712
2023-11-09,5.4741
2023-11-10,5.5587
2023-11-11,5.5587
2023-11-12,5.5587
2023-11-13,5.5266
2023-11-14,5.6229
2023-11-15,5.6054
2023-11-16,5.4449
2023-11-17,5.5062
2023-11-18,5.5062
2023-11-19,5.5062
2023-11-20,5.5295
2023-11-21,5.4653
2023-11-22,5.5208
2023-11-23,5.5208
2023-11-24,5.55
2023-11-25,5.55
2023-11-26,5.55
2023-11-27,5.5354
2023-11-28,5.4799
2023-11-29,5.4566
2023-11-30,5.5295
2023-12-01,5.5704
2023-12-02,5.5704
2023-12-03,5.5704
2023-12-04,5.6288
2023-12-05,5.5325
2023-12-06,5.4945
2023-12-07,5.5762
2023-12-08,5.6725
2023-12-09,5.6725
2023-12-10,5.6725
2023-12-11,5.7134
2023-12-12,5.7397
2023-12-13,5.8506
2023-12-14,5.9965
2023-12-15,5.9294
2023-12-16,5.9294
2023-12-17,5.9294
2023-12-18,5.9206
2023-12-19,6.0373
2023-12-20,6.0023
2023-12-21,6.0519
2023-12-22,6.0753
2023-12-23,6.0753
2023-12-24,6.0753
2023-12-25,6.0753
2023-12-26,6.0724
2023-12-27,6.0811
2023-12-28,6.0782
2023-12-29,5.9937
2023-12-30,5.9937
2023-12-31,5.9937
2024-01-01,5.9937
2024-01-02,6.0055
2024-01-03,5.9494
2024-01-04,5.9937
2024-01-05,5.9937
2024-01-06,5.9937
2024-01-07,5.9937
2024-01-08,6.0557
2024-01-09,5.9582
2024-01-10,6.0143
2024-01-11,5.9701
2024-01-12,6.0173
2024-01-13,6.0173
2024-01-14,6.0173
2024-01-15,6.0173
2024-01-16,5.9701
2024-01-17,5.9464
2024-01-18,5.9878
2024-01-19,6.1059
2024-01-20,6.1059
2024-01-21,6.1059
2024-01-22,6.1708
2024-01-23,6.1443
2024-01-24,6.1472
2024-01-25,6.162
2024-01-26,6.221
2024-01-27,6.221
2024-01-28,6.221
2024-01-29,6.2358
2024-01-30,6.2683
2024-01-31,6.1561
2024-02-01,6.1945
2024-02-02,6.1472
2024-02-03,6.1472
2024-02-04,6.1472
2024-02-05,5.9789
2024-02-06,6.0557
2024-02-07,5.9258
2024-02-08,5.8874
2024-02-09,5.9287
2024-02-10,5.9287
2024-02-11,5.9287
2024-02-12,6.0084
2024-02-13,5.9523
2024-02-14,6.0143
2024-02-15,6.0586
2024-02-16,6.0025
2024-02-17,6.0025
2024-02-18,6.0025
2024-02-19,6.0025
2024-02-20,5.9612
2024-02-21,5.8252
2024-02-22,5.7764
2024-02-23,5.8367
2024-02-24,5.8367
2024-02-25,5.8367
2024-02-26,5.8195
2024-02-27,5.8654
2024-02-28,6.0147
2024-02-29,6.009
2024-03-01,5.9889
2024-03-02,5.9889
2024-03-03,5.9889
2024-03-04,5.9717
2024-03-05,5.9803
2024-03-06,6.0262
2024-03-07,5.9659
2024-03-08,5.9688
2024-03-09,5.9688
2024-03-10,5.9688
2024-03-11,6.2933
2024-03-12,6.3076
2024-03-13,6.322
2024-03-14,6.3277
2024-03-15,6.3249
2024-03-16,6.3249
2024-03-17,6.3249
2024-03-18,6.2129
2024-03-19,6.3163
2024-03-20,6.6034
2024-03-21,6.589
2024-03-22,6.5546
2024-03-23,6.5546
2024-03-24,6.5546
2024-03-25,6.5494
2024-03-26,6.5208
2024-03-27,6.6325
2024-03-28,6.6983
2024-03-29,6.6983
2024-03-30,6.6983
2024-03-31,6.6983
2024-04-01,6.5638
2024-04-02,6.5523
2024-04-03,6.5036
2024-04-04,6.1802
2024-04-05,6.2174
2024-04-06,6.2174
2024-04-07,6.2174
2024-04-08,6.2517
