,BKH US Equity
2023-03-19,19.3086
2023-03-20,19.4659
2023-03-21,19.3261
2023-03-22,19.1397
2023-03-23,18.9985
2023-03-24,19.2795
2023-03-25,19.2795
2023-03-26,19.2795
2023-03-27,19.3319
2023-03-28,19.4222
2023-03-29,19.5692
2023-03-30,19.5576
2023-03-31,19.0689
2023-04-01,19.0689
2023-04-02,19.0689
2023-04-03,18.9949
2023-04-04,19.1168
2023-04-05,19.3591
2023-04-06,19.407
2023-04-07,19.407
2023-04-08,19.407
2023-04-09,19.407
2023-04-10,19.5027
2023-04-11,19.51
2023-04-12,19.4404
2023-04-13,19.452
2023-04-14,19.3533
2023-04-15,19.3533
2023-04-16,19.3533
2023-04-17,19.3722
2023-04-18,19.2358
2023-04-19,19.333
2023-04-20,19.3388
2023-04-21,19.4055
2023-04-22,19.4055
2023-04-23,19.4055
2023-04-24,19.3664
2023-04-25,19.3243
2023-04-26,19.1922
2023-04-27,19.436
2023-04-28,19.3867
2023-04-29,19.3867
2023-04-30,19.3867
2023-05-01,19.3983
2023-05-02,19.2242
2023-05-03,19.2633
2023-05-04,19.526
2023-05-05,19.5654
2023-05-06,19.5654
2023-05-07,19.5654
2023-05-08,19.5552
2023-05-09,19.5099
2023-05-10,19.5391
2023-05-11,19.4224
2023-05-12,19.4851
2023-05-13,19.4851
2023-05-14,19.4851
2023-05-15,19.3961
2023-05-16,19.256
2023-05-17,19.1553
2023-05-18,19.1349
2023-05-19,19.1144
2023-05-20,19.1144
2023-05-21,19.1144
2023-05-22,19.0823
2023-05-23,19.0356
2023-05-24,18.9495
2023-05-25,18.7686
2023-05-26,18.7569
2023-05-27,18.7569
2023-05-28,18.7569
2023-05-29,18.7569
2023-05-30,18.6591
2023-05-31,18.808
2023-06-01,18.7394
2023-06-02,19.005
2023-06-03,19.005
2023-06-04,19.005
2023-06-05,18.9656
2023-06-06,19.0867
2023-06-07,19.275
2023-06-08,19.2589
2023-06-09,19.1655
2023-06-10,19.1655
2023-06-11,19.1655
2023-06-12,19.04
2023-06-13,18.9758
2023-06-14,18.9349
2023-06-15,18.9904
2023-06-16,19.0444
2023-06-17,19.0444
2023-06-18,19.0444
2023-06-19,19.0444
2023-06-20,18.8401
2023-06-21,18.8649
2023-06-22,18.8269
2023-06-23,18.5934
2023-06-24,18.5934
2023-06-25,18.5934
2023-06-26,18.6971
2023-06-27,18.7131
2023-06-28,18.6066
2023-06-29,18.7175
2023-06-30,18.8253
2023-07-01,18.8253
2023-07-02,18.8253
2023-07-03,18.8447
2023-07-04,18.8447
2023-07-05,18.8253
2023-07-06,18.681
2023-07-07,18.4652
2023-07-08,18.4652
2023-07-09,18.4652
2023-07-10,18.3744
2023-07-11,18.5187
2023-07-12,18.7301
2023-07-13,18.8462
2023-07-14,18.6929
2023-07-15,18.6929
2023-07-16,18.6929
2023-07-17,18.617
2023-07-18,18.7197
2023-07-19,18.8075
2023-07-20,18.9712
2023-07-21,18.9756
2023-07-22,18.9756
2023-07-23,18.9756
2023-07-24,18.9206
2023-07-25,18.9102
2023-07-26,19.0158
2023-07-27,18.7584
2023-07-28,18.8134
2023-07-29,18.8134
2023-07-30,18.8134
2023-07-31,18.8357
2023-08-01,18.6676
2023-08-02,18.6839
2023-08-03,18.5219
2023-08-04,18.3811
2023-08-05,18.3811
2023-08-06,18.3811
2023-08-07,18.4994
2023-08-08,18.5953
2023-08-09,18.6523
2023-08-10,18.6178
2023-08-11,18.5683
2023-08-12,18.5683
2023-08-13,18.5683
2023-08-14,18.387
2023-08-15,18.2372
2023-08-16,18.3076
2023-08-17,18.1743
2023-08-18,18.1323
2023-08-19,18.1323
2023-08-20,18.1323
2023-08-21,18.0859
2023-08-22,18.2013
2023-08-23,18.1878
2023-08-24,18.1443
2023-08-25,18.1578
2023-08-26,18.1578
2023-08-27,18.1578
2023-08-28,18.1698
2023-08-29,18.2057
2023-08-30,18.1878
2023-08-31,18.0979
2023-09-01,18.0589
2023-09-02,18.0589
2023-09-03,18.0589
2023-09-04,18.0589
2023-09-05,17.8926
2023-09-06,17.8731
2023-09-07,17.9106
2023-09-08,17.9645
2023-09-09,17.9645
2023-09-10,17.9645
2023-09-11,18.0125
2023-09-12,18.0814
2023-09-13,18.1458
2023-09-14,18.2162
2023-09-15,18.1593
2023-09-16,18.1593
2023-09-17,18.1593
2023-09-18,18.1158
2023-09-19,18.0514
2023-09-20,18.0439
2023-09-21,17.9585
2023-09-22,17.8986
2023-09-23,17.8986
2023-09-24,17.8986
2023-09-25,17.9136
2023-09-26,17.6529
2023-09-27,17.5914
2023-09-28,17.4311
2023-09-29,16.7557
2023-09-30,16.7557
2023-10-01,16.7557
2023-10-02,16.3728
2023-10-03,16.3858
2023-10-04,16.403
2023-10-05,16.4304
2023-10-06,16.4376
2023-10-07,16.4376
2023-10-08,16.4376
2023-10-09,16.5657
2023-10-10,16.6679
2023-10-11,16.7744
2023-10-12,16.6348
2023-10-13,16.7601
2023-10-14,16.7601
2023-10-15,16.7601
2023-10-16,16.9371
2023-10-17,16.8723
2023-10-18,16.6924
2023-10-19,16.6823
2023-10-20,16.5124
2023-10-21,16.5124
2023-10-22,16.5124
2023-10-23,16.4059
2023-10-24,16.416
2023-10-25,16.4405
2023-10-26,16.5312
2023-10-27,16.4261
2023-10-28,16.4261
2023-10-29,16.4261
2023-10-30,16.3915
2023-10-31,16.4333
2023-11-01,16.4462
2023-11-02,16.7521
2023-11-03,16.9869
2023-11-04,16.9869
2023-11-05,16.9869
2023-11-06,16.9811
2023-11-07,16.9242
2023-11-08,16.739
2023-11-09,16.5377
2023-11-10,16.6398
2023-11-11,16.6398
2023-11-12,16.6398
2023-11-13,16.5159
2023-11-14,16.9315
2023-11-15,17.1007
2023-11-16,16.9257
2023-11-17,17.0088
2023-11-18,17.0088
2023-11-19,17.0088
2023-11-20,16.8688
2023-11-21,16.898
2023-11-22,16.9388
2023-11-23,16.9388
2023-11-24,16.949
2023-11-25,16.949
2023-11-26,16.949
2023-11-27,16.9301
2023-11-28,16.9928
2023-11-29,16.9461
2023-11-30,16.9971
2023-12-01,17.2699
2023-12-02,17.2699
2023-12-03,17.2699
2023-12-04,17.2713
2023-12-05,17.2655
2023-12-06,17.3268
2023-12-07,17.3603
2023-12-08,17.3632
2023-12-09,17.3632
2023-12-10,17.3632
2023-12-11,17.3384
2023-12-12,17.3209
2023-12-13,17.6418
2023-12-14,17.598
2023-12-15,17.4391
2023-12-16,17.4391
2023-12-17,17.4391
2023-12-18,17.4113
2023-12-19,17.5164
2023-12-20,17.372
2023-12-21,17.337
2023-12-22,17.3953
2023-12-23,17.3953
2023-12-24,17.3953
2023-12-25,17.3953
2023-12-26,17.3851
2023-12-27,17.2961
2023-12-28,17.3938
2023-12-29,17.3614
2023-12-30,17.3614
2023-12-31,17.3614
2024-01-01,17.3614
2024-01-02,17.5443
2024-01-03,17.5355
2024-01-04,17.5106
2024-01-05,17.5457
2024-01-06,17.5457
2024-01-07,17.5457
2024-01-08,17.6672
2024-01-09,17.5823
2024-01-10,17.5604
2024-01-11,17.3599
2024-01-12,17.294
2024-01-13,17.294
2024-01-14,17.294
2024-01-15,17.294
2024-01-16,17.0146
2024-01-17,16.9794
2024-01-18,16.839
2024-01-19,16.817
2024-01-20,16.817
2024-01-21,16.817
2024-01-22,16.8711
2024-01-23,16.9575
2024-01-24,16.7921
2024-01-25,16.9297
2024-01-26,16.9004
2024-01-27,16.9004
2024-01-28,16.9004
2024-01-29,17.0687
2024-01-30,17.098
2024-01-31,17.0409
2024-02-01,17.1565
2024-02-02,16.956
2024-02-03,16.956
2024-02-04,16.956
2024-02-05,16.7351
2024-02-06,16.7702
2024-02-07,16.7277
2024-02-08,16.9663
2024-02-09,17.0204
2024-02-10,17.0204
2024-02-11,17.0204
2024-02-12,17.196
2024-02-13,16.9268
2024-02-14,17.0138
2024-02-15,17.1518
2024-02-16,17.1107
2024-02-17,17.1107
2024-02-18,17.1107
2024-02-19,17.1107
2024-02-20,17.1371
2024-02-21,17.234
2024-02-22,17.1283
2024-02-23,17.1459
2024-02-24,17.1459
2024-02-25,17.1459
2024-02-26,17.0388
2024-02-27,17.1591
2024-02-28,17.0843
2024-02-29,17.1033
2024-03-01,17.0153
2024-03-02,17.0153
2024-03-03,17.0153
2024-03-04,17.1562
2024-03-05,17.1371
2024-03-06,17.1459
2024-03-07,17.2545
2024-03-08,17.369
2024-03-09,17.369
2024-03-10,17.369
2024-03-11,17.3925
2024-03-12,17.3
2024-03-13,17.2076
2024-03-14,17.1518
2024-03-15,17.1166
2024-03-16,17.1166
2024-03-17,17.1166
2024-03-18,17.0697
2024-03-19,17.1138
2024-03-20,17.1387
2024-03-21,17.1152
2024-03-22,17.1461
2024-03-23,17.1461
2024-03-24,17.1461
2024-03-25,17.2313
2024-03-26,17.1417
2024-03-27,17.4092
2024-03-28,17.4915
2024-03-29,17.4915
2024-03-30,17.4915
2024-03-31,17.4915
2024-04-01,17.3798
2024-04-02,17.4356
2024-04-03,17.4092
2024-04-04,17.4048
2024-04-05,17.3651
2024-04-06,17.3651
2024-04-07,17.3651
2024-04-08,17.4768
