,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity
2021-11-15,18.3,18.44,18.02,18.42,8598154.0
2021-11-16,18.48,19.72,18.42,19.52,38805998.0
2021-11-17,19.52,19.52,19.02,19.26,17509893.0
2021-11-18,19.08,19.42,19.0,19.14,11662812.0
2021-11-19,19.16,19.64,19.04,19.48,14364069.0
2021-11-20,19.16,19.64,19.04,19.48,14364069.0
2021-11-21,19.16,19.64,19.04,19.48,14364069.0
2021-11-22,19.62,20.75,19.12,20.35,35719713.0
2021-11-23,20.25,20.65,19.84,20.2,23325028.0
2021-11-24,20.2,21.1,19.86,20.75,27437182.0
2021-11-25,21.2,21.85,20.95,21.25,40468306.0
2021-11-26,20.75,20.9,19.6,19.72,34294503.0
2021-11-27,20.75,20.9,19.6,19.72,34294503.0
2021-11-28,20.75,20.9,19.6,19.72,34294503.0
2021-11-29,18.22,18.86,17.52,18.68,37622391.0
2021-11-30,18.74,19.12,17.64,17.92,30147779.0
2021-12-01,17.82,17.9,17.08,17.16,30574881.0
2021-12-02,16.86,17.32,16.46,17.28,34848641.0
2021-12-03,17.12,18.02,16.78,17.5,25870267.0
2021-12-04,17.12,18.02,16.78,17.5,25870267.0
2021-12-05,17.12,18.02,16.78,17.5,25870267.0
2021-12-06,17.02,17.6,16.96,17.1,12673782.0
2021-12-07,17.62,18.22,17.34,18.16,15532417.0
2021-12-08,18.26,19.06,18.26,19.0,24817894.0
2021-12-09,19.1,19.8,19.0,19.54,31595564.0
2021-12-10,19.2,19.38,18.66,18.84,30372356.0
2021-12-11,19.2,19.38,18.66,18.84,30372356.0
2021-12-12,19.2,19.38,18.66,18.84,30372356.0
2021-12-13,19.0,19.06,18.44,18.46,13835236.0
2021-12-14,18.1,18.1,17.06,17.18,30497668.0
2021-12-15,17.1,17.6,17.06,17.1,10860696.0
2021-12-16,17.06,17.34,16.86,17.22,9283018.0
2021-12-17,17.06,17.28,16.5,16.56,14603756.0
2021-12-18,17.06,17.28,16.5,16.56,14603756.0
2021-12-19,17.06,17.28,16.5,16.56,14603756.0
2021-12-20,16.5,16.82,16.2,16.28,9048414.0
2021-12-21,16.36,16.82,16.22,16.68,14285494.0
2021-12-22,17.02,17.5,16.94,17.22,10472407.0
2021-12-23,17.4,17.7,17.28,17.32,6754220.0
2021-12-24,18.18,18.38,17.62,18.14,12999093.0
2021-12-25,18.18,18.38,17.62,18.14,12999093.0
2021-12-26,18.18,18.38,17.62,18.14,12999093.0
2021-12-27,18.18,18.38,17.62,18.14,12999093.0
2021-12-28,18.0,18.0,17.36,17.84,9629738.0
2021-12-29,17.94,17.94,17.64,17.64,3011575.0
2021-12-30,17.8,18.0,17.64,17.82,4779599.0
2021-12-31,17.92,18.22,17.92,18.16,6270800.0
2022-01-01,17.92,18.22,17.92,18.16,6270800.0
2022-01-02,17.92,18.22,17.92,18.16,6270800.0
2022-01-03,18.26,18.56,17.88,18.04,4542503.0
2022-01-04,18.16,18.7,18.14,18.38,12721484.0
2022-01-05,18.38,18.54,16.92,16.96,18533284.0
2022-01-06,17.14,17.32,16.58,17.3,17262344.0
2022-01-07,17.18,17.42,17.12,17.26,9129985.0
2022-01-08,17.18,17.42,17.12,17.26,9129985.0
2022-01-09,17.18,17.42,17.12,17.26,9129985.0
2022-01-10,17.22,17.52,17.0,17.26,8258631.0
2022-01-11,17.24,17.3,17.0,17.12,9726126.0
2022-01-12,17.46,17.82,17.3,17.6,21824420.0
2022-01-13,17.6,17.7,16.96,17.1,9707010.0
2022-01-14,17.0,18.46,16.76,18.32,29400817.0
2022-01-15,17.0,18.46,16.76,18.32,29400817.0
2022-01-16,17.0,18.46,16.76,18.32,29400817.0
2022-01-17,21.05,22.4,20.35,21.0,78344851.0
2022-01-18,21.0,21.15,20.1,20.4,28312905.0
2022-01-19,20.6,20.7,20.2,20.5,17137859.0
2022-01-20,20.6,21.2,20.4,21.05,41943611.0
2022-01-21,21.1,22.45,21.1,21.75,39315645.0
2022-01-22,21.1,22.45,21.1,21.75,39315645.0
2022-01-23,21.1,22.45,21.1,21.75,39315645.0
2022-01-24,21.5,22.1,21.2,21.45,23647464.0
2022-01-25,21.2,21.45,20.8,20.8,23023473.0
2022-01-26,21.2,21.75,21.0,21.2,14788030.0
2022-01-27,21.0,21.35,20.6,21.3,21369167.0
2022-01-28,21.5,22.3,21.5,21.6,20234492.0
2022-01-29,21.5,22.3,21.5,21.6,20234492.0
2022-01-30,21.5,22.3,21.5,21.6,20234492.0
2022-01-31,21.7,21.9,20.95,21.45,9953717.0
2022-02-01,21.7,21.9,20.95,21.45,9953717.0
2022-02-02,21.7,21.9,20.95,21.45,9953717.0
2022-02-03,21.7,21.9,20.95,21.45,9953717.0
2022-02-04,22.2,22.5,21.5,22.35,33934819.0
2022-02-05,22.2,22.5,21.5,22.35,33934819.0
2022-02-06,22.2,22.5,21.5,22.35,33934819.0
2022-02-07,22.5,23.3,22.15,22.55,21010714.0
2022-02-08,22.6,23.5,22.6,23.2,23222533.0
2022-02-09,23.5,23.65,22.9,22.95,12537882.0
2022-02-10,23.15,23.4,22.45,22.9,17572521.0
2022-02-11,22.85,22.95,22.35,22.8,15376328.0
2022-02-12,22.85,22.95,22.35,22.8,15376328.0
2022-02-13,22.85,22.95,22.35,22.8,15376328.0
2022-02-14,22.75,22.9,21.9,22.0,24385304.0
2022-02-15,22.1,22.75,21.95,22.05,32037667.0
2022-02-16,22.65,24.5,22.55,23.55,50984182.0
2022-02-17,23.6,24.2,23.25,24.0,34316375.0
2022-02-18,24.0,24.9,23.75,24.05,20649402.0
2022-02-19,24.0,24.9,23.75,24.05,20649402.0
2022-02-20,24.0,24.9,23.75,24.05,20649402.0
2022-02-21,24.05,24.05,22.75,23.65,16073330.0
2022-02-22,23.3,23.4,22.75,23.05,12637014.0
2022-02-23,23.25,23.25,22.35,22.85,17736514.0
2022-02-24,22.2,22.65,20.9,21.45,36539831.0
2022-02-25,21.45,21.9,21.05,21.25,17818139.0
2022-02-26,21.45,21.9,21.05,21.25,17818139.0
2022-02-27,21.45,21.9,21.05,21.25,17818139.0
2022-02-28,20.95,21.15,20.05,20.45,22408109.0
2022-03-01,20.45,21.4,20.25,21.0,15986788.0
2022-03-02,20.7,20.85,20.05,20.45,12359484.0
2022-03-03,21.45,22.1,20.7,20.9,22622342.0
2022-03-04,20.15,20.7,19.7,19.88,21140188.0
2022-03-05,20.15,20.7,19.7,19.88,21140188.0
2022-03-06,20.15,20.7,19.7,19.88,21140188.0
2022-03-07,19.3,19.4,18.1,18.42,29419478.0
2022-03-08,18.36,18.76,17.9,18.42,17855622.0
2022-03-09,18.42,19.08,17.98,18.78,15391865.0
2022-03-10,19.82,19.82,18.68,18.88,13484252.0
2022-03-11,18.7,18.7,17.04,17.6,34627870.0
2022-03-12,18.7,18.7,17.04,17.6,34627870.0
2022-03-13,18.7,18.7,17.04,17.6,34627870.0
2022-03-14,16.9,16.9,15.3,15.56,60245067.0
2022-03-15,15.5,15.5,13.52,13.64,53013402.0
2022-03-16,14.14,16.2,14.14,16.18,55751116.0
2022-03-17,17.9,18.04,16.26,17.98,57373611.0
2022-03-18,17.6,19.16,17.4,18.74,37341140.0
2022-03-19,17.6,19.16,17.4,18.74,37341140.0
2022-03-20,17.6,19.16,17.4,18.74,37341140.0
2022-03-21,19.1,19.2,17.86,18.24,25550907.0
2022-03-22,18.34,18.52,17.68,18.52,22558561.0
2022-03-23,18.52,18.82,18.06,18.3,19941167.0
2022-03-24,18.0,18.2,17.72,18.1,16822214.0
2022-03-25,18.0,19.0,17.62,17.86,24803903.0
2022-03-26,18.0,19.0,17.62,17.86,24803903.0
2022-03-27,18.0,19.0,17.62,17.86,24803903.0
2022-03-28,17.6,18.02,16.96,17.92,17391926.0
2022-03-29,17.98,18.78,17.9,18.38,12441456.0
2022-03-30,18.74,19.7,18.5,19.32,26022890.0
2022-03-31,19.36,19.4,18.8,18.98,14175783.0
2022-04-01,18.6,19.0,18.48,18.84,8821737.0
2022-04-02,18.6,19.0,18.48,18.84,8821737.0
2022-04-03,18.6,19.0,18.48,18.84,8821737.0
2022-04-04,19.1,19.52,19.0,19.32,15536783.0
2022-04-05,19.1,19.52,19.0,19.32,15536783.0
2022-04-06,19.4,19.4,18.58,18.8,11711301.0
2022-04-07,18.62,18.64,18.06,18.2,13014163.0
2022-04-08,18.2,18.2,17.56,17.8,9792225.0
2022-04-09,18.2,18.2,17.56,17.8,9792225.0
2022-04-10,18.2,18.2,17.56,17.8,9792225.0
2022-04-11,17.62,17.62,17.0,17.2,14966914.0
2022-04-12,17.08,18.3,16.96,17.88,19787553.0
2022-04-13,17.66,18.44,17.6,18.16,11384160.0
2022-04-14,18.4,19.36,18.3,19.04,16932847.0
2022-04-15,18.4,19.36,18.3,19.04,16932847.0
2022-04-16,18.4,19.36,18.3,19.04,16932847.0
2022-04-17,18.4,19.36,18.3,19.04,16932847.0
2022-04-18,18.4,19.36,18.3,19.04,16932847.0
2022-04-19,18.5,18.8,18.04,18.3,11053408.0
2022-04-20,18.46,19.34,18.32,18.8,14341971.0
2022-04-21,18.7,18.78,17.66,17.72,16014204.0
2022-04-22,17.5,17.58,17.06,17.46,17731098.0
2022-04-23,17.5,17.58,17.06,17.46,17731098.0
2022-04-24,17.5,17.58,17.06,17.46,17731098.0
2022-04-25,17.3,17.38,16.48,16.5,16894000.0
2022-04-26,16.88,17.22,16.68,16.76,12704649.0
2022-04-27,16.48,17.32,16.38,17.22,12174814.0
2022-04-28,17.04,17.34,16.58,16.88,14174527.0
2022-04-29,16.88,18.0,16.8,17.64,22052240.0
2022-04-30,16.88,18.0,16.8,17.64,22052240.0
2022-05-01,16.88,18.0,16.8,17.64,22052240.0
2022-05-02,16.88,18.0,16.8,17.64,22052240.0
2022-05-03,17.64,18.36,17.46,18.12,12347788.0
2022-05-04,18.28,18.42,17.76,18.0,8417943.0
2022-05-05,18.02,18.62,17.4,17.44,13394846.0
2022-05-06,16.88,17.02,16.28,16.5,16484227.0
2022-05-07,16.88,17.02,16.28,16.5,16484227.0
2022-05-08,16.88,17.02,16.28,16.5,16484227.0
2022-05-09,16.88,17.02,16.28,16.5,16484227.0
2022-05-10,15.4,15.68,15.22,15.36,23968942.0
2022-05-11,15.52,16.0,15.3,15.7,14397970.0
2022-05-12,15.7,15.7,15.16,15.38,10125713.0
2022-05-13,15.76,15.98,15.6,15.76,14258990.0
2022-05-14,15.76,15.98,15.6,15.76,14258990.0
2022-05-15,15.76,15.98,15.6,15.76,14258990.0
2022-05-16,16.82,16.9,15.42,15.68,24339099.0
2022-05-17,15.72,16.08,15.62,15.92,14279010.0
2022-05-18,15.88,15.98,15.5,15.92,10331627.0
2022-05-19,15.4,15.4,15.02,15.08,18615350.0
2022-05-20,15.44,15.54,15.16,15.3,10504866.0
2022-05-21,15.44,15.54,15.16,15.3,10504866.0
2022-05-22,15.44,15.54,15.16,15.3,10504866.0
2022-05-23,15.12,15.32,15.02,15.14,7873654.0
2022-05-24,14.9,14.94,14.0,14.0,25344424.0
2022-05-25,14.0,14.36,13.8,13.98,19577467.0
2022-05-26,14.22,14.22,13.64,13.86,22084551.0
2022-05-27,14.46,14.6,14.02,14.2,18690008.0
2022-05-28,14.46,14.6,14.02,14.2,18690008.0
2022-05-29,14.46,14.6,14.02,14.2,18690008.0
2022-05-30,14.2,14.84,14.2,14.82,27686080.0
2022-05-31,14.64,15.18,14.54,15.0,29755150.0
2022-06-01,15.02,15.04,14.5,14.94,21921794.0
2022-06-02,14.8,14.92,14.54,14.72,11714740.0
2022-06-03,14.8,14.92,14.54,14.72,11714740.0
2022-06-04,14.8,14.92,14.54,14.72,11714740.0
2022-06-05,14.8,14.92,14.54,14.72,11714740.0
2022-06-06,14.86,15.72,14.74,15.64,26756943.0
2022-06-07,15.44,15.82,15.26,15.7,11963444.0
2022-06-08,15.8,16.58,15.66,16.48,27219509.0
2022-06-09,16.42,16.68,16.02,16.08,18031526.0
2022-06-10,15.72,16.18,15.6,16.06,20493281.0
2022-06-11,15.72,16.18,15.6,16.06,20493281.0
2022-06-12,15.72,16.18,15.6,16.06,20493281.0
2022-06-13,15.5,15.7,15.08,15.12,18161899.0
2022-06-14,14.88,15.14,14.7,15.04,14401804.0
2022-06-15,14.96,15.52,14.96,15.22,10786001.0
2022-06-16,15.54,15.88,15.06,15.22,13626916.0
2022-06-17,15.02,15.12,14.78,14.9,16499716.0
2022-06-18,15.02,15.12,14.78,14.9,16499716.0
2022-06-19,15.02,15.12,14.78,14.9,16499716.0
2022-06-20,14.1,14.66,13.66,14.58,26115718.0
2022-06-21,14.54,15.08,14.48,14.72,15937375.0
2022-06-22,14.66,15.08,14.52,14.54,9779896.0
2022-06-23,14.6,14.86,14.38,14.62,9626545.0
2022-06-24,14.6,15.1,14.6,15.1,10180901.0
2022-06-25,14.6,15.1,14.6,15.1,10180901.0
2022-06-26,14.6,15.1,14.6,15.1,10180901.0
2022-06-27,15.18,16.44,15.18,16.3,33947468.0
2022-06-28,16.38,18.54,15.92,18.2,74254557.0
2022-06-29,17.9,18.34,17.4,18.32,41681737.0
2022-06-30,17.96,19.18,17.94,18.72,49854756.0
2022-07-01,17.96,19.18,17.94,18.72,49854756.0
2022-07-02,17.96,19.18,17.94,18.72,49854756.0
2022-07-03,17.96,19.18,17.94,18.72,49854756.0
2022-07-04,18.72,18.72,17.86,18.14,40572915.0
2022-07-05,18.5,18.66,17.76,18.08,14871116.0
2022-07-06,18.08,18.4,17.7,17.88,22126494.0
2022-07-07,17.64,18.6,17.52,18.32,14039334.0
2022-07-08,18.68,18.94,18.44,18.66,17036255.0
2022-07-09,18.68,18.94,18.44,18.66,17036255.0
2022-07-10,18.68,18.94,18.44,18.66,17036255.0
2022-07-11,18.18,18.18,16.9,17.14,29284945.0
2022-07-12,17.0,17.2,16.74,16.88,14130484.0
2022-07-13,17.06,17.58,17.02,17.32,14117623.0
2022-07-14,17.28,17.52,17.04,17.5,7560037.0
2022-07-15,17.5,17.66,16.9,17.08,8629651.0
2022-07-16,17.5,17.66,16.9,17.08,8629651.0
2022-07-17,17.5,17.66,16.9,17.08,8629651.0
2022-07-18,17.26,17.64,17.12,17.3,6854686.0
2022-07-19,17.3,17.36,16.86,17.28,9725905.0
2022-07-20,17.6,17.7,17.3,17.5,10692364.0
2022-07-21,17.6,17.68,16.64,17.2,11770213.0
2022-07-22,17.3,17.86,17.3,17.86,14733856.0
2022-07-23,17.3,17.86,17.3,17.86,14733856.0
2022-07-24,17.3,17.86,17.3,17.86,14733856.0
2022-07-25,17.6,18.0,17.54,17.88,7580940.0
2022-07-26,18.0,18.78,18.0,18.7,17271408.0
2022-07-27,18.42,18.64,18.24,18.5,6745414.0
2022-07-28,18.5,18.98,18.24,18.84,12575405.0
2022-07-29,18.82,19.04,18.3,18.4,14761490.0
2022-07-30,18.82,19.04,18.3,18.4,14761490.0
2022-07-31,18.82,19.04,18.3,18.4,14761490.0
2022-08-01,18.76,18.76,18.14,18.46,11156551.0
2022-08-02,18.16,18.28,17.2,17.72,19296090.0
2022-08-03,18.1,18.6,17.92,18.3,14363568.0
2022-08-04,18.1,18.3,17.66,18.24,14365931.0
2022-08-05,18.3,18.4,17.86,18.0,7968790.0
2022-08-06,18.3,18.4,17.86,18.0,7968790.0
2022-08-07,18.3,18.4,17.86,18.0,7968790.0
2022-08-08,18.0,18.0,17.46,17.76,12805731.0
2022-08-09,17.74,17.9,17.32,17.64,12250515.0
2022-08-10,17.58,17.68,17.34,17.48,9314259.0
2022-08-11,17.72,18.06,17.38,17.88,8281956.0
2022-08-12,18.1,18.42,17.78,17.8,6310669.0
2022-08-13,18.1,18.42,17.78,17.8,6310669.0
2022-08-14,18.1,18.42,17.78,17.8,6310669.0
2022-08-15,17.9,18.06,17.72,17.8,5059735.0
2022-08-16,17.82,17.94,17.42,17.54,5736826.0
2022-08-17,17.56,17.68,17.42,17.46,8113000.0
2022-08-18,17.46,17.62,16.76,16.94,10648539.0
2022-08-19,16.94,17.16,16.74,16.8,7303172.0
2022-08-20,16.94,17.16,16.74,16.8,7303172.0
2022-08-21,16.94,17.16,16.74,16.8,7303172.0
2022-08-22,16.72,16.82,16.46,16.74,6714480.0
2022-08-23,16.56,16.7,16.12,16.46,13782162.0
2022-08-24,16.38,16.4,16.02,16.18,9489642.0
2022-08-25,16.2,16.9,16.14,16.8,13514088.0
2022-08-26,16.92,17.18,16.92,17.04,8255674.0
2022-08-27,16.92,17.18,16.92,17.04,8255674.0
2022-08-28,16.92,17.18,16.92,17.04,8255674.0
2022-08-29,16.66,17.0,16.42,16.96,7496124.0
2022-08-30,16.96,17.22,16.76,17.2,10472757.0
2022-08-31,16.86,17.76,16.84,17.7,16432308.0
2022-09-01,17.44,17.52,16.8,17.16,13312644.0
2022-09-02,17.0,17.4,16.9,17.24,6496021.0
2022-09-03,17.0,17.4,16.9,17.24,6496021.0
2022-09-04,17.0,17.4,16.9,17.24,6496021.0
2022-09-05,17.14,17.14,16.54,16.7,10895605.0
2022-09-06,16.9,17.02,16.74,16.86,3208177.0
2022-09-07,16.46,16.94,16.18,16.9,16227140.0
2022-09-08,17.1,17.2,16.56,16.68,6794187.0
2022-09-09,16.54,17.38,16.54,17.28,8303805.0
2022-09-10,16.54,17.38,16.54,17.28,8303805.0
2022-09-11,16.54,17.38,16.54,17.28,8303805.0
2022-09-12,16.54,17.38,16.54,17.28,8303805.0
2022-09-13,17.42,17.88,17.32,17.68,11844431.0
2022-09-14,17.38,17.76,17.26,17.7,6674335.0
2022-09-15,17.58,17.84,17.26,17.34,5510563.0
2022-09-16,17.5,18.66,17.48,18.0,24862253.0
2022-09-17,17.5,18.66,17.48,18.0,24862253.0
2022-09-18,17.5,18.66,17.48,18.0,24862253.0
2022-09-19,18.0,18.14,17.66,17.9,6424852.0
2022-09-20,18.22,19.3,18.04,19.28,24863122.0
2022-09-21,19.3,19.36,18.84,18.9,15294119.0
2022-09-22,18.5,18.58,17.86,18.38,23612937.0
2022-09-23,18.2,18.46,17.44,17.64,19568780.0
2022-09-24,18.2,18.46,17.44,17.64,19568780.0
2022-09-25,18.2,18.46,17.44,17.64,19568780.0
2022-09-26,19.9,20.95,19.0,20.4,86961302.0
2022-09-27,20.3,21.2,19.92,21.05,32969172.0
2022-09-28,21.05,21.15,20.1,20.35,27578730.0
2022-09-29,20.35,20.55,19.54,19.82,18534895.0
2022-09-30,19.94,20.25,19.6,19.7,27107788.0
2022-10-01,19.94,20.25,19.6,19.7,27107788.0
2022-10-02,19.94,20.25,19.6,19.7,27107788.0
2022-10-03,19.56,19.98,19.34,19.96,33044271.0
2022-10-04,19.56,19.98,19.34,19.96,33044271.0
2022-10-05,21.0,21.3,20.75,21.05,41685378.0
2022-10-06,21.15,21.5,21.0,21.25,16438329.0
2022-10-07,21.25,22.0,21.15,21.65,36896957.0
2022-10-08,21.25,22.0,21.15,21.65,36896957.0
2022-10-09,21.25,22.0,21.15,21.65,36896957.0
2022-10-10,21.05,21.15,19.62,19.66,28102791.0
2022-10-11,19.72,19.74,18.52,18.82,21802071.0
2022-10-12,18.58,18.76,17.64,18.1,23783756.0
2022-10-13,18.2,18.22,16.2,16.74,49429247.0
2022-10-14,16.94,17.24,16.16,16.24,39913808.0
2022-10-15,16.94,17.24,16.16,16.24,39913808.0
2022-10-16,16.94,17.24,16.16,16.24,39913808.0
2022-10-17,15.98,16.26,15.56,16.0,30764184.0
2022-10-18,16.16,16.42,15.38,16.18,32379808.0
2022-10-19,15.94,16.12,15.22,15.3,25401694.0
2022-10-20,14.68,15.54,14.14,15.08,52634210.0
2022-10-21,15.4,15.54,14.44,14.86,26716614.0
2022-10-22,15.4,15.54,14.44,14.86,26716614.0
2022-10-23,15.4,15.54,14.44,14.86,26716614.0
2022-10-24,14.28,14.72,13.9,14.0,51333666.0
2022-10-25,13.9,14.02,13.2,13.72,31726305.0
2022-10-26,13.58,14.78,13.42,14.04,79069651.0
2022-10-27,14.48,14.66,14.06,14.12,21281604.0
2022-10-28,14.12,14.12,13.04,13.12,46435437.0
2022-10-29,14.12,14.12,13.04,13.12,46435437.0
2022-10-30,14.12,14.12,13.04,13.12,46435437.0
2022-10-31,12.5,14.06,12.5,13.7,44174499.0
2022-11-01,13.86,15.36,13.44,15.28,54932453.0
2022-11-02,15.22,17.28,14.96,17.12,54678337.0
2022-11-03,16.02,16.58,15.96,16.2,27797442.0
2022-11-04,16.48,17.48,16.46,16.9,46492505.0
2022-11-05,16.48,17.48,16.46,16.9,46492505.0
2022-11-06,16.48,17.48,16.46,16.9,46492505.0
2022-11-07,16.46,17.5,16.12,17.04,24725645.0
2022-11-08,17.3,18.0,16.88,17.66,19836299.0
2022-11-09,17.72,18.12,17.02,17.16,27757934.0
2022-11-10,17.0,17.06,16.44,16.8,22927204.0
2022-11-11,18.0,18.78,17.6,18.74,45982431.0
2022-11-12,18.0,18.78,17.6,18.74,45982431.0
2022-11-13,18.0,18.78,17.6,18.74,45982431.0
2022-11-14,19.78,19.8,18.3,18.74,47676187.0
2022-11-15,18.9,20.5,18.78,19.88,37665108.0
2022-11-16,19.86,20.15,19.56,20.0,23363492.0
2022-11-17,19.86,20.15,19.24,19.96,23567748.0
2022-11-18,20.1,20.25,19.48,19.62,18383541.0
2022-11-19,20.1,20.25,19.48,19.62,18383541.0
2022-11-20,20.1,20.25,19.48,19.62,18383541.0
2022-11-21,18.94,19.0,17.9,18.1,33683566.0
2022-11-22,18.22,18.42,17.6,17.8,17954745.0
2022-11-23,17.74,17.94,17.34,17.72,9784765.0
2022-11-24,18.06,18.14,17.62,18.04,9038032.0
2022-11-25,18.12,18.12,17.24,17.34,15174610.0
2022-11-26,18.12,18.12,17.24,17.34,15174610.0
2022-11-27,18.12,18.12,17.24,17.34,15174610.0
2022-11-28,17.34,19.0,16.44,18.8,42934169.0
2022-11-29,19.0,19.92,18.5,19.88,34010653.0
2022-11-30,19.88,21.0,19.64,21.0,40697159.0
2022-12-01,22.35,23.4,21.25,21.45,71095241.0
2022-12-02,21.85,22.4,20.75,21.35,48856008.0
2022-12-03,21.85,22.4,20.75,21.35,48856008.0
2022-12-04,21.85,22.4,20.75,21.35,48856008.0
2022-12-05,22.0,24.7,21.65,24.3,73332667.0
2022-12-06,23.8,25.35,23.65,24.7,53175488.0
2022-12-07,24.7,26.9,23.25,23.5,94412519.0
2022-12-08,23.9,26.45,23.9,25.85,64398717.0
2022-12-09,25.85,27.2,25.2,26.3,61746805.0
2022-12-10,25.85,27.2,25.2,26.3,61746805.0
2022-12-11,25.85,27.2,25.2,26.3,61746805.0
2022-12-12,26.35,27.2,25.15,25.45,39781726.0
2022-12-13,25.6,26.8,25.4,26.55,26262934.0
2022-12-14,27.0,27.0,25.6,25.95,30839955.0
2022-12-15,26.1,26.1,25.1,25.65,18811950.0
2022-12-16,25.55,26.15,25.1,25.9,30318518.0
2022-12-17,25.55,26.15,25.1,25.9,30318518.0
2022-12-18,25.55,26.15,25.1,25.9,30318518.0
2022-12-19,25.5,26.0,24.5,24.9,41061892.0
2022-12-20,24.8,25.5,24.5,25.2,25747433.0
2022-12-21,25.4,25.4,24.35,25.15,23866053.0
2022-12-22,25.65,25.75,24.85,25.35,23233829.0
2022-12-23,24.8,25.2,24.45,25.0,16852549.0
2022-12-24,24.8,25.2,24.45,25.0,16852549.0
2022-12-25,24.8,25.2,24.45,25.0,16852549.0
2022-12-26,24.8,25.2,24.45,25.0,16852549.0
2022-12-27,24.8,25.2,24.45,25.0,16852549.0
2022-12-28,25.85,26.1,24.5,25.4,46638082.0
2022-12-29,25.1,26.0,24.9,25.8,28366579.0
2022-12-30,26.2,26.5,25.9,25.9,20197729.0
2022-12-31,26.2,26.5,25.9,25.9,20197729.0
2023-01-01,26.2,26.5,25.9,25.9,20197729.0
2023-01-02,26.2,26.5,25.9,25.9,20197729.0
2023-01-03,25.9,28.2,25.45,26.9,31833140.0
2023-01-04,27.3,28.05,26.6,28.05,29435503.0
2023-01-05,28.65,29.1,27.7,27.8,32785602.0
2023-01-06,28.5,28.6,26.5,27.0,31800731.0
2023-01-07,28.5,28.6,26.5,27.0,31800731.0
2023-01-08,28.5,28.6,26.5,27.0,31800731.0
2023-01-09,27.3,28.6,27.3,28.0,25449344.0
2023-01-10,28.4,29.6,28.05,29.35,34632332.0
2023-01-11,29.45,29.7,28.25,28.4,24687817.0
2023-01-12,29.1,29.5,27.55,28.1,21699433.0
2023-01-13,28.25,28.85,28.05,28.75,15763214.0
2023-01-14,28.25,28.85,28.05,28.75,15763214.0
2023-01-15,28.25,28.85,28.05,28.75,15763214.0
2023-01-16,29.05,29.9,28.5,28.75,21844351.0
2023-01-17,28.45,28.7,27.65,27.95,20038130.0
2023-01-18,27.6,29.35,27.55,29.0,15977114.0
2023-01-19,28.9,29.8,28.55,29.75,22944811.0
2023-01-20,29.65,30.2,29.55,30.0,15325398.0
2023-01-21,29.65,30.2,29.55,30.0,15325398.0
2023-01-22,29.65,30.2,29.55,30.0,15325398.0
2023-01-23,29.65,30.2,29.55,30.0,15325398.0
2023-01-24,29.65,30.2,29.55,30.0,15325398.0
2023-01-25,29.65,30.2,29.55,30.0,15325398.0
2023-01-26,30.8,31.55,28.6,29.35,45933399.0
2023-01-27,29.95,30.8,29.25,30.55,35010355.0
2023-01-28,29.95,30.8,29.25,30.55,35010355.0
2023-01-29,29.95,30.8,29.25,30.55,35010355.0
2023-01-30,30.55,30.7,28.6,28.85,46359463.0
2023-01-31,28.9,29.4,28.25,29.3,29576906.0
2023-02-01,29.55,30.5,28.85,29.95,34032930.0
2023-02-02,30.05,30.5,28.5,29.15,29568483.0
2023-02-03,29.0,29.0,28.1,28.85,21614864.0
2023-02-04,29.0,29.0,28.1,28.85,21614864.0
2023-02-05,29.0,29.0,28.1,28.85,21614864.0
2023-02-06,28.3,28.45,27.7,28.15,21857867.0
2023-02-07,28.2,28.6,28.1,28.15,7615552.0
2023-02-08,28.1,28.65,27.95,28.0,10739064.0
2023-02-09,27.95,29.55,27.95,29.5,27623457.0
2023-02-10,29.3,29.8,28.55,28.75,18954438.0
2023-02-11,29.3,29.8,28.55,28.75,18954438.0
2023-02-12,29.3,29.8,28.55,28.75,18954438.0
2023-02-13,28.4,28.9,27.9,28.75,12554161.0
2023-02-14,29.0,29.2,28.6,29.1,10794102.0
2023-02-15,29.1,29.3,28.7,29.1,9488739.0
2023-02-16,29.55,29.8,28.95,29.05,8529933.0
2023-02-17,29.05,29.15,28.0,28.15,10973483.0
2023-02-18,29.05,29.15,28.0,28.15,10973483.0
2023-02-19,29.05,29.15,28.0,28.15,10973483.0
2023-02-20,28.0,28.1,26.75,27.8,12893105.0
2023-02-21,28.0,28.35,27.5,27.65,9352961.0
2023-02-22,27.65,27.75,27.05,27.55,9435638.0
2023-02-23,27.5,28.05,27.3,27.45,12211913.0
2023-02-24,27.4,28.05,27.3,27.7,10391023.0
2023-02-25,27.4,28.05,27.3,27.7,10391023.0
2023-02-26,27.4,28.05,27.3,27.7,10391023.0
2023-02-27,27.5,27.85,27.1,27.65,12253194.0
2023-02-28,27.85,28.25,27.15,27.2,15157953.0
2023-03-01,27.45,28.75,27.05,28.55,15289264.0
2023-03-02,28.05,28.65,27.0,27.15,15359715.0
2023-03-03,27.8,28.1,27.25,27.5,11633520.0
2023-03-04,27.8,28.1,27.25,27.5,11633520.0
2023-03-05,27.8,28.1,27.25,27.5,11633520.0
2023-03-06,27.5,28.4,27.25,28.15,12609059.0
2023-03-07,28.1,28.5,27.65,27.95,11165343.0
2023-03-08,27.5,27.7,27.2,27.3,13721962.0
2023-03-09,27.4,27.7,27.1,27.45,9823402.0
2023-03-10,27.0,27.15,25.5,26.1,22938362.0
