,BHP AU Equity,BHP AU Equity,BHP AU Equity,BHP AU Equity,BHP AU Equity
1995-04-04,1.8937,1.9249,1.8918,1.9249,9755759.0
1995-04-05,1.947,1.9932,1.9422,1.9868,13784566.0
1995-04-06,1.9849,2.0209,1.9846,1.9974,7266623.0
1995-04-07,1.986,2.0273,1.9825,2.0252,6125255.0
1995-04-08,1.986,2.0273,1.9825,2.0252,6125255.0
1995-04-09,1.986,2.0273,1.9825,2.0252,6125255.0
1995-04-10,2.0198,2.0294,2.006,2.0252,4553207.0
1995-04-11,2.0273,2.0593,2.0209,2.0444,6145351.0
1995-04-12,2.0422,2.0657,2.0401,2.0614,4109506.0
1995-04-13,2.0863,2.1063,2.0764,2.0828,4852724.0
1995-04-14,2.0863,2.1063,2.0764,2.0828,4852724.0
1995-04-15,2.0863,2.1063,2.0764,2.0828,4852724.0
1995-04-16,2.0863,2.1063,2.0764,2.0828,4852724.0
1995-04-17,2.0863,2.1063,2.0764,2.0828,4852724.0
1995-04-18,2.0919,2.1063,2.0657,2.1041,4377342.0
1995-04-19,2.0964,2.1105,2.0871,2.1084,7874370.0
1995-04-20,2.1103,2.1127,2.0892,2.0913,7771583.0
1995-04-21,2.0964,2.0999,2.0529,2.0593,10028047.0
1995-04-22,2.0964,2.0999,2.0529,2.0593,10028047.0
1995-04-23,2.0964,2.0999,2.0529,2.0593,10028047.0
1995-04-24,2.0596,2.07,2.0486,2.0572,4387946.0
1995-04-25,2.0596,2.07,2.0486,2.0572,4387946.0
1995-04-26,2.0558,2.0679,2.0529,2.0679,9088186.0
1995-04-27,2.0636,2.1127,2.0593,2.1105,6585944.0
1995-04-28,2.1287,2.1489,2.1287,2.134,32608187.0
1995-04-29,2.1287,2.1489,2.1287,2.134,32608187.0
1995-04-30,2.1287,2.1489,2.1287,2.134,32608187.0
1995-05-01,2.1324,2.1404,2.102,2.134,6074481.0
1995-05-02,2.1297,2.134,2.1212,2.1212,4521595.0
1995-05-03,2.1265,2.1319,2.1191,2.1297,5595436.0
1995-05-04,2.1529,2.166,2.1351,2.1596,6151729.0
1995-05-05,2.1607,2.1746,2.1553,2.166,7251218.0
1995-05-06,2.1607,2.1746,2.1553,2.166,7251218.0
1995-05-07,2.1607,2.1746,2.1553,2.166,7251218.0
1995-05-08,2.1617,2.181,2.1617,2.1703,5545918.0
1995-05-09,2.1892,2.2044,2.1746,2.2002,4115773.0
1995-05-10,2.181,2.1874,2.1489,2.1489,13990765.0
1995-05-11,2.1569,2.1569,2.0808,2.0904,21367748.0
1995-05-12,2.1082,2.1213,2.0832,2.1046,10894161.0
1995-05-13,2.1082,2.1213,2.0832,2.1046,10894161.0
1995-05-14,2.1082,2.1213,2.0832,2.1046,10894161.0
1995-05-15,2.126,2.1474,2.1118,2.1403,5403873.0
1995-05-16,2.1486,2.1522,2.1284,2.1427,4228374.0
1995-05-17,2.1534,2.1593,2.1237,2.1355,5956443.0
1995-05-18,2.1237,2.126,2.1046,2.1118,4645614.0
1995-05-19,2.0847,2.1046,2.0761,2.088,6181805.0
1995-05-20,2.0847,2.1046,2.0761,2.088,6181805.0
1995-05-21,2.0847,2.1046,2.0761,2.088,6181805.0
1995-05-22,2.0936,2.107,2.0927,2.107,2699268.0
1995-05-23,2.1281,2.1451,2.1213,2.1403,5143948.0
1995-05-24,2.1483,2.1879,2.1483,2.1641,7152545.0
1995-05-25,2.1641,2.1807,2.1546,2.1783,6992060.0
1995-05-26,2.1748,2.1748,2.1213,2.1237,16086499.0
1995-05-27,2.1748,2.1748,2.1213,2.1237,16086499.0
1995-05-28,2.1748,2.1748,2.1213,2.1237,16086499.0
1995-05-29,2.1118,2.1118,2.0856,2.1094,2846221.0
1995-05-30,2.1189,2.1237,2.1046,2.1046,3348729.0
1995-05-31,2.1097,2.1189,2.0927,2.0975,6519840.0
1995-06-01,2.1344,2.1391,2.1046,2.1094,6682424.0
1995-06-02,2.1094,2.1112,2.0737,2.0808,3856457.0
1995-06-03,2.1094,2.1112,2.0737,2.0808,3856457.0
1995-06-04,2.1094,2.1112,2.0737,2.0808,3856457.0
1995-06-05,2.0713,2.0785,2.0618,2.0785,4279004.0
1995-06-06,2.0898,2.0999,2.0547,2.0618,7929505.0
1995-06-07,2.0577,2.0588,2.0333,2.038,10096247.0
1995-06-08,2.0327,2.0357,2.0119,2.0143,7725764.0
1995-06-09,2.0122,2.0214,1.9976,2.0095,7151714.0
1995-06-10,2.0122,2.0214,1.9976,2.0095,7151714.0
1995-06-11,2.0122,2.0214,1.9976,2.0095,7151714.0
1995-06-12,2.0122,2.0214,1.9976,2.0095,7151714.0
1995-06-13,2.019,2.019,2.0,2.0047,4178249.0
1995-06-14,2.0172,2.019,1.9952,2.0,5557729.0
1995-06-15,2.0042,2.0071,1.9833,2.0047,5320168.0
1995-06-16,2.0229,2.0229,1.9881,2.0,6030547.0
1995-06-17,2.0229,2.0229,1.9881,2.0,6030547.0
1995-06-18,2.0229,2.0229,1.9881,2.0,6030547.0
1995-06-19,2.0095,2.0119,2.0,2.0047,3303265.0
1995-06-20,2.0184,2.0235,2.0095,2.0119,4800865.0
1995-06-21,2.0071,2.0214,2.0024,2.019,5797168.0
1995-06-22,2.0273,2.0476,2.0226,2.0452,6709733.0
1995-06-23,2.0621,2.0927,2.0621,2.0904,12202590.0
1995-06-24,2.0621,2.0927,2.0621,2.0904,12202590.0
1995-06-25,2.0621,2.0927,2.0621,2.0904,12202590.0
1995-06-26,2.0963,2.1118,2.0904,2.0975,5954167.0
1995-06-27,2.0805,2.0904,2.0737,2.0808,6001115.0
1995-06-28,2.0785,2.0951,2.0713,2.0927,4886878.0
1995-06-29,2.1058,2.1403,2.0951,2.0999,11226332.0
1995-06-30,2.1064,2.1064,2.0499,2.0594,42035980.0
1995-07-01,2.1064,2.1064,2.0499,2.0594,42035980.0
1995-07-02,2.1064,2.1064,2.0499,2.0594,42035980.0
1995-07-03,2.058,2.0642,2.0404,2.0499,7158812.0
1995-07-04,2.063,2.1046,2.0523,2.0761,8052283.0
1995-07-05,2.0874,2.1022,2.0666,2.0999,7117573.0
1995-07-06,2.1124,2.1189,2.0927,2.0975,5551869.0
1995-07-07,2.1248,2.1522,2.1165,2.1498,10040001.0
1995-07-08,2.1248,2.1522,2.1165,2.1498,10040001.0
1995-07-09,2.1248,2.1522,2.1165,2.1498,10040001.0
1995-07-10,2.1596,2.2164,2.1593,2.2021,15470279.0
1995-07-11,2.1938,2.2188,2.1902,2.2188,8349090.0
1995-07-12,2.2045,2.233,2.2018,2.233,8205384.0
1995-07-13,2.2494,2.283,2.2467,2.2687,13289843.0
1995-07-14,2.2574,2.2616,2.2426,2.2592,5530238.0
1995-07-15,2.2574,2.2616,2.2426,2.2592,5530238.0
1995-07-16,2.2574,2.2616,2.2426,2.2592,5530238.0
1995-07-17,2.2449,2.2592,2.2429,2.2592,2837505.0
1995-07-18,2.2607,2.2782,2.2592,2.2782,4324798.0
1995-07-19,2.2521,2.2616,2.2402,2.2473,7381413.0
1995-07-20,2.2128,2.2711,2.2045,2.2592,10053440.0
1995-07-21,2.2854,2.3424,2.272,2.3305,12245777.0
1995-07-22,2.2854,2.3424,2.272,2.3305,12245777.0
1995-07-23,2.2854,2.3424,2.272,2.3305,12245777.0
1995-07-24,2.33,2.3401,2.302,2.3258,5612891.0
1995-07-25,2.3478,2.3478,2.3068,2.3139,7232630.0
1995-07-26,2.3178,2.3353,2.3068,2.3329,5910726.0
1995-07-27,2.3258,2.3377,2.2949,2.2949,3942830.0
1995-07-28,2.3017,2.3139,2.2854,2.2973,32469428.0
1995-07-29,2.3017,2.3139,2.2854,2.2973,32469428.0
1995-07-30,2.3017,2.3139,2.2854,2.2973,32469428.0
1995-07-31,2.3035,2.3068,2.2901,2.2996,3401810.0
1995-08-01,2.2937,2.3163,2.2854,2.3163,2990301.0
1995-08-02,2.3115,2.3543,2.302,2.3496,5815097.0
1995-08-03,2.3484,2.3781,2.3472,2.3472,8166904.0
1995-08-04,2.3519,2.3757,2.3472,2.3734,5646711.0
1995-08-05,2.3519,2.3757,2.3472,2.3734,5646711.0
1995-08-06,2.3519,2.3757,2.3472,2.3734,5646711.0
1995-08-07,2.3739,2.3781,2.3662,2.3734,5288687.0
1995-08-08,2.3766,2.3781,2.3329,2.3424,5822700.0
1995-08-09,2.3365,2.3543,2.3282,2.3472,4189290.0
1995-08-10,2.3463,2.3463,2.3305,2.3377,3809487.0
1995-08-11,2.3288,2.3302,2.2996,2.3044,5220069.0
1995-08-12,2.3288,2.3302,2.2996,2.3044,5220069.0
1995-08-13,2.3288,2.3302,2.2996,2.3044,5220069.0
1995-08-14,2.2964,2.2964,2.2711,2.2782,4305666.0
1995-08-15,2.297,2.3139,2.2782,2.3091,5922994.0
1995-08-16,2.3091,2.3258,2.283,2.2973,5242842.0
1995-08-17,2.2975,2.302,2.2568,2.2711,8024666.0
1995-08-18,2.2604,2.2616,2.233,2.2378,11024213.0
1995-08-19,2.2604,2.2616,2.233,2.2378,11024213.0
1995-08-20,2.2604,2.2616,2.233,2.2378,11024213.0
1995-08-21,2.2586,2.2663,2.2354,2.2473,11690174.0
1995-08-22,2.2544,2.2544,2.2307,2.2497,3213611.0
1995-08-23,2.2488,2.2568,2.2307,2.2568,3952164.0
1995-08-24,2.2408,2.283,2.2307,2.2711,5221521.0
1995-08-25,2.2714,2.2925,2.2663,2.2687,13480903.0
1995-08-26,2.2714,2.2925,2.2663,2.2687,13480903.0
1995-08-27,2.2714,2.2925,2.2663,2.2687,13480903.0
1995-08-28,2.272,2.2925,2.2714,2.2925,3046135.0
1995-08-29,2.2848,2.3115,2.283,2.2901,5534412.0
1995-08-30,2.2901,2.3044,2.2901,2.2901,2819718.0
1995-08-31,2.2857,2.2949,2.2782,2.2949,4596721.0
1995-09-01,2.2901,2.2901,2.2592,2.2758,5417466.0
1995-09-02,2.2901,2.2901,2.2592,2.2758,5417466.0
1995-09-03,2.2901,2.2901,2.2592,2.2758,5417466.0
1995-09-04,2.2901,2.2901,2.2473,2.2473,4846025.0
1995-09-05,2.2432,2.2497,2.2307,2.2426,4285601.0
1995-09-06,2.2577,2.2806,2.2521,2.2782,9046953.0
1995-09-07,2.2824,2.2949,2.2521,2.2592,3850231.0
1995-09-08,2.2497,2.264,2.2426,2.2544,5744279.0
1995-09-09,2.2497,2.264,2.2426,2.2544,5744279.0
1995-09-10,2.2497,2.264,2.2426,2.2544,5744279.0
1995-09-11,2.2616,2.2711,2.2568,2.2592,5465423.0
1995-09-12,2.2592,2.2592,2.2497,2.2521,3459831.0
1995-09-13,2.2669,2.2877,2.2631,2.2711,5122914.0
1995-09-14,2.2651,2.2711,2.2473,2.2544,4531632.0
1995-09-15,2.2622,2.2634,2.2402,2.2544,5749749.0
1995-09-16,2.2622,2.2634,2.2402,2.2544,5749749.0
1995-09-17,2.2622,2.2634,2.2402,2.2544,5749749.0
1995-09-18,2.2521,2.2544,2.2259,2.2307,5741636.0
1995-09-19,2.2176,2.2182,2.2045,2.2116,7874204.0
1995-09-20,2.2015,2.2164,2.1997,2.2021,4926885.0
1995-09-21,2.2024,2.2045,2.1783,2.1902,5385484.0
1995-09-22,2.1831,2.1902,2.1665,2.1736,7674344.0
1995-09-23,2.1831,2.1902,2.1665,2.1736,7674344.0
1995-09-24,2.1831,2.1902,2.1665,2.1736,7674344.0
1995-09-25,2.173,2.176,2.1569,2.1641,5001796.0
1995-09-26,2.1629,2.1688,2.1474,2.1569,7093457.0
1995-09-27,2.1558,2.1736,2.1522,2.1712,6558280.0
1995-09-28,2.165,2.1807,2.1593,2.1617,9595360.0
1995-09-29,2.1724,2.195,2.1617,2.1688,62739786.0
1995-09-30,2.1724,2.195,2.1617,2.1688,62739786.0
1995-10-01,2.1724,2.195,2.1617,2.1688,62739786.0
1995-10-02,2.1691,2.1694,2.1617,2.1665,2348815.0
1995-10-03,2.1605,2.1665,2.1474,2.1569,5443764.0
1995-10-04,2.1504,2.1617,2.1355,2.1379,6586518.0
1995-10-05,2.1397,2.1474,2.1308,2.1427,4614298.0
1995-10-06,2.1581,2.1593,2.1379,2.1403,2913602.0
1995-10-07,2.1581,2.1593,2.1379,2.1403,2913602.0
1995-10-08,2.1581,2.1593,2.1379,2.1403,2913602.0
1995-10-09,2.1486,2.176,2.1284,2.1332,5349544.0
1995-10-10,2.1222,2.1237,2.0927,2.0927,7107381.0
1995-10-11,2.1049,2.1284,2.0927,2.1141,9166197.0
1995-10-12,2.118,2.1355,2.107,2.1141,7726642.0
1995-10-13,2.1427,2.1474,2.1308,2.1474,6279418.0
1995-10-14,2.1427,2.1474,2.1308,2.1474,6279418.0
1995-10-15,2.1427,2.1474,2.1308,2.1474,6279418.0
1995-10-16,2.1685,2.1855,2.1569,2.1688,3700392.0
1995-10-17,2.1635,2.1736,2.1546,2.1593,4018291.0
1995-10-18,2.1712,2.1736,2.1379,2.1451,5826135.0
1995-10-19,2.132,2.1403,2.1213,2.1355,6772076.0
1995-10-20,2.137,2.1451,2.1165,2.1189,3731766.0
1995-10-21,2.137,2.1451,2.1165,2.1189,3731766.0
1995-10-22,2.137,2.1451,2.1165,2.1189,3731766.0
1995-10-23,2.1002,2.1115,2.0832,2.0951,4479826.0
1995-10-24,2.0823,2.1022,2.0808,2.1022,10429673.0
1995-10-25,2.1189,2.1213,2.0999,2.1118,8348887.0
1995-10-26,2.1014,2.1237,2.1014,2.1213,6357057.0
1995-10-27,2.1037,2.1213,2.0999,2.1141,13711011.0
1995-10-28,2.1037,2.1213,2.0999,2.1141,13711011.0
1995-10-29,2.1037,2.1213,2.0999,2.1141,13711011.0
1995-10-30,2.1281,2.1284,2.107,2.1237,10837380.0
1995-10-31,2.1231,2.1308,2.1046,2.1141,7869261.0
1995-11-01,2.1129,2.1129,2.0792,2.0864,5607252.0
1995-11-02,2.0876,2.0936,2.0792,2.0864,25496134.0
1995-11-03,2.1048,2.1515,2.1018,2.1467,11679710.0
1995-11-04,2.1048,2.1515,2.1018,2.1467,11679710.0
1995-11-05,2.1048,2.1515,2.1018,2.1467,11679710.0
1995-11-06,2.1455,2.1805,2.1274,2.1805,10754419.0
1995-11-07,2.1684,2.1805,2.1684,2.1781,2816372.0
1995-11-08,2.1744,2.1805,2.1563,2.1636,3670486.0
1995-11-09,2.1747,2.2094,2.1732,2.2022,6690130.0
1995-11-10,2.1952,2.2046,2.1901,2.2046,4328972.0
1995-11-11,2.1952,2.2046,2.1901,2.2046,4328972.0
1995-11-12,2.1952,2.2046,2.1901,2.2046,4328972.0
1995-11-13,2.1998,2.2094,2.1925,2.2046,3686244.0
1995-11-14,2.2046,2.2166,2.1949,2.2142,2367197.0
1995-11-15,2.2094,2.2094,2.1684,2.1684,3789139.0
1995-11-16,2.1732,2.1877,2.1684,2.1829,5537291.0
1995-11-17,2.1949,2.2142,2.1877,2.1901,5434274.0
1995-11-18,2.1949,2.2142,2.1877,2.1901,5434274.0
1995-11-19,2.1949,2.2142,2.1877,2.1901,5434274.0
1995-11-20,2.1913,2.2094,2.166,2.1684,5345744.0
1995-11-21,2.1654,2.2022,2.1563,2.1949,5564825.0
1995-11-22,2.2139,2.2263,2.1877,2.1877,7276242.0
1995-11-23,2.1931,2.2046,2.1877,2.1974,6791043.0
1995-11-24,2.2022,2.2142,2.1949,2.207,20846943.0
1995-11-25,2.2022,2.2142,2.1949,2.207,20846943.0
1995-11-26,2.2022,2.2142,2.1949,2.207,20846943.0
1995-11-27,2.2052,2.2118,2.1998,2.207,3497658.0
1995-11-28,2.2136,2.2263,2.2046,2.2118,3960508.0
1995-11-29,2.2118,2.2215,2.1998,2.2166,4508600.0
1995-11-30,2.2148,2.2215,2.2046,2.2094,3686274.0
1995-12-01,2.2004,2.2239,2.1684,2.2239,5536745.0
1995-12-02,2.2004,2.2239,2.1684,2.2239,5536745.0
1995-12-03,2.2004,2.2239,2.1684,2.2239,5536745.0
1995-12-04,2.2381,2.2914,2.2314,2.2866,8520203.0
1995-12-05,2.311,2.3276,2.302,2.3083,10142561.0
1995-12-06,2.3143,2.3216,2.2975,2.3071,7730478.0
1995-12-07,2.3092,2.3095,2.289,2.2914,6496436.0
1995-12-08,2.2739,2.2794,2.2552,2.2601,4915793.0
1995-12-09,2.2739,2.2794,2.2552,2.2601,4915793.0
1995-12-10,2.2739,2.2794,2.2552,2.2601,4915793.0
1995-12-11,2.254,2.2902,2.254,2.289,4045894.0
1995-12-12,2.3011,2.3204,2.2923,2.3095,5955456.0
1995-12-13,2.3017,2.3336,2.3017,2.3312,4720137.0
1995-12-14,2.3373,2.359,2.3143,2.3155,7291572.0
1995-12-15,2.3029,2.3216,2.2818,2.3023,7709333.0
1995-12-16,2.3029,2.3216,2.2818,2.3023,7709333.0
1995-12-17,2.3029,2.3216,2.2818,2.3023,7709333.0
1995-12-18,2.2956,2.2965,2.2794,2.2866,6203552.0
1995-12-19,2.254,2.2733,2.2432,2.2625,6684322.0
1995-12-20,2.2794,2.3023,2.2794,2.3023,5537100.0
1995-12-21,2.2869,2.3155,2.2866,2.3071,7516412.0
1995-12-22,2.318,2.3216,2.3119,2.3167,69084608.0
1995-12-23,2.318,2.3216,2.3119,2.3167,69084608.0
1995-12-24,2.318,2.3216,2.3119,2.3167,69084608.0
1995-12-25,2.318,2.3216,2.3119,2.3167,69084608.0
1995-12-26,2.318,2.3216,2.3119,2.3167,69084608.0
1995-12-27,2.3189,2.3192,2.3035,2.3131,2538372.0
1995-12-28,2.3077,2.3083,2.2962,2.3023,2000722.0
1995-12-29,2.2993,2.3155,2.2854,2.2914,2661411.0
1995-12-30,2.2993,2.3155,2.2854,2.2914,2661411.0
1995-12-31,2.2993,2.3155,2.2854,2.2914,2661411.0
1996-01-01,2.2993,2.3155,2.2854,2.2914,2661411.0
1996-01-02,2.2917,2.3228,2.2902,2.3204,2935919.0
1996-01-03,2.3246,2.3578,2.3246,2.3553,3258831.0
1996-01-04,2.3587,2.3587,2.3324,2.3421,4775650.0
1996-01-05,2.3412,2.3439,2.3192,2.3348,3692042.0
1996-01-06,2.3412,2.3439,2.3192,2.3348,3692042.0
1996-01-07,2.3412,2.3439,2.3192,2.3348,3692042.0
1996-01-08,2.3348,2.3578,2.3324,2.3578,3144950.0
1996-01-09,2.3556,2.365,2.3445,2.3517,4716158.0
1996-01-10,2.3237,2.3373,2.3071,2.3083,6475353.0
1996-01-11,2.2866,2.33,2.2697,2.324,10293972.0
1996-01-12,2.3216,2.3252,2.2794,2.2818,5235712.0
1996-01-13,2.3216,2.3252,2.2794,2.2818,5235712.0
1996-01-14,2.3216,2.3252,2.2794,2.2818,5235712.0
1996-01-15,2.2776,2.2776,2.2589,2.2637,3826501.0
1996-01-16,2.2589,2.2818,2.2564,2.2745,5041180.0
1996-01-17,2.2842,2.2987,2.2613,2.2613,3658890.0
1996-01-18,2.2649,2.2745,2.2492,2.2492,2949131.0
1996-01-19,2.2673,2.2673,2.2311,2.242,7560248.0
1996-01-20,2.2673,2.2673,2.2311,2.242,7560248.0
1996-01-21,2.2673,2.2673,2.2311,2.242,7560248.0
1996-01-22,2.254,2.2661,2.2432,2.2613,2776779.0
1996-01-23,2.2809,2.2866,2.2335,2.2408,3422912.0
1996-01-24,2.2311,2.2384,2.2215,2.2251,3374353.0
1996-01-25,2.2405,2.2601,2.2311,2.2468,10617765.0
1996-01-26,2.2405,2.2601,2.2311,2.2468,10617765.0
1996-01-27,2.2405,2.2601,2.2311,2.2468,10617765.0
1996-01-28,2.2405,2.2601,2.2311,2.2468,10617765.0
1996-01-29,2.2664,2.283,2.2577,2.2769,8677081.0
1996-01-30,2.2763,2.2769,2.2468,2.2468,3846851.0
1996-01-31,2.2691,2.2914,2.2625,2.2854,6667998.0
1996-02-01,2.2893,2.2893,2.2601,2.2854,4761693.0
1996-02-02,2.2875,2.3155,2.2875,2.2938,6282230.0
1996-02-03,2.2875,2.3155,2.2875,2.2938,6282230.0
1996-02-04,2.2875,2.3155,2.2875,2.2938,6282230.0
1996-02-05,2.2944,2.2987,2.2625,2.2697,3475508.0
1996-02-06,2.2694,2.2745,2.2552,2.2673,2897134.0
1996-02-07,2.2782,2.283,2.2673,2.2673,3197220.0
1996-02-08,2.2643,2.2697,2.254,2.2697,5725260.0
1996-02-09,2.2769,2.2914,2.2625,2.2649,3479303.0
1996-02-10,2.2769,2.2914,2.2625,2.2649,3479303.0
1996-02-11,2.2769,2.2914,2.2625,2.2649,3479303.0
1996-02-12,2.2577,2.2613,2.2384,2.2504,3323329.0
1996-02-13,2.2589,2.2866,2.2577,2.2866,5895057.0
1996-02-14,2.2857,2.3155,2.2818,2.2962,4989854.0
1996-02-15,2.2908,2.2962,2.2769,2.2962,4114722.0
1996-02-16,2.2733,2.295,2.2673,2.2914,3364349.0
1996-02-17,2.2733,2.295,2.2673,2.2914,3364349.0
1996-02-18,2.2733,2.295,2.2673,2.2914,3364349.0
1996-02-19,2.2803,2.2803,2.2432,2.248,5314345.0
1996-02-20,2.248,2.2528,2.2166,2.2299,5922748.0
1996-02-21,2.2001,2.2552,2.1998,2.2516,7905107.0
1996-02-22,2.2679,2.2733,2.2516,2.2577,4551184.0
1996-02-23,2.2763,2.2782,2.2552,2.2613,8935802.0
1996-02-24,2.2763,2.2782,2.2552,2.2613,8935802.0
1996-02-25,2.2763,2.2782,2.2552,2.2613,8935802.0
1996-02-26,2.2555,2.2673,2.2432,2.2637,1795141.0
1996-02-27,2.2549,2.2721,2.2432,2.254,2493976.0
1996-02-28,2.251,2.2685,2.2504,2.2661,2792167.0
1996-02-29,2.267,2.2854,2.2649,2.2854,4858001.0
1996-03-01,2.2908,2.3276,2.289,2.3131,7897757.0
1996-03-02,2.2908,2.3276,2.289,2.3131,7897757.0
1996-03-03,2.2908,2.3276,2.289,2.3131,7897757.0
1996-03-04,2.3466,2.3514,2.3167,2.3192,5367592.0
1996-03-05,2.3204,2.3204,2.2914,2.295,4813741.0
1996-03-06,2.2981,2.3071,2.2818,2.289,8050835.0
1996-03-07,2.276,2.2766,2.2577,2.2589,4718482.0
1996-03-08,2.2613,2.2649,2.2456,2.2516,4415369.0
1996-03-09,2.2613,2.2649,2.2456,2.2516,4415369.0
1996-03-10,2.2613,2.2649,2.2456,2.2516,4415369.0
1996-03-11,2.2299,2.2332,2.1756,2.1769,6295399.0
1996-03-12,2.2227,2.2275,2.2046,2.2203,7355048.0
1996-03-13,2.2251,2.2251,2.1829,2.1877,4297706.0
1996-03-14,2.1949,2.1977,2.166,2.1744,6740777.0
1996-03-15,2.1769,2.2179,2.1769,2.2118,6198153.0
1996-03-16,2.1769,2.2179,2.1769,2.2118,6198153.0
1996-03-17,2.1769,2.2179,2.1769,2.2118,6198153.0
1996-03-18,2.2088,2.2263,2.2034,2.207,4252580.0
1996-03-19,2.2311,2.248,2.229,2.2432,8103215.0
1996-03-20,2.2393,2.2589,2.2311,2.2432,4842277.0
1996-03-21,2.2359,2.2552,2.2311,2.254,3128137.0
1996-03-22,2.2468,2.2504,2.1769,2.1805,12749626.0
1996-03-23,2.2468,2.2504,2.1769,2.1805,12749626.0
1996-03-24,2.2468,2.2504,2.1769,2.1805,12749626.0
1996-03-25,2.166,2.1769,2.1443,2.1732,19218187.0
1996-03-26,2.1805,2.1901,2.1756,2.1877,7908600.0
1996-03-27,2.1949,2.2142,2.1949,2.2034,14679856.0
1996-03-28,2.1919,2.1986,2.1877,2.1913,4722360.0
1996-03-29,2.1871,2.2311,2.1862,2.1974,30490205.0
1996-03-30,2.1871,2.2311,2.1862,2.1974,30490205.0
1996-03-31,2.1871,2.2311,2.1862,2.1974,30490205.0
1996-04-01,2.1901,2.2046,2.1853,2.2046,3832241.0
1996-04-02,2.2064,2.2166,2.2034,2.213,3443644.0
1996-04-03,2.2148,2.2251,2.2082,2.2094,4368067.0
1996-04-04,2.2094,2.2142,2.1889,2.1937,3662726.0
1996-04-05,2.2094,2.2142,2.1889,2.1937,3662726.0
1996-04-06,2.2094,2.2142,2.1889,2.1937,3662726.0
1996-04-07,2.2094,2.2142,2.1889,2.1937,3662726.0
1996-04-08,2.2094,2.2142,2.1889,2.1937,3662726.0
1996-04-09,2.1808,2.1998,2.1711,2.1974,3182944.0
1996-04-10,2.1968,2.2179,2.1968,2.2179,6040137.0
1996-04-11,2.2016,2.2589,2.201,2.2516,9651790.0
1996-04-12,2.2589,2.3035,2.2583,2.3023,9681740.0
1996-04-13,2.2589,2.3035,2.2583,2.3023,9681740.0
1996-04-14,2.2589,2.3035,2.2583,2.3023,9681740.0
1996-04-15,2.3077,2.3276,2.2794,2.3276,7252225.0
1996-04-16,2.3312,2.3493,2.3107,2.3107,7174903.0
1996-04-17,2.3044,2.3095,2.2866,2.3095,5021677.0
1996-04-18,2.3041,2.33,2.2962,2.2975,8633546.0
1996-04-19,2.2902,2.318,2.2854,2.318,4179335.0
1996-04-20,2.2902,2.318,2.2854,2.318,4179335.0
1996-04-21,2.2902,2.318,2.2854,2.318,4179335.0
1996-04-22,2.3134,2.3397,2.3134,2.3192,5846588.0
1996-04-23,2.3282,2.3529,2.3228,2.3529,7179295.0
1996-04-24,2.3614,2.3807,2.3584,2.3662,9789669.0
1996-04-25,2.3614,2.3807,2.3584,2.3662,9789669.0
1996-04-26,2.3707,2.4,2.3674,2.3855,23850874.0
1996-04-27,2.3707,2.4,2.3674,2.3855,23850874.0
1996-04-28,2.3707,2.4,2.3674,2.3855,23850874.0
1996-04-29,2.3816,2.3816,2.3638,2.3662,3769159.0
1996-04-30,2.3575,2.3758,2.3541,2.3626,4251061.0
1996-05-01,2.355,2.377,2.3517,2.377,4484399.0
1996-05-02,2.3828,2.4108,2.3813,2.3927,7018405.0
1996-05-03,2.3629,2.3783,2.359,2.371,4109327.0
1996-05-04,2.3629,2.3783,2.359,2.371,4109327.0
1996-05-05,2.3629,2.3783,2.359,2.371,4109327.0
1996-05-06,2.365,2.3855,2.3638,2.3855,3047532.0
1996-05-07,2.3825,2.406,2.3825,2.4036,6135064.0
1996-05-08,2.3939,2.4181,2.3915,2.3939,9451899.0
1996-05-09,2.4062,2.4074,2.3634,2.3732,21522069.0
1996-05-10,2.3655,2.367,2.3499,2.3609,8340817.0
1996-05-11,2.3655,2.367,2.3499,2.3609,8340817.0
1996-05-12,2.3655,2.367,2.3499,2.3609,8340817.0
1996-05-13,2.3683,2.3683,2.3218,2.3402,6019200.0
1996-05-14,2.3524,2.3548,2.3218,2.3402,10667283.0
1996-05-15,2.3463,2.3536,2.3279,2.3292,12626698.0
1996-05-16,2.3148,2.3206,2.3023,2.3072,6645317.0
1996-05-17,2.3072,2.3267,2.3035,2.3206,11230909.0
1996-05-18,2.3072,2.3267,2.3035,2.3206,11230909.0
1996-05-19,2.3072,2.3267,2.3035,2.3206,11230909.0
1996-05-20,2.3426,2.3457,2.3035,2.3084,3681500.0
1996-05-21,2.3084,2.3169,2.2876,2.2913,7345105.0
1996-05-22,2.2904,2.3084,2.2852,2.3084,9514853.0
1996-05-23,2.3188,2.3365,2.3188,2.3316,5032857.0
1996-05-24,2.3224,2.3341,2.3096,2.3255,2781525.0
1996-05-25,2.3224,2.3341,2.3096,2.3255,2781525.0
1996-05-26,2.3224,2.3341,2.3096,2.3255,2781525.0
1996-05-27,2.3206,2.3304,2.3206,2.3267,2740712.0
1996-05-28,2.3234,2.3292,2.3218,2.3279,1299530.0
1996-05-29,2.324,2.3389,2.3227,2.3341,8662892.0
1996-05-30,2.3328,2.3365,2.3096,2.3121,14757395.0
1996-05-31,2.3209,2.3243,2.2974,2.3096,16082449.0
1996-06-01,2.3209,2.3243,2.2974,2.3096,16082449.0
1996-06-02,2.3209,2.3243,2.2974,2.3096,16082449.0
1996-06-03,2.2968,2.2968,2.2693,2.2705,7836285.0
