,GVA US Equity
2023-06-27,9.491
2023-06-28,9.507
2023-06-29,9.618
2023-06-30,9.548
2023-07-01,9.548
2023-07-02,9.548
2023-07-03,9.613
2023-07-04,9.613
2023-07-05,9.459
2023-07-06,9.364
2023-07-07,9.479
2023-07-08,9.479
2023-07-09,9.479
2023-07-10,9.699
2023-07-11,9.833
2023-07-12,9.995
2023-07-13,10.002
2023-07-14,9.783
2023-07-15,9.783
2023-07-16,9.783
2023-07-17,9.903
2023-07-18,10.13
2023-07-19,10.438
2023-07-20,10.513
2023-07-21,10.286
2023-07-22,10.286
2023-07-23,10.286
2023-07-24,10.359
2023-07-25,10.279
2023-07-26,10.477
2023-07-27,10.002
2023-07-28,9.698
2023-07-29,9.698
2023-07-30,9.698
2023-07-31,9.73
2023-08-01,9.901
2023-08-02,9.953
2023-08-03,9.987
2023-08-04,9.992
2023-08-05,9.992
2023-08-06,9.992
2023-08-07,10.03
2023-08-08,10.06
2023-08-09,10.186
2023-08-10,9.958
2023-08-11,10.044
2023-08-12,10.044
2023-08-13,10.044
2023-08-14,10.115
2023-08-15,10.08
2023-08-16,9.873
2023-08-17,9.606
2023-08-18,9.614
2023-08-19,9.614
2023-08-20,9.614
2023-08-21,9.625
2023-08-22,9.523
2023-08-23,9.651
2023-08-24,9.571
2023-08-25,9.685
2023-08-26,9.685
2023-08-27,9.685
2023-08-28,9.723
2023-08-29,9.811
2023-08-30,9.77
2023-08-31,9.82
2023-09-01,10.075
2023-09-02,10.075
2023-09-03,10.075
2023-09-04,10.075
2023-09-05,9.763
2023-09-06,9.621
2023-09-07,9.513
2023-09-08,9.447
2023-09-09,9.447
2023-09-10,9.447
2023-09-11,9.397
2023-09-12,9.311
2023-09-13,9.23
2023-09-14,9.385
2023-09-15,9.302
2023-09-16,9.302
2023-09-17,9.302
2023-09-18,9.304
2023-09-19,9.302
2023-09-20,9.228
2023-09-21,9.097
2023-09-22,8.859
2023-09-23,8.859
2023-09-24,8.859
2023-09-25,8.824
2023-09-26,8.729
2023-09-27,8.95
2023-09-28,9.103
2023-09-29,9.074
2023-09-30,9.074
2023-10-01,9.074
2023-10-02,8.933
2023-10-03,8.668
2023-10-04,8.921
2023-10-05,8.976
2023-10-06,9.112
2023-10-07,9.112
2023-10-08,9.112
2023-10-09,9.179
2023-10-10,9.224
2023-10-11,9.222
2023-10-12,8.964
2023-10-13,8.692
2023-10-14,8.692
2023-10-15,8.692
2023-10-16,8.771
2023-10-17,8.857
2023-10-18,8.592
2023-10-19,8.367
2023-10-20,8.425
2023-10-21,8.425
2023-10-22,8.425
2023-10-23,8.327
2023-10-24,8.289
2023-10-25,8.107
2023-10-26,8.138
2023-10-27,8.179
2023-10-28,8.179
2023-10-29,8.179
2023-10-30,8.188
2023-10-31,9.475
2023-11-01,10.033
2023-11-02,10.431
2023-11-03,10.665
2023-11-04,10.665
2023-11-05,10.665
2023-11-06,10.684
2023-11-07,10.498
2023-11-08,10.41
2023-11-09,10.275
2023-11-10,10.407
2023-11-11,10.407
2023-11-12,10.407
2023-11-13,10.424
2023-11-14,10.814
2023-11-15,10.742
2023-11-16,10.688
2023-11-17,10.781
2023-11-18,10.781
2023-11-19,10.781
2023-11-20,10.772
2023-11-21,10.537
2023-11-22,10.6
2023-11-23,10.6
2023-11-24,10.677
2023-11-25,10.677
2023-11-26,10.677
2023-11-27,10.684
2023-11-28,10.535
2023-11-29,10.568
2023-11-30,10.67
2023-12-01,10.886
2023-12-02,10.886
2023-12-03,10.886
2023-12-04,11.016
2023-12-05,10.882
2023-12-06,11.478
2023-12-07,11.576
2023-12-08,11.611
2023-12-09,11.611
2023-12-10,11.611
2023-12-11,11.561
2023-12-12,11.513
2023-12-13,11.694
2023-12-14,11.938
2023-12-15,11.852
2023-12-16,11.852
2023-12-17,11.852
2023-12-18,11.785
2023-12-19,12.034
2023-12-20,11.988
2023-12-21,12.215
2023-12-22,12.246
2023-12-23,12.246
2023-12-24,12.246
2023-12-25,12.246
2023-12-26,12.435
2023-12-27,12.459
2023-12-28,12.323
2023-12-29,12.198
2023-12-30,12.198
2023-12-31,12.198
2024-01-01,12.198
2024-01-02,12.08
2024-01-03,11.901
2024-01-04,11.79
2024-01-05,11.56
2024-01-06,11.56
2024-01-07,11.56
2024-01-08,11.721
2024-01-09,11.601
2024-01-10,11.514
2024-01-11,11.407
2024-01-12,11.27
2024-01-13,11.27
2024-01-14,11.27
2024-01-15,11.27
2024-01-16,11.112
2024-01-17,10.96
2024-01-18,10.924
2024-01-19,10.867
2024-01-20,10.867
2024-01-21,10.867
2024-01-22,11.018
2024-01-23,10.867
2024-01-24,10.723
2024-01-25,10.809
2024-01-26,10.788
2024-01-27,10.788
2024-01-28,10.788
2024-01-29,10.667
2024-01-30,10.716
2024-01-31,10.508
2024-02-01,10.622
2024-02-02,10.497
2024-02-03,10.497
2024-02-04,10.497
2024-02-05,10.322
2024-02-06,10.713
2024-02-07,10.921
2024-02-08,11.056
2024-02-09,11.147
2024-02-10,11.147
2024-02-11,11.147
2024-02-12,11.317
2024-02-13,11.009
2024-02-14,11.331
2024-02-15,11.566
2024-02-16,11.824
2024-02-17,11.824
2024-02-18,11.824
2024-02-19,11.824
2024-02-20,11.659
2024-02-21,11.687
2024-02-22,12.031
2024-02-23,11.445
2024-02-24,11.445
2024-02-25,11.445
2024-02-26,11.595
2024-02-27,11.827
2024-02-28,12.04
2024-02-29,12.189
2024-03-01,12.314
2024-03-02,12.314
2024-03-03,12.314
2024-03-04,12.305
2024-03-05,12.141
2024-03-06,12.454
2024-03-07,12.553
2024-03-08,12.619
2024-03-09,12.619
2024-03-10,12.619
2024-03-11,12.851
2024-03-12,12.775
2024-03-13,12.849
2024-03-14,12.877
2024-03-15,12.877
2024-03-16,12.877
2024-03-17,12.877
2024-03-18,12.804
2024-03-19,12.778
2024-03-20,12.858
2024-03-21,13.085
2024-03-22,13.017
2024-03-23,13.017
2024-03-24,13.017
2024-03-25,13.121
2024-03-26,13.431
2024-03-27,13.599
2024-03-28,13.544
2024-03-29,13.544
2024-03-30,13.544
2024-03-31,13.544
2024-04-01,13.44
2024-04-02,13.348
2024-04-03,13.359
2024-04-04,13.319
2024-04-05,13.468
2024-04-06,13.468
2024-04-07,13.468
2024-04-08,13.464
