,AL US Equity
2023-06-24,6.563
2023-06-25,6.563
2023-06-26,6.669
2023-06-27,6.772
2023-06-28,6.783
2023-06-29,6.733
2023-06-30,6.836
2023-07-01,6.836
2023-07-02,6.836
2023-07-03,6.852
2023-07-04,6.852
2023-07-05,6.796
2023-07-06,6.675
2023-07-07,6.752
2023-07-08,6.752
2023-07-09,6.752
2023-07-10,6.853
2023-07-11,6.955
2023-07-12,7.12
2023-07-13,7.174
2023-07-14,6.983
2023-07-15,6.983
2023-07-16,6.983
2023-07-17,7.023
2023-07-18,7.225
2023-07-19,7.267
2023-07-20,7.357
2023-07-21,7.313
2023-07-22,7.313
2023-07-23,7.313
2023-07-24,7.383
2023-07-25,7.187
2023-07-26,7.152
2023-07-27,7.011
2023-07-28,7.18
2023-07-29,7.18
2023-07-30,7.18
2023-07-31,7.295
2023-08-01,7.276
2023-08-02,7.202
2023-08-03,7.219
2023-08-04,7.359
2023-08-05,7.359
2023-08-06,7.359
2023-08-07,7.486
2023-08-08,7.493
2023-08-09,7.329
2023-08-10,7.247
2023-08-11,7.303
2023-08-12,7.303
2023-08-13,7.303
2023-08-14,7.285
2023-08-15,7.176
2023-08-16,7.125
2023-08-17,6.7
2023-08-18,6.755
2023-08-19,6.755
2023-08-20,6.755
2023-08-21,6.736
2023-08-22,6.748
2023-08-23,6.778
2023-08-24,6.7
2023-08-25,6.708
2023-08-26,6.708
2023-08-27,6.708
2023-08-28,6.839
2023-08-29,6.892
2023-08-30,6.871
2023-08-31,6.913
2023-09-01,7.401
2023-09-02,7.401
2023-09-03,7.401
2023-09-04,7.401
2023-09-05,7.248
2023-09-06,7.359
2023-09-07,7.234
2023-09-08,7.279
2023-09-09,7.279
2023-09-10,7.279
2023-09-11,7.131
2023-09-12,7.021
2023-09-13,7.06
2023-09-14,7.104
2023-09-15,7.178
2023-09-16,7.178
2023-09-17,7.178
2023-09-18,7.264
2023-09-19,7.234
2023-09-20,7.27
2023-09-21,7.237
2023-09-22,7.107
2023-09-23,7.107
2023-09-24,7.107
2023-09-25,7.19
2023-09-26,7.087
2023-09-27,7.129
2023-09-28,7.127
2023-09-29,7.113
2023-09-30,7.113
2023-10-01,7.113
2023-10-02,6.889
2023-10-03,6.661
2023-10-04,6.744
2023-10-05,6.815
2023-10-06,6.815
2023-10-07,6.815
2023-10-08,6.815
2023-10-09,6.595
2023-10-10,6.578
2023-10-11,6.706
2023-10-12,6.56
2023-10-13,6.427
2023-10-14,6.427
2023-10-15,6.427
2023-10-16,6.526
2023-10-17,6.608
2023-10-18,6.294
2023-10-19,6.225
2023-10-20,6.177
2023-10-21,6.177
2023-10-22,6.177
2023-10-23,6.244
2023-10-24,6.23
2023-10-25,6.13
2023-10-26,6.13
2023-10-27,6.107
2023-10-28,6.107
2023-10-29,6.107
2023-10-30,6.167
2023-10-31,6.405
2023-11-01,6.429
2023-11-02,6.537
2023-11-03,6.812
2023-11-04,6.812
2023-11-05,6.812
2023-11-06,6.498
2023-11-07,5.89
2023-11-08,6.221
2023-11-09,6.16
2023-11-10,6.313
2023-11-11,6.313
2023-11-12,6.313
2023-11-13,6.217
2023-11-14,6.364
2023-11-15,6.477
2023-11-16,6.384
2023-11-17,6.553
2023-11-18,6.553
2023-11-19,6.553
2023-11-20,6.511
2023-11-21,6.484
2023-11-22,6.472
2023-11-23,6.472
2023-11-24,6.469
2023-11-25,6.469
2023-11-26,6.469
2023-11-27,6.45
2023-11-28,6.369
2023-11-29,6.397
2023-11-30,6.491
2023-12-01,6.64
2023-12-02,6.64
2023-12-03,6.64
2023-12-04,6.733
2023-12-05,6.627
2023-12-06,6.654
2023-12-07,6.723
2023-12-08,6.883
2023-12-09,6.883
2023-12-10,6.883
2023-12-11,6.871
2023-12-12,6.774
2023-12-13,6.94
2023-12-14,7.222
2023-12-15,7.1
2023-12-16,7.1
2023-12-17,7.1
2023-12-18,7.048
2023-12-19,7.157
2023-12-20,7.053
2023-12-21,7.197
2023-12-22,7.324
2023-12-23,7.324
2023-12-24,7.324
2023-12-25,7.324
2023-12-26,7.307
2023-12-27,7.3
2023-12-28,7.314
2023-12-29,7.297
2023-12-30,7.297
2023-12-31,7.297
2024-01-01,7.297
2024-01-02,7.157
2024-01-03,6.858
2024-01-04,6.935
2024-01-05,7.003
2024-01-06,7.003
2024-01-07,7.003
2024-01-08,7.265
2024-01-09,6.768
2024-01-10,6.706
2024-01-11,6.723
2024-01-12,6.599
2024-01-13,6.599
2024-01-14,6.599
2024-01-15,6.599
2024-01-16,5.899
2024-01-17,5.914
2024-01-18,5.9
2024-01-19,5.998
2024-01-20,5.998
2024-01-21,5.998
2024-01-22,6.089
2024-01-23,6.151
2024-01-24,6.106
2024-01-25,6.293
2024-01-26,6.34
2024-01-27,6.34
2024-01-28,6.34
2024-01-29,6.407
2024-01-30,6.412
2024-01-31,6.214
2024-02-01,6.369
2024-02-02,6.391
2024-02-03,6.391
2024-02-04,6.391
2024-02-05,6.285
2024-02-06,6.318
2024-02-07,6.326
2024-02-08,6.22
2024-02-09,6.245
2024-02-10,6.245
2024-02-11,6.245
2024-02-12,6.573
2024-02-13,6.391
2024-02-14,6.533
2024-02-15,6.366
2024-02-16,6.392
2024-02-17,6.392
2024-02-18,6.392
2024-02-19,6.392
2024-02-20,6.906
2024-02-21,6.363
2024-02-22,6.309
2024-02-23,6.331
2024-02-24,6.331
2024-02-25,6.331
2024-02-26,6.298
2024-02-27,6.306
2024-02-28,6.299
2024-02-29,6.352
2024-03-01,6.932
2024-03-02,6.932
2024-03-03,6.932
2024-03-04,7.274
2024-03-05,7.422
2024-03-06,7.54
2024-03-07,7.62
2024-03-08,7.61
2024-03-09,7.61
2024-03-10,7.61
2024-03-11,7.696
2024-03-12,7.917
2024-03-13,8.096
2024-03-14,8.096
2024-03-15,8.225
2024-03-16,8.225
2024-03-17,8.225
2024-03-18,8.131
2024-03-19,8.089
2024-03-20,8.141
2024-03-21,8.213
2024-03-22,8.428
2024-03-23,8.428
2024-03-24,8.428
2024-03-25,8.569
2024-03-26,8.78
2024-03-27,8.839
2024-03-28,8.957
2024-03-29,8.957
2024-03-30,8.957
2024-03-31,8.957
2024-04-01,8.912
2024-04-02,8.731
2024-04-03,8.783
2024-04-04,8.736
2024-04-05,8.8
2024-04-06,8.8
2024-04-07,8.8
2024-04-08,8.776
