,ON US Equity
2023-06-24,16.195
2023-06-25,16.195
2023-06-26,16.399
2023-06-27,17.0
2023-06-28,16.878
2023-06-29,17.039
2023-06-30,17.502
2023-07-01,17.502
2023-07-02,17.502
2023-07-03,17.918
2023-07-04,17.918
2023-07-05,17.2
2023-07-06,17.137
2023-07-07,17.265
2023-07-08,17.265
2023-07-09,17.265
2023-07-10,17.738
2023-07-11,17.827
2023-07-12,18.194
2023-07-13,18.823
2023-07-14,18.388
2023-07-15,18.388
2023-07-16,18.388
2023-07-17,19.246
2023-07-18,19.34
2023-07-19,18.799
2023-07-20,17.949
2023-07-21,18.231
2023-07-22,18.231
2023-07-23,18.231
2023-07-24,18.034
2023-07-25,18.471
2023-07-26,18.325
2023-07-27,18.867
2023-07-28,19.418
2023-07-29,19.418
2023-07-30,19.418
2023-07-31,19.307
2023-08-01,19.131
2023-08-02,18.315
2023-08-03,17.989
2023-08-04,17.921
2023-08-05,17.921
2023-08-06,17.921
2023-08-07,18.145
2023-08-08,17.758
2023-08-09,17.357
2023-08-10,17.119
2023-08-11,16.565
2023-08-12,16.565
2023-08-13,16.565
2023-08-14,17.033
2023-08-15,16.508
2023-08-16,16.166
2023-08-17,15.789
2023-08-18,15.912
2023-08-19,15.912
2023-08-20,15.912
2023-08-21,16.315
2023-08-22,16.2
2023-08-23,16.289
2023-08-24,15.777
2023-08-25,16.191
2023-08-26,16.191
2023-08-27,16.191
2023-08-28,16.421
2023-08-29,17.119
2023-08-30,17.336
2023-08-31,17.268
2023-09-01,17.411
2023-09-02,17.411
2023-09-03,17.411
2023-09-04,17.411
2023-09-05,17.395
2023-09-06,17.427
2023-09-07,17.255
2023-09-08,17.152
2023-09-09,17.152
2023-09-10,17.152
2023-09-11,17.14
2023-09-12,16.954
2023-09-13,16.961
2023-09-14,16.898
2023-09-15,16.308
2023-09-16,16.308
2023-09-17,16.308
2023-09-18,16.57
2023-09-19,16.507
2023-09-20,16.262
2023-09-21,15.927
2023-09-22,16.432
2023-09-23,16.432
2023-09-24,16.432
2023-09-25,16.546
2023-09-26,15.791
2023-09-27,16.124
2023-09-28,16.474
2023-09-29,16.281
2023-09-30,16.281
2023-10-01,16.281
2023-10-02,16.355
2023-10-03,15.723
2023-10-04,15.813
2023-10-05,15.493
2023-10-06,15.978
2023-10-07,15.978
2023-10-08,15.978
2023-10-09,15.978
2023-10-10,16.398
2023-10-11,16.718
2023-10-12,16.35
2023-10-13,15.663
2023-10-14,15.663
2023-10-15,15.663
2023-10-16,16.083
2023-10-17,16.083
2023-10-18,15.715
2023-10-19,15.262
2023-10-20,14.88
2023-10-21,14.88
2023-10-22,14.88
2023-10-23,14.692
2023-10-24,14.957
2023-10-25,14.266
2023-10-26,14.553
2023-10-27,14.681
2023-10-28,14.681
2023-10-29,14.681
2023-10-30,13.042
2023-10-31,13.045
2023-11-01,13.503
2023-11-02,13.951
2023-11-03,14.29
2023-11-04,14.29
2023-11-05,14.29
2023-11-06,13.856
2023-11-07,13.975
2023-11-08,13.86
2023-11-09,13.462
2023-11-10,14.096
2023-11-11,14.096
2023-11-12,14.096
2023-11-13,13.944
2023-11-14,14.636
2023-11-15,14.881
2023-11-16,14.531
2023-11-17,14.651
2023-11-18,14.651
2023-11-19,14.651
2023-11-20,14.787
2023-11-21,14.308
2023-11-22,14.343
2023-11-23,14.343
2023-11-24,14.494
2023-11-25,14.494
2023-11-26,14.494
2023-11-27,14.368
2023-11-28,14.456
2023-11-29,14.983
2023-11-30,14.923
2023-12-01,15.519
2023-12-02,15.519
2023-12-03,15.519
2023-12-04,15.293
2023-12-05,15.121
2023-12-06,15.364
2023-12-07,15.866
2023-12-08,15.929
2023-12-09,15.929
2023-12-10,15.929
2023-12-11,16.611
2023-12-12,16.396
2023-12-13,16.955
2023-12-14,18.032
2023-12-15,17.915
2023-12-16,17.915
2023-12-17,17.915
2023-12-18,17.519
2023-12-19,17.724
2023-12-20,16.978
2023-12-21,17.496
2023-12-22,17.572
2023-12-23,17.572
2023-12-24,17.572
2023-12-25,17.572
2023-12-26,17.877
2023-12-27,17.789
2023-12-28,17.775
2023-12-29,17.471
2023-12-30,17.471
2023-12-31,17.471
2024-01-01,17.471
2024-01-02,17.036
2024-01-03,16.589
2024-01-04,15.918
2024-01-05,15.834
2024-01-06,15.834
2024-01-07,15.834
2024-01-08,16.302
2024-01-09,16.112
2024-01-10,15.828
2024-01-11,15.581
2024-01-12,15.38
2024-01-13,15.38
2024-01-14,15.38
2024-01-15,15.38
2024-01-16,15.449
2024-01-17,15.097
2024-01-18,15.296
2024-01-19,15.431
2024-01-20,15.431
2024-01-21,15.431
2024-01-22,15.707
2024-01-23,16.043
2024-01-24,15.709
2024-01-25,15.213
2024-01-26,15.084
2024-01-27,15.084
2024-01-28,15.084
2024-01-29,15.36
2024-01-30,15.265
2024-01-31,14.962
2024-02-01,14.764
2024-02-02,14.899
2024-02-03,14.899
2024-02-04,14.899
2024-02-05,17.634
2024-02-06,17.778
2024-02-07,17.927
2024-02-08,18.88
2024-02-09,18.901
2024-02-10,18.901
2024-02-11,18.901
2024-02-12,18.929
2024-02-13,18.384
2024-02-14,19.104
2024-02-15,18.858
2024-02-16,18.395
2024-02-17,18.395
2024-02-18,18.395
2024-02-19,18.395
2024-02-20,18.122
2024-02-21,18.157
2024-02-22,18.33
2024-02-23,17.822
2024-02-24,17.822
2024-02-25,17.822
2024-02-26,18.145
2024-02-27,18.005
2024-02-28,17.888
2024-02-29,18.552
2024-03-01,19.074
2024-03-02,19.074
2024-03-03,19.074
2024-03-04,18.778
2024-03-05,18.098
2024-03-06,18.246
2024-03-07,19.502
2024-03-08,18.559
2024-03-09,18.559
2024-03-10,18.559
2024-03-11,19.182
2024-03-12,19.415
2024-03-13,18.78
2024-03-14,18.141
2024-03-15,17.555
2024-03-16,17.555
2024-03-17,17.555
2024-03-18,17.308
2024-03-19,17.36
2024-03-20,17.719
2024-03-21,17.768
2024-03-22,17.51
2024-03-23,17.51
2024-03-24,17.51
2024-03-25,17.243
2024-03-26,17.09
2024-03-27,17.728
2024-03-28,17.29
2024-03-29,17.29
2024-03-30,17.29
2024-03-31,17.29
2024-04-01,17.36
2024-04-02,16.568
2024-04-03,16.627
2024-04-04,16.266
2024-04-05,16.318
2024-04-06,16.318
2024-04-07,16.318
2024-04-08,16.184
