,SUPN US Equity
2023-06-23,23.257
2023-06-24,23.257
2023-06-25,23.257
2023-06-26,20.534
2023-06-27,20.385
2023-06-28,20.378
2023-06-29,20.209
2023-06-30,20.311
2023-07-01,20.311
2023-07-02,20.311
2023-07-03,20.203
2023-07-04,20.203
2023-07-05,19.953
2023-07-06,19.953
2023-07-07,20.027
2023-07-08,20.027
2023-07-09,20.027
2023-07-10,20.155
2023-07-11,20.75
2023-07-12,20.608
2023-07-13,20.466
2023-07-14,20.291
2023-07-15,20.291
2023-07-16,20.291
2023-07-17,19.885
2023-07-18,20.216
2023-07-19,20.486
2023-07-20,20.709
2023-07-21,20.682
2023-07-22,20.682
2023-07-23,20.682
2023-07-24,20.304
2023-07-25,21.784
2023-07-26,21.719
2023-07-27,21.676
2023-07-28,21.885
2023-07-29,21.885
2023-07-30,21.885
2023-07-31,22.079
2023-08-01,22.799
2023-08-02,22.683
2023-08-03,22.914
2023-08-04,23.151
2023-08-05,23.151
2023-08-06,23.151
2023-08-07,23.201
2023-08-08,31.859
2023-08-09,27.579
2023-08-10,28.717
2023-08-11,28.808
2023-08-12,28.808
2023-08-13,28.808
2023-08-14,28.338
2023-08-15,28.762
2023-08-16,27.958
2023-08-17,27.299
2023-08-18,27.977
2023-08-19,27.977
2023-08-20,27.977
2023-08-21,28.356
2023-08-22,28.835
2023-08-23,28.997
2023-08-24,28.6
2023-08-25,28.356
2023-08-26,28.356
2023-08-27,28.356
2023-08-28,28.266
2023-08-29,28.6
2023-08-30,28.88
2023-08-31,28.762
2023-09-01,29.35
2023-09-02,29.35
2023-09-03,29.35
2023-09-04,29.35
2023-09-05,28.69
2023-09-06,28.609
2023-09-07,27.154
2023-09-08,27.633
2023-09-09,27.633
2023-09-10,27.633
2023-09-11,26.902
2023-09-12,27.832
2023-09-13,27.127
2023-09-14,26.45
2023-09-15,26.817
2023-09-16,26.817
2023-09-17,26.817
2023-09-18,25.972
2023-09-19,26.092
2023-09-20,25.376
2023-09-21,25.349
2023-09-22,25.844
2023-09-23,25.844
2023-09-24,25.844
2023-09-25,26.202
2023-09-26,26.798
2023-09-27,26.22
2023-09-28,25.761
2023-09-29,25.294
2023-09-30,25.294
2023-10-01,25.294
2023-10-02,24.881
2023-10-03,24.853
2023-10-04,24.688
2023-10-05,25.101
2023-10-06,25.174
2023-10-07,25.174
2023-10-08,25.174
2023-10-09,25.119
2023-10-10,25.073
2023-10-11,24.826
2023-10-12,23.706
2023-10-13,22.789
2023-10-14,22.789
2023-10-15,22.789
2023-10-16,23.688
2023-10-17,23.807
2023-10-18,23.646
2023-10-19,22.287
2023-10-20,22.784
2023-10-21,22.784
2023-10-22,22.784
2023-10-23,22.268
2023-10-24,22.792
2023-10-25,22.08
2023-10-26,21.576
2023-10-27,22.374
2023-10-28,22.374
2023-10-29,22.374
2023-10-30,22.431
2023-10-31,22.65
2023-11-01,22.707
2023-11-02,22.858
2023-11-03,23.248
2023-11-04,23.248
2023-11-05,23.248
2023-11-06,22.821
2023-11-07,22.659
2023-11-08,20.686
2023-11-09,22.99
2023-11-10,23.439
2023-11-11,23.439
2023-11-12,23.439
2023-11-13,24.037
2023-11-14,24.661
2023-11-15,13.879
2023-11-16,13.534
2023-11-17,13.316
2023-11-18,13.316
2023-11-19,13.316
2023-11-20,13.257
2023-11-21,13.218
2023-11-22,13.306
2023-11-23,13.306
2023-11-24,13.51
2023-11-25,13.51
2023-11-26,13.51
2023-11-27,13.15
2023-11-28,13.092
2023-11-29,13.078
2023-11-30,13.228
2023-12-01,13.388
2023-12-02,13.388
2023-12-03,13.388
2023-12-04,13.646
2023-12-05,13.485
2023-12-06,13.0
2023-12-07,13.238
2023-12-08,13.063
2023-12-09,13.063
2023-12-10,13.063
2023-12-11,12.864
2023-12-12,12.898
2023-12-13,13.379
2023-12-14,13.427
2023-12-15,13.228
2023-12-16,13.228
2023-12-17,13.228
2023-12-18,13.248
2023-12-19,13.646
2023-12-20,13.316
2023-12-21,13.888
2023-12-22,14.189
2023-12-23,14.189
2023-12-24,14.189
2023-12-25,14.189
2023-12-26,14.345
2023-12-27,14.408
2023-12-28,14.286
2023-12-29,14.049
2023-12-30,14.049
2023-12-31,14.049
2024-01-01,14.049
2024-01-02,19.351
2024-01-03,19.407
2024-01-04,19.358
2024-01-05,19.142
2024-01-06,19.142
2024-01-07,19.142
2024-01-08,19.407
2024-01-09,19.763
2024-01-10,19.637
2024-01-11,19.344
2024-01-12,19.707
2024-01-13,19.707
2024-01-14,19.707
2024-01-15,19.707
2024-01-16,19.867
2024-01-17,19.477
2024-01-18,19.204
2024-01-19,19.309
2024-01-20,19.309
2024-01-21,19.309
2024-01-22,19.826
2024-01-23,19.344
2024-01-24,19.588
2024-01-25,21.37
2024-01-26,21.274
2024-01-27,21.274
2024-01-28,21.274
2024-01-29,21.533
2024-01-30,21.0
2024-01-31,20.504
2024-02-01,20.637
2024-02-02,20.496
2024-02-03,20.496
2024-02-04,20.496
2024-02-05,20.23
2024-02-06,20.97
2024-02-07,20.178
2024-02-08,20.667
2024-02-09,20.674
2024-02-10,20.674
2024-02-11,20.674
2024-02-12,21.0
2024-02-13,20.647
2024-02-14,20.99
2024-02-15,21.828
2024-02-16,21.645
2024-02-17,21.645
2024-02-18,21.645
2024-02-19,21.645
2024-02-20,21.363
2024-02-21,21.432
2024-02-22,21.276
2024-02-23,22.133
2024-02-24,22.133
2024-02-25,22.133
2024-02-26,22.468
2024-02-27,25.639
2024-02-28,25.965
2024-02-29,24.812
2024-03-01,25.906
2024-03-02,25.906
2024-03-03,25.906
2024-03-04,25.589
2024-03-05,25.355
2024-03-06,25.99
2024-03-07,25.739
2024-03-08,25.957
2024-03-09,25.957
2024-03-10,25.957
2024-03-11,27.093
2024-03-12,27.502
2024-03-13,28.956
2024-03-14,27.878
2024-03-15,27.552
2024-03-16,27.552
2024-03-17,27.552
2024-03-18,28.563
2024-03-19,29.365
2024-03-20,29.14
2024-03-21,29.382
2024-03-22,28.839
2024-03-23,28.839
2024-03-24,28.839
2024-03-25,27.36
2024-03-26,27.135
2024-03-27,28.187
2024-03-28,28.496
2024-03-29,28.496
2024-03-30,28.496
2024-03-31,28.496
2024-04-01,28.003
2024-04-02,27.711
2024-04-03,28.279
2024-04-04,27.769
2024-04-05,28.028
2024-04-06,28.028
2024-04-07,28.028
2024-04-08,26.257
