,PARAA US Equity
2023-06-23,12.322
2023-06-24,12.322
2023-06-25,12.322
2023-06-26,12.524
2023-06-27,12.781
2023-06-28,12.684
2023-06-29,12.851
2023-06-30,12.899
2023-07-01,12.899
2023-07-02,12.899
2023-07-03,13.274
2023-07-04,13.274
2023-07-05,13.268
2023-07-06,13.521
2023-07-07,13.311
2023-07-08,13.311
2023-07-09,13.311
2023-07-10,13.162
2023-07-11,13.62
2023-07-12,13.533
2023-07-13,13.862
2023-07-14,13.405
2023-07-15,13.405
2023-07-16,13.405
2023-07-17,13.071
2023-07-18,13.472
2023-07-19,13.936
2023-07-20,13.794
2023-07-21,13.592
2023-07-22,13.592
2023-07-23,13.592
2023-07-24,13.682
2023-07-25,13.411
2023-07-26,13.636
2023-07-27,13.418
2023-07-28,13.839
2023-07-29,13.839
2023-07-30,13.839
2023-07-31,14.47
2023-08-01,14.598
2023-08-02,14.162
2023-08-03,13.809
2023-08-04,14.553
2023-08-05,14.553
2023-08-06,14.553
2023-08-07,15.076
2023-08-08,15.48
2023-08-09,14.573
2023-08-10,14.65
2023-08-11,14.497
2023-08-12,14.497
2023-08-13,14.497
2023-08-14,14.5
2023-08-15,14.887
2023-08-16,14.591
2023-08-17,14.054
2023-08-18,14.259
2023-08-19,14.259
2023-08-20,14.259
2023-08-21,14.07
2023-08-22,13.836
2023-08-23,14.299
2023-08-24,14.064
2023-08-25,13.824
2023-08-26,13.824
2023-08-27,13.824
2023-08-28,14.099
2023-08-29,14.257
2023-08-30,14.446
2023-08-31,14.462
2023-09-01,13.256
2023-09-02,13.256
2023-09-03,13.256
2023-09-04,13.256
2023-09-05,13.201
2023-09-06,12.918
2023-09-07,12.768
2023-09-08,13.564
2023-09-09,13.564
2023-09-10,13.564
2023-09-11,13.603
2023-09-12,13.39
2023-09-13,13.209
2023-09-14,13.715
2023-09-15,13.667
2023-09-16,13.667
2023-09-17,13.667
2023-09-18,13.502
2023-09-19,13.407
2023-09-20,13.011
2023-09-21,13.066
2023-09-22,12.472
2023-09-23,12.472
2023-09-24,12.472
2023-09-25,12.401
2023-09-26,12.195
2023-09-27,12.488
2023-09-28,12.457
2023-09-29,12.504
2023-09-30,12.504
2023-10-01,12.504
2023-10-02,12.423
2023-10-03,12.014
2023-10-04,11.916
2023-10-05,11.953
2023-10-06,12.071
2023-10-07,12.071
2023-10-08,12.071
2023-10-09,12.877
2023-10-10,13.492
2023-10-11,13.34
2023-10-12,12.964
2023-10-13,13.123
2023-10-14,13.123
2023-10-15,13.123
2023-10-16,13.484
2023-10-17,13.644
2023-10-18,13.451
2023-10-19,12.965
2023-10-20,12.702
2023-10-21,12.702
2023-10-22,12.702
2023-10-23,12.556
2023-10-24,12.671
2023-10-25,12.343
2023-10-26,12.254
2023-10-27,11.943
2023-10-28,11.943
2023-10-29,11.943
2023-10-30,12.456
2023-10-31,12.533
2023-11-01,12.28
2023-11-02,13.429
2023-11-03,14.889
2023-11-04,14.889
2023-11-05,14.889
2023-11-06,13.527
2023-11-07,13.619
2023-11-08,12.862
2023-11-09,12.999
2023-11-10,13.007
2023-11-11,13.007
2023-11-12,13.007
2023-11-13,12.547
2023-11-14,13.007
2023-11-15,13.594
2023-11-16,13.296
2023-11-17,13.892
2023-11-18,13.892
2023-11-19,13.892
2023-11-20,14.496
2023-11-21,14.152
2023-11-22,14.216
2023-11-23,14.216
2023-11-24,14.327
2023-11-25,14.327
2023-11-26,14.327
2023-11-27,14.081
2023-11-28,13.786
2023-11-29,14.319
2023-11-30,14.081
2023-12-01,15.408
2023-12-02,15.408
2023-12-03,15.408
2023-12-04,15.583
2023-12-05,14.779
2023-12-06,14.74
2023-12-07,14.584
2023-12-08,16.175
2023-12-09,16.175
2023-12-10,16.175
2023-12-11,16.034
2023-12-12,16.043
2023-12-13,16.546
2023-12-14,17.406
2023-12-15,17.054
2023-12-16,17.054
2023-12-17,17.054
2023-12-18,16.854
2023-12-19,17.455
2023-12-20,16.426
2023-12-21,16.896
2023-12-22,17.128
2023-12-23,17.128
2023-12-24,17.128
2023-12-25,17.128
2023-12-26,16.754
2023-12-27,16.472
2023-12-28,16.704
2023-12-29,16.347
2023-12-30,16.347
2023-12-31,16.347
2024-01-01,16.347
2024-01-02,15.948
2024-01-03,15.887
2024-01-04,16.139
2024-01-05,16.39
2024-01-06,16.39
2024-01-07,16.39
2024-01-08,16.54
2024-01-09,16.047
2024-01-10,16.405
2024-01-11,15.895
2024-01-12,15.825
2024-01-13,15.825
2024-01-14,15.825
2024-01-15,15.825
2024-01-16,15.991
2024-01-17,15.744
2024-01-18,15.79
2024-01-19,16.271
2024-01-20,16.271
2024-01-21,16.271
2024-01-22,16.858
2024-01-23,16.728
2024-01-24,16.19
2024-01-25,16.988
2024-01-26,16.885
2024-01-27,16.885
2024-01-28,16.885
2024-01-29,16.911
2024-01-30,16.693
2024-01-31,20.509
2024-02-01,21.09
2024-02-02,20.766
2024-02-03,20.766
2024-02-04,20.766
2024-02-05,19.622
2024-02-06,19.649
2024-02-07,18.339
2024-02-08,18.538
2024-02-09,18.737
2024-02-10,18.737
2024-02-11,18.737
2024-02-12,20.533
2024-02-13,19.784
2024-02-14,19.865
2024-02-15,19.865
2024-02-16,19.621
2024-02-17,19.621
2024-02-18,19.621
2024-02-19,19.621
2024-02-20,18.904
2024-02-21,18.601
2024-02-22,18.209
2024-02-23,18.183
2024-02-24,18.183
2024-02-25,18.183
2024-02-26,18.862
2024-02-27,19.495
2024-02-28,19.366
2024-02-29,19.261
2024-03-01,19.072
2024-03-02,19.072
2024-03-03,19.072
2024-03-04,18.769
2024-03-05,18.246
2024-03-06,18.461
2024-03-07,19.009
2024-03-08,19.148
2024-03-09,19.148
2024-03-10,19.148
2024-03-11,20.124
2024-03-12,20.227
2024-03-13,21.022
2024-03-14,20.774
2024-03-15,21.143
2024-03-16,21.143
2024-03-17,21.143
2024-03-18,20.0
2024-03-19,20.493
2024-03-20,22.288
2024-03-21,20.494
2024-03-22,19.376
2024-03-23,19.376
2024-03-24,19.376
2024-03-25,19.564
2024-03-26,19.364
2024-03-27,20.2
2024-03-28,19.882
2024-03-29,19.882
2024-03-30,19.882
2024-03-31,19.882
2024-04-01,19.379
2024-04-02,19.26
2024-04-03,20.155
2024-04-04,21.134
2024-04-05,21.502
2024-04-06,21.502
2024-04-07,21.502
2024-04-08,22.065
