,KNL US Equity
2023-06-23,61.073
2023-06-24,61.073
2023-06-25,61.073
2023-06-26,61.073
2023-06-27,61.073
2023-06-28,61.073
2023-06-29,61.073
2023-06-30,61.073
2023-07-01,61.073
2023-07-02,61.073
2023-07-03,61.073
2023-07-04,61.073
2023-07-05,61.073
2023-07-06,61.073
2023-07-07,61.073
2023-07-08,61.073
2023-07-09,61.073
2023-07-10,61.073
2023-07-11,61.073
2023-07-12,61.073
2023-07-13,61.073
2023-07-14,61.073
2023-07-15,61.073
2023-07-16,61.073
2023-07-17,61.073
2023-07-18,61.073
2023-07-19,61.073
2023-07-20,61.073
2023-07-21,61.073
2023-07-22,61.073
2023-07-23,61.073
2023-07-24,61.073
2023-07-25,61.073
2023-07-26,61.073
2023-07-27,61.073
2023-07-28,61.073
2023-07-29,61.073
2023-07-30,61.073
2023-07-31,61.073
2023-08-01,61.073
2023-08-02,61.073
2023-08-03,61.073
2023-08-04,61.073
2023-08-05,61.073
2023-08-06,61.073
2023-08-07,61.073
2023-08-08,61.073
2023-08-09,61.073
2023-08-10,61.073
2023-08-11,61.073
2023-08-12,61.073
2023-08-13,61.073
2023-08-14,61.073
2023-08-15,61.073
2023-08-16,61.073
2023-08-17,61.073
2023-08-18,61.073
2023-08-19,61.073
2023-08-20,61.073
2023-08-21,61.073
2023-08-22,61.073
2023-08-23,61.073
2023-08-24,61.073
2023-08-25,61.073
2023-08-26,61.073
2023-08-27,61.073
2023-08-28,61.073
2023-08-29,61.073
2023-08-30,61.073
2023-08-31,61.073
2023-09-01,61.073
2023-09-02,61.073
2023-09-03,61.073
2023-09-04,61.073
2023-09-05,61.073
2023-09-06,61.073
2023-09-07,61.073
2023-09-08,61.073
2023-09-09,61.073
2023-09-10,61.073
2023-09-11,61.073
2023-09-12,61.073
2023-09-13,61.073
2023-09-14,61.073
2023-09-15,61.073
2023-09-16,61.073
2023-09-17,61.073
2023-09-18,61.073
2023-09-19,61.073
2023-09-20,61.073
2023-09-21,61.073
2023-09-22,61.073
2023-09-23,61.073
2023-09-24,61.073
2023-09-25,61.073
2023-09-26,61.073
2023-09-27,61.073
2023-09-28,61.073
2023-09-29,61.073
2023-09-30,61.073
2023-10-01,61.073
2023-10-02,61.073
2023-10-03,61.073
2023-10-04,61.073
2023-10-05,61.073
2023-10-06,61.073
2023-10-07,61.073
2023-10-08,61.073
2023-10-09,61.073
2023-10-10,61.073
2023-10-11,61.073
2023-10-12,61.073
2023-10-13,61.073
2023-10-14,61.073
2023-10-15,61.073
2023-10-16,61.073
2023-10-17,61.073
2023-10-18,61.073
2023-10-19,61.073
2023-10-20,61.073
2023-10-21,61.073
2023-10-22,61.073
2023-10-23,61.073
2023-10-24,61.073
2023-10-25,61.073
2023-10-26,61.073
2023-10-27,61.073
2023-10-28,61.073
2023-10-29,61.073
2023-10-30,61.073
2023-10-31,61.073
2023-11-01,61.073
2023-11-02,61.073
2023-11-03,61.073
2023-11-04,61.073
2023-11-05,61.073
2023-11-06,61.073
2023-11-07,61.073
2023-11-08,61.073
2023-11-09,61.073
2023-11-10,61.073
2023-11-11,61.073
2023-11-12,61.073
2023-11-13,61.073
2023-11-14,61.073
2023-11-15,61.073
2023-11-16,61.073
2023-11-17,61.073
2023-11-18,61.073
2023-11-19,61.073
2023-11-20,61.073
2023-11-21,61.073
2023-11-22,61.073
2023-11-23,61.073
2023-11-24,61.073
2023-11-25,61.073
2023-11-26,61.073
2023-11-27,61.073
2023-11-28,61.073
2023-11-29,61.073
2023-11-30,61.073
2023-12-01,61.073
2023-12-02,61.073
2023-12-03,61.073
2023-12-04,61.073
2023-12-05,61.073
2023-12-06,61.073
2023-12-07,61.073
2023-12-08,61.073
2023-12-09,61.073
2023-12-10,61.073
2023-12-11,61.073
2023-12-12,61.073
2023-12-13,61.073
2023-12-14,61.073
2023-12-15,61.073
2023-12-16,61.073
2023-12-17,61.073
2023-12-18,61.073
2023-12-19,61.073
2023-12-20,61.073
2023-12-21,61.073
2023-12-22,61.073
2023-12-23,61.073
2023-12-24,61.073
2023-12-25,61.073
2023-12-26,61.073
2023-12-27,61.073
2023-12-28,61.073
2023-12-29,61.073
2023-12-30,61.073
2023-12-31,61.073
2024-01-01,61.073
2024-01-02,61.073
2024-01-03,61.073
2024-01-04,61.073
2024-01-05,61.073
2024-01-06,61.073
2024-01-07,61.073
2024-01-08,61.073
2024-01-09,61.073
2024-01-10,61.073
2024-01-11,61.073
2024-01-12,61.073
2024-01-13,61.073
2024-01-14,61.073
2024-01-15,61.073
2024-01-16,61.073
2024-01-17,61.073
2024-01-18,61.073
2024-01-19,61.073
2024-01-20,61.073
2024-01-21,61.073
2024-01-22,61.073
2024-01-23,61.073
2024-01-24,61.073
2024-01-25,61.073
2024-01-26,61.073
2024-01-27,61.073
2024-01-28,61.073
2024-01-29,61.073
2024-01-30,61.073
2024-01-31,61.073
2024-02-01,61.073
2024-02-02,61.073
2024-02-03,61.073
2024-02-04,61.073
2024-02-05,61.073
2024-02-06,61.073
2024-02-07,61.073
2024-02-08,61.073
2024-02-09,61.073
2024-02-10,61.073
2024-02-11,61.073
2024-02-12,61.073
2024-02-13,61.073
2024-02-14,61.073
2024-02-15,61.073
2024-02-16,61.073
2024-02-17,61.073
2024-02-18,61.073
2024-02-19,61.073
2024-02-20,61.073
2024-02-21,61.073
2024-02-22,61.073
2024-02-23,61.073
2024-02-24,61.073
2024-02-25,61.073
2024-02-26,61.073
2024-02-27,61.073
2024-02-28,61.073
2024-02-29,61.073
2024-03-01,61.073
2024-03-02,61.073
2024-03-03,61.073
2024-03-04,61.073
2024-03-05,61.073
2024-03-06,61.073
2024-03-07,61.073
2024-03-08,61.073
2024-03-09,61.073
2024-03-10,61.073
2024-03-11,61.073
2024-03-12,61.073
2024-03-13,61.073
2024-03-14,61.073
2024-03-15,61.073
2024-03-16,61.073
2024-03-17,61.073
2024-03-18,61.073
2024-03-19,61.073
2024-03-20,61.073
2024-03-21,61.073
2024-03-22,61.073
2024-03-23,61.073
2024-03-24,61.073
2024-03-25,61.073
2024-03-26,61.073
2024-03-27,61.073
2024-03-28,61.073
2024-03-29,61.073
2024-03-30,61.073
2024-03-31,61.073
2024-04-01,61.073
2024-04-02,61.073
2024-04-03,61.073
2024-04-04,61.073
2024-04-05,61.073
2024-04-06,61.073
2024-04-07,61.073
2024-04-08,61.073
