,MAT US Equity
2023-06-23,12.251
2023-06-24,12.251
2023-06-25,12.251
2023-06-26,12.298
2023-06-27,12.508
2023-06-28,12.868
2023-06-29,13.017
2023-06-30,13.448
2023-07-01,13.448
2023-07-02,13.448
2023-07-03,13.792
2023-07-04,13.792
2023-07-05,13.765
2023-07-06,13.703
2023-07-07,14.095
2023-07-08,14.095
2023-07-09,14.095
2023-07-10,14.446
2023-07-11,14.852
2023-07-12,15.024
2023-07-13,15.017
2023-07-14,14.756
2023-07-15,14.756
2023-07-16,14.756
2023-07-17,14.79
2023-07-18,14.363
2023-07-19,14.48
2023-07-20,14.559
2023-07-21,14.497
2023-07-22,14.497
2023-07-23,14.497
2023-07-24,14.764
2023-07-25,14.49
2023-07-26,14.425
2023-07-27,14.41
2023-07-28,14.064
2023-07-29,14.064
2023-07-30,14.064
2023-07-31,14.392
2023-08-01,14.372
2023-08-02,14.358
2023-08-03,13.851
2023-08-04,13.818
2023-08-05,13.818
2023-08-06,13.818
2023-08-07,14.378
2023-08-08,14.48
2023-08-09,14.645
2023-08-10,14.577
2023-08-11,14.624
2023-08-12,14.624
2023-08-13,14.624
2023-08-14,14.705
2023-08-15,14.387
2023-08-16,14.32
2023-08-17,14.112
2023-08-18,14.065
2023-08-19,14.065
2023-08-20,14.065
2023-08-21,14.289
2023-08-22,14.411
2023-08-23,14.607
2023-08-24,14.411
2023-08-25,14.81
2023-08-26,14.81
2023-08-27,14.81
2023-08-28,14.783
2023-08-29,14.831
2023-08-30,15.007
2023-08-31,15.014
2023-09-01,15.091
2023-09-02,15.091
2023-09-03,15.091
2023-09-04,15.091
2023-09-05,15.044
2023-09-06,15.078
2023-09-07,14.571
2023-09-08,14.544
2023-09-09,14.544
2023-09-10,14.544
2023-09-11,14.408
2023-09-12,14.51
2023-09-13,14.584
2023-09-14,14.361
2023-09-15,14.246
2023-09-16,14.246
2023-09-17,14.246
2023-09-18,14.49
2023-09-19,14.469
2023-09-20,14.469
2023-09-21,14.557
2023-09-22,14.53
2023-09-23,14.53
2023-09-24,14.53
2023-09-25,14.598
2023-09-26,14.348
2023-09-27,14.668
2023-09-28,14.856
2023-09-29,14.795
2023-09-30,14.795
2023-10-01,14.795
2023-10-02,14.627
2023-10-03,14.325
2023-10-04,14.352
2023-10-05,13.922
2023-10-06,13.868
2023-10-07,13.868
2023-10-08,13.868
2023-10-09,14.003
2023-10-10,14.09
2023-10-11,14.043
2023-10-12,13.492
2023-10-13,13.58
2023-10-14,13.58
2023-10-15,13.58
2023-10-16,13.788
2023-10-17,14.372
2023-10-18,14.226
2023-10-19,14.016
2023-10-20,13.769
2023-10-21,13.769
2023-10-22,13.769
2023-10-23,13.363
2023-10-24,13.619
2023-10-25,13.606
2023-10-26,12.957
2023-10-27,12.852
2023-10-28,12.852
2023-10-29,12.852
2023-10-30,13.089
2023-10-31,13.399
2023-11-01,13.574
2023-11-02,13.659
2023-11-03,13.666
2023-11-04,13.666
2023-11-05,13.666
2023-11-06,13.533
2023-11-07,13.49
2023-11-08,13.392
2023-11-09,13.16
2023-11-10,13.012
2023-11-11,13.012
2023-11-12,13.012
2023-11-13,12.836
2023-11-14,13.223
2023-11-15,13.483
2023-11-16,13.308
2023-11-17,13.188
2023-11-18,13.188
2023-11-19,13.188
2023-11-20,12.949
2023-11-21,12.801
2023-11-22,13.054
2023-11-23,13.054
2023-11-24,13.209
2023-11-25,13.209
2023-11-26,13.209
2023-11-27,13.167
2023-11-28,13.315
2023-11-29,13.483
2023-11-30,13.371
2023-12-01,13.709
2023-12-02,13.709
2023-12-03,13.709
2023-12-04,13.723
2023-12-05,13.3
2023-12-06,13.35
2023-12-07,13.441
2023-12-08,13.3
2023-12-09,13.3
2023-12-10,13.3
2023-12-11,13.308
2023-12-12,13.082
2023-12-13,13.371
2023-12-14,13.427
2023-12-15,13.392
2023-12-16,13.392
2023-12-17,13.392
2023-12-18,13.624
2023-12-19,13.575
2023-12-20,13.209
2023-12-21,13.406
2023-12-22,13.455
2023-12-23,13.455
2023-12-24,13.455
2023-12-25,13.455
2023-12-26,13.441
2023-12-27,13.364
2023-12-28,13.462
2023-12-29,13.286
2023-12-30,13.286
2023-12-31,13.286
2024-01-01,13.286
2024-01-02,13.209
2024-01-03,13.016
2024-01-04,12.931
2024-01-05,12.903
2024-01-06,12.903
2024-01-07,12.903
2024-01-08,13.13
2024-01-09,12.951
2024-01-10,13.064
2024-01-11,12.944
2024-01-12,12.916
2024-01-13,12.916
2024-01-14,12.916
2024-01-15,12.916
2024-01-16,12.654
2024-01-17,12.471
2024-01-18,12.658
2024-01-19,12.801
2024-01-20,12.801
2024-01-21,12.801
2024-01-22,12.744
2024-01-23,12.904
2024-01-24,12.918
2024-01-25,13.106
2024-01-26,13.287
2024-01-27,13.287
2024-01-28,13.287
2024-01-29,13.266
2024-01-30,13.15
2024-01-31,12.954
2024-02-01,13.23
2024-02-02,13.773
2024-02-03,13.773
2024-02-04,13.773
2024-02-05,13.462
2024-02-06,13.499
2024-02-07,13.7
2024-02-08,13.508
2024-02-09,13.522
2024-02-10,13.522
2024-02-11,13.522
2024-02-12,13.693
2024-02-13,13.457
2024-02-14,13.779
2024-02-15,13.586
2024-02-16,13.75
2024-02-17,13.75
2024-02-18,13.75
2024-02-19,13.75
2024-02-20,13.974
2024-02-21,14.205
2024-02-22,14.249
2024-02-23,14.184
2024-02-24,14.184
2024-02-25,14.184
2024-02-26,14.061
2024-02-27,14.169
2024-02-28,14.205
2024-02-29,14.214
2024-03-01,14.084
2024-03-02,14.084
2024-03-03,14.084
2024-03-04,13.954
2024-03-05,13.968
2024-03-06,13.99
2024-03-07,14.105
2024-03-08,14.248
2024-03-09,14.248
2024-03-10,14.248
2024-03-11,14.485
2024-03-12,14.593
2024-03-13,14.543
2024-03-14,13.873
2024-03-15,13.801
2024-03-16,13.801
2024-03-17,13.801
2024-03-18,13.924
2024-03-19,14.32
2024-03-20,14.068
2024-03-21,14.19
2024-03-22,13.996
2024-03-23,13.996
2024-03-24,13.996
2024-03-25,13.931
2024-03-26,13.967
2024-03-27,14.226
2024-03-28,14.262
2024-03-29,14.262
2024-03-30,14.262
2024-03-31,14.262
2024-04-01,14.168
2024-04-02,14.125
2024-04-03,13.952
2024-04-04,14.046
2024-04-05,13.902
2024-04-06,13.902
2024-04-07,13.902
2024-04-08,13.931
