,MKC US Equity
2023-06-23,31.511
2023-06-24,31.511
2023-06-25,31.511
2023-06-26,31.343
2023-06-27,31.34
2023-06-28,30.87
2023-06-29,29.086
2023-06-30,29.127
2023-07-01,29.127
2023-07-02,29.127
2023-07-03,29.441
2023-07-04,29.441
2023-07-05,29.113
2023-07-06,28.678
2023-07-07,28.459
2023-07-08,28.459
2023-07-09,28.459
2023-07-10,28.006
2023-07-11,28.073
2023-07-12,28.554
2023-07-13,28.641
2023-07-14,28.829
2023-07-15,28.829
2023-07-16,28.829
2023-07-17,28.822
2023-07-18,28.715
2023-07-19,28.927
2023-07-20,29.431
2023-07-21,29.622
2023-07-22,29.622
2023-07-23,29.622
2023-07-24,29.827
2023-07-25,30.18
2023-07-26,30.217
2023-07-27,30.096
2023-07-28,30.184
2023-07-29,30.184
2023-07-30,30.184
2023-07-31,30.066
2023-08-01,29.585
2023-08-02,29.666
2023-08-03,29.626
2023-08-04,29.347
2023-08-05,29.347
2023-08-06,29.347
2023-08-07,29.381
2023-08-08,28.764
2023-08-09,29.163
2023-08-10,28.884
2023-08-11,28.982
2023-08-12,28.982
2023-08-13,28.982
2023-08-14,29.116
2023-08-15,28.797
2023-08-16,28.77
2023-08-17,28.532
2023-08-18,28.492
2023-08-19,28.492
2023-08-20,28.492
2023-08-21,28.024
2023-08-22,27.585
2023-08-23,27.351
2023-08-24,27.13
2023-08-25,27.294
2023-08-26,27.294
2023-08-27,27.294
2023-08-28,27.468
2023-08-29,27.736
2023-08-30,27.776
2023-08-31,27.448
2023-09-01,26.906
2023-09-02,26.906
2023-09-03,26.906
2023-09-04,26.906
2023-09-05,26.916
2023-09-06,26.786
2023-09-07,26.793
2023-09-08,26.987
2023-09-09,26.987
2023-09-10,26.987
2023-09-11,27.394
2023-09-12,27.052
2023-09-13,26.754
2023-09-14,26.935
2023-09-15,26.737
2023-09-16,26.737
2023-09-17,26.737
2023-09-18,26.78
2023-09-19,26.378
2023-09-20,26.325
2023-09-21,25.939
2023-09-22,25.573
2023-09-23,25.573
2023-09-24,25.573
2023-09-25,25.251
2023-09-26,25.198
2023-09-27,24.734
2023-09-28,24.921
2023-09-29,25.252
2023-09-30,25.252
2023-10-01,25.252
2023-10-02,24.944
2023-10-03,22.959
2023-10-04,23.01
2023-10-05,21.994
2023-10-06,21.842
2023-10-07,21.842
2023-10-08,21.842
2023-10-09,21.371
2023-10-10,21.388
2023-10-11,20.986
2023-10-12,20.153
2023-10-13,20.637
2023-10-14,20.637
2023-10-15,20.637
2023-10-16,20.982
2023-10-17,21.105
2023-10-18,20.883
2023-10-19,20.484
2023-10-20,20.389
2023-10-21,20.389
2023-10-22,20.389
2023-10-23,20.757
2023-10-24,21.255
2023-10-25,21.995
2023-10-26,22.012
2023-10-27,21.517
2023-10-28,21.517
2023-10-29,21.517
2023-10-30,21.79
2023-10-31,21.831
2023-11-01,21.903
2023-11-02,22.145
2023-11-03,22.193
2023-11-04,22.193
2023-11-05,22.193
2023-11-06,22.108
2023-11-07,22.128
2023-11-08,22.309
2023-11-09,22.053
2023-11-10,22.183
2023-11-11,22.183
2023-11-12,22.183
2023-11-13,22.172
2023-11-14,22.584
2023-11-15,22.434
2023-11-16,22.492
2023-11-17,22.601
2023-11-18,22.601
2023-11-19,22.601
2023-11-20,22.353
2023-11-21,22.267
2023-11-22,22.53
2023-11-23,22.53
2023-11-24,22.629
2023-11-25,22.629
2023-11-26,22.629
2023-11-27,22.118
2023-11-28,22.141
2023-11-29,21.893
2023-11-30,22.08
2023-12-01,22.475
2023-12-02,22.475
2023-12-03,22.475
2023-12-04,22.748
2023-12-05,22.7
2023-12-06,23.068
2023-12-07,23.068
2023-12-08,22.85
2023-12-09,22.85
2023-12-10,22.85
2023-12-11,23.109
2023-12-12,23.051
2023-12-13,23.769
2023-12-14,23.255
2023-12-15,22.778
2023-12-16,22.778
2023-12-17,22.778
2023-12-18,23.061
2023-12-19,23.231
2023-12-20,22.799
2023-12-21,23.116
2023-12-22,23.116
2023-12-23,23.116
2023-12-24,23.116
2023-12-25,23.116
2023-12-26,23.214
2023-12-27,23.231
2023-12-28,23.439
2023-12-29,23.504
2023-12-30,23.504
2023-12-31,23.504
2024-01-01,23.504
2024-01-02,23.889
2024-01-03,23.689
2024-01-04,23.377
2024-01-05,23.099
2024-01-06,23.099
2024-01-07,23.099
2024-01-08,23.124
2024-01-09,23.273
2024-01-10,22.908
2024-01-11,22.718
2024-01-12,22.935
2024-01-13,22.935
2024-01-14,22.935
2024-01-15,22.935
2024-01-16,22.531
2024-01-17,22.476
2024-01-18,22.496
2024-01-19,22.534
2024-01-20,22.534
2024-01-21,22.534
2024-01-22,22.404
2024-01-23,23.163
2024-01-24,22.834
2024-01-25,23.913
2024-01-26,24.131
2024-01-27,24.131
2024-01-28,24.131
2024-01-29,23.956
2024-01-30,24.18
2024-01-31,23.826
2024-02-01,24.011
2024-02-02,23.658
2024-02-03,23.658
2024-02-04,23.658
2024-02-05,23.019
2024-02-06,23.504
2024-02-07,23.003
2024-02-08,23.073
2024-02-09,22.711
2024-02-10,22.711
2024-02-11,22.711
2024-02-12,23.21
2024-02-13,22.957
2024-02-14,22.83
2024-02-15,23.027
2024-02-16,23.238
2024-02-17,23.238
2024-02-18,23.238
2024-02-19,23.238
2024-02-20,23.909
2024-02-21,23.723
2024-02-22,23.814
2024-02-23,23.916
2024-02-24,23.916
2024-02-25,23.916
2024-02-26,23.846
2024-02-27,23.832
2024-02-28,23.793
2024-02-29,24.19
2024-03-01,23.821
2024-03-02,23.821
2024-03-03,23.821
2024-03-04,24.056
2024-03-05,24.204
2024-03-06,23.997
2024-03-07,24.025
2024-03-08,24.091
2024-03-09,24.091
2024-03-10,24.091
2024-03-11,24.552
2024-03-12,24.234
2024-03-13,24.132
2024-03-14,23.889
2024-03-15,23.964
2024-03-16,23.964
2024-03-17,23.964
2024-03-18,23.947
2024-03-19,24.397
2024-03-20,24.161
2024-03-21,24.425
2024-03-22,24.618
2024-03-23,24.618
2024-03-24,24.618
2024-03-25,24.587
2024-03-26,26.889
2024-03-27,26.373
2024-03-28,26.644
2024-03-29,26.644
2024-03-30,26.644
2024-03-31,26.644
2024-04-01,26.652
2024-04-02,27.112
2024-04-03,26.413
2024-04-04,26.468
2024-04-05,26.287
2024-04-06,26.287
2024-04-07,26.287
2024-04-08,26.37
