,JPM US Equity,JPM US Equity,JPM US Equity,JPM US Equity,JPM US Equity
2021-03-02,137.1576,138.7113,136.9383,137.0937,14221724.0
2021-03-03,138.2086,141.6357,137.8385,139.744,14324103.0
2021-03-04,139.4698,141.0861,135.8235,137.5963,20093905.0
2021-03-05,140.0227,140.274,135.2293,137.9162,18465108.0
2021-03-06,140.0227,140.274,135.2293,137.9162,18465108.0
2021-03-07,140.0227,140.274,135.2293,137.9162,18465108.0
2021-03-08,139.3419,142.0744,137.77,139.744,17133270.0
2021-03-09,138.4554,140.9686,136.92,138.757,16238763.0
2021-03-10,138.8301,142.7141,138.4645,141.7728,14342237.0
2021-03-11,140.8407,142.705,140.1552,141.0326,11771478.0
2021-03-12,143.3539,144.0576,141.7181,142.705,12849532.0
2021-03-13,143.3539,144.0576,141.7181,142.705,12849532.0
2021-03-14,143.3539,144.0576,141.7181,142.705,12849532.0
2021-03-15,142.8878,143.4087,140.7036,141.9922,12103264.0
2021-03-16,140.8224,141.2885,139.086,140.2923,12805565.0
2021-03-17,141.9647,143.3721,139.8719,141.7363,13952375.0
2021-03-18,144.0302,147.768,143.5823,144.0758,21898467.0
2021-03-19,142.1201,142.5131,138.1721,141.782,54418832.0
2021-03-20,142.1201,142.5131,138.1721,141.782,54418832.0
2021-03-21,142.1201,142.5131,138.1721,141.782,54418832.0
2021-03-22,139.6434,140.7127,137.642,137.971,19944845.0
2021-03-23,137.3861,139.022,136.1341,136.591,17076304.0
2021-03-24,137.0845,139.9907,136.9566,137.6512,13079793.0
2021-03-25,137.0845,139.7988,136.4722,139.415,15608340.0
2021-03-26,141.0143,142.0653,139.415,141.7363,16754402.0
2021-03-27,141.0143,142.0653,139.415,141.7363,16754402.0
2021-03-28,141.0143,142.0653,139.415,141.7363,16754402.0
2021-03-29,139.0221,140.4912,138.035,139.5338,17570343.0
2021-03-30,141.1605,142.4491,140.6305,141.1788,13184306.0
2021-03-31,140.0821,141.1879,139.022,139.1225,16736681.0
2021-04-01,138.8209,140.5482,138.5011,140.4751,16561508.0
2021-04-02,138.8209,140.5482,138.5011,140.4751,16561508.0
2021-04-03,138.8209,140.5482,138.5011,140.4751,16561508.0
2021-04-04,138.8209,140.5482,138.5011,140.4751,16561508.0
2021-04-05,141.9367,142.4331,140.282,141.2197,13507979.0
2021-04-06,140.4567,141.8264,139.6018,140.2269,13071554.0
2021-04-07,140.7417,142.6997,140.328,142.4239,16903523.0
2021-04-08,141.569,142.9525,140.0154,142.5986,12335512.0
2021-04-09,143.2329,144.3655,142.4607,143.665,12122400.0
2021-04-10,143.2329,144.3655,142.4607,143.665,12122400.0
2021-04-11,143.2329,144.3655,142.4607,143.665,12122400.0
2021-04-12,143.0215,144.5567,143.0123,143.3616,12273355.0
2021-04-13,142.2585,142.6721,140.1257,141.6517,16113557.0
2021-04-14,139.2432,141.4127,138.7468,139.0042,19939592.0
2021-04-15,139.041,139.9143,137.2668,139.8867,17694125.0
2021-04-16,141.4495,142.0378,140.3648,140.9255,13773412.0
2021-04-17,141.4495,142.0378,140.3648,140.9255,13773412.0
2021-04-18,141.4495,142.0378,140.3648,140.9255,13773412.0
2021-04-19,141.0358,141.4587,139.9327,140.328,11900220.0
2021-04-20,139.4914,139.5006,136.6509,137.2208,13716678.0
2021-04-21,135.8603,138.4527,134.941,138.3883,12236674.0
2021-04-22,138.1033,138.1677,135.3731,135.4742,15256117.0
2021-04-23,135.2995,138.9307,134.8445,138.0666,14043086.0
2021-04-24,135.2995,138.9307,134.8445,138.0666,14043086.0
2021-04-25,135.2995,138.9307,134.8445,138.0666,14043086.0
2021-04-26,138.6089,140.1533,138.2412,138.4067,10799065.0
2021-04-27,138.3515,139.3352,137.993,139.041,12821182.0
2021-04-28,140.1257,140.5486,139.1789,139.9419,8943653.0
2021-04-29,141.1461,142.7457,140.8336,142.663,12976866.0
2021-04-30,141.6609,142.0195,140.6589,141.3943,11705065.0
2021-05-01,141.6609,142.0195,140.6589,141.3943,11705065.0
2021-05-02,141.6609,142.0195,140.6589,141.3943,11705065.0
2021-05-03,142.3504,142.9295,140.7692,140.9807,11801108.0
2021-05-04,140.5302,143.0766,139.8592,142.9295,12977673.0
2021-05-05,143.4076,145.5035,142.1482,144.8049,10506673.0
2021-05-06,145.3105,147.8431,144.4739,147.719,13542406.0
2021-05-07,144.5291,148.4636,144.3452,148.2246,14257828.0
2021-05-08,144.5291,148.4636,144.3452,148.2246,14257828.0
2021-05-09,144.5291,148.4636,144.3452,148.2246,14257828.0
2021-05-10,148.4636,150.5136,148.1143,148.2062,14014332.0
2021-05-11,148.0775,149.2818,145.2829,145.7425,15451666.0
2021-05-12,146.7262,147.8017,144.3544,144.7405,14381733.0
2021-05-13,145.4116,149.3323,144.952,148.4636,15397363.0
2021-05-14,149.2818,151.1755,148.9141,150.771,10583975.0
2021-05-15,149.2818,151.1755,148.9141,150.771,10583975.0
2021-05-16,149.2818,151.1755,148.9141,150.771,10583975.0
2021-05-17,150.1827,151.5432,149.8701,151.3777,9886843.0
2021-05-18,151.3869,152.1407,149.1439,149.245,11098117.0
2021-05-19,148.004,148.1694,145.8345,148.1051,13278895.0
2021-05-20,147.8477,148.7945,146.6434,147.8477,10426014.0
2021-05-21,148.3165,150.0475,147.9488,149.53,10248994.0
2021-05-22,148.3165,150.0475,147.9488,149.53,10248994.0
2021-05-23,148.3165,150.0475,147.9488,149.53,10248994.0
2021-05-24,150.1735,150.9686,149.0325,150.3389,9440290.0
2021-05-25,150.6239,152.3246,148.5188,148.7854,12609084.0
2021-05-26,150.3665,150.5228,148.2843,148.767,13058340.0
2021-05-27,150.7158,151.4513,149.4472,151.0836,15707512.0
2021-05-28,151.3869,151.6259,150.0815,150.9824,10294700.0
2021-05-29,151.3869,151.6259,150.0815,150.9824,10294700.0
2021-05-30,151.3869,151.6259,150.0815,150.9824,10294700.0
2021-05-31,151.3869,151.6259,150.0815,150.9824,10294700.0
2021-06-01,152.4809,153.4369,152.1223,152.6463,9445366.0
2021-06-02,153.7587,153.9241,152.1683,152.6555,10498568.0
2021-06-03,152.058,153.7449,151.3694,152.7566,13354653.0
2021-06-04,152.7934,153.2163,151.7087,153.0048,8510831.0
2021-06-05,152.7934,153.2163,151.7087,153.0048,8510831.0
2021-06-06,152.7934,153.2163,151.7087,153.0048,8510831.0
2021-06-07,153.5196,153.6116,151.8098,152.2878,7267196.0
2021-06-08,151.2123,152.3797,149.9913,151.6811,10370719.0
2021-06-09,150.8905,150.964,149.1806,149.7874,12377367.0
2021-06-10,151.0927,151.9017,147.3697,147.4524,12119419.0
2021-06-11,147.48,148.1869,146.2206,147.3513,13683774.0
2021-06-12,147.48,148.1869,146.2206,147.3513,13683774.0
2021-06-13,147.48,148.1869,146.2206,147.3513,13683774.0
2021-06-14,147.2226,147.3881,144.0097,144.8508,19917855.0
2021-06-15,144.0511,144.2533,141.6885,142.6538,24485479.0
2021-06-16,142.2401,144.8968,140.7509,143.6558,25321233.0
2021-06-17,144.4188,144.7497,139.041,139.5098,29722421.0
2021-06-18,137.2484,137.6161,135.6489,135.9798,43595659.0
2021-06-19,137.2484,137.6161,135.6489,135.9798,43595659.0
2021-06-20,137.2484,137.6161,135.6489,135.9798,43595659.0
2021-06-21,137.0462,138.9969,136.9911,138.2872,18664796.0
2021-06-22,138.4435,138.7836,136.6601,138.0849,14251160.0
2021-06-23,138.0758,139.7672,137.9746,138.9215,12733326.0
2021-06-24,139.6569,140.76,139.0134,140.1993,13733186.0
2021-06-25,140.2728,142.0241,139.4258,141.615,15484922.0
2021-06-26,140.2728,142.0241,139.4258,141.615,15484922.0
2021-06-27,140.2728,142.0241,139.4258,141.615,15484922.0
2021-06-28,141.2932,142.0103,139.841,141.8724,14125837.0
2021-06-29,142.4883,143.6925,141.2105,141.6977,14528708.0
2021-06-30,141.3392,143.4811,141.3021,142.9847,12530993.0
2021-07-01,143.6466,144.4555,142.8698,144.4004,10479389.0
2021-07-02,144.1878,144.5299,143.4204,144.2618,11431349.0
2021-07-03,144.1878,144.5299,143.4204,144.2618,11431349.0
2021-07-04,144.1878,144.5299,143.4204,144.2618,11431349.0
2021-07-05,144.1878,144.5299,143.4204,144.2618,11431349.0
2021-07-06,144.0306,144.0306,140.8547,141.8394,15083360.0
2021-07-07,140.545,142.6464,140.1197,142.0058,12271789.0
2021-07-08,140.1751,141.0257,138.7236,139.5557,17834574.0
2021-07-09,141.5065,144.3727,141.072,144.0214,13694523.0
2021-07-10,141.5065,144.3727,141.072,144.0214,13694523.0
2021-07-11,141.5065,144.3727,141.072,144.0214,13694523.0
2021-07-12,142.7085,147.1568,142.3294,146.0832,19940363.0
2021-07-13,144.2803,145.5192,141.9227,143.9104,22671744.0
2021-07-14,144.1878,145.4175,141.4141,143.4204,14622833.0
2021-07-15,142.2924,144.7241,142.1075,143.7348,11539263.0
2021-07-16,144.197,144.4929,139.6296,140.4525,14002741.0
2021-07-17,144.197,144.4929,139.6296,140.4525,14002741.0
2021-07-18,144.197,144.4929,139.6296,140.4525,14002741.0
2021-07-19,137.3459,138.5229,134.7201,135.8851,22172865.0
2021-07-20,135.469,139.7221,135.2913,138.4184,15385158.0
2021-07-21,140.582,142.0613,139.944,141.3309,12356686.0
2021-07-22,141.3494,141.8671,138.6588,139.5464,9913322.0
2021-07-23,140.0549,141.3124,138.9177,139.2783,9666101.0
2021-07-24,140.0549,141.3124,138.9177,139.2783,9666101.0
2021-07-25,140.0549,141.3124,138.9177,139.2783,9666101.0
2021-07-26,138.8622,140.4987,138.8437,140.2121,8207990.0
2021-07-27,139.0564,140.9888,138.5017,140.0272,11218727.0
2021-07-28,140.8039,141.2476,139.5002,140.2584,9217294.0
2021-07-29,141.5897,142.2647,140.4525,141.4603,9063531.0
2021-07-30,141.072,142.0798,139.7961,140.3323,9805241.0
2021-07-31,141.072,142.0798,139.7961,140.3323,9805241.0
2021-08-01,141.072,142.0798,139.7961,140.3323,9805241.0
2021-08-02,140.5635,142.8009,139.6759,139.7683,10203157.0
2021-08-03,140.4895,141.7562,138.2428,141.3586,10394804.0
2021-08-04,139.8423,141.8024,139.5279,139.833,10154973.0
2021-08-05,140.7946,142.0983,140.545,141.599,9151499.0
2021-08-06,143.4851,145.9168,143.4112,145.6209,13328750.0
2021-08-07,143.4851,145.9168,143.4112,145.6209,13328750.0
2021-08-08,143.4851,145.9168,143.4112,145.6209,13328750.0
2021-08-09,145.6394,146.5917,144.1416,145.4637,9516867.0
2021-08-10,144.9182,147.9092,144.5207,147.2482,8666998.0
2021-08-11,147.9323,149.3192,147.0817,149.0048,9156458.0
2021-08-12,149.6705,150.1236,148.4445,149.5873,8849610.0
2021-08-13,149.5873,149.9294,147.5348,147.9138,8980903.0
2021-08-14,149.5873,149.9294,147.5348,147.9138,8980903.0
2021-08-15,149.5873,149.9294,147.5348,147.9138,8980903.0
2021-08-16,146.9523,147.0355,144.9552,146.943,8759767.0
2021-08-17,145.6856,146.8783,143.5591,145.1679,9347213.0
2021-08-18,144.5207,146.0924,143.6238,143.8457,8065493.0
2021-08-19,141.6082,143.8272,141.4695,142.6438,9517737.0
2021-08-20,142.7085,143.217,141.6082,143.0506,6974102.0
2021-08-21,142.7085,143.217,141.6082,143.0506,6974102.0
2021-08-22,142.7085,143.217,141.6082,143.0506,6974102.0
2021-08-23,143.6146,145.2418,143.5314,144.8812,7934587.0
2021-08-24,145.1586,146.5917,145.0384,145.7781,7670925.0
2021-08-25,146.5547,149.5781,145.8983,148.783,11335040.0
2021-08-26,150.0219,151.4735,148.9956,149.5504,11027451.0
2021-08-27,149.5504,150.854,149.0973,150.7523,8780185.0
2021-08-28,149.5504,150.854,149.0973,150.7523,8780185.0
2021-08-29,149.5504,150.854,149.0973,150.7523,8780185.0
2021-08-30,150.9002,151.1591,147.8215,148.3392,7937561.0
2021-08-31,148.3392,149.199,147.3314,147.8861,12340838.0
2021-09-01,148.1357,148.635,146.98,147.6735,8729920.0
2021-09-02,147.9508,149.4209,147.4053,148.3576,8815634.0
2021-09-03,148.2929,148.7552,147.1418,147.4608,7961223.0
2021-09-04,148.2929,148.7552,147.1418,147.4608,7961223.0
2021-09-05,148.2929,148.7552,147.1418,147.4608,7961223.0
2021-09-06,148.2929,148.7552,147.1418,147.4608,7961223.0
2021-09-07,147.9231,149.2096,146.9708,147.2019,9290968.0
2021-09-08,146.9061,147.544,146.1202,146.5455,7852678.0
2021-09-09,146.3328,148.7021,146.1572,147.1834,7904256.0
2021-09-10,148.4501,148.5974,145.362,145.4915,8311551.0
2021-09-11,148.4501,148.5974,145.362,145.4915,8311551.0
2021-09-12,148.4501,148.5974,145.362,145.4915,8311551.0
2021-09-13,146.5732,147.9786,146.1479,147.8029,10052807.0
2021-09-14,148.3484,149.1713,144.4744,145.2233,11685606.0
2021-09-15,144.8997,146.7211,144.6686,146.2311,11691485.0
2021-09-16,147.3868,148.7229,145.362,146.1664,10880895.0
2021-09-17,145.5099,147.017,145.1586,145.7873,25608018.0
2021-09-18,145.5099,147.017,145.1586,145.7873,25608018.0
2021-09-19,145.5099,147.017,145.1586,145.7873,25608018.0
2021-09-20,142.2832,142.9026,139.1396,141.4233,15819905.0
2021-09-21,141.9503,142.8934,141.0696,141.4418,8999860.0
2021-09-22,143.4944,145.3898,143.4019,144.1508,11236150.0
2021-09-23,146.0832,149.5134,145.7781,149.0233,12336136.0
2021-09-24,149.2637,151.2516,148.6905,150.7431,10102432.0
2021-09-25,149.2637,151.2516,148.6905,150.7431,10102432.0
2021-09-26,149.2637,151.2516,148.6905,150.7431,10102432.0
2021-09-27,152.5552,154.7742,152.1946,154.3859,13220871.0
2021-09-28,155.0516,156.5309,153.1654,153.5538,13387886.0
2021-09-29,153.674,154.3119,152.5922,153.4336,7777078.0
2021-09-30,154.3304,154.3951,150.5119,151.344,13168016.0
2021-10-01,151.6306,155.6063,151.2608,154.5246,11284976.0
2021-10-02,151.6306,155.6063,151.2608,154.5246,11284976.0
2021-10-03,151.6306,155.6063,151.2608,154.5246,11284976.0
2021-10-04,154.3766,157.5822,153.2302,154.3582,14120044.0
2021-10-05,155.5302,158.2555,155.0279,156.8789,12292877.0
2021-10-06,156.2557,157.2881,154.4047,157.2137,8692607.0
2021-10-07,159.2415,159.5298,157.6974,158.209,10195443.0
2021-10-08,158.1439,159.3717,157.4695,158.3299,8190144.0
2021-10-09,158.1439,159.3717,157.4695,158.3299,8190144.0
2021-10-10,158.1439,159.3717,157.4695,158.3299,8190144.0
2021-10-11,158.8694,159.3252,154.8326,155.0,12154737.0
2021-10-12,154.1722,155.0463,153.2606,153.8094,13032633.0
2021-10-13,152.6095,153.8559,149.3819,149.7539,22753485.0
2021-10-14,150.4516,152.5537,148.8796,152.0514,15180727.0
2021-10-15,153.8001,155.493,152.6746,154.9721,14267441.0
2021-10-16,153.8001,155.493,152.6746,154.9721,14267441.0
2021-10-17,153.8001,155.493,152.6746,154.9721,14267441.0
2021-10-18,154.8512,156.8309,154.321,154.9163,12672909.0
2021-10-19,155.7069,156.8696,154.9442,156.7952,8053949.0
2021-10-20,156.544,158.9345,155.7627,158.9066,8185565.0
2021-10-21,158.8275,159.3617,156.8975,157.6602,8415166.0
2021-10-22,158.1532,160.0693,157.8462,159.7809,8817895.0
2021-10-23,158.1532,160.0693,157.8462,159.7809,8817895.0
2021-10-24,158.1532,160.0693,157.8462,159.7809,8817895.0
2021-10-25,160.646,160.8785,158.5718,158.9996,10159202.0
2021-10-26,159.0554,160.4415,158.6276,159.4275,8015067.0
2021-10-27,158.4229,158.7764,155.6511,156.1069,9846993.0
2021-10-28,156.544,158.5997,156.2278,158.4601,7212937.0
2021-10-29,159.2229,160.2088,157.5579,158.023,8140070.0
2021-10-30,159.2229,160.2088,157.5579,158.023,8140070.0
2021-10-31,159.2229,160.2088,157.5579,158.023,8140070.0
2021-11-01,160.0228,160.2925,157.1998,157.9393,7435507.0
2021-11-02,157.9393,159.6972,157.1207,158.5625,7173754.0
2021-11-03,158.2462,159.1764,157.3347,158.6183,8402685.0
2021-11-04,158.1253,158.3113,154.8606,156.5347,9574152.0
2021-11-05,157.1021,158.209,155.7162,156.3115,7975570.0
2021-11-06,157.1021,158.209,155.7162,156.3115,7975570.0
2021-11-07,157.1021,158.209,155.7162,156.3115,7975570.0
2021-11-08,157.2416,158.981,156.9533,157.2509,6413707.0
2021-11-09,155.6604,156.7022,154.9581,156.0604,7990283.0
2021-11-10,155.7534,157.1486,155.4185,155.9115,6999214.0
2021-11-11,155.8185,156.8975,155.2418,155.9022,5815267.0
2021-11-12,155.9394,156.0231,154.1442,155.2046,8113441.0
2021-11-13,155.9394,156.0231,154.1442,155.2046,8113441.0
2021-11-14,155.9394,156.0231,154.1442,155.2046,8113441.0
2021-11-15,155.5302,156.065,154.4047,154.9256,6492463.0
2021-11-16,155.3906,155.3999,153.5862,153.8094,9706145.0
2021-11-17,153.6699,153.9954,151.977,152.9816,9909576.0
2021-11-18,152.9071,153.335,151.205,151.6607,8123567.0
2021-11-19,150.033,150.7864,148.3122,149.6795,12193634.0
2021-11-20,150.033,150.7864,148.3122,149.6795,12193634.0
2021-11-21,150.033,150.7864,148.3122,149.6795,12193634.0
2021-11-22,152.6932,154.3861,151.6049,152.8699,14551672.0
2021-11-23,153.9396,156.7812,153.8187,156.5254,12362344.0
2021-11-24,156.6929,157.6044,154.814,155.2976,9629790.0
2021-11-25,156.6929,157.6044,154.814,155.2976,9629790.0
2021-11-26,150.8143,151.2887,147.7262,150.619,13619276.0
2021-11-27,150.8143,151.2887,147.7262,150.619,13619276.0
2021-11-28,150.8143,151.2887,147.7262,150.619,13619276.0
2021-11-29,151.9026,153.2699,148.6536,149.9679,12104369.0
2021-11-30,148.0378,149.4098,147.2332,147.7355,18922616.0
2021-12-01,149.7539,151.8654,146.7775,146.8612,12258685.0
2021-12-02,148.6657,151.8468,147.7076,149.9493,12969926.0
2021-12-03,150.219,150.525,146.2101,147.2332,12681765.0
2021-12-04,150.219,150.525,146.2101,147.2332,12681765.0
2021-12-05,150.219,150.525,146.2101,147.2332,12681765.0
2021-12-06,149.7632,151.2515,148.3215,148.9726,11186493.0
2021-12-07,150.5725,151.977,149.9028,151.2143,9851554.0
2021-12-08,151.298,151.8654,148.9819,149.4842,11705673.0
2021-12-09,148.4982,149.6888,147.5681,149.2517,11189642.0
2021-12-10,150.0516,150.4069,148.0146,148.6564,10405374.0
2021-12-11,150.0516,150.4069,148.0146,148.6564,10405374.0
2021-12-12,150.0516,150.4069,148.0146,148.6564,10405374.0
2021-12-13,148.3587,148.6285,146.2981,146.8891,12068987.0
2021-12-14,146.4519,149.6516,146.3124,148.0146,12563560.0
2021-12-15,148.6843,148.6843,146.3589,146.9077,14014167.0
2021-12-16,149.1866,150.5213,147.6146,149.2052,19542759.0
2021-12-17,148.1866,148.2471,144.3405,145.8101,28138027.0
2021-12-18,148.1866,148.2471,144.3405,145.8101,28138027.0
2021-12-19,148.1866,148.2471,144.3405,145.8101,28138027.0
2021-12-20,143.7173,143.894,141.2338,143.1871,15147982.0
2021-12-21,144.5544,146.2008,144.2568,145.1869,11291338.0
2021-12-22,144.8707,146.0845,144.3963,145.7543,7272989.0
2021-12-23,146.6007,148.0053,146.2287,146.2752,8055154.0
2021-12-24,146.6007,148.0053,146.2287,146.2752,8055154.0
2021-12-25,146.6007,148.0053,146.2287,146.2752,8055154.0
2021-12-26,146.6007,148.0053,146.2287,146.2752,8055154.0
2021-12-27,146.5914,147.1495,145.4195,147.1123,6189234.0
2021-12-28,147.1495,148.9633,147.0379,147.5588,6342743.0
2021-12-29,147.7541,148.4796,147.103,147.4844,6398927.0
2021-12-30,147.996,149.047,147.3077,147.41,6948171.0
2021-12-31,147.3821,148.1634,146.9263,147.289,5805902.0
2022-01-01,147.3821,148.1634,146.9263,147.289,5805902.0
2022-01-02,147.3821,148.1634,146.9263,147.289,5805902.0
2022-01-03,148.6936,151.2794,148.368,150.405,13128118.0
2022-01-04,152.8327,156.8045,152.7583,156.1069,20195802.0
2022-01-05,157.0332,157.5374,153.2061,153.2528,17539410.0
2022-01-06,156.1817,156.6121,153.3371,154.881,14047498.0
2022-01-07,155.0167,156.7618,154.4506,156.4156,13913345.0
2022-01-08,155.0167,156.7618,154.4506,156.4156,13913345.0
2022-01-09,155.0167,156.7618,154.4506,156.4156,13913345.0
2022-01-10,158.2028,158.4274,154.8904,156.5653,12922455.0
2022-01-11,157.4449,157.6925,155.6202,156.7244,11854115.0
2022-01-12,157.632,158.6894,156.4343,157.6133,12568011.0
2022-01-13,157.5197,158.8953,157.0987,157.4168,13623418.0
2022-01-14,150.427,150.6796,146.8104,147.7414,40158362.0
2022-01-15,150.427,150.6796,146.8104,147.7414,40158362.0
2022-01-16,150.427,150.6796,146.8104,147.7414,40158362.0
2022-01-17,150.427,150.6796,146.8104,147.7414,40158362.0
2022-01-18,145.767,145.767,140.8639,141.5469,32348432.0
2022-01-19,141.8277,142.4452,139.0018,139.3573,22380026.0
2022-01-20,139.4135,140.9294,137.8883,138.169,14860843.0
2022-01-21,138.0193,138.0286,134.9969,135.7548,20705401.0
2022-01-22,138.0193,138.0286,134.9969,135.7548,20705401.0
2022-01-23,138.0193,138.0286,134.9969,135.7548,20705401.0
2022-01-24,133.1348,136.1291,130.599,135.6332,28503121.0
2022-01-25,134.4167,137.411,131.7405,137.1116,18915869.0
2022-01-26,139.1608,140.8919,136.5782,138.4123,20709097.0
2022-01-27,139.8158,140.7141,134.8659,135.97,17544523.0
2022-01-28,134.922,137.3268,133.0318,137.1865,14116969.0
2022-01-29,134.922,137.3268,133.0318,137.1865,14116969.0
2022-01-30,134.922,137.3268,133.0318,137.1865,14116969.0
2022-01-31,136.2788,139.2263,135.3712,139.0486,13985745.0
2022-02-01,139.1328,141.7341,138.7678,141.4346,14584935.0
2022-02-02,140.8264,141.2381,138.5526,140.3024,12441136.0
2022-02-03,140.3586,141.9025,138.7538,139.1421,12474882.0
2022-02-04,139.5164,143.6336,139.2051,142.754,16654409.0
2022-02-05,139.5164,143.6336,139.2051,142.754,16654409.0
2022-02-06,139.5164,143.6336,139.2051,142.754,16654409.0
2022-02-07,143.4184,143.7459,141.1539,143.2312,12572283.0
2022-02-08,145.0372,148.2935,144.85,145.9261,20411387.0
2022-02-09,146.525,147.3115,145.8045,146.5343,9131135.0
2022-02-10,146.5905,148.8081,145.243,145.9261,16455635.0
2022-02-11,145.608,148.0221,143.1377,144.0266,16830005.0
2022-02-12,145.608,148.0221,143.1377,144.0266,16830005.0
2022-02-13,145.608,148.0221,143.1377,144.0266,16830005.0
2022-02-14,142.9131,143.802,140.6559,142.6885,17026491.0
2022-02-15,144.5787,145.9168,143.9611,144.7752,9500867.0
2022-02-16,143.8582,146.0665,143.8582,145.0372,9076526.0
2022-02-17,143.1657,143.8488,140.9808,141.6966,11367457.0
2022-02-18,142.3517,144.2325,141.4159,142.361,11733315.0
2022-02-19,142.3517,144.2325,141.4159,142.361,11733315.0
2022-02-20,142.3517,144.2325,141.4159,142.361,11733315.0
2022-02-21,142.3517,144.2325,141.4159,142.361,11733315.0
2022-02-22,140.92,143.3903,140.7422,142.1084,11333475.0
2022-02-23,143.278,143.4465,138.459,139.1328,11799031.0
2022-02-24,133.7524,135.6706,130.7955,135.2589,25655100.0
2022-02-25,135.9139,140.4773,135.5957,138.459,18367679.0
2022-02-26,135.9139,140.4773,135.5957,138.459,18367679.0
2022-02-27,135.9139,140.4773,135.5957,138.459,18367679.0
2022-02-28,134.3231,135.7361,131.8248,132.6856,31315344.0
2022-03-01,131.0388,131.4505,124.994,127.6795,36840448.0
2022-03-02,128.4655,131.0388,127.827,130.3276,19405581.0
2022-03-03,130.8516,131.9183,128.2503,129.4012,16640804.0
2022-03-04,126.2666,126.7157,123.8898,125.7613,21020675.0
2022-03-05,126.2666,126.7157,123.8898,125.7613,21020675.0
2022-03-06,126.2666,126.7157,123.8898,125.7613,21020675.0
2022-03-07,123.6746,124.1612,120.6628,120.9049,27560052.0
2022-03-08,121.3072,123.319,119.0896,120.0534,19207816.0
2022-03-09,124.3577,126.5473,123.9273,124.863,17536202.0
2022-03-10,123.3845,124.8723,121.9482,123.3845,15604247.0
2022-03-11,123.9694,125.4618,120.1702,120.6054,20061789.0
2022-03-12,123.9694,125.4618,120.1702,120.6054,20061789.0
2022-03-13,123.9694,125.4618,120.1702,120.6054,20061789.0
2022-03-14,121.1388,124.3764,120.9236,121.8032,15786898.0
2022-03-15,123.3284,124.9659,122.7015,123.9647,15096604.0
2022-03-16,126.2011,129.5884,125.7893,129.5042,20354896.0
2022-03-17,128.0632,131.1791,127.184,131.1417,17050454.0
2022-03-18,131.1791,131.7967,129.5603,131.0949,23656519.0
2022-03-19,131.1791,131.7967,129.5603,131.0949,23656519.0
2022-03-20,131.1791,131.7967,129.5603,131.0949,23656519.0
2022-03-21,131.3288,131.7125,129.8131,130.6738,12676051.0
2022-03-22,133.1254,134.6787,132.611,133.4529,13548587.0
2022-03-23,131.9183,132.4844,130.2527,130.7955,12093218.0
2022-03-24,131.282,131.6657,130.1685,131.647,10017625.0
2022-03-25,132.0213,133.9769,131.7499,132.7979,8386416.0
2022-03-26,132.0213,133.9769,131.7499,132.7979,8386416.0
2022-03-27,132.0213,133.9769,131.7499,132.7979,8386416.0
2022-03-28,131.0013,131.909,129.0316,131.8154,10818077.0
2022-03-29,134.136,134.3653,131.2259,132.1055,11316503.0
2022-03-30,132.7792,132.9851,130.9171,131.5066,8771027.0
2022-03-31,130.8423,131.3242,127.5017,127.5579,17353942.0
2022-04-01,128.5684,128.5778,125.1998,126.6128,15721297.0
2022-04-02,128.5684,128.5778,125.1998,126.6128,15721297.0
2022-04-03,128.5684,128.5778,125.1998,126.6128,15721297.0
2022-04-04,125.4993,128.138,124.3483,127.1742,17422937.0
2022-04-05,126.3824,127.6361,125.3832,125.6943,12110267.0
2022-04-06,124.0352,124.959,123.4507,123.9503,12914733.0
2022-04-07,123.4413,124.3557,121.3486,123.5733,12994231.0
2022-04-08,124.12,126.2222,123.9503,125.8357,13126938.0
2022-04-09,124.12,126.2222,123.9503,125.8357,13126938.0
2022-04-10,124.12,126.2222,123.9503,125.8357,13126938.0
2022-04-11,125.3738,127.1648,124.9684,125.3738,10466429.0
2022-04-12,124.5631,126.8632,123.2056,123.9975,12989862.0
2022-04-13,119.6612,121.8388,118.7846,120.0006,30838027.0
2022-04-14,119.2465,120.9433,117.8513,118.8883,18835190.0
2022-04-15,119.2465,120.9433,117.8513,118.8883,18835190.0
2022-04-16,119.2465,120.9433,117.8513,118.8883,18835190.0
2022-04-17,119.2465,120.9433,117.8513,118.8883,18835190.0
2022-04-18,118.4641,121.8294,118.3415,121.0941,11834444.0
2022-04-19,121.0847,123.7901,120.8773,123.6016,15015448.0
2022-04-20,124.9213,125.8545,123.8089,124.0352,13430189.0
2022-04-21,124.6385,125.1947,122.5081,123.0737,12174182.0
2022-04-22,122.8097,123.036,119.4236,119.5387,14318842.0
2022-04-23,122.8097,123.036,119.4236,119.5387,14318842.0
2022-04-24,122.8097,123.036,119.4236,119.5387,14318842.0
2022-04-25,118.7846,119.8262,116.0509,119.501,17149031.0
2022-04-26,117.4931,119.1616,115.8246,115.966,17209535.0
2022-04-27,115.3156,116.4751,114.2692,114.4578,17215247.0
2022-04-28,115.7681,116.5599,114.1938,116.2677,13019941.0
2022-04-29,115.9943,116.5222,112.0823,112.5159,14874811.0
2022-04-30,115.9943,116.5222,112.0823,112.5159,14874811.0
2022-05-01,115.9943,116.5222,112.0823,112.5159,14874811.0
2022-05-02,113.0061,113.7885,111.4412,113.5434,18544958.0
2022-05-03,114.5615,117.0501,113.8545,115.9754,15720935.0
2022-05-04,115.7586,120.0949,115.7021,119.8121,17128535.0
