,EIX US Equity,EIX US Equity,EIX US Equity,EIX US Equity,EIX US Equity
2021-03-02,47.5193,48.0217,46.9996,47.5539,1672711.0
2021-03-03,47.4067,48.68,47.1035,48.3335,3506925.0
2021-03-04,48.7233,49.8233,48.2555,49.3902,3795361.0
2021-03-05,49.6934,50.5769,49.4076,49.9792,2615212.0
2021-03-06,49.6934,50.5769,49.4076,49.9792,2615212.0
2021-03-07,49.6934,50.5769,49.4076,49.9792,2615212.0
2021-03-08,50.1612,50.5163,49.6847,49.7107,2926581.0
2021-03-09,49.7281,50.0745,49.2343,49.7714,6318971.0
2021-03-10,49.9792,50.4643,49.4682,50.4297,2590051.0
2021-03-11,50.0139,51.0014,49.6934,49.8147,1442732.0
2021-03-12,50.1265,50.5683,49.9749,50.4297,1586907.0
2021-03-13,50.1265,50.5683,49.9749,50.4297,1586907.0
2021-03-14,50.1265,50.5683,49.9749,50.4297,1586907.0
2021-03-15,50.6462,51.9022,50.6462,51.599,1305838.0
2021-03-16,51.1919,51.6423,51.1659,51.5904,1159481.0
2021-03-17,51.7463,52.1707,51.5037,51.573,1494805.0
2021-03-18,51.573,51.7463,50.7155,50.7242,1928270.0
2021-03-19,50.8195,52.214,50.6895,51.5124,6412509.0
2021-03-20,50.8195,52.214,50.6895,51.5124,6412509.0
2021-03-21,50.8195,52.214,50.6895,51.5124,6412509.0
2021-03-22,51.0273,51.3392,50.6635,51.2612,2134891.0
2021-03-23,51.1919,51.7809,50.8801,51.1486,2426368.0
2021-03-24,50.8454,52.2747,50.8454,51.9109,1917989.0
2021-03-25,52.0928,52.3353,51.599,52.2487,2529252.0
2021-03-26,52.3959,52.6038,51.8502,52.5605,961303.0
2021-03-27,52.3959,52.6038,51.8502,52.5605,961303.0
2021-03-28,52.3959,52.6038,51.8502,52.5605,961303.0
2021-03-29,52.2833,52.8204,51.9975,52.3353,1663742.0
2021-03-30,52.1886,52.2061,51.6894,52.0572,1664486.0
2021-03-31,52.1798,52.2674,51.2515,51.3216,3008877.0
2021-04-01,51.234,51.4704,50.7567,51.0501,3226003.0
2021-04-02,51.234,51.4704,50.7567,51.0501,3226003.0
2021-04-03,51.234,51.4704,50.7567,51.0501,3226003.0
2021-04-04,51.234,51.4704,50.7567,51.0501,3226003.0
2021-04-05,51.523,53.1695,51.3741,52.3813,1592408.0
2021-04-06,52.1361,52.7491,51.9083,52.7404,1604788.0
2021-04-07,52.7666,53.1082,52.1492,52.5126,1340495.0
2021-04-08,52.5564,52.898,52.39,52.8367,1617006.0
2021-04-09,52.8367,52.9505,52.1273,52.2937,1591346.0
2021-04-10,52.8367,52.9505,52.1273,52.2937,1591346.0
2021-04-11,52.8367,52.9505,52.1273,52.2937,1591346.0
2021-04-12,52.2937,52.6747,52.1448,52.4075,1580496.0
2021-04-13,51.9697,53.1082,51.9259,52.8717,1244946.0
2021-04-14,52.6966,53.476,52.6966,53.4673,1446344.0
2021-04-15,53.3271,53.8088,53.0732,53.8088,1329228.0
2021-04-16,54.0628,54.0803,53.5811,53.7388,1425080.0
2021-04-17,54.0628,54.0803,53.5811,53.7388,1425080.0
2021-04-18,54.0628,54.0803,53.5811,53.7388,1425080.0
2021-04-19,53.8876,54.0103,53.2571,53.5286,961679.0
2021-04-20,53.3972,54.0628,53.3972,53.8789,1522711.0
2021-04-21,53.7913,54.0803,53.3009,53.5548,1872510.0
2021-04-22,53.5548,53.638,52.0835,52.0923,1611949.0
2021-04-23,52.2324,52.3375,51.6106,51.8383,1557789.0
2021-04-24,52.2324,52.3375,51.6106,51.8383,1557789.0
2021-04-25,52.2324,52.3375,51.6106,51.8383,1557789.0
2021-04-26,51.812,51.8383,51.3566,51.558,1504427.0
2021-04-27,51.4267,51.5755,51.2165,51.234,1440556.0
2021-04-28,51.3216,51.4967,50.4633,51.1464,2250022.0
2021-04-29,51.269,52.0047,51.1158,51.5493,1338703.0
2021-04-30,51.7069,52.066,51.4005,52.066,2061733.0
2021-05-01,51.7069,52.066,51.4005,52.066,2061733.0
2021-05-02,51.7069,52.066,51.4005,52.066,2061733.0
2021-05-03,52.2061,52.828,51.9697,52.0047,2380625.0
2021-05-04,52.2149,52.3506,51.3916,52.2061,1710633.0
2021-05-05,51.9959,52.0616,50.4808,51.0063,1560787.0
2021-05-06,51.1814,51.6587,50.7611,51.5931,1978229.0
2021-05-07,51.3829,52.2324,51.269,51.304,1839160.0
2021-05-08,51.3829,52.2324,51.269,51.304,1839160.0
2021-05-09,51.3829,52.2324,51.269,51.304,1839160.0
2021-05-10,51.6719,52.3112,51.523,51.6631,1889292.0
2021-05-11,51.6106,51.777,50.8224,51.3478,1662886.0
2021-05-12,51.558,51.5843,49.7539,49.7539,1889808.0
2021-05-13,49.7451,51.3299,49.6225,51.0763,1527403.0
2021-05-14,51.1639,51.6544,50.9975,51.1376,1401812.0
2021-05-15,51.1639,51.6544,50.9975,51.1376,1401812.0
2021-05-16,51.1639,51.6544,50.9975,51.1376,1401812.0
2021-05-17,51.1026,51.2559,50.5421,50.5947,1088726.0
2021-05-18,50.2794,50.6034,49.8896,50.4107,2548585.0
2021-05-19,50.2356,50.5421,49.824,50.4808,1521119.0
2021-05-20,50.4458,50.8574,50.3932,50.5158,1221007.0
2021-05-21,50.6122,51.0501,50.4195,50.945,1540767.0
2021-05-22,50.6122,51.0501,50.4195,50.945,1540767.0
2021-05-23,50.6122,51.0501,50.4195,50.945,1540767.0
2021-05-24,51.2077,51.3391,50.6997,51.1201,1156118.0
2021-05-25,51.0501,51.1814,48.773,48.8255,2901177.0
2021-05-26,48.9832,49.5875,48.7029,49.1496,2567619.0
2021-05-27,49.351,49.4211,48.4665,48.5365,3934485.0
2021-05-28,48.9219,49.0708,48.6066,48.9306,1344246.0
2021-05-29,48.9219,49.0708,48.6066,48.9306,1344246.0
2021-05-30,48.9219,49.0708,48.6066,48.9306,1344246.0
2021-05-31,48.9219,49.0708,48.6066,48.9306,1344246.0
2021-06-01,49.0883,49.351,48.3614,48.7117,2157987.0
2021-06-02,48.7292,49.2897,48.4665,49.1233,1963598.0
2021-06-03,49.0445,49.4824,48.826,49.2459,1554208.0
2021-06-04,49.3423,49.5437,49.2809,49.4561,1366876.0
2021-06-05,49.3423,49.5437,49.2809,49.4561,1366876.0
2021-06-06,49.3423,49.5437,49.2809,49.4561,1366876.0
2021-06-07,49.6663,49.7626,49.2197,49.2284,1601483.0
2021-06-08,49.2372,49.8765,48.8693,49.7364,1928292.0
2021-06-09,49.8327,50.0429,49.7364,49.824,1766106.0
2021-06-10,49.9028,50.4808,49.7626,50.3494,2112251.0
2021-06-11,50.3932,50.8749,50.2356,50.7698,1757501.0
2021-06-12,50.3932,50.8749,50.2356,50.7698,1757501.0
2021-06-13,50.3932,50.8749,50.2356,50.7698,1757501.0
2021-06-14,51.1727,51.6281,50.9537,51.3916,2670271.0
2021-06-15,51.4442,51.7682,51.1289,51.3128,2678548.0
2021-06-16,51.6193,51.8558,50.6034,50.6034,1766150.0
2021-06-17,50.5596,50.7961,49.8853,49.9028,1666067.0
2021-06-18,49.4386,50.1217,48.6679,48.6767,3978359.0
2021-06-19,49.4386,50.1217,48.6679,48.6767,3978359.0
2021-06-20,49.4386,50.1217,48.6679,48.6767,3978359.0
2021-06-21,49.0708,49.2985,48.5365,49.1321,2345478.0
2021-06-22,48.9832,49.316,48.7117,48.7467,1983211.0
2021-06-23,48.5803,48.7686,47.8884,48.1775,1453874.0
2021-06-24,48.1687,48.5322,47.9848,48.4139,1629460.0
2021-06-25,48.3526,49.929,48.3176,49.9203,3778228.0
2021-06-26,48.3526,49.929,48.3176,49.9203,3778228.0
2021-06-27,48.3526,49.929,48.3176,49.9203,3778228.0
2021-06-28,49.9378,50.5421,49.5087,50.472,2358985.0
2021-06-29,50.4896,51.0851,50.1655,50.2881,2510179.0
2021-06-30,50.3582,50.8661,50.31,50.6384,1985502.0
2021-07-01,50.2969,50.8224,49.9781,50.7173,2702383.0
2021-07-02,50.7992,50.8258,50.2234,50.5423,1560225.0
2021-07-03,50.7992,50.8258,50.2234,50.5423,1560225.0
2021-07-04,50.7992,50.8258,50.2234,50.5423,1560225.0
2021-07-05,50.7992,50.8258,50.2234,50.5423,1560225.0
2021-07-06,50.5423,50.8612,50.1613,50.8258,1929720.0
2021-07-07,50.8169,51.1004,50.4448,51.0738,1456830.0
2021-07-08,50.941,51.127,50.6761,50.9587,2035797.0
2021-07-09,51.313,51.6984,51.065,51.632,1487921.0
2021-07-10,51.313,51.6984,51.065,51.632,1487921.0
2021-07-11,51.313,51.6984,51.065,51.632,1487921.0
2021-07-12,51.4991,51.6497,51.1802,51.5611,1441219.0
2021-07-13,51.2156,51.2687,50.4271,50.7726,2824092.0
2021-07-14,50.6663,50.9232,50.0816,50.7106,2515198.0
2021-07-15,50.5068,51.127,50.2942,51.0827,1873434.0
2021-07-16,51.2865,51.9642,51.1713,51.3751,1970358.0
2021-07-17,51.2865,51.9642,51.1713,51.3751,1970358.0
2021-07-18,51.2865,51.9642,51.1713,51.3751,1970358.0
2021-07-19,51.1004,51.1624,49.0451,49.7804,2757798.0
2021-07-20,49.7538,50.6973,49.7361,50.3651,2024331.0
2021-07-21,50.5511,50.9853,49.7627,49.7892,1523342.0
2021-07-22,49.6829,49.8557,49.3286,49.5235,1353324.0
2021-07-23,49.5235,49.9221,49.2488,49.8158,1925289.0
2021-07-24,49.5235,49.9221,49.2488,49.8158,1925289.0
2021-07-25,49.5235,49.9221,49.2488,49.8158,1925289.0
2021-07-26,49.7627,50.0905,48.5932,49.1602,3255110.0
2021-07-27,48.9565,50.6752,48.7261,50.6309,2864820.0
2021-07-28,50.5068,50.9853,49.9221,50.3385,1384920.0
2021-07-29,50.6309,50.9764,50.1613,50.6929,1581932.0
2021-07-30,50.4448,50.7195,47.9642,48.2832,4615639.0
2021-07-31,50.4448,50.7195,47.9642,48.2832,4615639.0
2021-08-01,50.4448,50.7195,47.9642,48.2832,4615639.0
2021-08-02,48.4515,49.6121,48.4515,48.8147,1737251.0
2021-08-03,48.859,49.1868,48.354,49.0716,1922287.0
2021-08-04,48.7261,48.8413,48.0794,48.6021,1565286.0
2021-08-05,48.5755,49.2045,48.4338,48.9299,1475636.0
2021-08-06,49.1337,49.1337,48.7261,48.7881,1450965.0
2021-08-07,49.1337,49.1337,48.7261,48.7881,1450965.0
2021-08-08,49.1337,49.1337,48.7261,48.7881,1450965.0
2021-08-09,48.859,49.2488,48.7881,49.1159,1291700.0
2021-08-10,49.1071,49.8513,48.8856,49.5057,1366047.0
2021-08-11,49.6032,50.6752,49.4615,50.622,1736370.0
2021-08-12,50.5866,50.7992,50.2632,50.5246,1181606.0
2021-08-13,50.7638,50.7638,50.3385,50.498,1531895.0
2021-08-14,50.7638,50.7638,50.3385,50.498,1531895.0
2021-08-15,50.7638,50.7638,50.3385,50.498,1531895.0
2021-08-16,50.622,51.3662,50.3474,50.746,1270440.0
2021-08-17,50.5068,51.0295,50.374,51.0207,1330840.0
2021-08-18,51.1181,51.9686,50.8435,51.8889,2052481.0
2021-08-19,51.8978,52.5622,51.3308,51.5611,2674884.0
2021-08-20,51.4548,52.828,51.1359,52.7394,1490369.0
2021-08-21,51.4548,52.828,51.1359,52.7394,1490369.0
2021-08-22,51.4548,52.828,51.1359,52.7394,1490369.0
2021-08-23,52.8634,52.9597,52.2167,52.4116,1815399.0
2021-08-24,52.5799,52.5799,51.9066,52.2256,1403566.0
2021-08-25,52.1458,52.2964,51.5877,51.7206,1358957.0
2021-08-26,51.7117,51.7117,50.8834,51.0827,2131770.0
2021-08-27,51.0827,51.3441,50.7372,50.9675,1616944.0
2021-08-28,51.0827,51.3441,50.7372,50.9675,1616944.0
2021-08-29,51.0827,51.3441,50.7372,50.9675,1616944.0
2021-08-30,50.9675,51.1534,50.6752,50.9675,1577134.0
2021-08-31,50.9498,51.3618,50.746,51.2422,2297673.0
2021-09-01,51.4991,51.9501,51.1314,51.5965,1324884.0
2021-09-02,51.818,52.3939,51.6231,52.385,1040173.0
2021-09-03,52.2787,52.3762,51.7915,51.9598,924513.0
2021-09-04,52.2787,52.3762,51.7915,51.9598,924513.0
2021-09-05,52.2787,52.3762,51.7915,51.9598,924513.0
2021-09-06,52.2787,52.3762,51.7915,51.9598,924513.0
2021-09-07,51.8889,52.2344,51.3573,51.9421,1443017.0
2021-09-08,51.9775,52.8811,51.7294,52.3496,1420285.0
2021-09-09,51.8712,52.137,51.8202,51.9686,1570847.0
2021-09-10,51.9155,52.0306,51.4194,51.4991,2069569.0
2021-09-11,51.9155,52.0306,51.4194,51.4991,2069569.0
2021-09-12,51.9155,52.0306,51.4194,51.4991,2069569.0
2021-09-13,51.9686,52.7837,51.8712,52.323,1336775.0
2021-09-14,52.447,52.5002,51.6054,51.8092,1434806.0
2021-09-15,51.7383,52.5533,51.5611,52.3053,1265947.0
2021-09-16,52.1901,52.2787,50.941,50.9764,1623290.0
2021-09-17,50.8524,51.8446,50.8524,51.1624,3476264.0
2021-09-18,50.8524,51.8446,50.8524,51.1624,3476264.0
2021-09-19,50.8524,51.8446,50.8524,51.1624,3476264.0
2021-09-20,50.56,51.5522,50.5157,51.0207,2009223.0
2021-09-21,51.0916,51.5877,51.0473,51.1359,1217764.0
2021-09-22,51.5434,52.0971,51.2245,51.694,1570150.0
2021-09-23,51.8889,52.1724,51.0295,51.0384,1534091.0
2021-09-24,51.0827,51.296,50.8435,51.003,1267556.0
2021-09-25,51.0827,51.296,50.8435,51.003,1267556.0
2021-09-26,51.0827,51.296,50.8435,51.003,1267556.0
2021-09-27,51.1713,51.9642,50.9853,51.1181,2018109.0
2021-09-28,51.2333,51.4194,50.3651,50.6043,2042173.0
2021-09-29,50.6065,51.0995,50.4004,50.5796,1808599.0
2021-09-30,50.5259,50.6782,49.6833,49.7192,2145653.0
2021-10-01,50.1494,50.1494,49.28,49.3337,1721539.0
2021-10-02,50.1494,50.1494,49.28,49.3337,1721539.0
2021-10-03,50.1494,50.1494,49.28,49.3337,1721539.0
2021-10-04,49.3337,50.5348,49.3337,50.4004,1645287.0
2021-10-05,50.4273,50.723,49.8178,49.9074,1194284.0
2021-10-06,49.6026,50.7679,49.3875,50.741,1197479.0
2021-10-07,50.732,51.9869,50.5796,51.1981,2179962.0
2021-10-08,51.216,51.5387,51.0547,51.216,1320589.0
2021-10-09,51.216,51.5387,51.0547,51.216,1320589.0
2021-10-10,51.216,51.5387,51.0547,51.216,1320589.0
2021-10-11,51.1981,51.3146,50.1494,50.2749,1732919.0
2021-10-12,50.1584,50.3824,49.6161,49.7729,1860073.0
2021-10-13,49.9074,50.732,49.6475,50.5707,1389795.0
2021-10-14,50.741,50.8396,50.4721,50.732,1606961.0
2021-10-15,50.8665,51.6194,50.8665,51.4043,2347656.0
2021-10-16,50.8665,51.6194,50.8665,51.4043,2347656.0
2021-10-17,50.8665,51.6194,50.8665,51.4043,2347656.0
2021-10-18,50.983,51.5798,50.732,51.2339,1612478.0
2021-10-19,51.6194,51.9331,51.2429,51.5566,1587583.0
2021-10-20,51.7717,52.8742,51.7269,52.8384,1494124.0
2021-10-21,52.677,53.1879,52.5695,53.1521,1328636.0
2021-10-22,53.2417,54.2187,53.1521,54.1829,1428241.0
2021-10-23,53.2417,54.2187,53.1521,54.1829,1428241.0
2021-10-24,53.2417,54.2187,53.1521,54.1829,1428241.0
2021-10-25,54.2097,55.0075,53.9946,54.7655,1851412.0
2021-10-26,54.8372,55.4709,54.6131,55.0971,1574871.0
2021-10-27,55.3033,55.8231,55.1957,55.7604,1706428.0
2021-10-28,55.7873,56.3251,55.6582,56.2892,1743385.0
2021-10-29,56.11,56.5133,55.9979,56.4057,3686313.0
2021-10-30,56.11,56.5133,55.9979,56.4057,3686313.0
2021-10-31,56.11,56.5133,55.9979,56.4057,3686313.0
2021-11-01,56.4326,56.8091,56.2265,56.7374,1748710.0
2021-11-02,56.8449,57.0511,56.101,56.9525,3139892.0
2021-11-03,55.4019,56.2982,54.8119,56.2892,4351033.0
2021-11-04,55.9665,56.576,55.5991,56.5043,3716299.0
2021-11-05,56.8808,57.5441,56.6029,57.4096,3085509.0
2021-11-06,56.8808,57.5441,56.6029,57.4096,3085509.0
2021-11-07,56.8808,57.5441,56.6029,57.4096,3085509.0
2021-11-08,57.3917,57.5172,56.6029,57.4276,3263083.0
2021-11-09,57.5979,58.3866,57.1945,57.9026,4093381.0
2021-11-10,57.9922,58.8079,57.7592,58.6734,2860322.0
2021-11-11,58.4494,58.7452,57.9026,58.4583,2435894.0
2021-11-12,58.3777,58.548,57.4903,57.5799,1114108.0
2021-11-13,58.3777,58.548,57.4903,57.5799,1114108.0
2021-11-14,58.3777,58.548,57.4903,57.5799,1114108.0
2021-11-15,57.9922,58.5211,57.7233,57.8847,1928274.0
2021-11-16,57.9026,57.9026,57.1183,57.1587,1607959.0
2021-11-17,56.9346,57.8668,56.6388,57.7771,1964324.0
2021-11-18,57.804,57.9922,57.2393,57.9026,2190448.0
2021-11-19,57.9564,58.6286,57.5082,58.1715,1923308.0
2021-11-20,57.9564,58.6286,57.5082,58.1715,1923308.0
2021-11-21,57.9564,58.6286,57.5082,58.1715,1923308.0
2021-11-22,57.9564,58.7452,57.8936,58.1625,1858564.0
2021-11-23,58.2522,58.9065,58.1805,58.7272,2179253.0
2021-11-24,58.9334,59.3457,58.5031,59.2919,1746916.0
2021-11-25,58.9334,59.3457,58.5031,59.2919,1746916.0
2021-11-26,58.539,58.8437,57.9116,58.2074,965440.0
2021-11-27,58.539,58.8437,57.9116,58.2074,965440.0
2021-11-28,58.539,58.8437,57.9116,58.2074,965440.0
2021-11-29,58.5569,59.3726,58.2074,59.2202,2051032.0
2021-11-30,58.8617,58.9513,58.2253,58.5121,4362203.0
2021-12-01,59.0409,59.5339,58.4852,58.8169,2952394.0
2021-12-02,58.8706,59.5518,58.5838,58.7003,2975207.0
2021-12-03,59.1575,59.758,58.6555,59.7042,2423104.0
2021-12-04,59.1575,59.758,58.6555,59.7042,2423104.0
2021-12-05,59.1575,59.758,58.6555,59.7042,2423104.0
2021-12-06,60.5557,61.2728,60.4392,61.1115,2467805.0
2021-12-07,60.986,61.2818,60.2151,60.2868,2382289.0
2021-12-08,60.3048,60.5557,59.9014,59.9373,1958053.0
2021-12-09,59.7401,60.2196,59.265,59.6146,2022553.0
2021-12-10,60.0807,60.5468,59.7401,60.1076,1484539.0
2021-12-11,60.0807,60.5468,59.7401,60.1076,1484539.0
2021-12-12,60.0807,60.5468,59.7401,60.1076,1484539.0
2021-12-13,59.8566,60.251,59.5194,59.9462,1911483.0
2021-12-14,60.0179,60.3944,59.3457,59.4712,1737541.0
2021-12-15,59.6325,60.363,59.525,60.3227,2030563.0
2021-12-16,60.3496,61.219,60.2689,60.9143,1672200.0
2021-12-17,60.6723,61.0129,59.6325,59.7849,4836739.0
2021-12-18,60.6723,61.0129,59.6325,59.7849,4836739.0
2021-12-19,60.6723,61.0129,59.6325,59.7849,4836739.0
2021-12-20,59.4353,60.2062,58.8348,60.1793,3001297.0
2021-12-21,60.5199,61.0129,59.9283,60.2689,1731924.0
2021-12-22,60.242,60.7529,60.1613,60.6095,1223940.0
2021-12-23,60.4302,60.9636,60.4302,60.6543,879436.0
2021-12-24,60.4302,60.9636,60.4302,60.6543,879436.0
2021-12-25,60.4302,60.9636,60.4302,60.6543,879436.0
2021-12-26,60.4302,60.9636,60.4302,60.6543,879436.0
2021-12-27,60.6543,60.8381,60.1703,60.6095,596130.0
2021-12-28,60.5199,61.1921,60.5109,61.1294,693768.0
2021-12-29,61.1652,61.47,60.8874,61.3445,1050724.0
2021-12-30,61.1543,61.3445,60.3031,61.2449,1764097.0
2021-12-31,61.3626,62.1414,61.2268,61.8064,1048403.0
2022-01-01,61.3626,62.1414,61.2268,61.8064,1048403.0
2022-01-02,61.3626,62.1414,61.2268,61.8064,1048403.0
2022-01-03,61.8879,61.8879,60.2669,61.1362,1579428.0
2022-01-04,61.1453,61.589,60.3121,60.3755,2403929.0
2022-01-05,60.1944,60.2669,58.9537,59.0443,3346216.0
2022-01-06,58.9809,59.4428,58.3651,58.5191,2482747.0
2022-01-07,58.347,59.4699,57.8489,58.8632,3703218.0
2022-01-08,58.347,59.4699,57.8489,58.8632,3703218.0
2022-01-09,58.347,59.4699,57.8489,58.8632,3703218.0
2022-01-10,58.8632,59.488,58.51,59.4428,2701423.0
2022-01-11,59.4247,59.6147,58.1749,58.2836,1767980.0
2022-01-12,57.9576,58.7092,57.7493,58.347,2093569.0
2022-01-13,58.2293,58.6051,57.8852,58.021,2874759.0
2022-01-14,57.8037,58.184,57.0058,57.7312,2617721.0
2022-01-15,57.8037,58.184,57.0058,57.7312,2617721.0
2022-01-16,57.8037,58.184,57.0058,57.7312,2617721.0
2022-01-17,57.8037,58.184,57.0058,57.7312,2617721.0
2022-01-18,57.4595,58.1931,56.7532,57.7312,2898575.0
2022-01-19,57.6859,58.3561,57.4958,57.5048,1856993.0
2022-01-20,57.6225,58.3561,57.2331,57.3961,1791554.0
2022-01-21,57.6769,57.6769,56.889,57.0339,1822435.0
2022-01-22,57.6769,57.6769,56.889,57.0339,1822435.0
2022-01-23,57.6769,57.6769,56.889,57.0339,1822435.0
2022-01-24,56.6445,56.9615,54.9511,56.3909,2924298.0
2022-01-25,55.6755,56.3457,55.3767,55.9381,2154098.0
2022-01-26,56.1736,56.9932,55.7208,56.246,1943434.0
2022-01-27,56.7169,57.043,55.4537,55.6936,1790302.0
2022-01-28,55.4582,56.5181,55.4038,56.1645,2728016.0
2022-01-29,55.4582,56.5181,55.4038,56.1645,2728016.0
2022-01-30,55.4582,56.5181,55.4038,56.1645,2728016.0
2022-01-31,55.9019,57.0701,55.6936,56.8618,5688558.0
2022-02-01,56.9705,57.4867,55.5306,55.8476,3126588.0
2022-02-02,55.7842,56.2551,55.7208,56.0649,2195823.0
2022-02-03,55.9834,56.2732,55.594,55.594,1504953.0
2022-02-04,55.1322,55.8295,54.6613,55.3857,1646441.0
2022-02-05,55.1322,55.8295,54.6613,55.3857,1646441.0
2022-02-06,55.1322,55.8295,54.6613,55.3857,1646441.0
2022-02-07,55.2952,55.8838,55.191,55.748,1649153.0
2022-02-08,56.0649,56.2098,55.517,55.7299,1795415.0
2022-02-09,56.0468,56.2732,55.7299,55.9381,1187431.0
2022-02-10,55.4401,55.8929,54.6432,54.8514,2658260.0
2022-02-11,54.9873,55.6438,54.3896,54.5617,1473236.0
2022-02-12,54.9873,55.6438,54.3896,54.5617,1473236.0
2022-02-13,54.9873,55.6438,54.3896,54.5617,1473236.0
2022-02-14,54.6522,54.7518,53.7647,54.3896,1546898.0
2022-02-15,54.6613,54.8967,53.81,54.1904,1916480.0
2022-02-16,54.2628,54.6703,53.7828,54.2628,1756031.0
2022-02-17,54.2719,54.8605,53.9368,54.5617,1872451.0
2022-02-18,54.4077,54.7699,54.1089,54.2809,4279017.0
2022-02-19,54.4077,54.7699,54.1089,54.2809,4279017.0
2022-02-20,54.4077,54.7699,54.1089,54.2809,4279017.0
2022-02-21,54.4077,54.7699,54.1089,54.2809,4279017.0
2022-02-22,54.462,54.9465,54.0364,54.4077,1874140.0
2022-02-23,54.3805,54.6884,53.4116,53.4478,1222477.0
2022-02-24,53.2304,53.6289,52.3973,53.5746,1859398.0
2022-02-25,54.1089,56.6481,53.8825,56.4634,2452637.0
2022-02-26,54.1089,56.6481,53.8825,56.4634,2452637.0
2022-02-27,54.1089,56.6481,53.8825,56.4634,2452637.0
2022-02-28,56.3728,57.695,56.1193,57.4324,2901053.0
2022-03-01,57.4143,58.2474,56.9433,57.6406,2216198.0
2022-03-02,57.9123,59.0353,57.695,58.4013,2393999.0
2022-03-03,58.6096,59.2888,58.5281,59.0896,2603744.0
2022-03-04,58.8632,59.4609,58.3561,59.3975,2034315.0
2022-03-05,58.8632,59.4609,58.3561,59.3975,2034315.0
2022-03-06,58.8632,59.4609,58.3561,59.3975,2034315.0
2022-03-07,59.5424,60.1853,58.9719,59.9408,1676438.0
2022-03-08,60.0948,60.2759,58.999,59.0171,1358892.0
2022-03-09,59.5877,60.0133,59.2435,59.2888,1601017.0
2022-03-10,58.99,59.7144,58.981,59.5514,903693.0
2022-03-11,59.5605,59.9318,58.6006,58.673,1085223.0
2022-03-12,59.5605,59.9318,58.6006,58.673,1085223.0
2022-03-13,59.5605,59.9318,58.6006,58.673,1085223.0
2022-03-14,59.3432,59.594,58.2655,58.5191,1301519.0
2022-03-15,59.1077,59.9408,58.8089,59.8865,1375001.0
2022-03-16,59.9952,60.4842,59.2345,60.0495,1864194.0
2022-03-17,60.0405,60.5295,59.6963,59.9408,1409770.0
2022-03-18,59.7235,60.0314,58.4466,58.5462,5133216.0
2022-03-19,59.7235,60.0314,58.4466,58.5462,5133216.0
2022-03-20,59.7235,60.0314,58.4466,58.5462,5133216.0
2022-03-21,58.7817,59.3432,58.5643,59.2616,1405985.0
2022-03-22,59.6329,60.0178,59.1801,59.7144,2187866.0
2022-03-23,59.7235,60.4299,59.5333,60.3121,2657017.0
2022-03-24,60.3936,61.1,60.2487,60.6381,2875777.0
2022-03-25,60.8917,62.404,60.6563,62.2954,2226580.0
2022-03-26,60.8917,62.404,60.6563,62.2954,2226580.0
2022-03-27,60.8917,62.404,60.6563,62.2954,2226580.0
2022-03-28,62.3135,62.6847,61.915,62.6757,1305335.0
2022-03-29,62.8297,63.1647,62.1787,63.1466,1229806.0
2022-03-30,63.3936,63.5491,63.0003,63.54,1265284.0
2022-03-31,63.2564,64.3907,63.0689,64.1254,3184962.0
2022-04-01,64.2627,65.0128,63.4668,64.9853,1945072.0
2022-04-02,64.2627,65.0128,63.4668,64.9853,1945072.0
2022-04-03,64.2627,65.0128,63.4668,64.9853,1945072.0
2022-04-04,64.6377,64.8207,63.8327,64.7658,1441770.0
2022-04-05,64.9213,65.8086,64.0797,64.2992,1626118.0
2022-04-06,64.3907,65.461,64.0706,65.4427,1812880.0
2022-04-07,65.3604,65.3604,64.1895,64.6652,1744670.0
2022-04-08,65.1866,65.891,64.7109,65.8178,2260338.0
2022-04-09,65.1866,65.891,64.7109,65.8178,2260338.0
2022-04-10,65.1866,65.891,64.7109,65.8178,2260338.0
2022-04-11,65.891,65.891,64.6286,64.7658,2246617.0
2022-04-12,64.8115,65.8818,64.5554,65.7537,1645234.0
2022-04-13,65.7629,66.4307,65.3421,66.2843,2114313.0
2022-04-14,66.3117,66.449,65.6897,65.7171,1017534.0
2022-04-15,66.3117,66.449,65.6897,65.7171,1017534.0
2022-04-16,66.3117,66.449,65.6897,65.7171,1017534.0
2022-04-17,66.3117,66.449,65.6897,65.7171,1017534.0
2022-04-18,65.9458,66.2752,65.3375,65.6348,900177.0
2022-04-19,65.7629,66.1654,65.5891,65.6897,1173065.0
2022-04-20,66.3392,66.8377,66.202,66.5496,1179181.0
2022-04-21,66.3758,67.071,66.1105,66.513,1112108.0
2022-04-22,66.4215,66.4947,65.4427,65.5159,1275412.0
2022-04-23,66.4215,66.4947,65.4427,65.5159,1275412.0
2022-04-24,66.4215,66.4947,65.4427,65.5159,1275412.0
2022-04-25,65.7446,65.8635,64.0157,65.1957,1663810.0
2022-04-26,64.8481,65.5525,64.1712,64.2444,1462639.0
2022-04-27,64.4548,65.0036,63.8693,64.409,1626333.0
2022-04-28,64.7566,65.3146,64.1529,64.7658,1427904.0
2022-04-29,64.592,64.6286,62.8356,62.9271,2571997.0
2022-04-30,64.592,64.6286,62.8356,62.9271,2571997.0
2022-05-01,64.592,64.6286,62.8356,62.9271,2571997.0
2022-05-02,63.3479,63.6864,61.5275,62.1221,2122066.0
2022-05-03,62.6893,63.7687,62.2685,62.5886,2083092.0
2022-05-04,62.4423,64.5737,62.4423,64.3633,1998706.0
