,BKH US Equity,BKH US Equity,BKH US Equity,BKH US Equity,BKH US Equity
2021-03-16,58.9368,59.6236,58.919,59.4631,200478.0
2021-03-17,59.6771,59.6771,58.6336,58.8298,281616.0
2021-03-18,58.8655,59.2936,58.0271,58.812,267901.0
2021-03-19,58.8209,59.8287,57.6703,59.8287,1699857.0
2021-03-20,58.8209,59.8287,57.6703,59.8287,1699857.0
2021-03-21,58.8209,59.8287,57.6703,59.8287,1699857.0
2021-03-22,59.7217,60.016,58.0895,58.152,398961.0
2021-03-23,58.0717,58.6247,57.706,58.0003,405668.0
2021-03-24,57.8398,59.4274,57.8398,58.7674,348617.0
2021-03-25,58.7763,60.0517,58.6871,59.5701,292437.0
2021-03-26,60.0785,60.0785,59.0439,59.4809,274773.0
2021-03-27,60.0785,60.0785,59.0439,59.4809,274773.0
2021-03-28,60.0785,60.0785,59.0439,59.4809,274773.0
2021-03-29,59.2758,60.1766,59.249,59.9447,256451.0
2021-03-30,59.579,60.1632,59.1687,59.5612,201093.0
2021-03-31,59.3382,60.0418,59.1955,59.5523,362910.0
2021-04-01,59.4185,59.5745,58.8298,59.4898,259025.0
2021-04-02,59.4185,59.5745,58.8298,59.4898,259025.0
2021-04-03,59.4185,59.5745,58.8298,59.4898,259025.0
2021-04-04,59.4185,59.5745,58.8298,59.4898,259025.0
2021-04-05,59.5701,60.8366,59.5701,60.4798,183994.0
2021-04-06,60.6404,61.0685,60.025,60.462,332180.0
2021-04-07,60.5155,60.8009,60.025,60.0785,269003.0
2021-04-08,60.2301,60.7742,59.5835,60.0963,386989.0
2021-04-09,60.1141,60.5869,60.1052,60.3639,373180.0
2021-04-10,60.1141,60.5869,60.1052,60.3639,373180.0
2021-04-11,60.1141,60.5869,60.1052,60.3639,373180.0
2021-04-12,60.7385,61.6036,60.6047,61.4074,270106.0
2021-04-13,61.1844,61.6125,60.85,61.2469,235040.0
2021-04-14,61.1042,62.1298,61.1042,61.9871,183776.0
2021-04-15,62.112,62.6561,61.5501,62.6382,237662.0
2021-04-16,63.0753,63.5123,62.6739,62.9593,278528.0
2021-04-17,63.0753,63.5123,62.6739,62.9593,278528.0
2021-04-18,63.0753,63.5123,62.6739,62.9593,278528.0
2021-04-19,63.102,63.316,62.5178,62.8523,349534.0
2021-04-20,62.7453,63.6282,62.5312,63.4053,241398.0
2021-04-21,63.3517,63.3963,62.6382,62.7988,289433.0
2021-04-22,62.8612,62.8701,62.1209,62.3082,224698.0
2021-04-23,62.2458,62.5758,61.7731,62.0407,285469.0
2021-04-24,62.2458,62.5758,61.7731,62.0407,285469.0
2021-04-25,62.2458,62.5758,61.7731,62.0407,285469.0
2021-04-26,62.1566,62.1566,61.6232,61.7463,220083.0
2021-04-27,61.6571,61.8623,60.7117,60.7563,201196.0
2021-04-28,61.015,61.2379,60.3906,60.792,322026.0
2021-04-29,61.0328,61.8355,61.0328,61.3539,191837.0
2021-04-30,61.2379,61.5234,61.0239,61.5234,365991.0
2021-05-01,61.2379,61.5234,61.0239,61.5234,365991.0
2021-05-02,61.2379,61.5234,61.0239,61.5234,365991.0
2021-05-03,61.8355,62.3796,61.3539,61.5323,313106.0
2021-05-04,61.6304,61.8712,61.0417,61.229,253047.0
2021-05-05,61.2825,61.2825,59.1331,60.132,415473.0
2021-05-06,60.4442,61.006,60.0963,61.006,290656.0
2021-05-07,60.7652,61.5679,60.5512,61.1933,198761.0
2021-05-08,60.7652,61.5679,60.5512,61.1933,198761.0
2021-05-09,60.7652,61.5679,60.5512,61.1933,198761.0
2021-05-10,61.2201,62.1165,61.2023,61.4163,218245.0
2021-05-11,61.0952,61.0952,59.5968,59.9625,435650.0
2021-05-12,59.8733,60.0696,58.2055,58.259,268230.0
2021-05-13,58.2412,60.1454,58.0449,59.7663,354943.0
2021-05-14,59.9893,60.6047,59.6147,60.3014,436372.0
2021-05-15,59.9893,60.6047,59.6147,60.3014,436372.0
2021-05-16,59.9893,60.6047,59.6147,60.3014,436372.0
2021-05-17,60.3419,60.3599,59.1277,59.3975,288639.0
2021-05-18,59.3975,59.474,58.9568,58.9928,253826.0
2021-05-19,58.669,58.7949,58.2013,58.687,360814.0
2021-05-20,58.741,59.7843,58.696,59.5504,386867.0
2021-05-21,59.6224,60.0092,59.2087,59.5145,991798.0
2021-05-22,59.6224,60.0092,59.2087,59.5145,991798.0
2021-05-23,59.6224,60.0092,59.2087,59.5145,991798.0
2021-05-24,59.5954,59.7976,59.0108,59.3975,288135.0
2021-05-25,59.2716,59.4515,58.5611,59.1637,391162.0
2021-05-26,58.9299,59.5415,58.8039,59.0468,378401.0
2021-05-27,59.2446,59.3616,58.75,58.7769,296363.0
2021-05-28,58.9299,59.1997,58.714,59.1727,273037.0
2021-05-29,58.9299,59.1997,58.714,59.1727,273037.0
2021-05-30,58.9299,59.1997,58.714,59.1727,273037.0
2021-05-31,58.9299,59.1997,58.714,59.1727,273037.0
2021-06-01,59.3346,59.3975,58.759,59.3346,293568.0
2021-06-02,59.5415,60.1441,59.0018,59.9732,502845.0
2021-06-03,59.6404,61.1964,59.3706,61.0705,537335.0
2021-06-04,61.3223,61.772,61.1514,61.5831,663140.0
2021-06-05,61.3223,61.772,61.1514,61.5831,663140.0
2021-06-06,61.3223,61.772,61.1514,61.5831,663140.0
2021-06-07,61.718,62.1183,61.5202,61.826,377487.0
2021-06-08,61.9969,61.9969,61.4302,61.853,246641.0
2021-06-09,62.0328,62.1767,61.5202,62.1048,259741.0
2021-06-10,62.1947,62.3476,61.835,62.1947,253568.0
2021-06-11,62.2397,62.6624,61.8889,62.6624,343316.0
2021-06-12,62.2397,62.6624,61.8889,62.6624,343316.0
2021-06-13,62.2397,62.6624,61.8889,62.6624,343316.0
2021-06-14,62.6894,62.8963,62.0328,62.4556,399527.0
2021-06-15,62.3117,63.0132,62.2757,62.7973,296187.0
2021-06-16,63.0042,63.1391,62.1767,62.9143,656169.0
2021-06-17,62.8963,63.2291,62.5365,62.8963,539047.0
2021-06-18,62.5635,62.5635,60.7737,60.7916,1078189.0
2021-06-19,62.5635,62.5635,60.7737,60.7916,1078189.0
2021-06-20,62.5635,62.5635,60.7737,60.7916,1078189.0
2021-06-21,60.9356,62.7479,60.8636,62.5545,498408.0
2021-06-22,62.4556,62.604,61.6191,61.6821,383051.0
2021-06-23,61.6371,61.6371,60.3419,60.3779,463969.0
2021-06-24,60.4589,60.9356,59.9012,60.7916,448080.0
2021-06-25,60.7377,61.3853,60.6118,61.1424,844121.0
2021-06-26,60.7377,61.3853,60.6118,61.1424,844121.0
2021-06-27,60.7377,61.3853,60.6118,61.1424,844121.0
2021-06-28,61.0165,61.2818,60.5848,60.6747,327626.0
2021-06-29,60.5128,60.6342,58.9838,59.0288,340570.0
2021-06-30,58.9568,59.3346,58.3542,59.0288,332482.0
2021-07-01,59.2806,59.9552,58.9928,59.5504,258509.0
2021-07-02,59.7483,59.8306,59.0828,59.1547,171073.0
2021-07-03,59.7483,59.8306,59.0828,59.1547,171073.0
2021-07-04,59.7483,59.8306,59.0828,59.1547,171073.0
2021-07-05,59.7483,59.8306,59.0828,59.1547,171073.0
2021-07-06,59.1817,59.3975,57.7921,58.9029,383290.0
2021-07-07,58.66,59.4785,58.624,59.3616,201791.0
2021-07-08,58.9029,59.4425,58.732,59.0108,211926.0
2021-07-09,59.3256,60.0361,59.1817,59.9552,236032.0
2021-07-10,59.3256,60.0361,59.1817,59.9552,236032.0
2021-07-11,59.3256,60.0361,59.1817,59.9552,236032.0
2021-07-12,59.7483,60.1531,59.3706,60.0901,211933.0
2021-07-13,59.8742,59.9957,59.3346,59.4425,222087.0
2021-07-14,59.501,60.297,59.2177,59.7753,219565.0
2021-07-15,59.6134,61.1334,59.4965,61.0435,322516.0
2021-07-16,61.2324,62.0958,61.2234,61.5921,314531.0
2021-07-17,61.2324,62.0958,61.2234,61.5921,314531.0
2021-07-18,61.2324,62.0958,61.2234,61.5921,314531.0
2021-07-19,61.0705,61.3043,59.0494,59.6944,346547.0
2021-07-20,59.6494,61.5022,59.6494,61.0885,353645.0
2021-07-21,61.3853,61.7001,60.3239,60.3689,203716.0
2021-07-22,60.1081,60.3779,59.4971,59.6584,309197.0
2021-07-23,60.0541,60.9176,59.8113,60.8546,154390.0
2021-07-24,60.0541,60.9176,59.8113,60.8546,154390.0
2021-07-25,60.0541,60.9176,59.8113,60.8546,154390.0
2021-07-26,61.0255,61.2683,60.5128,60.7017,207488.0
2021-07-27,60.5848,61.6011,60.3284,61.2144,205054.0
2021-07-28,61.3853,61.817,60.7557,61.4932,207510.0
2021-07-29,61.6911,61.9609,60.9895,61.3763,196240.0
2021-07-30,61.3493,61.9249,60.5848,60.8456,496465.0
2021-07-31,61.3493,61.9249,60.5848,60.8456,496465.0
2021-08-01,61.3493,61.9249,60.5848,60.8456,496465.0
2021-08-02,61.1424,61.844,60.8906,61.1874,227112.0
2021-08-03,61.5112,62.8963,61.0345,62.8963,418220.0
2021-08-04,62.2037,63.0222,61.745,62.9233,313791.0
2021-08-05,62.9592,63.5798,62.3476,63.4899,204005.0
2021-08-06,63.8587,64.3623,63.1841,63.1841,381289.0
2021-08-07,63.8587,64.3623,63.1841,63.1841,381289.0
2021-08-08,63.8587,64.3623,63.1841,63.1841,381289.0
2021-08-09,63.4539,63.7309,62.7254,62.8783,219386.0
2021-08-10,63.0582,63.4179,62.5733,63.1751,230653.0
2021-08-11,63.283,64.2364,63.1391,64.2094,189954.0
2021-08-12,64.4433,64.5961,63.8452,64.0475,188570.0
2021-08-13,64.0206,64.839,63.9666,64.803,127774.0
2021-08-14,64.0206,64.839,63.9666,64.803,127774.0
2021-08-15,64.0206,64.839,63.9666,64.803,127774.0
2021-08-16,64.9829,65.3247,64.4253,65.1089,216390.0
2021-08-17,64.7508,65.6482,64.4788,65.5848,227299.0
2021-08-18,65.5213,65.5213,64.7236,65.1225,193134.0
2021-08-19,64.914,65.5848,64.7599,65.0499,230354.0
2021-08-20,64.9683,65.9746,64.9547,65.8023,213935.0
2021-08-21,64.9683,65.9746,64.9547,65.8023,213935.0
2021-08-22,64.9683,65.9746,64.9547,65.8023,213935.0
2021-08-23,65.8295,65.9655,64.7417,64.8868,137163.0
2021-08-24,64.9412,64.9412,63.9168,64.216,193462.0
2021-08-25,64.4335,64.5422,63.5905,64.2975,246806.0
2021-08-26,64.1253,64.497,63.6086,63.6449,172796.0
2021-08-27,63.6449,64.4245,63.4817,64.0981,245437.0
2021-08-28,63.6449,64.4245,63.4817,64.0981,245437.0
2021-08-29,63.6449,64.4245,63.4817,64.0981,245437.0
2021-08-30,64.216,64.216,63.5723,64.0528,128412.0
2021-08-31,63.8171,64.1797,63.4182,63.7536,207439.0
2021-09-01,63.9259,64.923,63.518,64.8414,188844.0
2021-09-02,64.9412,65.3853,64.6692,65.3581,241112.0
2021-09-03,65.195,65.195,64.5604,64.8052,136253.0
2021-09-04,65.195,65.195,64.5604,64.8052,136253.0
2021-09-05,65.195,65.195,64.5604,64.8052,136253.0
2021-09-06,65.195,65.195,64.5604,64.8052,136253.0
2021-09-07,64.497,64.7055,63.4273,63.4454,215424.0
2021-09-08,63.2641,64.3882,63.0013,63.5723,346046.0
2021-09-09,63.4545,63.6177,62.4664,62.4936,329808.0
2021-09-10,62.5344,62.5571,61.0432,61.0614,360216.0
2021-09-11,62.5344,62.5571,61.0432,61.0614,360216.0
2021-09-12,62.5344,62.5571,61.0432,61.0614,360216.0
2021-09-13,61.5418,61.8591,61.1067,61.288,283562.0
2021-09-14,61.6778,61.7322,60.9526,61.3968,325705.0
2021-09-15,61.3242,62.0948,61.016,61.3605,335810.0
2021-09-16,61.3605,61.4058,60.2002,60.3815,374544.0
2021-09-17,60.5537,60.8347,59.2484,59.2846,890397.0
2021-09-18,60.5537,60.8347,59.2484,59.2846,890397.0
2021-09-19,60.5537,60.8347,59.2484,59.2846,890397.0
2021-09-20,58.7498,59.1351,57.798,58.4416,370297.0
2021-09-21,58.7589,59.1305,57.9884,58.0518,233093.0
2021-09-22,58.2422,58.6501,57.7345,57.8705,252555.0
2021-09-23,57.8433,58.4597,57.1997,57.3175,209231.0
2021-09-24,57.2813,57.6348,56.7465,56.9821,308704.0
2021-09-25,57.2813,57.6348,56.7465,56.9821,308704.0
2021-09-26,57.2813,57.6348,56.7465,56.9821,308704.0
2021-09-27,57.0093,58.1787,56.9278,57.3175,245825.0
2021-09-28,57.2632,57.5442,56.1572,56.4564,259744.0
2021-09-29,56.6649,57.6857,56.3476,57.5986,222993.0
2021-09-30,57.8252,57.8886,56.8734,56.8915,298557.0
2021-10-01,57.3266,58.0609,56.6377,57.245,335510.0
2021-10-02,57.3266,58.0609,56.6377,57.245,335510.0
2021-10-03,57.3266,58.0609,56.6377,57.245,335510.0
2021-10-04,57.236,58.6592,57.236,58.4235,301149.0
2021-10-05,58.6954,59.1849,58.1062,58.7861,332673.0
2021-10-06,58.5141,59.9917,58.1515,59.9373,426705.0
2021-10-07,59.9373,60.0642,58.632,58.9402,406205.0
2021-10-08,58.9402,59.1033,57.9974,58.0065,212388.0
2021-10-09,58.9402,59.1033,57.9974,58.0065,212388.0
2021-10-10,58.9402,59.1033,57.9974,58.0065,212388.0
2021-10-11,57.934,58.1243,57.0275,57.2178,215995.0
2021-10-12,57.3629,57.9884,56.9096,57.7073,181599.0
2021-10-13,57.4807,58.2694,57.1362,58.1515,204110.0
2021-10-14,58.6229,58.8042,58.293,58.7135,154999.0
2021-10-15,59.0399,59.1759,58.4869,58.5322,327088.0
2021-10-16,59.0399,59.1759,58.4869,58.5322,327088.0
2021-10-17,59.0399,59.1759,58.4869,58.5322,327088.0
2021-10-18,58.1334,58.1334,57.4898,57.8977,258226.0
2021-10-19,58.2512,58.6682,57.9853,58.5232,185290.0
2021-10-20,58.5957,59.5566,58.5957,59.1487,186767.0
2021-10-21,59.1577,59.7198,58.9583,59.6472,323234.0
2021-10-22,59.8285,60.3543,59.4478,60.1277,267530.0
2021-10-23,59.8285,60.3543,59.4478,60.1277,267530.0
2021-10-24,59.8285,60.3543,59.4478,60.1277,267530.0
2021-10-25,59.9917,60.4721,59.4478,60.2274,296496.0
2021-10-26,60.2274,60.6897,60.037,60.1186,293265.0
2021-10-27,60.5084,60.5084,59.6744,59.9464,331359.0
2021-10-28,59.9282,60.6081,59.9282,60.5447,269640.0
2021-10-29,60.4449,60.9888,59.5385,60.173,1630968.0
2021-10-30,60.4449,60.9888,59.5385,60.173,1630968.0
2021-10-31,60.4449,60.9888,59.5385,60.173,1630968.0
2021-11-01,60.4449,61.4058,60.1367,61.1973,332699.0
2021-11-02,61.3333,61.3333,59.9826,60.1911,320418.0
2021-11-03,60.2999,62.1945,60.2999,61.288,438990.0
2021-11-04,61.3061,61.4421,59.1849,59.5294,351913.0
2021-11-05,59.9282,60.8347,59.6926,59.9192,305378.0
2021-11-06,59.9282,60.8347,59.6926,59.9192,305378.0
2021-11-07,59.9282,60.8347,59.6926,59.9192,305378.0
2021-11-08,60.1095,60.2546,58.1651,58.6864,367316.0
2021-11-09,58.8495,59.194,58.2966,58.5776,259695.0
2021-11-10,58.5322,60.3543,58.5322,60.2183,339967.0
2021-11-11,60.0552,60.1458,58.9946,59.4297,300892.0
2021-11-12,59.5747,59.6835,58.8767,58.9583,237799.0
2021-11-13,59.5747,59.6835,58.8767,58.9583,237799.0
2021-11-14,59.5747,59.6835,58.8767,58.9583,237799.0
2021-11-15,59.3572,59.9373,59.058,59.9373,266132.0
2021-11-16,59.9785,60.2255,58.9448,59.0821,348220.0
2021-11-17,58.9448,59.2193,58.2932,59.0363,212686.0
2021-11-18,58.9448,59.3473,58.6318,58.9997,193405.0
2021-11-19,58.6979,59.7681,58.5333,59.6766,186785.0
2021-11-20,58.6979,59.7681,58.5333,59.6766,186785.0
2021-11-21,58.6979,59.7681,58.5333,59.6766,186785.0
2021-11-22,59.9145,61.0853,59.6172,60.7926,219252.0
2021-11-23,60.8383,61.5518,60.5548,61.4238,260873.0
2021-11-24,61.442,61.6707,60.7194,61.1402,225633.0
2021-11-25,61.442,61.6707,60.7194,61.1402,225633.0
2021-11-26,60.3169,60.5452,59.0363,59.4388,225507.0
2021-11-27,60.3169,60.5452,59.0363,59.4388,225507.0
2021-11-28,60.3169,60.5452,59.0363,59.4388,225507.0
2021-11-29,60.0883,60.7926,59.512,60.4816,230204.0
2021-11-30,60.0608,60.0608,58.6155,58.6521,252615.0
2021-12-01,59.3199,60.6096,58.7528,58.7893,280975.0
2021-12-02,58.9448,60.2803,58.7893,59.7955,238169.0
2021-12-03,60.0974,60.3718,59.5394,60.198,338777.0
2021-12-04,60.0974,60.3718,59.5394,60.198,338777.0
2021-12-05,60.0974,60.3718,59.5394,60.198,338777.0
2021-12-06,60.9024,61.9817,60.788,61.3597,309405.0
2021-12-07,61.4055,62.0549,60.9938,61.2134,368098.0
2021-12-08,61.2317,61.8628,61.1951,61.4512,214854.0
2021-12-09,61.1859,61.561,60.8109,61.3597,203504.0
2021-12-10,61.5975,62.0961,61.4329,61.5427,162297.0
2021-12-11,61.5975,62.0961,61.4329,61.5427,162297.0
2021-12-12,61.5975,62.0961,61.4329,61.5427,162297.0
2021-12-13,61.314,63.2258,61.2865,62.622,521302.0
2021-12-14,62.9239,63.2212,62.3293,62.6129,305537.0
2021-12-15,62.8599,64.2045,62.8599,63.9941,298515.0
2021-12-16,63.9575,64.4881,63.1617,63.3172,391790.0
2021-12-17,63.0977,63.7243,61.8262,62.183,831481.0
2021-12-18,63.0977,63.7243,61.8262,62.183,831481.0
2021-12-19,63.0977,63.7243,61.8262,62.183,831481.0
2021-12-20,61.6433,62.183,60.4436,62.0732,403344.0
2021-12-21,62.6037,62.9422,62.0275,62.494,222124.0
2021-12-22,62.2562,63.0794,62.0495,63.0794,176647.0
2021-12-23,63.116,63.3172,62.6678,62.8324,158063.0
2021-12-24,63.116,63.3172,62.6678,62.8324,158063.0
2021-12-25,63.116,63.3172,62.6678,62.8324,158063.0
2021-12-26,63.116,63.3172,62.6678,62.8324,158063.0
2021-12-27,62.7684,63.2898,62.3476,63.2532,122236.0
2021-12-28,63.1892,63.6557,63.0108,63.6008,161457.0
2021-12-29,63.8661,64.3417,63.6076,64.3234,121274.0
2021-12-30,64.4881,64.8814,64.3509,64.6802,144350.0
2021-12-31,64.5064,64.8723,64.2473,64.5521,161335.0
2022-01-01,64.5064,64.8723,64.2473,64.5521,161335.0
2022-01-02,64.5064,64.8723,64.2473,64.5521,161335.0
2022-01-03,64.6619,64.9454,63.3081,63.9392,212549.0
2022-01-04,64.1771,65.0369,64.0719,64.4423,245919.0
2022-01-05,64.4423,65.4211,64.2228,64.3966,213789.0
2022-01-06,64.6893,64.8814,63.5002,63.6099,309357.0
2022-01-07,63.4819,64.5704,63.3355,64.3875,262925.0
2022-01-08,63.4819,64.5704,63.3355,64.3875,262925.0
2022-01-09,63.4819,64.5704,63.3355,64.3875,262925.0
2022-01-10,64.5521,65.0095,63.3447,63.491,258040.0
2022-01-11,63.6557,63.7106,61.8354,62.0458,250191.0
2022-01-12,62.0458,62.5946,61.2865,62.1464,338298.0
2022-01-13,62.0458,63.2532,61.9269,62.5489,173637.0
2022-01-14,61.8445,62.7592,61.8445,62.6495,210025.0
2022-01-15,61.8445,62.7592,61.8445,62.6495,210025.0
2022-01-16,61.8445,62.7592,61.8445,62.6495,210025.0
2022-01-17,61.8445,62.7592,61.8445,62.6495,210025.0
2022-01-18,62.2013,62.8416,61.2935,61.9543,236370.0
2022-01-19,61.7805,62.5763,61.4512,61.4878,206723.0
2022-01-20,61.4695,62.4208,61.131,61.2042,194715.0
2022-01-21,61.3963,62.3751,61.131,61.2225,244974.0
2022-01-22,61.3963,62.3751,61.131,61.2225,244974.0
2022-01-23,61.3963,62.3751,61.131,61.2225,244974.0
2022-01-24,61.1951,61.8628,59.7498,61.1493,393918.0
2022-01-25,60.3718,62.2836,60.134,61.689,385181.0
2022-01-26,61.9177,62.5306,60.4999,61.1036,453950.0
2022-01-27,61.2591,62.0183,60.6737,60.9572,256628.0
2022-01-28,60.9755,61.8079,60.5639,61.7988,285307.0
2022-01-29,60.9755,61.8079,60.5639,61.7988,285307.0
2022-01-30,60.9755,61.8079,60.5639,61.7988,285307.0
2022-01-31,61.2591,62.0549,60.6371,61.9634,844831.0
2022-02-01,61.6799,62.1464,60.5914,61.2408,247938.0
2022-02-02,61.1402,61.6616,60.9298,61.0396,495272.0
2022-02-03,60.8292,61.5152,60.5548,60.6554,371956.0
2022-02-04,60.5456,60.5456,58.8991,59.4205,472915.0
2022-02-05,60.5456,60.5456,58.8991,59.4205,472915.0
2022-02-06,60.5456,60.5456,58.8991,59.4205,472915.0
2022-02-07,60.1431,62.2278,59.8184,61.9726,651181.0
2022-02-08,62.1738,62.2287,60.6096,60.6737,356048.0
2022-02-09,60.9481,61.2225,59.887,61.2225,515096.0
2022-02-10,60.4724,62.311,59.9876,61.0762,523105.0
2022-02-11,61.7545,61.8099,60.8223,61.5238,333966.0
2022-02-12,61.7545,61.8099,60.8223,61.5238,333966.0
2022-02-13,61.7545,61.8099,60.8223,61.5238,333966.0
2022-02-14,61.6622,62.1329,60.3932,61.1823,330536.0
2022-02-15,61.6438,61.9483,61.1454,61.5145,283248.0
2022-02-16,61.4776,62.1052,60.8869,62.0775,321126.0
2022-02-17,61.7361,63.2405,61.4315,62.9728,476422.0
2022-02-18,62.6405,63.9327,62.6129,63.6927,572154.0
2022-02-19,62.6405,63.9327,62.6129,63.6927,572154.0
2022-02-20,62.6405,63.9327,62.6129,63.6927,572154.0
2022-02-21,62.6405,63.9327,62.6129,63.6927,572154.0
2022-02-22,63.8404,64.6987,63.2035,63.8127,666921.0
2022-02-23,64.1173,64.3295,61.8653,61.9114,431026.0
2022-02-24,61.4038,62.9267,60.8408,62.7882,734818.0
2022-02-25,63.545,64.9525,63.4158,64.5049,599590.0
2022-02-26,63.545,64.9525,63.4158,64.5049,599590.0
2022-02-27,63.545,64.9525,63.4158,64.5049,599590.0
2022-02-28,63.9788,64.8372,63.9788,64.5972,474836.0
2022-03-01,64.4126,65.1417,62.456,63.2035,632817.0
2022-03-02,63.3881,64.7079,63.1205,64.5603,388460.0
2022-03-03,64.7633,66.1662,64.468,66.0278,426078.0
2022-03-04,65.5755,67.2091,65.3725,67.1722,458190.0
2022-03-05,65.5755,67.2091,65.3725,67.1722,458190.0
2022-03-06,65.5755,67.2091,65.3725,67.1722,458190.0
2022-03-07,67.3753,67.7721,66.3231,67.163,336538.0
2022-03-08,67.3291,67.6225,65.9447,65.9447,315744.0
2022-03-09,66.7384,66.8584,64.8649,64.911,378407.0
2022-03-10,64.2465,65.5109,64.2465,65.4371,267351.0
2022-03-11,65.0494,66.0739,65.0494,65.5663,206454.0
2022-03-12,65.0494,66.0739,65.0494,65.5663,206454.0
2022-03-13,65.0494,66.0739,65.0494,65.5663,206454.0
2022-03-14,65.8524,65.917,64.8372,65.6863,233990.0
2022-03-15,65.9908,67.1168,65.8893,66.8769,367707.0
2022-03-16,66.9692,67.103,64.6803,66.0647,329073.0
2022-03-17,65.8709,67.1907,65.4925,66.6,385644.0
2022-03-18,66.8584,67.0892,65.5294,66.3416,1164261.0
2022-03-19,66.8584,67.0892,65.5294,66.3416,1164261.0
2022-03-20,66.8584,67.0892,65.5294,66.3416,1164261.0
2022-03-21,66.1108,66.9138,66.0001,66.8123,222870.0
2022-03-22,67.0153,67.0153,66.0462,66.6369,332768.0
2022-03-23,66.4154,66.8492,65.3817,66.3785,359649.0
2022-03-24,66.4246,67.1445,65.8986,66.923,201962.0
2022-03-25,67.1261,68.6674,67.0603,68.6674,271467.0
2022-03-26,67.1261,68.6674,67.0603,68.6674,271467.0
2022-03-27,67.1261,68.6674,67.0603,68.6674,271467.0
2022-03-28,68.4459,68.9258,68.0583,68.8981,224424.0
2022-03-29,69.1012,70.0149,68.8612,69.9042,333542.0
2022-03-30,70.0241,70.8456,69.7749,70.8271,304395.0
2022-03-31,71.1224,71.667,70.6702,71.0855,368520.0
2022-04-01,71.0117,72.4976,70.6702,72.3961,524077.0
2022-04-02,71.0117,72.4976,70.6702,72.3961,524077.0
2022-04-03,71.0117,72.4976,70.6702,72.3961,524077.0
2022-04-04,71.7685,71.7777,69.6457,70.4764,431098.0
2022-04-05,70.4025,71.5562,70.4025,70.8825,346302.0
2022-04-06,70.8917,72.5622,70.8917,72.35,290653.0
2022-04-07,72.2761,72.9037,71.3809,71.7408,318314.0
2022-04-08,71.907,72.8022,71.6393,72.5807,229507.0
2022-04-09,71.907,72.8022,71.6393,72.5807,229507.0
2022-04-10,71.907,72.8022,71.6393,72.5807,229507.0
2022-04-11,72.913,73.236,71.3347,71.3532,288105.0
2022-04-12,71.344,72.1469,71.2055,71.9439,305998.0
2022-04-13,72.1469,72.4146,71.4732,72.2669,289335.0
2022-04-14,72.433,73.1806,72.4146,72.5899,244561.0
2022-04-15,72.433,73.1806,72.4146,72.5899,244561.0
2022-04-16,72.433,73.1806,72.4146,72.5899,244561.0
2022-04-17,72.433,73.1806,72.4146,72.5899,244561.0
2022-04-18,72.7561,73.4575,71.9254,72.3961,223860.0
2022-04-19,72.8576,73.3191,72.6868,73.0791,192864.0
2022-04-20,73.8359,74.7127,73.6882,73.8267,257017.0
2022-04-21,73.8267,74.5327,73.439,73.5129,289637.0
2022-04-22,73.4852,73.4852,72.7561,72.9407,194770.0
2022-04-23,73.4852,73.4852,72.7561,72.9407,194770.0
2022-04-24,73.4852,73.4852,72.7561,72.9407,194770.0
2022-04-25,73.3098,73.3098,69.4104,70.2364,480157.0
2022-04-26,69.8488,71.7777,69.8488,70.4487,389658.0
2022-04-27,70.421,71.5193,69.2212,70.0611,401998.0
2022-04-28,70.3102,70.6241,69.3412,69.7103,512819.0
2022-04-29,69.5996,69.978,67.4583,67.5968,781104.0
2022-04-30,69.5996,69.978,67.4583,67.5968,781104.0
2022-05-01,69.5996,69.978,67.4583,67.5968,781104.0
2022-05-02,67.9752,68.6582,65.9908,66.7938,507962.0
2022-05-03,67.0153,68.4459,66.6,67.7445,425741.0
2022-05-04,68.1967,69.9042,67.7629,69.9042,463112.0
2022-05-05,70.4856,70.7118,68.5474,69.535,507100.0
2022-05-06,68.3905,69.9688,68.3351,69.7842,461684.0
2022-05-07,68.3905,69.9688,68.3351,69.7842,461684.0
2022-05-08,68.3905,69.9688,68.3351,69.7842,461684.0
2022-05-09,69.8765,71.2424,68.8243,70.6517,459961.0
2022-05-10,70.8917,71.6116,68.8335,69.4796,686091.0
2022-05-11,69.4796,70.8456,69.2027,69.4704,560158.0
2022-05-12,69.6365,69.6826,68.1413,68.7689,568304.0
2022-05-13,69.4427,70.2364,68.1413,70.1257,645559.0
2022-05-14,69.4427,70.2364,68.1413,70.1257,645559.0
2022-05-15,69.4427,70.2364,68.1413,70.1257,645559.0
2022-05-16,70.1718,70.804,69.7842,70.6794,388808.0
2022-05-17,70.7864,71.3352,69.7632,70.4609,486854.0
2022-05-18,71.2887,71.2887,69.1121,69.233,593807.0
2022-05-19,69.1772,69.2144,67.8936,68.4889,626243.0
2022-05-20,68.6935,68.8191,67.5122,68.0796,703265.0
2022-05-21,68.6935,68.8191,67.5122,68.0796,703265.0
2022-05-22,68.6935,68.8191,67.5122,68.0796,703265.0
2022-05-23,69.3819,69.4656,68.3354,69.1214,528947.0
2022-05-24,69.447,71.5678,69.3446,71.4003,581949.0
2022-05-25,71.4655,72.0422,70.9911,71.9305,517997.0
2022-05-26,72.5072,72.5631,71.391,71.4096,461875.0
2022-05-27,71.3445,72.0003,70.6655,71.9119,451188.0
2022-05-28,71.3445,72.0003,70.6655,71.9119,451188.0
2022-05-29,71.3445,72.0003,70.6655,71.9119,451188.0
