,HLIO US Equity,HLIO US Equity,HLIO US Equity,HLIO US Equity,HLIO US Equity
2023-08-13,56.6716,57.6658,56.6716,57.5664,108457.0
2023-08-14,57.3477,58.3618,56.3324,58.1033,105953.0
2023-08-15,57.6459,57.9456,57.2383,57.7155,64434.0
2023-08-16,57.4968,58.2323,56.8505,57.0196,97916.0
2023-08-17,57.0295,57.1687,56.3037,56.592,74121.0
2023-08-18,55.9955,57.4172,55.9955,56.9698,148087.0
2023-08-19,55.9955,57.4172,55.9955,56.9698,148087.0
2023-08-20,55.9955,57.4172,55.9955,56.9698,148087.0
2023-08-21,57.1886,57.3377,56.416,57.0593,123768.0
2023-08-22,57.5763,58.1331,56.94,57.457,128555.0
2023-08-23,57.4172,57.4172,56.9102,56.9599,42936.0
2023-08-24,56.4827,57.467,56.1943,56.5523,51247.0
2023-08-25,56.9201,57.0096,56.0154,56.7014,54368.0
2023-08-26,56.9201,57.0096,56.0154,56.7014,54368.0
2023-08-27,56.9201,57.0096,56.0154,56.7014,54368.0
2023-08-28,56.7809,57.9044,56.7809,57.5366,55326.0
2023-08-29,57.4371,57.7652,57.1289,57.2681,152007.0
2023-08-30,57.0593,57.9243,57.0593,57.5067,101113.0
2023-08-31,57.5167,58.2325,57.3576,57.5465,71910.0
2023-09-01,57.9044,58.8887,57.9044,58.8788,57479.0
2023-09-02,57.9044,58.8887,57.9044,58.8788,57479.0
2023-09-03,57.9044,58.8887,57.9044,58.8788,57479.0
2023-09-04,57.9044,58.8887,57.9044,58.8788,57479.0
2023-09-05,58.6203,58.6203,57.2134,57.8547,106728.0
2023-09-06,58.143,58.3816,57.7056,57.7752,72316.0
2023-09-07,57.6956,57.9343,56.4528,56.5821,79374.0
2023-09-08,56.602,57.3427,56.0651,57.2979,67187.0
2023-09-09,56.602,57.3427,56.0651,57.2979,67187.0
2023-09-10,56.602,57.3427,56.0651,57.2979,67187.0
2023-09-11,57.5664,57.6956,56.4628,56.5721,63806.0
2023-09-12,56.4727,56.592,55.6674,56.1347,53030.0
2023-09-13,56.0353,56.0353,55.1511,55.3194,106499.0
2023-09-14,55.9557,56.7809,55.5878,56.3435,67244.0
2023-09-15,56.2739,56.9698,55.4785,55.8265,164796.0
2023-09-16,56.2739,56.9698,55.4785,55.8265,164796.0
2023-09-17,56.2739,56.9698,55.4785,55.8265,164796.0
2023-09-18,55.6574,56.4031,55.4586,55.727,44048.0
2023-09-19,55.8762,56.0651,55.3492,55.6773,101983.0
2023-09-20,55.727,56.0949,54.6732,54.703,81193.0
2023-09-21,54.2357,54.2357,53.3458,53.5894,85549.0
2023-09-22,53.4801,53.838,52.6946,53.1122,152369.0
2023-09-23,53.4801,53.838,52.6946,53.1122,152369.0
2023-09-24,53.4801,53.838,52.6946,53.1122,152369.0
2023-09-25,52.8537,54.0468,52.8537,53.8877,117139.0
2023-09-26,53.5099,54.0915,53.4353,53.6889,100865.0
2023-09-27,53.9971,54.8024,53.9971,54.4345,126343.0
2023-09-28,54.5986,55.2896,54.3997,54.8819,88591.0
2023-09-29,55.1902,55.4785,54.1959,55.1603,139959.0
2023-09-30,55.1902,55.4785,54.1959,55.1603,139959.0
2023-10-01,55.1902,55.4785,54.1959,55.1603,139959.0
2023-10-02,54.6732,54.9118,54.4146,54.6433,93864.0
2023-10-03,54.524,55.1048,53.4304,53.5099,86619.0
2023-10-04,53.5099,53.8584,52.7132,53.7688,73098.0
2023-10-05,53.8087,54.0726,53.1613,53.9182,99922.0
2023-10-06,53.7788,54.3664,52.8576,54.0676,74884.0
2023-10-07,53.7788,54.3664,52.8576,54.0676,74884.0
2023-10-08,53.7788,54.3664,52.8576,54.0676,74884.0
2023-10-09,53.48,54.7647,53.4402,54.5157,51494.0
2023-10-10,54.7249,55.5714,54.7249,55.0436,81383.0
2023-10-11,54.9838,55.5316,54.9838,55.3623,67805.0
2023-10-12,55.5515,55.5515,54.4659,54.8145,46123.0
2023-10-13,54.9838,54.9838,53.1912,53.241,64928.0
2023-10-14,54.9838,54.9838,53.1912,53.241,64928.0
2023-10-15,54.9838,54.9838,53.1912,53.241,64928.0
2023-10-16,53.9481,54.3913,53.231,53.719,65214.0
2023-10-17,53.4999,55.3025,53.4999,54.4859,97266.0
2023-10-18,53.8584,53.8584,52.4542,52.5239,81799.0
2023-10-19,52.1355,52.8825,51.3189,51.4185,78013.0
2023-10-20,51.528,51.6675,50.8409,51.4085,105761.0
2023-10-21,51.528,51.6675,50.8409,51.4085,105761.0
2023-10-22,51.528,51.6675,50.8409,51.4085,105761.0
2023-10-23,51.3687,51.8567,50.552,50.7313,88757.0
2023-10-24,51.3488,52.2849,51.05,51.9861,86329.0
2023-10-25,51.4583,51.8965,50.2632,50.3429,104596.0
2023-10-26,50.6118,51.7073,50.6118,51.3986,85692.0
2023-10-27,51.6276,52.1246,50.1238,50.572,79826.0
2023-10-28,51.6276,52.1246,50.1238,50.572,79826.0
2023-10-29,51.6276,52.1246,50.1238,50.572,79826.0
2023-10-30,51.4284,51.767,50.1736,50.6018,61610.0
2023-10-31,50.6915,51.8766,49.9744,51.5081,377470.0
2023-11-01,51.9364,51.9762,50.1338,50.7811,295375.0
2023-11-02,51.8766,53.4302,51.4882,52.6036,372276.0
2023-11-03,47.156,47.5145,38.9299,43.8297,995095.0
2023-11-04,47.156,47.5145,38.9299,43.8297,995095.0
2023-11-05,47.156,47.5145,38.9299,43.8297,995095.0
2023-11-06,43.9392,44.8057,41.9375,43.8695,459020.0
2023-11-07,43.3417,43.8695,41.8976,42.3259,347853.0
2023-11-08,42.3757,42.4354,41.2802,41.9873,241575.0
2023-11-09,41.9873,42.5189,41.808,42.047,178480.0
2023-11-10,42.057,42.1765,40.9515,41.0611,157839.0
2023-11-11,42.057,42.1765,40.9515,41.0611,157839.0
2023-11-12,42.057,42.1765,40.9515,41.0611,157839.0
2023-11-13,41.1109,41.1109,38.661,38.89,300109.0
2023-11-14,39.8959,41.8279,39.6967,41.7283,629441.0
2023-11-15,42.0371,43.4911,42.0371,42.5251,298532.0
2023-11-16,42.7342,43.018,41.3101,42.2761,352460.0
2023-11-17,42.3259,42.8537,41.9076,42.5051,221327.0
2023-11-18,42.3259,42.8537,41.9076,42.5051,221327.0
2023-11-19,42.3259,42.8537,41.9076,42.5051,221327.0
2023-11-20,42.1167,42.1167,40.2245,41.1009,449988.0
2023-11-21,41.1208,41.6088,39.6369,39.6768,177412.0
2023-11-22,39.8361,40.1847,39.2784,39.378,149410.0
2023-11-23,39.8361,40.1847,39.2784,39.378,149410.0
2023-11-24,39.2983,39.7565,39.2983,39.6071,88803.0
2023-11-25,39.2983,39.7565,39.2983,39.6071,88803.0
2023-11-26,39.2983,39.7565,39.2983,39.6071,88803.0
2023-11-27,39.4975,39.5772,38.8004,38.8303,158664.0
2023-11-28,38.6908,38.7008,37.8344,38.1232,132745.0
2023-11-29,38.4618,38.7606,37.6153,37.8941,135549.0
2023-11-30,38.1033,38.3921,37.3464,38.2228,178998.0
2023-12-01,38.2427,39.9307,38.2128,39.6668,280006.0
2023-12-02,38.2427,39.9307,38.2128,39.6668,280006.0
2023-12-03,38.2427,39.9307,38.2128,39.6668,280006.0
2023-12-04,39.5772,40.5631,39.5772,40.5432,137631.0
2023-12-05,40.4635,40.4635,38.9398,39.4079,138173.0
2023-12-06,39.8162,40.752,39.1888,39.2685,100347.0
2023-12-07,39.0792,40.0851,39.0792,40.0652,109190.0
2023-12-08,40.0353,40.6329,39.5971,39.6469,120222.0
2023-12-09,40.0353,40.6329,39.5971,39.6469,120222.0
2023-12-10,40.0353,40.6329,39.5971,39.6469,120222.0
2023-12-11,39.6369,40.4436,39.5075,40.4138,145751.0
2023-12-12,40.4237,40.7237,40.0054,40.5831,125434.0
2023-12-13,40.6229,42.7242,40.1459,42.3458,166017.0
2023-12-14,43.1027,44.9451,42.4952,44.6961,379029.0
2023-12-15,45.204,45.5626,44.1982,45.5526,474453.0
2023-12-16,45.204,45.5626,44.1982,45.5526,474453.0
2023-12-17,45.204,45.5626,44.1982,45.5526,474453.0
2023-12-18,45.8115,45.8115,44.6762,45.1642,149364.0
2023-12-19,45.7916,46.4091,45.3534,45.8514,151601.0
2023-12-20,45.8414,46.18,44.1882,44.3675,451612.0
2023-12-21,44.9451,45.0447,44.1484,44.3774,346067.0
2023-12-22,44.5368,45.1642,44.1683,44.7161,323869.0
2023-12-23,44.5368,45.1642,44.1683,44.7161,323869.0
2023-12-24,44.5368,45.1642,44.1683,44.7161,323869.0
2023-12-25,44.5368,45.1642,44.1683,44.7161,323869.0
2023-12-26,45.0646,45.1045,44.5468,44.6463,157646.0
2023-12-27,44.4372,45.0248,44.1235,44.8057,518680.0
2023-12-28,44.726,44.8754,44.1783,44.5468,285175.0
2023-12-29,44.497,45.4381,44.497,45.1642,145608.0
2023-12-30,44.497,45.4381,44.497,45.1642,145608.0
2023-12-31,44.497,45.4381,44.497,45.1642,145608.0
2024-01-01,44.497,45.4381,44.497,45.1642,145608.0
2024-01-02,44.7161,45.463,44.2878,44.497,219802.0
2024-01-03,44.4171,44.4171,42.4612,42.5809,304889.0
2024-01-04,42.8604,42.8604,41.9123,42.1818,415421.0
2024-01-05,41.6928,43.1997,41.6928,42.2616,235128.0
2024-01-06,41.6928,43.1997,41.6928,42.2616,235128.0
2024-01-07,41.6928,43.1997,41.6928,42.2616,235128.0
2024-01-08,42.0121,42.7805,41.8724,42.2117,237776.0
2024-01-09,41.6429,41.6629,40.3456,41.4333,307234.0
2024-01-10,41.3136,41.6329,40.9144,41.124,143581.0
2024-01-11,41.144,42.6708,40.625,42.6608,193187.0
2024-01-12,43.3793,43.519,42.3215,42.4712,121431.0
2024-01-13,43.3793,43.519,42.3215,42.4712,121431.0
2024-01-14,43.3793,43.519,42.3215,42.4712,121431.0
2024-01-15,43.3793,43.519,42.3215,42.4712,121431.0
2024-01-16,41.9722,42.2217,40.8546,40.9144,160024.0
2024-01-17,40.1361,41.2637,40.1361,40.9244,130894.0
2024-01-18,41.104,41.7128,40.7747,41.623,167970.0
2024-01-19,41.9123,42.082,41.3535,41.9223,116363.0
2024-01-20,41.9123,42.082,41.3535,41.9223,116363.0
2024-01-21,41.9123,42.082,41.3535,41.9223,116363.0
2024-01-22,43.2396,44.3473,42.6109,43.1098,221286.0
2024-01-23,43.6886,43.6886,42.3015,42.7706,199293.0
2024-01-24,43.2695,43.2695,42.092,42.7107,191502.0
2024-01-25,43.4591,43.5488,42.7007,43.0899,209152.0
2024-01-26,43.519,43.5789,42.5214,42.7805,170763.0
2024-01-27,43.519,43.5789,42.5214,42.7805,170763.0
2024-01-28,43.519,43.5789,42.5214,42.7805,170763.0
2024-01-29,42.5909,43.8283,42.5111,43.8084,150323.0
2024-01-30,43.3593,43.8614,42.9003,43.0101,175351.0
2024-01-31,43.1098,43.1098,41.114,41.1739,147269.0
2024-02-01,41.4034,41.618,40.5951,41.2637,191482.0
2024-02-02,40.5652,41.7826,40.176,41.2338,182596.0
2024-02-03,40.5652,41.7826,40.176,41.2338,182596.0
2024-02-04,40.5652,41.7826,40.176,41.2338,182596.0
2024-02-05,40.4754,40.5552,39.5872,40.2558,134279.0
2024-02-06,40.1261,41.6529,40.0562,41.0941,117559.0
2024-02-07,41.0941,41.8924,40.4354,41.6728,132918.0
2024-02-08,41.6629,42.4213,40.4853,40.5652,277843.0
2024-02-09,40.7847,42.3015,40.2658,42.2816,258076.0
2024-02-10,40.7847,42.3015,40.2658,42.2816,258076.0
2024-02-11,40.7847,42.3015,40.2658,42.2816,258076.0
2024-02-12,42.4412,42.8902,41.8325,42.1618,250306.0
2024-02-13,40.635,41.0641,39.5972,40.3157,261854.0
2024-02-14,40.645,41.124,40.0462,40.7548,354650.0
2024-02-15,41.3934,43.4791,41.3934,43.4691,285727.0
2024-02-16,43.3593,45.2554,42.7706,44.8562,304417.0
2024-02-17,43.3593,45.2554,42.7706,44.8562,304417.0
2024-02-18,43.3593,45.2554,42.7706,44.8562,304417.0
2024-02-19,43.3593,45.2554,42.7706,44.8562,304417.0
2024-02-20,43.988,45.0458,43.8084,43.978,201845.0
2024-02-21,44.0579,44.5668,43.9182,44.487,201760.0
2024-02-22,44.2375,44.946,43.8583,44.0179,212195.0
2024-02-23,43.8882,44.8562,43.6487,43.7385,218965.0
2024-02-24,43.8882,44.8562,43.6487,43.7385,218965.0
2024-02-25,43.8882,44.8562,43.6487,43.7385,218965.0
2024-02-26,43.3493,44.926,42.9901,44.4371,343065.0
2024-02-27,48.3988,49.6063,45.6645,46.9418,489887.0
2024-02-28,46.5127,46.842,43.8683,44.0279,273854.0
2024-02-29,44.7764,44.8013,43.5789,44.0579,251005.0
2024-03-01,44.0978,44.1127,43.1298,43.5589,352557.0
2024-03-02,44.0978,44.1127,43.1298,43.5589,352557.0
2024-03-03,44.0978,44.1127,43.1298,43.5589,352557.0
2024-03-04,43.5988,44.008,42.6957,43.1098,122416.0
2024-03-05,42.8404,43.9381,42.8404,42.9801,105613.0
2024-03-06,43.3693,43.6462,43.04,43.529,86842.0
2024-03-07,43.968,44.477,43.8353,44.2375,88527.0
2024-03-08,44.8362,45.2154,44.5967,45.0658,145156.0
2024-03-09,44.8362,45.2154,44.5967,45.0658,145156.0
2024-03-10,44.8362,45.2154,44.5967,45.0658,145156.0
2024-03-11,44.9959,45.0857,43.2695,43.8982,101321.0
2024-03-12,43.8982,44.0678,43.3094,43.8483,78185.0
2024-03-13,43.6886,44.1926,43.0799,43.5888,93416.0
2024-03-14,43.5589,43.6818,42.0121,42.4412,166952.0
2024-03-15,42.1718,42.8304,41.8325,42.1419,314824.0
2024-03-16,42.1718,42.8304,41.8325,42.1419,314824.0
2024-03-17,42.1718,42.8304,41.8325,42.1419,314824.0
2024-03-18,42.0121,43.2595,41.8924,42.9003,111013.0
2024-03-19,42.8105,44.008,42.6458,43.8283,141347.0
2024-03-20,43.4392,44.3023,43.0899,44.1776,100897.0
2024-03-21,44.7963,45.1256,43.8383,43.998,183592.0
2024-03-22,44.0479,44.1876,42.8204,43.1597,172457.0
2024-03-23,44.0479,44.1876,42.8204,43.1597,172457.0
2024-03-24,44.0479,44.1876,42.8204,43.1597,172457.0
2024-03-25,43.3793,43.499,41.613,41.6329,124726.0
2024-03-26,42.1119,42.4662,41.593,42.3913,328351.0
2024-03-27,42.8304,43.2795,42.6109,42.7606,152097.0
2024-03-28,42.8703,44.6566,42.8703,44.5967,297915.0
2024-03-29,42.8703,44.6566,42.8703,44.5967,297915.0
2024-03-30,42.8703,44.6566,42.8703,44.5967,297915.0
2024-03-31,42.8703,44.6566,42.8703,44.5967,297915.0
2024-04-01,44.6466,44.6466,43.4591,43.9581,178021.0
2024-04-02,43.4292,43.9581,43.0101,43.04,467585.0
2024-04-03,42.6,44.13,42.54,43.3,317866.0
2024-04-04,44.02,44.97,43.555,44.44,243617.0
2024-04-05,44.35,44.82,44.13,44.46,168305.0
2024-04-06,44.35,44.82,44.13,44.46,168305.0
2024-04-07,44.35,44.82,44.13,44.46,168305.0
2024-04-08,44.89,45.375,44.675,44.94,90509.0
