,BURL US Equity,BURL US Equity,BURL US Equity,BURL US Equity,BURL US Equity
2021-05-05,326.56,330.94,323.96,326.69,457751.0
2021-05-06,328.76,330.89,321.11,324.64,259704.0
2021-05-07,323.84,331.65,323.84,331.01,298483.0
2021-05-08,323.84,331.65,323.84,331.01,298483.0
2021-05-09,323.84,331.65,323.84,331.01,298483.0
2021-05-10,331.38,334.18,328.03,328.65,358311.0
2021-05-11,324.29,329.57,320.0,329.21,434153.0
2021-05-12,327.96,328.5,312.71,314.12,844124.0
2021-05-13,314.29,323.29,314.29,316.66,563491.0
2021-05-14,321.71,334.94,321.68,333.76,634967.0
2021-05-15,321.71,334.94,321.68,333.76,634967.0
2021-05-16,321.71,334.94,321.68,333.76,634967.0
2021-05-17,331.58,336.68,330.83,336.13,524831.0
2021-05-18,337.03,339.28,327.43,327.57,437635.0
2021-05-19,322.31,326.82,317.86,325.04,356659.0
2021-05-20,324.58,326.99,315.74,321.44,476995.0
2021-05-21,324.54,327.99,320.81,322.67,413983.0
2021-05-22,324.54,327.99,320.81,322.67,413983.0
2021-05-23,324.54,327.99,320.81,322.67,413983.0
2021-05-24,324.41,324.41,320.35,320.61,347612.0
2021-05-25,322.89,325.92,321.21,321.79,419785.0
2021-05-26,323.57,332.69,321.245,328.2,833784.0
2021-05-27,328.2,330.0,320.285,324.65,1136284.0
2021-05-28,330.0,330.09,319.0,323.37,579137.0
2021-05-29,330.0,330.09,319.0,323.37,579137.0
2021-05-30,330.0,330.09,319.0,323.37,579137.0
2021-05-31,330.0,330.09,319.0,323.37,579137.0
2021-06-01,325.26,326.19,310.8,314.46,783110.0
2021-06-02,314.37,314.37,306.17,307.28,756371.0
2021-06-03,305.66,308.32,300.435,303.38,475475.0
2021-06-04,303.45,306.18,299.87,304.36,446317.0
2021-06-05,303.45,306.18,299.87,304.36,446317.0
2021-06-06,303.45,306.18,299.87,304.36,446317.0
2021-06-07,302.96,305.82,300.19,303.67,330149.0
2021-06-08,304.85,309.19,302.37,308.06,413898.0
2021-06-09,307.36,309.06,302.94,304.99,262130.0
2021-06-10,304.93,308.06,300.05,303.86,247224.0
2021-06-11,304.02,313.39,302.86,313.31,631986.0
2021-06-12,304.02,313.39,302.86,313.31,631986.0
2021-06-13,304.02,313.39,302.86,313.31,631986.0
2021-06-14,311.49,311.835,307.2,309.88,308931.0
2021-06-15,309.5,309.845,302.11,306.23,501627.0
2021-06-16,306.35,310.62,302.79,310.31,380544.0
2021-06-17,310.28,310.8,300.12,304.76,334738.0
2021-06-18,301.27,305.545,300.67,301.58,594825.0
2021-06-19,301.27,305.545,300.67,301.58,594825.0
2021-06-20,301.27,305.545,300.67,301.58,594825.0
2021-06-21,303.29,310.42,302.03,310.08,290630.0
2021-06-22,311.27,314.98,307.93,314.96,355541.0
2021-06-23,315.18,317.38,312.86,314.64,469627.0
2021-06-24,318.55,323.69,316.43,322.61,780797.0
2021-06-25,323.5,329.2,319.245,326.02,962444.0
2021-06-26,323.5,329.2,319.245,326.02,962444.0
2021-06-27,323.5,329.2,319.245,326.02,962444.0
2021-06-28,323.71,324.55,316.39,319.1,427850.0
2021-06-29,319.74,322.64,318.13,318.73,450411.0
2021-06-30,319.13,323.265,317.23,321.99,466584.0
2021-07-01,322.82,328.07,322.7043,326.27,333541.0
2021-07-02,327.95,332.99,325.43,331.93,239502.0
2021-07-03,327.95,332.99,325.43,331.93,239502.0
2021-07-04,327.95,332.99,325.43,331.93,239502.0
2021-07-05,327.95,332.99,325.43,331.93,239502.0
2021-07-06,331.59,336.14,328.53,334.69,396935.0
2021-07-07,335.22,336.43,323.93,324.99,508046.0
2021-07-08,320.13,326.36,315.67,322.2,415747.0
2021-07-09,327.45,331.57,324.63,329.89,282652.0
2021-07-10,327.45,331.57,324.63,329.89,282652.0
2021-07-11,327.45,331.57,324.63,329.89,282652.0
2021-07-12,327.58,332.27,323.78,330.28,368287.0
2021-07-13,329.91,330.395,327.495,329.71,376235.0
2021-07-14,329.95,334.88,329.69,330.88,285559.0
2021-07-15,328.87,332.49,326.8,329.58,301285.0
2021-07-16,332.04,332.28,319.43,320.48,369220.0
2021-07-17,332.04,332.28,319.43,320.48,369220.0
2021-07-18,332.04,332.28,319.43,320.48,369220.0
2021-07-19,314.98,317.77,308.76,311.29,472673.0
2021-07-20,313.07,320.68,309.29,318.73,659841.0
2021-07-21,321.49,327.06,321.345,325.88,358668.0
2021-07-22,327.24,327.885,321.09,325.18,250602.0
2021-07-23,324.53,330.6,323.89,329.97,251751.0
2021-07-24,324.53,330.6,323.89,329.97,251751.0
2021-07-25,324.53,330.6,323.89,329.97,251751.0
2021-07-26,329.41,333.43,328.35,329.73,233119.0
2021-07-27,327.95,331.385,323.58,324.84,560169.0
2021-07-28,323.46,326.89,320.68,324.5,185210.0
2021-07-29,325.93,331.52,324.48,329.52,186646.0
2021-07-30,326.64,338.48,326.64,334.8,467767.0
2021-07-31,326.64,338.48,326.64,334.8,467767.0
2021-08-01,326.64,338.48,326.64,334.8,467767.0
2021-08-02,336.82,337.41,330.08,330.61,335332.0
2021-08-03,331.36,338.87,328.23,338.66,226078.0
2021-08-04,335.73,340.0,331.23,332.58,337768.0
2021-08-05,334.89,339.4,333.7611,335.69,228549.0
2021-08-06,337.03,339.3232,336.04,338.25,203417.0
2021-08-07,337.03,339.3232,336.04,338.25,203417.0
2021-08-08,337.03,339.3232,336.04,338.25,203417.0
2021-08-09,337.0,338.5,331.0474,333.76,194661.0
2021-08-10,334.56,353.4993,333.62,352.2,735841.0
2021-08-11,353.73,357.34,349.13,352.64,291022.0
2021-08-12,355.19,357.08,345.84,346.0,363162.0
2021-08-13,344.59,347.48,340.65,342.85,445728.0
2021-08-14,344.59,347.48,340.65,342.85,445728.0
2021-08-15,344.59,347.48,340.65,342.85,445728.0
2021-08-16,343.38,344.16,339.02,340.8,610422.0
2021-08-17,339.34,339.34,327.75,328.99,789239.0
2021-08-18,328.7,341.03,327.195,337.05,1077774.0
2021-08-19,333.41,349.49,330.71,348.89,599957.0
2021-08-20,347.81,350.1356,343.19,347.52,497745.0
2021-08-21,347.81,350.1356,343.19,347.52,497745.0
2021-08-22,347.81,350.1356,343.19,347.52,497745.0
2021-08-23,350.43,352.19,341.64,342.03,608866.0
2021-08-24,342.48,348.19,341.08,345.99,698873.0
2021-08-25,345.77,351.5,343.29,350.15,722568.0
2021-08-26,320.29,324.0,312.3,318.01,2782761.0
2021-08-27,315.0,318.35,308.555,309.53,1117538.0
2021-08-28,315.0,318.35,308.555,309.53,1117538.0
2021-08-29,315.0,318.35,308.555,309.53,1117538.0
2021-08-30,308.51,309.7,300.13,301.73,1813791.0
2021-08-31,301.41,302.7,298.84,299.49,935973.0
2021-09-01,300.45,305.23,298.02,304.13,1105912.0
2021-09-02,303.8,305.13,301.0101,302.48,724470.0
2021-09-03,301.24,302.16,294.14,297.5,567517.0
2021-09-04,301.24,302.16,294.14,297.5,567517.0
2021-09-05,301.24,302.16,294.14,297.5,567517.0
2021-09-06,301.24,302.16,294.14,297.5,567517.0
2021-09-07,297.99,299.85,295.42,297.09,606795.0
2021-09-08,296.54,298.1,290.3,292.2,889747.0
2021-09-09,291.91,298.96,291.43,294.18,606062.0
2021-09-10,294.55,295.93,287.01,287.15,666580.0
2021-09-11,294.55,295.93,287.01,287.15,666580.0
2021-09-12,294.55,295.93,287.01,287.15,666580.0
2021-09-13,288.85,290.59,285.75,289.89,599190.0
2021-09-14,291.25,291.25,284.83,290.43,512698.0
2021-09-15,288.09,288.68,283.94,287.59,418810.0
2021-09-16,289.28,293.5,287.28,292.41,482947.0
2021-09-17,293.77,300.22,293.77,296.16,1259264.0
2021-09-18,293.77,300.22,293.77,296.16,1259264.0
2021-09-19,293.77,300.22,293.77,296.16,1259264.0
2021-09-20,292.7,296.9,288.12,292.26,646293.0
2021-09-21,294.84,296.46,291.7,294.14,311838.0
2021-09-22,296.21,299.41,293.92,296.73,412281.0
2021-09-23,299.42,305.99,296.24,303.28,526617.0
2021-09-24,301.99,308.0,300.21,304.86,409756.0
2021-09-25,301.99,308.0,300.21,304.86,409756.0
2021-09-26,301.99,308.0,300.21,304.86,409756.0
2021-09-27,306.41,314.71,306.41,307.84,392534.0
2021-09-28,307.35,307.56,300.4209,303.07,361740.0
2021-09-29,305.38,308.8,302.96,303.18,339956.0
2021-09-30,301.3,301.3,283.01,283.57,907483.0
2021-10-01,284.28,288.78,281.2622,284.94,647170.0
2021-10-02,284.28,288.78,281.2622,284.94,647170.0
2021-10-03,284.28,288.78,281.2622,284.94,647170.0
2021-10-04,282.72,285.755,275.68,277.24,712254.0
2021-10-05,277.27,282.78,276.23,277.43,591125.0
2021-10-06,274.99,277.84,269.56,270.56,634117.0
2021-10-07,272.25,281.07,272.25,278.72,622307.0
2021-10-08,278.55,279.58,275.63,277.45,594477.0
2021-10-09,278.55,279.58,275.63,277.45,594477.0
2021-10-10,278.55,279.58,275.63,277.45,594477.0
2021-10-11,275.91,277.17,265.5,265.68,766254.0
2021-10-12,267.28,269.4,265.64,267.63,667105.0
2021-10-13,268.2,270.24,264.07,264.17,794783.0
2021-10-14,251.98,271.63,251.19,269.79,981809.0
2021-10-15,271.62,273.07,268.11,268.93,658365.0
2021-10-16,271.62,273.07,268.11,268.93,658365.0
2021-10-17,271.62,273.07,268.11,268.93,658365.0
2021-10-18,268.29,276.11,266.62,275.53,728064.0
2021-10-19,277.0,277.0,269.73,272.71,561891.0
2021-10-20,275.29,282.555,273.48,275.96,712667.0
2021-10-21,276.09,282.46,275.07,280.87,370688.0
2021-10-22,279.07,280.4099,274.91,278.34,339831.0
2021-10-23,279.07,280.4099,274.91,278.34,339831.0
2021-10-24,279.07,280.4099,274.91,278.34,339831.0
2021-10-25,279.44,281.19,276.49,276.99,264511.0
2021-10-26,279.67,279.67,275.52,277.17,257778.0
2021-10-27,278.56,279.36,267.68,271.51,887665.0
2021-10-28,274.05,276.19,272.39,275.86,662937.0
2021-10-29,273.84,278.75,273.34,276.29,383880.0
2021-10-30,273.84,278.75,273.34,276.29,383880.0
2021-10-31,273.84,278.75,273.34,276.29,383880.0
2021-11-01,276.48,288.2,276.48,287.35,638379.0
2021-11-02,286.79,288.73,284.46,287.06,466920.0
2021-11-03,287.78,293.0,286.0,290.84,449530.0
2021-11-04,290.08,294.82,288.44,293.84,397032.0
2021-11-05,298.01,301.53,294.97,297.88,418911.0
2021-11-06,298.01,301.53,294.97,297.88,418911.0
2021-11-07,298.01,301.53,294.97,297.88,418911.0
2021-11-08,297.9,299.41,291.8,293.43,375854.0
2021-11-09,293.42,299.31,293.42,299.25,311326.0
2021-11-10,297.62,299.65,291.54,292.63,399435.0
2021-11-11,283.17,286.82,269.8,269.82,1376809.0
2021-11-12,271.76,272.12,265.66,269.52,1039596.0
2021-11-13,271.76,272.12,265.66,269.52,1039596.0
2021-11-14,271.76,272.12,265.66,269.52,1039596.0
2021-11-15,272.21,275.365,269.83,270.66,860790.0
2021-11-16,273.1,275.29,270.51,274.35,679748.0
2021-11-17,281.9,288.68,272.02,275.78,1170593.0
2021-11-18,279.02,281.51,273.055,274.92,661291.0
2021-11-19,271.51,272.965,262.3,264.97,831543.0
2021-11-20,271.51,272.965,262.3,264.97,831543.0
2021-11-21,271.51,272.965,262.3,264.97,831543.0
2021-11-22,268.56,269.54,259.78,263.0,712750.0
2021-11-23,271.99,292.3,268.82,285.55,2313464.0
2021-11-24,281.95,293.305,274.42,290.09,1572214.0
2021-11-25,281.95,293.305,274.42,290.09,1572214.0
2021-11-26,281.72,286.575,275.42,283.85,917376.0
2021-11-27,281.72,286.575,275.42,283.85,917376.0
2021-11-28,281.72,286.575,275.42,283.85,917376.0
2021-11-29,297.0,297.0,285.59,293.37,1154716.0
2021-11-30,290.82,293.815,287.56,293.13,1160999.0
2021-12-01,295.92,304.175,280.4,280.66,1202598.0
2021-12-02,281.85,296.27,281.36,293.0,1025007.0
2021-12-03,291.78,292.67,285.175,288.56,817659.0
2021-12-04,291.78,292.67,285.175,288.56,817659.0
2021-12-05,291.78,292.67,285.175,288.56,817659.0
2021-12-06,293.54,294.65,286.725,288.15,632053.0
2021-12-07,292.0,296.355,289.27,293.32,604908.0
2021-12-08,294.68,295.18,288.42,289.85,438107.0
2021-12-09,287.49,289.605,284.885,287.64,527414.0
2021-12-10,289.63,290.21,284.54,289.2,380051.0
2021-12-11,289.63,290.21,284.54,289.2,380051.0
2021-12-12,289.63,290.21,284.54,289.2,380051.0
2021-12-13,287.47,291.1,277.48,278.17,570184.0
2021-12-14,277.01,285.83,276.11,280.08,650730.0
2021-12-15,278.12,281.36,273.6,278.92,647208.0
2021-12-16,285.18,286.2,270.68,271.38,719697.0
2021-12-17,267.08,278.06,263.115,277.24,922116.0
2021-12-18,267.08,278.06,263.115,277.24,922116.0
2021-12-19,267.08,278.06,263.115,277.24,922116.0
2021-12-20,272.15,272.56,267.0,271.82,659935.0
2021-12-21,274.12,282.55,273.66,282.49,609666.0
2021-12-22,281.33,286.2,280.02,286.2,788028.0
2021-12-23,286.8,289.155,283.595,287.19,485156.0
2021-12-24,286.8,289.155,283.595,287.19,485156.0
2021-12-25,286.8,289.155,283.595,287.19,485156.0
2021-12-26,286.8,289.155,283.595,287.19,485156.0
2021-12-27,287.2,289.46,285.4,289.24,412152.0
2021-12-28,287.73,291.92,287.73,289.84,495960.0
2021-12-29,289.87,293.07,288.3,292.06,233899.0
2021-12-30,290.77,295.295,290.56,293.23,333280.0
2021-12-31,294.12,294.12,290.46,291.51,251042.0
2022-01-01,294.12,294.12,290.46,291.51,251042.0
2022-01-02,294.12,294.12,290.46,291.51,251042.0
2022-01-03,289.41,292.96,288.0,289.0,584577.0
2022-01-04,289.0,291.26,284.08,284.85,528742.0
2022-01-05,283.56,286.3,274.18,274.32,607805.0
2022-01-06,271.41,276.35,267.38,268.79,481614.0
2022-01-07,265.62,266.35,251.38,253.48,1373888.0
2022-01-08,265.62,266.35,251.38,253.48,1373888.0
2022-01-09,265.62,266.35,251.38,253.48,1373888.0
2022-01-10,250.69,252.62,233.665,247.0,2649178.0
2022-01-11,246.61,251.02,242.235,247.67,760707.0
2022-01-12,247.6,252.0,242.15,245.32,694307.0
2022-01-13,245.92,249.25,238.33,239.17,644217.0
2022-01-14,236.08,236.37,222.75,229.99,1209798.0
2022-01-15,236.08,236.37,222.75,229.99,1209798.0
2022-01-16,236.08,236.37,222.75,229.99,1209798.0
2022-01-17,236.08,236.37,222.75,229.99,1209798.0
2022-01-18,224.6,226.435,217.64,219.08,1201237.0
2022-01-19,223.0,229.6,220.38,224.0,1234008.0
2022-01-20,219.54,225.12,215.0062,215.83,1455460.0
2022-01-21,214.5,216.96,208.13,213.85,1097297.0
2022-01-22,214.5,216.96,208.13,213.85,1097297.0
2022-01-23,214.5,216.96,208.13,213.85,1097297.0
2022-01-24,206.7,230.08,206.7,229.6,1492618.0
2022-01-25,226.39,236.65,225.085,231.67,1543276.0
2022-01-26,233.46,239.0,227.05,229.32,1002187.0
2022-01-27,233.87,237.1,223.55,224.48,649031.0
2022-01-28,224.1,230.59,218.0,230.29,627142.0
2022-01-29,224.1,230.59,218.0,230.29,627142.0
2022-01-30,224.1,230.59,218.0,230.29,627142.0
2022-01-31,229.31,237.21,227.38,236.93,593939.0
2022-02-01,237.41,243.94,235.45,238.27,646207.0
2022-02-02,239.64,240.0,229.51,231.06,688730.0
2022-02-03,228.82,233.9,225.0,228.95,937473.0
2022-02-04,226.79,229.05,219.42,223.4,735867.0
2022-02-05,226.79,229.05,219.42,223.4,735867.0
2022-02-06,226.79,229.05,219.42,223.4,735867.0
2022-02-07,223.33,226.4,219.02,222.75,565849.0
2022-02-08,222.31,229.85,220.79,227.9,426147.0
2022-02-09,231.47,235.35,230.89,233.04,508213.0
2022-02-10,230.79,242.23,230.79,234.7,589872.0
2022-02-11,235.8,236.5766,227.23,230.1,604843.0
2022-02-12,235.8,236.5766,227.23,230.1,604843.0
2022-02-13,235.8,236.5766,227.23,230.1,604843.0
2022-02-14,230.64,233.12,223.98,224.59,501331.0
2022-02-15,226.37,232.45,225.42,232.03,582368.0
2022-02-16,230.0,232.52,226.08,229.15,349319.0
2022-02-17,225.81,228.14,215.365,217.52,579976.0
2022-02-18,218.39,224.17,217.955,221.06,422938.0
2022-02-19,218.39,224.17,217.955,221.06,422938.0
2022-02-20,218.39,224.17,217.955,221.06,422938.0
2022-02-21,218.39,224.17,217.955,221.06,422938.0
2022-02-22,223.78,230.93,218.06,220.67,890105.0
2022-02-23,212.8,218.69,209.145,210.0,1146790.0
2022-02-24,205.0,219.225,204.95,218.37,1020023.0
2022-02-25,215.74,226.35,214.77,225.64,521657.0
2022-02-26,215.74,226.35,214.77,225.64,521657.0
2022-02-27,215.74,226.35,214.77,225.64,521657.0
2022-02-28,222.0,226.09,220.26,225.89,799169.0
2022-03-01,225.14,232.0679,221.25,224.28,818280.0
2022-03-02,228.18,239.46,226.41,233.34,1213997.0
2022-03-03,206.69,218.4661,191.36,203.12,3809384.0
2022-03-04,199.31,202.96,184.215,189.67,1677826.0
2022-03-05,199.31,202.96,184.215,189.67,1677826.0
2022-03-06,199.31,202.96,184.215,189.67,1677826.0
2022-03-07,189.88,189.88,173.1,173.16,1535714.0
2022-03-08,172.63,186.95,171.15,180.52,1195204.0
2022-03-09,187.22,192.16,185.74,185.78,1086841.0
2022-03-10,181.72,197.14,181.72,195.62,1026545.0
2022-03-11,197.34,200.35,194.44,197.0,1407566.0
2022-03-12,197.34,200.35,194.44,197.0,1407566.0
2022-03-13,197.34,200.35,194.44,197.0,1407566.0
2022-03-14,198.18,199.38,194.41,194.97,929834.0
2022-03-15,198.29,202.74,193.3601,196.34,841057.0
2022-03-16,197.85,206.48,195.39,199.63,866184.0
2022-03-17,195.96,200.36,193.485,199.1,771716.0
2022-03-18,197.24,197.55,192.04,197.2,907824.0
2022-03-19,197.24,197.55,192.04,197.2,907824.0
2022-03-20,197.24,197.55,192.04,197.2,907824.0
2022-03-21,196.86,197.27,187.51,188.62,1242894.0
2022-03-22,190.0,195.49,190.0,191.21,1251563.0
2022-03-23,189.12,189.12,181.02,181.92,689367.0
2022-03-24,183.31,185.0,181.25,183.7,782841.0
2022-03-25,184.0,185.03,181.54,182.83,527418.0
2022-03-26,184.0,185.03,181.54,182.83,527418.0
2022-03-27,184.0,185.03,181.54,182.83,527418.0
2022-03-28,181.51,187.22,180.01,187.0,581405.0
2022-03-29,192.16,199.79,189.48,198.63,1019886.0
2022-03-30,193.89,197.63,189.72,190.39,585616.0
2022-03-31,189.25,190.62,182.16,182.17,660926.0
2022-04-01,183.94,185.26,181.05,181.95,650450.0
2022-04-02,183.94,185.26,181.05,181.95,650450.0
2022-04-03,183.94,185.26,181.05,181.95,650450.0
2022-04-04,181.74,188.6,180.0,187.82,620296.0
2022-04-05,184.01,187.42,179.68,185.65,761077.0
2022-04-06,182.05,191.8,181.45,190.86,919989.0
2022-04-07,190.31,195.66,188.965,194.8,992538.0
2022-04-08,194.01,198.79,192.58,194.24,704082.0
2022-04-09,194.01,198.79,192.58,194.24,704082.0
2022-04-10,194.01,198.79,192.58,194.24,704082.0
2022-04-11,194.19,207.9547,193.51,207.02,1330868.0
2022-04-12,209.33,215.58,206.0,207.71,1092768.0
2022-04-13,206.05,215.915,205.02,213.0,1098149.0
2022-04-14,214.06,216.185,211.68,213.85,556742.0
2022-04-15,214.06,216.185,211.68,213.85,556742.0
2022-04-16,214.06,216.185,211.68,213.85,556742.0
2022-04-17,214.06,216.185,211.68,213.85,556742.0
2022-04-18,213.82,220.74,211.45,218.96,830073.0
2022-04-19,219.36,229.55,219.36,227.54,831003.0
2022-04-20,229.99,231.29,222.05,222.55,768402.0
2022-04-21,224.94,226.5626,215.19,217.57,856046.0
2022-04-22,212.67,214.3,206.58,209.15,832313.0
2022-04-23,212.67,214.3,206.58,209.15,832313.0
2022-04-24,212.67,214.3,206.58,209.15,832313.0
2022-04-25,208.0,210.63,201.63,209.25,1068826.0
2022-04-26,206.37,208.2734,200.26,203.16,572668.0
2022-04-27,203.99,211.0,202.58,206.32,622623.0
2022-04-28,210.64,215.2,204.09,213.54,603011.0
2022-04-29,210.0,211.81,203.3,203.56,618777.0
2022-04-30,210.0,211.81,203.3,203.56,618777.0
2022-05-01,210.0,211.81,203.3,203.56,618777.0
2022-05-02,202.65,211.71,202.65,211.68,688950.0
2022-05-03,211.02,212.65,205.55,208.62,506452.0
2022-05-04,209.67,216.13,203.36,214.32,741520.0
2022-05-05,212.41,214.08,204.115,207.91,583340.0
2022-05-06,209.25,209.25,193.43,196.7,1243925.0
2022-05-07,209.25,209.25,193.43,196.7,1243925.0
2022-05-08,209.25,209.25,193.43,196.7,1243925.0
2022-05-09,193.96,197.52,187.91,188.62,1541641.0
2022-05-10,193.45,193.57,173.82,183.0,2169447.0
2022-05-11,183.93,185.69,172.69,173.46,952697.0
2022-05-12,171.06,180.245,168.56,172.03,1234792.0
2022-05-13,173.97,176.63,171.15,172.5,895764.0
2022-05-14,173.97,176.63,171.15,172.5,895764.0
2022-05-15,173.97,176.63,171.15,172.5,895764.0
2022-05-16,170.81,174.61,168.09,172.46,1145294.0
2022-05-17,173.83,175.03,166.355,174.84,1206544.0
2022-05-18,179.82,187.43,176.22,177.46,2242945.0
2022-05-19,175.17,179.91,173.86,177.2,1476380.0
2022-05-20,161.5,161.93,144.3705,150.71,4005794.0
2022-05-21,161.5,161.93,144.3705,150.71,4005794.0
2022-05-22,161.5,161.93,144.3705,150.71,4005794.0
2022-05-23,150.51,158.6268,149.34,155.45,1254386.0
2022-05-24,151.72,152.28,142.41,145.45,1353775.0
2022-05-25,144.86,158.3788,144.305,156.29,1318414.0
2022-05-26,160.0,175.16,159.51,169.87,2049348.0
2022-05-27,168.03,173.095,165.1,171.63,1605444.0
2022-05-28,168.03,173.095,165.1,171.63,1605444.0
2022-05-29,168.03,173.095,165.1,171.63,1605444.0
2022-05-30,168.03,173.095,165.1,171.63,1605444.0
2022-05-31,167.51,170.546,162.34,168.3,1474855.0
2022-06-01,170.64,170.7254,163.4703,164.95,905933.0
2022-06-02,165.51,176.12,165.26,174.15,939598.0
2022-06-03,172.22,175.51,169.65,170.87,790947.0
2022-06-04,172.22,175.51,169.65,170.87,790947.0
2022-06-05,172.22,175.51,169.65,170.87,790947.0
2022-06-06,171.88,175.26,168.805,174.89,804274.0
2022-06-07,170.05,176.79,169.325,176.38,879782.0
2022-06-08,175.36,179.34,173.45,176.22,771102.0
2022-06-09,174.72,177.235,173.37,173.91,570775.0
2022-06-10,171.9,173.2,166.87,168.23,704277.0
2022-06-11,171.9,173.2,166.87,168.23,704277.0
2022-06-12,171.9,173.2,166.87,168.23,704277.0
2022-06-13,163.23,166.545,160.2,161.09,766054.0
2022-06-14,162.18,164.85,158.17,158.43,696144.0
2022-06-15,159.16,163.64,159.01,161.22,556748.0
2022-06-16,156.92,157.04,149.97,151.13,1170689.0
2022-06-17,150.07,157.03,149.0,155.33,1556707.0
2022-06-18,150.07,157.03,149.0,155.33,1556707.0
2022-06-19,150.07,157.03,149.0,155.33,1556707.0
2022-06-20,150.07,157.03,149.0,155.33,1556707.0
2022-06-21,157.92,160.96,153.63,154.94,596863.0
2022-06-22,149.91,154.86,148.49,149.28,1460779.0
2022-06-23,149.64,151.495,143.35,149.8,1465483.0
2022-06-24,152.05,161.7414,151.0,159.98,994540.0
2022-06-25,152.05,161.7414,151.0,159.98,994540.0
2022-06-26,152.05,161.7414,151.0,159.98,994540.0
2022-06-27,161.25,161.75,155.61,156.74,632997.0
2022-06-28,157.4,160.7799,147.867,148.03,685047.0
2022-06-29,146.63,147.99,141.09,143.0,1144670.0
2022-06-30,140.0,141.145,135.68,136.23,1302898.0
2022-07-01,135.0,138.16,133.28,138.0,745249.0
2022-07-02,135.0,138.16,133.28,138.0,745249.0
2022-07-03,135.0,138.16,133.28,138.0,745249.0
2022-07-04,135.0,138.16,133.28,138.0,745249.0
2022-07-05,136.23,147.85,134.66,147.21,1281599.0
2022-07-06,148.65,152.29,144.8,147.29,710194.0
2022-07-07,148.04,154.68,147.0,154.07,709014.0
2022-07-08,152.51,153.64,150.35,152.2,618373.0
2022-07-09,152.51,153.64,150.35,152.2,618373.0
2022-07-10,152.51,153.64,150.35,152.2,618373.0
2022-07-11,150.94,151.55,146.38,146.97,606622.0
2022-07-12,146.77,150.63,145.685,146.65,655212.0
2022-07-13,144.23,147.45,141.52,144.75,791079.0
2022-07-14,141.89,143.2701,138.02,139.07,1609488.0
2022-07-15,140.47,141.98,137.86,140.11,1298747.0
2022-07-16,140.47,141.98,137.86,140.11,1298747.0
2022-07-17,140.47,141.98,137.86,140.11,1298747.0
2022-07-18,142.23,145.86,140.45,142.4,1701324.0
2022-07-19,145.34,148.2,143.39,147.49,937934.0
2022-07-20,147.36,152.25,146.75,152.0,973693.0
2022-07-21,151.66,156.28,150.54,155.48,883763.0
2022-07-22,155.77,160.22,154.81,156.39,809102.0
2022-07-23,155.77,160.22,154.81,156.39,809102.0
2022-07-24,155.77,160.22,154.81,156.39,809102.0
2022-07-25,155.9,155.9,149.32,151.78,1115020.0
2022-07-26,144.05,146.64,139.391,139.94,2531345.0
2022-07-27,142.86,145.04,138.49,144.37,834944.0
2022-07-28,145.02,147.3599,140.81,144.12,1049400.0
2022-07-29,144.34,145.16,137.55,141.13,1300527.0
2022-07-30,144.34,145.16,137.55,141.13,1300527.0
2022-07-31,144.34,145.16,137.55,141.13,1300527.0
2022-08-01,140.56,151.45,139.18,150.17,878082.0
2022-08-02,150.06,150.06,147.08,148.05,836700.0
2022-08-03,149.78,155.87,149.36,155.23,748282.0
2022-08-04,155.76,158.09,153.605,157.9,832721.0
2022-08-05,154.45,157.6,152.995,154.92,634523.0
2022-08-06,154.45,157.6,152.995,154.92,634523.0
2022-08-07,154.45,157.6,152.995,154.92,634523.0
2022-08-08,156.21,164.34,156.205,161.78,1026722.0
2022-08-09,160.68,160.68,153.49,154.0,1032965.0
2022-08-10,157.21,160.24,156.78,156.99,664945.0
2022-08-11,160.06,164.12,158.24,164.1,1217886.0
2022-08-12,166.54,166.92,162.55,163.75,711648.0
2022-08-13,166.54,166.92,162.55,163.75,711648.0
2022-08-14,166.54,166.92,162.55,163.75,711648.0
2022-08-15,162.01,163.46,158.19,160.0,664551.0
2022-08-16,158.76,173.3,158.76,168.11,1632774.0
2022-08-17,163.92,173.9,162.6,170.17,1456903.0
2022-08-18,167.38,169.76,164.3,168.99,839762.0
2022-08-19,168.5,169.42,161.67,163.31,1280997.0
2022-08-20,168.5,169.42,161.67,163.31,1280997.0
2022-08-21,168.5,169.42,161.67,163.31,1280997.0
2022-08-22,159.53,160.61,153.69,153.98,1079304.0
2022-08-23,153.23,158.95,152.53,158.8,922136.0
2022-08-24,157.59,165.29,155.54,163.73,1430220.0
2022-08-25,145.0,159.04,142.45,147.01,6205784.0
2022-08-26,147.03,148.69,141.42,144.81,1968951.0
2022-08-27,147.03,148.69,141.42,144.81,1968951.0
2022-08-28,147.03,148.69,141.42,144.81,1968951.0
2022-08-29,143.06,148.44,141.615,143.27,1055097.0
2022-08-30,145.26,146.2,141.21,141.34,992798.0
2022-08-31,140.56,142.0,138.16,140.19,977239.0
2022-09-01,139.59,144.1,138.8,143.81,852919.0
2022-09-02,145.77,146.33,141.39,143.46,723581.0
2022-09-03,145.77,146.33,141.39,143.46,723581.0
2022-09-04,145.77,146.33,141.39,143.46,723581.0
2022-09-05,145.77,146.33,141.39,143.46,723581.0
2022-09-06,144.49,145.29,139.445,139.72,799533.0
2022-09-07,139.59,148.79,138.72,148.2,1240454.0
2022-09-08,146.64,150.26,144.155,148.78,799649.0
