,BRKL US Equity,BRKL US Equity,BRKL US Equity,BRKL US Equity,BRKL US Equity
2021-03-16,13.8951,14.0094,13.5785,13.8247,317410.0
2021-03-17,13.9126,14.0138,13.6576,13.7719,234109.0
2021-03-18,13.8951,14.2292,13.7192,13.8071,400314.0
2021-03-19,13.5873,13.8555,13.4399,13.7719,1171450.0
2021-03-20,13.5873,13.8555,13.4399,13.7719,1171450.0
2021-03-21,13.5873,13.8555,13.4399,13.7719,1171450.0
2021-03-22,13.6224,13.6224,13.1915,13.3146,205389.0
2021-03-23,13.1212,13.2795,12.9848,13.0332,321597.0
2021-03-24,13.1036,13.6224,13.1036,13.1387,294575.0
2021-03-25,13.1387,13.4378,12.9277,13.3454,348713.0
2021-03-26,13.4993,13.6664,13.2531,13.6224,235346.0
2021-03-27,13.4993,13.6664,13.2531,13.6224,235346.0
2021-03-28,13.4993,13.6664,13.2531,13.6224,235346.0
2021-03-29,13.3938,13.6005,13.13,13.2443,237673.0
2021-03-30,13.3938,13.6378,13.3674,13.4553,224018.0
2021-03-31,13.385,13.4553,13.1739,13.1915,445315.0
2021-04-01,13.1827,13.2795,12.998,13.2355,279858.0
2021-04-02,13.1827,13.2795,12.998,13.2355,279858.0
2021-04-03,13.1827,13.2795,12.998,13.2355,279858.0
2021-04-04,13.1827,13.2795,12.998,13.2355,279858.0
2021-04-05,13.4026,13.4992,13.2003,13.3586,240954.0
2021-04-06,13.4202,13.5785,13.2883,13.385,257263.0
2021-04-07,13.4202,13.4993,13.1607,13.2619,245123.0
2021-04-08,13.2003,13.3146,13.0068,13.297,194205.0
2021-04-09,13.385,13.4465,13.2003,13.385,183126.0
2021-04-10,13.385,13.4465,13.2003,13.385,183126.0
2021-04-11,13.385,13.4465,13.2003,13.385,183126.0
2021-04-12,13.385,13.4905,13.2795,13.4378,150987.0
2021-04-13,13.429,13.429,13.0596,13.1563,302968.0
2021-04-14,13.1739,13.5609,13.13,13.4817,316937.0
2021-04-15,13.4641,13.6488,13.2267,13.5609,358963.0
2021-04-16,13.5961,13.7719,13.5345,13.7016,248589.0
2021-04-17,13.5961,13.7719,13.5345,13.7016,248589.0
2021-04-18,13.5961,13.7719,13.5345,13.7016,248589.0
2021-04-19,13.6664,13.7456,13.5433,13.7192,347714.0
2021-04-20,13.728,13.7456,13.2179,13.2531,397626.0
2021-04-21,13.2443,13.5873,13.1739,13.5785,266505.0
2021-04-22,13.4378,13.6664,13.3718,13.429,262112.0
2021-04-23,13.4641,14.0094,13.4641,13.8819,493792.0
2021-04-24,13.4641,14.0094,13.4641,13.8819,493792.0
2021-04-25,13.4641,14.0094,13.4641,13.8819,493792.0
2021-04-26,13.939,14.0885,13.6048,13.6224,302745.0
2021-04-27,13.7104,13.8159,13.4465,13.6048,194313.0
2021-04-28,13.5433,13.7016,13.5257,13.6752,276444.0
2021-04-29,13.8599,14.1149,13.6752,13.8687,225274.0
2021-04-30,13.8511,14.2205,13.4378,14.1589,449903.0
2021-05-01,13.8511,14.2205,13.4378,14.1589,449903.0
2021-05-02,13.8511,14.2205,13.4378,14.1589,449903.0
2021-05-03,14.326,14.4315,14.2022,14.3348,513271.0
2021-05-04,14.3524,14.5195,14.238,14.5195,219830.0
2021-05-05,14.5722,14.6338,14.326,14.5634,180361.0
2021-05-06,14.5898,14.7921,14.4491,14.7657,183729.0
2021-05-07,14.7129,14.8712,14.537,14.8624,197391.0
2021-05-08,14.7129,14.8712,14.537,14.8624,197391.0
2021-05-09,14.7129,14.8712,14.537,14.8624,197391.0
2021-05-10,14.8624,15.0383,14.6338,14.6426,340058.0
2021-05-11,14.4579,14.6778,14.3172,14.4051,157807.0
2021-05-12,14.5195,14.6426,13.9742,14.0885,338809.0
2021-05-13,14.0442,14.7974,14.0442,14.7354,278497.0
2021-05-14,14.8417,14.886,14.6158,14.8594,151002.0
2021-05-15,14.8417,14.886,14.6158,14.8594,151002.0
2021-05-16,14.8417,14.886,14.6158,14.8594,151002.0
2021-05-17,14.7797,14.9569,14.6741,14.9392,165641.0
2021-05-18,14.8949,15.0544,14.7531,14.762,189554.0
2021-05-19,14.5847,14.8151,14.4075,14.7885,271909.0
2021-05-20,14.7442,14.886,14.3942,14.8771,217946.0
2021-05-21,14.9923,15.1695,14.8151,15.0721,191090.0
2021-05-22,14.9923,15.1695,14.8151,15.0721,191090.0
2021-05-23,14.9923,15.1695,14.8151,15.0721,191090.0
2021-05-24,15.1873,15.1873,14.762,14.8683,191686.0
2021-05-25,14.9303,14.9923,14.3809,14.3987,277689.0
2021-05-26,14.4607,14.629,14.2569,14.6202,172615.0
2021-05-27,14.8151,14.9228,14.7088,14.824,196004.0
2021-05-28,14.9037,15.0189,14.6379,14.9392,175239.0
2021-05-29,14.9037,15.0189,14.6379,14.9392,175239.0
2021-05-30,14.9037,15.0189,14.6379,14.9392,175239.0
2021-05-31,14.9037,15.0189,14.6379,14.9392,175239.0
2021-06-01,15.0455,15.1784,14.9923,15.0455,310697.0
2021-06-02,15.143,15.143,14.8328,14.886,254554.0
2021-06-03,14.8949,14.9214,14.7531,14.8594,184862.0
2021-06-04,14.8063,14.8816,14.6246,14.8417,165260.0
2021-06-05,14.8063,14.8816,14.6246,14.8417,165260.0
2021-06-06,14.8063,14.8816,14.6246,14.8417,165260.0
2021-06-07,15.0809,15.0809,14.762,14.9214,156868.0
2021-06-08,14.7974,15.0278,14.2932,14.9746,196882.0
2021-06-09,14.8063,14.948,14.6733,14.6911,243830.0
2021-06-10,14.7531,14.8771,14.3987,14.4164,143262.0
2021-06-11,14.4252,14.5493,14.3765,14.4607,143921.0
2021-06-12,14.4252,14.5493,14.3765,14.4607,143921.0
2021-06-13,14.4252,14.5493,14.3765,14.4607,143921.0
2021-06-14,14.443,14.5582,14.2037,14.3012,258747.0
2021-06-15,14.3721,14.567,14.2658,14.3987,236541.0
2021-06-16,14.3455,14.6911,14.1683,14.6379,273488.0
2021-06-17,14.6645,14.6645,13.9113,13.9734,463985.0
2021-06-18,13.6987,13.8758,13.2645,13.2999,691927.0
2021-06-19,13.6987,13.8758,13.2645,13.2999,691927.0
2021-06-20,13.6987,13.8758,13.2645,13.2999,691927.0
2021-06-21,13.4063,13.9734,13.4063,13.805,335611.0
2021-06-22,13.1892,13.8759,13.1892,13.7253,142805.0
2021-06-23,13.7784,13.8493,13.5392,13.5392,385095.0
2021-06-24,13.6809,13.8139,13.5658,13.7961,209501.0
2021-06-25,13.7961,13.9379,13.743,13.8493,674119.0
2021-06-26,13.7961,13.9379,13.743,13.8493,674119.0
2021-06-27,13.7961,13.9379,13.743,13.8493,674119.0
2021-06-28,13.7518,13.7518,13.3265,13.4151,367078.0
2021-06-29,13.5215,13.5392,13.2911,13.2911,177592.0
2021-06-30,13.2291,13.3797,13.2202,13.2468,251176.0
2021-07-01,13.3354,13.4063,13.2025,13.3265,329605.0
2021-07-02,13.2999,13.2999,13.0253,13.0518,236335.0
2021-07-03,13.2999,13.2999,13.0253,13.0518,236335.0
2021-07-04,13.2999,13.2999,13.0253,13.0518,236335.0
2021-07-05,13.2999,13.2999,13.0253,13.0518,236335.0
2021-07-06,13.0253,13.043,12.5911,12.7151,317534.0
2021-07-07,12.5999,12.8037,12.5468,12.6354,294491.0
2021-07-08,12.1303,12.4316,12.0949,12.405,551536.0
2021-07-09,12.6797,12.8613,12.5778,12.7772,288543.0
2021-07-10,12.6797,12.8613,12.5778,12.7772,288543.0
2021-07-11,12.6797,12.8613,12.5778,12.7772,288543.0
2021-07-12,12.6442,12.8392,12.5113,12.8215,343619.0
2021-07-13,12.7772,12.7772,12.4139,12.5025,241230.0
2021-07-14,12.4936,12.631,12.2987,12.4582,207626.0
2021-07-15,12.0993,12.5645,12.0993,12.5202,211425.0
2021-07-16,12.5291,12.6708,12.1746,12.2189,200501.0
2021-07-17,12.5291,12.6708,12.1746,12.2189,200501.0
2021-07-18,12.5291,12.6708,12.1746,12.2189,200501.0
2021-07-19,11.9177,12.0594,11.7227,11.962,472221.0
2021-07-20,11.962,12.467,11.962,12.1126,405448.0
2021-07-21,12.2544,12.4227,12.2101,12.281,240162.0
2021-07-22,12.2367,12.3164,11.9265,11.9708,235570.0
2021-07-23,12.0683,12.1923,11.9886,12.0417,147197.0
2021-07-24,12.0683,12.1923,11.9886,12.0417,147197.0
2021-07-25,12.0683,12.1923,11.9886,12.0417,147197.0
2021-07-26,12.0683,12.2942,12.0683,12.1303,299105.0
2021-07-27,12.0506,12.281,11.9708,12.1569,162013.0
2021-07-28,12.1658,12.3696,12.0594,12.3075,200921.0
2021-07-29,12.662,12.8303,12.3474,12.662,472504.0
2021-07-30,12.8037,13.0259,12.6797,12.7329,379619.0
2021-07-31,12.8037,13.0259,12.6797,12.7329,379619.0
2021-08-01,12.8037,13.0259,12.6797,12.7329,379619.0
2021-08-02,12.7683,13.1316,12.7151,12.8126,372044.0
2021-08-03,12.8923,13.0208,12.7151,12.9898,537241.0
2021-08-04,12.786,13.0518,12.4936,12.9544,373819.0
2021-08-05,12.9544,13.105,12.4814,13.0518,207122.0
2021-08-06,13.2734,13.5037,13.2379,13.3531,267430.0
2021-08-07,13.2734,13.5037,13.2379,13.3531,267430.0
2021-08-08,13.2734,13.5037,13.2379,13.3531,267430.0
2021-08-09,13.2734,13.3974,13.1227,13.2379,167086.0
2021-08-10,13.2025,13.3531,13.1139,13.2999,226157.0
2021-08-11,13.3797,13.5569,13.1759,13.548,193435.0
2021-08-12,13.5212,13.5552,13.3516,13.4498,138879.0
2021-08-13,13.4944,13.5123,13.2578,13.2712,96034.0
2021-08-14,13.4944,13.5123,13.2578,13.2712,96034.0
2021-08-15,13.4944,13.5123,13.2578,13.2712,96034.0
2021-08-16,13.2087,13.289,13.03,13.2444,145308.0
2021-08-17,13.1551,13.2622,12.9675,13.0926,160862.0
2021-08-18,13.1015,13.1551,12.9229,12.9318,142277.0
2021-08-19,12.7978,12.9675,12.78,12.9318,301654.0
2021-08-20,12.8425,13.1461,12.8157,13.1104,191482.0
2021-08-21,12.8425,13.1461,12.8157,13.1104,191482.0
2021-08-22,12.8425,13.1461,12.8157,13.1104,191482.0
2021-08-23,13.1729,13.2176,13.0747,13.1283,132305.0
2021-08-24,13.1461,13.1551,13.0211,13.039,184366.0
2021-08-25,13.1104,13.2801,13.03,13.0926,199582.0
2021-08-26,13.1551,13.1819,12.9497,12.9586,146763.0
2021-08-27,13.0211,13.3248,13.0033,13.3069,199511.0
2021-08-28,13.0211,13.3248,13.0033,13.3069,199511.0
2021-08-29,13.0211,13.3248,13.0033,13.3069,199511.0
2021-08-30,13.3783,13.3783,13.1104,13.1729,256245.0
2021-08-31,13.2622,13.4051,13.1372,13.3694,398471.0
2021-09-01,13.4409,13.4409,13.1104,13.2622,298062.0
2021-09-02,13.298,13.4051,13.2087,13.2622,155409.0
2021-09-03,13.2801,13.2801,13.1015,13.2801,254612.0
2021-09-04,13.2801,13.2801,13.1015,13.2801,254612.0
2021-09-05,13.2801,13.2801,13.1015,13.2801,254612.0
2021-09-06,13.2801,13.2801,13.1015,13.2801,254612.0
2021-09-07,13.298,13.379,13.1819,13.2622,304605.0
2021-09-08,13.1908,13.2533,12.9273,13.0122,172650.0
2021-09-09,12.8872,13.0926,12.8604,12.9497,233318.0
2021-09-10,12.9675,13.1461,12.7711,12.78,188597.0
2021-09-11,12.9675,13.1461,12.7711,12.78,188597.0
2021-09-12,12.9675,13.1461,12.7711,12.78,188597.0
2021-09-13,12.8336,13.0033,12.7889,13.0033,295870.0
2021-09-14,13.0211,13.0211,12.6996,12.7532,221363.0
2021-09-15,12.6996,12.9586,12.6996,12.8604,302539.0
2021-09-16,12.9765,12.9854,12.7621,12.7978,215187.0
2021-09-17,12.7978,13.298,12.7443,13.2622,1556020.0
2021-09-18,12.7978,13.298,12.7443,13.2622,1556020.0
2021-09-19,12.7978,13.298,12.7443,13.2622,1556020.0
2021-09-20,12.9139,12.9497,12.4853,12.6192,558695.0
2021-09-21,12.7443,12.7443,12.5472,12.5478,261436.0
2021-09-22,12.6728,12.8604,12.6104,12.7353,229887.0
2021-09-23,12.8693,13.2087,12.8693,13.0747,269355.0
2021-09-24,13.039,13.3426,13.039,13.2087,284674.0
2021-09-25,13.039,13.3426,13.039,13.2087,284674.0
2021-09-26,13.039,13.3426,13.039,13.2087,284674.0
2021-09-27,13.3516,13.9142,13.3516,13.7713,257276.0
2021-09-28,13.9767,14.584,13.5614,13.6373,226915.0
2021-09-29,13.6105,13.8606,13.5748,13.807,175465.0
2021-09-30,13.8428,13.8517,13.6105,13.6284,240170.0
2021-10-01,13.6552,13.8874,13.6213,13.7624,426508.0
2021-10-02,13.6552,13.8874,13.6213,13.7624,426508.0
2021-10-03,13.6552,13.8874,13.6213,13.7624,426508.0
2021-10-04,13.7981,14.0035,13.6239,13.6641,250495.0
2021-10-05,13.8606,14.0437,13.5909,13.7177,324213.0
2021-10-06,13.8249,13.9767,13.4855,13.7981,164793.0
2021-10-07,13.9678,14.1241,13.9071,14.075,191029.0
2021-10-08,14.1821,14.1821,13.8249,14.0214,135325.0
2021-10-09,14.1821,14.1821,13.8249,14.0214,135325.0
2021-10-10,14.1821,14.1821,13.8249,14.0214,135325.0
2021-10-11,14.1017,14.1732,13.9231,13.9321,122235.0
2021-10-12,13.9231,13.9946,13.7713,13.9142,193292.0
2021-10-13,13.8785,13.941,13.5927,13.7624,108863.0
2021-10-14,13.8606,13.9053,13.7427,13.8517,206042.0
2021-10-15,14.0839,14.0839,13.7981,13.7981,316431.0
2021-10-16,14.0839,14.0839,13.7981,13.7981,316431.0
2021-10-17,14.0839,14.0839,13.7981,13.7981,316431.0
2021-10-18,13.7177,13.9142,13.7177,13.7892,162390.0
2021-10-19,13.816,13.816,13.5927,13.7892,189803.0
2021-10-20,13.7356,14.0928,13.7356,14.0928,163960.0
2021-10-21,14.0303,14.1464,13.9946,14.0839,165339.0
2021-10-22,14.075,14.325,14.075,14.3072,143848.0
2021-10-23,14.075,14.325,14.075,14.3072,143848.0
2021-10-24,14.075,14.325,14.075,14.3072,143848.0
2021-10-25,14.3518,14.4143,14.2,14.4143,200499.0
2021-10-26,14.3965,14.4143,14.2357,14.2982,176538.0
2021-10-27,14.1821,14.2625,13.9499,14.0392,216222.0
2021-10-28,13.7713,14.5036,13.7088,14.3786,305899.0
2021-10-29,14.4322,14.4322,14.2545,14.3339,226565.0
2021-10-30,14.4322,14.4322,14.2545,14.3339,226565.0
2021-10-31,14.4322,14.4322,14.2545,14.3339,226565.0
2021-11-01,14.5036,14.7448,14.4322,14.7448,305287.0
2021-11-02,14.7894,14.7894,14.5483,14.5751,160207.0
2021-11-03,14.4947,14.9144,14.3161,14.8698,257590.0
2021-11-04,14.8698,14.8698,14.4411,14.6197,286513.0
2021-11-05,14.7358,15.0931,14.709,14.9502,257674.0
2021-11-06,14.7358,15.0931,14.709,14.9502,257674.0
2021-11-07,14.7358,15.0931,14.709,14.9502,257674.0
2021-11-08,14.7537,15.1109,14.7537,14.968,130686.0
2021-11-09,14.9234,14.9502,14.7983,14.9412,241083.0
2021-11-10,15.1167,15.1167,14.8468,15.0717,173642.0
2021-11-11,15.1392,15.1392,14.9367,15.0807,129321.0
2021-11-12,15.1617,15.1617,14.8288,14.8918,173873.0
2021-11-13,15.1617,15.1617,14.8288,14.8918,173873.0
2021-11-14,15.1617,15.1617,14.8288,14.8918,173873.0
2021-11-15,14.9098,15.0042,14.7568,14.8198,207258.0
2021-11-16,14.9188,14.9907,14.7658,14.9457,426647.0
2021-11-17,14.8648,14.8918,14.4778,14.8378,310493.0
2021-11-18,14.7208,14.8828,14.7208,14.8288,453580.0
2021-11-19,14.6668,14.8198,14.5858,14.7478,338016.0
2021-11-20,14.6668,14.8198,14.5858,14.7478,338016.0
2021-11-21,14.6668,14.8198,14.5858,14.7478,338016.0
2021-11-22,14.8828,15.1707,14.7208,14.9367,824233.0
2021-11-23,15.0267,15.1887,14.9727,15.0897,633082.0
2021-11-24,15.0627,15.1077,14.8828,14.9008,141427.0
2021-11-25,15.0627,15.1077,14.8828,14.9008,141427.0
2021-11-26,14.4149,14.6533,13.974,14.3069,543070.0
2021-11-27,14.4149,14.6533,13.974,14.3069,543070.0
2021-11-28,14.4149,14.6533,13.974,14.3069,543070.0
2021-11-29,14.4958,14.7298,13.992,14.0459,296854.0
2021-11-30,13.857,14.0369,13.722,13.884,285309.0
2021-12-01,14.1809,14.3699,13.821,13.866,291310.0
2021-12-02,14.001,14.352,13.875,14.2169,220748.0
2021-12-03,14.5003,14.5003,13.902,13.974,207829.0
2021-12-04,14.5003,14.5003,13.902,13.974,207829.0
2021-12-05,14.5003,14.5003,13.902,13.974,207829.0
2021-12-06,14.2169,14.4509,14.0999,14.2439,204788.0
2021-12-07,14.1359,14.3519,14.0369,14.1359,176037.0
2021-12-08,14.1899,14.2619,14.001,14.1179,131400.0
2021-12-09,14.0459,14.0459,13.884,13.956,117812.0
2021-12-10,14.0729,14.0729,13.812,13.983,117634.0
2021-12-11,14.0729,14.0729,13.812,13.983,117634.0
2021-12-12,14.0729,14.0729,13.812,13.983,117634.0
2021-12-13,13.902,14.1089,13.695,13.767,330401.0
2021-12-14,13.722,14.1179,13.5061,13.821,233627.0
2021-12-15,13.857,14.0819,13.5061,13.56,889460.0
2021-12-16,13.587,14.2349,13.5645,14.0459,434871.0
2021-12-17,14.0909,14.2979,13.605,14.1449,2324643.0
2021-12-18,14.0909,14.2979,13.605,14.1449,2324643.0
2021-12-19,14.0909,14.2979,13.605,14.1449,2324643.0
2021-12-20,13.911,14.2709,13.4791,13.731,384015.0
2021-12-21,13.875,14.1809,13.857,14.0369,257536.0
2021-12-22,14.0369,14.2619,13.812,14.2619,182853.0
2021-12-23,14.2799,14.5048,14.2799,14.2979,152839.0
2021-12-24,14.2799,14.5048,14.2799,14.2979,152839.0
2021-12-25,14.2799,14.5048,14.2799,14.2979,152839.0
2021-12-26,14.2799,14.5048,14.2799,14.2979,152839.0
2021-12-27,14.3789,14.5588,14.2169,14.5138,149966.0
2021-12-28,14.3969,14.6758,14.3969,14.6038,136548.0
2021-12-29,14.6038,14.6758,14.5408,14.6308,107345.0
2021-12-30,14.6218,14.7388,14.5588,14.6218,200186.0
2021-12-31,14.5588,14.6398,14.4419,14.5678,154854.0
2022-01-01,14.5588,14.6398,14.4419,14.5678,154854.0
2022-01-02,14.5588,14.6398,14.4419,14.5678,154854.0
2022-01-03,14.5768,14.9817,14.5768,14.8648,325643.0
2022-01-04,14.9188,15.2787,14.9188,15.0717,251785.0
2022-01-05,15.1347,15.2877,15.0267,15.0627,194574.0
2022-01-06,15.3956,15.5306,15.1347,15.5126,172299.0
2022-01-07,15.5396,15.7466,15.4586,15.7286,205571.0
2022-01-08,15.5396,15.7466,15.4586,15.7286,205571.0
2022-01-09,15.5396,15.7466,15.4586,15.7286,205571.0
2022-01-10,15.6566,15.8725,15.5396,15.6116,303834.0
2022-01-11,15.6116,15.6386,15.3777,15.5936,213125.0
2022-01-12,15.4766,15.6566,14.7936,15.5036,227009.0
2022-01-13,15.7016,15.8276,15.504,15.7106,163443.0
2022-01-14,15.7286,15.8905,15.4766,15.8815,186692.0
2022-01-15,15.7286,15.8905,15.4766,15.8815,186692.0
2022-01-16,15.7286,15.8905,15.4766,15.8815,186692.0
2022-01-17,15.7286,15.8905,15.4766,15.8815,186692.0
2022-01-18,15.9265,15.9625,15.6926,15.7286,264361.0
2022-01-19,15.8096,15.8096,15.3057,15.3057,171579.0
2022-01-20,15.2967,15.4361,14.9637,14.9817,266577.0
2022-01-21,14.8378,15.3147,14.8378,14.9637,346368.0
2022-01-22,14.8378,15.3147,14.8378,14.9637,346368.0
2022-01-23,14.8378,15.3147,14.8378,14.9637,346368.0
2022-01-24,14.9277,15.3417,14.8018,15.2517,326684.0
2022-01-25,15.1887,15.3866,14.8738,15.3417,329194.0
2022-01-26,15.4676,15.5666,14.8108,15.0807,253094.0
2022-01-27,14.4329,15.7061,14.4239,15.2247,375706.0
2022-01-28,15.3147,15.6926,14.8603,15.3687,370897.0
2022-01-29,15.3147,15.6926,14.8603,15.3687,370897.0
2022-01-30,15.3147,15.6926,14.8603,15.3687,370897.0
2022-01-31,15.2877,15.4406,14.8918,15.3866,692303.0
2022-02-01,15.3417,15.4136,15.0717,15.3687,717602.0
2022-02-02,15.3777,15.4856,15.1167,15.3147,431202.0
2022-02-03,15.3147,15.6026,15.2789,15.4226,333331.0
2022-02-04,15.3417,15.6161,15.2967,15.5306,192707.0
2022-02-05,15.3417,15.6161,15.2967,15.5306,192707.0
2022-02-06,15.3417,15.6161,15.2967,15.5306,192707.0
2022-02-07,15.5666,15.6116,15.3417,15.5576,193412.0
2022-02-08,15.8006,15.8545,15.6026,15.8276,427282.0
2022-02-09,15.9535,15.9535,15.4496,15.5216,276385.0
2022-02-10,15.5624,15.6712,15.3267,15.4899,299152.0
2022-02-11,15.4174,15.7437,15.3721,15.508,301308.0
2022-02-12,15.4174,15.7437,15.3721,15.508,301308.0
2022-02-13,15.4174,15.7437,15.3721,15.508,301308.0
2022-02-14,15.508,15.653,15.3721,15.4536,334980.0
2022-02-15,15.5987,15.8252,15.5533,15.7799,330191.0
2022-02-16,15.8434,15.9431,15.6712,15.8343,280978.0
2022-02-17,15.644,15.8434,15.508,15.5896,239278.0
2022-02-18,15.5443,15.7709,15.5443,15.7255,905025.0
2022-02-19,15.5443,15.7709,15.5443,15.7255,905025.0
2022-02-20,15.5443,15.7709,15.5443,15.7255,905025.0
2022-02-21,15.5443,15.7709,15.5443,15.7255,905025.0
2022-02-22,15.7165,15.8343,15.5533,15.6621,288176.0
2022-02-23,15.7527,15.8706,15.3539,15.4446,378963.0
2022-02-24,15.0186,15.1727,14.7013,15.1455,516753.0
2022-02-25,15.2452,15.5896,15.1183,15.4355,791105.0
2022-02-26,15.2452,15.5896,15.1183,15.4355,791105.0
2022-02-27,15.2452,15.5896,15.1183,15.4355,791105.0
2022-02-28,15.2905,15.5715,15.1101,15.5352,439978.0
2022-03-01,15.3811,15.5352,14.792,14.9279,453354.0
2022-03-02,15.0276,15.5261,14.9914,15.3993,349649.0
2022-03-03,15.4174,15.5171,15.3086,15.508,323637.0
2022-03-04,15.2452,15.363,15.0412,15.3449,269949.0
2022-03-05,15.2452,15.363,15.0412,15.3449,269949.0
2022-03-06,15.2452,15.363,15.0412,15.3449,269949.0
2022-03-07,15.2814,15.3902,15.0004,15.0186,297398.0
2022-03-08,15.073,15.286,14.8645,14.8645,538085.0
2022-03-09,15.1908,15.363,14.9053,14.9551,826566.0
2022-03-10,15.0367,15.4264,14.8282,14.9189,916237.0
2022-03-11,15.0367,15.3086,14.9007,14.9279,751400.0
2022-03-12,15.0367,15.3086,14.9007,14.9279,751400.0
2022-03-13,15.0367,15.3086,14.9007,14.9279,751400.0
2022-03-14,15.1727,15.2996,14.7739,14.8101,805963.0
2022-03-15,14.937,15.2361,14.6923,14.8645,345570.0
2022-03-16,14.9551,15.2542,14.9506,15.227,374725.0
2022-03-17,15.1908,15.1908,14.9007,14.9279,241953.0
2022-03-18,14.8282,15.0594,14.5291,14.6107,1450214.0
2022-03-19,14.8282,15.0594,14.5291,14.6107,1450214.0
2022-03-20,14.8282,15.0594,14.5291,14.6107,1450214.0
2022-03-21,14.7739,14.9687,14.7013,14.8101,327812.0
2022-03-22,14.8917,15.1183,14.8282,14.9098,226378.0
2022-03-23,14.8192,14.8282,14.3932,14.3932,275899.0
2022-03-24,14.511,14.5473,14.3116,14.4657,152092.0
2022-03-25,14.511,14.8099,14.3297,14.7376,175508.0
2022-03-26,14.511,14.8099,14.3297,14.7376,175508.0
2022-03-27,14.511,14.8099,14.3297,14.7376,175508.0
2022-03-28,14.656,14.7285,14.4476,14.5563,215828.0
2022-03-29,14.7013,14.8736,14.6334,14.8554,423116.0
2022-03-30,14.8645,14.8645,14.4566,14.5473,296877.0
2022-03-31,14.5291,14.6742,14.3116,14.3388,307567.0
2022-04-01,14.4748,14.5291,14.2663,14.4204,571529.0
2022-04-02,14.4748,14.5291,14.2663,14.4204,571529.0
2022-04-03,14.4748,14.5291,14.2663,14.4204,571529.0
2022-04-04,14.366,14.3751,14.085,14.3388,337997.0
2022-04-05,14.3751,14.4838,13.9627,14.0216,245632.0
2022-04-06,13.9762,14.085,13.8494,13.8765,293010.0
2022-04-07,13.8947,14.0216,13.6318,13.8222,357079.0
2022-04-08,13.8222,13.8312,13.5865,13.6137,296504.0
2022-04-09,13.8222,13.8312,13.5865,13.6137,296504.0
2022-04-10,13.8222,13.8312,13.5865,13.6137,296504.0
2022-04-11,13.6228,13.8312,13.5049,13.5321,243745.0
2022-04-12,13.5593,13.7225,13.4596,13.4868,247795.0
2022-04-13,13.5049,13.6681,13.4143,13.6681,228962.0
2022-04-14,13.6771,13.7678,13.3871,13.3871,224953.0
2022-04-15,13.6771,13.7678,13.3871,13.3871,224953.0
2022-04-16,13.6771,13.7678,13.3871,13.3871,224953.0
2022-04-17,13.6771,13.7678,13.3871,13.3871,224953.0
2022-04-18,13.378,13.4777,13.3055,13.378,224903.0
2022-04-19,13.4324,13.795,13.306,13.7225,253412.0
2022-04-20,13.8312,13.9762,13.6771,13.6862,188233.0
2022-04-21,13.7587,14.1195,13.4777,13.5412,235337.0
2022-04-22,13.5231,13.6182,13.3418,13.378,289667.0
2022-04-23,13.5231,13.6182,13.3418,13.378,289667.0
2022-04-24,13.5231,13.6182,13.3418,13.378,289667.0
2022-04-25,13.3237,13.4687,13.1424,13.4052,237525.0
2022-04-26,13.2693,13.4324,13.1333,13.1968,348038.0
2022-04-27,13.1515,13.3599,13.1061,13.1152,332486.0
2022-04-28,13.0246,13.3228,13.0246,13.2512,260282.0
2022-04-29,13.3055,13.4052,13.0699,13.1061,458483.0
2022-04-30,13.3055,13.4052,13.0699,13.1061,458483.0
2022-05-01,13.3055,13.4052,13.0699,13.1061,458483.0
2022-05-02,13.2149,13.2965,13.0064,13.1877,791560.0
2022-05-03,13.224,13.3509,13.1319,13.2693,310834.0
2022-05-04,13.2783,13.65,13.2693,13.6046,262808.0
2022-05-05,13.4959,13.4959,13.1424,13.2602,233327.0
2022-05-06,13.224,13.3055,13.1061,13.2602,330566.0
2022-05-07,13.224,13.3055,13.1061,13.2602,330566.0
2022-05-08,13.224,13.3055,13.1061,13.2602,330566.0
2022-05-09,13.1152,13.3871,13.1152,13.2058,306483.0
2022-05-10,13.3146,13.3962,13.0155,13.0699,518504.0
2022-05-11,13.1333,13.2602,13.0246,13.0608,344552.0
2022-05-12,12.9602,13.1523,12.8962,13.134,319367.0
2022-05-13,13.134,13.2712,13.07,13.1523,320755.0
2022-05-14,13.134,13.2712,13.07,13.1523,320755.0
2022-05-15,13.134,13.2712,13.07,13.1523,320755.0
2022-05-16,13.0974,13.262,13.0517,13.1431,363863.0
2022-05-17,13.2986,13.5456,13.2986,13.5181,424752.0
2022-05-18,13.3718,13.4449,13.2895,13.4358,434294.0
2022-05-19,13.2712,13.4175,13.1797,13.1797,473467.0
2022-05-20,13.3078,13.5364,13.2254,13.4724,495712.0
2022-05-21,13.3078,13.5364,13.2254,13.4724,495712.0
2022-05-22,13.3078,13.5364,13.2254,13.4724,495712.0
2022-05-23,13.6645,13.7925,13.5456,13.6828,230357.0
2022-05-24,13.3443,13.3535,12.5029,12.9419,1290842.0
2022-05-25,12.9785,13.1523,12.8779,12.9145,634134.0
2022-05-26,13.1157,13.1157,12.9511,13.0334,460389.0
2022-05-27,13.1157,13.2895,12.9968,13.2895,305250.0
2022-05-28,13.1157,13.2895,12.9968,13.2895,305250.0
2022-05-29,13.1157,13.2895,12.9968,13.2895,305250.0
2022-05-30,13.1157,13.2895,12.9968,13.2895,305250.0
