,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity
2023-09-05,282.5242,285.5533,277.6303,277.877,2515636.0
2023-09-06,276.6831,280.6792,275.3215,279.1301,1688876.0
2023-09-07,277.1863,279.7024,273.9509,277.6797,1593373.0
2023-09-08,277.8178,279.6136,275.4005,278.5184,1241276.0
2023-09-09,277.8178,279.6136,275.4005,278.5184,1241276.0
2023-09-10,277.8178,279.6136,275.4005,278.5184,1241276.0
2023-09-11,280.768,281.2021,276.2194,278.2914,1515311.0
2023-09-12,276.5253,280.9209,276.0911,278.0546,1587363.0
2023-09-13,276.4759,278.9722,269.3917,272.2431,2119256.0
2023-09-14,275.2821,279.4014,274.1277,278.7946,2660520.0
2023-09-15,278.1138,278.1138,273.6343,275.4301,4940871.0
2023-09-16,278.1138,278.1138,273.6343,275.4301,4940871.0
2023-09-17,278.1138,278.1138,273.6343,275.4301,4940871.0
2023-09-18,275.3413,278.9821,275.1341,277.1962,1363218.0
2023-09-19,276.3477,279.7221,273.95,275.9431,2313534.0
2023-09-20,277.7487,282.7793,274.3743,274.8973,2382011.0
2023-09-21,272.5292,272.5292,267.9807,268.4049,2278483.0
2023-09-22,268.3852,271.434,267.9905,269.4212,1708570.0
2023-09-23,268.3852,271.434,267.9905,269.4212,1708570.0
2023-09-24,268.3852,271.434,267.9905,269.4212,1708570.0
2023-09-25,267.142,271.1676,266.4711,270.6151,1257517.0
2023-09-26,267.5367,269.7764,265.5633,265.9284,1756427.0
2023-09-27,267.3887,270.5756,265.6127,269.0759,1991541.0
2023-09-28,269.8455,274.5421,268.5924,272.5588,1994725.0
2023-09-29,275.361,275.8247,267.7439,269.362,2257825.0
2023-09-30,275.361,275.8247,267.7439,269.362,2257825.0
2023-10-01,275.361,275.8247,267.7439,269.362,2257825.0
2023-10-02,269.0068,273.1212,266.6388,268.0991,1778235.0
2023-10-03,267.5959,269.9343,263.9748,265.3857,2188005.0
2023-10-04,263.9353,264.251,259.2782,261.4982,2970215.0
2023-10-05,260.3833,262.3961,256.9595,257.3246,2639337.0
2023-10-06,258.0843,264.8416,254.8283,262.4948,2293464.0
2023-10-07,258.0843,264.8416,254.8283,262.4948,2293464.0
2023-10-08,258.0843,264.8416,254.8283,262.4948,2293464.0
2023-10-09,262.4948,267.9905,261.1241,267.6847,1640764.0
2023-10-10,269.0167,271.4298,268.2076,269.5692,2009107.0
2023-10-11,269.885,270.7512,266.3033,269.1943,1538219.0
2023-10-12,270.1514,270.1514,262.6428,266.0172,1910506.0
2023-10-13,266.8855,270.2894,262.554,264.3694,1918648.0
2023-10-14,266.8855,270.2894,262.554,264.3694,1918648.0
2023-10-15,266.8855,270.2894,262.554,264.3694,1918648.0
2023-10-16,268.4937,270.3211,265.9876,267.1815,1678588.0
2023-10-17,265.0009,271.8879,265.0009,269.0167,2110205.0
2023-10-18,264.922,265.4153,255.3019,255.7656,4257056.0
2023-10-19,254.4731,256.5353,248.4051,249.52,3849996.0
2023-10-20,249.2424,251.4045,246.1163,247.1498,3103477.0
2023-10-21,249.2424,251.4045,246.1163,247.1498,3103477.0
2023-10-22,249.2424,251.4045,246.1163,247.1498,3103477.0
2023-10-23,245.5927,249.5399,244.5315,245.2852,3193201.0
2023-10-24,248.1911,249.649,245.2158,247.4969,2304815.0
2023-10-25,247.8143,248.7069,242.4884,242.9248,2542399.0
2023-10-26,243.51,244.7001,238.4321,240.4355,3859150.0
2023-10-27,241.0504,241.9083,235.9031,236.5973,3229943.0
2023-10-28,241.0504,241.9083,235.9031,236.5973,3229943.0
2023-10-29,241.0504,241.9083,235.9031,236.5973,3229943.0
2023-10-30,238.9577,241.5958,237.2122,240.1677,4478283.0
2023-10-31,225.7771,228.6433,221.9191,224.1902,12093251.0
2023-11-01,223.258,230.7359,222.0821,229.9227,4932814.0
2023-11-02,233.86,237.6188,230.964,237.1527,7749892.0
2023-11-03,239.523,242.2299,236.2204,238.7693,3929453.0
2023-11-04,239.523,242.2299,236.2204,238.7693,3929453.0
2023-11-05,239.523,242.2299,236.2204,238.7693,3929453.0
2023-11-06,239.523,240.9214,234.4161,236.3196,2891529.0
2023-11-07,232.6501,235.189,231.6484,232.9873,4073958.0
2023-11-08,234.0584,235.8336,232.5162,232.8881,2532451.0
2023-11-09,235.4865,237.3114,231.8963,232.2236,2708931.0
2023-11-10,233.4038,238.1742,232.6897,237.7081,2525979.0
2023-11-11,233.4038,238.1742,232.6897,237.7081,2525979.0
2023-11-12,233.4038,238.1742,232.6897,237.7081,2525979.0
2023-11-13,236.9147,241.3082,236.9147,239.6817,3035714.0
2023-11-14,244.7199,247.4968,242.6769,245.8208,3441793.0
2023-11-15,247.4671,250.8441,246.5547,249.0242,3740063.0
2023-11-16,248.4391,250.8392,244.5712,246.1679,2625013.0
2023-11-17,248.0324,252.1681,247.9432,250.9879,3438183.0
2023-11-18,248.0324,252.1681,247.9432,250.9879,3438183.0
2023-11-19,248.0324,252.1681,247.9432,250.9879,3438183.0
2023-11-20,250.5317,250.8193,246.6142,248.3895,2661794.0
2023-11-21,247.3878,247.7982,246.277,247.358,1765468.0
2023-11-22,239.8503,245.5927,239.8206,243.986,3594076.0
2023-11-23,239.8503,245.5927,239.8206,243.986,3594076.0
2023-11-24,244.7199,246.8522,244.6703,245.3249,982235.0
2023-11-25,244.7199,246.8522,244.6703,245.3249,982235.0
2023-11-26,244.7199,246.8522,244.6703,245.3249,982235.0
2023-11-27,244.9282,246.1729,244.2935,245.3547,1743468.0
2023-11-28,245.7018,246.8225,243.986,245.4638,2150011.0
2023-11-29,247.6258,249.5102,246.2671,247.3977,2224796.0
2023-11-30,248.9746,249.4308,245.801,248.6573,3210495.0
2023-12-01,249.8375,255.322,248.9449,254.6476,3731480.0
2023-12-02,249.8375,255.322,248.9449,254.6476,3731480.0
2023-12-03,249.8375,255.322,248.9449,254.6476,3731480.0
2023-12-04,251.4838,253.4277,250.3433,252.6541,3028712.0
2023-12-05,251.6921,255.084,251.6921,253.0905,2682372.0
2023-12-06,254.6872,258.8626,253.469,253.8641,3632822.0
2023-12-07,255.0939,257.246,253.7051,255.2922,2162534.0
2023-12-08,255.2625,259.4874,254.8856,257.365,3258348.0
2023-12-09,255.2625,259.4874,254.8856,257.365,3258348.0
2023-12-10,255.2625,259.4874,254.8856,257.365,3258348.0
2023-12-11,257.7022,260.0825,257.365,258.7733,2898544.0
2023-12-12,257.851,260.3304,256.9882,259.2792,2375743.0
2023-12-13,259.2494,266.0232,257.1468,265.7653,3708327.0
2023-12-14,270.2085,283.1114,268.3241,282.8238,6464060.0
2023-12-15,277.7955,284.49,277.6764,283.3891,7321193.0
2023-12-16,277.7955,284.49,277.6764,283.3891,7321193.0
2023-12-17,277.7955,284.49,277.6764,283.3891,7321193.0
2023-12-18,284.3809,286.4996,282.2288,283.3594,2691728.0
2023-12-19,284.4404,290.6192,283.8057,290.5497,3659607.0
2023-12-20,289.5282,295.8161,287.138,287.3265,3818414.0
2023-12-21,287.5149,288.3381,284.2421,287.6835,3209389.0
2023-12-22,287.9215,290.4208,286.5331,287.9711,2833962.0
2023-12-23,287.9215,290.4208,286.5331,287.9711,2833962.0
2023-12-24,287.9215,290.4208,286.5331,287.9711,2833962.0
2023-12-25,287.9215,290.4208,286.5331,287.9711,2833962.0
2023-12-26,289.191,294.6457,288.606,293.1978,2019046.0
2023-12-27,293.1978,296.6888,292.3052,295.6673,1876485.0
2023-12-28,294.6557,296.7384,293.6044,294.4375,2267452.0
2023-12-29,294.4077,295.7813,290.7878,293.2374,2300643.0
2023-12-30,294.4077,295.7813,290.7878,293.2374,2300643.0
2023-12-31,294.4077,295.7813,290.7878,293.2374,2300643.0
2024-01-01,294.4077,295.7813,290.7878,293.2374,2300643.0
2024-01-02,291.0159,294.1995,288.953,290.3018,2433125.0
2024-01-03,286.0173,286.5479,280.9841,281.961,3043399.0
2024-01-04,282.0701,285.8487,281.4552,283.7462,2995437.0
2024-01-05,283.8949,288.6059,283.1214,286.5529,2684787.0
2024-01-06,283.8949,288.6059,283.1214,286.5529,2684787.0
2024-01-07,283.8949,288.6059,283.1214,286.5529,2684787.0
2024-01-08,285.1942,290.272,282.8933,289.8456,2369129.0
2024-01-09,286.8504,289.9547,285.6306,289.8853,1974507.0
2024-01-10,289.7464,292.1267,289.0633,290.9365,2048021.0
2024-01-11,292.1763,293.1631,287.029,289.6571,1941352.0
2024-01-12,292.8407,293.3961,286.5529,288.0207,1955694.0
2024-01-13,292.8407,293.3961,286.5529,288.0207,1955694.0
2024-01-14,292.8407,293.3961,286.5529,288.0207,1955694.0
2024-01-15,292.8407,293.3961,286.5529,288.0207,1955694.0
2024-01-16,286.5033,287.8174,283.2503,284.8669,3140086.0
2024-01-17,276.536,279.6998,274.6615,276.3376,3789153.0
2024-01-18,277.7162,280.2056,275.3757,279.5807,2479261.0
2024-01-19,281.2946,285.041,277.9369,284.2439,3115987.0
2024-01-20,281.2946,285.041,277.9369,284.2439,3115987.0
2024-01-21,281.2946,285.041,277.9369,284.2439,3115987.0
2024-01-22,285.0609,289.5346,285.0609,287.6216,2072329.0
2024-01-23,289.4449,291.8163,286.4757,287.781,1866294.0
2024-01-24,289.7837,291.5472,287.2927,289.6243,2765909.0
2024-01-25,292.9322,302.2084,292.0654,299.6776,4647055.0
2024-01-26,299.9068,301.8796,297.5753,298.3425,2920474.0
2024-01-27,299.9068,301.8796,297.5753,298.3425,2920474.0
2024-01-28,299.9068,301.8796,297.5753,298.3425,2920474.0
2024-01-29,297.934,302.597,296.3697,302.1486,2101353.0
2024-01-30,299.4185,304.6196,299.4185,303.6531,2150444.0
2024-01-31,304.4602,304.6395,298.8407,299.2193,2812955.0
2024-02-01,302.1386,306.9511,300.8434,306.5725,3196264.0
2024-02-02,305.885,316.2173,304.8836,313.9456,4661484.0
2024-02-03,305.885,316.2173,304.8836,313.9456,4661484.0
2024-02-04,305.885,316.2173,304.8836,313.9456,4661484.0
2024-02-05,333.6538,333.6538,314.7626,320.2327,6557542.0
2024-02-06,322.0162,326.2408,317.9111,321.5479,2826394.0
2024-02-07,321.7671,326.6294,319.9338,322.4147,3202982.0
2024-02-08,323.4908,325.2444,320.2527,320.8305,1986100.0
2024-02-09,320.8305,321.1593,314.4238,316.0081,2823170.0
2024-02-10,320.8305,321.1593,314.4238,316.0081,2823170.0
2024-02-11,320.8305,321.1593,314.4238,316.0081,2823170.0
2024-02-12,316.0579,321.9165,315.3604,320.4618,2483602.0
2024-02-13,314.6431,314.8523,309.6612,311.7038,2923359.0
2024-02-14,314.8623,316.6956,312.8297,315.5597,1887095.0
2024-02-15,314.8025,322.0361,314.3142,321.8966,2362937.0
2024-02-16,322.5442,327.1076,320.2725,320.7408,2513347.0
2024-02-17,322.5442,327.1076,320.2725,320.7408,2513347.0
2024-02-18,322.5442,327.1076,320.2725,320.7408,2513347.0
2024-02-19,322.5442,327.1076,320.2725,320.7408,2513347.0
2024-02-20,316.1077,317.8414,311.6041,312.6005,2701572.0
2024-02-21,311.7635,316.6657,311.7635,315.9881,1780222.0
2024-02-22,319.8341,322.1955,319.1765,320.9202,1875783.0
2024-02-23,321.8269,323.8993,320.8803,322.7037,1575227.0
2024-02-24,321.8269,323.8993,320.8803,322.7037,1575227.0
2024-02-25,321.8269,323.8993,320.8803,322.7037,1575227.0
2024-02-26,322.4745,326.0515,321.0796,324.1982,1650017.0
2024-02-27,325.7924,326.7539,322.5941,326.44,1640875.0
2024-02-28,326.2009,330.4753,325.8024,328.363,1471162.0
2024-02-29,329.7978,333.6737,328.9011,332.7471,2699773.0
2024-03-01,332.7869,336.5432,332.3884,335.4771,1815536.0
2024-03-02,332.7869,336.5432,332.3884,335.4771,1815536.0
2024-03-03,332.7869,336.5432,332.3884,335.4771,1815536.0
2024-03-04,334.3811,339.0242,333.574,337.42,1551197.0
2024-03-05,334.2018,337.7588,330.5352,332.3186,2029966.0
2024-03-06,335.0287,336.5034,332.9463,334.411,1542427.0
2024-03-07,337.2805,341.0966,337.2008,338.9843,1732485.0
2024-03-08,340.8276,343.2488,336.872,337.9581,2307423.0
2024-03-09,340.8276,343.2488,336.872,337.9581,2307423.0
2024-03-10,340.8276,343.2488,336.872,337.9581,2307423.0
2024-03-11,335.776,336.9766,330.3259,333.7534,1868119.0
2024-03-12,334.0623,337.161,331.5315,336.0151,1646140.0
2024-03-13,336.9119,341.8539,336.1646,340.2796,1818943.0
2024-03-14,343.2986,345.5803,337.709,340.6781,2110175.0
2024-03-15,341.7243,346.0286,339.9109,345.7098,4406009.0
2024-03-16,341.7243,346.0286,339.9109,345.7098,4406009.0
2024-03-17,341.7243,346.0286,339.9109,345.7098,4406009.0
2024-03-18,346.8158,352.0567,346.5966,350.6219,2528184.0
2024-03-19,350.323,352.7143,348.3502,352.6146,2207751.0
2024-03-20,349.8447,356.8791,346.8756,355.1554,2563949.0
2024-03-21,356.3709,363.8736,355.4244,363.2359,2616273.0
2024-03-22,363.2758,364.1924,356.5603,356.8093,2051989.0
2024-03-23,363.2758,364.1924,356.5603,356.8093,2051989.0
2024-03-24,363.2758,364.1924,356.5603,356.8093,2051989.0
2024-03-25,355.6635,357.5666,353.7405,354.6572,1774760.0
2024-03-26,355.1653,358.281,354.707,355.0956,1637312.0
2024-03-27,357.4171,363.485,356.5785,363.3256,2262845.0
2024-03-28,363.2957,365.8863,362.2097,365.0991,2028629.0
2024-03-29,363.2957,365.8863,362.2097,365.0991,2028629.0
2024-03-30,363.2957,365.8863,362.2097,365.0991,2028629.0
2024-03-31,363.2957,365.8863,362.2097,365.0991,2028629.0
2024-04-01,366.1453,366.5937,361.3229,362.4189,1953766.0
2024-04-02,360.9941,363.6644,360.1671,363.5049,1968867.0
2024-04-03,364.1625,374.7041,363.2758,374.4251,2623737.0
2024-04-04,375.9994,379.6461,367.5402,368.4469,2492175.0
2024-04-05,371.1471,379.6162,370.4397,377.9224,2068267.0
2024-04-06,371.1471,379.6162,370.4397,377.9224,2068267.0
2024-04-07,371.1471,379.6162,370.4397,377.9224,2068267.0
2024-04-08,377.7331,380.6225,371.5357,372.1136,2689993.0
2024-04-09,373.6679,375.7902,364.1825,370.5493,2043292.0
2024-04-10,364.87,371.2666,363.0665,370.7186,2148522.0
2024-04-11,371.2766,372.0139,365.5674,370.629,2535736.0
2024-04-12,367.3011,371.4883,361.3627,364.302,2072870.0
2024-04-13,367.3011,371.4883,361.3627,364.302,2072870.0
2024-04-14,367.3011,371.4883,361.3627,364.302,2072870.0
2024-04-15,371.6154,373.1,360.7949,362.5883,2170956.0
2024-04-16,361.7015,362.1349,355.8827,358.5729,2514069.0
2024-04-17,361.3329,361.5919,351.5983,357.0186,2313776.0
2024-04-18,359.8383,362.1598,354.8741,356.63,2380716.0
2024-04-19,358.29,360.95,352.14,354.66,2929591.0
2024-04-20,358.29,360.95,352.14,354.66,2929591.0
2024-04-21,358.29,360.95,352.14,354.66,2929591.0
2024-04-22,356.1,362.0,353.24,357.61,2085356.0
2024-04-23,360.0,365.52,359.04,363.25,1810693.0
2024-04-24,363.95,368.17,358.895,363.52,3032711.0
2024-04-25,330.44,341.94,330.32,338.0,6459595.0
2024-04-26,338.44,345.5,338.33,343.38,3324630.0
2024-04-27,338.44,345.5,338.33,343.38,3324630.0
2024-04-28,338.44,345.5,338.33,343.38,3324630.0
2024-04-29,343.98,350.9499,343.98,349.8,2213594.0
2024-04-30,347.02,347.77,333.12,334.57,4201677.0
2024-05-01,333.38,338.495,330.74,331.07,3520821.0
