,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity
2020-02-29,108.72,112.9662,108.229,112.9662,8301938.0
2020-03-01,108.72,112.9662,108.229,112.9662,8301938.0
2020-03-02,113.7027,116.2759,111.8433,116.0213,6100195.0
2020-03-03,115.4757,117.8035,112.5501,113.0935,6358116.0
2020-03-04,114.6301,115.8758,113.0298,115.8395,5074885.0
2020-03-05,111.9751,113.5208,110.2384,110.9022,6015298.0
2020-03-06,108.2017,110.7931,108.0471,110.393,5768074.0
2020-03-07,108.2017,110.7931,108.0471,110.393,5768074.0
2020-03-08,108.2017,110.7931,108.0471,110.393,5768074.0
2020-03-09,102.737,102.737,94.5901,94.6265,8636218.0
2020-03-10,98.7818,99.1637,90.1165,96.8269,8293227.0
2020-03-11,94.381,95.2402,90.9894,91.5532,6546771.0
2020-03-12,85.0156,85.7248,79.5601,83.8881,10285934.0
2020-03-13,89.4619,90.844,81.9605,90.5985,8718635.0
2020-03-14,89.4619,90.844,81.9605,90.5985,8718635.0
2020-03-15,89.4619,90.844,81.9605,90.5985,8718635.0
2020-03-16,80.924,96.2449,80.4693,84.9338,9898962.0
2020-03-17,87.2978,91.3259,84.5337,91.1076,7206113.0
2020-03-18,85.4611,93.6094,84.6565,91.0349,6995124.0
2020-03-19,90.2257,94.9265,88.4253,93.6627,6870804.0
2020-03-20,93.7627,94.5537,85.6157,86.8341,7650329.0
2020-03-21,93.7627,94.5537,85.6157,86.8341,7650329.0
2020-03-22,93.7627,94.5537,85.6157,86.8341,7650329.0
2020-03-23,85.3793,87.5106,82.4151,83.5153,6737514.0
2020-03-24,87.3433,92.7716,86.5341,92.1442,7417117.0
2020-03-25,91.9896,98.6545,89.5628,95.172,6578066.0
2020-03-26,95.3357,100.9003,93.556,100.473,6060704.0
2020-03-27,94.9538,99.691,94.0173,95.8722,5746496.0
2020-03-28,94.9538,99.691,94.0173,95.8722,5746496.0
2020-03-29,94.9538,99.691,94.0173,95.8722,5746496.0
2020-03-30,96.6814,102.6007,95.4084,101.5732,5725565.0
2020-03-31,100.6821,106.3013,100.2548,105.5103,8979915.0
2020-04-01,101.9187,106.1559,99.5637,101.2459,6846994.0
2020-04-02,101.1368,107.7652,101.0458,106.1468,8106522.0
2020-04-03,105.0193,106.2377,101.946,104.2646,5036565.0
2020-04-04,105.0193,106.2377,101.946,104.2646,5036565.0
2020-04-05,105.0193,106.2377,101.946,104.2646,5036565.0
2020-04-06,109.1473,110.684,107.4106,109.5019,5785626.0
2020-04-07,111.7387,117.1124,109.5747,110.8567,8489853.0
2020-04-08,111.8296,116.545,110.0566,115.8395,4686055.0
2020-04-09,116.976,117.8396,111.9751,113.6845,4753459.0
2020-04-10,116.976,117.8396,111.9751,113.6845,4753459.0
2020-04-11,116.976,117.8396,111.9751,113.6845,4753459.0
2020-04-12,116.976,117.8396,111.9751,113.6845,4753459.0
2020-04-13,109.0655,109.1564,103.2735,103.7827,10519609.0
2020-04-14,105.9285,107.1469,104.1191,105.9104,7166341.0
2020-04-15,102.7098,102.8371,99.8365,101.4095,5652807.0
2020-04-16,101.7005,103.1735,98.9818,102.9462,5926446.0
2020-04-17,105.0199,106.9377,104.4694,106.7175,4132254.0
2020-04-18,105.0199,106.9377,104.4694,106.7175,4132254.0
2020-04-19,105.0199,106.9377,104.4694,106.7175,4132254.0
2020-04-20,105.0108,107.4241,102.8819,105.1576,4083843.0
2020-04-21,101.8909,101.8909,99.6519,100.7989,5743280.0
2020-04-22,102.7993,102.8636,100.2142,101.5239,3795100.0
2020-04-23,102.157,105.7357,101.8083,103.6068,3545433.0
2020-04-24,104.5978,104.9557,102.0469,104.6437,3045999.0
2020-04-25,104.5978,104.9557,102.0469,104.6437,3045999.0
2020-04-26,104.5978,104.9557,102.0469,104.6437,3045999.0
2020-04-27,101.7166,106.5615,100.6888,105.7081,5344823.0
2020-04-28,108.149,108.2774,104.0289,105.9467,5604649.0
2020-04-29,107.3231,110.8651,106.9285,110.1677,4261141.0
2020-04-30,108.2774,108.5068,105.8274,106.7909,4040514.0
2020-05-01,104.607,105.1484,101.4596,101.7441,3960387.0
2020-05-02,104.607,105.1484,101.4596,101.7441,3960387.0
2020-05-03,104.607,105.1484,101.4596,101.7441,3960387.0
2020-05-04,100.9549,101.1935,97.7984,98.8444,4500672.0
2020-05-05,100.2392,101.9368,99.7804,99.9364,3477657.0
2020-05-06,100.9641,101.1568,97.9085,98.7986,4465270.0
2020-05-07,100.0373,100.9826,97.9819,98.4499,4379182.0
2020-05-08,99.9915,102.9553,99.379,102.8727,3913422.0
2020-05-09,99.9915,102.9553,99.379,102.8727,3913422.0
2020-05-10,99.9915,102.9553,99.379,102.8727,3913422.0
2020-05-11,101.0834,101.6431,99.2666,99.6611,4207282.0
2020-05-12,100.1199,100.3218,96.3486,96.3486,3874063.0
2020-05-13,96.477,96.6147,94.1004,95.8714,5376118.0
2020-05-14,94.0545,97.5231,91.9624,97.4405,5542426.0
2020-05-15,96.5137,99.0922,95.6879,99.028,6583120.0
2020-05-16,96.5137,99.0922,95.6879,99.028,6583120.0
2020-05-17,96.5137,99.0922,95.6879,99.028,6583120.0
2020-05-18,102.9737,106.1302,102.7774,105.543,5604429.0
2020-05-19,105.4787,105.9284,102.781,102.8452,3404897.0
2020-05-20,103.9739,107.8003,103.7353,106.1578,3735708.0
2020-05-21,105.4787,106.1486,104.4418,104.6621,2342645.0
2020-05-22,104.7263,104.7538,102.2855,103.2031,2735070.0
2020-05-23,104.7263,104.7538,102.2855,103.2031,2735070.0
2020-05-24,104.7263,104.7538,102.2855,103.2031,2735070.0
2020-05-25,104.7263,104.7538,102.2855,103.2031,2735070.0
2020-05-26,106.4239,108.7934,106.4239,107.736,4185148.0
2020-05-27,109.8557,112.3974,109.6814,112.3332,4462678.0
2020-05-28,114.4713,114.5447,110.3696,110.7917,3744246.0
2020-05-29,109.7731,110.7641,107.8829,110.2319,4278095.0
2020-05-30,109.7731,110.7641,107.8829,110.2319,4278095.0
2020-05-31,109.7731,110.7641,107.8829,110.2319,4278095.0
2020-06-01,109.9842,111.2138,107.9196,110.5714,2133655.0
2020-06-02,111.801,113.6179,111.2872,113.1591,2977504.0
2020-06-03,115.1136,116.8525,114.7098,116.6185,3712613.0
2020-06-04,115.0769,118.3986,114.4621,118.3344,3076685.0
2020-06-05,126.4919,127.8867,122.3994,123.9868,5591916.0
2020-06-06,126.4919,127.8867,122.3994,123.9868,5591916.0
2020-06-07,126.4919,127.8867,122.3994,123.9868,5591916.0
2020-06-08,124.1704,128.4097,124.1704,126.3726,4139216.0
2020-06-09,123.8951,124.2529,122.2343,123.1335,3819615.0
2020-06-10,122.7022,124.2254,119.798,121.5276,4018747.0
2020-06-11,115.9945,116.3935,111.5074,111.5349,5969327.0
2020-06-12,114.1501,114.8521,109.5162,113.0031,4492689.0
2020-06-13,114.1501,114.8521,109.5162,113.0031,4492689.0
2020-06-14,114.1501,114.8521,109.5162,113.0031,4492689.0
2020-06-15,108.7454,114.1318,108.2866,113.4252,4094202.0
2020-06-16,120.5458,121.5276,115.9761,119.3896,6892353.0
2020-06-17,119.4355,119.72,117.2333,117.6645,3228124.0
2020-06-18,116.6643,118.3527,116.2607,117.0773,2467656.0
2020-06-19,119.2887,119.2887,115.3705,116.958,6485013.0
2020-06-20,119.2887,119.2887,115.3705,116.958,6485013.0
2020-06-21,119.2887,119.2887,115.3705,116.958,6485013.0
2020-06-22,115.9486,116.0587,114.3336,115.4256,2806343.0
2020-06-23,116.8937,117.0589,115.4577,115.8477,2357094.0
2020-06-24,114.508,114.5538,111.7919,112.0029,3766472.0
2020-06-25,111.59,114.5447,110.8467,114.4346,2903449.0
2020-06-26,114.0859,114.1868,111.4432,112.3057,3645811.0
2020-06-27,114.0859,114.1868,111.4432,112.3057,3645811.0
2020-06-28,114.0859,114.1868,111.4432,112.3057,3645811.0
2020-06-29,113.5261,115.655,113.1224,114.9301,2798657.0
2020-06-30,113.7922,116.5909,113.7922,116.0771,2778835.0
2020-07-01,118.7198,118.7381,115.5082,115.6733,2807787.0
2020-07-02,117.6829,119.6007,116.7102,117.1966,2527521.0
2020-07-03,117.6829,119.6007,116.7102,117.1966,2527521.0
2020-07-04,117.6829,119.6007,116.7102,117.1966,2527521.0
2020-07-05,117.6829,119.6007,116.7102,117.1966,2527521.0
2020-07-06,119.408,119.7475,117.6095,118.7657,2491938.0
2020-07-07,117.2149,118.1417,116.3524,116.7194,2018252.0
2020-07-08,118.6739,118.6739,116.0495,117.5728,2279934.0
2020-07-09,117.0314,117.7746,114.8062,115.3705,2663516.0
2020-07-10,115.5907,117.6645,115.4531,117.4627,2691466.0
2020-07-11,115.5907,117.6645,115.4531,117.4627,2691466.0
2020-07-12,115.5907,117.6645,115.4531,117.4627,2691466.0
2020-07-13,118.7565,121.2064,118.2334,119.8117,3708394.0
2020-07-14,119.5823,125.9964,118.5821,125.6018,6540786.0
2020-07-15,128.6207,128.6207,125.8129,126.9599,4915229.0
2020-07-16,126.9048,129.3732,126.2579,127.1434,3621549.0
2020-07-17,127.4578,127.9755,126.2143,126.561,2458342.0
2020-07-18,127.4578,127.9755,126.2143,126.561,2458342.0
2020-07-19,127.4578,127.9755,126.2143,126.561,2458342.0
2020-07-20,125.5071,126.6072,124.1158,124.4625,2478030.0
2020-07-21,124.5919,126.8236,124.2777,125.6088,3227610.0
2020-07-22,125.0356,127.4578,124.9802,126.635,2157207.0
2020-07-23,126.561,127.1377,125.4609,126.2837,1613733.0
2020-07-24,126.8384,128.2158,126.5148,127.1897,2036293.0
2020-07-25,126.8384,128.2158,126.5148,127.1897,2036293.0
2020-07-26,126.8384,128.2158,126.5148,127.1897,2036293.0
2020-07-27,126.7921,129.7412,126.7089,129.3252,2507222.0
2020-07-28,128.447,129.4177,127.504,127.6057,2029926.0
2020-07-29,128.1141,130.4286,127.3931,129.9169,2338324.0
2020-07-30,128.5764,128.5949,125.7013,126.4039,3063503.0
2020-07-31,122.4286,124.9432,120.3763,122.8446,6782180.0
2020-08-01,122.4286,124.9432,120.3763,122.8446,6782180.0
2020-08-02,122.4286,124.9432,120.3763,122.8446,6782180.0
2020-08-03,122.3084,122.9556,121.1991,121.8277,2852684.0
2020-08-04,121.4487,122.4379,120.8015,121.5873,2301841.0
2020-08-05,122.7522,125.6735,122.595,124.7768,2810166.0
2020-08-06,124.3608,124.994,123.5981,124.2406,2446351.0
2020-08-07,123.88,124.9062,122.5083,124.7306,2223882.0
2020-08-08,123.88,124.9062,122.5083,124.7306,2223882.0
2020-08-09,123.88,124.9062,122.5083,124.7306,2223882.0
2020-08-10,125.4794,131.4238,125.4285,131.2944,5181635.0
2020-08-11,133.1433,135.1587,131.544,131.7658,4206018.0
2020-08-12,133.0786,133.2774,130.6565,131.8028,2541382.0
2020-08-13,130.9061,131.9578,129.2143,130.0463,2939915.0
2020-08-14,128.9184,130.2497,128.2898,129.3899,2038515.0
2020-08-15,128.9184,130.2497,128.2898,129.3899,2038515.0
2020-08-16,128.9184,130.2497,128.2898,129.3899,2038515.0
2020-08-17,129.5656,129.9822,127.8553,128.2436,2284055.0
2020-08-18,128.4562,129.5286,127.6519,127.92,1563172.0
2020-08-19,128.0402,129.3529,127.0787,127.5964,1849463.0
2020-08-20,125.7475,127.5595,125.4054,127.0972,2279982.0
2020-08-21,126.4686,128.5024,126.4686,127.9755,2524615.0
2020-08-22,126.4686,128.5024,126.4686,127.9755,2524615.0
2020-08-23,126.4686,128.5024,126.4686,127.9755,2524615.0
2020-08-24,129.205,131.507,128.5764,130.98,2921741.0
2020-08-25,131.8953,133.9846,129.9261,130.4901,2467632.0
2020-08-26,129.8707,131.6826,129.2466,131.1187,2380282.0
2020-08-27,131.396,133.4391,130.6102,132.5424,3010304.0
2020-08-28,133.3837,134.8351,131.9138,132.7828,3698733.0
2020-08-29,133.3837,134.8351,131.9138,132.7828,3698733.0
2020-08-30,133.3837,134.8351,131.9138,132.7828,3698733.0
2020-08-31,132.6626,132.755,131.5255,131.5624,2886503.0
2020-09-01,130.9708,135.0847,130.2682,135.02,2675700.0
2020-09-02,135.7781,138.2557,135.3436,137.9968,4515508.0
2020-09-03,137.3682,139.7811,134.3267,135.6764,4479077.0
2020-09-04,137.4699,139.3928,135.0108,136.9891,5129423.0
2020-09-05,137.4699,139.3928,135.0108,136.9891,5129423.0
2020-09-06,137.4699,139.3928,135.0108,136.9891,5129423.0
2020-09-07,137.4699,139.3928,135.0108,136.9891,5129423.0
2020-09-08,135.8983,139.3743,134.7149,137.3035,4775229.0
2020-09-09,138.4868,143.7332,137.9413,141.1585,5345097.0
2020-09-10,140.5299,141.6762,137.5161,138.5423,4386987.0
2020-09-11,139.1154,142.7394,138.8936,142.2124,3237065.0
2020-09-12,139.1154,142.7394,138.8936,142.2124,3237065.0
2020-09-13,139.1154,142.7394,138.8936,142.2124,3237065.0
2020-09-14,142.3696,143.1092,140.7102,141.9166,2569372.0
2020-09-15,142.5545,142.8041,137.1532,137.3774,4092442.0
2020-09-16,138.6717,140.5022,137.1648,139.6979,3304216.0
2020-09-17,138.533,144.4497,137.8859,142.2494,4487016.0
2020-09-18,142.0738,144.4127,140.5779,140.8812,5113545.0
2020-09-19,142.0738,144.4127,140.5779,140.8812,5113545.0
2020-09-20,142.0738,144.4127,140.5779,140.8812,5113545.0
2020-09-21,137.3404,138.2094,133.0046,134.3544,4278168.0
2020-09-22,134.0585,136.3605,133.588,136.0369,2579515.0
2020-09-23,136.342,137.664,132.7588,133.4761,2420134.0
2020-09-24,133.1433,136.3037,131.9507,134.1787,2138815.0
2020-09-25,133.0231,135.6209,132.2096,134.8906,1848864.0
2020-09-26,133.0231,135.6209,132.2096,134.8906,1848864.0
2020-09-27,133.0231,135.6209,132.2096,134.8906,1848864.0
2020-09-28,136.8227,138.9583,136.2773,136.5269,2212705.0
2020-09-29,137.1648,137.7195,135.1679,136.2773,1624154.0
2020-09-30,136.8227,139.5499,136.5777,137.8859,3642834.0
2020-10-01,138.5977,138.9583,134.6502,135.6302,2157410.0
2020-10-02,133.3744,139.8273,132.8937,138.6162,3220517.0
2020-10-03,133.3744,139.8273,132.8937,138.6162,3220517.0
2020-10-04,133.3744,139.8273,132.8937,138.6162,3220517.0
2020-10-05,140.6778,142.7856,140.1693,141.8981,2597661.0
2020-10-06,142.3696,143.7101,139.855,140.0861,2559790.0
2020-10-07,141.704,144.274,141.63,143.0814,2334454.0
2020-10-08,143.9874,144.8934,142.5915,144.8287,1843230.0
2020-10-09,145.9473,147.3525,145.5128,146.9365,4084211.0
2020-10-10,145.9473,147.3525,145.5128,146.9365,4084211.0
2020-10-11,145.9473,147.3525,145.5128,146.9365,4084211.0
2020-10-12,147.8887,150.8748,147.4727,150.3294,4279790.0
2020-10-13,149.5066,150.8563,148.9482,149.8764,3319232.0
2020-10-14,150.3756,152.3736,150.2277,151.2538,4087557.0
2020-10-15,148.1661,153.2599,148.0551,152.5758,2958934.0
2020-10-16,154.6189,157.6327,154.0387,156.0056,5571018.0
2020-10-17,154.6189,157.6327,154.0387,156.0056,5571018.0
2020-10-18,154.6189,157.6327,154.0387,156.0056,5571018.0
2020-10-19,155.9964,157.1797,154.2029,154.8778,2758144.0
2020-10-20,155.4972,158.3261,155.2291,156.2275,3008336.0
2020-10-21,156.9856,157.642,154.1474,154.7576,2502007.0
2020-10-22,155.2938,157.0226,154.2861,156.8469,2357762.0
2020-10-23,157.5352,158.7258,155.8517,156.8097,2857252.0
2020-10-24,157.5352,158.7258,155.8517,156.8097,2857252.0
2020-10-25,157.5352,158.7258,155.8517,156.8097,2857252.0
2020-10-26,154.996,154.996,149.592,151.7963,4506577.0
2020-10-27,149.7129,150.5407,146.0389,146.876,4857859.0
2020-10-28,143.0532,144.5693,140.0024,140.5976,5645134.0
2020-10-29,140.0768,144.6437,139.1746,143.8624,3867170.0
2020-10-30,143.202,146.2993,142.3463,146.0761,4375326.0
2020-10-31,143.202,146.2993,142.3463,146.0761,4375326.0
2020-11-01,143.202,146.2993,142.3463,146.0761,4375326.0
2020-11-02,148.0758,152.4009,146.6342,151.8615,4072385.0
2020-11-03,153.4706,157.1911,151.6754,155.9726,4843562.0
2020-11-04,148.0572,151.0336,144.3833,144.3833,9081678.0
2020-11-05,146.6528,153.4334,146.5877,151.694,4821588.0
2020-11-06,152.4846,153.9728,149.5268,150.0198,2982993.0
2020-11-07,152.4846,153.9728,149.5268,150.0198,2982993.0
2020-11-08,152.4846,153.9728,149.5268,150.0198,2982993.0
2020-11-09,161.8696,164.0461,158.2328,158.8839,5969580.0
2020-11-10,159.8884,162.7625,158.8374,160.2605,3499082.0
2020-11-11,160.3349,160.6696,155.768,157.6189,2345505.0
2020-11-12,157.033,159.1443,155.9354,157.312,2186603.0
2020-11-13,158.4002,160.1861,157.3678,159.7117,2121205.0
2020-11-14,158.4002,160.1861,157.3678,159.7117,2121205.0
2020-11-15,158.4002,160.1861,157.3678,159.7117,2121205.0
2020-11-16,162.7718,162.7718,159.8233,161.0883,3902350.0
2020-11-17,160.1396,160.4279,158.2979,159.8977,2111211.0
2020-11-18,160.0187,163.1272,160.0187,160.6697,3165091.0
2020-11-19,160.4465,161.1441,158.7816,160.8186,2012068.0
2020-11-20,160.4,161.0232,159.3397,160.1954,2450417.0
2020-11-21,160.4,161.0232,159.3397,160.1954,2450417.0
2020-11-22,160.4,161.0232,159.3397,160.1954,2450417.0
2020-11-23,161.6185,163.2369,161.1348,162.5672,2405143.0
2020-11-24,163.9345,165.8598,163.023,164.5391,3447899.0
2020-11-25,164.1298,164.1484,160.707,162.4277,2506613.0
2020-11-26,164.1298,164.1484,160.707,162.4277,2506613.0
2020-11-27,162.223,163.6274,161.7301,162.8462,976859.0
2020-11-28,162.223,163.6274,161.7301,162.8462,976859.0
2020-11-29,162.223,163.6274,161.7301,162.8462,976859.0
2020-11-30,161.4789,162.6556,160.3814,161.4603,2382647.0
2020-12-01,163.1346,164.2321,160.8558,161.1534,2710241.0
2020-12-02,161.1534,162.2323,160.2419,161.7208,1971044.0
2020-12-03,161.7208,162.8462,161.1721,162.4277,2904107.0
2020-12-04,163.6275,170.9662,163.3518,169.478,6086157.0
2020-12-05,163.6275,170.9662,163.3518,169.478,6086157.0
2020-12-06,163.6275,170.9662,163.3518,169.478,6086157.0
2020-12-07,167.7852,167.7852,164.2228,166.2226,4587392.0
2020-12-08,165.246,168.1106,165.0971,166.3435,2001582.0
2020-12-09,167.069,167.8688,164.6321,167.4876,2915474.0
2020-12-10,166.7155,166.983,164.7623,166.3528,3109423.0
2020-12-11,164.6228,167.2178,163.9159,166.7621,2673578.0
2020-12-12,164.6228,167.2178,163.9159,166.7621,2673578.0
2020-12-13,164.6228,167.2178,163.9159,166.7621,2673578.0
2020-12-14,167.9805,170.5198,165.3577,165.6087,2533626.0
2020-12-15,167.3573,169.9896,166.5109,169.0409,2360759.0
2020-12-16,168.213,168.6037,165.897,166.9574,2032006.0
2020-12-17,168.0456,168.1014,166.1017,166.6504,2296656.0
2020-12-18,167.4876,168.6342,165.0692,168.3154,5262742.0
2020-12-19,167.4876,168.6342,165.0692,168.3154,5262742.0
2020-12-20,167.4876,168.6342,165.0692,168.3154,5262742.0
2020-12-21,164.5763,168.2503,163.9996,167.5713,2070970.0
2020-12-22,166.7621,167.5713,164.1484,164.2414,2495103.0
2020-12-23,165.0506,166.7621,164.6414,165.9528,1862521.0
2020-12-24,166.9109,167.2829,165.8877,167.0132,585730.0
2020-12-25,166.9109,167.2829,165.8877,167.0132,585730.0
2020-12-26,166.9109,167.2829,165.8877,167.0132,585730.0
2020-12-27,166.9109,167.2829,165.8877,167.0132,585730.0
2020-12-28,167.8689,168.4642,165.8505,165.9063,1508807.0
2020-12-29,166.6504,166.8458,162.8741,164.3065,1490348.0
2020-12-30,167.2085,169.496,166.1993,167.4596,2720613.0
2020-12-31,167.655,169.3757,166.2598,169.3013,1717865.0
2021-01-01,167.655,169.3757,166.2598,169.3013,1717865.0
2021-01-02,167.655,169.3757,166.2598,169.3013,1717865.0
2021-01-03,167.655,169.3757,166.2598,169.3013,1717865.0
2021-01-04,170.2128,172.9846,167.655,169.4222,4078403.0
2021-01-05,168.5479,172.8172,168.5479,170.8081,2933740.0
2021-01-06,174.0728,183.495,173.1427,180.314,8034734.0
2021-01-07,183.095,183.5787,178.77,180.6581,5297497.0
2021-01-08,180.3047,181.6161,177.9515,180.686,3186641.0
2021-01-09,180.3047,181.6161,177.9515,180.686,3186641.0
2021-01-10,180.3047,181.6161,177.9515,180.686,3186641.0
2021-01-11,178.1747,181.8022,177.012,180.314,2541263.0
2021-01-12,181.0767,184.1647,179.8024,183.7368,2466084.0
2021-01-13,184.8995,186.1871,182.1184,182.2021,3154720.0
2021-01-14,182.3975,184.081,181.7092,183.6066,2486579.0
2021-01-15,181.9882,182.0301,177.5422,181.0209,3317129.0
2021-01-16,181.9882,182.0301,177.5422,181.0209,3317129.0
2021-01-17,181.9882,182.0301,177.5422,181.0209,3317129.0
2021-01-18,181.9882,182.0301,177.5422,181.0209,3317129.0
2021-01-19,181.6754,183.3762,180.8805,181.4603,2361180.0
2021-01-20,180.1512,181.3107,178.0566,179.852,2501098.0
2021-01-21,179.8613,181.1424,177.7147,179.7117,1951414.0
2021-01-22,178.4587,180.3008,177.0187,179.4779,2027177.0
2021-01-23,178.4587,180.3008,177.0187,179.4779,2027177.0
2021-01-24,178.4587,180.3008,177.0187,179.4779,2027177.0
2021-01-25,178.1875,178.9449,174.8306,175.1766,3837108.0
2021-01-26,175.4197,177.1122,174.6997,175.055,2505956.0
2021-01-27,172.2405,173.5028,167.6961,168.9023,4095305.0
2021-01-28,170.4264,175.4291,169.5381,172.3714,3445426.0
2021-01-29,171.5859,176.5605,168.9911,170.9688,4541368.0
2021-01-30,171.5859,176.5605,168.9911,170.9688,4541368.0
2021-01-31,171.5859,176.5605,168.9911,170.9688,4541368.0
2021-02-01,173.8862,174.6717,170.202,172.7267,2738225.0
2021-02-02,174.3911,180.2634,173.587,180.0016,5265354.0
2021-02-03,178.5148,179.0945,176.7859,179.0197,2979186.0
2021-02-04,179.534,180.1044,177.8509,179.2068,2254049.0
2021-02-05,180.0203,181.7128,177.6732,180.4691,2240109.0
2021-02-06,180.0203,181.7128,177.6732,180.4691,2240109.0
2021-02-07,180.0203,181.7128,177.6732,180.4691,2240109.0
2021-02-08,182.3393,184.7143,182.0307,184.6302,2725656.0
2021-02-09,184.7143,185.7616,182.2364,184.4712,2331557.0
2021-02-10,185.612,186.7434,183.513,184.8827,2816443.0
2021-02-11,184.7611,185.5372,181.7689,185.4717,2178154.0
2021-02-12,185.1258,185.8513,183.985,185.1351,1804382.0
2021-02-13,185.1258,185.8513,183.985,185.1351,1804382.0
2021-02-14,185.1258,185.8513,183.985,185.1351,1804382.0
2021-02-15,185.1258,185.8513,183.985,185.1351,1804382.0
2021-02-16,186.7809,191.8583,186.304,189.2401,3722657.0
2021-02-17,189.2494,189.7217,186.8183,189.1653,2411531.0
2021-02-18,188.464,189.7076,185.6868,186.9398,2346219.0
2021-02-19,190.0536,197.7306,189.5346,196.2812,4937326.0
2021-02-20,190.0536,197.7306,189.5346,196.2812,4937326.0
2021-02-21,190.0536,197.7306,189.5346,196.2812,4937326.0
2021-02-22,196.0194,204.6548,195.7435,203.902,4578305.0
2021-02-23,205.2766,206.4034,199.4324,205.8844,4125136.0
2021-02-24,206.0995,211.953,205.6039,208.0257,4925014.0
2021-02-25,209.101,209.8304,205.4543,207.4179,4313039.0
2021-02-26,206.4174,207.9603,201.8075,201.8636,4461298.0
2021-02-27,206.4174,207.9603,201.8075,201.8636,4461298.0
2021-02-28,206.4174,207.9603,201.8075,201.8636,4461298.0
2021-03-01,205.0709,208.1286,204.6875,205.4917,2871845.0
2021-03-02,204.4911,205.0989,201.0502,201.8075,2854332.0
2021-03-03,198.3664,203.4252,198.2448,200.9566,2663976.0
2021-03-04,200.5545,202.6004,194.9347,198.9555,3568364.0
2021-03-05,200.4236,206.4454,197.768,205.8657,3602268.0
2021-03-06,200.4236,206.4454,197.768,205.8657,3602268.0
2021-03-07,200.4236,206.4454,197.768,205.8657,3602268.0
2021-03-08,206.6231,209.7369,204.0442,207.1935,3048694.0
2021-03-09,207.0065,207.8948,202.1067,202.7238,2902396.0
2021-03-10,203.5935,207.633,203.0885,206.7073,2435768.0
2021-03-11,208.5213,209.0823,204.9213,205.4917,2960018.0
2021-03-12,204.781,214.1504,203.9581,214.1317,4756540.0
2021-03-13,204.781,214.1504,203.9581,214.1317,4756540.0
2021-03-14,204.781,214.1504,203.9581,214.1317,4756540.0
2021-03-15,214.0102,216.7499,211.1676,215.7588,4216918.0
2021-03-16,212.9348,216.1982,210.1764,211.7567,3539195.0
2021-03-17,213.3182,219.0876,212.3832,218.4611,3518522.0
2021-03-18,218.8071,222.3417,214.819,215.7027,4336238.0
2021-03-19,213.898,214.7395,209.5031,210.6626,7485061.0
2021-03-20,213.898,214.7395,209.5031,210.6626,7485061.0
2021-03-21,213.898,214.7395,209.5031,210.6626,7485061.0
2021-03-22,211.9063,212.4299,209.0543,211.3452,2211572.0
2021-03-23,207.6423,210.6159,202.5836,204.0797,4017585.0
2021-03-24,206.193,212.3644,206.193,206.8662,4257961.0
2021-03-25,204.9961,210.3634,202.0093,209.6901,2901771.0
2021-03-26,211.6538,214.9172,210.5878,214.5993,3040141.0
2021-03-27,211.6538,214.9172,210.5878,214.5993,3040141.0
2021-03-28,211.6538,214.9172,210.5878,214.5993,3040141.0
2021-03-29,213.2902,216.7967,212.9293,215.2725,3003239.0
2021-03-30,216.1889,219.4804,216.1328,217.9468,3139103.0
2021-03-31,219.1344,221.6217,213.9915,216.8154,4512327.0
2021-04-01,216.2824,219.7422,212.8133,217.6289,3787055.0
2021-04-02,216.2824,219.7422,212.8133,217.6289,3787055.0
2021-04-03,216.2824,219.7422,212.8133,217.6289,3787055.0
2021-04-04,216.2824,219.7422,212.8133,217.6289,3787055.0
2021-04-05,219.7422,220.3603,217.2829,218.5359,2323584.0
2021-04-06,217.4045,221.3131,215.2819,215.6653,2614532.0
2021-04-07,216.8996,218.9807,214.459,215.4502,2449613.0
2021-04-08,215.1884,216.0486,212.4206,215.5156,2158852.0
2021-04-09,216.2824,217.124,212.7665,215.7681,2482888.0
2021-04-10,216.2824,217.124,212.7665,215.7681,2482888.0
2021-04-11,216.2824,217.124,212.7665,215.7681,2482888.0
2021-04-12,215.3473,216.2824,214.0669,215.9364,1688201.0
2021-04-13,218.2554,218.3396,213.2387,214.459,2286434.0
2021-04-14,214.6928,219.0127,214.646,217.4793,2491044.0
2021-04-15,218.0123,218.2834,215.7588,217.4232,1860155.0
2021-04-16,219.3868,220.6211,217.1894,218.2087,2128405.0
2021-04-17,219.3868,220.6211,217.1894,218.2087,2128405.0
2021-04-18,219.3868,220.6211,217.1894,218.2087,2128405.0
2021-04-19,217.7785,217.9655,214.9827,217.3016,1712648.0
2021-04-20,215.9084,216.2824,210.9487,212.8507,2815782.0
2021-04-21,212.5608,217.5074,211.3452,217.3671,1977712.0
2021-04-22,218.1058,218.2741,213.9167,214.0289,2410653.0
2021-04-23,215.4378,217.5888,214.0477,216.1423,3461030.0
2021-04-24,215.4378,217.5888,214.0477,216.1423,3461030.0
2021-04-25,215.4378,217.5888,214.0477,216.1423,3461030.0
2021-04-26,216.5744,218.716,216.0014,216.565,1864837.0
2021-04-27,216.3114,216.8468,214.2355,216.3583,1959291.0
2021-04-28,216.086,219.5285,215.4566,218.1994,2965333.0
2021-04-29,220.7355,220.9233,209.6517,213.6626,5442416.0
2021-04-30,211.8309,214.5267,211.2298,214.2637,3953489.0
2021-05-01,211.8309,214.5267,211.2298,214.2637,3953489.0
