,GEF/B US Equity,GEF/B US Equity,GEF/B US Equity,GEF/B US Equity,GEF/B US Equity
2021-03-14,50.6727,52.5703,50.6554,52.5703,18919.0
2021-03-15,51.8078,52.2064,50.0228,52.2064,19946.0
2021-03-16,51.2532,51.7211,50.0142,51.5219,15643.0
2021-03-17,51.9118,54.312,51.1233,53.1422,58326.0
2021-03-18,52.8181,54.7451,52.748,53.256,26862.0
2021-03-19,53.1334,53.3436,51.583,51.9509,69370.0
2021-03-20,53.1334,53.3436,51.583,51.9509,69370.0
2021-03-21,53.1334,53.3436,51.583,51.9509,69370.0
2021-03-22,51.6444,51.6444,48.7626,49.7086,26832.0
2021-03-23,48.6925,49.6691,47.5626,47.9304,25243.0
2021-03-24,48.1757,50.8648,48.1757,48.6487,7449.0
2021-03-25,48.4998,50.5232,48.4297,50.4356,9690.0
2021-03-26,50.2516,51.9071,50.2516,51.9071,9245.0
2021-03-27,50.2516,51.9071,50.2516,51.9071,9245.0
2021-03-28,50.2516,51.9071,50.2516,51.9071,9245.0
2021-03-29,51.0662,51.8546,50.7947,51.2327,7756.0
2021-03-30,51.1538,52.2575,50.6283,52.0298,12005.0
2021-03-31,51.6356,51.6356,50.1378,50.1378,29273.0
2021-04-01,50.7947,51.04,50.0239,51.04,9500.0
2021-04-02,50.7947,51.04,50.0239,51.04,9500.0
2021-04-03,50.7947,51.04,50.0239,51.04,9500.0
2021-04-04,50.7947,51.04,50.0239,51.04,9500.0
2021-04-05,50.6108,51.7845,50.6108,51.1188,8163.0
2021-04-06,50.9962,52.1611,50.9962,52.1611,16631.0
2021-04-07,52.1611,52.1611,49.9976,49.9976,9303.0
2021-04-08,51.3728,51.3728,50.2604,50.2779,15820.0
2021-04-09,50.1553,51.6706,50.1553,51.0838,9363.0
2021-04-10,50.1553,51.6706,50.1553,51.0838,9363.0
2021-04-11,50.1553,51.6706,50.1553,51.0838,9363.0
2021-04-12,50.9436,52.713,50.9436,52.6429,15118.0
2021-04-13,52.4327,52.6166,51.1363,51.1363,10531.0
2021-04-14,51.3465,51.986,51.2765,51.2765,4428.0
2021-04-15,52.0998,52.0998,51.4954,51.6794,4969.0
2021-04-16,52.6079,52.8794,51.5042,51.8721,28506.0
2021-04-17,52.6079,52.8794,51.5042,51.8721,28506.0
2021-04-18,52.6079,52.8794,51.5042,51.8721,28506.0
2021-04-19,52.0998,52.6955,51.3465,51.3991,10486.0
2021-04-20,51.6881,51.9071,50.2692,50.8035,8271.0
2021-04-21,51.1889,51.8896,51.1889,51.6093,5313.0
2021-04-22,51.5568,51.9597,50.7246,50.7246,9502.0
2021-04-23,51.9115,52.5378,51.5743,51.8896,6259.0
2021-04-24,51.9115,52.5378,51.5743,51.8896,6259.0
2021-04-25,51.9115,52.5378,51.5743,51.8896,6259.0
2021-04-26,52.5816,52.9407,52.2925,52.8268,5887.0
2021-04-27,52.459,53.0371,52.3582,53.0371,8508.0
2021-04-28,53.1597,53.729,52.9933,53.7203,5354.0
2021-04-29,53.8867,54.4648,53.2737,53.913,8622.0
2021-04-30,53.6327,53.6327,52.3801,52.3889,14008.0
2021-05-01,53.6327,53.6327,52.3801,52.3889,14008.0
2021-05-02,53.6327,53.6327,52.3801,52.3889,14008.0
2021-05-03,53.3712,54.7451,53.3712,54.7276,16310.0
2021-05-04,54.0093,55.7962,54.0093,54.4823,12240.0
2021-05-05,54.6838,56.0327,54.6838,56.0327,7088.0
2021-05-06,55.5948,56.059,55.0604,55.6386,8749.0
2021-05-07,55.7086,56.751,55.7086,56.751,6423.0
2021-05-08,55.7086,56.751,55.7086,56.751,6423.0
2021-05-09,55.7086,56.751,55.7086,56.751,6423.0
2021-05-10,56.532,56.7334,54.4561,54.4561,11911.0
2021-05-11,54.1407,55.1962,54.0006,54.8502,6348.0
2021-05-12,54.3159,54.557,52.4765,52.4765,10148.0
2021-05-13,53.3086,54.7451,53.3086,54.1582,6955.0
2021-05-14,54.6137,55.1831,54.3247,54.8502,5748.0
2021-05-15,54.6137,55.1831,54.3247,54.8502,5748.0
2021-05-16,54.6137,55.1831,54.3247,54.8502,5748.0
2021-05-17,55.2094,55.5772,54.0619,54.0882,8132.0
2021-05-18,54.0619,54.7451,53.5188,53.5188,10422.0
2021-05-19,53.1772,53.1772,52.0779,52.4502,5238.0
2021-05-20,52.7305,55.1042,52.5553,54.859,13428.0
2021-05-21,54.7451,55.2707,54.4604,54.4823,7512.0
2021-05-22,54.7451,55.2707,54.4604,54.4823,7512.0
2021-05-23,54.7451,55.2707,54.4604,54.4823,7512.0
2021-05-24,54.8853,54.8853,52.6517,52.6517,7295.0
2021-05-25,53.6415,54.3509,51.329,51.329,11972.0
2021-05-26,51.4604,53.1685,51.4604,53.1685,4981.0
2021-05-27,53.4225,53.4225,52.3363,53.4225,21094.0
2021-05-28,53.44,53.44,51.2327,52.3626,11222.0
2021-05-29,53.44,53.44,51.2327,52.3626,11222.0
2021-05-30,53.44,53.44,51.2327,52.3626,11222.0
2021-05-31,53.44,53.44,51.2327,52.3626,11222.0
2021-06-01,52.056,53.3699,51.8633,53.0195,12768.0
2021-06-02,52.494,52.5553,50.7859,50.9436,17386.0
2021-06-03,51.4035,51.5743,50.2341,51.5743,16788.0
2021-06-04,51.4779,51.9071,50.8035,51.1889,10331.0
2021-06-05,51.4779,51.9071,50.8035,51.1889,10331.0
2021-06-06,51.4779,51.9071,50.8035,51.1889,10331.0
2021-06-07,51.1976,51.548,49.4108,49.9275,13860.0
2021-06-08,50.0502,51.6619,49.6648,51.0049,19440.0
2021-06-09,51.6898,51.6898,50.4093,51.3027,15822.0
2021-06-10,51.767,53.1685,50.8998,53.1597,28043.0
2021-06-11,53.9305,55.0604,53.4488,55.0604,20698.0
2021-06-12,53.9305,55.0604,53.4488,55.0604,20698.0
2021-06-13,53.9305,55.0604,53.4488,55.0604,20698.0
2021-06-14,55.0955,55.0955,52.8882,53.4312,23564.0
2021-06-15,54.5437,55.1831,53.3436,54.6575,13783.0
2021-06-16,55.1831,56.7335,54.6575,55.9802,63753.0
2021-06-17,55.84,55.84,52.5991,54.3509,24458.0
2021-06-18,53.4745,53.4833,51.5799,51.5799,48700.0
2021-06-19,53.4745,53.4833,51.5799,51.5799,48700.0
2021-06-20,53.4745,53.4833,51.5799,51.5799,48700.0
2021-06-21,52.235,54.2672,52.235,53.5896,13054.0
2021-06-22,53.7224,54.2801,53.2886,54.2182,8567.0
2021-06-23,52.1996,54.1385,52.1996,53.4391,16474.0
2021-06-24,53.1381,53.687,52.7397,53.687,11572.0
2021-06-25,53.1204,54.3598,53.0053,53.0495,108179.0
2021-06-26,53.1204,54.3598,53.0053,53.0495,108179.0
2021-06-27,53.1204,54.3598,53.0053,53.0495,108179.0
2021-06-28,53.5542,53.5542,52.7839,53.5453,10932.0
2021-06-29,53.0538,53.2,51.8366,51.8897,10971.0
2021-06-30,52.2439,53.1381,51.6153,52.235,25169.0
2021-07-01,52.899,52.899,52.2085,52.5183,14796.0
2021-07-02,52.0667,52.1288,51.1549,51.5267,20592.0
2021-07-03,52.0667,52.1288,51.1549,51.5267,20592.0
2021-07-04,52.0667,52.1288,51.1549,51.5267,20592.0
2021-07-05,52.0667,52.1288,51.1549,51.5267,20592.0
2021-07-06,52.0845,52.0845,50.2607,51.0664,8541.0
2021-07-07,51.4294,52.3767,50.3581,51.81,7044.0
2021-07-08,50.7742,52.3678,50.5883,51.3585,11221.0
2021-07-09,52.0845,52.8105,52.0845,52.359,6654.0
2021-07-10,52.0845,52.8105,52.0845,52.359,6654.0
2021-07-11,52.0845,52.8105,52.0845,52.359,6654.0
2021-07-12,52.235,53.7844,51.5356,53.1558,13582.0
2021-07-13,53.9581,53.9581,52.235,52.235,7495.0
2021-07-14,52.5803,52.6246,51.633,51.633,7611.0
2021-07-15,51.3497,52.2354,51.2257,51.2257,19581.0
2021-07-16,52.2704,52.5891,50.8539,50.9778,21116.0
2021-07-17,52.2704,52.5891,50.8539,50.9778,21116.0
2021-07-18,52.2704,52.5891,50.8539,50.9778,21116.0
2021-07-19,50.2164,51.0349,49.5878,49.6764,36791.0
2021-07-20,50.004,51.8942,50.004,50.8008,16197.0
2021-07-21,51.4382,52.6777,51.3231,51.3231,9949.0
2021-07-22,51.8809,51.8809,50.7476,51.571,3921.0
2021-07-23,51.8809,51.8809,51.2523,51.6595,5526.0
2021-07-24,51.8809,51.8809,51.2523,51.6595,5526.0
2021-07-25,51.8809,51.8809,51.2523,51.6595,5526.0
2021-07-26,51.808,52.6865,51.808,52.598,4792.0
2021-07-27,52.3147,53.7666,52.3147,52.9167,6292.0
2021-07-28,52.9344,53.3417,52.8282,53.3417,5910.0
2021-07-29,53.1912,54.05,53.1912,54.05,5346.0
2021-07-30,53.5719,54.1208,52.7042,53.8994,16003.0
2021-07-31,53.5719,54.1208,52.7042,53.8994,16003.0
2021-08-01,53.5719,54.1208,52.7042,53.8994,16003.0
2021-08-02,53.4214,54.5856,53.2089,53.2974,10764.0
2021-08-03,53.7047,55.0853,53.5542,54.227,5549.0
2021-08-04,53.8375,54.2359,52.9167,53.4745,10961.0
2021-08-05,53.8021,53.9172,53.2709,53.9172,2914.0
2021-08-06,54.3067,54.7317,54.289,54.289,4870.0
2021-08-07,54.3067,54.7317,54.289,54.289,4870.0
2021-08-08,54.3067,54.7317,54.289,54.289,4870.0
2021-08-09,54.4838,54.565,53.9083,54.4484,2707.0
2021-08-10,54.4129,54.8113,53.6781,54.3333,3444.0
2021-08-11,55.2275,55.6701,54.8999,55.2363,6788.0
2021-08-12,55.5639,56.1836,55.555,56.1836,8394.0
2021-08-13,56.3341,56.3341,55.741,55.7498,4893.0
2021-08-14,56.3341,56.3341,55.741,55.7498,4893.0
2021-08-15,56.3341,56.3341,55.741,55.7498,4893.0
2021-08-16,55.1301,56.1305,55.1301,55.9092,4508.0
2021-08-17,55.9092,56.0597,54.6785,54.6785,8528.0
2021-08-18,55.617,55.7675,54.3784,54.6697,6037.0
2021-08-19,54.6254,54.6785,53.7401,54.0588,10414.0
2021-08-20,53.7666,54.6431,53.7666,54.05,7449.0
2021-08-21,53.7666,54.6431,53.7666,54.05,7449.0
2021-08-22,53.7666,54.6431,53.7666,54.05,7449.0
2021-08-23,54.9707,54.9707,54.1031,54.1031,2778.0
2021-08-24,54.59,54.6963,53.699,54.1828,5241.0
2021-08-25,54.1296,55.6303,54.1296,55.1832,4234.0
2021-08-26,55.1743,55.3426,53.8463,53.8463,13770.0
2021-08-27,53.8286,55.4975,53.8286,55.4754,11461.0
2021-08-28,53.8286,55.4975,53.8286,55.4754,11461.0
2021-08-29,53.8286,55.4975,53.8286,55.4754,11461.0
2021-08-30,55.0947,55.2806,54.5635,54.5635,7420.0
2021-08-31,55.1212,55.2717,53.9614,54.4484,27813.0
2021-09-01,55.555,56.1748,54.0942,55.4045,14964.0
2021-09-02,56.1394,57.8038,55.7764,57.8038,13756.0
2021-09-03,58.2111,60.5129,58.2111,60.5129,16215.0
2021-09-04,58.2111,60.5129,58.2111,60.5129,16215.0
2021-09-05,58.2111,60.5129,58.2111,60.5129,16215.0
2021-09-06,58.2111,60.5129,58.2111,60.5129,16215.0
2021-09-07,59.9463,59.9463,56.1482,56.8919,13581.0
2021-09-08,56.4404,57.9233,56.4404,56.6971,16073.0
2021-09-09,56.4404,57.1411,56.3607,56.3607,19728.0
2021-09-10,56.3961,57.4208,56.0685,56.0685,13422.0
2021-09-11,56.3961,57.4208,56.0685,56.0685,13422.0
2021-09-12,56.3961,57.4208,56.0685,56.0685,13422.0
2021-09-13,56.3253,56.883,55.5904,56.4669,12197.0
2021-09-14,56.4669,56.7679,55.8029,55.8649,12914.0
2021-09-15,55.8915,59.9817,55.8915,58.8662,38965.0
2021-09-16,58.7767,58.7767,55.4219,56.2091,32300.0
2021-09-17,56.0928,56.406,54.4467,56.406,65040.0
2021-09-18,56.0928,56.406,54.4467,56.406,65040.0
2021-09-19,56.0928,56.406,54.4467,56.406,65040.0
2021-09-20,54.6883,54.8493,53.6416,54.8493,11556.0
2021-09-21,55.5561,55.5561,53.6774,55.2698,9031.0
2021-09-22,54.9656,56.2807,54.3036,56.1376,8124.0
2021-09-23,56.7101,57.2916,56.3344,57.1664,13387.0
2021-09-24,56.8891,57.2737,56.397,56.6296,9706.0
2021-09-25,56.8891,57.2737,56.397,56.6296,9706.0
2021-09-26,56.8891,57.2737,56.397,56.6296,9706.0
2021-09-27,57.0322,58.07,57.0322,57.7032,5084.0
2021-09-28,58.2668,59.5819,57.4795,58.5173,22238.0
2021-09-29,58.8125,59.1435,57.9179,58.9914,11988.0
2021-09-30,59.2777,59.2777,57.6316,57.9716,13141.0
2021-10-01,58.231,59.054,57.0948,58.222,10427.0
2021-10-02,58.231,59.054,57.0948,58.222,10427.0
2021-10-03,58.231,59.054,57.0948,58.222,10427.0
2021-10-04,58.392,59.5014,58.392,58.732,17095.0
2021-10-05,59.2151,59.9397,58.7812,59.9397,15269.0
2021-10-06,59.0272,59.4298,58.4994,59.4298,5759.0
2021-10-07,59.7787,61.2817,59.7787,61.2727,9988.0
2021-10-08,60.6107,60.7717,60.2492,60.6375,7123.0
2021-10-09,60.6107,60.7717,60.2492,60.6375,7123.0
2021-10-10,60.6107,60.7717,60.2492,60.6375,7123.0
2021-10-11,60.5123,62.0779,60.5123,60.7359,6047.0
2021-10-12,60.7359,61.9974,60.2976,61.9974,5626.0
2021-10-13,61.729,61.729,60.8343,61.4427,8479.0
2021-10-14,61.2459,61.2459,57.9805,57.9805,14729.0
2021-10-15,59.6355,59.6355,57.3453,57.3453,15004.0
2021-10-16,59.6355,59.6355,57.3453,57.3453,15004.0
2021-10-17,59.6355,59.6355,57.3453,57.3453,15004.0
2021-10-18,57.7568,58.0073,56.2374,56.4775,9360.0
2021-10-19,56.9338,56.9338,55.1982,56.2986,16169.0
2021-10-20,57.1664,58.061,57.1664,57.6048,4759.0
2021-10-21,58.3115,58.3115,56.6207,57.0411,8986.0
2021-10-22,57.4616,58.0163,56.728,56.728,5803.0
2021-10-23,57.4616,58.0163,56.728,56.728,5803.0
2021-10-24,57.4616,58.0163,56.728,56.728,5803.0
2021-10-25,57.4795,57.8374,57.1396,57.3364,7883.0
2021-10-26,57.1932,58.2399,57.0054,57.6226,12403.0
2021-10-27,57.6226,58.6515,57.2737,57.2737,3730.0
2021-10-28,58.2506,58.4636,58.2506,58.4636,2635.0
2021-10-29,58.6872,58.6872,58.2936,58.3831,9777.0
2021-10-30,58.6872,58.6872,58.2936,58.3831,9777.0
2021-10-31,58.6872,58.6872,58.2936,58.3831,9777.0
2021-11-01,57.39,59.0451,57.39,58.4189,8994.0
2021-11-02,58.2891,58.8751,58.231,58.4815,6753.0
2021-11-03,58.5531,59.7518,58.325,59.7518,10232.0
2021-11-04,59.9984,60.065,59.7876,60.065,5406.0
2021-11-05,60.0739,62.221,60.0739,61.5769,11874.0
2021-11-06,60.0739,62.221,60.0739,61.5769,11874.0
2021-11-07,60.0739,62.221,60.0739,61.5769,11874.0
2021-11-08,61.7111,61.8095,61.2817,61.8095,7573.0
2021-11-09,61.89,62.9099,61.89,62.9099,13527.0
2021-11-10,62.9367,62.9367,61.7245,62.6594,8763.0
2021-11-11,63.0172,63.7866,62.5431,63.724,10912.0
2021-11-12,62.5073,62.8672,61.4785,62.23,6148.0
2021-11-13,62.5073,62.8672,61.4785,62.23,6148.0
2021-11-14,62.5073,62.8672,61.4785,62.23,6148.0
2021-11-15,61.8005,63.0509,61.8005,62.892,8913.0
2021-11-16,62.6683,63.0262,62.6683,62.7578,6320.0
2021-11-17,62.5073,62.5073,61.2369,62.4715,7710.0
2021-11-18,62.892,62.892,60.8566,62.1047,6775.0
2021-11-19,61.72,62.0421,61.228,61.3711,4296.0
2021-11-20,61.72,62.0421,61.228,61.3711,4296.0
2021-11-21,61.72,62.0421,61.228,61.3711,4296.0
2021-11-22,62.8919,63.2498,62.4268,62.4268,8436.0
2021-11-23,62.8025,63.5093,62.6683,63.1693,10821.0
2021-11-24,62.3731,62.9361,61.9258,62.5699,9366.0
2021-11-25,62.3731,62.9361,61.9258,62.5699,9366.0
2021-11-26,60.9417,61.4785,59.5192,59.5192,10837.0
2021-11-27,60.9417,61.4785,59.5192,59.5192,10837.0
2021-11-28,60.9417,61.4785,59.5192,59.5192,10837.0
2021-11-29,61.3264,61.3264,56.176,56.6028,13492.0
2021-11-30,55.896,56.5804,52.9348,52.9348,19970.0
2021-12-01,54.4557,55.619,52.7917,52.7917,12603.0
2021-12-02,53.6058,55.3861,52.8811,55.3861,14186.0
2021-12-03,55.4666,55.9318,54.4736,54.4736,12177.0
2021-12-04,55.4666,55.9318,54.4736,54.4736,12177.0
2021-12-05,55.4666,55.9318,54.4736,54.4736,12177.0
2021-12-06,55.0103,56.1644,53.8384,55.4756,14050.0
2021-12-07,55.3576,56.0034,54.1605,54.1605,7249.0
2021-12-08,54.1694,54.9925,54.1247,54.2589,10661.0
2021-12-09,54.2141,56.3881,54.1247,55.3324,14248.0
2021-12-10,54.3036,55.0729,53.91,53.91,17628.0
2021-12-11,54.3036,55.0729,53.91,53.91,17628.0
2021-12-12,54.3036,55.0729,53.91,53.91,17628.0
2021-12-13,54.0889,54.7241,52.407,52.8543,16110.0
2021-12-14,52.9706,53.4448,51.5929,51.7629,14600.0
2021-12-15,51.7629,54.1247,51.4587,53.409,51958.0
2021-12-16,53.6623,55.1102,53.6623,54.9292,16564.0
2021-12-17,54.9654,54.9654,53.4542,53.4723,36218.0
2021-12-18,54.9654,54.9654,53.4542,53.4723,36218.0
2021-12-19,54.9654,54.9654,53.4542,53.4723,36218.0
2021-12-20,52.7755,53.0289,50.391,50.9204,16376.0
2021-12-21,50.7032,52.5764,50.7032,52.0878,8608.0
2021-12-22,51.7891,52.4013,51.1739,51.9701,8039.0
2021-12-23,52.0516,52.7393,51.6657,51.9792,7094.0
2021-12-24,52.0516,52.7393,51.6657,51.9792,7094.0
2021-12-25,52.0516,52.7393,51.6657,51.9792,7094.0
2021-12-26,52.0516,52.7393,51.6657,51.9792,7094.0
2021-12-27,51.8751,53.1827,51.6,53.1827,8683.0
2021-12-28,53.2661,53.3728,52.9604,53.2008,5226.0
2021-12-29,54.1157,54.2596,53.6623,54.0334,5713.0
2021-12-30,53.5628,54.2958,53.5628,53.9429,4201.0
2021-12-31,54.0696,54.703,53.4271,54.0967,6872.0
2022-01-01,54.0696,54.703,53.4271,54.0967,6872.0
2022-01-02,54.0696,54.703,53.4271,54.0967,6872.0
2022-01-03,54.4677,54.8387,53.4814,53.8976,4498.0
2022-01-04,53.8433,55.4903,53.8433,53.8614,6332.0
2022-01-05,54.6306,55.3817,54.6306,54.8026,8718.0
2022-01-06,54.8026,55.2641,54.2686,54.2686,7612.0
2022-01-07,54.3048,54.703,54.1962,54.3863,5909.0
2022-01-08,54.3048,54.703,54.1962,54.3863,5909.0
2022-01-09,54.3048,54.703,54.1962,54.3863,5909.0
2022-01-10,54.2958,55.3817,54.2958,54.5039,6613.0
2022-01-11,55.6532,55.6532,54.2958,55.1826,5668.0
2022-01-12,55.8523,56.2957,54.6849,54.9292,10378.0
2022-01-13,55.6602,56.2024,55.436,55.436,5206.0
2022-01-14,54.8749,55.8432,54.8749,55.8432,2865.0
2022-01-15,54.8749,55.8432,54.8749,55.8432,2865.0
2022-01-16,54.8749,55.8432,54.8749,55.8432,2865.0
2022-01-17,54.8749,55.8432,54.8749,55.8432,2865.0
2022-01-18,54.5582,54.8387,54.2958,54.2958,4549.0
2022-01-19,54.9636,55.8342,54.522,55.3274,10331.0
2022-01-20,54.9654,56.0152,54.6578,54.6578,3997.0
2022-01-21,54.1239,54.9292,53.2732,53.2732,16273.0
2022-01-22,54.1239,54.9292,53.2732,53.2732,16273.0
2022-01-23,54.1239,54.9292,53.2732,53.2732,16273.0
2022-01-24,52.8027,55.1645,52.588,54.9835,8825.0
2022-01-25,55.0378,55.0378,53.0198,54.0515,5244.0
2022-01-26,55.6894,55.6894,53.0379,53.608,5927.0
2022-01-27,54.6578,54.6578,52.1059,52.1511,7182.0
2022-01-28,52.3411,53.1918,51.7529,53.1918,4996.0
2022-01-29,52.3411,53.1918,51.7529,53.1918,4996.0
2022-01-30,52.3411,53.1918,51.7529,53.1918,4996.0
2022-01-31,53.1646,53.7528,52.7936,53.7528,7585.0
2022-02-01,53.9112,54.5673,53.3909,54.1329,5368.0
2022-02-02,54.0515,54.0515,53.2099,53.3999,10559.0
2022-02-03,53.3999,53.6578,52.3049,52.3049,7625.0
2022-02-04,52.2868,52.3954,51.0449,51.8072,6136.0
2022-02-05,52.2868,52.3954,51.0449,51.8072,6136.0
2022-02-06,52.2868,52.3954,51.0449,51.8072,6136.0
2022-02-07,51.4543,51.7599,50.5765,51.2009,6759.0
2022-02-08,50.8028,52.0697,50.3622,51.762,28567.0
2022-02-09,52.2145,52.4407,51.0245,51.2914,10566.0
2022-02-10,50.9204,52.2687,50.0788,50.0969,12140.0
2022-02-11,50.6489,51.3095,49.9521,50.0336,11061.0
2022-02-12,50.6489,51.3095,49.9521,50.0336,11061.0
2022-02-13,50.6489,51.3095,49.9521,50.0336,11061.0
2022-02-14,50.0969,51.3453,49.7078,50.4136,14816.0
2022-02-15,50.6489,54.8475,50.6489,54.6759,12972.0
2022-02-16,54.0877,54.703,53.1646,53.6442,8466.0
2022-02-17,53.5356,53.5356,52.8027,53.0922,7983.0
2022-02-18,52.685,53.8252,52.685,53.4542,5607.0
2022-02-19,52.685,53.8252,52.685,53.4542,5607.0
2022-02-20,52.685,53.8252,52.685,53.4542,5607.0
2022-02-21,52.685,53.8252,52.685,53.4542,5607.0
2022-02-22,53.0922,53.5718,51.6353,52.4135,17795.0
2022-02-23,52.4859,52.4859,50.6761,50.6761,10097.0
2022-02-24,49.6716,50.495,48.64,49.7802,14184.0
2022-02-25,50.6399,52.1964,50.6399,51.7258,5622.0
2022-02-26,50.6399,52.1964,50.6399,51.7258,5622.0
2022-02-27,50.6399,52.1964,50.6399,51.7258,5622.0
2022-02-28,50.386,51.6851,50.386,51.5086,30180.0
2022-03-01,50.6761,50.6761,48.3685,48.8481,14417.0
2022-03-02,49.1558,50.3503,48.4823,50.287,16148.0
2022-03-03,51.3819,51.8344,51.038,51.2552,26543.0
2022-03-04,50.7213,52.9927,50.7213,52.8389,21374.0
2022-03-05,50.7213,52.9927,50.7213,52.8389,21374.0
2022-03-06,50.7213,52.9927,50.7213,52.8389,21374.0
2022-03-07,53.1194,53.1194,50.0085,50.9385,28331.0
2022-03-08,51.2371,51.3457,49.7802,49.7802,15834.0
2022-03-09,51.2371,52.495,51.2371,52.3683,13332.0
2022-03-10,51.5358,52.5221,50.6399,52.5221,13243.0
2022-03-11,52.1149,53.0198,51.581,52.2054,9978.0
2022-03-12,52.1149,53.0198,51.581,52.2054,9978.0
2022-03-13,52.1149,53.0198,51.581,52.2054,9978.0
2022-03-14,54.2958,54.2958,51.9339,52.5674,11818.0
2022-03-15,51.3457,52.857,51.3457,52.6579,10573.0
2022-03-16,53.1433,54.4437,52.6945,54.4437,15640.0
2022-03-17,53.537,55.1763,53.537,55.1763,6713.0
2022-03-18,55.1763,57.3925,53.6561,57.3925,61899.0
2022-03-19,55.1763,57.3925,53.6561,57.3925,61899.0
2022-03-20,55.1763,57.3925,53.6561,57.3925,61899.0
2022-03-21,57.2185,57.2185,56.2844,56.6233,8076.0
2022-03-22,58.2442,58.2442,56.3577,57.0354,11033.0
2022-03-23,56.2478,56.4584,54.9565,55.3595,9014.0
2022-03-24,55.2999,55.8134,55.2129,55.5335,9464.0
2022-03-25,56.0463,58.4457,56.0463,58.4457,12521.0
2022-03-26,56.0463,58.4457,56.0463,58.4457,12521.0
2022-03-27,56.0463,58.4457,56.0463,58.4457,12521.0
2022-03-28,58.6014,58.6014,56.7331,57.191,9774.0
2022-03-29,58.2167,59.1142,57.0805,58.7021,10800.0
2022-03-30,58.8669,59.105,57.8321,57.8321,16119.0
2022-03-31,58.4365,58.812,57.3742,58.3907,15089.0
2022-04-01,59.2332,59.2332,55.8906,56.8614,15510.0
2022-04-02,59.2332,59.2332,55.8906,56.8614,15510.0
2022-04-03,59.2332,59.2332,55.8906,56.8614,15510.0
2022-04-04,55.6067,55.8906,55.1214,55.1214,9388.0
2022-04-05,54.9245,55.4053,54.3063,54.5994,10499.0
2022-04-06,54.494,54.6268,53.6195,54.1506,10002.0
2022-04-07,53.9858,54.0682,53.1066,54.059,10274.0
2022-04-08,54.636,55.2129,54.636,55.1397,5523.0
2022-04-09,54.636,55.2129,54.636,55.1397,5523.0
2022-04-10,54.636,55.2129,54.636,55.1397,5523.0
2022-04-11,54.7825,56.3577,54.755,54.7734,9322.0
2022-04-12,55.8631,56.495,55.2038,55.5518,10179.0
2022-04-13,55.8448,56.7515,55.8448,56.7057,8339.0
2022-04-14,56.7973,56.7973,55.8723,55.9181,4574.0
2022-04-15,56.7973,56.7973,55.8723,55.9181,4574.0
2022-04-16,56.7973,56.7973,55.8723,55.9181,4574.0
2022-04-17,56.7973,56.7973,55.8723,55.9181,4574.0
2022-04-18,56.8888,56.8888,54.81,54.8833,9871.0
2022-04-19,55.4007,57.0949,55.4007,56.6874,5967.0
2022-04-20,57.2735,58.5922,57.2735,57.9145,6320.0
2022-04-21,58.0794,58.7021,57.5024,57.6398,13419.0
2022-04-22,57.6398,57.7726,55.9273,56.1837,17043.0
2022-04-23,57.6398,57.7726,55.9273,56.1837,17043.0
2022-04-24,57.6398,57.7726,55.9273,56.1837,17043.0
2022-04-25,55.6571,55.6571,53.8484,54.8924,19646.0
2022-04-26,54.5902,54.929,53.2989,53.4088,18476.0
2022-04-27,53.4088,54.2743,53.1249,54.0133,14952.0
2022-04-28,54.6895,54.6895,52.9051,54.4437,13416.0
2022-04-29,54.6909,55.1573,53.1616,53.4455,21200.0
2022-04-30,54.6909,55.1573,53.1616,53.4455,21200.0
2022-05-01,54.6909,55.1573,53.1616,53.4455,21200.0
2022-05-02,53.8484,54.4986,52.4106,53.015,27917.0
2022-05-03,52.9967,54.6909,52.9967,53.3081,23985.0
2022-05-04,53.5279,54.6818,52.7403,54.5627,14696.0
2022-05-05,53.7935,54.0316,52.9509,53.4729,16183.0
2022-05-06,53.07,53.3539,51.5818,52.0901,11905.0
2022-05-07,53.07,53.3539,51.5818,52.0901,11905.0
2022-05-08,53.07,53.3539,51.5818,52.0901,11905.0
2022-05-09,51.5773,52.2,50.9545,51.2384,25825.0
2022-05-10,51.7879,52.493,50.8446,51.7146,20683.0
2022-05-11,51.4857,52.4381,51.2476,51.2476,21140.0
2022-05-12,50.7897,51.4674,50.1395,51.1194,31711.0
2022-05-13,51.8245,52.7953,51.4124,51.7421,14907.0
2022-05-14,51.8245,52.7953,51.4124,51.7421,14907.0
2022-05-15,51.8245,52.7953,51.4124,51.7421,14907.0
2022-05-16,52.0077,53.0334,51.8428,52.8502,14240.0
2022-05-17,53.592,54.5994,53.592,54.462,15492.0
2022-05-18,53.7935,53.7935,51.971,52.4015,15499.0
2022-05-19,52.0168,53.2336,51.4399,52.3557,17634.0
2022-05-20,53.592,53.592,51.1377,52.1084,16372.0
2022-05-21,53.592,53.592,51.1377,52.1084,16372.0
2022-05-22,53.592,53.592,51.1377,52.1084,16372.0
2022-05-23,52.3648,53.8393,51.7421,53.2623,21009.0
2022-05-24,52.493,53.9308,52.4656,53.9308,28547.0
2022-05-25,54.2056,55.3411,53.5416,54.4986,27395.0
2022-05-26,54.8833,55.9364,54.8833,55.4877,9778.0
2022-05-27,54.8191,56.3394,52.9418,53.6927,27659.0
2022-05-28,54.8191,56.3394,52.9418,53.6927,27659.0
2022-05-29,54.8191,56.3394,52.9418,53.6927,27659.0
