,CLR US Equity,CLR US Equity,CLR US Equity,CLR US Equity,CLR US Equity
2021-03-02,24.3342,25.1726,24.1295,24.2465,1385288.0
2021-03-03,24.5682,26.2938,24.5682,25.4944,1868488.0
2021-03-04,25.7381,28.5946,25.5821,28.0779,4021928.0
2021-03-05,29.3551,31.2172,29.2478,30.9442,4714382.0
2021-03-06,29.3551,31.2172,29.2478,30.9442,4714382.0
2021-03-07,29.3551,31.2172,29.2478,30.9442,4714382.0
2021-03-08,31.1977,31.5761,29.2576,30.018,3368450.0
2021-03-09,30.135,30.4177,28.7019,28.9651,2811731.0
2021-03-10,29.0041,30.2179,28.3314,29.9595,1823436.0
2021-03-11,29.9595,30.759,29.7938,30.2033,1692809.0
2021-03-12,30.3203,30.4177,28.9261,29.1503,1626463.0
2021-03-13,30.3203,30.4177,28.9261,29.1503,1626463.0
2021-03-14,30.3203,30.4177,28.9261,29.1503,1626463.0
2021-03-15,28.4581,28.7799,27.3662,28.5556,2445734.0
2021-03-16,27.8147,28.0292,26.6058,26.6935,2469263.0
2021-03-17,26.6838,27.5665,26.0793,26.7618,3059826.0
2021-03-18,26.6058,26.7715,24.4999,24.7437,3501762.0
2021-03-19,24.8607,26.0793,24.6267,25.9233,3370075.0
2021-03-20,24.8607,26.0793,24.6267,25.9233,3370075.0
2021-03-21,24.8607,26.0793,24.6267,25.9233,3370075.0
2021-03-22,25.6698,25.6991,24.8899,25.1141,1350253.0
2021-03-23,24.0905,25.2409,23.7883,24.3537,2055340.0
2021-03-24,25.3774,26.3133,25.1141,25.3676,2089112.0
2021-03-25,24.6462,25.3774,23.915,25.2409,1887378.0
2021-03-26,26.0696,26.44,25.3481,26.0501,1946198.0
2021-03-27,26.0696,26.44,25.3481,26.0501,1946198.0
2021-03-28,26.0696,26.44,25.3481,26.0501,1946198.0
2021-03-29,25.7186,25.8843,24.4707,25.1531,1514661.0
2021-03-30,24.8217,25.5577,24.3732,25.3286,1232997.0
2021-03-31,25.3481,25.6016,24.8802,25.2214,1496206.0
2021-04-01,25.5431,26.83,25.3189,26.6545,2243666.0
2021-04-02,25.5431,26.83,25.3189,26.6545,2243666.0
2021-04-03,25.5431,26.83,25.3189,26.6545,2243666.0
2021-04-04,25.5431,26.83,25.3189,26.6545,2243666.0
2021-04-05,26.44,26.44,24.8802,25.0751,2231687.0
2021-04-06,25.7186,26.4108,25.2214,25.3676,1921928.0
2021-04-07,25.3481,25.6893,24.8412,25.2019,1530402.0
2021-04-08,24.7047,24.7144,23.8906,24.3829,3452740.0
2021-04-09,24.4804,26.0501,24.3801,24.8802,3036470.0
2021-04-10,24.4804,26.0501,24.3801,24.8802,3036470.0
2021-04-11,24.4804,26.0501,24.3801,24.8802,3036470.0
2021-04-12,25.2701,25.7576,24.4999,24.5779,1304924.0
2021-04-13,24.3927,25.2116,24.3927,24.7339,1603266.0
2021-04-14,25.2311,27.8927,25.0556,26.8203,2909625.0
2021-04-15,26.6253,27.0347,26.0405,26.7618,2168830.0
2021-04-16,26.9373,27.0494,26.0988,26.2353,1817277.0
2021-04-17,26.9373,27.0494,26.0988,26.2353,1817277.0
2021-04-18,26.9373,27.0494,26.0988,26.2353,1817277.0
2021-04-19,26.1281,26.7715,25.7088,25.8648,1342562.0
2021-04-20,25.8356,25.8356,24.4219,24.8997,2187561.0
2021-04-21,24.1002,25.4651,24.0612,25.0069,1636648.0
2021-04-22,25.0361,25.0361,24.3976,24.6559,1479829.0
2021-04-23,25.2896,25.3481,24.6023,25.0654,1656990.0
2021-04-24,25.2896,25.3481,24.6023,25.0654,1656990.0
2021-04-25,25.2896,25.3481,24.6023,25.0654,1656990.0
2021-04-26,24.8412,25.4944,24.6364,25.2214,1722076.0
2021-04-27,25.3969,25.6786,24.7924,25.4359,2194591.0
2021-04-28,25.7283,27.22,25.6406,26.8495,2284948.0
2021-04-29,27.4637,28.8091,27.0737,27.6587,3630758.0
2021-04-30,27.0347,27.6875,26.4205,26.557,2096725.0
2021-05-01,27.0347,27.6875,26.4205,26.557,2096725.0
2021-05-02,27.0347,27.6875,26.4205,26.557,2096725.0
2021-05-03,26.9568,27.7464,26.4595,27.5905,1895914.0
2021-05-04,27.6977,28.0584,26.8008,27.2297,1195926.0
2021-05-05,27.9219,29.2015,27.2492,28.5654,2163773.0
2021-05-06,28.6336,28.7701,27.7163,28.5459,1206491.0
2021-05-07,28.0859,29.867,27.7043,29.7985,1662021.0
2021-05-08,28.0859,29.867,27.7043,29.7985,1662021.0
2021-05-09,28.0859,29.867,27.7043,29.7985,1662021.0
2021-05-10,30.3172,30.9728,29.5245,29.5441,1923226.0
2021-05-11,28.5459,30.1802,28.0028,29.7887,2752193.0
2021-05-12,30.3367,31.8183,29.5343,29.6811,2548005.0
2021-05-13,29.3679,30.1802,28.2132,28.9765,2146450.0
2021-05-14,29.4658,31.1,29.3581,30.8065,1647890.0
2021-05-15,29.4658,31.1,29.3581,30.8065,1647890.0
2021-05-16,29.4658,31.1,29.3581,30.8065,1647890.0
2021-05-17,30.5618,31.3545,30.4348,31.2762,1795734.0
2021-05-18,31.2175,31.5306,30.1117,30.2584,1225401.0
2021-05-19,29.2603,29.8866,28.8101,29.319,1836535.0
2021-05-20,29.3581,29.5636,28.6927,29.3973,1312628.0
2021-05-21,29.8181,30.5325,29.6321,29.9257,1670151.0
2021-05-22,29.8181,30.5325,29.6321,29.9257,1670151.0
2021-05-23,29.8181,30.5325,29.6321,29.9257,1670151.0
2021-05-24,30.3563,31.5502,30.1899,31.2566,2275498.0
2021-05-25,31.2468,31.6285,30.3563,30.4737,2221881.0
2021-05-26,30.552,31.2909,30.2389,31.1783,1066860.0
2021-05-27,31.3153,32.176,31.3153,31.6579,1894960.0
2021-05-28,32.0787,32.1667,31.3936,31.8731,898136.0
2021-05-29,32.0787,32.1667,31.3936,31.8731,898136.0
2021-05-30,32.0787,32.1667,31.3936,31.8731,898136.0
2021-05-31,32.0787,32.1667,31.3936,31.8731,898136.0
2021-06-01,33.204,35.2885,32.5777,34.6817,2989325.0
2021-06-02,35.0145,35.6701,33.9226,35.0732,1922842.0
2021-06-03,34.2512,35.1417,34.0652,34.5447,1846784.0
2021-06-04,34.946,34.9998,33.8401,34.4762,1604797.0
2021-06-05,34.946,34.9998,33.8401,34.4762,1604797.0
2021-06-06,34.946,34.9998,33.8401,34.4762,1604797.0
2021-06-07,34.4469,34.8872,34.2512,34.6035,1337167.0
2021-06-08,34.212,35.2787,33.4585,35.1319,1013713.0
2021-06-09,35.6212,35.6408,34.5643,34.7013,1096498.0
2021-06-10,35.0634,35.3961,33.8793,34.535,931793.0
2021-06-11,34.7992,35.2004,34.5937,34.7698,715968.0
2021-06-12,34.7992,35.2004,34.5937,34.7698,715968.0
2021-06-13,34.7992,35.2004,34.5937,34.7698,715968.0
2021-06-14,35.083,36.0616,34.2512,34.6426,1576803.0
2021-06-15,34.76,36.1105,34.76,36.0029,1273655.0
2021-06-16,35.7288,36.5108,35.1515,35.7876,1606201.0
2021-06-17,35.7778,36.042,33.0083,33.5368,2651602.0
2021-06-18,33.0083,34.3294,32.5526,33.3508,3262406.0
2021-06-19,33.0083,34.3294,32.5526,33.3508,3262406.0
2021-06-20,33.0083,34.3294,32.5526,33.3508,3262406.0
2021-06-21,33.8206,35.7974,33.6982,35.7386,1862362.0
2021-06-22,35.8071,36.4432,34.9655,36.3454,1802123.0
2021-06-23,36.9325,37.8084,36.6292,36.6781,1527031.0
2021-06-24,36.4726,37.3533,36.2475,37.1772,1077153.0
2021-06-25,38.8506,38.88,37.598,38.557,2647033.0
2021-06-26,38.8506,38.88,37.598,38.557,2647033.0
2021-06-27,38.8506,38.88,37.598,38.557,2647033.0
2021-06-28,38.283,38.34,35.308,35.8463,2885863.0
2021-06-29,36.2573,37.0612,36.0909,36.2867,2620656.0
2021-06-30,36.6977,37.7056,36.6585,37.2163,1657951.0
2021-07-01,38.8506,39.5454,38.2488,39.0757,1941281.0
2021-07-02,38.5472,38.9921,38.009,38.3222,1516776.0
2021-07-03,38.5472,38.9921,38.009,38.3222,1516776.0
2021-07-04,38.5472,38.9921,38.009,38.3222,1516776.0
2021-07-05,38.5472,38.9921,38.009,38.3222,1516776.0
2021-07-06,38.2243,38.2243,36.1007,36.5411,1985148.0
2021-07-07,36.5509,37.3533,35.406,35.9539,1549938.0
2021-07-08,35.1808,36.8053,34.7698,36.5802,1546759.0
2021-07-09,37.2457,37.7095,36.5215,37.5295,941707.0
2021-07-10,37.2457,37.7095,36.5215,37.5295,941707.0
2021-07-11,37.2457,37.7095,36.5215,37.5295,941707.0
2021-07-12,36.6977,37.8035,36.4041,37.3925,675646.0
2021-07-13,37.187,38.0029,36.8347,37.412,944616.0
2021-07-14,37.5491,38.3075,34.9558,35.1221,1785559.0
2021-07-15,34.9264,35.6701,34.2316,34.6524,1972006.0
2021-07-16,35.0928,35.2395,32.8357,32.9985,2417304.0
2021-07-17,35.0928,35.2395,32.8357,32.9985,2417304.0
2021-07-18,35.0928,35.2395,32.8357,32.9985,2417304.0
2021-07-19,31.3838,32.4407,30.7284,31.3349,3404817.0
2021-07-20,31.3447,32.6365,30.9924,32.0884,1981830.0
2021-07-21,33.1747,34.6817,33.1355,34.1142,1706793.0
2021-07-22,34.075,34.1924,33.2929,33.8304,1117392.0
2021-07-23,33.9674,33.9674,33.1747,33.6542,1036206.0
2021-07-24,33.9674,33.9674,33.1747,33.6542,1036206.0
2021-07-25,33.9674,33.9674,33.1747,33.6542,1036206.0
2021-07-26,33.6444,34.7796,33.6444,34.623,1095112.0
2021-07-27,34.4567,34.5692,32.9692,33.5074,1139280.0
2021-07-28,33.9869,34.4762,33.3998,33.9869,1253201.0
2021-07-29,34.6426,34.738,33.6053,33.7716,1304752.0
2021-07-30,33.3606,33.5136,32.7001,33.4193,1836132.0
2021-07-31,33.3606,33.5136,32.7001,33.4193,1836132.0
2021-08-01,33.3606,33.5136,32.7001,33.4193,1836132.0
2021-08-02,33.8206,34.3979,32.5386,32.9594,3264882.0
2021-08-03,32.6071,34.6426,32.4114,33.9771,3444936.0
2021-08-04,32.979,33.6248,31.9514,32.1276,2377905.0
2021-08-05,32.5386,34.579,32.5092,34.1142,2262091.0
2021-08-06,34.6524,35.0732,34.2805,34.4469,1147603.0
2021-08-07,34.6524,35.0732,34.2805,34.4469,1147603.0
2021-08-08,34.6524,35.0732,34.2805,34.4469,1147603.0
2021-08-09,33.5525,34.5516,33.1594,34.2503,1728350.0
2021-08-10,34.7712,36.4911,34.6926,36.3535,1648667.0
2021-08-11,35.9898,36.5697,35.0857,36.5599,1304998.0
2021-08-12,36.7368,37.1495,35.8719,37.0513,1270469.0
2021-08-13,37.1004,37.3166,35.9505,35.98,1103467.0
2021-08-14,37.1004,37.3166,35.9505,35.98,1103467.0
2021-08-15,37.1004,37.3166,35.9505,35.98,1103467.0
2021-08-16,35.4591,35.5181,34.3879,34.4763,1716687.0
2021-08-17,34.2798,35.1348,33.9948,34.4567,1272406.0
2021-08-18,34.4862,35.2528,33.4936,33.5525,1199253.0
2021-08-19,32.6778,33.4051,31.5968,32.9039,2882703.0
2021-08-20,32.324,33.238,32.1373,33.238,2015940.0
2021-08-21,32.324,33.238,32.1373,33.238,2015940.0
2021-08-22,32.324,33.238,32.1373,33.238,2015940.0
2021-08-23,34.8989,35.6753,34.5353,35.5967,1734528.0
2021-08-24,36.0783,36.8449,35.8228,36.7368,1219085.0
2021-08-25,36.7368,37.3166,36.2552,36.7957,1061404.0
2021-08-26,36.6581,36.8252,35.7638,36.0685,938616.0
2021-08-27,36.668,38.0242,36.668,37.7687,1326039.0
2021-08-28,36.668,38.0242,36.668,37.7687,1326039.0
2021-08-29,36.668,38.0242,36.668,37.7687,1326039.0
2021-08-30,38.0046,38.1815,37.2282,37.6508,1192489.0
2021-08-31,37.4149,38.9372,37.1643,38.6041,1770287.0
2021-09-01,38.3485,38.8694,37.5721,37.7785,1638224.0
2021-09-02,38.3092,39.2822,37.8866,38.0439,2257212.0
2021-09-03,37.8178,38.3682,37.297,37.8178,1015745.0
2021-09-04,37.8178,38.3682,37.297,37.8178,1015745.0
2021-09-05,37.8178,38.3682,37.297,37.8178,1015745.0
2021-09-06,37.8178,38.3682,37.297,37.8178,1015745.0
2021-09-07,37.3461,37.9407,36.6483,36.6483,1669633.0
2021-09-08,36.8252,37.6409,36.324,36.6975,1431057.0
2021-09-09,36.3437,37.5918,35.981,36.8056,1095732.0
2021-09-10,37.6213,38.6139,37.3854,37.9259,1528519.0
2021-09-11,37.6213,38.6139,37.3854,37.9259,1528519.0
2021-09-12,37.6213,38.6139,37.3854,37.9259,1528519.0
2021-09-13,38.5746,40.0291,38.437,39.2625,1934141.0
2021-09-14,39.8915,40.307,38.4173,38.7711,1589909.0
2021-09-15,39.7245,42.1028,39.7245,41.9259,3159297.0
2021-09-16,41.7687,42.9185,41.0414,42.5254,2657563.0
2021-09-17,41.9947,42.7416,40.9726,41.2478,3271302.0
2021-09-18,41.9947,42.7416,40.9726,41.2478,3271302.0
2021-09-19,41.9947,42.7416,40.9726,41.2478,3271302.0
2021-09-20,40.2257,41.1446,39.351,40.1176,1666391.0
2021-09-21,40.835,41.1299,39.3903,40.2748,1006727.0
2021-09-22,41.3166,42.2207,41.179,41.7588,1644339.0
2021-09-23,41.9849,43.7244,41.7588,43.5672,1574643.0
2021-09-24,43.1446,44.2699,42.6827,43.4591,1122002.0
2021-09-25,43.1446,44.2699,42.6827,43.4591,1122002.0
2021-09-26,43.1446,44.2699,42.6827,43.4591,1122002.0
2021-09-27,45.0119,46.5647,44.8645,46.26,2147135.0
2021-09-28,46.9382,46.9676,45.2183,45.8669,2059645.0
2021-09-29,45.5917,46.1863,44.6581,45.7686,1407553.0
2021-09-30,45.6507,46.2305,44.8153,45.3559,1597952.0
2021-10-01,45.5229,46.9775,45.179,46.545,1381706.0
2021-10-02,45.5229,46.9775,45.179,46.545,1381706.0
2021-10-03,45.5229,46.9775,45.179,46.545,1381706.0
2021-10-04,47.4197,48.9234,46.9382,48.8743,2335164.0
2021-10-05,49.6408,50.7416,48.5499,49.7293,2055343.0
2021-10-06,48.4811,49.5327,47.1642,48.6384,1948998.0
2021-10-07,48.9234,50.5253,48.2158,50.4369,1687087.0
2021-10-08,51.1052,52.8103,50.8546,52.5106,2058346.0
2021-10-09,51.1052,52.8103,50.8546,52.5106,2058346.0
2021-10-10,51.1052,52.8103,50.8546,52.5106,2058346.0
2021-10-11,53.572,54.5253,52.5794,52.943,1649790.0
2021-10-12,52.9332,53.8177,51.9111,52.7956,1190194.0
2021-10-13,51.1642,51.9209,50.2108,51.4393,1704351.0
2021-10-14,51.8619,52.373,50.4244,51.4295,1782756.0
2021-10-15,52.373,52.9627,51.233,51.233,1428383.0
2021-10-16,52.373,52.9627,51.233,51.233,1428383.0
2021-10-17,52.373,52.9627,51.233,51.233,1428383.0
2021-10-18,52.2747,53.8472,50.7121,51.2821,1471963.0
2021-10-19,51.518,51.518,50.0143,50.6335,1738873.0
2021-10-20,49.9062,50.889,49.69,50.5057,1573400.0
2021-10-21,50.3288,50.7022,48.491,48.9234,1639496.0
2021-10-22,49.6212,50.4762,48.8546,50.4664,1448318.0
2021-10-23,49.6212,50.4762,48.8546,50.4664,1448318.0
2021-10-24,49.6212,50.4762,48.8546,50.4664,1448318.0
2021-10-25,51.6949,52.5813,50.5971,50.9381,1282216.0
2021-10-26,51.3902,51.8816,50.889,51.1052,797806.0
2021-10-27,49.8177,50.6138,47.6654,47.6949,1909477.0
2021-10-28,47.5082,48.2158,47.0561,48.1077,2048088.0
2021-10-29,48.2846,48.3632,46.7809,47.9701,1021200.0
2021-10-30,48.2846,48.3632,46.7809,47.9701,1021200.0
2021-10-31,48.2846,48.3632,46.7809,47.9701,1021200.0
2021-11-01,49.1593,50.1027,48.4811,48.8939,1823664.0
2021-11-02,48.5008,49.518,48.0892,48.8349,1329822.0
2021-11-03,48.6187,49.7096,45.3067,46.1224,3149027.0
2021-11-04,42.6237,45.9947,42.378,43.8817,5141476.0
2021-11-05,44.9234,45.4933,43.3116,45.3362,3091261.0
2021-11-06,44.9234,45.4933,43.3116,45.3362,3091261.0
2021-11-07,44.9234,45.4933,43.3116,45.3362,3091261.0
2021-11-08,46.093,48.3042,46.0536,47.4885,2163099.0
2021-11-09,47.174,47.9996,45.6605,47.8816,1788425.0
2021-11-10,48.2551,48.2551,45.7097,46.663,1847136.0
2021-11-11,46.9087,47.6065,46.3583,46.9873,1346351.0
2021-11-12,46.2866,46.8096,45.951,46.632,1293387.0
2021-11-13,46.2866,46.8096,45.951,46.632,1293387.0
2021-11-14,46.2866,46.8096,45.951,46.632,1293387.0
2021-11-15,47.3623,48.2111,45.7832,47.4018,1569380.0
2021-11-16,47.461,47.8261,46.2866,46.8886,870458.0
2021-11-17,46.9873,48.1992,45.5562,45.8819,1913958.0
2021-11-18,46.1484,47.5497,45.2602,46.632,1160331.0
2021-11-19,45.6253,45.8806,44.1351,44.5101,1613941.0
2021-11-20,45.6253,45.8806,44.1351,44.5101,1613941.0
2021-11-21,45.6253,45.8806,44.1351,44.5101,1613941.0
2021-11-22,44.6779,46.326,44.6779,45.122,1321324.0
2021-11-23,46.2076,49.2177,46.0892,48.8526,2494597.0
2021-11-24,48.3887,50.0961,48.369,48.7341,1320690.0
2021-11-25,48.3887,50.0961,48.369,48.7341,1320690.0
2021-11-26,46.0793,46.1977,43.3159,44.8555,1604928.0
2021-11-27,46.0793,46.1977,43.3159,44.8555,1604928.0
2021-11-28,46.0793,46.1977,43.3159,44.8555,1604928.0
2021-11-29,46.8787,47.6979,45.724,45.8622,1635046.0
2021-11-30,44.1153,45.0628,42.8423,43.7601,3750906.0
2021-12-01,45.3391,45.497,41.9342,42.1218,2085879.0
2021-12-02,41.6974,43.9081,40.6809,43.3061,3169011.0
2021-12-03,44.5298,44.8259,41.7862,42.4474,1949508.0
2021-12-04,44.5298,44.8259,41.7862,42.4474,1949508.0
2021-12-05,44.5298,44.8259,41.7862,42.4474,1949508.0
2021-12-06,43.7403,44.2338,42.4672,43.5528,1405808.0
2021-12-07,44.7075,46.4346,44.5595,46.0201,1765255.0
2021-12-08,46.6221,46.8392,45.5464,45.803,1147990.0
2021-12-09,45.349,45.6944,44.9345,45.1812,1038465.0
2021-12-10,45.8819,46.2312,43.691,45.3194,1305429.0
2021-12-11,45.8819,46.2312,43.691,45.3194,1305429.0
2021-12-12,45.8819,46.2312,43.691,45.3194,1305429.0
2021-12-13,44.7864,44.8259,43.3752,43.4344,1017973.0
2021-12-14,42.7929,43.7403,42.2501,42.3981,1934843.0
2021-12-15,42.2205,43.0593,40.6019,42.8521,1934815.0
2021-12-16,43.464,44.5792,42.4672,42.7139,1266531.0
2021-12-17,42.2106,42.7879,41.0066,42.4474,2433555.0
2021-12-18,42.2106,42.7879,41.0066,42.4474,2433555.0
2021-12-19,42.2106,42.7879,41.0066,42.4474,2433555.0
2021-12-20,40.9177,42.1612,40.217,42.1316,1694751.0
2021-12-21,43.0001,45.3885,42.5856,44.9246,2343520.0
2021-12-22,44.4706,45.8622,43.7798,44.9345,1655100.0
2021-12-23,45.0233,45.349,44.2535,44.3522,1455476.0
2021-12-24,45.0233,45.349,44.2535,44.3522,1455476.0
2021-12-25,45.0233,45.349,44.2535,44.3522,1455476.0
2021-12-26,45.0233,45.349,44.2535,44.3522,1455476.0
2021-12-27,44.1844,46.1473,43.4245,46.0004,1115334.0
2021-12-28,46.178,46.6616,44.7668,45.0825,945240.0
2021-12-29,44.8259,45.6944,44.4608,44.6483,781356.0
2021-12-30,44.5496,45.1417,43.9969,44.0265,691799.0
2021-12-31,43.918,44.4608,43.6614,44.1746,500571.0
2022-01-01,43.918,44.4608,43.6614,44.1746,500571.0
2022-01-02,43.918,44.4608,43.6614,44.1746,500571.0
2022-01-03,43.9969,45.7635,43.7995,45.5957,1512503.0
2022-01-04,46.2175,48.0729,46.2175,47.2439,1257922.0
2022-01-05,48.1815,48.3295,45.8128,45.9313,1386142.0
2022-01-06,47.4906,50.2244,46.9971,49.5335,2617465.0
2022-01-07,49.7803,50.0659,48.3196,48.7637,1382142.0
2022-01-08,49.7803,50.0659,48.3196,48.7637,1382142.0
2022-01-09,49.7803,50.0659,48.3196,48.7637,1382142.0
2022-01-10,48.8526,48.9216,46.8985,48.0532,1072657.0
2022-01-11,48.8427,50.8757,47.7275,50.708,1537510.0
2022-01-12,50.8955,51.3495,49.5726,50.6784,1306016.0
2022-01-13,50.3231,51.0534,49.3757,49.7211,1590963.0
2022-01-14,50.1059,51.6554,50.0073,51.5962,1180727.0
2022-01-15,50.1059,51.6554,50.0073,51.5962,1180727.0
2022-01-16,50.1059,51.6554,50.0073,51.5962,1180727.0
2022-01-17,50.1059,51.6554,50.0073,51.5962,1180727.0
2022-01-18,52.6423,52.9581,50.6882,51.458,2008470.0
2022-01-19,52.0403,52.0897,50.3428,51.162,1237718.0
2022-01-20,50.5599,52.4844,49.6322,49.7507,1335221.0
2022-01-21,49.346,49.4151,47.086,47.5597,2002545.0
2022-01-22,49.346,49.4151,47.086,47.5597,2002545.0
2022-01-23,49.346,49.4151,47.086,47.5597,2002545.0
2022-01-24,45.803,48.823,44.9049,48.6848,2262307.0
2022-01-25,48.3196,53.5108,47.8656,53.0766,2217298.0
2022-01-26,54.024,55.0504,52.0502,52.7114,1805323.0
2022-01-27,54.5076,55.0602,50.4514,51.4778,1862635.0
2022-01-28,51.685,52.1982,49.7704,51.31,1190835.0
2022-01-29,51.685,52.1982,49.7704,51.31,1190835.0
2022-01-30,51.685,52.1982,49.7704,51.31,1190835.0
2022-01-31,51.2212,52.1785,49.346,51.2606,1193344.0
2022-02-01,50.9646,55.075,50.9152,54.2214,1727896.0
2022-02-02,54.2115,54.5371,52.9187,54.3596,1109473.0
2022-02-03,53.7872,55.2281,52.7213,54.5372,1598915.0
2022-02-04,56.4321,59.0367,56.363,56.5012,2897693.0
2022-02-05,56.4321,59.0367,56.363,56.5012,2897693.0
2022-02-06,56.4321,59.0367,56.363,56.5012,2897693.0
2022-02-07,57.6065,57.8829,55.3169,56.363,1836538.0
2022-02-08,56.2545,56.4815,53.4812,54.0734,2015165.0
2022-02-09,53.7872,55.7215,53.7872,54.8037,1405476.0
2022-02-10,54.2806,57.3894,54.2806,54.932,2147155.0
2022-02-11,55.9485,59.3731,55.6722,58.8599,3135957.0
2022-02-12,55.9485,59.3731,55.6722,58.8599,3135957.0
2022-02-13,55.9485,59.3731,55.6722,58.8599,3135957.0
2022-02-14,58.781,58.9882,55.7215,56.6098,3183436.0
2022-02-15,50.2145,55.1886,49.346,53.5602,9773922.0
2022-02-16,54.5372,55.4847,53.1358,53.4812,4057722.0
2022-02-17,53.5207,55.5636,53.1851,53.4615,2678351.0
2022-02-18,52.1928,54.3335,51.7964,52.3019,2438322.0
2022-02-19,52.1928,54.3335,51.7964,52.3019,2438322.0
2022-02-20,52.1928,54.3335,51.7964,52.3019,2438322.0
2022-02-21,52.1928,54.3335,51.7964,52.3019,2438322.0
2022-02-22,54.3535,54.6707,50.2007,50.9638,2430066.0
2022-02-23,51.4693,52.5199,50.3989,51.3008,2534960.0
2022-02-24,52.2523,52.3812,49.9727,51.1819,2319476.0
2022-02-25,50.9638,51.8955,50.27,51.8559,1782612.0
2022-02-26,50.9638,51.8955,50.27,51.8559,1782612.0
2022-02-27,50.9638,51.8955,50.27,51.8559,1782612.0
2022-02-28,52.0343,55.0374,51.0431,54.9383,2926728.0
2022-03-01,55.6717,58.2189,55.305,57.0494,2812727.0
2022-03-02,57.8819,59.2893,56.5984,58.8037,3293411.0
2022-03-03,57.7927,58.6649,56.5538,57.5846,2180815.0
2022-03-04,57.5053,60.4192,57.4855,60.3597,3461992.0
2022-03-05,57.5053,60.4192,57.4855,60.3597,3461992.0
2022-03-06,57.5053,60.4192,57.4855,60.3597,3461992.0
2022-03-07,60.558,61.8266,57.2873,59.8146,3697310.0
2022-03-08,61.4401,62.4114,55.8947,58.2883,3187636.0
2022-03-09,55.9889,58.7838,54.3535,57.9513,2430615.0
2022-03-10,59.0614,60.0128,57.6936,58.9821,2461122.0
2022-03-11,58.2883,58.9622,57.0843,57.7531,2354120.0
2022-03-12,58.2883,58.9622,57.0843,57.7531,2354120.0
2022-03-13,58.2883,58.9622,57.0843,57.7531,2354120.0
2022-03-14,56.1276,57.203,54.0391,56.5835,2324681.0
2022-03-15,53.521,56.8214,52.738,56.2366,2206263.0
2022-03-16,55.9988,57.089,55.082,56.4943,2205315.0
2022-03-17,58.3279,60.7265,58.0009,60.2805,2423743.0
2022-03-18,59.9137,60.9049,59.1208,59.3191,3009382.0
2022-03-19,59.9137,60.9049,59.1208,59.3191,3009382.0
2022-03-20,59.9137,60.9049,59.1208,59.3191,3009382.0
2022-03-21,61.3013,62.6691,60.8688,62.57,2090932.0
2022-03-22,62.0843,63.0259,60.439,61.3608,1821391.0
2022-03-23,63.1547,63.9575,62.5501,63.1052,1417134.0
2022-03-24,63.1448,63.1448,61.6086,62.4708,1128386.0
2022-03-25,62.1735,64.7405,62.0546,64.6117,1508092.0
2022-03-26,62.1735,64.7405,62.0546,64.6117,1508092.0
2022-03-27,62.1735,64.7405,62.0546,64.6117,1508092.0
2022-03-28,62.4609,62.9169,61.668,62.2825,1419858.0
2022-03-29,60.1714,61.8464,59.2777,61.7275,1298321.0
2022-03-30,62.9367,63.9179,61.6532,62.1933,947781.0
2022-03-31,61.4004,62.9763,60.7661,60.7859,1101008.0
2022-04-01,60.9643,62.4808,60.9544,62.342,893086.0
2022-04-02,60.9643,62.4808,60.9544,62.342,893086.0
2022-04-03,60.9643,62.4808,60.9544,62.342,893086.0
2022-04-04,63.1845,63.8584,61.4302,62.1537,968743.0
2022-04-05,62.1537,62.7781,60.3498,60.6472,1125443.0
2022-04-06,61.5491,61.7275,58.5361,58.9722,1508573.0
2022-04-07,60.1615,60.9544,58.2631,60.3895,1166207.0
2022-04-08,61.0238,62.8772,61.0238,62.5204,1081153.0
2022-04-09,61.0238,62.8772,61.0238,62.5204,1081153.0
2022-04-10,61.0238,62.8772,61.0238,62.5204,1081153.0
2022-04-11,61.6086,61.6135,60.0624,60.776,1058352.0
2022-04-12,62.114,63.7395,62.114,62.788,1283213.0
2022-04-13,64.2152,65.5533,62.7087,65.2361,1713100.0
2022-04-14,64.7306,66.1182,64.6018,64.8099,1341361.0
2022-04-15,64.7306,66.1182,64.6018,64.8099,1341361.0
2022-04-16,64.7306,66.1182,64.6018,64.8099,1341361.0
2022-04-17,64.7306,66.1182,64.6018,64.8099,1341361.0
2022-04-18,65.6325,66.2669,64.3243,64.9487,1290088.0
2022-04-19,64.1558,65.0676,63.125,63.5512,1089874.0
2022-04-20,64.354,64.9239,63.4917,64.5819,932700.0
2022-04-21,65.3154,65.6127,61.331,61.787,1484202.0
2022-04-22,61.3509,61.9158,57.7927,58.2784,1640907.0
2022-04-23,61.3509,61.9158,57.7927,58.2784,1640907.0
2022-04-24,61.3509,61.9158,57.7927,58.2784,1640907.0
2022-04-25,56.3457,56.5835,53.3227,56.0781,1653180.0
2022-04-26,56.3258,57.0803,54.74,54.8986,1826335.0
2022-04-27,55.2752,56.5042,53.3326,55.5924,1872117.0
2022-04-28,55.5726,58.1892,54.3733,57.4161,1138020.0
2022-04-29,57.6044,57.9711,54.2643,55.077,1546325.0
2022-04-30,57.6044,57.9711,54.2643,55.077,1546325.0
2022-05-01,57.6044,57.9711,54.2643,55.077,1546325.0
2022-05-02,54.2445,55.9988,53.8084,54.859,1657022.0
2022-05-03,54.8986,57.654,54.5715,57.0989,1452524.0
2022-05-04,58.4568,59.8939,56.9651,59.8245,1618473.0
2022-05-05,60.6174,62.6418,58.883,60.4688,2766372.0
