,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity
2020-05-03,306.186,309.264,303.667,307.216,849724.0
2020-05-04,305.624,306.224,299.444,302.066,576425.0
2020-05-05,302.937,310.85,301.785,307.853,595838.0
2020-05-06,309.632,310.447,302.028,302.506,570588.0
2020-05-07,306.195,306.224,302.234,303.545,593113.0
2020-05-08,303.648,308.125,302.225,306.832,664877.0
2020-05-09,303.648,308.125,302.225,306.832,664877.0
2020-05-10,303.648,308.125,302.225,306.832,664877.0
2020-05-11,305.381,308.621,304.126,306.664,922358.0
2020-05-12,307.984,311.402,304.716,304.828,1098284.0
2020-05-13,303.826,305.109,297.617,300.099,690576.0
2020-05-14,298.039,298.076,287.803,292.111,1122001.0
2020-05-15,291.53,303.508,290.538,301.195,1672580.0
2020-05-16,291.53,303.508,290.538,301.195,1672580.0
2020-05-17,291.53,303.508,290.538,301.195,1672580.0
2020-05-18,309.202,312.629,302.075,310.129,934419.0
2020-05-19,309.81,313.893,305.915,306.252,563977.0
2020-05-20,310.859,310.859,299.397,300.043,899446.0
2020-05-21,300.221,308.593,299.434,307.263,733430.0
2020-05-22,308.05,308.05,302.89,305.203,723936.0
2020-05-23,308.05,308.05,302.89,305.203,723936.0
2020-05-24,308.05,308.05,302.89,305.203,723936.0
2020-05-25,308.05,308.05,302.89,305.203,723936.0
2020-05-26,312.039,312.17,302.918,303.592,1217829.0
2020-05-27,307.16,321.675,305.474,321.188,934645.0
2020-05-28,324.4,326.62,320.561,320.954,728292.0
2020-05-29,319.6,320.446,314.484,315.236,1118859.0
2020-05-30,319.6,320.446,314.484,315.236,1118859.0
2020-05-31,319.6,320.446,314.484,315.236,1118859.0
2020-06-01,315.641,321.744,310.581,310.976,1233587.0
2020-06-02,312.575,313.939,305.691,307.581,1451744.0
2020-06-03,310.13,316.638,308.07,315.951,1628884.0
2020-06-04,316.506,320.634,314.249,315.744,689925.0
2020-06-05,322.807,325.943,319.457,321.725,1259807.0
2020-06-06,322.807,325.943,319.457,321.725,1259807.0
2020-06-07,322.807,325.943,319.457,321.725,1259807.0
2020-06-08,321.236,328.468,321.142,328.017,661526.0
2020-06-09,326.221,326.221,320.677,322.13,1039315.0
2020-06-10,320.917,323.587,318.302,320.926,606248.0
2020-06-11,310.346,316.675,301.713,301.873,965901.0
2020-06-12,309.123,309.123,294.434,298.76,818126.0
2020-06-13,309.123,309.123,294.434,298.76,818126.0
2020-06-14,309.123,309.123,294.434,298.76,818126.0
2020-06-15,292.243,297.199,290.174,294.942,1194350.0
2020-06-16,305.145,309.848,298.835,305.399,1072283.0
2020-06-17,304.525,307.769,301.478,303.095,613204.0
2020-06-18,300.612,302.343,297.274,298.901,741706.0
2020-06-19,302.823,303.359,293.775,294.039,1235233.0
2020-06-20,302.823,303.359,293.775,294.039,1235233.0
2020-06-21,302.823,303.359,293.775,294.039,1235233.0
2020-06-22,293.352,296.804,291.142,296.766,838130.0
2020-06-23,297.979,298.12,288.518,288.81,979857.0
2020-06-24,286.468,287.117,281.427,283.929,1217017.0
2020-06-25,282.481,284.521,276.49,283.779,1285593.0
2020-06-26,282.772,287.85,281.126,283.882,1286519.0
2020-06-27,282.772,287.85,281.126,283.882,1286519.0
2020-06-28,282.772,287.85,281.126,283.882,1286519.0
2020-06-29,286.666,290.616,285.264,290.616,734128.0
2020-06-30,290.286,290.804,286.271,289.13,772865.0
2020-07-01,290.474,292.609,288.246,289.788,737868.0
2020-07-02,292.6,294.585,290.239,291.509,629706.0
2020-07-03,292.6,294.585,290.239,291.509,629706.0
2020-07-04,292.6,294.585,290.239,291.509,629706.0
2020-07-05,292.6,294.585,290.239,291.509,629706.0
2020-07-06,294.406,294.829,290.371,293.794,739245.0
2020-07-07,291.659,293.888,285.565,286.337,741073.0
2020-07-08,285.895,288.293,280.976,283.167,908382.0
2020-07-09,281.785,282.424,268.487,268.92,1729548.0
2020-07-10,270.067,276.697,269.725,274.609,1504860.0
2020-07-11,270.067,276.697,269.725,274.609,1504860.0
2020-07-12,270.067,276.697,269.725,274.609,1504860.0
2020-07-13,276.885,278.907,272.996,274.938,1043623.0
2020-07-14,273.923,278.23,270.391,277.948,1180328.0
2020-07-15,282.246,285.829,280.252,282.848,1196287.0
2020-07-16,281.634,287.757,278.841,285.565,1162931.0
2020-07-17,287.634,289.36,285.49,288.565,1544788.0
2020-07-18,287.634,289.36,285.49,288.565,1544788.0
2020-07-19,287.634,289.36,285.49,288.565,1544788.0
2020-07-20,288.481,288.49,283.308,283.534,922000.0
2020-07-21,288.086,290.714,284.38,289.835,1007670.0
2020-07-22,288.33,297.547,287.785,297.18,942147.0
2020-07-23,297.18,299.738,293.127,294.415,694253.0
2020-07-24,296.033,299.799,291.782,294.067,686941.0
2020-07-25,296.033,299.799,291.782,294.067,686941.0
2020-07-26,296.033,299.799,291.782,294.067,686941.0
2020-07-27,292.487,293.155,287.663,289.675,575836.0
2020-07-28,289.572,299.004,289.572,294.236,709739.0
2020-07-29,297.312,297.829,292.036,296.484,1299493.0
2020-07-30,295.299,309.838,294.368,306.594,1493821.0
2020-07-31,306.594,307.13,299.249,305.653,1161532.0
2020-08-01,306.594,307.13,299.249,305.653,1161532.0
2020-08-02,306.594,307.13,299.249,305.653,1161532.0
2020-08-03,305.249,306.763,302.663,304.318,603093.0
2020-08-04,305.268,305.917,301.75,305.653,538368.0
2020-08-05,306.509,311.221,305.653,310.073,566418.0
2020-08-06,308.456,310.017,306.067,306.904,720301.0
2020-08-07,307.365,312.227,306.095,309.66,1470286.0
2020-08-08,307.365,312.227,306.095,309.66,1470286.0
2020-08-09,307.365,312.227,306.095,309.66,1470286.0
2020-08-10,310.685,316.243,310.685,315.735,1015974.0
2020-08-11,318.989,324.838,318.297,321.49,1527055.0
2020-08-12,322.741,323.499,317.447,319.186,636809.0
2020-08-13,316.732,320.522,315.481,318.453,493043.0
2020-08-14,317.192,323.362,316.797,321.688,396518.0
2020-08-15,317.192,323.362,316.797,321.688,396518.0
2020-08-16,317.192,323.362,316.797,321.688,396518.0
2020-08-17,321.415,323.512,318.359,319.525,628227.0
2020-08-18,319.487,319.671,317.183,317.493,499013.0
2020-08-19,316.929,320.051,316.177,317.785,488044.0
2020-08-20,317.475,318.283,316.017,316.619,338626.0
2020-08-21,317.211,318.928,316.402,317.738,440786.0
2020-08-22,317.211,318.928,316.402,317.738,440786.0
2020-08-23,317.211,318.928,316.402,317.738,440786.0
2020-08-24,318.528,323.992,318.255,323.907,416752.0
2020-08-25,324.453,324.519,321.114,322.572,454612.0
2020-08-26,321.161,322.459,317.891,321.076,607246.0
2020-08-27,323.004,328.431,321.688,328.205,669269.0
2020-08-28,328.432,329.159,323.228,325.57,513503.0
2020-08-29,328.432,329.159,323.228,325.57,513503.0
2020-08-30,328.432,329.159,323.228,325.57,513503.0
2020-08-31,324.107,325.296,322.567,323.549,557965.0
2020-09-01,321.236,323.795,318.355,321.443,538787.0
2020-09-02,319.97,330.764,319.215,328.979,660838.0
2020-09-03,331.142,332.53,321.009,323.191,791969.0
2020-09-04,324.853,327.752,318.573,320.169,584383.0
2020-09-05,324.853,327.752,318.573,320.169,584383.0
2020-09-06,324.853,327.752,318.573,320.169,584383.0
2020-09-07,324.853,327.752,318.573,320.169,584383.0
2020-09-08,320.981,320.981,315.617,315.947,661759.0
2020-09-09,323.615,323.691,317.93,320.527,608760.0
2020-09-10,320.867,322.067,311.084,311.66,558353.0
2020-09-11,314.531,321.245,313.246,320.027,489346.0
2020-09-12,314.531,321.245,313.246,320.027,489346.0
2020-09-13,314.531,321.245,313.246,320.027,489346.0
2020-09-14,321.793,322.652,318.87,319.621,552857.0
2020-09-15,318.771,321.037,316.108,319.215,523496.0
2020-09-16,318.488,327.587,317.062,324.362,750229.0
2020-09-17,322.152,326.25,319.271,324.711,361278.0
2020-09-18,322.18,326.647,322.18,322.501,689911.0
2020-09-19,322.18,326.647,322.18,322.501,689911.0
2020-09-20,322.18,326.647,322.18,322.501,689911.0
2020-09-21,319.13,319.725,306.362,307.76,715106.0
2020-09-22,309.11,314.908,308.723,314.285,651972.0
2020-09-23,315.843,318.565,308.359,309.809,790871.0
2020-09-24,309.261,310.413,303.301,306.655,575345.0
2020-09-25,306.097,311.24,304.969,309.752,646258.0
2020-09-26,306.097,311.24,304.969,309.752,646258.0
2020-09-27,306.097,311.24,304.969,309.752,646258.0
2020-09-28,312.151,315.003,310.432,311.188,567028.0
2020-09-29,310.489,312.038,306.381,307.184,488403.0
2020-09-30,308.052,308.553,294.878,297.938,1183798.0
2020-10-01,299.695,303.189,292.149,294.463,1687858.0
2020-10-02,291.913,297.603,290.034,296.484,1380900.0
2020-10-03,291.913,297.603,290.034,296.484,1380900.0
2020-10-04,291.913,297.603,290.034,296.484,1380900.0
2020-10-05,298.278,299.581,293.981,294.812,881937.0
2020-10-06,302.509,302.509,291.705,291.781,1149243.0
2020-10-07,293.131,298.014,293.131,296.427,1019494.0
2020-10-08,296.739,302.027,296.739,301.895,596869.0
2020-10-09,302.197,304.53,296.182,297.74,1210606.0
2020-10-10,302.197,304.53,296.182,297.74,1210606.0
2020-10-11,302.197,304.53,296.182,297.74,1210606.0
2020-10-12,297.022,301.073,295.794,298.977,834555.0
2020-10-13,297.57,300.715,294.51,295.209,636409.0
2020-10-14,294.104,299.931,294.08,297.372,1119857.0
2020-10-15,296.087,298.665,294.869,297.305,854006.0
2020-10-16,298.391,301.938,298.004,298.646,1393687.0
2020-10-17,298.391,301.938,298.004,298.646,1393687.0
2020-10-18,298.391,301.938,298.004,298.646,1393687.0
2020-10-19,298.458,301.149,293.528,294.01,775296.0
2020-10-20,296.286,296.309,291.129,291.856,786308.0
2020-10-21,290.903,292.602,288.891,291.214,829950.0
2020-10-22,292.055,297.178,286.134,286.134,1387950.0
2020-10-23,288.183,292.338,287.087,291.271,1113308.0
2020-10-24,288.183,292.338,287.087,291.271,1113308.0
2020-10-25,288.183,292.338,287.087,291.271,1113308.0
2020-10-26,288.409,294.973,284.915,292.602,1312787.0
2020-10-27,291.498,291.819,285.265,285.312,1081746.0
2020-10-28,282.913,287.328,277.209,277.323,1221428.0
2020-10-29,276.265,281.128,275.047,276.123,1260838.0
2020-10-30,274.688,277.568,269.267,273.696,1227194.0
2020-10-31,274.688,277.568,269.267,273.696,1227194.0
2020-11-01,274.688,277.568,269.267,273.696,1227194.0
2020-11-02,278.097,282.343,276.459,280.127,852091.0
2020-11-03,282.658,290.033,282.658,287.862,864888.0
2020-11-04,292.754,306.217,291.809,298.08,1684139.0
2020-11-05,298.892,299.629,289.033,290.298,1410415.0
2020-11-06,288.731,288.919,280.127,284.594,946726.0
2020-11-07,288.731,288.919,280.127,284.594,946726.0
2020-11-08,288.731,288.919,280.127,284.594,946726.0
2020-11-09,297.475,299.931,283.376,284.519,1732092.0
2020-11-10,285.888,299.27,284.708,297.013,948829.0
2020-11-11,297.438,297.447,288.995,292.716,590679.0
2020-11-12,290.865,291.601,285.52,289.193,737386.0
2020-11-13,290.94,295.7,290.024,294.368,493424.0
2020-11-14,290.94,295.7,290.024,294.368,493424.0
2020-11-15,290.94,295.7,290.024,294.368,493424.0
2020-11-16,297.834,298.022,294.095,295.332,555116.0
2020-11-17,293.065,298.179,292.423,295.237,744501.0
2020-11-18,297.23,298.816,293.037,293.32,1187138.0
2020-11-19,293.906,294.519,289.84,292.263,708372.0
2020-11-20,291.696,292.949,288.221,289.373,776881.0
2020-11-21,291.696,292.949,288.221,289.373,776881.0
2020-11-22,291.696,292.949,288.221,289.373,776881.0
2020-11-23,292.026,293.896,288.504,289.439,679026.0
2020-11-24,292.291,296.163,291.337,292.735,918574.0
2020-11-25,292.81,296.659,290.726,294.888,698675.0
2020-11-26,292.81,296.659,290.726,294.888,698675.0
2020-11-27,295.419,295.666,289.66,290.353,475074.0
2020-11-28,295.419,295.666,289.66,290.353,475074.0
2020-11-29,295.419,295.666,289.66,290.353,475074.0
2020-11-30,289.66,290.704,283.816,286.776,1154564.0
2020-12-01,288.598,293.996,285.144,285.675,883223.0
2020-12-02,285.675,286.235,282.488,283.465,769697.0
2020-12-03,283.844,289.138,283.417,287.886,992090.0
2020-12-04,288.455,291.929,287.592,291.491,794302.0
2020-12-05,288.455,291.929,287.592,291.491,794302.0
2020-12-06,288.455,291.929,287.592,291.491,794302.0
2020-12-07,291.083,291.216,283.009,285.581,907099.0
2020-12-08,285.353,292.829,285.011,286.491,764330.0
2020-12-09,286.662,289.1,284.698,288.171,730552.0
2020-12-10,286.624,290.03,282.622,283.142,1166204.0
2020-12-11,282.81,285.78,279.935,285.173,860295.0
2020-12-12,282.81,285.78,279.935,285.173,860295.0
2020-12-13,282.81,285.78,279.935,285.173,860295.0
2020-12-14,286.51,287.848,282.734,282.734,700323.0
2020-12-15,283.057,285.258,282.497,283.218,902748.0
2020-12-16,285.03,288.503,283.977,286.539,995297.0
2020-12-17,286.785,291.264,284.319,285.277,1295759.0
2020-12-18,285.201,289.338,283.882,287.601,2663412.0
2020-12-19,285.201,289.338,283.882,287.601,2663412.0
2020-12-20,285.201,289.338,283.882,287.601,2663412.0
2020-12-21,283.711,284.546,277.763,282.364,1428990.0
2020-12-22,282.203,282.559,279.622,281.14,964783.0
2020-12-23,283.009,287.326,282.317,285.258,787020.0
2020-12-24,285.192,285.656,281.719,284.252,332697.0
2020-12-25,285.192,285.656,281.719,284.252,332697.0
2020-12-26,285.192,285.656,281.719,284.252,332697.0
2020-12-27,285.192,285.656,281.719,284.252,332697.0
2020-12-28,285.116,289.1,283.979,287.497,603964.0
2020-12-29,289.195,289.404,283.825,285.571,524721.0
2020-12-30,286.017,289.897,285.884,287.108,528161.0
2020-12-31,287.108,289.328,285.106,289.11,520505.0
2021-01-01,287.108,289.328,285.106,289.11,520505.0
2021-01-02,287.108,289.328,285.106,289.11,520505.0
2021-01-03,287.108,289.328,285.106,289.11,520505.0
2021-01-04,288.493,288.655,277.279,279.66,1267596.0
2021-01-05,280.125,283.199,278.939,281.396,939857.0
2021-01-06,278.92,286.615,278.19,283.816,952525.0
2021-01-07,281.615,283.628,277.554,277.592,1330994.0
2021-01-08,277.611,278.55,271.918,273.56,2090493.0
2021-01-09,277.611,278.55,271.918,273.56,2090493.0
2021-01-10,277.611,278.55,271.918,273.56,2090493.0
2021-01-11,273.019,279.831,272.44,279.641,1221230.0
2021-01-12,279.755,283.256,278.465,282.298,1073920.0
2021-01-13,282.734,284.641,279.542,284.119,1541408.0
2021-01-14,286.558,293.019,286.501,287.497,1375556.0
2021-01-15,287.193,287.971,283.636,285.343,1782913.0
2021-01-16,287.193,287.971,283.636,285.343,1782913.0
2021-01-17,287.193,287.971,283.636,285.343,1782913.0
2021-01-18,287.193,287.971,283.636,285.343,1782913.0
2021-01-19,287.952,288.427,282.601,282.753,1360582.0
2021-01-20,284.632,285.642,281.833,283.474,985825.0
2021-01-21,282.231,284.461,281.216,281.662,975662.0
2021-01-22,280.837,285.204,279.461,282.886,989217.0
2021-01-23,280.837,285.204,279.461,282.886,989217.0
2021-01-24,280.837,285.204,279.461,282.886,989217.0
2021-01-25,284.328,289.565,282.633,284.015,1469889.0
2021-01-26,284.442,285.011,277.516,278.095,985163.0
2021-01-27,277.886,280.903,276.245,277.269,1389287.0
2021-01-28,277.155,281.036,276.377,278.019,1398565.0
2021-01-29,274.746,274.755,268.389,271.928,1659268.0
2021-01-30,274.746,274.755,268.389,271.928,1659268.0
2021-01-31,274.746,274.755,268.389,271.928,1659268.0
2021-02-01,273.654,279.062,272.867,277.336,1321491.0
2021-02-02,279.708,286.643,278.958,284.632,2226068.0
2021-02-03,283.228,286.482,282.519,285.334,970566.0
2021-02-04,286.045,288.161,284.366,286.387,1298837.0
2021-02-05,287.82,289.044,283.266,283.484,1151529.0
2021-02-06,287.82,289.044,283.266,283.484,1151529.0
2021-02-07,287.82,289.044,283.266,283.484,1151529.0
2021-02-08,285.581,286.15,282.82,284.755,1588762.0
2021-02-09,283.692,290.941,282.791,288.218,1296504.0
2021-02-10,289.044,289.044,286.899,288.076,847357.0
2021-02-11,287.08,288.617,283.816,284.281,1018136.0
2021-02-12,283.228,286.06,280.941,282.127,654244.0
2021-02-13,283.228,286.06,280.941,282.127,654244.0
2021-02-14,283.228,286.06,280.941,282.127,654244.0
2021-02-15,283.228,286.06,280.941,282.127,654244.0
2021-02-16,281.662,282.858,275.723,275.979,1012291.0
2021-02-17,275.856,282.004,273.322,281.956,1047014.0
2021-02-18,280.647,283.465,279.935,282.601,719407.0
2021-02-19,283.152,283.541,281.112,282.013,1202892.0
2021-02-20,283.152,283.541,281.112,282.013,1202892.0
2021-02-21,283.152,283.541,281.112,282.013,1202892.0
2021-02-22,279.983,284.129,278.958,282.677,1261850.0
2021-02-23,285.078,288.955,280.505,283.379,1253486.0
2021-02-24,284.489,288.873,281.7,286.273,1142134.0
2021-02-25,285.581,290.78,284.456,286.425,1394054.0
2021-02-26,285.738,286.082,277.997,278.054,1156229.0
2021-02-27,285.738,286.082,277.997,278.054,1156229.0
2021-02-28,285.738,286.082,277.997,278.054,1156229.0
2021-03-01,278.903,283.551,278.903,279.771,1078687.0
2021-03-02,279.809,286.482,279.58,284.842,1802366.0
2021-03-03,284.575,290.753,284.08,285.147,848400.0
2021-03-04,285.5,289.7,281.553,283.632,1430554.0
2021-03-05,284.823,288.37,281.391,286.873,1007420.0
2021-03-06,284.823,288.37,281.391,286.873,1007420.0
2021-03-07,284.823,288.37,281.391,286.873,1007420.0
2021-03-08,289.237,295.701,287.493,291.363,1296012.0
2021-03-09,289.657,290.31,283.431,284.385,1304104.0
2021-03-10,285.348,288.027,282.068,286.005,985329.0
2021-03-11,285.424,287.035,283.412,285.443,873992.0
2021-03-12,288.36,289.151,286.892,287.712,932025.0
2021-03-13,288.36,289.151,286.892,287.712,932025.0
2021-03-14,288.36,289.151,286.892,287.712,932025.0
2021-03-15,289.828,292.412,289.094,291.478,835821.0
2021-03-16,291.478,293.084,287.245,291.573,815368.0
2021-03-17,292.536,300.544,292.536,296.082,1104031.0
2021-03-18,295.711,300.868,295.711,300.249,1022332.0
2021-03-19,300.859,301.688,294.214,294.252,2006802.0
2021-03-20,300.859,301.688,294.214,294.252,2006802.0
2021-03-21,300.859,301.688,294.214,294.252,2006802.0
2021-03-22,293.67,300.973,292.974,299.553,1187141.0
2021-03-23,298.513,302.594,298.513,299.486,1162905.0
2021-03-24,300.439,306.379,300.439,301.288,1077912.0
2021-03-25,302.355,306.979,301.536,306.207,1027358.0
2021-03-26,306.302,308.114,300.944,304.138,1052220.0
2021-03-27,306.302,308.114,300.944,304.138,1052220.0
2021-03-28,306.302,308.114,300.944,304.138,1052220.0
2021-03-29,304.786,310.932,304.786,308.076,907754.0
2021-03-30,307.99,309.553,306.56,307.627,893018.0
2021-03-31,306.617,309.191,305.33,308.543,1011760.0
2021-04-01,307.971,309.915,306.321,307.208,855307.0
2021-04-02,307.971,309.915,306.321,307.208,855307.0
2021-04-03,307.971,309.915,306.321,307.208,855307.0
2021-04-04,307.971,309.915,306.321,307.208,855307.0
2021-04-05,307.837,315.559,307.837,315.226,1166149.0
2021-04-06,312.68,316.808,311.841,315.712,796448.0
2021-04-07,317.199,318.667,314.482,318.391,933436.0
2021-04-08,317.437,321.613,317.437,320.44,969340.0
2021-04-09,321.022,324.759,320.677,324.092,1005807.0
2021-04-10,321.022,324.759,320.677,324.092,1005807.0
2021-04-11,321.022,324.759,320.677,324.092,1005807.0
2021-04-12,324.139,326.909,321.956,324.797,732445.0
2021-04-13,323.158,324.395,322.223,322.814,781134.0
2021-04-14,323.415,327.371,322.843,325.875,737120.0
2021-04-15,325.903,329.507,324.702,328.515,850583.0
2021-04-16,330.413,331.595,327.638,330.27,1867282.0
2021-04-17,330.413,331.595,327.638,330.27,1867282.0
2021-04-18,330.413,331.595,327.638,330.27,1867282.0
2021-04-19,330.813,331.051,326.809,328.563,817455.0
2021-04-20,328.716,330.441,327.152,329.04,800305.0
2021-04-21,329.021,330.384,327.51,329.402,748732.0
2021-04-22,328.077,329.087,325.836,327.409,728087.0
2021-04-23,326.961,327.762,324.244,326.084,1013109.0
2021-04-24,326.961,327.762,324.244,326.084,1013109.0
2021-04-25,326.961,327.762,324.244,326.084,1013109.0
2021-04-26,326.094,326.99,320.86,322.042,892527.0
2021-04-27,321.651,324.969,320.35,324.016,738169.0
2021-04-28,324.397,324.397,320.869,322.586,763563.0
2021-04-29,326.046,337.648,325.674,335.789,1320896.0
2021-04-30,337.324,340.232,335.799,337.906,1275241.0
2021-05-01,337.324,340.232,335.799,337.906,1275241.0
2021-05-02,337.324,340.232,335.799,337.906,1275241.0
2021-05-03,335.618,345.905,335.618,344.16,1041692.0
2021-05-04,345.723,351.32,344.637,350.948,1128791.0
2021-05-05,351.272,355.83,349.375,355.591,1455862.0
2021-05-06,356.563,358.393,351.119,352.788,1072717.0
2021-05-07,351.958,355.319,349.165,353.341,959639.0
2021-05-08,351.958,355.319,349.165,353.341,959639.0
2021-05-09,351.958,355.319,349.165,353.341,959639.0
2021-05-10,355.886,360.948,355.886,356.363,714956.0
2021-05-11,354.675,356.63,348.908,351.119,954544.0
2021-05-12,351.424,354.246,346.181,346.21,999888.0
2021-05-13,345.905,355.371,345.628,352.797,760846.0
2021-05-14,353.693,355.505,352.888,354.275,757290.0
2021-05-15,353.693,355.505,352.888,354.275,757290.0
2021-05-16,353.693,355.505,352.888,354.275,757290.0
2021-05-17,355.123,357.202,354.032,355.476,648934.0
2021-05-18,354.523,356.277,351.329,351.424,735949.0
2021-05-19,351.1,353.693,346.562,353.598,685305.0
2021-05-20,353.855,356.839,353.798,354.609,786799.0
2021-05-21,355.162,359.433,352.018,353.179,682539.0
2021-05-22,355.162,359.433,352.018,353.179,682539.0
2021-05-23,355.162,359.433,352.018,353.179,682539.0
2021-05-24,355.314,356.524,351.367,354.818,570842.0
2021-05-25,355.152,356.916,352.101,352.73,680324.0
2021-05-26,352.101,353.069,348.355,349.613,697123.0
2021-05-27,353.017,353.922,348.946,353.179,997187.0
2021-05-28,353.542,354.682,349.914,350.287,575725.0
2021-05-29,353.542,354.682,349.914,350.287,575725.0
2021-05-30,353.542,354.682,349.914,350.287,575725.0
2021-05-31,353.542,354.682,349.914,350.287,575725.0
2021-06-01,353.495,354.289,349.674,350.048,764220.0
2021-06-02,350.048,353.945,349.201,351.57,495815.0
2021-06-03,351.379,351.733,348.966,350.9,779435.0
2021-06-04,357.908,362.887,357.066,361.431,1319599.0
2021-06-05,357.908,362.887,357.066,361.431,1319599.0
2021-06-06,357.908,362.887,357.066,361.431,1319599.0
2021-06-07,360.369,361.901,354.5,356.003,1125206.0
2021-06-08,356.194,356.993,352.451,355.304,613298.0
2021-06-09,355.304,357.085,352.939,356.731,689647.0
2021-06-10,359.028,359.66,355.103,356.644,741433.0
2021-06-11,357.956,359.555,354.433,359.086,636229.0
2021-06-12,357.956,359.555,354.433,359.086,636229.0
2021-06-13,357.956,359.555,354.433,359.086,636229.0
2021-06-14,356.587,357.2,353.676,356.376,865644.0
2021-06-15,359.411,361.297,357.851,359.028,686962.0
2021-06-16,362.073,362.073,355.821,356.357,883383.0
2021-06-17,357.343,357.966,350.603,352.997,737021.0
2021-06-18,350.335,354.471,349.684,351.551,2387104.0
2021-06-19,350.335,354.471,349.684,351.551,2387104.0
2021-06-20,350.335,354.471,349.684,351.551,2387104.0
2021-06-21,354.05,358.626,352.709,357.391,894056.0
2021-06-22,358.435,358.435,355.266,356.702,491572.0
2021-06-23,356.721,356.721,352.432,354.509,709851.0
2021-06-24,356.214,356.214,351.886,353.935,645023.0
2021-06-25,353.284,359.421,352.384,357.41,2930636.0
2021-06-26,353.284,359.421,352.384,357.41,2930636.0
2021-06-27,353.284,359.421,352.384,357.41,2930636.0
2021-06-28,357.487,357.487,352.662,354.442,564990.0
2021-06-29,354.059,355.426,344.667,344.964,1151324.0
2021-06-30,345.912,349.368,345.912,347.951,613858.0
2021-07-01,349.004,352.288,347.913,351.963,449424.0
2021-07-02,352.25,355.256,349.751,353.475,338041.0
2021-07-03,352.25,355.256,349.751,353.475,338041.0
2021-07-04,352.25,355.256,349.751,353.475,338041.0
2021-07-05,352.25,355.256,349.751,353.475,338041.0
2021-07-06,352.355,352.75,347.3,351.991,603273.0
2021-07-07,351.695,356.214,350.22,355.448,545550.0
2021-07-08,353.188,356.147,352.269,354.184,402727.0
2021-07-09,356.616,357.602,353.648,355.984,357391.0
2021-07-10,356.616,357.602,353.648,355.984,357391.0
2021-07-11,356.616,357.602,353.648,355.984,357391.0
2021-07-12,354.394,356.587,352.599,354.557,450504.0
2021-07-13,354.816,358.052,351.647,351.742,707395.0
2021-07-14,351.714,352.757,348.133,348.439,1044396.0
2021-07-15,346.908,350.144,346.304,348.612,491016.0
2021-07-16,349.856,350.393,345.95,347.358,778807.0
2021-07-17,349.856,350.393,345.95,347.358,778807.0
2021-07-18,349.856,350.393,345.95,347.358,778807.0
2021-07-19,345.979,346.888,335.706,339.88,866691.0
2021-07-20,340.493,347.29,340.493,344.638,911352.0
2021-07-21,345.711,347.846,344.562,346.065,632532.0
2021-07-22,345.433,345.672,343.03,343.959,549544.0
2021-07-23,345.251,346.295,343.477,345.921,478429.0
2021-07-24,345.251,346.295,343.477,345.921,478429.0
2021-07-25,345.251,346.295,343.477,345.921,478429.0
2021-07-26,342.676,344.126,340.167,343.001,715835.0
2021-07-27,343.25,349.512,343.202,346.774,573118.0
2021-07-28,347.989,349.445,344.524,344.773,564706.0
2021-07-29,347.353,354.088,347.353,350.086,1015908.0
2021-07-30,349.1,350.775,346.783,347.559,645264.0
2021-07-31,349.1,350.775,346.783,347.559,645264.0
2021-08-01,349.1,350.775,346.783,347.559,645264.0
2021-08-02,348.325,351.714,346.304,346.429,396702.0
2021-08-03,345.96,350.043,343.384,348.918,666197.0
2021-08-04,347.396,348.497,341.326,342.034,641881.0
2021-08-05,343.375,344.102,341.795,343.442,351324.0
2021-08-06,344.533,347.511,344.533,346.687,361112.0
2021-08-07,344.533,347.511,344.533,346.687,361112.0
2021-08-08,344.533,347.511,344.533,346.687,361112.0
2021-08-09,346.314,346.314,344.38,345.615,356459.0
2021-08-10,344.878,347.568,343.585,347.233,642591.0
2021-08-11,348.305,351.666,346.817,350.507,331203.0
2021-08-12,351.704,351.704,345.625,348.363,570395.0
2021-08-13,348.382,349.751,347.281,347.645,372111.0
2021-08-14,348.382,349.751,347.281,347.645,372111.0
2021-08-15,348.382,349.751,347.281,347.645,372111.0
2021-08-16,347.022,353.112,344.236,352.92,680320.0
2021-08-17,353.313,355.926,350.326,352.93,924698.0
2021-08-18,350.91,351.877,347.568,347.693,411745.0
2021-08-19,346.726,349.454,344.548,345.711,468127.0
2021-08-20,344.868,349.138,343.959,347.539,495997.0
2021-08-21,344.868,349.138,343.959,347.539,495997.0
2021-08-22,344.868,349.138,343.959,347.539,495997.0
2021-08-23,349.454,349.617,347.214,347.463,474412.0
2021-08-24,348.928,348.928,346.841,347.319,318771.0
2021-08-25,347.492,348.899,346.257,347.214,416646.0
2021-08-26,346.706,351.405,345.414,351.139,739645.0
2021-08-27,352.966,354.281,349.562,350.803,553915.0
2021-08-28,352.966,354.281,349.562,350.803,553915.0
2021-08-29,352.966,354.281,349.562,350.803,553915.0
2021-08-30,350.716,355.091,349.909,353.476,541194.0
2021-08-31,353.236,353.755,350.125,353.553,782260.0
2021-09-01,353.736,353.736,350.572,350.937,508345.0
2021-09-02,350.957,354.226,350.957,354.13,665563.0
2021-09-03,353.611,354.101,351.37,351.851,379495.0
2021-09-04,353.611,354.101,351.37,351.851,379495.0
2021-09-05,353.611,354.101,351.37,351.851,379495.0
2021-09-06,353.611,354.101,351.37,351.851,379495.0
