,INTU US Equity,INTU US Equity,INTU US Equity,INTU US Equity,INTU US Equity
2020-04-26,253.706,258.25,250.196,257.099,1069881.0
2020-04-27,260.776,266.285,258.621,265.066,941168.0
2020-04-28,266.539,270.088,259.167,259.684,1000036.0
2020-04-29,263.194,268.099,261.029,266.626,1132413.0
2020-04-30,265.973,268.255,261.546,263.096,1410864.0
2020-05-01,258.728,260.873,253.287,254.632,1193575.0
2020-05-02,258.728,260.873,253.287,254.632,1193575.0
2020-05-03,258.728,260.873,253.287,254.632,1193575.0
2020-05-04,252.555,261.341,251.877,261.117,1366645.0
2020-05-05,263.36,270.927,262.833,267.65,1052743.0
2020-05-06,269.142,271.317,267.075,269.006,754522.0
2020-05-07,272.048,276.972,271.326,273.813,955230.0
2020-05-08,274.983,275.919,270.264,273.384,1209530.0
2020-05-09,274.983,275.919,270.264,273.384,1209530.0
2020-05-10,274.983,275.919,270.264,273.384,1209530.0
2020-05-11,273.491,282.082,272.677,280.678,882246.0
2020-05-12,281.799,282.56,273.745,274.671,933492.0
2020-05-13,274.574,279.049,266.743,270.264,957182.0
2020-05-14,268.099,273.574,264.169,273.296,912891.0
2020-05-15,270.342,277.986,269.708,277.314,849970.0
2020-05-16,270.342,277.986,269.708,277.314,849970.0
2020-05-17,270.342,277.986,269.708,277.314,849970.0
2020-05-18,283.632,288.02,279.283,283.145,1187835.0
2020-05-19,283.652,285.69,279.41,279.615,1318568.0
2020-05-20,281.448,286.324,281.448,283.262,1418290.0
2020-05-21,283.905,286.168,279.274,282.784,1358339.0
2020-05-22,279.059,282.436,273.608,280.454,1770152.0
2020-05-23,279.059,282.436,273.608,280.454,1770152.0
2020-05-24,279.059,282.436,273.608,280.454,1770152.0
2020-05-25,279.059,282.436,273.608,280.454,1770152.0
2020-05-26,284.208,284.676,273.979,275.178,1775709.0
2020-05-27,276.1,276.1,264.783,274.213,1479400.0
2020-05-28,274.983,283.018,274.379,276.807,1718150.0
2020-05-29,278.747,283.632,274.934,283.096,1689821.0
2020-05-30,278.747,283.632,274.934,283.096,1689821.0
2020-05-31,278.747,283.632,274.934,283.096,1689821.0
2020-06-01,281.916,284.461,280.907,282.735,1283840.0
2020-06-02,282.735,282.784,276.646,280.034,1133194.0
2020-06-03,281.38,283.486,278.542,282.882,1309657.0
2020-06-04,279.79,281.282,273.969,275.88,1316818.0
2020-06-05,273.784,281.809,268.772,280.941,1874044.0
2020-06-06,273.784,281.809,268.772,280.941,1874044.0
2020-06-07,273.784,281.809,268.772,280.941,1874044.0
2020-06-08,278.26,285.992,277.041,285.758,1067248.0
2020-06-09,285.349,287.903,283.369,284.003,1283043.0
2020-06-10,286.636,290.585,283.857,288.508,1072011.0
2020-06-11,286.587,287.64,270.81,270.956,1392750.0
2020-06-12,276.846,279.898,269.084,273.696,1173647.0
2020-06-13,276.846,279.898,269.084,273.696,1173647.0
2020-06-14,276.846,279.898,269.084,273.696,1173647.0
2020-06-15,268.157,278.045,267.367,276.095,943328.0
2020-06-16,282.765,286.099,278.318,281.399,1225682.0
2020-06-17,284.061,284.686,278.854,279.361,855534.0
2020-06-18,277.918,280.746,275.344,280.083,1126982.0
2020-06-19,282.326,284.725,278.172,279.196,2480585.0
2020-06-20,282.326,284.725,278.172,279.196,2480585.0
2020-06-21,282.326,284.725,278.172,279.196,2480585.0
2020-06-22,278.689,286.88,278.191,286.802,1179216.0
2020-06-23,287.64,289.113,285.163,286.519,1291546.0
2020-06-24,284.188,288.635,277.128,279.01,951035.0
2020-06-25,279.127,282.14,274.964,281.565,966589.0
2020-06-26,279.371,282.779,276.855,279.391,1376843.0
2020-06-27,279.371,282.779,276.855,279.391,1376843.0
2020-06-28,279.371,282.779,276.855,279.391,1376843.0
2020-06-29,278.698,282.57,274.739,280.756,965657.0
2020-06-30,281.955,290.507,280.834,288.82,1621878.0
2020-07-01,290.01,297.333,289.629,295.051,1653407.0
2020-07-02,297.265,300.122,295.568,297.703,1228650.0
2020-07-03,297.265,300.122,295.568,297.703,1228650.0
2020-07-04,297.265,300.122,295.568,297.703,1228650.0
2020-07-05,297.265,300.122,295.568,297.703,1228650.0
2020-07-06,300.336,306.323,300.336,301.945,1162015.0
2020-07-07,301.487,306.894,299.546,300.268,1133343.0
2020-07-08,302.813,304.305,300.112,302.657,774541.0
2020-07-09,302.53,303.78,296.894,300.762,1027622.0
2020-07-10,300.635,301.475,295.961,300.41,762426.0
2020-07-11,300.635,301.475,295.961,300.41,762426.0
2020-07-12,300.635,301.475,295.961,300.41,762426.0
2020-07-13,301.827,304.005,290.086,290.731,1383120.0
2020-07-14,287.732,287.869,274.467,278.745,3106084.0
2020-07-15,281.344,284.126,278.159,283.239,1526098.0
2020-07-16,281.246,281.715,274.662,279.068,1128509.0
2020-07-17,281.246,283.678,277.983,282.555,896496.0
2020-07-18,281.246,283.678,277.983,282.555,896496.0
2020-07-19,281.246,283.678,277.983,282.555,896496.0
2020-07-20,282.779,293.436,282.301,291.785,1019905.0
2020-07-21,292.469,293.724,289.959,290.965,1042442.0
2020-07-22,293.192,293.192,287.39,289.558,1145083.0
2020-07-23,289.07,291.942,283.463,284.782,1266090.0
2020-07-24,283.707,284.352,279.703,281.979,1193362.0
2020-07-25,283.707,284.352,279.703,281.979,1193362.0
2020-07-26,283.707,284.352,279.703,281.979,1193362.0
2020-07-27,283.727,290.525,283.717,289.27,1227911.0
2020-07-28,285.495,293.69,285.427,289.91,1050268.0
2020-07-29,291.932,298.135,291.102,295.165,1115551.0
2020-07-30,290.203,297.969,288.201,296.884,867332.0
2020-07-31,297.695,299.375,291.932,299.258,1015630.0
2020-08-01,297.695,299.375,291.932,299.258,1015630.0
2020-08-02,297.695,299.375,291.932,299.258,1015630.0
2020-08-03,302.647,306.174,301.798,304.464,1248595.0
2020-08-04,303.595,305.128,300.108,303.429,1200944.0
2020-08-05,304.034,305.46,301.475,303.732,863030.0
2020-08-06,303.155,305.167,300.718,304.982,716744.0
2020-08-07,304.161,305.172,299.111,302.247,752038.0
2020-08-08,304.161,305.172,299.111,302.247,752038.0
2020-08-09,304.161,305.172,299.111,302.247,752038.0
2020-08-10,300.948,301.583,294.022,297.119,569011.0
2020-08-11,296.581,298.066,291.541,292.254,828403.0
2020-08-12,292.967,298.506,292.919,297.675,813950.0
2020-08-13,298.164,303.497,298.164,299.59,760839.0
2020-08-14,300.41,301.573,297.744,298.447,596048.0
2020-08-15,300.41,301.573,297.744,298.447,596048.0
2020-08-16,300.41,301.573,297.744,298.447,596048.0
2020-08-17,300.694,302.818,299.707,300.86,714919.0
2020-08-18,302.804,303.78,299.463,301.729,755750.0
2020-08-19,301.504,306.662,298.76,303.341,991195.0
2020-08-20,302.804,313.211,302.745,312.63,1083578.0
2020-08-21,312.435,315.111,311.009,314.75,1174791.0
2020-08-22,312.435,315.111,311.009,314.75,1174791.0
2020-08-23,312.435,315.111,311.009,314.75,1174791.0
2020-08-24,317.719,326.393,317.094,325.387,2088371.0
2020-08-25,324.781,329.538,322.292,328.61,1718389.0
2020-08-26,348.576,351.643,330.222,334.393,3108571.0
2020-08-27,333.904,341.396,331.189,336.991,1880870.0
2020-08-28,338.681,339.316,335.858,338.075,1189442.0
2020-08-29,338.681,339.316,335.858,338.075,1189442.0
2020-08-30,338.681,339.316,335.858,338.075,1189442.0
2020-08-31,337.86,338.201,334.158,337.372,1070807.0
2020-09-01,336.913,341.221,335.585,339.121,1074621.0
2020-09-02,340.576,347.413,339.404,345.958,1438039.0
2020-09-03,344.913,344.913,328.845,331.746,1570070.0
2020-09-04,329.919,332.625,317.074,325.377,1219458.0
2020-09-05,329.919,332.625,317.074,325.377,1219458.0
2020-09-06,329.919,332.625,317.074,325.377,1219458.0
2020-09-07,329.919,332.625,317.074,325.377,1219458.0
2020-09-08,313.343,321.714,312.226,313.372,1578582.0
2020-09-09,316.869,323.614,312.313,320.591,1303238.0
2020-09-10,321.929,324.938,309.709,312.952,1254155.0
2020-09-11,316.303,317.797,304.181,307.688,955183.0
2020-09-12,316.303,317.797,304.181,307.688,955183.0
2020-09-13,316.303,317.797,304.181,307.688,955183.0
2020-09-14,312.738,313.792,308.44,310.921,888851.0
2020-09-15,313.919,316.62,311.966,314.984,1111618.0
2020-09-16,317.319,318.657,305.353,306.105,1668809.0
2020-09-17,297.832,301.241,294.345,300.098,1795549.0
2020-09-18,300.557,305.685,289.881,293.163,2284451.0
2020-09-19,300.557,305.685,289.881,293.163,2284451.0
2020-09-20,300.557,305.685,289.881,293.163,2284451.0
2020-09-21,289.412,300.87,288.513,300.557,1594620.0
2020-09-22,302.618,310.735,299.575,309.915,2099947.0
2020-09-23,308.078,308.645,296.02,297.851,1412131.0
2020-09-24,297.597,305.373,294.931,301.426,1216929.0
2020-09-25,302.706,311.39,300.625,311.106,1239803.0
2020-09-26,302.706,311.39,300.625,311.106,1239803.0
2020-09-27,302.706,311.39,300.625,311.106,1239803.0
2020-09-28,317.875,318.559,314.779,317.993,1134304.0
2020-09-29,317.983,321.577,315.551,316.127,1122510.0
2020-09-30,315.521,321.499,312.249,318.637,1804877.0
2020-10-01,323.062,326.227,322.193,324.625,1091541.0
2020-10-02,318.588,321.831,312.484,314.418,902722.0
2020-10-03,318.588,321.831,312.484,314.418,902722.0
2020-10-04,318.588,321.831,312.484,314.418,902722.0
2020-10-05,322.662,324.293,319.526,323.668,1296524.0
2020-10-06,323.619,326.119,316.391,317.827,1042447.0
2020-10-07,320.132,329.089,319.487,327.135,1236112.0
2020-10-08,329.132,330.502,326.098,327.791,788297.0
2020-10-09,329.386,334.846,328.557,334.464,846808.0
2020-10-10,329.386,334.846,328.557,334.464,846808.0
2020-10-11,329.386,334.846,328.557,334.464,846808.0
2020-10-12,337.762,346.373,334.856,343.389,1571289.0
2020-10-13,345.091,346.138,340.045,342.077,1118898.0
2020-10-14,343.936,343.936,333.897,337.879,896431.0
2020-10-15,333.956,335.805,330.736,334.621,790047.0
2020-10-16,336.392,339.367,333.623,333.819,790020.0
2020-10-17,336.392,339.367,333.623,333.819,790020.0
2020-10-18,336.392,339.367,333.623,333.819,790020.0
2020-10-19,335.942,336.832,326.871,328.065,822798.0
2020-10-20,331.079,331.681,326.284,327.321,1131226.0
2020-10-21,328.476,329.44,324.19,325.638,816816.0
2020-10-22,325.785,326.734,318.319,324.689,803367.0
2020-10-23,326.157,327.4,322.908,327.233,721966.0
2020-10-24,326.157,327.4,322.908,327.233,721966.0
2020-10-25,326.157,327.4,322.908,327.233,721966.0
2020-10-26,323.799,324.958,316.489,321.039,927838.0
2020-10-27,323.486,326.235,322.233,323.172,838744.0
2020-10-28,316.519,318.114,311.127,311.665,948411.0
2020-10-29,312.565,322.308,312.468,318.613,896800.0
2020-10-30,314.992,318.177,305.344,307.918,1682866.0
2020-10-31,314.992,318.177,305.344,307.918,1682866.0
2020-11-01,314.992,318.177,305.344,307.918,1682866.0
2020-11-02,310.931,314.953,305.461,309.62,1109863.0
2020-11-03,313.035,319.914,311.0,317.752,1114858.0
2020-11-04,332.419,340.433,326.93,335.629,1344677.0
2020-11-05,343.379,344.445,338.77,343.418,1074337.0
2020-11-06,343.927,346.246,337.39,344.69,623054.0
2020-11-07,343.927,346.246,337.39,344.69,623054.0
2020-11-08,343.927,346.246,337.39,344.69,623054.0
2020-11-09,358.086,369.045,351.588,352.401,1820136.0
2020-11-10,350.453,350.453,332.057,334.905,1544160.0
2020-11-11,338.222,348.892,335.56,344.827,1127017.0
2020-11-12,345.385,348.976,340.179,341.999,947726.0
2020-11-13,344.279,350.625,342.899,349.279,1179472.0
2020-11-14,344.279,350.625,342.899,349.279,1179472.0
2020-11-15,344.279,350.625,342.899,349.279,1179472.0
2020-11-16,348.878,353.457,345.737,349.387,1158831.0
2020-11-17,347.351,352.264,345.835,351.04,953992.0
2020-11-18,348.584,352.518,346.158,347.117,912410.0
2020-11-19,345.61,355.581,341.549,353.673,1533627.0
2020-11-20,351.138,352.253,340.042,340.218,2370232.0
2020-11-21,351.138,352.253,340.042,340.218,2370232.0
2020-11-22,351.138,352.253,340.042,340.218,2370232.0
2020-11-23,340.59,342.792,330.462,335.952,1529577.0
2020-11-24,337.586,340.257,335.159,337.782,1045463.0
2020-11-25,338.29,344.895,337.596,342.938,1199344.0
2020-11-26,338.29,344.895,337.596,342.938,1199344.0
2020-11-27,346.324,350.346,344.269,346.627,528296.0
2020-11-28,346.324,350.346,344.269,346.627,528296.0
2020-11-29,346.324,350.346,344.269,346.627,528296.0
2020-11-30,345.854,348.78,340.649,344.455,1875760.0
2020-12-01,348.359,351.569,344.719,349.152,1088895.0
2020-12-02,348.017,348.496,342.533,347.851,760700.0
2020-12-03,347.557,358.8,345.874,355.884,1841131.0
2020-12-04,357.303,363.947,356.246,360.679,1404403.0
2020-12-05,357.303,363.947,356.246,360.679,1404403.0
2020-12-06,357.303,363.947,356.246,360.679,1404403.0
2020-12-07,359.916,365.943,359.387,364.192,1910082.0
2020-12-08,364.397,372.323,362.562,364.583,1705237.0
2020-12-09,360.982,362.186,353.35,356.354,2477788.0
2020-12-10,353.467,356.564,349.768,354.71,1499216.0
2020-12-11,354.338,356.814,350.307,356.491,1193790.0
2020-12-12,354.338,356.814,350.307,356.491,1193790.0
2020-12-13,354.338,356.814,350.307,356.491,1193790.0
2020-12-14,356.608,361.369,355.792,357.655,1365982.0
2020-12-15,357.959,359.857,352.41,352.684,1655060.0
2020-12-16,353.545,362.401,352.293,361.325,1577883.0
2020-12-17,363.937,372.803,362.381,372.147,1965911.0
2020-12-18,369.055,372.617,367.46,371.941,2569581.0
2020-12-19,369.055,372.617,367.46,371.941,2569581.0
2020-12-20,369.055,372.617,367.46,371.941,2569581.0
2020-12-21,366.667,369.701,360.503,367.851,997633.0
2020-12-22,367.92,371.971,365.552,371.804,1003561.0
2020-12-23,370.865,375.689,368.614,368.82,900939.0
2020-12-24,369.397,373.585,369.319,372.969,441932.0
2020-12-25,369.397,373.585,369.319,372.969,441932.0
2020-12-26,369.397,373.585,369.319,372.969,441932.0
2020-12-27,369.397,373.585,369.319,372.969,441932.0
2020-12-28,379.241,379.603,369.916,372.93,871854.0
2020-12-29,374.965,376.545,369.211,370.2,640599.0
2020-12-30,372.636,373.766,367.274,367.479,703191.0
2020-12-31,366.961,372.303,366.895,371.687,982530.0
2021-01-01,366.961,372.303,366.895,371.687,982530.0
2021-01-02,366.961,372.303,366.895,371.687,982530.0
2021-01-03,366.961,372.303,366.895,371.687,982530.0
2021-01-04,371.579,376.355,358.301,363.712,1839788.0
2021-01-05,362.479,365.963,359.416,360.943,1117837.0
2021-01-06,351.451,356.187,350.003,353.242,1537625.0
2021-01-07,355.434,362.272,352.586,360.708,1108980.0
2021-01-08,362.423,367.559,361.252,367.0,1259108.0
2021-01-09,362.423,367.559,361.252,367.0,1259108.0
2021-01-10,362.423,367.559,361.252,367.0,1259108.0
2021-01-11,368.637,369.254,359.081,364.922,1514875.0
2021-01-12,364.422,365.207,355.131,358.385,1242518.0
2021-01-13,357.699,360.012,353.318,357.689,1019574.0
2021-01-14,358.011,362.266,357.699,358.228,1146186.0
2021-01-15,357.611,366.392,355.798,363.619,1597810.0
2021-01-16,357.611,366.392,355.798,363.619,1597810.0
2021-01-17,357.611,366.392,355.798,363.619,1597810.0
2021-01-18,357.611,366.392,355.798,363.619,1597810.0
2021-01-19,367.402,378.683,366.902,377.281,1578492.0
2021-01-20,383.864,390.189,381.231,381.701,2051787.0
2021-01-21,378.516,380.682,370.283,374.145,1736759.0
2021-01-22,376.742,376.742,367.176,367.382,1150622.0
2021-01-23,376.742,376.742,367.176,367.382,1150622.0
2021-01-24,376.742,376.742,367.176,367.382,1150622.0
2021-01-25,370.509,371.293,357.052,366.971,1588202.0
2021-01-26,366.579,368.647,362.903,367.333,663510.0
2021-01-27,360.674,367.529,352.171,355.876,1928234.0
2021-01-28,359.047,369.164,358.424,362.58,1395420.0
2021-01-29,359.061,362.521,352.524,354.034,1523587.0
2021-01-30,359.061,362.521,352.524,354.034,1523587.0
2021-01-31,359.061,362.521,352.524,354.034,1523587.0
2021-02-01,358.209,370.911,357.327,366.138,1260150.0
2021-02-02,368.833,377.791,368.049,376.458,1123618.0
2021-02-03,375.056,376.036,369.489,372.577,807411.0
2021-02-04,374.331,385.122,372.43,384.906,1522077.0
2021-02-05,384.72,388.572,379.996,381.623,867301.0
2021-02-06,384.72,388.572,379.996,381.623,867301.0
2021-02-07,384.72,388.572,379.996,381.623,867301.0
2021-02-08,385.641,387.278,379.173,381.976,898646.0
2021-02-09,378.163,385.033,376.977,383.75,817724.0
2021-02-10,387.954,391.09,382.809,389.375,1150353.0
2021-02-11,392.031,401.146,388.689,400.676,1226886.0
2021-02-12,401.832,406.213,399.009,405.743,1066862.0
2021-02-13,401.832,406.213,399.009,405.743,1066862.0
2021-02-14,401.832,406.213,399.009,405.743,1066862.0
2021-02-15,401.832,406.213,399.009,405.743,1066862.0
2021-02-16,409.222,415.298,408.957,413.848,1378700.0
2021-02-17,411.564,412.035,403.841,407.526,1164767.0
2021-02-18,406.125,411.633,400.293,407.115,1044387.0
2021-02-19,405.115,409.486,401.004,403.155,1287942.0
2021-02-20,405.115,409.486,401.004,403.155,1287942.0
2021-02-21,405.115,409.486,401.004,403.155,1287942.0
2021-02-22,400.029,400.69,393.247,393.55,1179232.0
2021-02-23,390.189,394.775,382.466,391.139,2483052.0
2021-02-24,380.555,407.154,375.174,404.949,3307968.0
2021-02-25,399.47,400.803,378.947,380.251,2148129.0
2021-02-26,382.681,388.709,377.33,382.368,1765306.0
2021-02-27,382.681,388.709,377.33,382.368,1765306.0
2021-02-28,382.681,388.709,377.33,382.368,1765306.0
2021-03-01,388.434,399.735,386.366,398.314,1545057.0
2021-03-02,398.392,398.421,390.728,393.746,1198481.0
2021-03-03,391.13,393.021,380.721,380.966,1369851.0
2021-03-04,380.682,384.269,366.128,368.833,1929984.0
2021-03-05,374.321,376.35,360.453,374.596,1588277.0
2021-03-06,374.321,376.35,360.453,374.596,1588277.0
2021-03-07,374.321,376.35,360.453,374.596,1588277.0
2021-03-08,373.939,380.378,362.433,363.041,1652920.0
2021-03-09,373.292,380.947,372.214,376.918,1770707.0
2021-03-10,386.709,386.709,374.635,375.193,1388787.0
2021-03-11,382.701,393.041,382.544,391.218,1445331.0
2021-03-12,386.357,388.728,379.663,388.062,1305069.0
2021-03-13,386.357,388.728,379.663,388.062,1305069.0
2021-03-14,386.357,388.728,379.663,388.062,1305069.0
2021-03-15,385.533,390.071,382.603,388.934,1408188.0
2021-03-16,392.531,393.884,384.671,387.542,1077263.0
2021-03-17,385.024,387.944,378.065,383.916,1765860.0
2021-03-18,376.419,377.948,366.02,366.52,1868410.0
2021-03-19,366.794,377.634,365.853,373.684,4423179.0
2021-03-20,366.794,377.634,365.853,373.684,4423179.0
2021-03-21,366.794,377.634,365.853,373.684,4423179.0
2021-03-22,374.204,378.369,372.498,375.39,1468817.0
2021-03-23,378.335,380.074,373.929,375.566,1154533.0
2021-03-24,376.664,378.496,369.225,369.774,1138430.0
2021-03-25,367.088,368.382,357.876,364.971,1510716.0
2021-03-26,361.806,369.538,360.61,369.078,2107162.0
2021-03-27,361.806,369.538,360.61,369.078,2107162.0
2021-03-28,361.806,369.538,360.61,369.078,2107162.0
2021-03-29,370.117,372.126,361.987,367.157,1631190.0
2021-03-30,363.687,368.626,361.394,366.216,998036.0
2021-03-31,370.538,378.31,368.96,375.429,1512850.0
2021-04-01,381.172,389.493,380.751,387.356,1445074.0
2021-04-02,381.172,389.493,380.751,387.356,1445074.0
2021-04-03,381.172,389.493,380.751,387.356,1445074.0
2021-04-04,381.172,389.493,380.751,387.356,1445074.0
2021-04-05,389.65,394.864,388.483,394.129,1473625.0
2021-04-06,391.629,396.932,388.944,393.207,813252.0
2021-04-07,392.188,395.084,391.071,393.06,713723.0
2021-04-08,395.501,404.263,394.873,403.126,1396972.0
2021-04-09,404.774,410.621,401.712,409.878,1003513.0
2021-04-10,404.774,410.621,401.712,409.878,1003513.0
2021-04-11,404.774,410.621,401.712,409.878,1003513.0
2021-04-12,407.835,409.402,404.848,408.229,1251570.0
2021-04-13,408.73,411.763,406.639,411.184,1550319.0
2021-04-14,414.943,414.943,402.841,403.675,1016622.0
2021-04-15,406.983,410.604,405.52,409.829,914788.0
2021-04-16,411.419,412.401,406.6,408.121,973127.0
2021-04-17,411.419,412.401,406.6,408.121,973127.0
2021-04-18,411.419,412.401,406.6,408.121,973127.0
2021-04-19,408.121,409.279,393.546,394.842,1130950.0
2021-04-20,393.635,399.396,391.848,397.865,1095761.0
2021-04-21,398.385,402.193,394.542,401.379,857403.0
2021-04-22,399.877,403.891,396.746,399.249,761662.0
2021-04-23,401.614,408.494,400.868,407.238,981471.0
2021-04-24,401.614,408.494,400.868,407.238,981471.0
2021-04-25,401.614,408.494,400.868,407.238,981471.0
2021-04-26,406.767,410.928,403.292,410.546,716534.0
2021-04-27,412.224,413.093,406.335,408.416,619454.0
2021-04-28,407.582,409.731,403.783,408.102,541928.0
2021-04-29,409.476,410.359,403.945,408.445,636715.0
2021-04-30,405.697,410.339,403.994,404.529,1409233.0
2021-05-01,405.697,410.339,403.994,404.529,1409233.0
2021-05-02,405.697,410.339,403.994,404.529,1409233.0
2021-05-03,407.11,407.974,401.428,403.724,771805.0
2021-05-04,401.575,401.575,388.55,390.258,1214206.0
2021-05-05,393.654,395.617,383.574,384.782,989847.0
2021-05-06,383.574,387.201,379.001,386.774,975355.0
2021-05-07,392.427,398.552,389.09,393.615,965536.0
2021-05-08,392.427,398.552,389.09,393.615,965536.0
2021-05-09,392.427,398.552,389.09,393.615,965536.0
2021-05-10,392.82,394.076,385.027,385.272,1005388.0
2021-05-11,383.143,392.8,378.52,387.677,932627.0
2021-05-12,386.391,394.793,383.848,392.486,2256348.0
2021-05-13,394.233,398.473,389.65,396.049,1402236.0
2021-05-14,399.327,410.801,396.069,409.535,1191168.0
2021-05-15,399.327,410.801,396.069,409.535,1191168.0
2021-05-16,399.327,410.801,396.069,409.535,1191168.0
2021-05-17,407.395,411.728,401.879,411.655,1286284.0
2021-05-18,413.205,416.773,409.348,409.702,1153726.0
2021-05-19,401.938,413.937,401.153,413.402,1321164.0
2021-05-20,415.532,428.899,415.532,427.211,1242216.0
2021-05-21,430.332,433.188,423.766,425.405,1172815.0
2021-05-22,430.332,433.188,423.766,425.405,1172815.0
2021-05-23,430.332,433.188,423.766,425.405,1172815.0
2021-05-24,431.068,434.513,429.959,432.256,1127329.0
2021-05-25,431.863,433.851,428.791,430.862,1469669.0
2021-05-26,432.757,437.404,429.488,434.612,2008675.0
2021-05-27,428.134,429.665,419.507,424.11,2974437.0
2021-05-28,427.437,433.817,425.788,430.96,1451377.0
2021-05-29,427.437,433.817,425.788,430.96,1451377.0
2021-05-30,427.437,433.817,425.788,430.96,1451377.0
2021-05-31,427.437,433.817,425.788,430.96,1451377.0
2021-06-01,433.522,433.768,426.603,430.538,948038.0
2021-06-02,429.95,438.803,427.94,437.193,1321057.0
2021-06-03,431.363,443.563,429.891,442.218,1490108.0
2021-06-04,446.556,455.036,445.604,453.378,1400708.0
2021-06-05,446.556,455.036,445.604,453.378,1400708.0
2021-06-06,446.556,455.036,445.604,453.378,1400708.0
2021-06-07,451.051,453.279,446.38,448.745,868104.0
2021-06-08,452.622,457.372,450.325,456.646,1516447.0
2021-06-09,457.49,461.897,456.803,459.659,919811.0
2021-06-10,458.668,464.94,457.608,462.604,1149788.0
2021-06-11,461.593,465.833,460.012,463.418,1471072.0
2021-06-12,461.593,465.833,460.012,463.418,1471072.0
2021-06-13,461.593,465.833,460.012,463.418,1471072.0
2021-06-14,463.585,468.159,461.171,468.139,961544.0
2021-06-15,469.337,469.337,460.169,461.995,1359586.0
2021-06-16,460.513,464.949,456.116,460.65,1230276.0
2021-06-17,460.199,467.668,458.658,465.941,1442703.0
2021-06-18,468.247,469.631,463.595,464.635,1571185.0
2021-06-19,468.247,469.631,463.595,464.635,1571185.0
2021-06-20,468.247,469.631,463.595,464.635,1571185.0
2021-06-21,468.345,472.212,463.261,469.052,1073572.0
2021-06-22,468.473,470.858,466.323,468.718,1480629.0
2021-06-23,468.718,473.272,468.718,469.729,1218772.0
2021-06-24,473.076,477.247,471.408,473.685,1088492.0
2021-06-25,472.085,481.114,468.169,477.09,1494488.0
2021-06-26,472.085,481.114,468.169,477.09,1494488.0
2021-06-27,472.085,481.114,468.169,477.09,1494488.0
2021-06-28,477.846,482.292,476.644,477.974,934526.0
2021-06-29,476.629,482.557,475.49,482.302,718400.0
2021-06-30,481.546,483.48,478.442,481.095,955109.0
2021-07-01,484.54,484.54,478.209,481.958,905571.0
2021-07-02,485.698,491.557,485.428,488.426,1072679.0
2021-07-03,485.698,491.557,485.428,488.426,1072679.0
2021-07-04,485.698,491.557,485.428,488.426,1072679.0
2021-07-05,485.698,491.557,485.428,488.426,1072679.0
2021-07-06,492.568,493.383,489.001,491.695,1181275.0
2021-07-07,496.17,499.213,493.805,496.72,928985.0
2021-07-08,491.97,497.505,487.877,496.72,989486.0
2021-07-09,494.209,496.809,487.13,495.177,1269391.0
2021-07-10,494.209,496.809,487.13,495.177,1269391.0
2021-07-11,494.209,496.809,487.13,495.177,1269391.0
2021-07-12,497.948,498.882,494.264,496.327,922293.0
2021-07-13,496.131,501.112,494.883,497.889,1002925.0
2021-07-14,500.611,502.803,495.822,496.779,1453635.0
2021-07-15,497.182,497.58,491.689,494.431,1101414.0
2021-07-16,495.875,496.229,492.151,492.799,727878.0
2021-07-17,495.875,496.229,492.151,492.799,727878.0
2021-07-18,495.875,496.229,492.151,492.799,727878.0
2021-07-19,490.176,493.753,487.385,490.117,1320265.0
2021-07-20,491.375,503.766,490.343,499.727,1273340.0
2021-07-21,497.909,505.647,494.342,505.515,1118901.0
2021-07-22,507.146,513.022,505.171,512.256,917690.0
2021-07-23,515.803,523.084,512.953,519.252,974481.0
2021-07-24,515.803,523.084,512.953,519.252,974481.0
2021-07-25,515.803,523.084,512.953,519.252,974481.0
2021-07-26,518.977,521.021,514.044,520.117,720516.0
2021-07-27,518.849,521.306,507.47,513.828,983295.0
2021-07-28,515.479,518.073,511.882,514.014,694711.0
2021-07-29,512.157,520.244,512.157,516.383,627457.0
2021-07-30,516.078,521.64,515.901,520.765,905258.0
2021-07-31,516.078,521.64,515.901,520.765,905258.0
2021-08-01,516.078,521.64,515.901,520.765,905258.0
2021-08-02,522.868,525.482,516.245,518.348,857455.0
2021-08-03,519.704,522.868,515.154,520.971,870968.0
2021-08-04,521.61,527.84,519.262,526.749,709090.0
2021-08-05,527.418,531.24,525.256,528.665,896958.0
2021-08-06,525.521,528.538,520.804,525.01,1040249.0
2021-08-07,525.521,528.538,520.804,525.01,1040249.0
2021-08-08,525.521,528.538,520.804,525.01,1040249.0
2021-08-09,524.892,527.909,522.632,525.934,733126.0
2021-08-10,528.882,530.611,519.527,520.922,855955.0
2021-08-11,520.195,523.782,517.473,522.986,765098.0
2021-08-12,523.045,528.793,521.021,527.594,521221.0
2021-08-13,527.044,531.805,525.226,531.348,541187.0
2021-08-14,527.044,531.805,525.226,531.348,541187.0
2021-08-15,527.044,531.805,525.226,531.348,541187.0
2021-08-16,531.063,533.529,526.563,533.51,785257.0
2021-08-17,532.694,532.694,524.863,526.553,1079151.0
2021-08-18,525.781,530.218,522.868,523.723,723960.0
2021-08-19,519.409,538.384,518.662,534.001,1495328.0
2021-08-20,538.069,540.133,533.539,535.829,1243372.0
2021-08-21,538.069,540.133,533.539,535.829,1243372.0
2021-08-22,538.069,540.133,533.539,535.829,1243372.0
2021-08-23,539.317,544.181,538.678,542.894,1368695.0
2021-08-24,544.378,545.39,539.298,544.397,1661268.0
