,INTU US Equity,INTU US Equity,INTU US Equity,INTU US Equity,INTU US Equity
2024-04-18,616.89,616.89,606.28,608.38,791072.0
2024-04-19,609.13,611.19,598.01,605.17,1609082.0
2024-04-20,609.13,611.19,598.01,605.17,1609082.0
2024-04-21,609.13,611.19,598.01,605.17,1609082.0
2024-04-22,608.46,614.07,600.9,609.77,1056878.0
2024-04-23,615.12,632.825,612.07,630.88,1461942.0
2024-04-24,623.5,642.105,622.56,635.49,1378172.0
2024-04-25,630.66,632.815,619.785,626.39,1242962.0
2024-04-26,627.07,640.13,626.59,636.55,1192496.0
2024-04-27,627.07,640.13,626.59,636.55,1192496.0
2024-04-28,627.07,640.13,626.59,636.55,1192496.0
2024-04-29,637.33,644.99,634.375,638.39,886530.0
2024-04-30,637.01,637.92,625.23,625.62,1309911.0
2024-05-01,625.13,629.66,610.04,615.2,1199152.0
